,NKE US Equity
2020-12-29,4.933
2020-12-30,4.933
2020-12-31,4.933
2021-01-01,4.933
2021-01-02,4.933
2021-01-03,4.933
2021-01-04,4.933
2021-01-05,4.933
2021-01-06,4.933
2021-01-07,4.933
2021-01-08,4.99
2021-01-09,4.99
2021-01-10,4.99
2021-01-11,4.99
2021-01-12,4.99
2021-01-13,4.99
2021-01-14,4.99
2021-01-15,4.99
2021-01-16,4.99
2021-01-17,4.99
2021-01-18,4.99
2021-01-19,4.99
2021-01-20,4.99
2021-01-21,4.99
2021-01-22,4.99
2021-01-23,4.99
2021-01-24,4.99
2021-01-25,4.99
2021-01-26,4.99
2021-01-27,4.99
2021-01-28,4.99
2021-01-29,4.99
2021-01-30,4.99
2021-01-31,4.99
2021-02-01,4.99
2021-02-02,4.99
2021-02-03,5.027
2021-02-04,5.027
2021-02-05,5.027
2021-02-06,5.027
2021-02-07,5.027
2021-02-08,5.027
2021-02-09,5.027
2021-02-10,5.027
2021-02-11,5.027
2021-02-12,5.027
2021-02-13,5.027
2021-02-14,5.027
2021-02-15,5.027
2021-02-16,5.027
2021-02-17,5.027
2021-02-18,5.027
2021-02-19,5.027
2021-02-20,5.027
2021-02-21,5.027
2021-02-22,5.027
2021-02-23,5.027
2021-02-24,5.027
2021-02-25,5.027
2021-02-26,5.027
2021-02-27,5.027
2021-02-28,5.027
2021-03-01,5.027
2021-03-02,5.027
2021-03-03,5.027
2021-03-04,5.027
2021-03-05,5.027
2021-03-06,5.027
2021-03-07,5.027
2021-03-08,5.027
2021-03-09,5.027
2021-03-10,5.027
2021-03-11,5.027
2021-03-12,5.027
2021-03-13,5.027
2021-03-14,5.139
2021-03-15,5.139
2021-03-16,5.175
2021-03-17,5.17
2021-03-18,5.149
2021-03-19,5.188
2021-03-20,5.188
2021-03-21,5.188
2021-03-22,5.188
2021-03-23,5.188
2021-03-24,5.186
2021-03-25,5.186
2021-03-26,5.186
2021-03-27,5.186
2021-03-28,5.186
2021-03-29,5.186
2021-03-30,5.186
2021-03-31,5.186
2021-04-01,5.186
2021-04-02,5.186
2021-04-03,5.186
2021-04-04,5.186
2021-04-05,5.186
2021-04-06,5.186
2021-04-07,5.186
2021-04-08,5.186
2021-04-09,5.186
2021-04-10,5.186
2021-04-11,5.186
2021-04-12,5.186
2021-04-13,5.186
2021-04-14,5.186
2021-04-15,5.186
2021-04-16,5.186
2021-04-17,5.186
2021-04-18,5.186
2021-04-19,5.186
2021-04-20,5.186
2021-04-21,5.151
2021-04-22,5.151
2021-04-23,5.151
2021-04-24,5.151
2021-04-25,5.151
2021-04-26,5.145
2021-04-27,5.145
2021-04-28,5.145
2021-04-29,5.145
2021-04-30,5.145
2021-05-01,5.145
2021-05-02,5.145
2021-05-03,5.145
2021-05-04,5.167
2021-05-05,5.167
2021-05-06,5.167
2021-05-07,5.167
2021-05-08,5.167
2021-05-09,5.167
2021-05-10,5.151
2021-05-11,5.151
2021-05-12,5.151
2021-05-13,5.241
2021-05-14,5.241
2021-05-15,5.241
2021-05-16,5.241
2021-05-17,5.241
2021-05-18,5.241
2021-05-19,5.241
2021-05-20,5.241
2021-05-21,5.241
2021-05-22,5.241
2021-05-23,5.241
2021-05-24,5.241
2021-05-25,5.241
2021-05-26,5.241
2021-05-27,5.241
2021-05-28,5.241
2021-05-29,5.241
2021-05-30,5.241
2021-05-31,5.241
2021-06-01,5.241
2021-06-02,5.241
2021-06-03,5.241
2021-06-04,5.241
2021-06-05,5.241
2021-06-06,5.241
2021-06-07,5.241
2021-06-08,5.241
2021-06-09,5.241
2021-06-10,5.241
2021-06-11,5.241
2021-06-12,5.241
2021-06-13,5.241
2021-06-14,5.241
2021-06-15,5.231
2021-06-16,5.216
2021-06-17,5.089
2021-06-18,5.076
2021-06-19,5.076
2021-06-20,5.076
2021-06-21,5.055
2021-06-22,5.055
2021-06-23,5.055
2021-06-24,5.08
2021-06-25,5.597
2021-06-26,5.625
2021-06-27,5.625
2021-06-28,5.625
2021-06-29,5.625
2021-06-30,5.625
2021-07-01,5.625
2021-07-02,5.625
2021-07-03,5.625
2021-07-04,5.625
2021-07-05,5.625
2021-07-06,5.625
2021-07-07,5.656
2021-07-08,5.656
2021-07-09,5.656
2021-07-10,5.656
2021-07-11,5.656
2021-07-12,5.656
2021-07-13,5.656
2021-07-14,5.656
2021-07-15,5.656
2021-07-16,5.656
2021-07-17,5.656
2021-07-18,5.656
2021-07-19,5.656
2021-07-20,5.67
2021-07-21,5.699
2021-07-22,5.723
2021-07-23,5.759
2021-07-24,5.759
2021-07-25,5.759
2021-07-26,5.759
2021-07-27,5.759
2021-07-28,5.773
2021-07-29,5.773
2021-07-30,5.773
2021-07-31,5.773
2021-08-01,5.773
2021-08-02,5.773
2021-08-03,5.773
2021-08-04,5.773
2021-08-05,5.773
2021-08-06,5.773
2021-08-07,5.773
2021-08-08,5.773
2021-08-09,5.773
2021-08-10,5.773
2021-08-11,5.773
2021-08-12,5.773
2021-08-13,5.773
2021-08-14,5.773
2021-08-15,5.773
2021-08-16,5.773
2021-08-17,5.774
2021-08-18,5.774
2021-08-19,5.774
2021-08-20,5.774
2021-08-21,5.774
2021-08-22,5.774
2021-08-23,5.774
2021-08-24,5.774
2021-08-25,5.774
2021-08-26,5.774
2021-08-27,5.774
2021-08-28,5.774
2021-08-29,5.774
2021-08-30,5.774
2021-08-31,5.774
2021-09-01,5.774
2021-09-02,5.774
2021-09-03,5.774
2021-09-04,5.774
2021-09-05,5.774
2021-09-06,5.774
2021-09-07,5.774
2021-09-08,5.774
2021-09-09,5.774
2021-09-10,5.774
2021-09-11,5.774
2021-09-12,5.774
2021-09-13,5.774
2021-09-14,5.772
2021-09-15,5.772
2021-09-16,5.779
2021-09-17,5.763
2021-09-18,5.763
2021-09-19,5.764
2021-09-20,5.753
2021-09-21,5.753
2021-09-22,5.753
2021-09-23,5.701
2021-09-24,5.594
2021-09-25,5.58
2021-09-26,5.58
2021-09-27,5.58
2021-09-28,5.58
2021-09-29,5.58
2021-09-30,5.58
2021-10-01,5.58
2021-10-02,5.58
2021-10-03,5.58
2021-10-04,5.564
2021-10-05,5.564
2021-10-06,5.549
2021-10-07,5.558
2021-10-08,5.558
2021-10-09,5.558
2021-10-10,5.558
2021-10-11,5.558
2021-10-12,5.53
2021-10-13,5.53
2021-10-14,5.507
2021-10-15,5.507
2021-10-16,5.507
2021-10-17,5.507
2021-10-18,5.507
2021-10-19,5.507
2021-10-20,5.507
2021-10-21,5.507
2021-10-22,5.507
2021-10-23,5.507
2021-10-24,5.507
2021-10-25,5.507
2021-10-26,5.507
2021-10-27,5.507
2021-10-28,5.507
2021-10-29,5.507
2021-10-30,5.507
2021-10-31,5.507
2021-11-01,5.507
2021-11-02,5.507
2021-11-03,5.507
2021-11-04,5.507
2021-11-05,5.507
2021-11-06,5.507
2021-11-07,5.507
2021-11-08,5.507
2021-11-09,5.507
2021-11-10,5.507
2021-11-11,5.507
2021-11-12,5.507
2021-11-13,5.507
2021-11-14,5.507
2021-11-15,5.507
2021-11-16,5.507
2021-11-17,5.507
2021-11-18,5.507
2021-11-19,5.507
2021-11-20,5.507
2021-11-21,5.507
2021-11-22,5.507
2021-11-23,5.507
2021-11-24,5.507
2021-11-25,5.507
2021-11-26,5.507
2021-11-27,5.507
2021-11-28,5.507
2021-11-29,5.507
2021-11-30,5.507
2021-12-01,5.506
2021-12-02,5.506
2021-12-03,5.506
2021-12-04,5.506
2021-12-05,5.506
2021-12-06,5.507
2021-12-07,5.507
2021-12-08,5.507
2021-12-09,5.507
2021-12-10,5.507
2021-12-11,5.507
2021-12-12,5.507
2021-12-13,5.507
2021-12-14,5.507
2021-12-15,5.508
2021-12-16,5.508
2021-12-17,5.518
2021-12-18,5.518
2021-12-19,5.518
2021-12-20,5.606
2021-12-21,5.619
2021-12-22,5.626
2021-12-23,5.626
2021-12-24,5.626
2021-12-25,5.626
2021-12-26,5.626
2021-12-27,5.622
2021-12-28,5.622
2021-12-29,5.622
2021-12-30,5.622
2021-12-31,5.622
2022-01-01,5.622
2022-01-02,5.622
2022-01-03,5.622
2022-01-04,5.622
2022-01-05,5.626
2022-01-06,5.626
2022-01-07,5.612
2022-01-08,5.612
2022-01-09,5.611
2022-01-10,5.611
2022-01-11,5.611
2022-01-12,5.611
2022-01-13,5.611
2022-01-14,5.626
2022-01-15,5.626
2022-01-16,5.626
2022-01-17,5.627
2022-01-18,5.61
2022-01-19,5.61
2022-01-20,5.61
2022-01-21,5.61
2022-01-22,5.61
2022-01-23,5.61
2022-01-24,5.61
2022-01-25,5.61
2022-01-26,5.61
2022-01-27,5.61
2022-01-28,5.61
2022-01-29,5.61
2022-01-30,5.61
2022-01-31,5.61
2022-02-01,5.61
2022-02-02,5.61
2022-02-03,5.61
2022-02-04,5.61
2022-02-05,5.61
2022-02-06,5.61
2022-02-07,5.61
2022-02-08,5.61
2022-02-09,5.61
2022-02-10,5.61
2022-02-11,5.61
2022-02-12,5.61
2022-02-13,5.61
2022-02-14,5.61
2022-02-15,5.61
2022-02-16,5.61
2022-02-17,5.61
2022-02-18,5.61
2022-02-19,5.61
2022-02-20,5.61
2022-02-21,5.61
2022-02-22,5.61
2022-02-23,5.61
2022-02-24,5.61
2022-02-25,5.61
2022-02-26,5.61
2022-02-27,5.61
2022-02-28,5.61
2022-03-01,5.61
2022-03-02,5.605
2022-03-03,5.605
2022-03-04,5.605
2022-03-05,5.605
2022-03-06,5.605
2022-03-07,5.594
2022-03-08,5.564
2022-03-09,5.564
2022-03-10,5.564
2022-03-11,5.541
2022-03-12,5.541
2022-03-13,5.541
2022-03-14,5.525
2022-03-15,5.519
2022-03-16,5.453
2022-03-17,5.424
2022-03-18,5.424
2022-03-19,5.424
2022-03-20,5.424
2022-03-21,5.415
2022-03-22,5.418
2022-03-23,5.408
2022-03-24,5.408
2022-03-25,5.423
2022-03-26,5.423
2022-03-27,5.423
2022-03-28,5.423
2022-03-29,5.423
2022-03-30,5.423
2022-03-31,5.423
2022-04-01,5.423
2022-04-02,5.423
2022-04-03,5.423
2022-04-04,5.423
2022-04-05,5.423
2022-04-06,5.449
2022-04-07,5.449
2022-04-08,5.449
2022-04-09,5.449
2022-04-10,5.449
2022-04-11,5.441
2022-04-12,5.441
2022-04-13,5.441
2022-04-14,5.441
2022-04-15,5.441
2022-04-16,5.441
2022-04-17,5.441
2022-04-18,5.441
2022-04-19,5.44
2022-04-20,5.44
2022-04-21,5.44
2022-04-22,5.44
2022-04-23,5.44
2022-04-24,5.44
2022-04-25,5.44
2022-04-26,5.44
2022-04-27,5.44
2022-04-28,5.44
2022-04-29,5.44
2022-04-30,5.44
2022-05-01,5.44
2022-05-02,5.44
2022-05-03,5.44
2022-05-04,5.439
2022-05-05,5.439
2022-05-06,5.439
2022-05-07,5.439
2022-05-08,5.439
2022-05-09,5.437
2022-05-10,5.437
2022-05-11,5.456
2022-05-12,5.436
2022-05-13,5.436
2022-05-14,5.436
2022-05-15,5.436
2022-05-16,5.421
2022-05-17,5.418
2022-05-18,5.418
2022-05-19,5.418
2022-05-20,5.418
2022-05-21,5.418
2022-05-22,5.418
2022-05-23,5.417
2022-05-24,5.417
2022-05-25,5.417
2022-05-26,5.417
2022-05-27,5.417
2022-05-28,5.417
2022-05-29,5.417
2022-05-30,5.417
2022-05-31,5.417
2022-06-01,5.407
2022-06-02,5.407
2022-06-03,5.387
2022-06-04,5.387
2022-06-05,5.387
2022-06-06,5.387
2022-06-07,5.387
2022-06-08,5.387
2022-06-09,5.387
2022-06-10,5.387
2022-06-11,5.387
2022-06-12,5.353
2022-06-13,5.353
2022-06-14,5.324
2022-06-15,5.318
2022-06-16,5.318
2022-06-17,5.318
2022-06-18,5.318
2022-06-19,5.318
2022-06-20,5.309
2022-06-21,5.287
2022-06-22,5.287
2022-06-23,5.229
2022-06-24,5.222
2022-06-25,5.222
2022-06-26,5.222
2022-06-27,5.041
2022-06-28,4.725
2022-06-29,4.771
2022-06-30,4.76
2022-07-01,4.76
2022-07-02,4.76
2022-07-03,4.76
2022-07-04,4.76
2022-07-05,4.76
2022-07-06,4.76
2022-07-07,4.761
2022-07-08,4.761
2022-07-09,4.761
2022-07-10,4.761
2022-07-11,4.761
2022-07-12,4.761
2022-07-13,4.745
2022-07-14,4.744
2022-07-15,4.74
2022-07-16,4.74
2022-07-17,4.74
2022-07-18,4.74
2022-07-19,4.74
2022-07-20,4.721
2022-07-21,4.721
2022-07-22,4.721
2022-07-23,4.721
2022-07-24,4.712
2022-07-25,4.701
2022-07-26,4.699
2022-07-27,4.699
2022-07-28,4.699
2022-07-29,4.612
2022-07-30,4.612
2022-07-31,4.612
2022-08-01,4.612
2022-08-02,4.612
2022-08-03,4.612
2022-08-04,4.612
2022-08-05,4.61
2022-08-06,4.61
2022-08-07,4.61
2022-08-08,4.589
2022-08-09,4.589
2022-08-10,4.589
2022-08-11,4.589
2022-08-12,4.589
2022-08-13,4.589
2022-08-14,4.589
2022-08-15,4.589
2022-08-16,4.589
2022-08-17,4.589
2022-08-18,4.589
2022-08-19,4.589
2022-08-20,4.589
2022-08-21,4.589
2022-08-22,4.589
2022-08-23,4.589
2022-08-24,4.589
2022-08-25,4.589
2022-08-26,4.589
2022-08-27,4.589
2022-08-28,4.589
2022-08-29,4.589
2022-08-30,4.595
2022-08-31,4.585
2022-09-01,4.585
2022-09-02,4.585
2022-09-03,4.585
2022-09-04,4.585
2022-09-05,4.585
2022-09-06,4.585
2022-09-07,4.585
2022-09-08,4.577
2022-09-09,4.577
2022-09-10,4.577
2022-09-11,4.567
2022-09-12,4.567
2022-09-13,4.567
2022-09-14,4.56
2022-09-15,4.56
2022-09-16,4.56
2022-09-17,4.56
2022-09-18,4.56
2022-09-19,4.557
2022-09-20,4.528
2022-09-21,4.508
2022-09-22,4.506
2022-09-23,4.465
2022-09-24,4.465
2022-09-25,4.465
2022-09-26,4.461
2022-09-27,4.452
2022-09-28,4.452
2022-09-29,4.286
2022-09-30,4.063
2022-10-01,4.033
2022-10-02,4.033
2022-10-03,3.975
2022-10-04,3.975
2022-10-05,3.961
2022-10-06,3.926
2022-10-07,3.926
2022-10-08,3.926
2022-10-09,3.926
2022-10-10,3.926
2022-10-11,3.904
2022-10-12,3.888
2022-10-13,3.886
2022-10-14,3.886
2022-10-15,3.886
2022-10-16,3.886
2022-10-17,3.886
2022-10-18,3.886
2022-10-19,3.872
2022-10-20,3.855
2022-10-21,3.855
2022-10-22,3.855
2022-10-23,3.855
2022-10-24,3.855
2022-10-25,3.855
2022-10-26,3.855
2022-10-27,3.832
2022-10-28,3.832
2022-10-29,3.832
2022-10-30,3.832
2022-10-31,3.825
2022-11-01,3.825
2022-11-02,3.825
2022-11-03,3.825
2022-11-04,3.825
2022-11-05,3.825
2022-11-06,3.825
2022-11-07,3.825
2022-11-08,3.825
2022-11-09,3.825
2022-11-10,3.825
2022-11-11,3.825
2022-11-12,3.825
2022-11-13,3.825
2022-11-14,3.825
2022-11-15,3.825
2022-11-16,3.825
2022-11-17,3.825
2022-11-18,3.825
2022-11-19,3.825
2022-11-20,3.825
2022-11-21,3.825
2022-11-22,3.825
2022-11-23,3.825
2022-11-24,3.825
2022-11-25,3.825
2022-11-26,3.825
2022-11-27,3.825
2022-11-28,3.825
2022-11-29,3.825
2022-11-30,3.825
2022-12-01,3.825
2022-12-02,3.825
2022-12-03,3.825
2022-12-04,3.825
2022-12-05,3.825
2022-12-06,3.825
2022-12-07,3.821
2022-12-08,3.821
2022-12-09,3.821
2022-12-10,3.821
2022-12-11,3.826
2022-12-12,3.833
2022-12-13,3.836
2022-12-14,3.841
2022-12-15,3.847
2022-12-16,3.844
2022-12-17,3.844
2022-12-18,3.844
2022-12-19,3.844
2022-12-20,3.889
2022-12-21,3.96
2022-12-22,3.96
2022-12-23,3.96
2022-12-24,3.96
2022-12-25,3.96
2022-12-26,3.96
2022-12-27,3.96
2022-12-28,3.96
2022-12-29,3.96
2022-12-30,3.96
2022-12-31,3.96
2023-01-01,3.96
2023-01-02,3.96
2023-01-03,3.941
2023-01-04,3.931
2023-01-05,3.931
2023-01-06,3.938
2023-01-07,3.938
2023-01-08,3.938
2023-01-09,3.938
2023-01-10,3.94
2023-01-11,3.953
2023-01-12,3.953
2023-01-13,3.953
2023-01-14,3.953
2023-01-15,3.953
2023-01-16,3.971
2023-01-17,3.971
2023-01-18,3.971
2023-01-19,3.971
2023-01-20,3.971
2023-01-21,3.971
2023-01-22,3.971
2023-01-23,3.971
2023-01-24,3.971
2023-01-25,3.951
2023-01-26,3.956
2023-01-27,3.956
2023-01-28,3.956
2023-01-29,3.964
2023-01-30,3.964
2023-01-31,3.948
2023-02-01,3.948
2023-02-02,3.948
2023-02-03,3.948
2023-02-04,3.948
2023-02-05,3.948
2023-02-06,3.948
2023-02-07,3.948
2023-02-08,3.948
2023-02-09,3.948
2023-02-10,3.948
2023-02-11,3.948
2023-02-12,3.948
2023-02-13,3.948
2023-02-14,3.948
2023-02-15,3.948
2023-02-16,3.948
2023-02-17,3.948
2023-02-18,3.948
2023-02-19,3.948
2023-02-20,3.948
2023-02-21,3.948
2023-02-22,3.948
2023-02-23,3.948
2023-02-24,3.948
2023-02-25,3.948
2023-02-26,3.948
2023-02-27,3.948
2023-02-28,3.948
2023-03-01,3.948
2023-03-02,3.948
2023-03-03,3.948
2023-03-04,3.948
2023-03-05,3.948
2023-03-06,3.948
2023-03-07,3.948
2023-03-08,3.948
2023-03-09,3.948
2023-03-10,3.95
2023-03-11,3.95
2023-03-12,3.949
2023-03-13,3.953
2023-03-14,3.955
2023-03-15,3.958
2023-03-16,3.951
2023-03-17,3.949
2023-03-18,3.949
2023-03-19,3.949
2023-03-20,3.949
2023-03-21,3.961
2023-03-22,3.997
2023-03-23,4.001
2023-03-24,4.001
2023-03-25,4.001
2023-03-26,4.001
2023-03-27,4.0
2023-03-28,4.0
2023-03-29,4.0
2023-03-30,4.003
2023-03-31,3.993
2023-04-01,3.993
2023-04-02,3.993
2023-04-03,3.993
2023-04-04,3.996
2023-04-05,3.996
2023-04-06,4.028
2023-04-07,4.028
2023-04-08,4.028
2023-04-09,4.028
2023-04-10,4.028
2023-04-11,4.028
2023-04-12,4.028
2023-04-13,4.028
2023-04-14,4.028
2023-04-15,4.028
2023-04-16,4.028
2023-04-17,4.021
2023-04-18,4.021
2023-04-19,4.021
2023-04-20,4.021
2023-04-21,4.021
2023-04-22,4.021
2023-04-23,4.021
2023-04-24,4.021
2023-04-25,4.021
2023-04-26,4.021
2023-04-27,4.021
2023-04-28,4.021
2023-04-29,4.021
2023-04-30,4.021
2023-05-01,4.021
2023-05-02,4.021
2023-05-03,4.021
2023-05-04,4.021
2023-05-05,4.021
2023-05-06,4.021
2023-05-07,4.021
2023-05-08,4.021
2023-05-09,4.021
2023-05-10,4.021
2023-05-11,4.021
2023-05-12,4.017
2023-05-13,4.017
2023-05-14,4.017
2023-05-15,4.017
2023-05-16,4.015
2023-05-17,4.015
2023-05-18,4.01
2023-05-19,4.005
2023-05-20,4.005
2023-05-21,3.998
2023-05-22,3.998
2023-05-23,3.998
2023-05-24,3.998
2023-05-25,3.998
2023-05-26,3.998
2023-05-27,3.998
2023-05-28,3.998
2023-05-29,3.998
2023-05-30,3.998
2023-05-31,3.998
2023-06-01,3.998
2023-06-02,3.998
2023-06-03,3.998
2023-06-04,3.989
2023-06-05,3.989
2023-06-06,3.989
2023-06-07,3.989
2023-06-08,3.978
2023-06-09,3.978
2023-06-10,3.978
2023-06-11,3.978
2023-06-12,3.978
2023-06-13,3.971
2023-06-14,3.971
2023-06-15,3.965
2023-06-16,3.965
2023-06-17,3.965
2023-06-18,3.965
2023-06-19,3.96
2023-06-20,3.934
2023-06-21,3.922
2023-06-22,3.915
2023-06-23,3.904
