,VNOM US Equity
2020-06-13,1.68
2020-06-14,1.68
2020-06-15,1.68
2020-06-16,1.68
2020-06-17,1.68
2020-06-18,1.68
2020-06-19,1.68
2020-06-20,1.68
2020-06-21,1.68
2020-06-22,1.68
2020-06-23,1.68
2020-06-24,1.68
2020-06-25,1.68
2020-06-26,1.68
2020-06-27,1.68
2020-06-28,1.68
2020-06-29,1.68
2020-06-30,1.68
2020-07-01,1.68
2020-07-02,1.68
2020-07-03,1.68
2020-07-04,1.68
2020-07-05,1.68
2020-07-06,1.68
2020-07-07,1.68
2020-07-08,1.68
2020-07-09,1.68
2020-07-10,1.68
2020-07-11,1.68
2020-07-12,1.68
2020-07-13,1.68
2020-07-14,0.77
2020-07-15,0.77
2020-07-16,0.77
2020-07-17,0.77
2020-07-18,0.77
2020-07-19,0.77
2020-07-20,0.77
2020-07-21,0.77
2020-07-22,0.72
2020-07-23,0.72
2020-07-24,0.72
2020-07-25,0.72
2020-07-26,0.72
2020-07-27,0.72
2020-07-28,0.72
2020-07-29,0.72
2020-07-30,0.72
2020-07-31,0.72
2020-08-01,0.72
2020-08-02,0.72
2020-08-03,0.72
2020-08-04,0.72
2020-08-05,0.72
2020-08-06,0.72
2020-08-07,0.72
2020-08-08,0.72
2020-08-09,0.72
2020-08-10,0.72
2020-08-11,0.72
2020-08-12,0.72
2020-08-13,0.72
2020-08-14,0.72
2020-08-15,0.72
2020-08-16,0.72
2020-08-17,0.72
2020-08-18,0.72
2020-08-19,0.72
2020-08-20,0.72
2020-08-21,0.72
2020-08-22,0.72
2020-08-23,0.72
2020-08-24,0.72
2020-08-25,0.72
2020-08-26,0.72
2020-08-27,0.72
2020-08-28,0.77
2020-08-29,0.77
2020-08-30,0.77
2020-08-31,0.77
2020-09-01,0.77
2020-09-02,0.77
2020-09-03,0.77
2020-09-04,0.77
2020-09-05,0.77
2020-09-06,0.77
2020-09-07,0.77
2020-09-08,0.77
2020-09-09,0.77
2020-09-10,0.77
2020-09-11,0.77
2020-09-12,0.77
2020-09-13,0.77
2020-09-14,0.77
2020-09-15,0.77
2020-09-16,0.77
2020-09-17,0.77
2020-09-18,0.77
2020-09-19,0.77
2020-09-20,0.77
2020-09-21,0.77
2020-09-22,0.77
2020-09-23,0.77
2020-09-24,0.77
2020-09-25,0.77
2020-09-26,0.77
2020-09-27,0.77
2020-09-28,0.77
2020-09-29,0.77
2020-09-30,0.77
2020-10-01,0.77
2020-10-02,0.77
2020-10-03,0.77
2020-10-04,0.77
2020-10-05,0.77
2020-10-06,0.77
2020-10-07,0.77
2020-10-08,0.77
2020-10-09,0.77
2020-10-10,0.77
2020-10-11,0.77
2020-10-12,0.77
2020-10-13,0.77
2020-10-14,0.77
2020-10-15,0.77
2020-10-16,0.77
2020-10-17,0.77
2020-10-18,0.77
2020-10-19,0.77
2020-10-20,1.14
2020-10-21,1.14
2020-10-22,1.14
2020-10-23,1.14
2020-10-24,1.14
2020-10-25,1.14
2020-10-26,1.14
2020-10-27,1.14
2020-10-28,1.14
2020-10-29,1.14
2020-10-30,1.14
2020-10-31,1.145
2020-11-01,1.145
2020-11-02,1.145
2020-11-03,1.135
2020-11-04,1.135
2020-11-05,1.135
2020-11-06,1.135
2020-11-07,1.135
2020-11-08,1.135
2020-11-09,1.135
2020-11-10,1.18
2020-11-11,1.18
2020-11-12,1.18
2020-11-13,0.753
2020-11-14,0.753
2020-11-15,0.753
2020-11-16,0.757
2020-11-17,0.757
2020-11-18,0.757
2020-11-19,0.757
2020-11-20,0.757
2020-11-21,0.757
2020-11-22,0.757
2020-11-23,0.757
2020-11-24,0.757
2020-11-25,0.757
2020-11-26,0.757
2020-11-27,0.757
2020-11-28,0.757
2020-11-29,0.757
2020-11-30,0.757
2020-12-01,0.757
2020-12-02,0.757
2020-12-03,0.757
2020-12-04,0.757
2020-12-05,0.757
2020-12-06,0.757
2020-12-07,0.757
2020-12-08,0.544
2020-12-09,0.544
2020-12-10,0.544
2020-12-11,0.544
2020-12-12,0.544
2020-12-13,0.544
2020-12-14,0.544
2020-12-15,0.544
2020-12-16,0.544
2020-12-17,0.544
2020-12-18,0.544
2020-12-19,0.544
2020-12-20,0.544
2020-12-21,0.544
2020-12-22,0.544
2020-12-23,0.544
2020-12-24,0.544
2020-12-25,0.544
2020-12-26,0.544
2020-12-27,0.544
2020-12-28,0.544
2020-12-29,0.544
2020-12-30,0.544
2020-12-31,0.544
2021-01-01,0.544
2021-01-02,0.544
2021-01-03,0.546
2021-01-04,0.546
2021-01-05,0.546
2021-01-06,0.546
2021-01-07,0.546
2021-01-08,0.546
2021-01-09,0.546
2021-01-10,0.546
2021-01-11,0.546
2021-01-12,0.543
2021-01-13,0.543
2021-01-14,0.543
2021-01-15,0.543
2021-01-16,0.543
2021-01-17,0.543
2021-01-18,0.543
2021-01-19,0.528
2021-01-20,0.528
2021-01-21,0.528
2021-01-22,0.44
2021-01-23,0.44
2021-01-24,0.44
2021-01-25,0.44
2021-01-26,0.72
2021-01-27,0.72
2021-01-28,0.72
2021-01-29,0.72
2021-01-30,0.72
2021-01-31,0.72
2021-02-01,0.72
2021-02-02,0.72
2021-02-03,0.72
2021-02-04,0.72
2021-02-05,0.72
2021-02-06,0.72
2021-02-07,0.72
2021-02-08,0.72
2021-02-09,0.72
2021-02-10,0.72
2021-02-11,0.72
2021-02-12,0.72
2021-02-13,0.72
2021-02-14,0.72
2021-02-15,0.72
2021-02-16,0.72
2021-02-17,0.72
2021-02-18,0.72
2021-02-19,0.72
2021-02-20,0.72
2021-02-21,0.72
2021-02-22,0.72
2021-02-23,0.427
2021-02-24,0.427
2021-02-25,0.427
2021-02-26,0.427
2021-02-27,0.427
2021-02-28,0.427
2021-03-01,0.427
2021-03-02,0.427
2021-03-03,0.51
2021-03-04,0.51
2021-03-05,0.51
2021-03-06,0.51
2021-03-07,0.51
2021-03-08,0.51
2021-03-09,0.51
2021-03-10,0.51
2021-03-11,0.51
2021-03-12,0.51
2021-03-13,0.51
2021-03-14,0.51
2021-03-15,0.51
2021-03-16,0.51
2021-03-17,0.51
2021-03-18,0.51
2021-03-19,0.51
2021-03-20,0.51
2021-03-21,0.51
2021-03-22,0.51
2021-03-23,0.51
2021-03-24,0.51
2021-03-25,0.51
2021-03-26,0.51
2021-03-27,0.51
2021-03-28,0.51
2021-03-29,0.51
2021-03-30,0.51
2021-03-31,0.51
2021-04-01,0.51
2021-04-02,0.25
2021-04-03,0.25
2021-04-04,0.25
2021-04-05,0.25
2021-04-06,0.25
2021-04-07,0.25
2021-04-08,0.25
2021-04-09,0.25
2021-04-10,0.25
2021-04-11,0.25
2021-04-12,0.253
2021-04-13,1.495
2021-04-14,3.567
2021-04-15,3.567
2021-04-16,3.567
2021-04-17,3.567
2021-04-18,3.567
2021-04-19,3.567
2021-04-20,3.567
2021-04-21,3.567
2021-04-22,3.603
2021-04-23,3.603
2021-04-24,3.603
2021-04-25,3.603
2021-04-26,3.603
2021-04-27,3.603
2021-04-28,3.603
2021-04-29,3.603
2021-04-30,3.603
2021-05-01,3.603
2021-05-02,3.603
2021-05-03,3.603
2021-05-04,3.6
2021-05-05,4.27
2021-05-06,4.27
2021-05-07,4.27
2021-05-08,4.27
2021-05-09,4.27
2021-05-10,4.27
2021-05-11,4.27
2021-05-12,4.27
2021-05-13,4.27
2021-05-14,4.27
2021-05-15,4.27
2021-05-16,4.27
2021-05-17,3.18
2021-05-18,3.443
2021-05-19,3.443
2021-05-20,3.443
2021-05-21,3.443
2021-05-22,3.443
2021-05-23,3.443
2021-05-24,3.443
2021-05-25,3.443
2021-05-26,3.443
2021-05-27,3.443
2021-05-28,3.443
2021-05-29,3.443
2021-05-30,3.443
2021-05-31,3.443
2021-06-01,3.443
2021-06-02,3.443
2021-06-03,3.443
2021-06-04,3.443
2021-06-05,3.443
2021-06-06,3.443
2021-06-07,3.443
2021-06-08,3.443
2021-06-09,3.443
2021-06-10,3.443
2021-06-11,3.443
2021-06-12,3.443
2021-06-13,3.443
2021-06-14,3.443
2021-06-15,3.443
2021-06-16,3.443
2021-06-17,3.443
2021-06-18,3.443
2021-06-19,3.443
2021-06-20,3.443
2021-06-21,0.417
2021-06-22,0.417
2021-06-23,0.417
2021-06-24,0.417
2021-06-25,0.417
2021-06-26,0.417
2021-06-27,0.417
2021-06-28,0.417
2021-06-29,0.407
2021-06-30,0.407
2021-07-01,0.407
2021-07-02,0.407
2021-07-03,0.407
2021-07-04,0.407
2021-07-05,0.407
2021-07-06,0.663
2021-07-07,0.663
2021-07-08,0.663
2021-07-09,0.663
2021-07-10,0.663
2021-07-11,0.663
2021-07-12,0.663
2021-07-13,0.663
2021-07-14,0.663
2021-07-15,0.663
2021-07-16,0.663
2021-07-17,0.663
2021-07-18,0.703
2021-07-19,0.703
2021-07-20,0.703
2021-07-21,0.703
2021-07-22,0.703
2021-07-23,0.703
2021-07-24,0.703
2021-07-25,0.703
2021-07-26,0.73
2021-07-27,0.73
2021-07-28,0.73
2021-07-29,0.73
2021-07-30,0.73
2021-07-31,0.73
2021-08-01,0.73
2021-08-02,0.73
2021-08-03,0.733
2021-08-04,0.733
2021-08-05,0.733
2021-08-06,0.733
2021-08-07,0.733
2021-08-08,0.733
2021-08-09,0.897
2021-08-10,0.897
2021-08-11,0.897
2021-08-12,0.805
2021-08-13,0.805
2021-08-14,0.805
2021-08-15,0.805
2021-08-16,0.805
2021-08-17,0.805
2021-08-18,0.805
2021-08-19,0.805
2021-08-20,0.805
2021-08-21,0.805
2021-08-22,0.805
2021-08-23,0.805
2021-08-24,0.805
2021-08-25,0.805
2021-08-26,0.805
2021-08-27,0.805
2021-08-28,0.805
2021-08-29,0.805
2021-08-30,0.805
2021-08-31,0.805
2021-09-01,0.795
2021-09-02,0.795
2021-09-03,0.795
2021-09-04,0.795
2021-09-05,0.795
2021-09-06,0.795
2021-09-07,0.795
2021-09-08,0.795
2021-09-09,0.795
2021-09-10,0.795
2021-09-11,0.795
2021-09-12,0.795
2021-09-13,0.795
2021-09-14,0.795
2021-09-15,0.795
2021-09-16,0.795
2021-09-17,0.795
2021-09-18,0.795
2021-09-19,0.795
2021-09-20,0.795
2021-09-21,0.795
2021-09-22,0.795
2021-09-23,0.795
2021-09-24,0.81
2021-09-25,0.81
2021-09-26,0.81
2021-09-27,0.81
2021-09-28,0.81
2021-09-29,0.81
2021-09-30,0.81
2021-10-01,0.81
2021-10-02,0.81
2021-10-03,0.81
2021-10-04,0.81
2021-10-05,0.81
2021-10-06,0.81
2021-10-07,0.81
2021-10-08,0.81
2021-10-09,0.81
2021-10-10,0.81
2021-10-11,0.81
2021-10-12,0.81
2021-10-13,0.81
2021-10-14,0.81
2021-10-15,0.81
2021-10-16,0.81
2021-10-17,0.81
2021-10-18,0.81
2021-10-19,0.81
2021-10-20,1.06
2021-10-21,1.06
2021-10-22,1.06
2021-10-23,1.06
2021-10-24,1.06
2021-10-25,1.06
2021-10-26,1.06
2021-10-27,1.06
2021-10-28,1.06
2021-10-29,1.06
2021-10-30,1.06
2021-10-31,1.06
2021-11-01,1.06
2021-11-02,1.05
2021-11-03,1.05
2021-11-04,1.05
2021-11-05,1.05
2021-11-06,1.05
2021-11-07,1.05
2021-11-08,1.05
2021-11-09,1.05
2021-11-10,1.05
2021-11-11,1.05
2021-11-12,1.05
2021-11-13,1.05
2021-11-14,1.05
2021-11-15,1.05
2021-11-16,1.05
2021-11-17,1.05
2021-11-18,1.05
2021-11-19,1.05
2021-11-20,1.05
2021-11-21,1.05
2021-11-22,1.05
2021-11-23,1.05
2021-11-24,1.05
2021-11-25,1.05
2021-11-26,1.05
2021-11-27,1.05
2021-11-28,1.05
2021-11-29,1.05
2021-11-30,1.05
2021-12-01,1.05
2021-12-02,1.05
2021-12-03,1.05
2021-12-04,1.05
2021-12-05,1.05
2021-12-06,1.05
2021-12-07,2.605
2021-12-08,2.605
2021-12-09,2.605
2021-12-10,2.605
2021-12-11,2.605
2021-12-12,2.605
2021-12-13,2.605
2021-12-14,2.605
2021-12-15,2.58
2021-12-16,2.58
2021-12-17,2.58
2021-12-18,2.58
2021-12-19,2.58
2021-12-20,2.58
2021-12-21,2.54
2021-12-22,2.54
2021-12-23,2.54
2021-12-24,2.54
2021-12-25,2.54
2021-12-26,2.54
2021-12-27,2.54
2021-12-28,2.54
2021-12-29,2.54
2021-12-30,2.54
2021-12-31,2.54
2022-01-01,2.54
2022-01-02,2.54
2022-01-03,2.54
2022-01-04,2.715
2022-01-05,2.715
2022-01-06,2.715
2022-01-07,2.715
2022-01-08,2.715
2022-01-09,1.98
2022-01-10,1.98
2022-01-11,1.98
2022-01-12,1.98
2022-01-13,1.98
2022-01-14,1.98
2022-01-15,1.98
2022-01-16,1.98
2022-01-17,1.98
2022-01-18,2.093
2022-01-19,2.093
2022-01-20,2.15
2022-01-21,2.15
2022-01-22,2.15
2022-01-23,2.35
2022-01-24,2.35
2022-01-25,2.35
2022-01-26,2.35
2022-01-27,2.35
2022-01-28,2.35
2022-01-29,2.35
2022-01-30,2.35
2022-01-31,2.35
2022-02-01,2.397
2022-02-02,2.397
2022-02-03,2.397
2022-02-04,2.397
2022-02-05,2.397
2022-02-06,2.397
2022-02-07,2.397
2022-02-08,2.443
2022-02-09,2.443
2022-02-10,2.443
2022-02-11,2.443
2022-02-12,2.443
2022-02-13,2.443
2022-02-14,2.443
2022-02-15,2.443
2022-02-16,2.463
2022-02-17,2.463
2022-02-18,2.463
2022-02-19,2.463
2022-02-20,2.463
2022-02-21,2.463
2022-02-22,2.463
2022-02-23,2.47
2022-02-24,2.68
2022-02-25,2.68
2022-02-26,2.68
2022-02-27,2.68
2022-02-28,2.68
2022-03-01,2.68
2022-03-02,2.418
2022-03-03,2.418
2022-03-04,2.418
2022-03-05,2.484
2022-03-06,2.484
2022-03-07,2.484
2022-03-08,2.484
2022-03-09,2.52
2022-03-10,2.52
2022-03-11,2.52
2022-03-12,2.52
2022-03-13,2.597
2022-03-14,2.68
2022-03-15,2.68
2022-03-16,2.68
2022-03-17,2.68
2022-03-18,2.68
2022-03-19,2.68
2022-03-20,2.68
2022-03-21,2.68
2022-03-22,2.68
2022-03-23,2.797
2022-03-24,2.797
2022-03-25,3.082
2022-03-26,3.082
2022-03-27,3.082
2022-03-28,3.082
2022-03-29,3.018
2022-03-30,3.018
2022-03-31,3.018
2022-04-01,3.018
2022-04-02,3.018
2022-04-03,3.018
2022-04-04,3.018
2022-04-05,3.11
2022-04-06,3.336
2022-04-07,3.67
2022-04-08,3.67
2022-04-09,3.682
2022-04-10,3.682
2022-04-11,3.283
2022-04-12,3.283
2022-04-13,3.283
2022-04-14,3.283
2022-04-15,3.283
2022-04-16,3.283
2022-04-17,3.283
2022-04-18,3.463
2022-04-19,3.463
2022-04-20,3.127
2022-04-21,2.997
2022-04-22,2.81
2022-04-23,2.81
2022-04-24,2.81
2022-04-25,2.809
2022-04-26,2.806
2022-04-27,2.806
2022-04-28,2.806
2022-04-29,2.806
2022-04-30,2.806
2022-05-01,2.806
2022-05-02,2.806
2022-05-03,2.809
2022-05-04,2.826
2022-05-05,2.826
2022-05-06,2.826
2022-05-07,2.826
2022-05-08,2.826
2022-05-09,2.826
2022-05-10,2.826
2022-05-11,2.826
2022-05-12,2.826
2022-05-13,2.826
2022-05-14,2.826
2022-05-15,2.826
2022-05-16,2.826
2022-05-17,2.826
2022-05-18,2.769
2022-05-19,2.766
2022-05-20,2.766
2022-05-21,2.766
2022-05-22,2.766
2022-05-23,2.724
2022-05-24,2.724
2022-05-25,2.724
2022-05-26,2.724
2022-05-27,2.724
2022-05-28,2.724
2022-05-29,2.724
2022-05-30,2.724
2022-05-31,2.724
2022-06-01,2.724
2022-06-02,3.087
2022-06-03,3.118
2022-06-04,3.118
2022-06-05,3.118
2022-06-06,3.118
2022-06-07,3.118
2022-06-08,3.118
2022-06-09,3.118
2022-06-10,3.118
2022-06-11,3.118
2022-06-12,3.118
2022-06-13,3.263
2022-06-14,3.263
2022-06-15,3.263
2022-06-16,3.263
2022-06-17,3.263
2022-06-18,3.263
2022-06-19,3.263
2022-06-20,3.263
2022-06-21,3.263
2022-06-22,3.263
2022-06-23,3.068
2022-06-24,3.068
2022-06-25,3.068
2022-06-26,3.068
2022-06-27,3.068
2022-06-28,3.068
2022-06-29,3.068
2022-06-30,3.068
2022-07-01,3.068
2022-07-02,3.068
2022-07-03,3.068
2022-07-04,3.068
2022-07-05,3.068
2022-07-06,2.963
2022-07-07,2.963
2022-07-08,2.963
2022-07-09,2.963
2022-07-10,2.963
2022-07-11,2.963
2022-07-12,2.963
2022-07-13,2.963
2022-07-14,2.963
2022-07-15,2.623
2022-07-16,2.623
2022-07-17,2.623
2022-07-18,2.623
2022-07-19,2.693
2022-07-20,2.693
2022-07-21,2.693
2022-07-22,2.698
2022-07-23,2.698
2022-07-24,2.698
2022-07-25,2.698
2022-07-26,2.698
2022-07-27,2.698
2022-07-28,2.698
2022-07-29,2.698
2022-07-30,2.698
2022-07-31,2.698
2022-08-01,2.698
2022-08-02,2.7
2022-08-03,2.67
2022-08-04,2.67
2022-08-05,2.67
2022-08-06,2.67
2022-08-07,2.67
2022-08-08,2.67
2022-08-09,2.67
2022-08-10,2.67
2022-08-11,2.67
2022-08-12,2.856
2022-08-13,2.856
2022-08-14,2.856
2022-08-15,2.856
2022-08-16,2.902
2022-08-17,2.902
2022-08-18,2.902
2022-08-19,2.902
2022-08-20,2.902
2022-08-21,2.902
2022-08-22,2.902
2022-08-23,2.902
2022-08-24,2.902
2022-08-25,2.902
2022-08-26,2.902
2022-08-27,2.902
2022-08-28,2.902
2022-08-29,2.902
2022-08-30,2.895
2022-08-31,2.895
2022-09-01,2.895
2022-09-02,2.895
2022-09-03,2.895
2022-09-04,2.895
2022-09-05,2.895
2022-09-06,2.895
2022-09-07,2.895
2022-09-08,2.895
2022-09-09,2.895
2022-09-10,2.895
2022-09-11,2.233
2022-09-12,2.233
2022-09-13,2.233
2022-09-14,2.233
2022-09-15,2.16
2022-09-16,2.16
2022-09-17,2.16
2022-09-18,2.16
2022-09-19,2.16
2022-09-20,2.16
2022-09-21,2.16
2022-09-22,2.16
2022-09-23,2.16
2022-09-24,2.16
2022-09-25,2.16
2022-09-26,1.988
2022-09-27,1.988
2022-09-28,1.988
2022-09-29,1.988
2022-09-30,1.988
2022-10-01,1.988
2022-10-02,1.988
2022-10-03,1.988
2022-10-04,1.988
2022-10-05,1.988
2022-10-06,1.988
2022-10-07,1.988
2022-10-08,1.988
2022-10-09,1.988
2022-10-10,1.988
2022-10-11,1.988
2022-10-12,1.988
2022-10-13,1.978
2022-10-14,1.978
2022-10-15,1.978
2022-10-16,1.978
2022-10-17,1.978
2022-10-18,2.098
2022-10-19,2.098
2022-10-20,2.098
2022-10-21,2.098
2022-10-22,2.098
2022-10-23,2.098
2022-10-24,2.098
2022-10-25,2.08
2022-10-26,2.08
2022-10-27,2.08
2022-10-28,2.08
2022-10-29,2.08
2022-10-30,2.08
2022-10-31,2.08
2022-11-01,2.08
2022-11-02,2.08
2022-11-03,2.08
2022-11-04,2.08
2022-11-05,2.08
2022-11-06,2.08
2022-11-07,2.08
2022-11-08,2.146
2022-11-09,2.164
2022-11-10,2.164
2022-11-11,2.164
2022-11-12,2.164
2022-11-13,2.164
2022-11-14,2.164
2022-11-15,2.164
2022-11-16,2.164
2022-11-17,2.164
2022-11-18,2.164
2022-11-19,2.17
2022-11-20,2.17
2022-11-21,2.17
2022-11-22,2.17
2022-11-23,2.17
2022-11-24,2.17
2022-11-25,2.17
2022-11-26,2.17
2022-11-27,2.17
2022-11-28,2.17
2022-11-29,2.17
2022-11-30,2.165
2022-12-01,2.548
2022-12-02,2.548
2022-12-03,2.548
2022-12-04,2.548
2022-12-05,2.56
2022-12-06,2.56
2022-12-07,2.56
2022-12-08,2.56
2022-12-09,2.56
2022-12-10,2.56
2022-12-11,2.56
2022-12-12,2.56
2022-12-13,2.56
2022-12-14,2.56
2022-12-15,2.56
2022-12-16,2.56
2022-12-17,2.56
2022-12-18,2.771
2022-12-19,2.771
2022-12-20,2.771
2022-12-21,2.771
2022-12-22,2.771
2022-12-23,2.771
2022-12-24,2.771
2022-12-25,2.771
2022-12-26,2.771
2022-12-27,2.771
2022-12-28,2.771
2022-12-29,2.771
2022-12-30,2.771
2022-12-31,2.771
2023-01-01,2.771
2023-01-02,2.771
2023-01-03,2.771
2023-01-04,2.771
2023-01-05,2.771
2023-01-06,2.771
2023-01-07,2.771
2023-01-08,2.771
2023-01-09,2.564
2023-01-10,2.564
2023-01-11,2.564
2023-01-12,2.564
2023-01-13,2.564
2023-01-14,2.564
2023-01-15,2.564
2023-01-16,2.564
2023-01-17,2.439
2023-01-18,2.439
2023-01-19,2.301
2023-01-20,2.301
2023-01-21,2.301
2023-01-22,2.301
2023-01-23,2.283
2023-01-24,2.286
2023-01-25,2.286
2023-01-26,2.286
2023-01-27,2.286
2023-01-28,2.286
2023-01-29,2.277
2023-01-30,2.277
2023-01-31,2.195
2023-02-01,2.195
2023-02-02,2.205
2023-02-03,2.205
2023-02-04,2.205
2023-02-05,2.205
2023-02-06,2.205
2023-02-07,2.205
2023-02-08,2.205
2023-02-09,2.205
2023-02-10,2.205
2023-02-11,2.205
2023-02-12,2.205
2023-02-13,2.205
2023-02-14,2.265
2023-02-15,2.265
2023-02-16,2.265
2023-02-17,1.96
2023-02-18,1.96
2023-02-19,1.96
2023-02-20,1.855
2023-02-21,1.855
2023-02-22,1.842
2023-02-23,1.834
2023-02-24,1.834
2023-02-25,1.834
2023-02-26,1.814
2023-02-27,1.853
2023-02-28,1.853
2023-03-01,1.853
2023-03-02,1.853
2023-03-03,1.853
2023-03-04,1.853
2023-03-05,1.853
2023-03-06,1.847
2023-03-07,1.89
2023-03-08,1.89
2023-03-09,1.89
2023-03-10,1.89
2023-03-11,1.89
2023-03-12,1.89
2023-03-13,1.89
2023-03-14,1.89
2023-03-15,1.895
2023-03-16,1.895
2023-03-17,1.971
2023-03-18,1.971
2023-03-19,1.971
2023-03-20,1.971
2023-03-21,1.971
2023-03-22,1.971
2023-03-23,1.728
2023-03-24,1.728
2023-03-25,1.728
2023-03-26,1.728
2023-03-27,1.728
2023-03-28,1.728
2023-03-29,1.577
2023-03-30,1.499
2023-03-31,1.854
2023-04-01,1.854
2023-04-02,1.854
2023-04-03,1.854
2023-04-04,1.854
2023-04-05,1.798
2023-04-06,1.798
2023-04-07,1.798
2023-04-08,1.798
2023-04-09,1.798
2023-04-10,1.798
2023-04-11,1.814
2023-04-12,1.813
2023-04-13,1.813
2023-04-14,1.467
2023-04-15,1.467
2023-04-16,1.467
2023-04-17,1.467
2023-04-18,1.504
2023-04-19,1.63
2023-04-20,1.708
2023-04-21,1.623
2023-04-22,1.623
2023-04-23,1.623
2023-04-24,1.764
2023-04-25,1.764
2023-04-26,1.763
2023-04-27,1.765
2023-04-28,1.865
2023-04-29,1.865
2023-04-30,1.865
2023-05-01,1.865
2023-05-02,1.865
2023-05-03,1.87
2023-05-04,1.87
2023-05-05,1.87
2023-05-06,1.87
2023-05-07,1.87
2023-05-08,1.87
2023-05-09,1.87
2023-05-10,1.87
2023-05-11,1.87
2023-05-12,1.87
2023-05-13,1.87
2023-05-14,1.87
2023-05-15,1.843
2023-05-16,1.843
2023-05-17,1.835
2023-05-18,1.835
2023-05-19,1.835
2023-05-20,1.835
2023-05-21,1.872
2023-05-22,1.872
2023-05-23,1.872
2023-05-24,1.872
2023-05-25,1.872
2023-05-26,1.872
2023-05-27,1.872
2023-05-28,1.872
2023-05-29,1.872
2023-05-30,1.872
2023-05-31,1.872
2023-06-01,1.872
2023-06-02,1.872
2023-06-03,1.872
2023-06-04,1.872
2023-06-05,1.872
2023-06-06,1.77
2023-06-07,1.77
2023-06-08,1.77
2023-06-09,1.77
2023-06-10,1.77
2023-06-11,1.77
2023-06-12,1.673
2023-06-13,1.7
2023-06-14,1.7
2023-06-15,1.7
2023-06-16,1.7
2023-06-17,1.7
2023-06-18,1.7
2023-06-19,1.7
2023-06-20,1.7
2023-06-21,1.994
2023-06-22,1.994
2023-06-23,2.003
