,GWW US Equity
,BEST_EPS
2020-01-01,
2020-01-02,
2020-01-03,
2020-01-04,
2020-01-05,
2020-01-06,
2020-01-07,
2020-01-08,
2020-01-09,
2020-01-10,
2020-01-11,
2020-01-12,
2020-01-13,
2020-01-14,
2020-01-15,
2020-01-16,
2020-01-17,
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,
2020-01-22,
2020-01-23,
2020-01-24,
2020-01-25,
2020-01-26,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,25.46
2020-01-31,25.46
2020-02-01,25.46
2020-02-02,25.46
2020-02-03,25.255
2020-02-04,25.255
2020-02-05,25.255
2020-02-06,25.255
2020-02-07,25.255
2020-02-08,25.255
2020-02-09,25.255
2020-02-10,25.255
2020-02-11,25.255
2020-02-12,25.255
2020-02-13,25.255
2020-02-14,25.255
2020-02-15,25.255
2020-02-16,25.255
2020-02-17,25.255
2020-02-18,25.255
2020-02-19,25.255
2020-02-20,25.255
2020-02-21,25.255
2020-02-22,25.255
2020-02-23,25.255
2020-02-24,25.255
2020-02-25,25.255
2020-02-26,25.255
2020-02-27,25.255
2020-02-28,25.255
2020-02-29,25.255
2020-03-01,25.255
2020-03-02,25.255
2020-03-03,25.255
2020-03-04,25.255
2020-03-05,25.255
2020-03-06,25.255
2020-03-07,25.255
2020-03-08,25.255
2020-03-09,25.255
2020-03-10,25.255
2020-03-11,25.255
2020-03-12,25.255
2020-03-13,25.255
2020-03-14,25.255
2020-03-15,25.255
2020-03-16,24.49
2020-03-17,24.49
2020-03-18,24.49
2020-03-19,24.49
2020-03-20,24.49
2020-03-21,24.49
2020-03-22,24.49
2020-03-23,24.49
2020-03-24,24.49
2020-03-25,24.49
2020-03-26,24.49
2020-03-27,24.49
2020-03-28,24.49
2020-03-29,24.49
2020-03-30,24.49
2020-03-31,24.49
2020-04-01,24.49
2020-04-02,24.49
2020-04-03,24.49
2020-04-04,24.49
2020-04-05,24.49
2020-04-06,23.415
2020-04-07,23.415
2020-04-08,23.415
2020-04-09,23.415
2020-04-10,23.415
2020-04-11,23.415
2020-04-12,23.415
2020-04-13,23.415
2020-04-14,23.415
2020-04-15,23.415
2020-04-16,23.415
2020-04-17,23.415
2020-04-18,23.415
2020-04-19,23.415
2020-04-20,23.415
2020-04-21,23.415
2020-04-22,23.415
2020-04-23,22.745
2020-04-24,22.745
2020-04-25,22.673
2020-04-26,22.673
2020-04-27,22.873
2020-04-28,22.873
2020-04-29,22.873
2020-04-30,22.873
2020-05-01,22.873
2020-05-02,22.873
2020-05-03,22.873
2020-05-04,22.873
2020-05-05,22.873
2020-05-06,22.873
2020-05-07,22.873
2020-05-08,22.873
2020-05-09,22.873
2020-05-10,22.873
2020-05-11,22.873
2020-05-12,22.873
2020-05-13,22.873
2020-05-14,22.873
2020-05-15,22.873
2020-05-16,22.873
2020-05-17,22.873
2020-05-18,22.873
2020-05-19,22.873
2020-05-20,22.873
2020-05-21,22.873
2020-05-22,22.873
2020-05-23,22.873
2020-05-24,22.873
2020-05-25,22.873
2020-05-26,22.873
2020-05-27,22.873
2020-05-28,22.873
2020-05-29,22.873
2020-05-30,22.873
2020-05-31,22.873
2020-06-01,22.873
2020-06-02,22.873
2020-06-03,22.793
2020-06-04,22.793
2020-06-05,23.21
2020-06-06,23.21
2020-06-07,23.21
2020-06-08,23.21
2020-06-09,23.21
2020-06-10,23.21
2020-06-11,23.113
2020-06-12,23.113
2020-06-13,23.113
2020-06-14,23.113
2020-06-15,23.113
2020-06-16,23.113
2020-06-17,23.113
2020-06-18,23.113
2020-06-19,23.113
2020-06-20,23.113
2020-06-21,23.113
2020-06-22,23.113
2020-06-23,23.113
2020-06-24,23.113
2020-06-25,23.113
2020-06-26,23.113
2020-06-27,23.113
2020-06-28,23.113
2020-06-29,23.113
2020-06-30,23.113
2020-07-01,23.113
2020-07-02,23.113
2020-07-03,23.113
2020-07-04,23.113
2020-07-05,23.113
2020-07-06,23.113
2020-07-07,23.113
2020-07-08,23.113
2020-07-09,23.113
2020-07-10,23.113
2020-07-11,23.113
2020-07-12,23.113
2020-07-13,23.113
2020-07-14,23.113
2020-07-15,23.113
2020-07-16,23.113
2020-07-17,23.113
2020-07-18,23.113
2020-07-19,23.113
2020-07-20,23.113
2020-07-21,23.113
2020-07-22,23.113
2020-07-23,23.42
2020-07-24,23.42
2020-07-25,23.727
2020-07-26,23.727
2020-07-27,23.727
2020-07-28,23.727
2020-07-29,23.727
2020-07-30,23.727
2020-07-31,23.727
2020-08-01,23.727
2020-08-02,23.727
2020-08-03,23.727
2020-08-04,23.727
2020-08-05,23.727
2020-08-06,23.727
2020-08-07,23.727
2020-08-08,23.727
2020-08-09,23.727
2020-08-10,23.727
2020-08-11,23.727
2020-08-12,23.727
2020-08-13,23.727
2020-08-14,23.727
2020-08-15,23.727
2020-08-16,23.727
2020-08-17,23.727
2020-08-18,23.727
2020-08-19,23.727
2020-08-20,23.727
2020-08-21,23.727
2020-08-22,23.727
2020-08-23,23.727
2020-08-24,23.727
2020-08-25,23.727
2020-08-26,23.727
2020-08-27,23.727
2020-08-28,23.727
2020-08-29,23.727
2020-08-30,23.727
2020-08-31,23.727
2020-09-01,23.727
2020-09-02,23.727
2020-09-03,23.727
2020-09-04,23.727
2020-09-05,23.727
2020-09-06,23.727
2020-09-07,23.727
2020-09-08,23.727
2020-09-09,23.727
2020-09-10,23.727
2020-09-11,23.727
2020-09-12,23.727
2020-09-13,23.727
2020-09-14,23.727
2020-09-15,23.727
2020-09-16,23.727
2020-09-17,23.727
2020-09-18,23.727
2020-09-19,23.727
2020-09-20,23.727
2020-09-21,23.727
2020-09-22,23.727
2020-09-23,23.67
2020-09-24,23.67
2020-09-25,23.67
2020-09-26,23.67
2020-09-27,23.67
2020-09-28,23.67
2020-09-29,23.67
2020-09-30,23.67
2020-10-01,23.67
2020-10-02,23.67
2020-10-03,23.67
2020-10-04,23.67
2020-10-05,23.67
2020-10-06,23.67
2020-10-07,23.67
2020-10-08,23.67
2020-10-09,23.67
2020-10-10,23.67
2020-10-11,23.67
2020-10-12,23.67
2020-10-13,23.67
2020-10-14,23.67
2020-10-15,23.67
2020-10-16,23.67
2020-10-17,23.67
2020-10-18,23.67
2020-10-19,23.67
2020-10-20,23.67
2020-10-21,23.67
2020-10-22,23.835
2020-10-23,23.973
2020-10-24,23.978
2020-10-25,23.978
2020-10-26,23.978
2020-10-27,23.978
2020-10-28,23.978
2020-10-29,23.978
2020-10-30,23.978
2020-10-31,23.978
2020-11-01,23.978
2020-11-02,23.978
2020-11-03,23.978
2020-11-04,23.978
2020-11-05,23.978
2020-11-06,23.978
2020-11-07,23.978
2020-11-08,23.978
2020-11-09,23.978
2020-11-10,23.978
2020-11-11,23.978
2020-11-12,23.978
2020-11-13,23.978
2020-11-14,23.978
2020-11-15,23.978
2020-11-16,23.978
2020-11-17,23.978
2020-11-18,23.978
2020-11-19,23.978
2020-11-20,23.978
2020-11-21,23.978
2020-11-22,23.978
2020-11-23,23.978
2020-11-24,23.978
2020-11-25,23.978
2020-11-26,23.978
2020-11-27,23.978
2020-11-28,23.978
2020-11-29,23.978
2020-11-30,23.978
2020-12-01,23.978
2020-12-02,23.978
2020-12-03,23.978
2020-12-04,23.978
2020-12-05,23.978
2020-12-06,23.978
2020-12-07,23.978
2020-12-08,23.978
2020-12-09,23.978
2020-12-10,23.978
2020-12-11,23.978
2020-12-12,23.978
2020-12-13,23.978
2020-12-14,23.978
2020-12-15,23.978
2020-12-16,23.978
2020-12-17,23.978
2020-12-18,23.978
2020-12-19,23.978
2020-12-20,23.978
2020-12-21,23.978
2020-12-22,23.978
2020-12-23,23.978
2020-12-24,23.978
2020-12-25,23.978
2020-12-26,23.978
2020-12-27,23.978
2020-12-28,23.978
2020-12-29,23.978
2020-12-30,23.978
2020-12-31,23.978
2021-01-01,23.978
2021-01-02,23.978
2021-01-03,23.978
2021-01-04,23.978
2021-01-05,23.978
2021-01-06,23.978
2021-01-07,23.978
2021-01-08,23.978
2021-01-09,23.978
2021-01-10,23.978
2021-01-11,23.978
2021-01-12,23.978
2021-01-13,23.978
2021-01-14,23.978
2021-01-15,23.978
2021-01-16,23.978
2021-01-17,23.978
2021-01-18,23.978
2021-01-19,23.978
2021-01-20,23.978
2021-01-21,23.978
2021-01-22,23.978
2021-01-23,23.978
2021-01-24,23.978
2021-01-25,23.978
2021-01-26,23.978
2021-01-27,23.978
2021-01-28,23.978
2021-01-29,23.978
2021-01-30,23.978
2021-01-31,23.978
2021-02-01,23.978
2021-02-02,23.978
2021-02-03,24.56
2021-02-04,24.56
2021-02-05,25.343
2021-02-06,25.343
2021-02-07,25.343
2021-02-08,25.343
2021-02-09,25.343
2021-02-10,25.343
2021-02-11,25.343
2021-02-12,25.343
2021-02-13,25.343
2021-02-14,25.343
2021-02-15,25.343
2021-02-16,25.343
2021-02-17,25.343
2021-02-18,25.343
2021-02-19,25.343
2021-02-20,25.343
2021-02-21,25.343
2021-02-22,25.343
2021-02-23,25.343
2021-02-24,25.343
2021-02-25,25.343
2021-02-26,25.343
2021-02-27,25.343
2021-02-28,25.343
2021-03-01,25.343
2021-03-02,25.343
2021-03-03,25.343
2021-03-04,25.343
2021-03-05,25.343
2021-03-06,25.343
2021-03-07,25.343
2021-03-08,25.343
2021-03-09,25.133
2021-03-10,25.852
2021-03-11,25.852
2021-03-12,25.852
2021-03-13,25.852
2021-03-14,25.852
2021-03-15,25.852
2021-03-16,25.852
2021-03-17,25.852
2021-03-18,25.852
2021-03-19,25.852
2021-03-20,25.852
2021-03-21,25.852
2021-03-22,25.852
2021-03-23,25.852
2021-03-24,25.852
2021-03-25,25.852
2021-03-26,25.852
2021-03-27,25.852
2021-03-28,25.852
