,HII US Equity
2021-04-02,20.667
2021-04-03,20.667
2021-04-04,20.667
2021-04-05,20.667
2021-04-06,20.123
2021-04-07,20.123
2021-04-08,20.123
2021-04-09,20.123
2021-04-10,20.123
2021-04-11,20.123
2021-04-12,20.123
2021-04-13,20.123
2021-04-14,20.123
2021-04-15,20.123
2021-04-16,20.652
2021-04-17,20.652
2021-04-18,20.652
2021-04-19,20.652
2021-04-20,20.652
2021-04-21,20.652
2021-04-22,20.652
2021-04-23,20.652
2021-04-24,20.652
2021-04-25,20.652
2021-04-26,20.652
2021-04-27,20.652
2021-04-28,20.652
2021-04-29,20.652
2021-04-30,20.652
2021-05-01,20.652
2021-05-02,20.652
2021-05-03,20.652
2021-05-04,20.652
2021-05-05,20.652
2021-05-06,20.477
2021-05-07,20.649
2021-05-08,20.649
2021-05-09,20.633
2021-05-10,20.629
2021-05-11,20.629
2021-05-12,20.629
2021-05-13,20.629
2021-05-14,20.629
2021-05-15,20.629
2021-05-16,20.629
2021-05-17,20.629
2021-05-18,20.629
2021-05-19,20.629
2021-05-20,20.629
2021-05-21,20.629
2021-05-22,20.629
2021-05-23,20.629
2021-05-24,20.629
2021-05-25,20.629
2021-05-26,20.629
2021-05-27,20.629
2021-05-28,20.629
2021-05-29,20.629
2021-05-30,20.629
2021-05-31,20.629
2021-06-01,20.629
2021-06-02,20.629
2021-06-03,20.629
2021-06-04,20.629
2021-06-05,20.629
2021-06-06,20.629
2021-06-07,20.629
2021-06-08,20.629
2021-06-09,20.629
2021-06-10,20.629
2021-06-11,20.629
2021-06-12,20.629
2021-06-13,20.629
2021-06-14,20.629
2021-06-15,20.629
2021-06-16,20.629
2021-06-17,20.629
2021-06-18,20.629
2021-06-19,20.629
2021-06-20,20.629
2021-06-21,20.629
2021-06-22,20.629
2021-06-23,20.629
2021-06-24,20.629
2021-06-25,20.629
2021-06-26,20.629
2021-06-27,20.629
2021-06-28,20.629
2021-06-29,20.629
2021-06-30,20.629
2021-07-01,20.629
2021-07-02,20.629
2021-07-03,20.629
2021-07-04,20.629
2021-07-05,20.629
2021-07-06,20.629
2021-07-07,21.13
2021-07-08,21.13
2021-07-09,21.13
2021-07-10,21.13
2021-07-11,21.13
2021-07-12,21.13
2021-07-13,21.13
2021-07-14,21.13
2021-07-15,20.694
2021-07-16,20.694
2021-07-17,20.694
2021-07-18,20.694
2021-07-19,20.694
2021-07-20,20.694
2021-07-21,20.694
2021-07-22,20.694
2021-07-23,20.233
2021-07-24,20.233
2021-07-25,20.233
2021-07-26,20.233
2021-07-27,20.233
2021-07-28,20.233
2021-07-29,20.233
2021-07-30,20.233
2021-07-31,20.233
2021-08-01,20.233
2021-08-02,20.233
2021-08-03,20.233
2021-08-04,20.233
2021-08-05,20.233
2021-08-06,20.036
2021-08-07,20.036
2021-08-08,20.467
2021-08-09,20.467
2021-08-10,20.429
2021-08-11,20.429
2021-08-12,20.429
2021-08-13,20.429
2021-08-14,20.429
2021-08-15,20.429
2021-08-16,20.53
2021-08-17,20.53
2021-08-18,20.53
2021-08-19,20.33
2021-08-20,20.33
2021-08-21,20.33
2021-08-22,20.33
2021-08-23,20.33
2021-08-24,20.33
2021-08-25,20.33
2021-08-26,20.436
2021-08-27,20.436
2021-08-28,20.436
2021-08-29,20.436
2021-08-30,20.436
2021-08-31,20.436
2021-09-01,20.436
2021-09-02,20.436
2021-09-03,20.436
2021-09-04,20.436
2021-09-05,20.436
2021-09-06,20.436
2021-09-07,20.436
2021-09-08,20.436
2021-09-09,20.436
2021-09-10,20.436
2021-09-11,20.436
2021-09-12,20.436
2021-09-13,20.436
2021-09-14,20.436
2021-09-15,20.436
2021-09-16,20.436
2021-09-17,20.436
2021-09-18,20.436
2021-09-19,20.436
2021-09-20,20.436
2021-09-21,20.436
2021-09-22,20.436
2021-09-23,20.436
2021-09-24,20.436
2021-09-25,20.436
2021-09-26,20.436
2021-09-27,20.436
2021-09-28,20.436
2021-09-29,20.436
2021-09-30,20.436
2021-10-01,20.436
2021-10-02,20.436
2021-10-03,20.436
2021-10-04,20.436
2021-10-05,20.436
2021-10-06,20.436
2021-10-07,20.436
2021-10-08,20.436
2021-10-09,20.436
2021-10-10,20.436
2021-10-11,20.436
2021-10-12,20.436
2021-10-13,19.812
2021-10-14,19.944
2021-10-15,19.944
2021-10-16,19.944
2021-10-17,19.944
2021-10-18,19.944
2021-10-19,19.944
2021-10-20,19.944
2021-10-21,19.944
2021-10-22,19.944
2021-10-23,19.944
2021-10-24,19.944
2021-10-25,19.944
2021-10-26,19.944
2021-10-27,19.944
2021-10-28,19.944
2021-10-29,19.944
2021-10-30,19.944
2021-10-31,19.944
2021-11-01,19.944
2021-11-02,19.944
2021-11-03,19.944
2021-11-04,19.832
2021-11-05,19.878
2021-11-06,19.878
2021-11-07,21.858
2021-11-08,21.858
2021-11-09,21.858
2021-11-10,21.858
2021-11-11,21.858
2021-11-12,21.858
2021-11-13,21.858
2021-11-14,21.858
2021-11-15,21.858
2021-11-16,21.858
2021-11-17,21.858
2021-11-18,21.858
2021-11-19,21.858
2021-11-20,21.858
2021-11-21,21.858
2021-11-22,21.858
2021-11-23,21.858
2021-11-24,21.858
2021-11-25,21.858
2021-11-26,21.858
2021-11-27,21.858
2021-11-28,21.858
2021-11-29,21.858
2021-11-30,21.858
2021-12-01,21.858
2021-12-02,21.858
2021-12-03,21.186
2021-12-04,21.186
2021-12-05,21.186
2021-12-06,20.498
2021-12-07,20.498
2021-12-08,20.498
2021-12-09,20.498
2021-12-10,20.498
2021-12-11,20.498
2021-12-12,20.498
2021-12-13,20.498
2021-12-14,20.498
2021-12-15,20.658
2021-12-16,20.658
2021-12-17,20.658
2021-12-18,20.658
2021-12-19,20.658
2021-12-20,20.658
2021-12-21,20.658
2021-12-22,20.658
2021-12-23,20.658
2021-12-24,20.658
2021-12-25,20.658
2021-12-26,20.658
2021-12-27,20.658
2021-12-28,20.658
2021-12-29,20.658
2021-12-30,20.658
2021-12-31,20.658
2022-01-01,20.658
2022-01-02,20.658
2022-01-03,20.658
2022-01-04,20.658
2022-01-05,20.723
2022-01-06,20.153
2022-01-07,20.153
2022-01-08,20.153
2022-01-09,20.153
2022-01-10,20.153
2022-01-11,20.153
2022-01-12,20.153
2022-01-13,20.153
2022-01-14,20.153
2022-01-15,20.153
2022-01-16,20.153
2022-01-17,20.153
2022-01-18,20.153
2022-01-19,20.153
2022-01-20,20.153
2022-01-21,20.168
2022-01-22,20.168
2022-01-23,20.168
2022-01-24,20.168
2022-01-25,20.168
2022-01-26,20.168
2022-01-27,20.168
2022-01-28,20.168
2022-01-29,20.168
2022-01-30,20.168
2022-01-31,20.168
2022-02-01,20.168
2022-02-02,20.168
2022-02-03,20.168
2022-02-04,20.168
2022-02-05,20.168
2022-02-06,20.168
2022-02-07,20.168
2022-02-08,20.168
2022-02-09,20.168
2022-02-10,19.408
2022-02-11,18.122
2022-02-12,18.122
2022-02-13,18.122
2022-02-14,18.122
2022-02-15,18.122
2022-02-16,18.122
2022-02-17,18.122
2022-02-18,18.122
2022-02-19,18.122
2022-02-20,18.122
2022-02-21,18.122
2022-02-22,18.122
2022-02-23,18.122
2022-02-24,18.122
2022-02-25,18.122
2022-02-26,18.122
2022-02-27,18.122
2022-02-28,18.122
2022-03-01,18.122
2022-03-02,18.122
2022-03-03,18.122
2022-03-04,18.122
2022-03-05,18.122
2022-03-06,18.122
2022-03-07,18.122
2022-03-08,18.122
2022-03-09,18.122
2022-03-10,18.122
2022-03-11,18.122
2022-03-12,18.122
2022-03-13,18.122
2022-03-14,18.122
2022-03-15,18.122
2022-03-16,18.122
2022-03-17,17.52
2022-03-18,17.52
2022-03-19,17.52
2022-03-20,17.52
2022-03-21,17.52
2022-03-22,17.52
2022-03-23,17.52
2022-03-24,17.52
2022-03-25,17.52
2022-03-26,17.52
2022-03-27,17.52
2022-03-28,17.52
2022-03-29,17.52
2022-03-30,17.52
2022-03-31,17.52
2022-04-01,17.52
2022-04-02,17.52
2022-04-03,17.52
2022-04-04,18.548
2022-04-05,18.548
2022-04-06,18.548
2022-04-07,18.548
2022-04-08,18.548
2022-04-09,18.548
2022-04-10,18.548
2022-04-11,18.548
2022-04-12,18.548
2022-04-13,18.548
2022-04-14,18.548
2022-04-15,18.548
2022-04-16,18.548
2022-04-17,18.548
2022-04-18,19.565
2022-04-19,19.565
2022-04-20,19.565
2022-04-21,19.565
2022-04-22,19.565
2022-04-23,19.565
2022-04-24,19.565
2022-04-25,19.565
2022-04-26,19.565
2022-04-27,19.565
2022-04-28,19.565
2022-04-29,19.565
2022-04-30,19.565
2022-05-01,19.565
2022-05-02,19.565
2022-05-03,19.565
2022-05-04,19.565
2022-05-05,18.57
2022-05-06,18.455
2022-05-07,18.455
2022-05-08,18.455
2022-05-09,18.455
2022-05-10,18.455
2022-05-11,18.455
2022-05-12,18.455
2022-05-13,18.707
2022-05-14,18.707
2022-05-15,18.707
2022-05-16,18.707
2022-05-17,18.707
2022-05-18,18.707
2022-05-19,18.707
2022-05-20,18.707
2022-05-21,18.707
2022-05-22,18.707
2022-05-23,18.707
2022-05-24,18.707
2022-05-25,18.707
2022-05-26,18.707
2022-05-27,18.707
2022-05-28,18.707
2022-05-29,18.707
2022-05-30,18.707
2022-05-31,18.707
2022-06-01,18.767
2022-06-02,18.767
2022-06-03,18.767
2022-06-04,18.767
2022-06-05,18.767
2022-06-06,18.767
2022-06-07,18.767
2022-06-08,18.767
2022-06-09,18.767
2022-06-10,18.767
2022-06-11,18.767
2022-06-12,18.767
2022-06-13,18.767
2022-06-14,18.767
2022-06-15,18.767
2022-06-16,18.767
2022-06-17,18.767
2022-06-18,18.767
2022-06-19,18.767
2022-06-20,18.767
2022-06-21,18.767
2022-06-22,18.767
2022-06-23,18.767
2022-06-24,18.767
2022-06-25,18.767
2022-06-26,18.767
2022-06-27,18.767
2022-06-28,18.767
2022-06-29,18.767
2022-06-30,18.767
2022-07-01,18.767
2022-07-02,18.767
2022-07-03,18.767
2022-07-04,18.767
2022-07-05,19.238
2022-07-06,19.238
2022-07-07,19.238
2022-07-08,19.238
2022-07-09,19.238
2022-07-10,19.238
2022-07-11,19.238
2022-07-12,19.238
2022-07-13,19.238
2022-07-14,19.238
2022-07-15,19.238
2022-07-16,19.238
2022-07-17,19.238
2022-07-18,19.238
2022-07-19,19.238
2022-07-20,19.238
2022-07-21,19.238
2022-07-22,19.238
2022-07-23,19.238
2022-07-24,19.238
2022-07-25,19.238
2022-07-26,19.238
2022-07-27,19.238
2022-07-28,19.238
2022-07-29,19.238
2022-07-30,19.238
2022-07-31,19.238
2022-08-01,19.238
2022-08-02,19.238
2022-08-03,19.238
2022-08-04,19.308
2022-08-05,19.84
2022-08-06,19.84
2022-08-07,19.84
2022-08-08,19.863
2022-08-09,19.863
2022-08-10,19.437
2022-08-11,19.437
2022-08-12,19.437
2022-08-13,19.437
2022-08-14,19.437
2022-08-15,19.527
2022-08-16,19.527
2022-08-17,19.527
2022-08-18,19.579
2022-08-19,19.579
2022-08-20,19.579
2022-08-21,19.579
2022-08-22,19.579
2022-08-23,19.579
2022-08-24,19.579
2022-08-25,19.579
2022-08-26,19.579
2022-08-27,19.579
2022-08-28,19.579
2022-08-29,19.579
2022-08-30,19.579
2022-08-31,19.579
2022-09-01,19.579
2022-09-02,19.579
2022-09-03,19.579
2022-09-04,19.579
2022-09-05,19.579
2022-09-06,19.579
2022-09-07,19.579
2022-09-08,19.579
2022-09-09,19.579
2022-09-10,19.579
2022-09-11,19.579
2022-09-12,19.579
2022-09-13,19.579
2022-09-14,19.579
2022-09-15,19.579
2022-09-16,19.579
2022-09-17,19.579
2022-09-18,19.579
2022-09-19,19.579
2022-09-20,19.579
2022-09-21,19.579
2022-09-22,19.579
2022-09-23,19.579
2022-09-24,19.579
2022-09-25,19.579
2022-09-26,19.579
2022-09-27,19.579
2022-09-28,19.579
2022-09-29,19.579
2022-09-30,19.579
2022-10-01,19.579
2022-10-02,19.579
2022-10-03,19.579
2022-10-04,19.579
2022-10-05,19.579
2022-10-06,19.579
2022-10-07,19.579
2022-10-08,19.579
2022-10-09,19.579
2022-10-10,19.194
2022-10-11,19.256
2022-10-12,19.256
2022-10-13,19.256
2022-10-14,19.508
2022-10-15,19.508
2022-10-16,19.506
2022-10-17,20.025
2022-10-18,20.025
2022-10-19,20.025
2022-10-20,20.025
2022-10-21,20.025
2022-10-22,20.025
2022-10-23,20.025
2022-10-24,20.025
2022-10-25,20.025
2022-10-26,20.025
2022-10-27,20.025
2022-10-28,20.025
2022-10-29,20.025
2022-10-30,20.025
2022-10-31,20.025
2022-11-01,20.025
2022-11-02,20.025
2022-11-03,19.36
2022-11-04,19.223
2022-11-05,19.223
2022-11-06,19.223
2022-11-07,18.946
2022-11-08,18.946
2022-11-09,18.946
2022-11-10,18.946
2022-11-11,18.436
2022-11-12,18.436
2022-11-13,18.436
2022-11-14,17.68
2022-11-15,17.436
2022-11-16,17.436
2022-11-17,17.567
2022-11-18,17.567
2022-11-19,17.567
2022-11-20,17.567
2022-11-21,17.567
2022-11-22,17.401
2022-11-23,17.401
2022-11-24,17.401
2022-11-25,17.401
2022-11-26,17.401
2022-11-27,17.401
2022-11-28,17.401
2022-11-29,17.401
2022-11-30,17.401
2022-12-01,17.401
2022-12-02,17.401
2022-12-03,17.401
2022-12-04,17.401
2022-12-05,17.401
2022-12-06,17.401
2022-12-07,17.401
2022-12-08,17.401
2022-12-09,17.401
2022-12-10,17.401
2022-12-11,17.401
2022-12-12,17.401
2022-12-13,17.401
2022-12-14,17.333
2022-12-15,17.333
2022-12-16,17.333
2022-12-17,17.333
2022-12-18,17.333
2022-12-19,17.333
2022-12-20,17.333
2022-12-21,17.333
2022-12-22,17.333
2022-12-23,17.333
2022-12-24,17.333
2022-12-25,17.333
2022-12-26,17.333
2022-12-27,17.333
2022-12-28,17.333
2022-12-29,17.333
2022-12-30,17.333
2022-12-31,17.333
2023-01-01,17.333
2023-01-02,17.333
2023-01-03,17.333
2023-01-04,17.346
2023-01-05,17.346
2023-01-06,17.346
2023-01-07,17.346
2023-01-08,17.346
2023-01-09,17.346
2023-01-10,17.346
2023-01-11,17.346
2023-01-12,17.346
2023-01-13,17.346
2023-01-14,17.346
2023-01-15,17.346
2023-01-16,17.346
2023-01-17,17.346
2023-01-18,16.803
2023-01-19,16.803
2023-01-20,16.828
2023-01-21,16.828
2023-01-22,16.828
2023-01-23,16.828
2023-01-24,16.828
2023-01-25,16.828
2023-01-26,16.828
2023-01-27,16.828
2023-01-28,16.828
2023-01-29,16.828
2023-01-30,16.828
2023-01-31,16.828
2023-02-01,16.828
2023-02-02,16.827
2023-02-03,16.827
2023-02-04,16.827
2023-02-05,16.827
2023-02-06,16.827
2023-02-07,16.827
2023-02-08,16.827
2023-02-09,16.155
2023-02-10,16.144
2023-02-11,16.144
2023-02-12,16.188
2023-02-13,16.188
2023-02-14,16.188
2023-02-15,16.188
2023-02-16,16.187
2023-02-17,16.157
2023-02-18,16.157
2023-02-19,16.157
2023-02-20,16.157
2023-02-21,16.164
2023-02-22,16.329
2023-02-23,16.329
2023-02-24,16.329
2023-02-25,16.329
2023-02-26,16.329
2023-02-27,16.329
2023-02-28,16.329
2023-03-01,16.329
2023-03-02,16.329
2023-03-03,16.329
2023-03-04,16.329
2023-03-05,16.329
2023-03-06,16.329
2023-03-07,16.329
2023-03-08,16.329
2023-03-09,16.333
2023-03-10,16.333
2023-03-11,16.333
2023-03-12,16.333
2023-03-13,16.333
2023-03-14,16.333
2023-03-15,16.333
2023-03-16,16.333
2023-03-17,16.333
2023-03-18,16.333
2023-03-19,16.333
2023-03-20,16.333
2023-03-21,16.333
2023-03-22,16.333
2023-03-23,16.333
2023-03-24,16.333
2023-03-25,16.333
2023-03-26,16.333
2023-03-27,16.333
2023-03-28,16.333
2023-03-29,16.333
2023-03-30,16.333
2023-03-31,16.333
2023-04-01,16.333
2023-04-02,16.333
2023-04-03,16.333
2023-04-04,16.333
2023-04-05,16.333
2023-04-06,16.333
2023-04-07,16.333
2023-04-08,16.333
2023-04-09,16.333
2023-04-10,16.333
2023-04-11,16.333
2023-04-12,16.333
2023-04-13,16.301
2023-04-14,16.136
2023-04-15,16.136
2023-04-16,16.136
2023-04-17,16.136
2023-04-18,16.136
2023-04-19,16.136
2023-04-20,16.136
2023-04-21,16.136
2023-04-22,16.136
2023-04-23,16.136
2023-04-24,16.136
2023-04-25,16.136
2023-04-26,16.136
2023-04-27,16.136
2023-04-28,16.136
2023-04-29,16.136
2023-04-30,16.136
2023-05-01,16.136
2023-05-02,16.136
2023-05-03,16.136
2023-05-04,16.221
2023-05-05,16.166
2023-05-06,16.166
2023-05-07,16.166
2023-05-08,16.158
2023-05-09,16.133
2023-05-10,16.136
2023-05-11,16.136
2023-05-12,16.136
2023-05-13,16.136
2023-05-14,16.136
2023-05-15,16.136
2023-05-16,16.139
2023-05-17,16.139
2023-05-18,16.064
2023-05-19,16.064
2023-05-20,16.064
2023-05-21,16.064
2023-05-22,16.064
2023-05-23,16.064
2023-05-24,16.064
2023-05-25,16.064
2023-05-26,16.064
2023-05-27,16.064
2023-05-28,16.064
2023-05-29,16.064
2023-05-30,16.064
2023-05-31,16.101
2023-06-01,16.101
2023-06-02,16.101
2023-06-03,16.101
2023-06-04,16.101
2023-06-05,16.101
2023-06-06,16.101
2023-06-07,16.101
2023-06-08,16.101
2023-06-09,16.101
2023-06-10,16.101
2023-06-11,16.101
2023-06-12,16.101
2023-06-13,16.101
2023-06-14,16.101
2023-06-15,16.101
2023-06-16,16.101
2023-06-17,16.101
2023-06-18,16.101
2023-06-19,16.101
2023-06-20,16.101
2023-06-21,16.101
2023-06-22,16.101
2023-06-23,16.101
