,EFX US Equity
2020-10-13,11.07
2020-10-14,11.07
2020-10-15,11.07
2020-10-16,11.07
2020-10-17,11.07
2020-10-18,11.07
2020-10-19,11.07
2020-10-20,11.07
2020-10-21,11.07
2020-10-22,10.4
2020-10-23,10.4
2020-10-24,10.4
2020-10-25,10.4
2020-10-26,10.4
2020-10-27,10.4
2020-10-28,10.4
2020-10-29,10.4
2020-10-30,10.4
2020-10-31,10.4
2020-11-01,10.4
2020-11-02,10.4
2020-11-03,10.4
2020-11-04,10.4
2020-11-05,10.4
2020-11-06,10.4
2020-11-07,10.4
2020-11-08,10.4
2020-11-09,10.4
2020-11-10,10.4
2020-11-11,10.4
2020-11-12,10.4
2020-11-13,10.4
2020-11-14,10.4
2020-11-15,10.4
2020-11-16,10.4
2020-11-17,10.4
2020-11-18,10.4
2020-11-19,10.4
2020-11-20,10.4
2020-11-21,10.4
2020-11-22,10.4
2020-11-23,10.4
2020-11-24,10.4
2020-11-25,10.4
2020-11-26,10.4
2020-11-27,10.4
2020-11-28,10.4
2020-11-29,10.4
2020-11-30,10.4
2020-12-01,10.4
2020-12-02,10.4
2020-12-03,10.4
2020-12-04,10.4
2020-12-05,10.4
2020-12-06,10.4
2020-12-07,10.4
2020-12-08,10.4
2020-12-09,10.4
2020-12-10,10.4
2020-12-11,10.805
2020-12-12,10.805
2020-12-13,10.805
2020-12-14,10.805
2020-12-15,10.805
2020-12-16,10.805
2020-12-17,10.805
2020-12-18,10.805
2020-12-19,10.805
2020-12-20,10.805
2020-12-21,10.805
2020-12-22,10.805
2020-12-23,10.805
2020-12-24,10.805
2020-12-25,10.805
2020-12-26,10.805
2020-12-27,10.805
2020-12-28,10.805
2020-12-29,10.805
2020-12-30,10.805
2020-12-31,10.805
2021-01-01,10.805
2021-01-02,10.805
2021-01-03,10.805
2021-01-04,10.805
2021-01-05,10.805
2021-01-06,10.805
2021-01-07,10.805
2021-01-08,10.805
2021-01-09,10.805
2021-01-10,10.805
2021-01-11,10.805
2021-01-12,10.805
2021-01-13,10.863
2021-01-14,10.863
2021-01-15,10.863
2021-01-16,10.863
2021-01-17,10.863
2021-01-18,10.863
2021-01-19,10.863
2021-01-20,10.863
2021-01-21,10.863
2021-01-22,10.863
2021-01-23,10.863
2021-01-24,10.863
2021-01-25,10.863
2021-01-26,10.863
2021-01-27,10.863
2021-01-28,10.863
2021-01-29,10.863
2021-01-30,10.863
2021-01-31,10.863
2021-02-01,10.863
2021-02-02,10.863
2021-02-03,10.863
2021-02-04,10.863
2021-02-05,10.863
2021-02-06,10.863
2021-02-07,10.863
2021-02-08,10.863
2021-02-09,10.863
2021-02-10,10.863
2021-02-11,10.897
2021-02-12,10.8
2021-02-13,10.8
2021-02-14,10.8
2021-02-15,10.8
2021-02-16,10.8
2021-02-17,10.8
2021-02-18,10.8
2021-02-19,10.8
2021-02-20,10.8
2021-02-21,10.8
2021-02-22,10.8
2021-02-23,10.8
2021-02-24,10.8
2021-02-25,10.8
2021-02-26,10.8
2021-02-27,10.8
2021-02-28,10.8
2021-03-01,10.8
2021-03-02,10.8
2021-03-03,10.8
2021-03-04,10.8
2021-03-05,10.8
2021-03-06,10.8
2021-03-07,10.8
2021-03-08,10.8
2021-03-09,10.8
2021-03-10,10.8
2021-03-11,10.767
2021-03-12,10.77
2021-03-13,10.77
2021-03-14,10.77
2021-03-15,10.77
2021-03-16,10.77
2021-03-17,10.77
2021-03-18,10.77
2021-03-19,10.77
2021-03-20,10.77
2021-03-21,10.77
2021-03-22,10.77
2021-03-23,10.77
2021-03-24,10.77
2021-03-25,10.77
2021-03-26,10.77
2021-03-27,10.77
2021-03-28,10.77
2021-03-29,10.77
2021-03-30,10.77
2021-03-31,10.77
2021-04-01,10.77
2021-04-02,10.77
2021-04-03,10.77
2021-04-04,10.77
2021-04-05,10.77
2021-04-06,10.68
2021-04-07,10.68
2021-04-08,10.68
2021-04-09,10.68
2021-04-10,10.68
2021-04-11,10.68
2021-04-12,10.68
2021-04-13,10.68
2021-04-14,10.68
2021-04-15,10.68
2021-04-16,10.68
2021-04-17,10.68
2021-04-18,10.68
2021-04-19,10.68
2021-04-20,10.68
2021-04-21,10.68
2021-04-22,10.68
2021-04-23,10.92
2021-04-24,11.183
2021-04-25,11.183
2021-04-26,11.527
2021-04-27,11.527
2021-04-28,11.527
2021-04-29,11.527
2021-04-30,11.527
2021-05-01,11.527
2021-05-02,11.527
2021-05-03,11.527
2021-05-04,11.527
2021-05-05,11.527
2021-05-06,11.527
2021-05-07,11.527
2021-05-08,11.527
2021-05-09,11.527
2021-05-10,11.527
2021-05-11,11.527
2021-05-12,11.527
2021-05-13,11.527
2021-05-14,11.527
2021-05-15,11.527
2021-05-16,11.527
2021-05-17,11.527
2021-05-18,11.527
2021-05-19,11.527
2021-05-20,11.527
2021-05-21,11.527
2021-05-22,11.527
2021-05-23,11.527
2021-05-24,11.527
2021-05-25,11.527
2021-05-26,11.527
2021-05-27,11.527
2021-05-28,11.527
2021-05-29,11.527
2021-05-30,11.527
2021-05-31,11.527
2021-06-01,11.527
2021-06-02,11.527
2021-06-03,11.527
2021-06-04,11.527
2021-06-05,11.527
2021-06-06,11.527
2021-06-07,11.527
2021-06-08,11.527
2021-06-09,11.527
2021-06-10,11.527
2021-06-11,11.527
2021-06-12,11.527
2021-06-13,11.527
2021-06-14,11.527
2021-06-15,11.527
2021-06-16,11.527
2021-06-17,11.527
2021-06-18,11.527
2021-06-19,11.527
2021-06-20,11.527
2021-06-21,11.527
2021-06-22,11.527
2021-06-23,11.527
2021-06-24,11.527
2021-06-25,11.527
2021-06-26,11.527
2021-06-27,11.527
2021-06-28,11.527
2021-06-29,11.527
2021-06-30,11.527
2021-07-01,11.527
2021-07-02,11.527
2021-07-03,11.527
2021-07-04,11.527
2021-07-05,11.527
2021-07-06,11.527
2021-07-07,11.628
2021-07-08,11.628
2021-07-09,11.628
2021-07-10,11.628
2021-07-11,11.628
2021-07-12,11.648
2021-07-13,11.648
2021-07-14,11.648
2021-07-15,11.648
2021-07-16,11.715
2021-07-17,11.715
2021-07-18,11.715
2021-07-19,11.715
2021-07-20,11.715
2021-07-21,11.715
2021-07-22,11.925
2021-07-23,12.038
2021-07-24,12.038
2021-07-25,12.038
2021-07-26,12.038
2021-07-27,12.038
2021-07-28,12.038
2021-07-29,12.038
2021-07-30,12.038
2021-07-31,12.318
2021-08-01,12.318
2021-08-02,12.318
2021-08-03,12.318
2021-08-04,12.318
2021-08-05,12.318
2021-08-06,12.318
2021-08-07,12.318
2021-08-08,12.318
2021-08-09,12.318
2021-08-10,12.318
2021-08-11,12.375
2021-08-12,12.375
2021-08-13,12.375
2021-08-14,12.375
2021-08-15,12.375
2021-08-16,12.375
2021-08-17,12.375
2021-08-18,12.375
2021-08-19,12.375
2021-08-20,12.375
2021-08-21,12.375
2021-08-22,12.375
2021-08-23,12.375
2021-08-24,12.375
2021-08-25,12.375
2021-08-26,12.375
2021-08-27,12.375
2021-08-28,12.375
2021-08-29,12.375
2021-08-30,12.375
2021-08-31,12.375
2021-09-01,12.375
2021-09-02,12.375
2021-09-03,12.375
2021-09-04,12.375
2021-09-05,12.375
2021-09-06,12.375
2021-09-07,12.375
2021-09-08,12.375
2021-09-09,12.375
2021-09-10,12.375
2021-09-11,12.375
2021-09-12,12.375
2021-09-13,12.375
2021-09-14,12.375
2021-09-15,12.375
2021-09-16,12.477
2021-09-17,12.477
2021-09-18,12.477
2021-09-19,12.477
2021-09-20,12.477
2021-09-21,12.477
2021-09-22,12.477
2021-09-23,12.477
2021-09-24,12.477
2021-09-25,12.477
2021-09-26,12.477
2021-09-27,12.477
2021-09-28,12.477
2021-09-29,12.477
2021-09-30,12.477
2021-10-01,12.477
2021-10-02,12.477
2021-10-03,12.477
2021-10-04,12.477
2021-10-05,12.477
2021-10-06,12.477
2021-10-07,12.477
2021-10-08,12.477
2021-10-09,12.477
2021-10-10,12.477
2021-10-11,12.477
2021-10-12,12.477
2021-10-13,12.477
2021-10-14,12.477
2021-10-15,12.477
2021-10-16,12.477
2021-10-17,12.477
2021-10-18,12.477
2021-10-19,12.477
2021-10-20,12.477
2021-10-21,12.477
2021-10-22,12.467
2021-10-23,12.467
2021-10-24,12.467
2021-10-25,12.175
2021-10-26,12.175
2021-10-27,12.175
2021-10-28,12.175
2021-10-29,12.175
2021-10-30,12.175
2021-10-31,12.175
2021-11-01,12.14
2021-11-02,12.14
2021-11-03,12.14
2021-11-04,12.14
2021-11-05,12.14
2021-11-06,12.14
2021-11-07,12.14
2021-11-08,12.14
2021-11-09,12.14
2021-11-10,12.14
2021-11-11,12.14
2021-11-12,12.14
2021-11-13,12.14
2021-11-14,12.14
2021-11-15,12.14
2021-11-16,12.185
2021-11-17,12.206
2021-11-18,12.206
2021-11-19,12.206
2021-11-20,12.206
2021-11-21,12.206
2021-11-22,12.206
2021-11-23,12.206
2021-11-24,12.206
2021-11-25,12.206
2021-11-26,12.206
2021-11-27,12.206
2021-11-28,12.206
2021-11-29,12.106
2021-11-30,12.106
2021-12-01,12.106
2021-12-02,12.106
2021-12-03,12.106
2021-12-04,12.106
2021-12-05,12.106
2021-12-06,12.106
2021-12-07,12.106
2021-12-08,12.106
2021-12-09,12.106
2021-12-10,12.106
2021-12-11,12.106
2021-12-12,12.106
2021-12-13,12.106
2021-12-14,12.106
2021-12-15,12.106
2021-12-16,12.106
2021-12-17,12.106
2021-12-18,12.106
2021-12-19,12.106
2021-12-20,12.106
2021-12-21,12.106
2021-12-22,12.106
2021-12-23,12.106
2021-12-24,12.208
2021-12-25,12.208
2021-12-26,12.208
2021-12-27,12.208
2021-12-28,12.208
2021-12-29,12.208
2021-12-30,12.208
2021-12-31,12.208
2022-01-01,12.208
2022-01-02,12.208
2022-01-03,12.208
2022-01-04,12.208
2022-01-05,12.208
2022-01-06,12.208
2022-01-07,12.208
2022-01-08,12.208
2022-01-09,12.208
2022-01-10,12.208
2022-01-11,12.208
2022-01-12,12.208
2022-01-13,12.208
2022-01-14,12.208
2022-01-15,12.208
2022-01-16,12.208
2022-01-17,12.208
2022-01-18,12.208
2022-01-19,12.208
2022-01-20,12.196
2022-01-21,12.196
2022-01-22,12.196
2022-01-23,12.196
2022-01-24,12.196
2022-01-25,12.196
2022-01-26,12.196
2022-01-27,12.196
2022-01-28,12.196
2022-01-29,12.196
2022-01-30,12.196
2022-01-31,12.196
2022-02-01,12.196
2022-02-02,12.196
2022-02-03,12.196
2022-02-04,12.196
2022-02-05,12.196
2022-02-06,12.196
2022-02-07,12.196
2022-02-08,12.196
2022-02-09,12.196
2022-02-10,12.024
2022-02-11,12.024
2022-02-12,12.024
2022-02-13,12.024
2022-02-14,12.024
2022-02-15,11.97
2022-02-16,11.983
2022-02-17,11.983
2022-02-18,11.983
2022-02-19,11.983
2022-02-20,11.983
2022-02-21,11.983
2022-02-22,11.983
2022-02-23,11.983
2022-02-24,11.983
2022-02-25,11.983
2022-02-26,11.983
2022-02-27,11.983
2022-02-28,12.05
2022-03-01,12.05
2022-03-02,12.05
2022-03-03,12.05
2022-03-04,12.159
2022-03-05,12.159
2022-03-06,12.159
2022-03-07,12.159
2022-03-08,12.159
2022-03-09,12.159
2022-03-10,12.159
2022-03-11,12.159
2022-03-12,12.159
2022-03-13,12.159
2022-03-14,12.159
2022-03-15,12.159
2022-03-16,12.159
2022-03-17,11.88
2022-03-18,11.88
2022-03-19,11.88
2022-03-20,11.88
2022-03-21,11.88
2022-03-22,11.88
2022-03-23,11.88
2022-03-24,11.88
2022-03-25,11.88
2022-03-26,11.88
2022-03-27,11.88
2022-03-28,11.88
2022-03-29,11.793
2022-03-30,11.793
2022-03-31,11.928
2022-04-01,11.928
2022-04-02,11.928
2022-04-03,11.928
2022-04-04,11.928
2022-04-05,11.928
2022-04-06,11.928
2022-04-07,11.928
2022-04-08,11.875
2022-04-09,11.875
2022-04-10,11.875
2022-04-11,11.866
2022-04-12,11.866
2022-04-13,11.866
2022-04-14,11.864
2022-04-15,11.864
2022-04-16,11.864
2022-04-17,11.864
2022-04-18,11.837
2022-04-19,11.803
2022-04-20,11.739
2022-04-21,11.461
2022-04-22,11.438
2022-04-23,11.276
2022-04-24,11.276
2022-04-25,11.211
2022-04-26,11.211
2022-04-27,11.211
2022-04-28,11.211
2022-04-29,11.211
2022-04-30,11.211
2022-05-01,11.211
2022-05-02,11.211
2022-05-03,11.211
2022-05-04,11.196
2022-05-05,11.248
2022-05-06,11.248
2022-05-07,11.248
2022-05-08,11.248
2022-05-09,11.248
2022-05-10,11.248
2022-05-11,11.248
2022-05-12,11.248
2022-05-13,11.248
2022-05-14,11.248
2022-05-15,11.248
2022-05-16,11.248
2022-05-17,11.248
2022-05-18,11.248
2022-05-19,11.248
2022-05-20,11.248
2022-05-21,11.248
2022-05-22,11.248
2022-05-23,11.248
2022-05-24,11.248
2022-05-25,11.248
2022-05-26,11.248
2022-05-27,11.248
2022-05-28,11.248
2022-05-29,11.248
2022-05-30,11.248
2022-05-31,11.248
2022-06-01,11.248
2022-06-02,11.248
2022-06-03,11.248
2022-06-04,11.248
2022-06-05,11.248
2022-06-06,11.248
2022-06-07,11.248
2022-06-08,11.226
2022-06-09,11.226
2022-06-10,11.226
2022-06-11,11.226
2022-06-12,11.226
2022-06-13,11.226
2022-06-14,11.226
2022-06-15,11.226
2022-06-16,11.198
2022-06-17,11.047
2022-06-18,11.047
2022-06-19,11.047
2022-06-20,11.047
2022-06-21,11.047
2022-06-22,11.047
2022-06-23,11.047
2022-06-24,11.047
2022-06-25,11.047
2022-06-26,11.047
2022-06-27,11.047
2022-06-28,11.047
2022-06-29,11.047
2022-06-30,10.988
2022-07-01,10.988
2022-07-02,10.988
2022-07-03,10.988
2022-07-04,10.988
2022-07-05,10.988
2022-07-06,10.988
2022-07-07,10.988
2022-07-08,10.988
2022-07-09,10.988
2022-07-10,10.988
2022-07-11,10.988
2022-07-12,10.988
2022-07-13,10.988
2022-07-14,10.975
2022-07-15,10.975
2022-07-16,10.975
2022-07-17,10.975
2022-07-18,10.975
2022-07-19,10.904
2022-07-20,10.903
2022-07-21,10.696
2022-07-22,10.687
2022-07-23,10.687
2022-07-24,10.687
2022-07-25,10.602
2022-07-26,10.602
2022-07-27,10.517
2022-07-28,10.517
2022-07-29,10.517
2022-07-30,10.517
2022-07-31,10.517
2022-08-01,10.517
2022-08-02,10.517
2022-08-03,10.548
2022-08-04,10.548
2022-08-05,10.548
2022-08-06,10.548
2022-08-07,10.548
2022-08-08,10.548
2022-08-09,10.548
2022-08-10,10.548
2022-08-11,10.548
2022-08-12,10.548
2022-08-13,10.548
2022-08-14,10.548
2022-08-15,10.582
2022-08-16,10.582
2022-08-17,10.582
2022-08-18,10.582
2022-08-19,10.582
2022-08-20,10.582
2022-08-21,10.582
2022-08-22,10.582
2022-08-23,10.582
2022-08-24,10.582
2022-08-25,10.582
2022-08-26,10.582
2022-08-27,10.582
2022-08-28,10.582
2022-08-29,10.582
2022-08-30,10.582
2022-08-31,10.582
2022-09-01,10.582
2022-09-02,10.582
2022-09-03,10.582
2022-09-04,10.582
2022-09-05,10.582
2022-09-06,10.582
2022-09-07,10.582
2022-09-08,10.582
2022-09-09,10.582
2022-09-10,10.582
2022-09-11,10.582
2022-09-12,10.582
2022-09-13,10.582
2022-09-14,10.582
2022-09-15,10.565
2022-09-16,10.544
2022-09-17,10.544
2022-09-18,10.544
2022-09-19,10.544
2022-09-20,10.544
2022-09-21,10.544
2022-09-22,10.498
2022-09-23,10.498
2022-09-24,10.498
2022-09-25,10.498
2022-09-26,10.498
2022-09-27,10.454
2022-09-28,10.454
2022-09-29,10.454
2022-09-30,10.446
2022-10-01,10.446
2022-10-02,10.446
2022-10-03,10.446
2022-10-04,10.405
2022-10-05,10.405
2022-10-06,10.317
2022-10-07,10.317
2022-10-08,10.317
2022-10-09,10.317
2022-10-10,10.292
2022-10-11,10.292
2022-10-12,10.292
2022-10-13,10.292
2022-10-14,10.292
2022-10-15,10.292
2022-10-16,10.214
2022-10-17,10.214
2022-10-18,10.173
2022-10-19,10.026
2022-10-20,9.891
2022-10-21,9.816
2022-10-22,9.816
2022-10-23,9.818
2022-10-24,9.829
2022-10-25,9.829
2022-10-26,9.829
2022-10-27,9.822
2022-10-28,9.822
2022-10-29,9.822
2022-10-30,9.822
2022-10-31,9.822
2022-11-01,9.822
2022-11-02,9.585
2022-11-03,9.585
2022-11-04,9.585
2022-11-05,9.585
2022-11-06,9.585
2022-11-07,9.585
2022-11-08,9.585
2022-11-09,9.585
2022-11-10,9.585
2022-11-11,9.585
2022-11-12,9.585
2022-11-13,9.554
2022-11-14,9.554
2022-11-15,9.594
2022-11-16,9.594
2022-11-17,9.594
2022-11-18,9.537
2022-11-19,9.537
2022-11-20,9.537
2022-11-21,9.537
2022-11-22,9.537
2022-11-23,9.483
2022-11-24,9.483
2022-11-25,9.47
2022-11-26,9.47
2022-11-27,9.47
2022-11-28,9.47
2022-11-29,9.457
2022-11-30,9.457
2022-12-01,9.457
2022-12-02,9.457
2022-12-03,9.457
2022-12-04,9.457
2022-12-05,9.455
2022-12-06,9.455
2022-12-07,9.455
2022-12-08,9.457
2022-12-09,9.444
2022-12-10,9.444
2022-12-11,9.444
2022-12-12,9.444
2022-12-13,9.444
2022-12-14,9.444
2022-12-15,9.444
2022-12-16,9.444
2022-12-17,9.444
2022-12-18,9.444
2022-12-19,9.444
2022-12-20,9.428
2022-12-21,9.428
2022-12-22,9.428
2022-12-23,9.428
2022-12-24,9.428
2022-12-25,9.428
2022-12-26,9.428
2022-12-27,9.428
2022-12-28,9.428
2022-12-29,9.428
2022-12-30,9.428
2022-12-31,9.428
2023-01-01,9.428
2023-01-02,9.428
2023-01-03,9.428
2023-01-04,9.441
2023-01-05,9.441
2023-01-06,9.342
2023-01-07,9.342
2023-01-08,9.332
2023-01-09,9.348
2023-01-10,9.348
2023-01-11,9.348
2023-01-12,9.348
2023-01-13,9.348
2023-01-14,9.348
2023-01-15,9.348
2023-01-16,9.329
2023-01-17,9.328
2023-01-18,9.328
2023-01-19,9.347
2023-01-20,9.347
2023-01-21,9.347
2023-01-22,9.347
2023-01-23,9.347
2023-01-24,9.347
2023-01-25,9.347
2023-01-26,9.347
2023-01-27,9.347
2023-01-28,9.347
2023-01-29,9.347
2023-01-30,9.347
2023-01-31,9.347
2023-02-01,9.347
2023-02-02,9.347
2023-02-03,9.328
2023-02-04,9.328
2023-02-05,9.328
2023-02-06,9.328
2023-02-07,9.328
2023-02-08,9.328
2023-02-09,9.105
2023-02-10,9.121
2023-02-11,9.121
2023-02-12,9.121
2023-02-13,9.109
2023-02-14,9.109
2023-02-15,9.109
2023-02-16,9.043
2023-02-17,9.043
2023-02-18,9.043
2023-02-19,9.043
2023-02-20,9.042
2023-02-21,9.042
2023-02-22,8.961
2023-02-23,8.961
2023-02-24,8.996
2023-02-25,8.996
2023-02-26,8.996
2023-02-27,8.996
2023-02-28,8.996
2023-03-01,8.996
2023-03-02,8.996
2023-03-03,8.996
2023-03-04,8.996
2023-03-05,8.996
2023-03-06,8.996
2023-03-07,8.996
2023-03-08,8.996
2023-03-09,8.996
2023-03-10,8.996
2023-03-11,8.996
2023-03-12,8.996
2023-03-13,8.996
2023-03-14,8.996
2023-03-15,8.996
2023-03-16,8.996
2023-03-17,8.996
2023-03-18,8.996
2023-03-19,8.996
2023-03-20,8.996
2023-03-21,8.996
2023-03-22,8.993
2023-03-23,8.993
2023-03-24,8.993
2023-03-25,8.993
2023-03-26,8.993
2023-03-27,8.993
2023-03-28,8.993
2023-03-29,8.993
2023-03-30,8.993
2023-03-31,8.988
2023-04-01,8.988
2023-04-02,8.988
2023-04-03,8.988
2023-04-04,8.988
2023-04-05,8.988
2023-04-06,8.988
2023-04-07,8.983
2023-04-08,8.983
2023-04-09,8.983
2023-04-10,8.983
2023-04-11,8.983
2023-04-12,8.983
2023-04-13,8.984
2023-04-14,9.056
2023-04-15,9.056
2023-04-16,9.056
2023-04-17,9.056
2023-04-18,9.056
2023-04-19,8.997
2023-04-20,8.982
2023-04-21,8.987
2023-04-22,8.987
2023-04-23,8.987
2023-04-24,8.987
2023-04-25,9.011
2023-04-26,9.016
2023-04-27,9.016
2023-04-28,9.016
2023-04-29,9.016
2023-04-30,9.016
2023-05-01,9.016
2023-05-02,9.016
2023-05-03,8.921
2023-05-04,8.921
2023-05-05,8.921
2023-05-06,8.921
2023-05-07,8.921
2023-05-08,8.921
2023-05-09,8.921
2023-05-10,8.921
2023-05-11,8.921
2023-05-12,8.963
2023-05-13,8.963
2023-05-14,8.963
2023-05-15,8.963
2023-05-16,8.964
2023-05-17,8.978
2023-05-18,8.978
2023-05-19,8.961
2023-05-20,8.961
2023-05-21,8.961
2023-05-22,8.961
2023-05-23,8.961
2023-05-24,8.961
2023-05-25,8.961
2023-05-26,8.961
2023-05-27,8.961
2023-05-28,8.961
2023-05-29,8.961
2023-05-30,8.961
2023-05-31,8.961
2023-06-01,8.959
2023-06-02,8.959
2023-06-03,8.959
2023-06-04,8.959
2023-06-05,8.959
2023-06-06,8.959
2023-06-07,8.952
2023-06-08,8.952
2023-06-09,8.952
2023-06-10,8.952
2023-06-11,8.952
2023-06-12,8.952
2023-06-13,8.952
2023-06-14,8.952
2023-06-15,8.952
2023-06-16,8.952
2023-06-17,8.952
2023-06-18,8.952
2023-06-19,8.952
2023-06-20,8.952
2023-06-21,8.952
2023-06-22,8.952
2023-06-23,8.984
