,DHI US Equity
2021-03-29,11.0
2021-03-30,11.0
2021-03-31,11.0
2021-04-01,11.0
2021-04-02,11.0
2021-04-03,11.0
2021-04-04,11.0
2021-04-05,11.0
2021-04-06,11.0
2021-04-07,11.0
2021-04-08,11.0
2021-04-09,11.0
2021-04-10,11.0
2021-04-11,11.0
2021-04-12,11.0
2021-04-13,11.0
2021-04-14,11.0
2021-04-15,11.0
2021-04-16,11.0
2021-04-17,11.0
2021-04-18,11.0
2021-04-19,11.0
2021-04-20,11.0
2021-04-21,11.0
2021-04-22,11.0
2021-04-23,11.0
2021-04-24,12.07
2021-04-25,12.07
2021-04-26,12.07
2021-04-27,12.07
2021-04-28,12.07
2021-04-29,12.07
2021-04-30,12.07
2021-05-01,12.07
2021-05-02,12.07
2021-05-03,12.07
2021-05-04,12.07
2021-05-05,12.07
2021-05-06,12.07
2021-05-07,12.07
2021-05-08,12.07
2021-05-09,12.07
2021-05-10,12.07
2021-05-11,12.07
2021-05-12,12.07
2021-05-13,12.07
2021-05-14,12.07
2021-05-15,12.07
2021-05-16,12.07
2021-05-17,12.07
2021-05-18,12.07
2021-05-19,12.07
2021-05-20,12.07
2021-05-21,12.07
2021-05-22,12.07
2021-05-23,12.07
2021-05-24,12.07
2021-05-25,12.07
2021-05-26,12.07
2021-05-27,12.07
2021-05-28,12.07
2021-05-29,12.07
2021-05-30,12.07
2021-05-31,12.07
2021-06-01,12.07
2021-06-02,12.07
2021-06-03,12.07
2021-06-04,12.07
2021-06-05,12.07
2021-06-06,12.07
2021-06-07,12.07
2021-06-08,12.07
2021-06-09,12.07
2021-06-10,12.07
2021-06-11,12.07
2021-06-12,12.07
2021-06-13,12.07
2021-06-14,12.07
2021-06-15,12.07
2021-06-16,12.07
2021-06-17,12.07
2021-06-18,12.07
2021-06-19,12.07
2021-06-20,12.07
2021-06-21,12.07
2021-06-22,12.07
2021-06-23,12.07
2021-06-24,12.07
2021-06-25,12.07
2021-06-26,12.07
2021-06-27,12.07
2021-06-28,12.07
2021-06-29,12.07
2021-06-30,12.07
2021-07-01,12.07
2021-07-02,12.07
2021-07-03,12.07
2021-07-04,12.07
2021-07-05,12.07
2021-07-06,12.07
2021-07-07,12.07
2021-07-08,12.07
2021-07-09,12.07
2021-07-10,12.07
2021-07-11,12.07
2021-07-12,12.07
2021-07-13,12.07
2021-07-14,12.07
2021-07-15,12.07
2021-07-16,12.07
2021-07-17,12.07
2021-07-18,12.07
2021-07-19,12.07
2021-07-20,12.07
2021-07-21,12.07
2021-07-22,12.07
2021-07-23,12.07
2021-07-24,12.37
2021-07-25,12.37
2021-07-26,12.37
2021-07-27,12.37
2021-07-28,12.37
2021-07-29,12.37
2021-07-30,12.37
2021-07-31,12.37
2021-08-01,12.37
2021-08-02,12.37
2021-08-03,12.37
2021-08-04,12.37
2021-08-05,12.37
2021-08-06,12.37
2021-08-07,12.37
2021-08-08,12.37
2021-08-09,12.37
2021-08-10,12.37
2021-08-11,12.37
2021-08-12,12.37
2021-08-13,12.37
2021-08-14,12.37
2021-08-15,12.37
2021-08-16,12.37
2021-08-17,12.37
2021-08-18,12.37
2021-08-19,12.37
2021-08-20,12.37
2021-08-21,12.37
2021-08-22,12.37
2021-08-23,12.37
2021-08-24,12.37
2021-08-25,12.37
2021-08-26,12.37
2021-08-27,12.37
2021-08-28,12.37
2021-08-29,12.37
2021-08-30,12.37
2021-08-31,12.37
2021-09-01,12.37
2021-09-02,12.37
2021-09-03,12.37
2021-09-04,12.37
2021-09-05,12.37
2021-09-06,12.37
2021-09-07,12.37
2021-09-08,12.37
2021-09-09,12.37
2021-09-10,12.37
2021-09-11,12.37
2021-09-12,12.37
2021-09-13,12.37
2021-09-14,12.37
2021-09-15,12.37
2021-09-16,12.37
2021-09-17,12.37
2021-09-18,12.37
2021-09-19,12.37
2021-09-20,12.37
2021-09-21,12.45
2021-09-22,12.45
2021-09-23,12.45
2021-09-24,12.45
2021-09-25,12.45
2021-09-26,12.45
2021-09-27,12.45
2021-09-28,12.45
2021-09-29,12.45
2021-09-30,12.45
2021-10-01,12.45
2021-10-02,12.45
2021-10-03,12.45
2021-10-04,12.45
2021-10-05,12.45
2021-10-06,12.45
2021-10-07,12.45
2021-10-08,12.45
2021-10-09,12.45
2021-10-10,12.45
2021-10-11,12.45
2021-10-12,12.45
2021-10-13,12.45
2021-10-14,12.45
2021-10-15,12.45
2021-10-16,12.45
2021-10-17,12.45
2021-10-18,12.45
2021-10-19,12.45
2021-10-20,12.45
2021-10-21,12.45
2021-10-22,12.45
2021-10-23,12.45
2021-10-24,12.45
2021-10-25,12.45
2021-10-26,12.45
2021-10-27,12.45
2021-10-28,12.45
2021-10-29,12.45
2021-10-30,12.45
2021-10-31,12.45
2021-11-01,12.45
2021-11-02,12.45
2021-11-03,12.45
2021-11-04,12.45
2021-11-05,12.45
2021-11-06,12.45
2021-11-07,12.45
2021-11-08,12.45
2021-11-09,12.45
2021-11-10,11.03
2021-11-11,11.63
2021-11-12,11.63
2021-11-13,12.37
2021-11-14,12.37
2021-11-15,12.37
2021-11-16,12.37
2021-11-17,12.37
2021-11-18,12.37
2021-11-19,12.37
2021-11-20,12.37
2021-11-21,12.37
2021-11-22,12.37
2021-11-23,12.37
2021-11-24,12.37
2021-11-25,12.37
2021-11-26,12.37
2021-11-27,12.37
2021-11-28,12.37
2021-11-29,12.37
2021-11-30,12.37
2021-12-01,14.278
2021-12-02,14.278
2021-12-03,14.278
2021-12-04,14.278
2021-12-05,14.278
2021-12-06,14.278
2021-12-07,14.278
2021-12-08,14.278
2021-12-09,14.278
2021-12-10,14.278
2021-12-11,14.278
2021-12-12,14.278
2021-12-13,14.278
2021-12-14,14.278
2021-12-15,14.278
2021-12-16,14.278
2021-12-17,14.278
2021-12-18,14.278
2021-12-19,14.278
2021-12-20,14.278
2021-12-21,14.278
2021-12-22,14.278
2021-12-23,14.278
2021-12-24,14.278
2021-12-25,14.278
2021-12-26,14.278
2021-12-27,14.278
2021-12-28,14.278
2021-12-29,14.278
2021-12-30,14.278
2021-12-31,14.278
2022-01-01,14.278
2022-01-02,14.278
2022-01-03,14.278
2022-01-04,14.278
2022-01-05,14.278
2022-01-06,14.278
2022-01-07,14.278
2022-01-08,14.278
2022-01-09,14.278
2022-01-10,14.278
2022-01-11,14.278
2022-01-12,14.278
2022-01-13,14.622
2022-01-14,14.622
2022-01-15,14.622
2022-01-16,14.622
2022-01-17,14.622
2022-01-18,14.622
2022-01-19,14.622
2022-01-20,14.435
2022-01-21,14.435
2022-01-22,14.435
2022-01-23,14.435
2022-01-24,14.435
2022-01-25,14.435
2022-01-26,14.435
2022-01-27,14.435
2022-01-28,14.435
2022-01-29,14.435
2022-01-30,14.435
2022-01-31,14.435
2022-02-01,14.435
2022-02-02,14.759
2022-02-03,15.4
2022-02-04,15.5
2022-02-05,15.5
2022-02-06,15.5
2022-02-07,15.5
2022-02-08,15.5
2022-02-09,15.5
2022-02-10,15.5
2022-02-11,15.5
2022-02-12,15.5
2022-02-13,15.5
2022-02-14,15.5
2022-02-15,15.5
2022-02-16,15.5
2022-02-17,15.5
2022-02-18,15.5
2022-02-19,15.5
2022-02-20,15.5
2022-02-21,15.5
2022-02-22,15.5
2022-02-23,15.5
2022-02-24,15.5
2022-02-25,15.5
2022-02-26,15.5
2022-02-27,15.5
2022-02-28,15.5
2022-03-01,15.5
2022-03-02,15.5
2022-03-03,15.5
2022-03-04,15.5
2022-03-05,15.5
2022-03-06,15.5
2022-03-07,15.5
2022-03-08,15.5
2022-03-09,15.5
2022-03-10,15.5
2022-03-11,15.5
2022-03-12,15.5
2022-03-13,15.5
2022-03-14,15.5
2022-03-15,15.5
2022-03-16,15.5
2022-03-17,15.5
2022-03-18,15.5
2022-03-19,15.5
2022-03-20,15.5
2022-03-21,15.5
2022-03-22,15.5
2022-03-23,15.5
2022-03-24,15.5
2022-03-25,15.5
2022-03-26,15.5
2022-03-27,15.5
2022-03-28,15.5
2022-03-29,15.5
2022-03-30,15.5
2022-03-31,16.077
2022-04-01,16.077
2022-04-02,16.077
2022-04-03,16.077
2022-04-04,16.077
2022-04-05,15.703
2022-04-06,15.703
2022-04-07,15.703
2022-04-08,15.703
2022-04-09,15.703
2022-04-10,15.703
2022-04-11,15.715
2022-04-12,15.715
2022-04-13,15.715
2022-04-14,15.715
2022-04-15,15.715
2022-04-16,15.715
2022-04-17,15.715
2022-04-18,15.715
2022-04-19,15.715
2022-04-20,15.715
2022-04-21,15.715
2022-04-22,15.715
2022-04-23,15.715
2022-04-24,15.715
2022-04-25,15.715
2022-04-26,16.354
2022-04-27,17.176
2022-04-28,17.392
2022-04-29,17.392
2022-04-30,17.392
2022-05-01,17.392
2022-05-02,17.392
2022-05-03,17.392
2022-05-04,17.392
2022-05-05,17.392
2022-05-06,17.507
2022-05-07,17.507
2022-05-08,17.507
2022-05-09,17.507
2022-05-10,17.507
2022-05-11,17.11
2022-05-12,17.11
2022-05-13,17.11
2022-05-14,17.11
2022-05-15,17.11
2022-05-16,17.11
2022-05-17,17.11
2022-05-18,17.11
2022-05-19,17.11
2022-05-20,17.11
2022-05-21,17.11
2022-05-22,17.11
2022-05-23,17.11
2022-05-24,17.11
2022-05-25,17.11
2022-05-26,17.11
2022-05-27,17.11
2022-05-28,17.11
2022-05-29,17.11
2022-05-30,17.11
2022-05-31,17.11
2022-06-01,17.11
2022-06-02,17.11
2022-06-03,17.11
2022-06-04,17.11
2022-06-05,17.11
2022-06-06,17.11
2022-06-07,17.11
2022-06-08,17.11
2022-06-09,17.11
2022-06-10,17.11
2022-06-11,17.11
2022-06-12,17.11
2022-06-13,17.11
2022-06-14,17.11
2022-06-15,17.11
2022-06-16,17.066
2022-06-17,17.066
2022-06-18,16.491
2022-06-19,16.491
2022-06-20,15.844
2022-06-21,15.844
2022-06-22,15.325
2022-06-23,15.325
2022-06-24,15.325
2022-06-25,15.325
2022-06-26,15.325
2022-06-27,14.825
2022-06-28,14.825
2022-06-29,14.825
2022-06-30,14.825
2022-07-01,14.825
2022-07-02,14.825
2022-07-03,14.825
2022-07-04,14.825
2022-07-05,14.825
2022-07-06,14.825
2022-07-07,14.825
2022-07-08,14.825
2022-07-09,14.825
2022-07-10,14.825
2022-07-11,14.825
2022-07-12,14.825
2022-07-13,14.825
2022-07-14,14.825
2022-07-15,14.825
2022-07-16,14.825
2022-07-17,14.825
2022-07-18,14.825
2022-07-19,14.825
2022-07-20,14.825
2022-07-21,14.814
2022-07-22,14.869
2022-07-23,14.718
2022-07-24,14.705
2022-07-25,14.705
2022-07-26,14.705
2022-07-27,14.705
2022-07-28,14.705
2022-07-29,14.696
2022-07-30,14.696
2022-07-31,14.696
2022-08-01,14.696
2022-08-02,14.696
2022-08-03,14.696
2022-08-04,14.291
2022-08-05,14.291
2022-08-06,14.291
2022-08-07,14.291
2022-08-08,14.291
2022-08-09,14.291
2022-08-10,14.291
2022-08-11,14.291
2022-08-12,14.291
2022-08-13,14.291
2022-08-14,14.291
2022-08-15,14.291
2022-08-16,14.291
2022-08-17,14.291
2022-08-18,14.291
2022-08-19,14.291
2022-08-20,14.291
2022-08-21,14.291
2022-08-22,14.291
2022-08-23,14.291
2022-08-24,14.291
2022-08-25,14.291
2022-08-26,14.291
2022-08-27,14.291
2022-08-28,14.291
2022-08-29,14.291
2022-08-30,14.291
2022-08-31,14.291
2022-09-01,14.644
2022-09-02,14.644
2022-09-03,14.644
2022-09-04,14.644
2022-09-05,14.644
2022-09-06,14.644
2022-09-07,14.567
2022-09-08,14.567
2022-09-09,14.567
2022-09-10,14.567
2022-09-11,14.567
2022-09-12,14.567
2022-09-13,14.567
2022-09-14,14.567
2022-09-15,14.567
2022-09-16,14.567
2022-09-17,14.567
2022-09-18,14.567
2022-09-19,13.756
2022-09-20,13.756
2022-09-21,13.756
2022-09-22,13.731
2022-09-23,13.731
2022-09-24,13.731
2022-09-25,13.731
2022-09-26,13.731
2022-09-27,13.731
2022-09-28,13.731
2022-09-29,13.731
2022-09-30,13.731
2022-10-01,13.731
2022-10-02,13.731
2022-10-03,13.731
2022-10-04,13.462
2022-10-05,13.462
2022-10-06,13.462
2022-10-07,13.462
2022-10-08,13.462
2022-10-09,13.462
2022-10-10,12.976
2022-10-11,12.976
2022-10-12,12.626
2022-10-13,12.626
2022-10-14,12.626
2022-10-15,12.626
2022-10-16,12.626
2022-10-17,12.626
2022-10-18,12.626
2022-10-19,12.626
2022-10-20,12.626
2022-10-21,12.626
2022-10-22,12.626
2022-10-23,12.626
2022-10-24,12.626
2022-10-25,12.626
2022-10-26,12.626
2022-10-27,12.626
2022-10-28,12.626
2022-10-29,12.626
2022-10-30,12.626
2022-10-31,12.626
2022-11-01,12.626
2022-11-02,12.626
2022-11-03,12.626
2022-11-04,12.626
2022-11-05,12.626
2022-11-06,12.626
2022-11-07,12.626
2022-11-08,12.626
2022-11-09,11.204
2022-11-10,10.665
2022-11-11,10.686
2022-11-12,10.686
2022-11-13,10.686
2022-11-14,10.686
2022-11-15,10.686
2022-11-16,10.686
2022-11-17,10.686
2022-11-18,10.686
2022-11-19,10.686
2022-11-20,10.686
2022-11-21,10.409
2022-11-22,10.409
2022-11-23,10.037
2022-11-24,10.037
2022-11-25,10.037
2022-11-26,10.037
2022-11-27,10.037
2022-11-28,10.037
2022-11-29,10.037
2022-11-30,10.07
2022-12-01,10.072
2022-12-02,10.072
2022-12-03,10.072
2022-12-04,10.072
2022-12-05,10.072
2022-12-06,10.072
2022-12-07,10.072
2022-12-08,10.072
2022-12-09,10.072
2022-12-10,10.072
2022-12-11,10.072
2022-12-12,10.072
2022-12-13,10.072
2022-12-14,10.04
2022-12-15,10.04
2022-12-16,10.04
2022-12-17,10.04
2022-12-18,10.04
2022-12-19,10.04
2022-12-20,10.05
2022-12-21,10.05
2022-12-22,10.05
2022-12-23,10.05
2022-12-24,10.05
2022-12-25,10.05
2022-12-26,10.05
2022-12-27,10.05
2022-12-28,10.05
2022-12-29,10.05
2022-12-30,10.05
2022-12-31,10.05
2023-01-01,10.05
2023-01-02,10.05
2023-01-03,10.05
2023-01-04,10.05
2023-01-05,10.05
2023-01-06,10.044
2023-01-07,10.044
2023-01-08,10.044
2023-01-09,9.908
2023-01-10,9.908
2023-01-11,9.955
2023-01-12,9.955
2023-01-13,9.818
2023-01-14,9.818
2023-01-15,9.818
2023-01-16,9.818
2023-01-17,9.81
2023-01-18,9.81
2023-01-19,9.81
2023-01-20,9.81
2023-01-21,9.81
2023-01-22,9.81
2023-01-23,9.735
2023-01-24,9.511
2023-01-25,9.309
2023-01-26,9.309
2023-01-27,9.169
2023-01-28,9.169
2023-01-29,9.169
2023-01-30,9.169
2023-01-31,9.169
2023-02-01,9.169
2023-02-02,9.169
2023-02-03,9.282
2023-02-04,9.282
2023-02-05,9.282
2023-02-06,9.282
2023-02-07,9.222
2023-02-08,9.222
2023-02-09,9.222
2023-02-10,9.222
2023-02-11,9.222
2023-02-12,9.222
2023-02-13,9.222
2023-02-14,9.222
2023-02-15,9.222
2023-02-16,9.222
2023-02-17,9.222
2023-02-18,9.222
2023-02-19,9.222
2023-02-20,9.368
2023-02-21,9.368
2023-02-22,9.368
2023-02-23,9.368
2023-02-24,9.368
2023-02-25,9.368
2023-02-26,9.368
2023-02-27,9.368
2023-02-28,9.368
2023-03-01,9.368
2023-03-02,9.368
2023-03-03,9.368
2023-03-04,9.368
2023-03-05,9.368
2023-03-06,9.368
2023-03-07,9.368
2023-03-08,9.368
2023-03-09,9.368
2023-03-10,9.368
2023-03-11,9.368
2023-03-12,9.368
2023-03-13,9.368
2023-03-14,9.368
2023-03-15,9.368
2023-03-16,9.368
2023-03-17,9.368
2023-03-18,9.368
2023-03-19,9.368
2023-03-20,9.368
2023-03-21,9.368
2023-03-22,9.368
2023-03-23,9.368
2023-03-24,9.368
2023-03-25,9.368
2023-03-26,9.368
2023-03-27,9.368
2023-03-28,9.368
2023-03-29,9.368
2023-03-30,9.368
2023-03-31,9.368
2023-04-01,9.368
2023-04-02,9.368
2023-04-03,9.368
2023-04-04,9.368
2023-04-05,9.368
2023-04-06,9.368
2023-04-07,9.368
2023-04-08,9.368
2023-04-09,9.368
2023-04-10,9.368
2023-04-11,9.373
2023-04-12,9.373
2023-04-13,9.373
2023-04-14,9.373
2023-04-15,9.373
2023-04-16,9.373
2023-04-17,9.373
2023-04-18,9.373
2023-04-19,9.488
2023-04-20,10.459
2023-04-21,10.997
2023-04-22,10.997
2023-04-23,10.997
2023-04-24,11.216
2023-04-25,11.216
2023-04-26,11.216
2023-04-27,11.216
2023-04-28,11.216
2023-04-29,11.216
2023-04-30,11.216
2023-05-01,11.216
2023-05-02,11.216
2023-05-03,11.216
2023-05-04,11.206
2023-05-05,11.206
2023-05-06,11.206
2023-05-07,11.206
2023-05-08,11.206
2023-05-09,11.206
2023-05-10,11.206
2023-05-11,11.206
2023-05-12,11.206
2023-05-13,11.206
2023-05-14,11.206
2023-05-15,11.268
2023-05-16,11.268
2023-05-17,11.268
2023-05-18,11.268
2023-05-19,11.268
2023-05-20,11.268
2023-05-21,11.268
2023-05-22,11.268
2023-05-23,11.268
2023-05-24,11.289
2023-05-25,11.289
2023-05-26,11.289
2023-05-27,11.289
2023-05-28,11.289
2023-05-29,11.289
2023-05-30,11.289
2023-05-31,11.289
2023-06-01,11.284
2023-06-02,11.284
2023-06-03,11.284
2023-06-04,11.284
2023-06-05,11.284
2023-06-06,11.284
2023-06-07,11.284
2023-06-08,11.284
2023-06-09,11.284
2023-06-10,11.284
2023-06-11,11.284
2023-06-12,11.284
2023-06-13,11.219
2023-06-14,11.219
2023-06-15,11.219
2023-06-16,11.219
2023-06-17,11.219
2023-06-18,11.219
2023-06-19,11.219
2023-06-20,11.217
2023-06-21,11.217
2023-06-22,11.217
2023-06-23,11.251
2023-06-24,11.251
2023-06-25,11.251
2023-06-26,11.251
2023-06-27,11.251
2023-06-28,11.251
2023-06-29,11.251
2023-06-30,11.251
