,DK US Equity
2023-06-10,1.526
2023-06-11,1.434
2023-06-12,1.434
2023-06-13,1.434
2023-06-14,1.434
2023-06-15,1.434
2023-06-16,1.434
2023-06-17,1.434
2023-06-18,1.434
2023-06-19,1.434
2023-06-20,1.434
2023-06-21,1.434
2023-06-22,1.434
2023-06-23,1.434
2023-06-24,1.434
2023-06-25,1.434
2023-06-26,1.434
2023-06-27,1.445
2023-06-28,1.445
2023-06-29,1.44
2023-06-30,1.44
2023-07-01,1.44
2023-07-02,1.44
2023-07-03,1.44
2023-07-04,1.44
2023-07-05,1.44
2023-07-06,1.455
2023-07-07,1.351
2023-07-08,1.351
2023-07-09,1.351
2023-07-10,1.272
2023-07-11,1.272
2023-07-12,1.272
2023-07-13,1.272
2023-07-14,1.311
2023-07-15,1.311
2023-07-16,1.311
2023-07-17,1.311
2023-07-18,1.222
2023-07-19,1.217
2023-07-20,1.217
2023-07-21,1.217
2023-07-22,1.217
2023-07-23,1.217
2023-07-24,1.217
2023-07-25,1.217
2023-07-26,1.236
2023-07-27,1.236
2023-07-28,1.236
2023-07-29,1.236
2023-07-30,1.236
2023-07-31,1.236
2023-08-01,1.236
2023-08-02,1.236
2023-08-03,1.217
2023-08-04,1.217
2023-08-05,1.217
2023-08-06,1.217
2023-08-07,1.186
2023-08-08,1.169
2023-08-09,1.161
2023-08-10,1.131
2023-08-11,1.131
2023-08-12,1.131
2023-08-13,1.131
2023-08-14,1.097
2023-08-15,1.022
2023-08-16,1.022
2023-08-17,1.022
2023-08-18,1.023
2023-08-19,1.023
2023-08-20,1.004
2023-08-21,0.936
2023-08-22,0.936
2023-08-23,0.945
2023-08-24,0.877
2023-08-25,0.877
2023-08-26,0.877
2023-08-27,0.877
2023-08-28,0.877
2023-08-29,0.877
2023-08-30,0.877
2023-08-31,0.828
2023-09-01,0.952
2023-09-02,0.952
2023-09-03,0.952
2023-09-04,0.952
2023-09-05,0.954
2023-09-06,0.954
2023-09-07,0.978
2023-09-08,0.965
2023-09-09,0.965
2023-09-10,0.965
2023-09-11,0.965
2023-09-12,0.965
2023-09-13,0.965
2023-09-14,0.965
2023-09-15,1.062
2023-09-16,1.062
2023-09-17,1.062
2023-09-18,1.403
2023-09-19,1.428
2023-09-20,1.428
2023-09-21,1.428
2023-09-22,1.428
2023-09-23,1.428
2023-09-24,1.428
2023-09-25,1.656
2023-09-26,1.656
2023-09-27,1.793
2023-09-28,1.793
2023-09-29,1.793
2023-09-30,1.863
2023-10-01,1.863
2023-10-02,1.863
2023-10-03,1.742
2023-10-04,1.973
2023-10-05,1.817
2023-10-06,1.787
2023-10-07,1.787
2023-10-08,1.787
2023-10-09,1.787
2023-10-10,1.787
2023-10-11,1.787
2023-10-12,1.82
2023-10-13,1.82
2023-10-14,1.82
2023-10-15,1.82
2023-10-16,2.047
2023-10-17,2.118
2023-10-18,2.118
2023-10-19,2.118
2023-10-20,2.118
2023-10-21,2.118
2023-10-22,2.118
2023-10-23,2.118
2023-10-24,2.118
2023-10-25,2.116
2023-10-26,2.116
2023-10-27,2.116
2023-10-28,2.116
2023-10-29,2.116
2023-10-30,2.116
2023-10-31,2.116
2023-11-01,2.116
2023-11-02,2.116
2023-11-03,2.116
2023-11-04,2.116
2023-11-05,2.116
2023-11-06,2.116
2023-11-07,1.952
2023-11-08,1.886
2023-11-09,1.808
2023-11-10,1.775
2023-11-11,1.775
2023-11-12,1.775
2023-11-13,1.775
2023-11-14,1.775
2023-11-15,1.775
2023-11-16,1.775
2023-11-17,1.775
2023-11-18,1.775
2023-11-19,1.775
2023-11-20,1.717
2023-11-21,1.717
2023-11-22,1.717
2023-11-23,1.717
2023-11-24,1.717
2023-11-25,1.717
2023-11-26,1.717
2023-11-27,1.717
2023-11-28,1.717
2023-11-29,1.717
2023-11-30,1.717
2023-12-01,1.717
2023-12-02,1.717
2023-12-03,1.717
2023-12-04,1.7
2023-12-05,1.7
2023-12-06,1.7
2023-12-07,1.7
2023-12-08,1.636
2023-12-09,1.636
2023-12-10,1.636
2023-12-11,1.636
2023-12-12,1.636
2023-12-13,1.54
2023-12-14,1.478
2023-12-15,1.478
2023-12-16,1.478
2023-12-17,1.478
2023-12-18,1.478
2023-12-19,1.43
2023-12-20,1.42
2023-12-21,1.46
2023-12-22,1.46
2023-12-23,1.46
2023-12-24,1.46
2023-12-25,1.46
2023-12-26,1.46
2023-12-27,1.46
2023-12-28,1.46
2023-12-29,1.46
2023-12-30,1.46
2023-12-31,1.46
2024-01-01,1.46
2024-01-02,1.46
2024-01-03,1.46
2024-01-04,1.46
2024-01-05,1.592
2024-01-06,1.592
2024-01-07,1.352
2024-01-08,1.352
2024-01-09,1.352
2024-01-10,1.352
2024-01-11,1.335
2024-01-12,1.28
2024-01-13,1.28
2024-01-14,1.28
2024-01-15,1.28
2024-01-16,0.875
2024-01-17,0.875
2024-01-18,0.875
2024-01-19,0.875
2024-01-20,0.875
2024-01-21,0.875
2024-01-22,0.875
2024-01-23,0.875
2024-01-24,0.893
2024-01-25,0.893
2024-01-26,0.893
2024-01-27,0.893
2024-01-28,0.893
2024-01-29,0.893
2024-01-30,0.893
2024-01-31,0.893
2024-02-01,0.893
2024-02-02,0.893
2024-02-03,0.893
2024-02-04,0.893
2024-02-05,0.893
2024-02-06,0.893
2024-02-07,0.893
2024-02-08,0.894
2024-02-09,0.954
2024-02-10,0.954
2024-02-11,0.954
2024-02-12,0.954
2024-02-13,0.954
2024-02-14,0.954
2024-02-15,1.034
2024-02-16,1.055
2024-02-17,1.055
2024-02-18,1.055
2024-02-19,1.055
2024-02-20,1.055
2024-02-21,1.055
2024-02-22,1.055
2024-02-23,1.055
2024-02-24,1.055
2024-02-25,1.055
2024-02-26,1.039
2024-02-27,1.195
2024-02-28,1.202
2024-02-29,1.202
2024-03-01,1.202
2024-03-02,1.202
2024-03-03,1.202
2024-03-04,1.124
2024-03-05,1.155
2024-03-06,1.155
2024-03-07,1.107
2024-03-08,1.07
2024-03-09,1.07
2024-03-10,1.07
2024-03-11,1.089
2024-03-12,1.089
2024-03-13,1.089
2024-03-14,1.089
2024-03-15,1.22
2024-03-16,1.22
2024-03-17,1.22
2024-03-18,1.016
2024-03-19,1.016
2024-03-20,1.016
2024-03-21,1.088
2024-03-22,1.261
2024-03-23,1.261
2024-03-24,1.261
2024-03-25,1.261
2024-03-26,1.261
2024-03-27,1.261
2024-03-28,1.261
2024-03-29,1.261
2024-03-30,1.261
2024-03-31,1.251
2024-04-01,1.236
2024-04-02,1.236
2024-04-03,1.236
2024-04-04,1.145
2024-04-05,1.145
2024-04-06,1.145
2024-04-07,1.069
2024-04-08,1.069
