,HON US Equity
2020-11-13,10.56
2020-11-14,10.56
2020-11-15,10.56
2020-11-16,10.56
2020-11-17,10.56
2020-11-18,10.56
2020-11-19,10.56
2020-11-20,10.56
2020-11-21,10.56
2020-11-22,10.56
2020-11-23,10.56
2020-11-24,10.56
2020-11-25,10.56
2020-11-26,10.56
2020-11-27,10.56
2020-11-28,10.56
2020-11-29,10.56
2020-11-30,10.57
2020-12-01,10.57
2020-12-02,10.57
2020-12-03,10.606
2020-12-04,10.606
2020-12-05,10.606
2020-12-06,10.606
2020-12-07,10.606
2020-12-08,10.606
2020-12-09,10.606
2020-12-10,10.606
2020-12-11,10.606
2020-12-12,10.606
2020-12-13,10.606
2020-12-14,10.724
2020-12-15,10.724
2020-12-16,10.724
2020-12-17,10.724
2020-12-18,10.724
2020-12-19,10.724
2020-12-20,10.724
2020-12-21,10.724
2020-12-22,10.724
2020-12-23,10.752
2020-12-24,10.752
2020-12-25,10.752
2020-12-26,10.752
2020-12-27,10.752
2020-12-28,10.752
2020-12-29,10.752
2020-12-30,10.752
2020-12-31,10.752
2021-01-01,10.752
2021-01-02,10.752
2021-01-03,10.752
2021-01-04,10.752
2021-01-05,10.73
2021-01-06,10.73
2021-01-07,10.73
2021-01-08,10.73
2021-01-09,10.73
2021-01-10,10.73
2021-01-11,10.73
2021-01-12,10.644
2021-01-13,10.644
2021-01-14,10.644
2021-01-15,10.644
2021-01-16,10.644
2021-01-17,10.644
2021-01-18,10.644
2021-01-19,10.644
2021-01-20,10.644
2021-01-21,10.644
2021-01-22,10.644
2021-01-23,10.644
2021-01-24,10.644
2021-01-25,10.644
2021-01-26,10.644
2021-01-27,10.644
2021-01-28,10.644
2021-01-29,10.775
2021-01-30,10.775
2021-01-31,10.775
2021-02-01,10.753
2021-02-02,10.747
2021-02-03,10.747
2021-02-04,10.747
2021-02-05,10.747
2021-02-06,10.747
2021-02-07,10.747
2021-02-08,10.747
2021-02-09,10.747
2021-02-10,10.747
2021-02-11,10.747
2021-02-12,10.747
2021-02-13,10.747
2021-02-14,10.747
2021-02-15,10.747
2021-02-16,10.747
2021-02-17,10.747
2021-02-18,10.747
2021-02-19,10.747
2021-02-20,10.747
2021-02-21,10.747
2021-02-22,10.747
2021-02-23,10.747
2021-02-24,10.747
2021-02-25,10.747
2021-02-26,10.747
2021-02-27,10.747
2021-02-28,10.747
2021-03-01,10.747
2021-03-02,10.747
2021-03-03,10.747
2021-03-04,10.747
2021-03-05,10.747
2021-03-06,10.747
2021-03-07,10.747
2021-03-08,10.747
2021-03-09,10.747
2021-03-10,10.747
2021-03-11,10.747
2021-03-12,10.747
2021-03-13,10.747
2021-03-14,10.747
2021-03-15,10.747
2021-03-16,10.747
2021-03-17,10.747
2021-03-18,10.747
2021-03-19,10.747
2021-03-20,10.747
2021-03-21,10.747
2021-03-22,10.747
2021-03-23,10.747
2021-03-24,10.787
2021-03-25,10.787
2021-03-26,10.787
2021-03-27,10.787
2021-03-28,10.787
2021-03-29,10.787
2021-03-30,10.787
2021-03-31,10.787
2021-04-01,10.787
2021-04-02,10.787
2021-04-03,10.787
2021-04-04,10.787
2021-04-05,10.787
2021-04-06,10.823
2021-04-07,10.823
2021-04-08,11.033
2021-04-09,11.03
2021-04-10,11.03
2021-04-11,11.03
2021-04-12,11.03
2021-04-13,11.092
2021-04-14,11.092
2021-04-15,11.092
2021-04-16,11.04
2021-04-17,11.04
2021-04-18,11.04
2021-04-19,11.04
2021-04-20,11.04
2021-04-21,11.04
2021-04-22,11.04
2021-04-23,11.06
2021-04-24,11.119
2021-04-25,11.119
2021-04-26,11.073
2021-04-27,11.073
2021-04-28,11.073
2021-04-29,11.073
2021-04-30,11.073
2021-05-01,11.073
2021-05-02,11.073
2021-05-03,11.073
2021-05-04,11.073
2021-05-05,11.073
2021-05-06,11.073
2021-05-07,11.073
2021-05-08,11.073
2021-05-09,11.073
2021-05-10,11.073
2021-05-11,11.073
2021-05-12,11.073
2021-05-13,11.073
2021-05-14,11.139
2021-05-15,11.139
2021-05-16,11.139
2021-05-17,11.139
2021-05-18,11.139
2021-05-19,11.139
2021-05-20,11.139
2021-05-21,11.139
2021-05-22,11.139
2021-05-23,11.139
2021-05-24,11.139
2021-05-25,11.139
2021-05-26,11.139
2021-05-27,11.139
2021-05-28,11.139
2021-05-29,11.139
2021-05-30,11.139
2021-05-31,11.139
2021-06-01,11.139
2021-06-02,11.139
2021-06-03,11.139
2021-06-04,11.139
2021-06-05,11.139
2021-06-06,11.139
2021-06-07,11.139
2021-06-08,11.143
2021-06-09,11.143
2021-06-10,11.143
2021-06-11,11.143
2021-06-12,11.143
2021-06-13,11.143
2021-06-14,11.143
2021-06-15,11.143
2021-06-16,11.143
2021-06-17,11.143
2021-06-18,11.143
2021-06-19,11.143
2021-06-20,11.143
2021-06-21,11.143
2021-06-22,11.143
2021-06-23,11.143
2021-06-24,11.143
2021-06-25,11.143
2021-06-26,11.143
2021-06-27,11.143
2021-06-28,11.143
2021-06-29,11.143
2021-06-30,11.143
2021-07-01,11.143
2021-07-02,11.143
2021-07-03,11.143
2021-07-04,11.143
2021-07-05,11.143
2021-07-06,11.143
2021-07-07,11.143
2021-07-08,11.143
2021-07-09,11.199
2021-07-10,11.199
2021-07-11,11.199
2021-07-12,11.196
2021-07-13,11.189
2021-07-14,11.189
2021-07-15,11.189
2021-07-16,11.189
2021-07-17,11.189
2021-07-18,11.189
2021-07-19,11.194
2021-07-20,11.194
2021-07-21,11.194
2021-07-22,11.194
2021-07-23,11.177
2021-07-24,11.177
2021-07-25,11.177
2021-07-26,11.19
2021-07-27,11.19
2021-07-28,11.19
2021-07-29,11.19
2021-07-30,11.19
2021-07-31,11.19
2021-08-01,11.19
2021-08-02,11.197
2021-08-03,11.197
2021-08-04,11.197
2021-08-05,11.197
2021-08-06,11.197
2021-08-07,11.197
2021-08-08,11.197
2021-08-09,11.197
2021-08-10,11.197
2021-08-11,11.197
2021-08-12,11.197
2021-08-13,11.197
2021-08-14,11.197
2021-08-15,11.197
2021-08-16,11.197
2021-08-17,11.197
2021-08-18,11.197
2021-08-19,11.197
2021-08-20,11.197
2021-08-21,11.197
2021-08-22,11.197
2021-08-23,11.197
2021-08-24,11.197
2021-08-25,11.197
2021-08-26,11.197
2021-08-27,11.197
2021-08-28,11.197
2021-08-29,11.197
2021-08-30,11.197
2021-08-31,11.197
2021-09-01,11.197
2021-09-02,11.197
2021-09-03,11.197
2021-09-04,11.197
2021-09-05,11.197
2021-09-06,11.197
2021-09-07,11.197
2021-09-08,11.197
2021-09-09,11.197
2021-09-10,11.197
2021-09-11,11.197
2021-09-12,11.197
2021-09-13,11.197
2021-09-14,11.197
2021-09-15,11.197
2021-09-16,11.197
2021-09-17,11.197
2021-09-18,11.197
2021-09-19,11.197
2021-09-20,11.197
2021-09-21,11.197
2021-09-22,11.197
2021-09-23,11.197
2021-09-24,11.197
2021-09-25,11.197
2021-09-26,11.197
2021-09-27,11.197
2021-09-28,11.197
2021-09-29,11.197
2021-09-30,11.197
2021-10-01,11.197
2021-10-02,11.197
2021-10-03,11.197
2021-10-04,11.186
2021-10-05,11.186
2021-10-06,11.134
2021-10-07,11.134
2021-10-08,11.134
2021-10-09,11.134
2021-10-10,11.134
2021-10-11,11.134
2021-10-12,11.126
2021-10-13,11.126
2021-10-14,11.126
2021-10-15,11.126
2021-10-16,11.126
2021-10-17,11.126
2021-10-18,11.126
2021-10-19,11.126
2021-10-20,11.126
2021-10-21,11.126
2021-10-22,11.007
2021-10-23,10.763
2021-10-24,10.763
2021-10-25,10.763
2021-10-26,10.742
2021-10-27,10.742
2021-10-28,10.742
2021-10-29,10.742
2021-10-30,10.742
2021-10-31,10.742
2021-11-01,10.742
2021-11-02,10.742
2021-11-03,10.742
2021-11-04,10.742
2021-11-05,10.742
2021-11-06,10.742
2021-11-07,10.742
2021-11-08,10.742
2021-11-09,10.742
2021-11-10,10.742
2021-11-11,10.742
2021-11-12,10.742
2021-11-13,10.742
2021-11-14,10.742
2021-11-15,10.742
2021-11-16,10.742
2021-11-17,10.758
2021-11-18,10.758
2021-11-19,10.758
2021-11-20,10.758
2021-11-21,10.758
2021-11-22,10.758
2021-11-23,10.752
2021-11-24,10.752
2021-11-25,10.752
2021-11-26,10.752
2021-11-27,10.752
2021-11-28,10.752
2021-11-29,10.752
2021-11-30,10.752
2021-12-01,10.752
2021-12-02,10.752
2021-12-03,10.752
2021-12-04,10.752
2021-12-05,10.752
2021-12-06,10.752
2021-12-07,10.752
2021-12-08,10.752
2021-12-09,10.752
2021-12-10,10.752
2021-12-11,10.752
2021-12-12,10.752
2021-12-13,10.75
2021-12-14,10.757
2021-12-15,10.757
2021-12-16,10.757
2021-12-17,10.757
2021-12-18,10.757
2021-12-19,10.757
2021-12-20,10.757
2021-12-21,10.757
2021-12-22,10.757
2021-12-23,10.757
2021-12-24,10.757
2021-12-25,10.757
2021-12-26,10.757
2021-12-27,10.757
2021-12-28,10.757
2021-12-29,10.757
2021-12-30,10.757
2021-12-31,10.757
2022-01-01,10.757
2022-01-02,10.757
2022-01-03,10.757
2022-01-04,10.785
2022-01-05,10.785
2022-01-06,10.785
2022-01-07,10.785
2022-01-08,10.785
2022-01-09,10.785
2022-01-10,10.785
2022-01-11,10.79
2022-01-12,10.79
2022-01-13,10.759
2022-01-14,10.759
2022-01-15,10.759
2022-01-16,10.759
2022-01-17,10.759
2022-01-18,10.765
2022-01-19,10.765
2022-01-20,10.765
2022-01-21,10.765
2022-01-22,10.765
2022-01-23,10.752
2022-01-24,10.752
2022-01-25,10.752
2022-01-26,10.752
2022-01-27,10.752
2022-01-28,10.752
2022-01-29,10.752
2022-01-30,10.752
2022-01-31,10.752
2022-02-01,10.752
2022-02-02,10.752
2022-02-03,10.621
2022-02-04,10.703
2022-02-05,10.703
2022-02-06,10.674
2022-02-07,10.674
2022-02-08,10.674
2022-02-09,10.674
2022-02-10,10.674
2022-02-11,10.674
2022-02-12,10.674
2022-02-13,10.674
2022-02-14,10.661
2022-02-15,10.661
2022-02-16,10.661
2022-02-17,10.661
2022-02-18,10.661
2022-02-19,10.661
2022-02-20,10.661
2022-02-21,10.661
2022-02-22,10.661
2022-02-23,10.661
2022-02-24,10.661
2022-02-25,10.661
2022-02-26,10.661
2022-02-27,10.661
2022-02-28,10.661
2022-03-01,10.661
2022-03-02,10.674
2022-03-03,10.696
2022-03-04,10.662
2022-03-05,10.662
2022-03-06,10.662
2022-03-07,10.662
2022-03-08,10.662
2022-03-09,10.662
2022-03-10,10.662
2022-03-11,10.662
2022-03-12,10.662
2022-03-13,10.662
2022-03-14,10.662
2022-03-15,10.662
2022-03-16,10.656
2022-03-17,10.656
2022-03-18,10.645
2022-03-19,10.645
2022-03-20,10.645
2022-03-21,10.645
2022-03-22,10.645
2022-03-23,10.645
2022-03-24,10.645
2022-03-25,10.645
2022-03-26,10.645
2022-03-27,10.645
2022-03-28,10.648
2022-03-29,10.648
2022-03-30,10.648
2022-03-31,10.631
2022-04-01,10.631
2022-04-02,10.631
2022-04-03,10.631
2022-04-04,10.636
2022-04-05,10.655
2022-04-06,10.655
2022-04-07,10.652
2022-04-08,10.652
2022-04-09,10.652
2022-04-10,10.652
2022-04-11,10.652
2022-04-12,10.652
2022-04-13,10.658
2022-04-14,10.677
2022-04-15,10.677
2022-04-16,10.677
2022-04-17,10.677
2022-04-18,10.677
2022-04-19,10.677
2022-04-20,10.677
2022-04-21,10.677
2022-04-22,10.677
2022-04-23,10.677
2022-04-24,10.677
2022-04-25,10.677
2022-04-26,10.677
2022-04-27,10.677
2022-04-28,10.677
2022-04-29,10.754
2022-04-30,10.759
2022-05-01,10.768
2022-05-02,10.755
2022-05-03,10.755
2022-05-04,10.762
2022-05-05,10.762
2022-05-06,10.765
2022-05-07,10.765
2022-05-08,10.765
2022-05-09,10.761
2022-05-10,10.761
2022-05-11,10.761
2022-05-12,10.761
2022-05-13,10.786
2022-05-14,10.786
2022-05-15,10.786
2022-05-16,10.786
2022-05-17,10.786
2022-05-18,10.786
2022-05-19,10.786
2022-05-20,10.789
2022-05-21,10.789
2022-05-22,10.789
2022-05-23,10.789
2022-05-24,10.789
2022-05-25,10.789
2022-05-26,10.789
2022-05-27,10.789
2022-05-28,10.789
2022-05-29,10.789
2022-05-30,10.789
2022-05-31,10.789
2022-06-01,10.789
2022-06-02,10.769
2022-06-03,10.769
2022-06-04,10.769
2022-06-05,10.769
2022-06-06,10.767
2022-06-07,10.767
2022-06-08,10.767
2022-06-09,10.767
2022-06-10,10.767
2022-06-11,10.767
2022-06-12,10.762
2022-06-13,10.762
2022-06-14,10.762
2022-06-15,10.762
2022-06-16,10.767
2022-06-17,10.767
2022-06-18,10.767
2022-06-19,10.767
2022-06-20,10.767
2022-06-21,10.767
2022-06-22,10.767
2022-06-23,10.767
2022-06-24,10.767
2022-06-25,10.767
2022-06-26,10.767
2022-06-27,10.762
2022-06-28,10.762
2022-06-29,10.762
2022-06-30,10.762
2022-07-01,10.762
2022-07-02,10.762
2022-07-03,10.762
2022-07-04,10.762
2022-07-05,10.762
2022-07-06,10.755
2022-07-07,10.727
2022-07-08,10.721
2022-07-09,10.721
2022-07-10,10.721
2022-07-11,10.721
2022-07-12,10.709
2022-07-13,10.703
2022-07-14,10.703
2022-07-15,10.701
2022-07-16,10.701
2022-07-17,10.701
2022-07-18,10.7
2022-07-19,10.7
2022-07-20,10.698
2022-07-21,10.698
2022-07-22,10.698
2022-07-23,10.698
2022-07-24,10.681
2022-07-25,10.681
2022-07-26,10.681
2022-07-27,10.681
2022-07-28,10.679
2022-07-29,10.695
2022-07-30,10.695
2022-07-31,10.711
2022-08-01,10.711
2022-08-02,10.711
2022-08-03,10.711
2022-08-04,10.684
2022-08-05,10.684
2022-08-06,10.684
2022-08-07,10.678
2022-08-08,10.666
2022-08-09,10.666
2022-08-10,10.666
2022-08-11,10.666
2022-08-12,10.666
2022-08-13,10.666
2022-08-14,10.666
2022-08-15,10.666
2022-08-16,10.666
2022-08-17,10.666
2022-08-18,10.666
2022-08-19,10.666
2022-08-20,10.666
2022-08-21,10.666
2022-08-22,10.666
2022-08-23,10.666
2022-08-24,10.666
2022-08-25,10.666
2022-08-26,10.666
2022-08-27,10.666
2022-08-28,10.666
2022-08-29,10.666
2022-08-30,10.666
2022-08-31,10.666
2022-09-01,10.622
2022-09-02,10.622
2022-09-03,10.622
2022-09-04,10.622
2022-09-05,10.622
2022-09-06,10.622
2022-09-07,10.622
2022-09-08,10.622
2022-09-09,10.622
2022-09-10,10.622
2022-09-11,10.622
2022-09-12,10.622
2022-09-13,10.622
2022-09-14,10.622
2022-09-15,10.627
2022-09-16,10.627
2022-09-17,10.627
2022-09-18,10.627
2022-09-19,10.627
2022-09-20,10.629
2022-09-21,10.629
2022-09-22,10.629
2022-09-23,10.629
2022-09-24,10.629
2022-09-25,10.629
2022-09-26,10.615
2022-09-27,10.615
2022-09-28,10.615
2022-09-29,10.594
2022-09-30,10.594
2022-10-01,10.594
2022-10-02,10.592
2022-10-03,10.592
2022-10-04,10.592
2022-10-05,10.592
2022-10-06,10.565
2022-10-07,10.526
2022-10-08,10.526
2022-10-09,10.526
2022-10-10,10.505
2022-10-11,10.497
2022-10-12,10.448
2022-10-13,10.448
2022-10-14,10.448
2022-10-15,10.448
2022-10-16,10.448
2022-10-17,10.422
2022-10-18,10.422
2022-10-19,10.422
2022-10-20,10.422
2022-10-21,10.422
2022-10-22,10.422
2022-10-23,10.422
2022-10-24,10.422
2022-10-25,10.422
2022-10-26,10.422
2022-10-27,10.41
2022-10-28,10.327
2022-10-29,10.327
2022-10-30,10.307
2022-10-31,10.299
2022-11-01,10.299
2022-11-02,10.299
2022-11-03,10.299
2022-11-04,10.299
2022-11-05,10.299
2022-11-06,10.299
2022-11-07,10.292
2022-11-08,10.266
2022-11-09,10.266
2022-11-10,10.238
2022-11-11,10.238
2022-11-12,10.238
2022-11-13,10.238
2022-11-14,10.238
2022-11-15,10.238
2022-11-16,10.238
2022-11-17,10.238
2022-11-18,10.238
2022-11-19,10.238
2022-11-20,10.238
2022-11-21,10.238
2022-11-22,10.238
2022-11-23,10.238
2022-11-24,10.238
2022-11-25,10.238
2022-11-26,10.238
2022-11-27,10.238
2022-11-28,10.238
2022-11-29,10.238
2022-11-30,10.238
2022-12-01,10.198
2022-12-02,10.198
2022-12-03,10.198
2022-12-04,10.198
2022-12-05,10.198
2022-12-06,10.198
2022-12-07,10.198
2022-12-08,10.198
2022-12-09,10.198
2022-12-10,10.198
2022-12-11,10.198
2022-12-12,10.198
2022-12-13,10.198
2022-12-14,10.189
2022-12-15,10.189
2022-12-16,10.218
2022-12-17,10.218
2022-12-18,10.218
2022-12-19,10.218
2022-12-20,10.218
2022-12-21,10.218
2022-12-22,10.218
2022-12-23,10.218
2022-12-24,10.218
2022-12-25,10.218
2022-12-26,10.218
2022-12-27,10.218
2022-12-28,10.218
2022-12-29,10.218
2022-12-30,10.218
2022-12-31,10.218
2023-01-01,10.218
2023-01-02,10.218
2023-01-03,10.209
2023-01-04,10.215
2023-01-05,10.216
2023-01-06,10.198
2023-01-07,10.198
2023-01-08,10.198
2023-01-09,10.223
2023-01-10,10.223
2023-01-11,10.207
2023-01-12,10.204
2023-01-13,10.232
2023-01-14,10.232
2023-01-15,10.232
2023-01-16,10.227
2023-01-17,10.206
2023-01-18,10.206
2023-01-19,10.206
2023-01-20,10.184
2023-01-21,10.185
2023-01-22,10.185
2023-01-23,10.185
2023-01-24,10.185
2023-01-25,10.185
2023-01-26,10.185
2023-01-27,10.185
2023-01-28,10.185
2023-01-29,10.185
2023-01-30,10.185
2023-01-31,10.185
2023-02-01,10.201
2023-02-02,10.118
2023-02-03,10.07
2023-02-04,10.07
2023-02-05,10.076
2023-02-06,10.083
2023-02-07,10.083
2023-02-08,10.083
2023-02-09,10.084
2023-02-10,10.084
2023-02-11,10.084
2023-02-12,10.084
2023-02-13,10.064
2023-02-14,10.064
2023-02-15,10.064
2023-02-16,10.058
2023-02-17,10.058
2023-02-18,10.058
2023-02-19,10.058
2023-02-20,10.058
2023-02-21,10.058
2023-02-22,10.058
2023-02-23,10.058
2023-02-24,10.058
2023-02-25,10.058
2023-02-26,10.058
2023-02-27,10.058
2023-02-28,10.028
2023-03-01,10.028
2023-03-02,10.028
2023-03-03,10.028
2023-03-04,10.028
2023-03-05,10.028
2023-03-06,10.015
2023-03-07,10.015
2023-03-08,10.015
2023-03-09,10.015
2023-03-10,10.015
2023-03-11,10.015
2023-03-12,10.015
2023-03-13,10.02
2023-03-14,10.02
2023-03-15,10.02
2023-03-16,10.02
2023-03-17,10.02
2023-03-18,10.02
2023-03-19,10.02
2023-03-20,10.02
2023-03-21,10.02
2023-03-22,10.02
2023-03-23,10.02
2023-03-24,10.02
2023-03-25,10.02
2023-03-26,10.02
2023-03-27,10.02
2023-03-28,10.02
2023-03-29,10.02
2023-03-30,10.02
2023-03-31,10.021
2023-04-01,10.021
2023-04-02,10.021
2023-04-03,10.011
2023-04-04,10.011
2023-04-05,10.01
2023-04-06,10.011
2023-04-07,10.011
2023-04-08,10.011
2023-04-09,10.011
2023-04-10,10.011
2023-04-11,10.004
2023-04-12,10.004
2023-04-13,10.004
2023-04-14,10.004
2023-04-15,10.004
2023-04-16,10.004
2023-04-17,10.004
2023-04-18,10.022
2023-04-19,10.022
2023-04-20,10.023
2023-04-21,10.023
2023-04-22,10.023
2023-04-23,10.023
2023-04-24,10.023
2023-04-25,10.023
2023-04-26,10.023
2023-04-27,10.041
2023-04-28,10.058
2023-04-29,10.058
2023-04-30,10.06
2023-05-01,10.062
2023-05-02,10.064
2023-05-03,10.064
2023-05-04,10.064
2023-05-05,10.064
2023-05-06,10.064
2023-05-07,10.064
2023-05-08,10.064
2023-05-09,10.068
2023-05-10,10.068
2023-05-11,10.065
2023-05-12,10.064
2023-05-13,10.064
2023-05-14,10.064
2023-05-15,10.064
2023-05-16,10.066
2023-05-17,10.066
2023-05-18,10.066
2023-05-19,10.066
2023-05-20,10.066
2023-05-21,10.074
2023-05-22,10.074
2023-05-23,10.074
2023-05-24,10.076
2023-05-25,10.076
2023-05-26,10.076
2023-05-27,10.076
2023-05-28,10.076
2023-05-29,10.076
2023-05-30,10.076
2023-05-31,10.076
2023-06-01,10.076
2023-06-02,10.076
2023-06-03,10.076
2023-06-04,10.076
2023-06-05,10.076
2023-06-06,10.076
2023-06-07,10.077
2023-06-08,10.077
2023-06-09,10.077
2023-06-10,10.077
2023-06-11,10.1
2023-06-12,10.1
2023-06-13,10.1
2023-06-14,10.1
2023-06-15,10.1
2023-06-16,10.1
2023-06-17,10.1
2023-06-18,10.1
2023-06-19,10.1
2023-06-20,10.101
2023-06-21,10.101
2023-06-22,10.101
2023-06-23,10.101
