,FICO US Equity
2021-07-19,19.763
2021-07-20,19.763
2021-07-21,19.763
2021-07-22,19.763
2021-07-23,19.763
2021-07-24,19.763
2021-07-25,19.763
2021-07-26,19.763
2021-07-27,19.763
2021-07-28,19.763
2021-07-29,19.763
2021-07-30,19.763
2021-07-31,19.763
2021-08-01,19.763
2021-08-02,19.763
2021-08-03,19.763
2021-08-04,19.89
2021-08-05,19.89
2021-08-06,20.943
2021-08-07,20.943
2021-08-08,20.943
2021-08-09,20.943
2021-08-10,20.943
2021-08-11,20.943
2021-08-12,20.943
2021-08-13,20.943
2021-08-14,20.943
2021-08-15,20.943
2021-08-16,20.943
2021-08-17,20.943
2021-08-18,20.943
2021-08-19,20.943
2021-08-20,20.943
2021-08-21,20.943
2021-08-22,20.943
2021-08-23,20.943
2021-08-24,20.943
2021-08-25,20.943
2021-08-26,20.943
2021-08-27,20.943
2021-08-28,20.943
2021-08-29,20.943
2021-08-30,20.943
2021-08-31,20.943
2021-09-01,20.943
2021-09-02,20.943
2021-09-03,20.943
2021-09-04,20.943
2021-09-05,20.943
2021-09-06,20.943
2021-09-07,20.943
2021-09-08,20.943
2021-09-09,20.943
2021-09-10,20.943
2021-09-11,20.943
2021-09-12,20.943
2021-09-13,20.943
2021-09-14,20.943
2021-09-15,20.943
2021-09-16,20.515
2021-09-17,20.515
2021-09-18,20.515
2021-09-19,20.515
2021-09-20,20.515
2021-09-21,20.515
2021-09-22,20.515
2021-09-23,20.515
2021-09-24,20.515
2021-09-25,20.515
2021-09-26,20.515
2021-09-27,20.515
2021-09-28,20.515
2021-09-29,20.515
2021-09-30,20.515
2021-10-01,20.515
2021-10-02,20.515
2021-10-03,20.515
2021-10-04,20.515
2021-10-05,20.515
2021-10-06,20.515
2021-10-07,20.515
2021-10-08,20.515
2021-10-09,20.515
2021-10-10,20.515
2021-10-11,20.515
2021-10-12,20.515
2021-10-13,20.515
2021-10-14,20.515
2021-10-15,20.515
2021-10-16,20.515
2021-10-17,20.515
2021-10-18,20.515
2021-10-19,20.515
2021-10-20,20.515
2021-10-21,20.515
2021-10-22,20.515
2021-10-23,20.515
2021-10-24,20.515
2021-10-25,20.515
2021-10-26,20.515
2021-10-27,20.515
2021-10-28,20.515
2021-10-29,20.515
2021-10-30,20.515
2021-10-31,20.515
2021-11-01,20.515
2021-11-02,20.515
2021-11-03,20.515
2021-11-04,20.515
2021-11-05,20.515
2021-11-06,20.515
2021-11-07,20.515
2021-11-08,20.515
2021-11-09,20.515
2021-11-10,20.515
2021-11-11,18.97
2021-11-12,18.97
2021-11-13,18.97
2021-11-14,18.97
2021-11-15,18.97
2021-11-16,18.97
2021-11-17,18.97
2021-11-18,18.97
2021-11-19,16.37
2021-11-20,16.37
2021-11-21,16.37
2021-11-22,16.37
2021-11-23,16.37
2021-11-24,16.37
2021-11-25,16.37
2021-11-26,16.37
2021-11-27,16.37
2021-11-28,16.37
2021-11-29,16.37
2021-11-30,16.37
2021-12-01,16.37
2021-12-02,16.37
2021-12-03,17.16
2021-12-04,17.16
2021-12-05,17.16
2021-12-06,17.16
2021-12-07,17.39
2021-12-08,17.39
2021-12-09,17.39
2021-12-10,17.39
2021-12-11,17.39
2021-12-12,17.39
2021-12-13,17.39
2021-12-14,17.39
2021-12-15,17.39
2021-12-16,17.39
2021-12-17,17.4
2021-12-18,17.4
2021-12-19,17.4
2021-12-20,20.115
2021-12-21,20.115
2021-12-22,20.115
2021-12-23,20.115
2021-12-24,20.115
2021-12-25,20.115
2021-12-26,20.115
2021-12-27,20.115
2021-12-28,20.115
2021-12-29,20.115
2021-12-30,20.115
2021-12-31,20.115
2022-01-01,20.115
2022-01-02,20.115
2022-01-03,20.115
2022-01-04,20.115
2022-01-05,20.115
2022-01-06,20.115
2022-01-07,20.115
2022-01-08,20.115
2022-01-09,20.115
2022-01-10,20.115
2022-01-11,20.115
2022-01-12,20.115
2022-01-13,20.115
2022-01-14,20.115
2022-01-15,20.115
2022-01-16,20.115
2022-01-17,20.115
2022-01-18,20.115
2022-01-19,20.115
2022-01-20,20.115
2022-01-21,20.115
2022-01-22,20.115
2022-01-23,20.115
2022-01-24,20.115
2022-01-25,20.115
2022-01-26,20.115
2022-01-27,21.567
2022-01-28,21.797
2022-01-29,21.797
2022-01-30,21.797
2022-01-31,21.797
2022-02-01,21.797
2022-02-02,21.797
2022-02-03,21.797
2022-02-04,21.797
2022-02-05,21.797
2022-02-06,21.797
2022-02-07,21.797
2022-02-08,21.797
2022-02-09,21.797
2022-02-10,21.797
2022-02-11,21.797
2022-02-12,21.797
2022-02-13,21.797
2022-02-14,21.797
2022-02-15,21.797
2022-02-16,21.797
2022-02-17,21.797
2022-02-18,21.797
2022-02-19,21.797
2022-02-20,21.797
2022-02-21,21.797
2022-02-22,21.797
2022-02-23,21.797
2022-02-24,21.797
2022-02-25,21.797
2022-02-26,21.797
2022-02-27,21.797
2022-02-28,21.797
2022-03-01,21.797
2022-03-02,21.797
2022-03-03,21.797
2022-03-04,21.797
2022-03-05,21.797
2022-03-06,21.797
2022-03-07,21.797
2022-03-08,21.797
2022-03-09,21.797
2022-03-10,21.797
2022-03-11,21.797
2022-03-12,21.797
2022-03-13,21.797
2022-03-14,21.797
2022-03-15,21.797
2022-03-16,21.797
2022-03-17,21.797
2022-03-18,21.797
2022-03-19,21.797
2022-03-20,21.797
2022-03-21,21.797
2022-03-22,21.797
2022-03-23,21.797
2022-03-24,21.797
2022-03-25,21.797
2022-03-26,21.797
2022-03-27,21.797
2022-03-28,21.797
2022-03-29,21.797
2022-03-30,21.797
2022-03-31,21.797
2022-04-01,21.797
2022-04-02,21.797
2022-04-03,21.797
2022-04-04,21.797
2022-04-05,21.797
2022-04-06,21.797
2022-04-07,21.643
2022-04-08,21.643
2022-04-09,21.643
2022-04-10,21.4
2022-04-11,21.078
2022-04-12,21.078
2022-04-13,21.078
2022-04-14,21.078
2022-04-15,21.078
2022-04-16,21.078
2022-04-17,21.078
2022-04-18,21.078
2022-04-19,21.078
2022-04-20,21.078
2022-04-21,21.078
2022-04-22,20.925
2022-04-23,20.925
2022-04-24,20.925
2022-04-25,20.925
2022-04-26,20.925
2022-04-27,21.238
2022-04-28,21.725
2022-04-29,21.725
2022-04-30,21.725
2022-05-01,21.725
2022-05-02,21.725
2022-05-03,21.725
2022-05-04,21.725
2022-05-05,21.725
2022-05-06,21.725
2022-05-07,21.725
2022-05-08,21.725
2022-05-09,21.725
2022-05-10,21.725
2022-05-11,21.725
2022-05-12,21.725
2022-05-13,21.725
2022-05-14,21.725
2022-05-15,21.725
2022-05-16,21.725
2022-05-17,21.725
2022-05-18,21.725
2022-05-19,21.725
2022-05-20,21.725
2022-05-21,21.725
2022-05-22,21.725
2022-05-23,21.725
2022-05-24,21.725
2022-05-25,21.725
2022-05-26,21.725
2022-05-27,21.725
2022-05-28,21.725
2022-05-29,21.725
2022-05-30,21.725
2022-05-31,21.725
2022-06-01,21.725
2022-06-02,21.725
2022-06-03,21.725
2022-06-04,21.725
2022-06-05,21.725
2022-06-06,21.725
2022-06-07,21.725
2022-06-08,21.725
2022-06-09,21.725
2022-06-10,21.725
2022-06-11,21.725
2022-06-12,21.725
2022-06-13,21.725
2022-06-14,21.725
2022-06-15,21.725
2022-06-16,21.725
2022-06-17,20.857
2022-06-18,20.857
2022-06-19,20.857
2022-06-20,20.857
2022-06-21,20.857
2022-06-22,20.857
2022-06-23,20.857
2022-06-24,20.857
2022-06-25,20.857
2022-06-26,20.857
2022-06-27,20.857
2022-06-28,20.857
2022-06-29,20.857
2022-06-30,20.857
2022-07-01,20.857
2022-07-02,20.857
2022-07-03,20.857
2022-07-04,20.857
2022-07-05,20.857
2022-07-06,20.857
2022-07-07,20.857
2022-07-08,20.857
2022-07-09,20.857
2022-07-10,20.857
2022-07-11,20.857
2022-07-12,20.857
2022-07-13,20.857
2022-07-14,20.857
2022-07-15,20.857
2022-07-16,20.857
2022-07-17,20.857
2022-07-18,20.857
2022-07-19,20.857
2022-07-20,20.857
2022-07-21,20.857
2022-07-22,20.857
2022-07-23,20.857
2022-07-24,20.857
2022-07-25,20.857
2022-07-26,20.827
2022-07-27,21.533
2022-07-28,21.533
2022-07-29,21.533
2022-07-30,21.533
2022-07-31,21.533
2022-08-01,21.533
2022-08-02,21.533
2022-08-03,21.322
2022-08-04,21.884
2022-08-05,21.884
2022-08-06,21.884
2022-08-07,21.884
2022-08-08,21.884
2022-08-09,21.884
2022-08-10,21.884
2022-08-11,21.884
2022-08-12,21.884
2022-08-13,21.884
2022-08-14,21.884
2022-08-15,21.884
2022-08-16,21.884
2022-08-17,21.884
2022-08-18,21.884
2022-08-19,21.884
2022-08-20,21.884
2022-08-21,21.884
2022-08-22,21.884
2022-08-23,21.884
2022-08-24,21.884
2022-08-25,21.884
2022-08-26,21.884
2022-08-27,21.884
2022-08-28,21.884
2022-08-29,21.884
2022-08-30,21.884
2022-08-31,21.884
2022-09-01,21.687
2022-09-02,21.612
2022-09-03,21.612
2022-09-04,21.612
2022-09-05,21.612
2022-09-06,21.612
2022-09-07,21.612
2022-09-08,21.612
2022-09-09,21.612
2022-09-10,21.612
2022-09-11,21.612
2022-09-12,21.612
2022-09-13,21.612
2022-09-14,21.612
2022-09-15,21.612
2022-09-16,21.612
2022-09-17,21.612
2022-09-18,21.612
2022-09-19,21.612
2022-09-20,21.612
2022-09-21,21.612
2022-09-22,21.612
2022-09-23,21.612
2022-09-24,21.612
2022-09-25,21.612
2022-09-26,21.612
2022-09-27,21.71
2022-09-28,21.71
2022-09-29,21.71
2022-09-30,21.564
2022-10-01,21.564
2022-10-02,21.564
2022-10-03,21.564
2022-10-04,21.532
2022-10-05,21.532
2022-10-06,21.532
2022-10-07,21.532
2022-10-08,21.532
2022-10-09,21.532
2022-10-10,21.532
2022-10-11,21.532
2022-10-12,21.532
2022-10-13,21.532
2022-10-14,21.532
2022-10-15,21.532
2022-10-16,21.532
2022-10-17,21.532
2022-10-18,21.532
2022-10-19,21.532
2022-10-20,21.532
2022-10-21,21.532
2022-10-22,21.532
2022-10-23,21.532
2022-10-24,21.532
2022-10-25,21.538
2022-10-26,21.58
2022-10-27,21.58
2022-10-28,21.58
2022-10-29,21.58
2022-10-30,21.58
2022-10-31,21.58
2022-11-01,21.58
2022-11-02,21.58
2022-11-03,21.58
2022-11-04,21.58
2022-11-05,21.58
2022-11-06,21.408
2022-11-07,21.408
2022-11-08,21.408
2022-11-09,21.953
2022-11-10,22.588
2022-11-11,22.86
2022-11-12,22.86
2022-11-13,22.86
2022-11-14,22.86
2022-11-15,22.86
2022-11-16,22.86
2022-11-17,22.86
2022-11-18,22.86
2022-11-19,22.86
2022-11-20,22.86
2022-11-21,22.86
2022-11-22,22.86
2022-11-23,22.86
2022-11-24,22.86
2022-11-25,22.86
2022-11-26,22.86
2022-11-27,22.86
2022-11-28,22.86
2022-11-29,22.86
2022-11-30,22.86
2022-12-01,22.86
2022-12-02,22.86
2022-12-03,22.86
2022-12-04,22.86
2022-12-05,22.86
2022-12-06,22.86
2022-12-07,22.86
2022-12-08,22.86
2022-12-09,22.83
2022-12-10,22.83
2022-12-11,22.83
2022-12-12,22.83
2022-12-13,22.83
2022-12-14,22.83
2022-12-15,22.83
2022-12-16,22.83
2022-12-17,22.83
2022-12-18,22.83
2022-12-19,22.83
2022-12-20,22.83
2022-12-21,22.83
2022-12-22,22.83
2022-12-23,22.83
2022-12-24,22.83
2022-12-25,22.83
2022-12-26,22.83
2022-12-27,22.83
2022-12-28,22.83
2022-12-29,22.83
2022-12-30,22.83
2022-12-31,22.83
2023-01-01,22.83
2023-01-02,22.83
2023-01-03,22.83
2023-01-04,22.83
2023-01-05,22.779
2023-01-06,22.763
2023-01-07,22.763
2023-01-08,22.709
2023-01-09,22.709
2023-01-10,22.704
2023-01-11,22.704
2023-01-12,22.541
2023-01-13,22.541
2023-01-14,22.541
2023-01-15,22.541
2023-01-16,22.541
2023-01-17,22.541
2023-01-18,22.541
2023-01-19,22.541
2023-01-20,22.541
2023-01-21,22.541
2023-01-22,22.541
2023-01-23,22.541
2023-01-24,22.541
2023-01-25,22.541
2023-01-26,22.626
2023-01-27,22.81
2023-01-28,22.81
2023-01-29,22.81
2023-01-30,22.81
2023-01-31,22.81
2023-02-01,22.81
2023-02-02,22.81
2023-02-03,22.81
2023-02-04,22.81
2023-02-05,22.81
2023-02-06,22.81
2023-02-07,22.81
2023-02-08,22.81
2023-02-09,22.81
2023-02-10,22.81
2023-02-11,22.81
2023-02-12,22.81
2023-02-13,22.81
2023-02-14,22.81
2023-02-15,22.81
2023-02-16,22.81
2023-02-17,22.81
2023-02-18,22.81
2023-02-19,22.81
2023-02-20,22.81
2023-02-21,22.81
2023-02-22,22.81
2023-02-23,22.81
2023-02-24,22.81
2023-02-25,22.81
2023-02-26,22.81
2023-02-27,22.81
2023-02-28,22.81
2023-03-01,22.81
2023-03-02,22.81
2023-03-03,22.81
2023-03-04,22.81
2023-03-05,22.81
2023-03-06,22.81
2023-03-07,22.81
2023-03-08,22.81
2023-03-09,22.81
2023-03-10,22.81
2023-03-11,22.81
2023-03-12,22.81
2023-03-13,22.81
2023-03-14,22.81
2023-03-15,22.81
2023-03-16,22.81
2023-03-17,22.81
2023-03-18,22.81
2023-03-19,22.81
2023-03-20,22.81
2023-03-21,22.81
2023-03-22,22.81
2023-03-23,22.81
2023-03-24,22.81
2023-03-25,22.81
2023-03-26,22.81
2023-03-27,22.81
2023-03-28,22.81
2023-03-29,22.81
2023-03-30,22.81
2023-03-31,22.801
2023-04-01,22.801
2023-04-02,22.801
2023-04-03,22.801
2023-04-04,22.801
2023-04-05,22.801
2023-04-06,22.801
2023-04-07,22.801
2023-04-08,22.801
2023-04-09,22.801
2023-04-10,22.801
2023-04-11,22.801
2023-04-12,22.801
2023-04-13,22.801
2023-04-14,22.801
2023-04-15,22.801
2023-04-16,22.801
2023-04-17,22.801
2023-04-18,22.801
2023-04-19,22.801
2023-04-20,22.801
2023-04-21,22.801
2023-04-22,22.801
2023-04-23,22.801
2023-04-24,22.801
2023-04-25,22.801
2023-04-26,22.801
2023-04-27,22.969
2023-04-28,23.07
2023-04-29,23.07
2023-04-30,23.07
2023-05-01,22.767
2023-05-02,23.114
2023-05-03,23.114
2023-05-04,23.114
2023-05-05,23.114
2023-05-06,23.114
2023-05-07,23.114
2023-05-08,23.114
2023-05-09,23.114
2023-05-10,23.114
2023-05-11,23.114
2023-05-12,23.114
2023-05-13,23.114
2023-05-14,23.114
2023-05-15,23.114
2023-05-16,23.114
2023-05-17,23.114
2023-05-18,23.114
2023-05-19,23.114
2023-05-20,23.114
2023-05-21,23.114
2023-05-22,23.25
2023-05-23,23.25
2023-05-24,23.25
2023-05-25,23.25
2023-05-26,23.25
2023-05-27,23.25
2023-05-28,23.25
2023-05-29,23.25
2023-05-30,23.25
2023-05-31,23.25
2023-06-01,23.25
2023-06-02,23.235
2023-06-03,23.235
2023-06-04,23.235
2023-06-05,23.235
2023-06-06,23.235
2023-06-07,23.398
2023-06-08,23.398
2023-06-09,23.398
2023-06-10,23.398
2023-06-11,23.398
2023-06-12,23.398
2023-06-13,23.398
2023-06-14,23.398
2023-06-15,23.398
2023-06-16,23.398
2023-06-17,23.398
2023-06-18,23.398
2023-06-19,23.398
2023-06-20,23.398
2023-06-21,23.398
2023-06-22,23.398
2023-06-23,23.398
