,GD US Equity
2023-07-02,14.782
2023-07-03,14.782
2023-07-04,14.782
2023-07-05,14.782
2023-07-06,14.782
2023-07-07,14.782
2023-07-08,14.781
2023-07-09,14.781
2023-07-10,14.781
2023-07-11,14.781
2023-07-12,14.778
2023-07-13,14.778
2023-07-14,14.778
2023-07-15,14.778
2023-07-16,14.778
2023-07-17,14.778
2023-07-18,14.778
2023-07-19,14.778
2023-07-20,14.778
2023-07-21,14.778
2023-07-22,14.778
2023-07-23,14.778
2023-07-24,14.778
2023-07-25,14.778
2023-07-26,14.813
2023-07-27,14.853
2023-07-28,14.853
2023-07-29,14.853
2023-07-30,14.866
2023-07-31,14.892
2023-08-01,14.897
2023-08-02,14.897
2023-08-03,14.897
2023-08-04,14.897
2023-08-05,14.897
2023-08-06,14.897
2023-08-07,14.897
2023-08-08,14.897
2023-08-09,14.91
2023-08-10,14.91
2023-08-11,14.921
2023-08-12,14.921
2023-08-13,14.921
2023-08-14,14.921
2023-08-15,14.921
2023-08-16,14.921
2023-08-17,14.939
2023-08-18,14.939
2023-08-19,14.939
2023-08-20,14.939
2023-08-21,14.939
2023-08-22,14.939
2023-08-23,14.939
2023-08-24,14.939
2023-08-25,14.939
2023-08-26,14.939
2023-08-27,14.939
2023-08-28,14.929
2023-08-29,14.929
2023-08-30,14.929
2023-08-31,14.929
2023-09-01,14.933
2023-09-02,14.933
2023-09-03,14.933
2023-09-04,14.933
2023-09-05,14.933
2023-09-06,14.933
2023-09-07,14.933
2023-09-08,14.933
2023-09-09,14.933
2023-09-10,14.933
2023-09-11,14.933
2023-09-12,14.933
2023-09-13,14.933
2023-09-14,14.933
2023-09-15,14.933
2023-09-16,14.933
2023-09-17,14.933
2023-09-18,14.933
2023-09-19,14.933
2023-09-20,14.933
2023-09-21,14.933
2023-09-22,14.933
2023-09-23,14.933
2023-09-24,14.939
2023-09-25,14.939
2023-09-26,14.939
2023-09-27,14.941
2023-09-28,14.941
2023-09-29,14.941
2023-09-30,14.941
2023-10-01,14.941
2023-10-02,14.94
2023-10-03,14.94
2023-10-04,14.896
2023-10-05,14.896
2023-10-06,14.896
2023-10-07,14.896
2023-10-08,14.896
2023-10-09,14.898
2023-10-10,14.898
2023-10-11,14.902
2023-10-12,14.902
2023-10-13,14.902
2023-10-14,14.902
2023-10-15,14.902
2023-10-16,14.902
2023-10-17,14.877
2023-10-18,14.888
2023-10-19,14.786
2023-10-20,14.786
2023-10-21,14.786
2023-10-22,14.786
2023-10-23,14.786
2023-10-24,14.786
2023-10-25,14.886
2023-10-26,14.877
2023-10-27,14.867
2023-10-28,14.86
2023-10-29,14.862
2023-10-30,14.849
2023-10-31,14.842
2023-11-01,14.842
2023-11-02,14.843
2023-11-03,14.843
2023-11-04,14.843
2023-11-05,14.843
2023-11-06,14.842
2023-11-07,14.878
2023-11-08,14.878
2023-11-09,14.886
2023-11-10,14.886
2023-11-11,14.886
2023-11-12,14.886
2023-11-13,14.886
2023-11-14,14.886
2023-11-15,14.886
2023-11-16,14.886
2023-11-17,14.886
2023-11-18,14.886
2023-11-19,14.886
2023-11-20,14.886
2023-11-21,14.886
2023-11-22,14.886
2023-11-23,14.886
2023-11-24,14.886
2023-11-25,14.886
2023-11-26,14.886
2023-11-27,14.886
2023-11-28,14.886
2023-11-29,14.886
2023-11-30,14.886
2023-12-01,14.886
2023-12-02,14.886
2023-12-03,14.886
2023-12-04,14.886
2023-12-05,14.886
2023-12-06,14.886
2023-12-07,14.886
2023-12-08,14.886
2023-12-09,14.886
2023-12-10,14.886
2023-12-11,14.886
2023-12-12,14.886
2023-12-13,14.886
2023-12-14,14.886
2023-12-15,14.886
2023-12-16,14.886
2023-12-17,14.886
2023-12-18,14.886
2023-12-19,14.886
2023-12-20,14.886
2023-12-21,14.886
2023-12-22,14.886
2023-12-23,14.886
2023-12-24,14.886
2023-12-25,14.886
2023-12-26,14.886
2023-12-27,14.886
2023-12-28,14.886
2023-12-29,14.886
2023-12-30,14.886
2023-12-31,14.886
2024-01-01,14.886
2024-01-02,14.886
2024-01-03,14.884
2024-01-04,14.896
2024-01-05,14.9
2024-01-06,14.9
2024-01-07,14.917
2024-01-08,14.919
2024-01-09,14.919
2024-01-10,14.97
2024-01-11,14.955
2024-01-12,14.948
2024-01-13,14.948
2024-01-14,14.948
2024-01-15,14.942
2024-01-16,14.923
2024-01-17,14.938
2024-01-18,14.944
2024-01-19,14.998
2024-01-20,14.998
2024-01-21,14.998
2024-01-22,14.989
2024-01-23,14.989
2024-01-24,14.791
2024-01-25,14.711
2024-01-26,14.711
2024-01-27,14.711
2024-01-28,14.711
2024-01-29,14.69
2024-01-30,14.678
2024-01-31,14.678
2024-02-01,14.678
2024-02-02,14.678
2024-02-03,14.678
2024-02-04,14.668
2024-02-05,14.668
2024-02-06,14.668
2024-02-07,14.668
2024-02-08,14.642
2024-02-09,14.642
2024-02-10,14.642
2024-02-11,14.642
2024-02-12,14.642
2024-02-13,14.642
2024-02-14,14.642
2024-02-15,14.642
2024-02-16,14.642
2024-02-17,14.642
2024-02-18,14.642
2024-02-19,14.642
2024-02-20,14.642
2024-02-21,14.642
2024-02-22,14.642
2024-02-23,14.642
2024-02-24,14.642
2024-02-25,14.642
2024-02-26,14.642
2024-02-27,14.642
2024-02-28,14.642
2024-02-29,14.642
2024-03-01,14.642
2024-03-02,14.642
2024-03-03,14.631
2024-03-04,14.631
2024-03-05,14.631
2024-03-06,14.631
2024-03-07,14.631
2024-03-08,14.631
2024-03-09,14.631
2024-03-10,14.631
2024-03-11,14.631
2024-03-12,14.631
2024-03-13,14.629
2024-03-14,14.629
2024-03-15,14.629
2024-03-16,14.629
2024-03-17,14.629
2024-03-18,14.629
2024-03-19,14.629
2024-03-20,14.629
2024-03-21,14.629
2024-03-22,14.629
2024-03-23,14.629
2024-03-24,14.629
2024-03-25,14.62
2024-03-26,14.62
2024-03-27,14.62
2024-03-28,14.62
2024-03-29,14.622
2024-03-30,14.622
2024-03-31,14.622
2024-04-01,14.625
2024-04-02,14.621
2024-04-03,14.622
2024-04-04,14.622
2024-04-05,14.622
2024-04-06,14.622
2024-04-07,14.622
2024-04-08,14.622
