,WAT US Equity
2021-03-30,12.938
2021-03-31,12.938
2021-04-01,12.963
2021-04-02,12.963
2021-04-03,12.963
2021-04-04,12.963
2021-04-05,12.963
2021-04-06,12.963
2021-04-07,12.963
2021-04-08,12.963
2021-04-09,12.963
2021-04-10,12.963
2021-04-11,12.963
2021-04-12,12.963
2021-04-13,12.963
2021-04-14,12.963
2021-04-15,12.963
2021-04-16,12.963
2021-04-17,12.963
2021-04-18,12.963
2021-04-19,12.963
2021-04-20,12.963
2021-04-21,12.963
2021-04-22,12.963
2021-04-23,12.963
2021-04-24,12.963
2021-04-25,12.963
2021-04-26,12.963
2021-04-27,12.963
2021-04-28,12.963
2021-04-29,12.963
2021-04-30,12.963
2021-05-01,12.963
2021-05-02,12.963
2021-05-03,12.963
2021-05-04,12.963
2021-05-05,13.37
2021-05-06,13.37
2021-05-07,13.37
2021-05-08,13.37
2021-05-09,13.37
2021-05-10,13.37
2021-05-11,13.37
2021-05-12,13.37
2021-05-13,13.37
2021-05-14,13.37
2021-05-15,13.37
2021-05-16,13.37
2021-05-17,13.37
2021-05-18,13.37
2021-05-19,13.37
2021-05-20,13.37
2021-05-21,13.37
2021-05-22,13.37
2021-05-23,13.37
2021-05-24,13.37
2021-05-25,13.37
2021-05-26,13.37
2021-05-27,13.37
2021-05-28,13.37
2021-05-29,13.37
2021-05-30,13.37
2021-05-31,13.37
2021-06-01,13.436
2021-06-02,13.436
2021-06-03,13.436
2021-06-04,13.436
2021-06-05,13.436
2021-06-06,13.436
2021-06-07,13.436
2021-06-08,13.436
2021-06-09,13.436
2021-06-10,13.436
2021-06-11,13.436
2021-06-12,13.436
2021-06-13,13.436
2021-06-14,13.436
2021-06-15,13.436
2021-06-16,13.436
2021-06-17,13.436
2021-06-18,13.436
2021-06-19,13.436
2021-06-20,13.436
2021-06-21,13.436
2021-06-22,13.436
2021-06-23,13.436
2021-06-24,13.436
2021-06-25,13.436
2021-06-26,13.436
2021-06-27,13.436
2021-06-28,13.436
2021-06-29,13.436
2021-06-30,13.436
2021-07-01,13.436
2021-07-02,13.436
2021-07-03,13.436
2021-07-04,13.436
2021-07-05,13.436
2021-07-06,13.436
2021-07-07,13.436
2021-07-08,13.436
2021-07-09,13.436
2021-07-10,13.436
2021-07-11,13.436
2021-07-12,13.436
2021-07-13,13.436
2021-07-14,13.436
2021-07-15,13.436
2021-07-16,13.436
2021-07-17,13.436
2021-07-18,13.436
2021-07-19,13.436
2021-07-20,13.436
2021-07-21,13.436
2021-07-22,13.436
2021-07-23,13.436
2021-07-24,13.436
2021-07-25,13.436
2021-07-26,13.436
2021-07-27,13.436
2021-07-28,13.436
2021-07-29,13.436
2021-07-30,13.436
2021-07-31,13.436
2021-08-01,13.436
2021-08-02,13.436
2021-08-03,14.072
2021-08-04,14.072
2021-08-05,14.072
2021-08-06,14.072
2021-08-07,14.072
2021-08-08,14.072
2021-08-09,14.072
2021-08-10,14.072
2021-08-11,14.072
2021-08-12,14.072
2021-08-13,14.072
2021-08-14,14.072
2021-08-15,14.072
2021-08-16,14.072
2021-08-17,14.072
2021-08-18,14.072
2021-08-19,14.072
2021-08-20,14.072
2021-08-21,14.072
2021-08-22,14.072
2021-08-23,14.072
2021-08-24,14.072
2021-08-25,14.072
2021-08-26,14.072
2021-08-27,14.072
2021-08-28,14.072
2021-08-29,14.072
2021-08-30,14.072
2021-08-31,14.072
2021-09-01,14.072
2021-09-02,14.072
2021-09-03,14.072
2021-09-04,14.072
2021-09-05,14.072
2021-09-06,14.072
2021-09-07,14.072
2021-09-08,14.072
2021-09-09,14.072
2021-09-10,14.072
2021-09-11,14.072
2021-09-12,14.072
2021-09-13,14.072
2021-09-14,14.072
2021-09-15,14.072
2021-09-16,14.072
2021-09-17,14.072
2021-09-18,14.072
2021-09-19,14.072
2021-09-20,14.143
2021-09-21,14.143
2021-09-22,14.143
2021-09-23,14.143
2021-09-24,14.143
2021-09-25,14.143
2021-09-26,14.143
2021-09-27,14.143
2021-09-28,14.143
2021-09-29,14.143
2021-09-30,14.143
2021-10-01,14.143
2021-10-02,14.143
2021-10-03,14.143
2021-10-04,14.143
2021-10-05,14.143
2021-10-06,14.143
2021-10-07,14.143
2021-10-08,14.143
2021-10-09,14.143
2021-10-10,14.143
2021-10-11,14.143
2021-10-12,14.143
2021-10-13,14.143
2021-10-14,14.143
2021-10-15,14.143
2021-10-16,14.143
2021-10-17,14.143
2021-10-18,14.143
2021-10-19,14.143
2021-10-20,14.143
2021-10-21,14.143
2021-10-22,14.143
2021-10-23,14.143
2021-10-24,14.143
2021-10-25,14.143
2021-10-26,14.143
2021-10-27,14.143
2021-10-28,14.143
2021-10-29,14.143
2021-10-30,14.143
2021-10-31,14.143
2021-11-01,14.143
2021-11-02,14.246
2021-11-03,14.246
2021-11-04,14.246
2021-11-05,14.246
2021-11-06,14.246
2021-11-07,14.246
2021-11-08,14.246
2021-11-09,14.246
2021-11-10,14.246
2021-11-11,14.246
2021-11-12,14.246
2021-11-13,14.246
2021-11-14,14.246
2021-11-15,14.246
2021-11-16,14.246
2021-11-17,14.246
2021-11-18,14.246
2021-11-19,14.246
2021-11-20,14.246
2021-11-21,14.246
2021-11-22,14.246
2021-11-23,14.246
2021-11-24,14.246
2021-11-25,14.246
2021-11-26,14.246
2021-11-27,14.246
2021-11-28,14.246
2021-11-29,14.246
2021-11-30,14.246
2021-12-01,14.246
2021-12-02,14.246
2021-12-03,14.246
2021-12-04,14.246
2021-12-05,14.246
2021-12-06,14.246
2021-12-07,14.226
2021-12-08,14.226
2021-12-09,14.226
2021-12-10,14.226
2021-12-11,14.226
2021-12-12,14.226
2021-12-13,14.226
2021-12-14,14.226
2021-12-15,14.226
2021-12-16,14.226
2021-12-17,14.226
2021-12-18,14.226
2021-12-19,14.226
2021-12-20,14.226
2021-12-21,14.226
2021-12-22,14.226
2021-12-23,14.226
2021-12-24,14.226
2021-12-25,14.226
2021-12-26,14.226
2021-12-27,14.226
2021-12-28,14.226
2021-12-29,14.226
2021-12-30,14.226
2021-12-31,14.226
2022-01-01,14.226
2022-01-02,14.226
2022-01-03,14.226
2022-01-04,14.226
2022-01-05,14.226
2022-01-06,14.226
2022-01-07,14.226
2022-01-08,14.226
2022-01-09,14.226
2022-01-10,14.226
2022-01-11,14.226
2022-01-12,14.226
2022-01-13,14.226
2022-01-14,14.226
2022-01-15,14.226
2022-01-16,14.226
2022-01-17,14.226
2022-01-18,14.226
2022-01-19,14.226
2022-01-20,14.226
2022-01-21,14.226
2022-01-22,14.226
2022-01-23,14.226
2022-01-24,14.226
2022-01-25,14.226
2022-01-26,14.226
2022-01-27,14.226
2022-01-28,14.226
2022-01-29,14.226
2022-01-30,14.226
2022-01-31,14.226
2022-02-01,14.444
2022-02-02,14.344
2022-02-03,14.344
2022-02-04,14.344
2022-02-05,14.344
2022-02-06,14.344
2022-02-07,14.344
2022-02-08,14.344
2022-02-09,14.344
2022-02-10,14.344
2022-02-11,14.344
2022-02-12,14.344
2022-02-13,14.344
2022-02-14,14.344
2022-02-15,14.344
2022-02-16,14.344
2022-02-17,14.344
2022-02-18,14.344
2022-02-19,14.344
2022-02-20,14.344
2022-02-21,14.344
2022-02-22,14.344
2022-02-23,14.344
2022-02-24,14.344
2022-02-25,14.344
2022-02-26,14.344
2022-02-27,14.344
2022-02-28,14.344
2022-03-01,14.344
2022-03-02,14.344
2022-03-03,14.344
2022-03-04,14.344
2022-03-05,14.33
2022-03-06,14.33
2022-03-07,14.33
2022-03-08,14.33
2022-03-09,14.33
2022-03-10,14.33
2022-03-11,14.33
2022-03-12,14.33
2022-03-13,14.33
2022-03-14,14.33
2022-03-15,14.33
2022-03-16,14.33
2022-03-17,14.33
2022-03-18,14.33
2022-03-19,14.33
2022-03-20,14.33
2022-03-21,14.33
2022-03-22,14.33
2022-03-23,14.33
2022-03-24,14.33
2022-03-25,14.33
2022-03-26,14.33
2022-03-27,14.33
2022-03-28,14.33
2022-03-29,14.33
2022-03-30,14.33
2022-03-31,14.33
2022-04-01,14.33
2022-04-02,14.33
2022-04-03,14.33
2022-04-04,14.332
2022-04-05,14.332
2022-04-06,14.332
2022-04-07,14.332
2022-04-08,14.332
2022-04-09,14.332
2022-04-10,14.332
2022-04-11,14.332
2022-04-12,14.311
2022-04-13,14.311
2022-04-14,14.311
2022-04-15,14.311
2022-04-16,14.311
2022-04-17,14.311
2022-04-18,14.311
2022-04-19,14.311
2022-04-20,14.311
2022-04-21,14.311
2022-04-22,14.311
2022-04-23,14.311
2022-04-24,14.311
2022-04-25,14.311
2022-04-26,14.311
2022-04-27,14.311
2022-04-28,14.311
2022-04-29,14.311
2022-04-30,14.311
2022-05-01,14.311
2022-05-02,14.311
2022-05-03,14.43
2022-05-04,14.476
2022-05-05,14.476
2022-05-06,14.476
2022-05-07,14.476
2022-05-08,14.476
2022-05-09,14.476
2022-05-10,14.476
2022-05-11,14.476
2022-05-12,14.476
2022-05-13,14.476
2022-05-14,14.476
2022-05-15,14.476
2022-05-16,14.476
2022-05-17,14.508
2022-05-18,14.508
2022-05-19,14.508
2022-05-20,14.523
2022-05-21,14.523
2022-05-22,14.523
2022-05-23,14.523
2022-05-24,14.523
2022-05-25,14.523
2022-05-26,14.523
2022-05-27,14.523
2022-05-28,14.523
2022-05-29,14.523
2022-05-30,14.523
2022-05-31,14.523
2022-06-01,14.523
2022-06-02,14.523
2022-06-03,14.522
2022-06-04,14.522
2022-06-05,14.522
2022-06-06,14.522
2022-06-07,14.522
2022-06-08,14.522
2022-06-09,14.522
2022-06-10,14.522
2022-06-11,14.522
2022-06-12,14.522
2022-06-13,14.522
2022-06-14,14.522
2022-06-15,14.522
2022-06-16,14.522
2022-06-17,14.522
2022-06-18,14.522
2022-06-19,14.522
2022-06-20,14.522
2022-06-21,14.522
2022-06-22,14.522
2022-06-23,14.522
2022-06-24,14.522
2022-06-25,14.522
2022-06-26,14.522
2022-06-27,14.522
2022-06-28,14.522
2022-06-29,14.522
2022-06-30,14.522
2022-07-01,14.591
2022-07-02,14.591
2022-07-03,14.591
2022-07-04,14.591
2022-07-05,14.591
2022-07-06,14.591
2022-07-07,14.591
2022-07-08,14.591
2022-07-09,14.591
2022-07-10,14.591
2022-07-11,14.591
2022-07-12,14.65
2022-07-13,14.648
2022-07-14,14.614
2022-07-15,14.614
2022-07-16,14.614
2022-07-17,14.614
2022-07-18,14.614
2022-07-19,14.614
2022-07-20,14.606
2022-07-21,14.606
2022-07-22,14.606
2022-07-23,14.606
2022-07-24,14.606
2022-07-25,14.606
2022-07-26,14.606
2022-07-27,14.606
2022-07-28,14.606
2022-07-29,14.606
2022-07-30,14.606
2022-07-31,14.606
2022-08-01,14.606
2022-08-02,14.42
2022-08-03,14.41
2022-08-04,14.411
2022-08-05,14.411
2022-08-06,14.411
2022-08-07,14.411
2022-08-08,14.411
2022-08-09,14.411
2022-08-10,14.411
2022-08-11,14.411
2022-08-12,14.411
2022-08-13,14.411
2022-08-14,14.411
2022-08-15,14.411
2022-08-16,14.411
2022-08-17,14.411
2022-08-18,14.411
2022-08-19,14.411
2022-08-20,14.411
2022-08-21,14.411
2022-08-22,14.411
2022-08-23,14.411
2022-08-24,14.39
2022-08-25,14.39
2022-08-26,14.39
2022-08-27,14.39
2022-08-28,14.39
2022-08-29,14.39
2022-08-30,14.377
2022-08-31,14.377
2022-09-01,14.377
2022-09-02,14.377
2022-09-03,14.377
2022-09-04,14.377
2022-09-05,14.377
2022-09-06,14.377
2022-09-07,14.377
2022-09-08,14.377
2022-09-09,14.298
2022-09-10,14.298
2022-09-11,14.298
2022-09-12,14.298
2022-09-13,14.298
2022-09-14,14.298
2022-09-15,14.298
2022-09-16,14.298
2022-09-17,14.298
2022-09-18,14.291
2022-09-19,14.291
2022-09-20,14.291
2022-09-21,14.291
2022-09-22,14.291
2022-09-23,14.291
2022-09-24,14.29
2022-09-25,14.29
2022-09-26,14.29
2022-09-27,14.29
2022-09-28,14.29
2022-09-29,14.29
2022-09-30,14.29
2022-10-01,14.29
2022-10-02,14.29
2022-10-03,14.29
2022-10-04,14.29
2022-10-05,14.348
2022-10-06,14.348
2022-10-07,14.328
2022-10-08,14.328
2022-10-09,14.328
2022-10-10,14.315
2022-10-11,14.315
2022-10-12,14.348
2022-10-13,14.348
2022-10-14,14.348
2022-10-15,14.348
2022-10-16,14.348
2022-10-17,14.348
2022-10-18,14.348
2022-10-19,14.326
2022-10-20,14.326
2022-10-21,14.326
2022-10-22,14.326
2022-10-23,14.326
2022-10-24,14.326
2022-10-25,14.326
2022-10-26,14.326
2022-10-27,14.326
2022-10-28,14.326
2022-10-29,14.326
2022-10-30,14.326
2022-10-31,14.326
2022-11-01,14.062
2022-11-02,14.002
2022-11-03,14.008
2022-11-04,14.008
2022-11-05,14.008
2022-11-06,14.008
2022-11-07,14.008
2022-11-08,14.008
2022-11-09,14.008
2022-11-10,14.008
2022-11-11,14.008
2022-11-12,14.008
2022-11-13,14.008
2022-11-14,14.008
2022-11-15,14.008
2022-11-16,14.008
2022-11-17,14.008
2022-11-18,14.068
2022-11-19,14.068
2022-11-20,14.068
2022-11-21,14.068
2022-11-22,14.068
2022-11-23,14.068
2022-11-24,14.068
2022-11-25,14.068
2022-11-26,14.068
2022-11-27,14.068
2022-11-28,14.063
2022-11-29,14.063
2022-11-30,14.063
2022-12-01,14.063
2022-12-02,14.063
2022-12-03,14.063
2022-12-04,14.063
2022-12-05,14.063
2022-12-06,14.045
2022-12-07,14.045
2022-12-08,14.045
2022-12-09,14.045
2022-12-10,14.045
2022-12-11,14.045
2022-12-12,14.045
2022-12-13,14.031
2022-12-14,14.031
2022-12-15,14.031
2022-12-16,14.031
2022-12-17,14.031
2022-12-18,14.031
2022-12-19,14.031
2022-12-20,14.031
2022-12-21,14.031
2022-12-22,14.031
2022-12-23,14.031
2022-12-24,14.031
2022-12-25,14.031
2022-12-26,14.031
2022-12-27,14.031
2022-12-28,14.031
2022-12-29,14.031
2022-12-30,14.031
2022-12-31,14.031
2023-01-01,14.031
2023-01-02,14.031
2023-01-03,14.029
2023-01-04,14.029
2023-01-05,14.049
2023-01-06,14.049
2023-01-07,14.049
2023-01-08,14.049
2023-01-09,14.049
2023-01-10,14.049
2023-01-11,14.049
2023-01-12,14.049
2023-01-13,14.049
2023-01-14,14.049
2023-01-15,14.049
2023-01-16,14.049
2023-01-17,14.049
2023-01-18,14.049
2023-01-19,14.049
2023-01-20,14.044
2023-01-21,14.044
2023-01-22,14.044
2023-01-23,14.061
2023-01-24,14.061
2023-01-25,14.061
2023-01-26,14.061
2023-01-27,14.061
2023-01-28,14.061
2023-01-29,14.061
2023-01-30,14.061
2023-01-31,14.091
2023-02-01,14.091
2023-02-02,14.091
2023-02-03,14.091
2023-02-04,14.091
2023-02-05,14.091
2023-02-06,14.091
2023-02-07,14.091
2023-02-08,14.091
2023-02-09,14.091
2023-02-10,14.091
2023-02-11,14.091
2023-02-12,14.091
2023-02-13,14.091
2023-02-14,14.091
2023-02-15,14.096
2023-02-16,14.125
2023-02-17,14.125
2023-02-18,14.125
2023-02-19,14.125
2023-02-20,14.131
2023-02-21,14.131
2023-02-22,14.131
2023-02-23,14.131
2023-02-24,14.131
2023-02-25,14.131
2023-02-26,14.131
2023-02-27,14.131
2023-02-28,14.131
2023-03-01,14.104
2023-03-02,14.132
2023-03-03,14.132
2023-03-04,14.132
2023-03-05,14.132
2023-03-06,14.132
2023-03-07,14.132
2023-03-08,14.132
2023-03-09,14.132
2023-03-10,14.132
2023-03-11,14.132
2023-03-12,14.132
2023-03-13,14.132
2023-03-14,14.132
2023-03-15,14.132
2023-03-16,14.132
2023-03-17,14.132
2023-03-18,14.132
2023-03-19,14.132
2023-03-20,14.132
2023-03-21,14.132
2023-03-22,14.132
2023-03-23,14.132
2023-03-24,14.132
2023-03-25,14.132
2023-03-26,14.132
2023-03-27,14.132
2023-03-28,14.133
2023-03-29,14.133
2023-03-30,14.133
2023-03-31,14.133
2023-04-01,14.133
2023-04-02,14.133
2023-04-03,14.146
2023-04-04,14.148
2023-04-05,14.148
2023-04-06,14.148
2023-04-07,14.148
2023-04-08,14.148
2023-04-09,14.148
2023-04-10,14.151
2023-04-11,14.151
2023-04-12,14.151
2023-04-13,14.151
2023-04-14,14.151
2023-04-15,14.151
2023-04-16,14.151
2023-04-17,14.151
2023-04-18,14.155
2023-04-19,14.155
2023-04-20,14.155
2023-04-21,14.155
2023-04-22,14.155
2023-04-23,14.155
2023-04-24,14.155
2023-04-25,14.155
2023-04-26,14.155
2023-04-27,14.155
2023-04-28,14.155
2023-04-29,14.155
2023-04-30,14.155
2023-05-01,14.155
2023-05-02,14.155
2023-05-03,14.155
2023-05-04,14.155
2023-05-05,14.155
2023-05-06,14.155
2023-05-07,14.155
2023-05-08,14.155
2023-05-09,14.057
2023-05-10,14.038
2023-05-11,14.027
2023-05-12,14.027
2023-05-13,14.027
2023-05-14,14.027
2023-05-15,14.027
2023-05-16,14.027
2023-05-17,14.027
2023-05-18,14.027
2023-05-19,14.027
2023-05-20,14.027
2023-05-21,14.027
2023-05-22,14.027
2023-05-23,14.024
2023-05-24,14.024
2023-05-25,14.024
2023-05-26,14.024
2023-05-27,14.024
2023-05-28,14.024
2023-05-29,14.024
2023-05-30,14.024
2023-05-31,14.024
2023-06-01,13.997
2023-06-02,13.997
2023-06-03,13.997
2023-06-04,13.997
2023-06-05,13.997
2023-06-06,13.997
2023-06-07,13.997
2023-06-08,13.997
2023-06-09,13.997
2023-06-10,13.997
2023-06-11,13.997
2023-06-12,13.997
2023-06-13,13.997
2023-06-14,13.997
2023-06-15,13.997
2023-06-16,13.997
2023-06-17,13.997
2023-06-18,13.997
2023-06-19,13.997
2023-06-20,13.997
2023-06-21,13.997
2023-06-22,13.997
2023-06-23,13.997
2023-06-24,13.997
2023-06-25,13.997
2023-06-26,13.979
2023-06-27,13.979
2023-06-28,13.962
2023-06-29,13.962
2023-06-30,13.962
2023-07-01,13.962
2023-07-02,13.962
