,CLX US Equity
2020-10-24,7.908
2020-10-25,7.908
2020-10-26,7.908
2020-10-27,7.908
2020-10-28,7.905
2020-10-29,7.905
2020-10-30,7.905
2020-10-31,7.905
2020-11-01,7.905
2020-11-02,7.905
2020-11-03,8.04
2020-11-04,8.04
2020-11-05,8.04
2020-11-06,8.04
2020-11-07,7.8
2020-11-08,7.8
2020-11-09,7.8
2020-11-10,7.8
2020-11-11,7.8
2020-11-12,7.8
2020-11-13,7.8
2020-11-14,7.8
2020-11-15,7.8
2020-11-16,7.8
2020-11-17,7.8
2020-11-18,7.8
2020-11-19,7.8
2020-11-20,7.8
2020-11-21,7.8
2020-11-22,7.8
2020-11-23,7.8
2020-11-24,7.8
2020-11-25,7.8
2020-11-26,7.8
2020-11-27,7.8
2020-11-28,7.8
2020-11-29,7.8
2020-11-30,7.8
2020-12-01,7.8
2020-12-02,7.8
2020-12-03,7.8
2020-12-04,7.8
2020-12-05,7.8
2020-12-06,7.8
2020-12-07,7.8
2020-12-08,7.8
2020-12-09,7.8
2020-12-10,7.8
2020-12-11,7.8
2020-12-12,7.8
2020-12-13,7.8
2020-12-14,7.8
2020-12-15,7.8
2020-12-16,7.767
2020-12-17,7.767
2020-12-18,7.767
2020-12-19,7.767
2020-12-20,7.767
2020-12-21,7.767
2020-12-22,7.767
2020-12-23,7.767
2020-12-24,7.767
2020-12-25,7.767
2020-12-26,7.767
2020-12-27,7.767
2020-12-28,7.767
2020-12-29,7.767
2020-12-30,7.767
2020-12-31,7.767
2021-01-01,7.767
2021-01-02,7.767
2021-01-03,7.767
2021-01-04,7.767
2021-01-05,7.767
2021-01-06,7.767
2021-01-07,7.767
2021-01-08,7.767
2021-01-09,7.767
2021-01-10,7.767
2021-01-11,7.767
2021-01-12,7.767
2021-01-13,7.767
2021-01-14,7.767
2021-01-15,7.767
2021-01-16,7.767
2021-01-17,7.767
2021-01-18,7.767
2021-01-19,7.903
2021-01-20,7.903
2021-01-21,7.903
2021-01-22,7.903
2021-01-23,7.903
2021-01-24,7.903
2021-01-25,7.903
2021-01-26,7.903
2021-01-27,7.883
2021-01-28,7.883
2021-01-29,7.883
2021-01-30,7.883
2021-01-31,7.883
2021-02-01,7.883
2021-02-02,7.883
2021-02-03,7.883
2021-02-04,7.883
2021-02-05,7.933
2021-02-06,7.933
2021-02-07,7.933
2021-02-08,7.933
2021-02-09,7.933
2021-02-10,7.855
2021-02-11,7.855
2021-02-12,7.855
2021-02-13,7.855
2021-02-14,7.855
2021-02-15,7.855
2021-02-16,7.855
2021-02-17,7.855
2021-02-18,7.855
2021-02-19,7.855
2021-02-20,7.855
2021-02-21,7.855
2021-02-22,7.855
2021-02-23,7.855
2021-02-24,7.855
2021-02-25,7.855
2021-02-26,7.855
2021-02-27,7.855
2021-02-28,7.855
2021-03-01,7.855
2021-03-02,7.855
2021-03-03,7.855
2021-03-04,7.855
2021-03-05,7.855
2021-03-06,7.855
2021-03-07,7.855
2021-03-08,7.855
2021-03-09,7.855
2021-03-10,7.855
2021-03-11,7.855
2021-03-12,7.855
2021-03-13,7.855
2021-03-14,7.855
2021-03-15,7.855
2021-03-16,7.855
2021-03-17,7.855
2021-03-18,7.855
2021-03-19,7.855
2021-03-20,7.855
2021-03-21,7.855
2021-03-22,7.855
2021-03-23,7.855
2021-03-24,8.2
2021-03-25,8.2
2021-03-26,8.2
2021-03-27,8.2
2021-03-28,8.2
2021-03-29,8.2
2021-03-30,8.2
2021-03-31,8.2
2021-04-01,8.2
2021-04-02,8.2
2021-04-03,8.2
2021-04-04,8.2
2021-04-05,8.2
2021-04-06,8.2
2021-04-07,8.2
2021-04-08,8.2
2021-04-09,8.2
2021-04-10,8.2
2021-04-11,8.2
2021-04-12,8.2
2021-04-13,8.2
2021-04-14,8.2
2021-04-15,8.25
2021-04-16,8.25
2021-04-17,8.25
2021-04-18,8.25
2021-04-19,8.25
2021-04-20,8.25
2021-04-21,8.24
2021-04-22,8.24
2021-04-23,8.24
2021-04-24,8.24
2021-04-25,8.24
2021-04-26,8.24
2021-04-27,8.24
2021-04-28,8.24
2021-04-29,8.24
2021-04-30,8.24
2021-05-01,8.24
2021-05-02,8.155
2021-05-03,7.97
2021-05-04,7.97
2021-05-05,7.97
2021-05-06,7.97
2021-05-07,7.97
2021-05-08,7.97
2021-05-09,7.97
2021-05-10,7.97
2021-05-11,7.963
2021-05-12,7.963
2021-05-13,7.963
2021-05-14,7.963
2021-05-15,7.963
2021-05-16,7.963
2021-05-17,7.963
2021-05-18,7.963
2021-05-19,7.963
2021-05-20,7.963
2021-05-21,7.963
2021-05-22,7.963
2021-05-23,7.963
2021-05-24,7.963
2021-05-25,7.963
2021-05-26,7.963
2021-05-27,7.963
2021-05-28,7.963
2021-05-29,7.963
2021-05-30,7.963
2021-05-31,7.963
2021-06-01,7.963
2021-06-02,7.963
2021-06-03,7.963
2021-06-04,7.963
2021-06-05,7.963
2021-06-06,7.963
2021-06-07,7.963
2021-06-08,7.963
2021-06-09,7.963
2021-06-10,7.963
2021-06-11,7.963
2021-06-12,7.963
2021-06-13,7.963
2021-06-14,7.963
2021-06-15,7.963
2021-06-16,7.963
2021-06-17,7.963
2021-06-18,7.963
2021-06-19,7.963
2021-06-20,7.963
2021-06-21,7.963
2021-06-22,7.963
2021-06-23,7.963
2021-06-24,7.963
2021-06-25,7.963
2021-06-26,7.963
2021-06-27,7.963
2021-06-28,7.963
2021-06-29,7.963
2021-06-30,7.963
2021-07-01,7.963
2021-07-02,7.963
2021-07-03,7.963
2021-07-04,7.963
2021-07-05,7.963
2021-07-06,7.963
2021-07-07,7.963
2021-07-08,7.963
2021-07-09,7.963
2021-07-10,7.963
2021-07-11,7.963
2021-07-12,7.963
2021-07-13,7.963
2021-07-14,7.963
2021-07-15,7.965
2021-07-16,7.965
2021-07-17,7.965
2021-07-18,7.965
2021-07-19,7.965
2021-07-20,7.965
2021-07-21,7.965
2021-07-22,7.965
2021-07-23,7.965
2021-07-24,7.965
2021-07-25,7.965
2021-07-26,7.985
2021-07-27,7.985
2021-07-28,7.918
2021-07-29,7.918
2021-07-30,7.918
2021-07-31,7.918
2021-08-01,7.918
2021-08-02,7.918
2021-08-03,7.549
2021-08-04,7.317
2021-08-05,7.317
2021-08-06,7.317
2021-08-07,7.317
2021-08-08,7.317
2021-08-09,7.317
2021-08-10,7.317
2021-08-11,7.295
2021-08-12,7.295
2021-08-13,7.295
2021-08-14,7.295
2021-08-15,7.295
2021-08-16,7.391
2021-08-17,7.391
2021-08-18,7.391
2021-08-19,7.391
2021-08-20,7.391
2021-08-21,7.391
2021-08-22,7.391
2021-08-23,7.391
2021-08-24,7.391
2021-08-25,7.391
2021-08-26,7.391
2021-08-27,7.26
2021-08-28,7.26
2021-08-29,7.26
2021-08-30,7.26
2021-08-31,7.26
2021-09-01,7.26
2021-09-02,7.26
2021-09-03,7.26
2021-09-04,7.26
2021-09-05,7.26
2021-09-06,7.26
2021-09-07,7.26
2021-09-08,7.26
2021-09-09,7.26
2021-09-10,7.26
2021-09-11,7.26
2021-09-12,7.26
2021-09-13,7.26
2021-09-14,7.26
2021-09-15,7.26
2021-09-16,7.26
2021-09-17,7.26
2021-09-18,7.26
2021-09-19,7.26
2021-09-20,7.26
2021-09-21,7.26
2021-09-22,7.26
2021-09-23,7.26
2021-09-24,7.26
2021-09-25,7.26
2021-09-26,7.26
2021-09-27,7.26
2021-09-28,7.26
2021-09-29,7.26
2021-09-30,7.26
2021-10-01,7.26
2021-10-02,7.26
2021-10-03,7.26
2021-10-04,7.26
2021-10-05,7.283
2021-10-06,7.283
2021-10-07,7.277
2021-10-08,7.277
2021-10-09,7.277
2021-10-10,7.25
2021-10-11,7.25
2021-10-12,7.25
2021-10-13,7.231
2021-10-14,7.231
2021-10-15,7.231
2021-10-16,7.231
2021-10-17,7.231
2021-10-18,7.231
2021-10-19,7.231
2021-10-20,7.231
2021-10-21,7.231
2021-10-22,7.231
2021-10-23,7.231
2021-10-24,7.231
2021-10-25,7.231
2021-10-26,7.231
2021-10-27,7.231
2021-10-28,7.231
2021-10-29,7.231
2021-10-30,7.231
2021-10-31,7.231
2021-11-01,7.278
2021-11-02,7.309
2021-11-03,7.318
2021-11-04,7.303
2021-11-05,7.303
2021-11-06,7.303
2021-11-07,7.303
2021-11-08,7.303
2021-11-09,7.303
2021-11-10,7.303
2021-11-11,7.303
2021-11-12,7.303
2021-11-13,7.303
2021-11-14,7.303
2021-11-15,7.303
2021-11-16,7.295
2021-11-17,7.295
2021-11-18,7.295
2021-11-19,7.295
2021-11-20,7.295
2021-11-21,7.295
2021-11-22,7.295
2021-11-23,7.295
2021-11-24,7.295
2021-11-25,7.295
2021-11-26,7.295
2021-11-27,7.295
2021-11-28,7.295
2021-11-29,7.295
2021-11-30,7.295
2021-12-01,7.295
2021-12-02,7.295
2021-12-03,7.295
2021-12-04,7.295
2021-12-05,7.295
2021-12-06,7.295
2021-12-07,7.295
2021-12-08,7.295
2021-12-09,7.295
2021-12-10,7.295
2021-12-11,7.295
2021-12-12,7.295
2021-12-13,7.295
2021-12-14,7.295
2021-12-15,7.295
2021-12-16,7.295
2021-12-17,7.295
2021-12-18,7.295
2021-12-19,7.295
2021-12-20,7.295
2021-12-21,7.295
2021-12-22,7.295
2021-12-23,7.295
2021-12-24,7.295
2021-12-25,7.295
2021-12-26,7.295
2021-12-27,7.295
2021-12-28,7.295
2021-12-29,7.295
2021-12-30,7.295
2021-12-31,7.295
2022-01-01,7.295
2022-01-02,7.295
2022-01-03,7.295
2022-01-04,7.295
2022-01-05,7.304
2022-01-06,7.304
2022-01-07,7.304
2022-01-08,7.304
2022-01-09,7.304
2022-01-10,7.324
2022-01-11,7.324
2022-01-12,7.383
2022-01-13,7.358
2022-01-14,7.358
2022-01-15,7.358
2022-01-16,7.358
2022-01-17,7.358
2022-01-18,7.352
2022-01-19,7.352
2022-01-20,7.352
2022-01-21,7.352
2022-01-22,7.352
2022-01-23,7.352
2022-01-24,7.352
2022-01-25,7.352
2022-01-26,7.299
2022-01-27,7.299
2022-01-28,7.299
2022-01-29,7.299
2022-01-30,7.299
2022-01-31,7.299
2022-02-01,7.299
2022-02-02,7.282
2022-02-03,7.199
2022-02-04,6.911
2022-02-05,6.911
2022-02-06,6.911
2022-02-07,6.876
2022-02-08,6.876
2022-02-09,6.876
2022-02-10,6.876
2022-02-11,6.838
2022-02-12,6.838
2022-02-13,6.838
2022-02-14,6.838
2022-02-15,6.838
2022-02-16,6.838
2022-02-17,6.838
2022-02-18,6.838
2022-02-19,6.838
2022-02-20,6.838
2022-02-21,6.838
2022-02-22,6.838
2022-02-23,6.838
2022-02-24,6.838
2022-02-25,6.838
2022-02-26,6.838
2022-02-27,6.838
2022-02-28,6.838
2022-03-01,6.838
2022-03-02,6.838
2022-03-03,6.838
2022-03-04,6.838
2022-03-05,6.838
2022-03-06,6.838
2022-03-07,6.838
2022-03-08,6.838
2022-03-09,6.711
2022-03-10,6.711
2022-03-11,6.711
2022-03-12,6.711
2022-03-13,6.711
2022-03-14,6.711
2022-03-15,6.668
2022-03-16,6.668
2022-03-17,6.668
2022-03-18,6.668
2022-03-19,6.668
2022-03-20,6.668
2022-03-21,6.668
2022-03-22,6.668
2022-03-23,6.668
2022-03-24,6.668
2022-03-25,6.668
2022-03-26,6.668
2022-03-27,6.668
2022-03-28,6.639
2022-03-29,6.58
2022-03-30,6.58
2022-03-31,6.55
2022-04-01,6.55
2022-04-02,6.55
2022-04-03,6.55
2022-04-04,6.55
2022-04-05,6.55
2022-04-06,6.55
2022-04-07,6.55
2022-04-08,6.55
2022-04-09,6.55
2022-04-10,6.55
2022-04-11,6.55
2022-04-12,6.521
2022-04-13,6.521
2022-04-14,6.521
2022-04-15,6.521
2022-04-16,6.521
2022-04-17,6.512
2022-04-18,6.512
2022-04-19,6.488
2022-04-20,6.488
2022-04-21,6.488
2022-04-22,6.488
2022-04-23,6.488
2022-04-24,6.488
2022-04-25,6.488
2022-04-26,6.488
2022-04-27,6.488
2022-04-28,6.488
2022-04-29,6.488
2022-04-30,6.488
2022-05-01,6.488
2022-05-02,6.381
2022-05-03,6.358
2022-05-04,6.358
2022-05-05,6.358
2022-05-06,6.358
2022-05-07,6.358
2022-05-08,6.358
2022-05-09,6.358
2022-05-10,6.376
2022-05-11,6.376
2022-05-12,6.376
2022-05-13,6.376
2022-05-14,6.376
2022-05-15,6.376
2022-05-16,6.376
2022-05-17,6.376
2022-05-18,6.376
2022-05-19,6.376
2022-05-20,6.34
2022-05-21,6.34
2022-05-22,6.34
2022-05-23,6.34
2022-05-24,6.34
2022-05-25,6.313
2022-05-26,6.313
2022-05-27,6.313
2022-05-28,6.313
2022-05-29,6.313
2022-05-30,6.313
2022-05-31,6.313
2022-06-01,6.313
2022-06-02,6.313
2022-06-03,6.313
2022-06-04,6.313
2022-06-05,6.313
2022-06-06,6.304
2022-06-07,6.304
2022-06-08,6.304
2022-06-09,6.304
2022-06-10,6.304
2022-06-11,6.304
2022-06-12,6.304
2022-06-13,6.304
2022-06-14,6.304
2022-06-15,6.304
2022-06-16,6.304
2022-06-17,6.304
2022-06-18,6.304
2022-06-19,6.304
2022-06-20,6.304
2022-06-21,6.263
2022-06-22,6.263
2022-06-23,6.263
2022-06-24,6.263
2022-06-25,6.263
2022-06-26,6.263
2022-06-27,6.263
2022-06-28,6.263
2022-06-29,6.263
2022-06-30,6.263
2022-07-01,6.263
2022-07-02,6.263
2022-07-03,6.263
2022-07-04,6.263
2022-07-05,6.263
2022-07-06,6.263
2022-07-07,6.263
2022-07-08,6.263
2022-07-09,6.263
2022-07-10,6.263
2022-07-11,6.252
2022-07-12,6.255
2022-07-13,6.255
2022-07-14,6.255
2022-07-15,6.255
2022-07-16,6.255
2022-07-17,6.255
2022-07-18,6.246
2022-07-19,6.246
2022-07-20,6.268
2022-07-21,6.267
2022-07-22,6.246
2022-07-23,6.246
2022-07-24,6.25
2022-07-25,6.155
2022-07-26,6.155
2022-07-27,6.155
2022-07-28,6.155
2022-07-29,6.233
2022-07-30,6.155
2022-07-31,6.155
2022-08-01,6.155
2022-08-02,6.151
2022-08-03,6.151
2022-08-04,5.542
2022-08-05,5.542
2022-08-06,5.485
2022-08-07,5.485
2022-08-08,5.485
2022-08-09,5.485
2022-08-10,5.485
2022-08-11,5.485
2022-08-12,5.485
2022-08-13,5.485
2022-08-14,5.485
2022-08-15,5.485
2022-08-16,5.485
2022-08-17,5.485
2022-08-18,5.501
2022-08-19,5.501
2022-08-20,5.501
2022-08-21,5.501
2022-08-22,5.501
2022-08-23,5.501
2022-08-24,5.501
2022-08-25,5.501
2022-08-26,5.501
2022-08-27,5.501
2022-08-28,5.501
2022-08-29,5.34
2022-08-30,5.34
2022-08-31,5.34
2022-09-01,5.34
2022-09-02,5.34
2022-09-03,5.34
2022-09-04,5.34
2022-09-05,5.34
2022-09-06,5.34
2022-09-07,5.34
2022-09-08,5.34
2022-09-09,5.256
2022-09-10,5.256
2022-09-11,5.256
2022-09-12,5.256
2022-09-13,5.266
2022-09-14,5.25
2022-09-15,5.25
2022-09-16,5.25
2022-09-17,5.25
2022-09-18,5.25
2022-09-19,5.25
2022-09-20,5.25
2022-09-21,5.25
2022-09-22,5.25
2022-09-23,5.25
2022-09-24,5.25
2022-09-25,5.25
2022-09-26,5.25
2022-09-27,5.25
2022-09-28,5.25
2022-09-29,5.25
2022-09-30,5.25
2022-10-01,5.25
2022-10-02,5.25
2022-10-03,5.253
2022-10-04,5.242
2022-10-05,5.242
2022-10-06,5.242
2022-10-07,5.242
2022-10-08,5.242
2022-10-09,5.242
2022-10-10,5.195
2022-10-11,5.195
2022-10-12,5.195
2022-10-13,5.235
2022-10-14,5.235
2022-10-15,5.235
2022-10-16,5.235
2022-10-17,5.206
2022-10-18,5.228
2022-10-19,5.228
2022-10-20,5.228
2022-10-21,5.228
2022-10-22,5.228
2022-10-23,5.228
2022-10-24,5.198
2022-10-25,5.198
2022-10-26,5.198
2022-10-27,5.198
2022-10-28,5.198
2022-10-29,5.198
2022-10-30,5.198
2022-10-31,5.198
2022-11-01,5.213
2022-11-02,5.277
2022-11-03,5.277
2022-11-04,5.277
2022-11-05,5.277
2022-11-06,5.277
2022-11-07,5.306
2022-11-08,5.306
2022-11-09,5.318
2022-11-10,5.318
2022-11-11,5.318
2022-11-12,5.318
2022-11-13,5.318
2022-11-14,5.318
2022-11-15,5.331
2022-11-16,5.331
2022-11-17,5.331
2022-11-18,5.331
2022-11-19,5.331
2022-11-20,5.331
2022-11-21,5.331
2022-11-22,5.331
2022-11-23,5.331
2022-11-24,5.331
2022-11-25,5.331
2022-11-26,5.331
2022-11-27,5.331
2022-11-28,5.331
2022-11-29,5.331
2022-11-30,5.32
2022-12-01,5.32
2022-12-02,5.32
2022-12-03,5.32
2022-12-04,5.32
2022-12-05,5.319
2022-12-06,5.319
2022-12-07,5.319
2022-12-08,5.319
2022-12-09,5.319
2022-12-10,5.319
2022-12-11,5.319
2022-12-12,5.319
2022-12-13,5.319
2022-12-14,5.319
2022-12-15,5.316
2022-12-16,5.316
2022-12-17,5.316
2022-12-18,5.316
2022-12-19,5.316
2022-12-20,5.317
2022-12-21,5.317
2022-12-22,5.317
2022-12-23,5.317
2022-12-24,5.317
2022-12-25,5.317
2022-12-26,5.317
2022-12-27,5.317
2022-12-28,5.317
2022-12-29,5.317
2022-12-30,5.317
2022-12-31,5.317
2023-01-01,5.317
2023-01-02,5.317
2023-01-03,5.311
2023-01-04,5.271
2023-01-05,5.271
2023-01-06,5.271
2023-01-07,5.271
2023-01-08,5.271
2023-01-09,5.271
2023-01-10,5.271
2023-01-11,5.271
2023-01-12,5.247
2023-01-13,5.247
2023-01-14,5.247
2023-01-15,5.247
2023-01-16,5.247
2023-01-17,5.247
2023-01-18,5.247
2023-01-19,5.247
2023-01-20,5.235
2023-01-21,5.235
2023-01-22,5.236
2023-01-23,5.236
2023-01-24,5.234
2023-01-25,5.234
2023-01-26,5.234
2023-01-27,5.234
2023-01-28,5.234
2023-01-29,5.234
2023-01-30,5.234
2023-01-31,5.281
2023-02-01,5.281
2023-02-02,5.327
2023-02-03,5.312
2023-02-04,5.312
2023-02-05,5.312
2023-02-06,5.314
2023-02-07,5.314
2023-02-08,5.314
2023-02-09,5.325
2023-02-10,5.325
2023-02-11,5.325
2023-02-12,5.325
2023-02-13,5.325
2023-02-14,5.325
2023-02-15,5.325
2023-02-16,5.329
2023-02-17,5.333
2023-02-18,5.333
2023-02-19,5.333
2023-02-20,5.333
2023-02-21,5.333
2023-02-22,5.333
2023-02-23,5.329
2023-02-24,5.329
2023-02-25,5.329
2023-02-26,5.329
2023-02-27,5.329
2023-02-28,5.329
2023-03-01,5.329
2023-03-02,5.329
2023-03-03,5.329
2023-03-04,5.329
2023-03-05,5.329
2023-03-06,5.329
2023-03-07,5.335
2023-03-08,5.335
2023-03-09,5.335
2023-03-10,5.335
2023-03-11,5.335
2023-03-12,5.335
2023-03-13,5.335
2023-03-14,5.335
2023-03-15,5.335
2023-03-16,5.335
2023-03-17,5.335
2023-03-18,5.335
2023-03-19,5.335
2023-03-20,5.335
2023-03-21,5.335
2023-03-22,5.335
2023-03-23,5.335
2023-03-24,5.335
2023-03-25,5.335
2023-03-26,5.335
2023-03-27,5.335
2023-03-28,5.335
2023-03-29,5.335
2023-03-30,5.335
2023-03-31,5.335
2023-04-01,5.335
2023-04-02,5.335
2023-04-03,5.369
2023-04-04,5.369
2023-04-05,5.369
2023-04-06,5.372
2023-04-07,5.372
2023-04-08,5.372
2023-04-09,5.372
2023-04-10,5.372
2023-04-11,5.381
2023-04-12,5.374
2023-04-13,5.382
2023-04-14,5.382
2023-04-15,5.382
2023-04-16,5.382
2023-04-17,5.382
2023-04-18,5.388
2023-04-19,5.388
2023-04-20,5.391
2023-04-21,5.391
2023-04-22,5.391
2023-04-23,5.391
2023-04-24,5.391
2023-04-25,5.391
2023-04-26,5.391
2023-04-27,5.391
2023-04-28,5.391
2023-04-29,5.391
2023-04-30,5.391
2023-05-01,5.391
2023-05-02,5.431
2023-05-03,5.493
2023-05-04,5.493
2023-05-05,5.535
2023-05-06,5.535
2023-05-07,5.535
2023-05-08,5.535
2023-05-09,5.537
2023-05-10,5.537
2023-05-11,5.537
2023-05-12,5.542
2023-05-13,5.542
2023-05-14,5.542
2023-05-15,5.542
2023-05-16,5.54
2023-05-17,5.54
2023-05-18,5.528
2023-05-19,5.573
2023-05-20,5.573
2023-05-21,5.573
2023-05-22,5.573
2023-05-23,5.573
2023-05-24,5.595
2023-05-25,5.595
2023-05-26,5.595
2023-05-27,5.595
2023-05-28,5.595
2023-05-29,5.601
2023-05-30,5.601
2023-05-31,5.601
2023-06-01,5.601
2023-06-02,5.601
2023-06-03,5.601
2023-06-04,5.604
2023-06-05,5.604
2023-06-06,5.604
2023-06-07,5.604
2023-06-08,5.604
2023-06-09,5.604
2023-06-10,5.611
2023-06-11,5.611
2023-06-12,5.597
2023-06-13,5.597
2023-06-14,5.597
2023-06-15,5.597
2023-06-16,5.597
2023-06-17,5.597
2023-06-18,5.597
2023-06-19,5.597
2023-06-20,5.597
2023-06-21,5.597
2023-06-22,5.597
2023-06-23,5.597
