,EBAY US Equity
2020-11-10,4.766
2020-11-11,4.714
2020-11-12,4.714
2020-11-13,4.714
2020-11-14,4.714
2020-11-15,4.714
2020-11-16,4.714
2020-11-17,4.714
2020-11-18,4.714
2020-11-19,4.714
2020-11-20,4.808
2020-11-21,4.808
2020-11-22,4.808
2020-11-23,4.808
2020-11-24,4.808
2020-11-25,4.808
2020-11-26,4.808
2020-11-27,4.808
2020-11-28,4.808
2020-11-29,4.808
2020-11-30,4.808
2020-12-01,4.808
2020-12-02,4.808
2020-12-03,4.808
2020-12-04,4.808
2020-12-05,4.778
2020-12-06,4.778
2020-12-07,4.778
2020-12-08,4.778
2020-12-09,4.778
2020-12-10,4.778
2020-12-11,4.778
2020-12-12,4.778
2020-12-13,4.778
2020-12-14,4.778
2020-12-15,4.778
2020-12-16,4.778
2020-12-17,4.778
2020-12-18,4.778
2020-12-19,4.778
2020-12-20,4.778
2020-12-21,4.778
2020-12-22,4.778
2020-12-23,4.778
2020-12-24,4.778
2020-12-25,4.778
2020-12-26,4.778
2020-12-27,4.778
2020-12-28,4.778
2020-12-29,4.778
2020-12-30,4.778
2020-12-31,4.778
2021-01-01,4.778
2021-01-02,4.778
2021-01-03,4.778
2021-01-04,4.778
2021-01-05,4.778
2021-01-06,4.778
2021-01-07,4.778
2021-01-08,4.778
2021-01-09,4.778
2021-01-10,4.778
2021-01-11,4.778
2021-01-12,4.778
2021-01-13,4.778
2021-01-14,4.778
2021-01-15,4.778
2021-01-16,4.778
2021-01-17,4.778
2021-01-18,4.778
2021-01-19,4.778
2021-01-20,4.778
2021-01-21,4.778
2021-01-22,4.778
2021-01-23,4.778
2021-01-24,4.778
2021-01-25,4.778
2021-01-26,4.778
2021-01-27,4.785
2021-01-28,4.68
2021-01-29,4.68
2021-01-30,4.68
2021-01-31,4.68
2021-02-01,4.68
2021-02-02,4.711
2021-02-03,4.864
2021-02-04,5.373
2021-02-05,5.373
2021-02-06,5.373
2021-02-07,5.373
2021-02-08,5.373
2021-02-09,5.373
2021-02-10,5.373
2021-02-11,5.373
2021-02-12,5.373
2021-02-13,5.373
2021-02-14,5.373
2021-02-15,5.373
2021-02-16,5.373
2021-02-17,5.373
2021-02-18,5.373
2021-02-19,5.373
2021-02-20,5.373
2021-02-21,5.373
2021-02-22,5.24
2021-02-23,5.24
2021-02-24,5.24
2021-02-25,5.24
2021-02-26,5.24
2021-02-27,5.24
2021-02-28,5.24
2021-03-01,5.24
2021-03-02,5.24
2021-03-03,5.24
2021-03-04,5.24
2021-03-05,5.24
2021-03-06,5.24
2021-03-07,5.24
2021-03-08,5.24
2021-03-09,5.24
2021-03-10,5.24
2021-03-11,5.24
2021-03-12,5.24
2021-03-13,5.24
2021-03-14,5.24
2021-03-15,5.24
2021-03-16,5.24
2021-03-17,5.24
2021-03-18,5.24
2021-03-19,5.24
2021-03-20,5.24
2021-03-21,5.24
2021-03-22,5.24
2021-03-23,5.24
2021-03-24,5.24
2021-03-25,5.24
2021-03-26,5.24
2021-03-27,5.26
2021-03-28,5.26
2021-03-29,5.26
2021-03-30,5.26
2021-03-31,5.389
2021-04-01,5.397
2021-04-02,5.397
2021-04-03,5.397
2021-04-04,5.397
2021-04-05,5.397
2021-04-06,5.397
2021-04-07,5.397
2021-04-08,5.397
2021-04-09,5.396
2021-04-10,5.396
2021-04-11,5.396
2021-04-12,5.396
2021-04-13,5.396
2021-04-14,5.396
2021-04-15,5.396
2021-04-16,5.396
2021-04-17,5.396
2021-04-18,5.396
2021-04-19,5.396
2021-04-20,5.396
2021-04-21,5.396
2021-04-22,5.396
2021-04-23,5.396
2021-04-24,5.396
2021-04-25,5.396
2021-04-26,5.394
2021-04-27,5.394
2021-04-28,5.394
2021-04-29,5.548
2021-04-30,5.548
2021-05-01,5.548
2021-05-02,5.548
2021-05-03,5.548
2021-05-04,5.548
2021-05-05,5.59
2021-05-06,5.59
2021-05-07,5.59
2021-05-08,5.59
2021-05-09,5.59
2021-05-10,5.59
2021-05-11,5.59
2021-05-12,5.59
2021-05-13,5.59
2021-05-14,5.59
2021-05-15,5.59
2021-05-16,5.59
2021-05-17,5.59
2021-05-18,5.59
2021-05-19,5.59
2021-05-20,5.59
2021-05-21,5.59
2021-05-22,5.59
2021-05-23,5.59
2021-05-24,5.59
2021-05-25,5.59
2021-05-26,5.59
2021-05-27,5.59
2021-05-28,5.59
2021-05-29,5.59
2021-05-30,5.59
2021-05-31,5.59
2021-06-01,5.59
2021-06-02,5.59
2021-06-03,5.59
2021-06-04,5.275
2021-06-05,5.275
2021-06-06,5.275
2021-06-07,5.275
2021-06-08,5.275
2021-06-09,5.275
2021-06-10,5.275
2021-06-11,5.275
2021-06-12,5.275
2021-06-13,5.275
2021-06-14,5.275
2021-06-15,5.275
2021-06-16,5.275
2021-06-17,5.275
2021-06-18,5.275
2021-06-19,5.275
2021-06-20,5.275
2021-06-21,5.275
2021-06-22,5.275
2021-06-23,5.275
2021-06-24,4.89
2021-06-25,4.89
2021-06-26,4.89
2021-06-27,4.89
2021-06-28,4.89
2021-06-29,4.89
2021-06-30,4.89
2021-07-01,4.89
2021-07-02,4.89
2021-07-03,4.89
2021-07-04,4.89
2021-07-05,4.89
2021-07-06,4.89
2021-07-07,4.89
2021-07-08,4.89
2021-07-09,4.89
2021-07-10,4.89
2021-07-11,4.89
2021-07-12,4.89
2021-07-13,4.89
2021-07-14,4.89
2021-07-15,4.89
2021-07-16,4.89
2021-07-17,4.89
2021-07-18,4.89
2021-07-19,4.89
2021-07-20,4.89
2021-07-21,4.89
2021-07-22,4.89
2021-07-23,4.89
2021-07-24,4.89
2021-07-25,4.89
2021-07-26,4.89
2021-07-27,4.89
2021-07-28,4.89
2021-07-29,4.89
2021-07-30,4.89
2021-07-31,4.89
2021-08-01,4.89
2021-08-02,4.89
2021-08-03,4.89
2021-08-04,4.89
2021-08-05,4.89
2021-08-06,4.89
2021-08-07,4.89
2021-08-08,5.51
2021-08-09,5.4
2021-08-10,5.51
2021-08-11,5.51
2021-08-12,5.278
2021-08-13,5.278
2021-08-14,5.278
2021-08-15,5.278
2021-08-16,5.278
2021-08-17,5.278
2021-08-18,5.278
2021-08-19,5.278
2021-08-20,5.278
2021-08-21,5.278
2021-08-22,5.278
2021-08-23,5.278
2021-08-24,5.278
2021-08-25,5.278
2021-08-26,5.346
2021-08-27,5.346
2021-08-28,5.346
2021-08-29,5.346
2021-08-30,5.346
2021-08-31,5.346
2021-09-01,5.346
2021-09-02,5.346
2021-09-03,5.346
2021-09-04,5.346
2021-09-05,5.346
2021-09-06,5.346
2021-09-07,5.346
2021-09-08,5.346
2021-09-09,5.346
2021-09-10,5.346
2021-09-11,5.346
2021-09-12,5.346
2021-09-13,5.346
2021-09-14,5.346
2021-09-15,5.346
2021-09-16,5.346
2021-09-17,5.346
2021-09-18,5.346
2021-09-19,5.346
2021-09-20,5.346
2021-09-21,5.346
2021-09-22,5.346
2021-09-23,5.346
2021-09-24,5.346
2021-09-25,5.346
2021-09-26,5.346
2021-09-27,5.346
2021-09-28,5.346
2021-09-29,5.346
2021-09-30,5.346
2021-10-01,5.346
2021-10-02,5.346
2021-10-03,5.346
2021-10-04,5.346
2021-10-05,5.35
2021-10-06,5.35
2021-10-07,5.35
2021-10-08,5.35
2021-10-09,5.35
2021-10-10,5.35
2021-10-11,5.35
2021-10-12,5.35
2021-10-13,5.35
2021-10-14,5.35
2021-10-15,5.35
2021-10-16,5.35
2021-10-17,5.35
2021-10-18,5.35
2021-10-19,5.35
2021-10-20,5.35
2021-10-21,5.35
2021-10-22,5.35
2021-10-23,5.35
2021-10-24,5.35
2021-10-25,5.198
2021-10-26,5.198
2021-10-27,5.394
2021-10-28,5.488
2021-10-29,5.488
2021-10-30,5.488
2021-10-31,5.488
2021-11-01,5.488
2021-11-02,5.488
2021-11-03,5.488
2021-11-04,5.488
2021-11-05,5.488
2021-11-06,5.488
2021-11-07,5.488
2021-11-08,5.488
2021-11-09,5.488
2021-11-10,5.488
2021-11-11,5.488
2021-11-12,5.488
2021-11-13,5.488
2021-11-14,5.488
2021-11-15,5.488
2021-11-16,5.488
2021-11-17,5.488
2021-11-18,5.488
2021-11-19,5.488
2021-11-20,5.488
2021-11-21,5.488
2021-11-22,5.488
2021-11-23,5.488
2021-11-24,5.488
2021-11-25,5.488
2021-11-26,5.488
2021-11-27,5.488
2021-11-28,5.488
2021-11-29,5.488
2021-11-30,5.488
2021-12-01,5.488
2021-12-02,5.418
2021-12-03,5.418
2021-12-04,5.418
2021-12-05,5.418
2021-12-06,5.418
2021-12-07,5.418
2021-12-08,5.418
2021-12-09,5.418
2021-12-10,5.418
2021-12-11,5.418
2021-12-12,5.418
2021-12-13,5.418
2021-12-14,5.418
2021-12-15,5.418
2021-12-16,5.418
2021-12-17,5.418
2021-12-18,5.418
2021-12-19,5.418
2021-12-20,5.418
2021-12-21,5.418
2021-12-22,5.418
2021-12-23,5.418
2021-12-24,5.418
2021-12-25,5.418
2021-12-26,5.418
2021-12-27,5.418
2021-12-28,5.418
2021-12-29,5.418
2021-12-30,5.418
2021-12-31,5.418
2022-01-01,5.418
2022-01-02,5.418
2022-01-03,5.418
2022-01-04,5.329
2022-01-05,5.329
2022-01-06,5.329
2022-01-07,5.329
2022-01-08,5.329
2022-01-09,5.329
2022-01-10,5.17
2022-01-11,5.17
2022-01-12,5.17
2022-01-13,5.17
2022-01-14,5.17
2022-01-15,5.17
2022-01-16,5.17
2022-01-17,5.17
2022-01-18,5.189
2022-01-19,5.189
2022-01-20,5.189
2022-01-21,5.189
2022-01-22,5.189
2022-01-23,5.189
2022-01-24,5.189
2022-01-25,5.189
2022-01-26,5.113
2022-01-27,5.113
2022-01-28,5.113
2022-01-29,5.113
2022-01-30,5.113
2022-01-31,5.113
2022-02-01,5.113
2022-02-02,5.113
2022-02-03,5.113
2022-02-04,5.113
2022-02-05,5.113
2022-02-06,5.113
2022-02-07,5.113
2022-02-08,5.113
2022-02-09,5.113
2022-02-10,5.113
2022-02-11,5.113
2022-02-12,5.113
2022-02-13,5.113
2022-02-14,5.113
2022-02-15,5.113
2022-02-16,5.113
2022-02-17,5.113
2022-02-18,5.073
2022-02-19,5.073
2022-02-20,5.073
2022-02-21,5.073
2022-02-22,5.079
2022-02-23,5.192
2022-02-24,5.087
2022-02-25,5.087
2022-02-26,5.087
2022-02-27,5.087
2022-02-28,5.087
2022-03-01,5.094
2022-03-02,5.094
2022-03-03,5.094
2022-03-04,5.094
2022-03-05,5.094
2022-03-06,5.094
2022-03-07,5.094
2022-03-08,5.094
2022-03-09,5.094
2022-03-10,5.09
2022-03-11,5.137
2022-03-12,5.137
2022-03-13,5.137
2022-03-14,5.137
2022-03-15,5.161
2022-03-16,5.161
2022-03-17,5.161
2022-03-18,5.161
2022-03-19,5.161
2022-03-20,5.161
2022-03-21,5.161
2022-03-22,5.161
2022-03-23,5.161
2022-03-24,5.161
2022-03-25,5.161
2022-03-26,5.161
2022-03-27,5.161
2022-03-28,5.161
2022-03-29,5.173
2022-03-30,5.173
2022-03-31,5.173
2022-04-01,5.173
2022-04-02,5.173
2022-04-03,5.173
2022-04-04,5.173
2022-04-05,5.173
2022-04-06,5.173
2022-04-07,5.173
2022-04-08,5.173
2022-04-09,5.173
2022-04-10,5.173
2022-04-11,5.173
2022-04-12,5.173
2022-04-13,5.173
2022-04-14,5.173
2022-04-15,5.173
2022-04-16,5.173
2022-04-17,5.173
2022-04-18,5.173
2022-04-19,5.173
2022-04-20,5.173
2022-04-21,5.173
2022-04-22,5.173
2022-04-23,5.173
2022-04-24,5.173
2022-04-25,5.173
2022-04-26,5.145
2022-04-27,5.145
2022-04-28,5.145
2022-04-29,5.145
2022-04-30,5.145
2022-05-01,5.145
2022-05-02,5.118
2022-05-03,5.118
2022-05-04,5.079
2022-05-05,4.879
2022-05-06,4.879
2022-05-07,4.879
2022-05-08,4.879
2022-05-09,4.879
2022-05-10,4.879
2022-05-11,4.879
2022-05-12,4.883
2022-05-13,4.883
2022-05-14,4.883
2022-05-15,4.883
2022-05-16,4.883
2022-05-17,4.86
2022-05-18,4.86
2022-05-19,4.86
2022-05-20,4.86
2022-05-21,4.86
2022-05-22,4.86
2022-05-23,4.869
2022-05-24,4.869
2022-05-25,4.869
2022-05-26,4.869
2022-05-27,4.869
2022-05-28,4.869
2022-05-29,4.869
2022-05-30,4.869
2022-05-31,4.856
2022-06-01,4.856
2022-06-02,4.856
2022-06-03,4.856
2022-06-04,4.856
2022-06-05,4.856
2022-06-06,4.856
2022-06-07,4.856
2022-06-08,4.856
2022-06-09,4.856
2022-06-10,4.856
2022-06-11,4.856
2022-06-12,4.856
2022-06-13,4.856
2022-06-14,4.856
2022-06-15,4.856
2022-06-16,4.856
2022-06-17,4.856
2022-06-18,4.856
2022-06-19,4.856
2022-06-20,4.856
2022-06-21,4.856
2022-06-22,4.856
2022-06-23,4.856
2022-06-24,4.856
2022-06-25,4.856
2022-06-26,4.856
2022-06-27,4.856
2022-06-28,4.79
2022-06-29,4.79
2022-06-30,4.79
2022-07-01,4.79
2022-07-02,4.79
2022-07-03,4.79
2022-07-04,4.79
2022-07-05,4.739
2022-07-06,4.739
2022-07-07,4.739
2022-07-08,4.739
2022-07-09,4.739
2022-07-10,4.739
2022-07-11,4.739
2022-07-12,4.739
2022-07-13,4.734
2022-07-14,4.729
2022-07-15,4.729
2022-07-16,4.729
2022-07-17,4.729
2022-07-18,4.729
2022-07-19,4.729
2022-07-20,4.729
2022-07-21,4.693
2022-07-22,4.666
2022-07-23,4.666
2022-07-24,4.666
2022-07-25,4.666
2022-07-26,4.666
2022-07-27,4.666
2022-07-28,4.651
2022-07-29,4.651
2022-07-30,4.651
2022-07-31,4.651
2022-08-01,4.635
2022-08-02,4.635
2022-08-03,4.654
2022-08-04,4.891
2022-08-05,4.902
2022-08-06,4.902
2022-08-07,4.902
2022-08-08,4.902
2022-08-09,4.902
2022-08-10,4.902
2022-08-11,4.902
2022-08-12,4.902
2022-08-13,4.902
2022-08-14,4.902
2022-08-15,4.902
2022-08-16,4.902
2022-08-17,4.902
2022-08-18,4.902
2022-08-19,4.902
2022-08-20,4.902
2022-08-21,4.902
2022-08-22,4.902
2022-08-23,4.902
2022-08-24,4.902
2022-08-25,4.902
2022-08-26,4.902
2022-08-27,4.902
2022-08-28,4.902
2022-08-29,4.902
2022-08-30,4.902
2022-08-31,4.902
2022-09-01,4.902
2022-09-02,4.902
2022-09-03,4.902
2022-09-04,4.902
2022-09-05,4.902
2022-09-06,4.902
2022-09-07,4.902
2022-09-08,4.902
2022-09-09,4.902
2022-09-10,4.902
2022-09-11,4.902
2022-09-12,4.902
2022-09-13,4.904
2022-09-14,4.904
2022-09-15,4.904
2022-09-16,4.904
2022-09-17,4.904
2022-09-18,4.904
2022-09-19,4.904
2022-09-20,4.904
2022-09-21,4.904
2022-09-22,4.904
2022-09-23,4.904
2022-09-24,4.904
2022-09-25,4.904
2022-09-26,4.904
2022-09-27,4.904
2022-09-28,4.904
2022-09-29,4.911
2022-09-30,4.911
2022-10-01,4.911
2022-10-02,4.911
2022-10-03,4.911
2022-10-04,4.911
2022-10-05,4.904
2022-10-06,4.904
2022-10-07,4.904
2022-10-08,4.904
2022-10-09,4.904
2022-10-10,4.904
2022-10-11,4.904
2022-10-12,4.904
2022-10-13,4.904
2022-10-14,4.878
2022-10-15,4.878
2022-10-16,4.878
2022-10-17,4.878
2022-10-18,4.876
2022-10-19,4.876
2022-10-20,4.868
2022-10-21,4.868
2022-10-22,4.868
2022-10-23,4.842
2022-10-24,4.842
2022-10-25,4.826
2022-10-26,4.781
2022-10-27,4.781
2022-10-28,4.781
2022-10-29,4.781
2022-10-30,4.776
2022-10-31,4.776
2022-11-01,4.776
2022-11-02,4.775
2022-11-03,4.773
2022-11-04,4.792
2022-11-05,4.792
2022-11-06,4.784
2022-11-07,4.775
2022-11-08,4.775
2022-11-09,4.775
2022-11-10,4.775
2022-11-11,4.775
2022-11-12,4.775
2022-11-13,4.775
2022-11-14,4.775
2022-11-15,4.775
2022-11-16,4.775
2022-11-17,4.775
2022-11-18,4.775
2022-11-19,4.775
2022-11-20,4.775
2022-11-21,4.775
2022-11-22,4.775
2022-11-23,4.775
2022-11-24,4.775
2022-11-25,4.775
2022-11-26,4.775
2022-11-27,4.775
2022-11-28,4.775
2022-11-29,4.775
2022-11-30,4.775
2022-12-01,4.775
2022-12-02,4.775
2022-12-03,4.775
2022-12-04,4.775
2022-12-05,4.775
2022-12-06,4.775
2022-12-07,4.775
2022-12-08,4.775
2022-12-09,4.769
2022-12-10,4.769
2022-12-11,4.769
2022-12-12,4.764
2022-12-13,4.764
2022-12-14,4.764
2022-12-15,4.764
2022-12-16,4.764
2022-12-17,4.764
2022-12-18,4.764
2022-12-19,4.764
2022-12-20,4.764
2022-12-21,4.764
2022-12-22,4.764
2022-12-23,4.764
2022-12-24,4.764
2022-12-25,4.764
2022-12-26,4.764
2022-12-27,4.764
2022-12-28,4.764
2022-12-29,4.764
2022-12-30,4.764
2022-12-31,4.764
2023-01-01,4.764
2023-01-02,4.764
2023-01-03,4.764
2023-01-04,4.764
2023-01-05,4.764
2023-01-06,4.764
2023-01-07,4.764
2023-01-08,4.764
2023-01-09,4.764
2023-01-10,4.764
2023-01-11,4.764
2023-01-12,4.764
2023-01-13,4.764
2023-01-14,4.764
2023-01-15,4.764
2023-01-16,4.764
2023-01-17,4.764
2023-01-18,4.764
2023-01-19,4.764
2023-01-20,4.765
2023-01-21,4.765
2023-01-22,4.765
2023-01-23,4.765
2023-01-24,4.756
2023-01-25,4.756
2023-01-26,4.756
2023-01-27,4.756
2023-01-28,4.756
2023-01-29,4.756
2023-01-30,4.756
2023-01-31,4.756
2023-02-01,4.762
2023-02-02,4.762
2023-02-03,4.762
2023-02-04,4.762
2023-02-05,4.762
2023-02-06,4.766
2023-02-07,4.766
2023-02-08,4.766
2023-02-09,4.766
2023-02-10,4.766
2023-02-11,4.766
2023-02-12,4.766
2023-02-13,4.766
2023-02-14,4.766
2023-02-15,4.766
2023-02-16,4.766
2023-02-17,4.766
2023-02-18,4.766
2023-02-19,4.766
2023-02-20,4.766
2023-02-21,4.774
2023-02-22,4.676
2023-02-23,4.601
2023-02-24,4.601
2023-02-25,4.596
2023-02-26,4.596
2023-02-27,4.593
2023-02-28,4.545
2023-03-01,4.545
2023-03-02,4.545
2023-03-03,4.545
2023-03-04,4.545
2023-03-05,4.545
2023-03-06,4.545
2023-03-07,4.545
2023-03-08,4.534
2023-03-09,4.534
2023-03-10,4.534
2023-03-11,4.534
2023-03-12,4.534
2023-03-13,4.534
2023-03-14,4.534
2023-03-15,4.534
2023-03-16,4.534
2023-03-17,4.534
2023-03-18,4.534
2023-03-19,4.534
2023-03-20,4.534
2023-03-21,4.534
2023-03-22,4.524
2023-03-23,4.524
2023-03-24,4.524
2023-03-25,4.524
2023-03-26,4.524
2023-03-27,4.524
2023-03-28,4.524
2023-03-29,4.524
2023-03-30,4.524
2023-03-31,4.524
2023-04-01,4.524
2023-04-02,4.524
2023-04-03,4.524
2023-04-04,4.524
2023-04-05,4.524
2023-04-06,4.514
2023-04-07,4.514
2023-04-08,4.514
2023-04-09,4.514
2023-04-10,4.514
2023-04-11,4.514
2023-04-12,4.514
2023-04-13,4.514
2023-04-14,4.514
2023-04-15,4.514
2023-04-16,4.514
2023-04-17,4.514
2023-04-18,4.527
2023-04-19,4.525
2023-04-20,4.525
2023-04-21,4.527
2023-04-22,4.527
2023-04-23,4.527
2023-04-24,4.54
2023-04-25,4.539
2023-04-26,4.572
2023-04-27,4.575
2023-04-28,4.575
2023-04-29,4.567
2023-04-30,4.567
2023-05-01,4.568
2023-05-02,4.568
2023-05-03,4.568
2023-05-04,4.568
2023-05-05,4.568
2023-05-06,4.568
2023-05-07,4.568
2023-05-08,4.578
2023-05-09,4.578
2023-05-10,4.563
2023-05-11,4.564
2023-05-12,4.564
2023-05-13,4.564
2023-05-14,4.564
2023-05-15,4.564
2023-05-16,4.564
2023-05-17,4.564
2023-05-18,4.564
2023-05-19,4.564
2023-05-20,4.564
2023-05-21,4.564
2023-05-22,4.564
2023-05-23,4.564
2023-05-24,4.564
2023-05-25,4.564
2023-05-26,4.564
2023-05-27,4.564
2023-05-28,4.564
2023-05-29,4.564
2023-05-30,4.564
2023-05-31,4.564
2023-06-01,4.564
2023-06-02,4.564
2023-06-03,4.568
2023-06-04,4.568
2023-06-05,4.568
2023-06-06,4.568
2023-06-07,4.528
2023-06-08,4.56
2023-06-09,4.56
2023-06-10,4.56
2023-06-11,4.556
2023-06-12,4.556
2023-06-13,4.556
2023-06-14,4.556
2023-06-15,4.556
2023-06-16,4.556
2023-06-17,4.556
2023-06-18,4.556
2023-06-19,4.556
2023-06-20,4.556
2023-06-21,4.556
2023-06-22,4.556
2023-06-23,4.556
