,RS US Equity
2020-06-30,9.76
2020-07-01,9.76
2020-07-02,9.76
2020-07-03,9.76
2020-07-04,9.76
2020-07-05,9.76
2020-07-06,9.76
2020-07-07,9.76
2020-07-08,9.76
2020-07-09,9.76
2020-07-10,9.76
2020-07-11,9.76
2020-07-12,9.76
2020-07-13,9.76
2020-07-14,9.76
2020-07-15,9.76
2020-07-16,9.76
2020-07-17,9.76
2020-07-18,9.76
2020-07-19,9.76
2020-07-20,9.76
2020-07-21,9.76
2020-07-22,9.76
2020-07-23,9.76
2020-07-24,9.76
2020-07-25,9.76
2020-07-26,9.76
2020-07-27,9.76
2020-07-28,9.76
2020-07-29,9.76
2020-07-30,9.76
2020-07-31,9.76
2020-08-01,9.76
2020-08-02,9.76
2020-08-03,9.76
2020-08-04,9.76
2020-08-05,9.76
2020-08-06,9.76
2020-08-07,9.76
2020-08-08,9.76
2020-08-09,9.76
2020-08-10,9.76
2020-08-11,9.76
2020-08-12,9.76
2020-08-13,9.76
2020-08-14,9.76
2020-08-15,9.76
2020-08-16,9.76
2020-08-17,9.76
2020-08-18,9.76
2020-08-19,9.76
2020-08-20,9.76
2020-08-21,9.76
2020-08-22,9.76
2020-08-23,9.76
2020-08-24,9.76
2020-08-25,9.76
2020-08-26,9.76
2020-08-27,9.76
2020-08-28,9.76
2020-08-29,9.76
2020-08-30,9.76
2020-08-31,9.76
2020-09-01,9.76
2020-09-02,9.76
2020-09-03,9.76
2020-09-04,9.76
2020-09-05,9.76
2020-09-06,9.76
2020-09-07,9.76
2020-09-08,9.76
2020-09-09,9.76
2020-09-10,9.76
2020-09-11,9.76
2020-09-12,9.76
2020-09-13,9.76
2020-09-14,9.76
2020-09-15,9.76
2020-09-16,9.76
2020-09-17,9.76
2020-09-18,9.76
2020-09-19,9.76
2020-09-20,9.76
2020-09-21,9.76
2020-09-22,9.76
2020-09-23,9.76
2020-09-24,9.76
2020-09-25,9.76
2020-09-26,9.76
2020-09-27,9.76
2020-09-28,9.76
2020-09-29,9.76
2020-09-30,9.76
2020-10-01,9.76
2020-10-02,9.76
2020-10-03,9.76
2020-10-04,9.76
2020-10-05,9.76
2020-10-06,9.76
2020-10-07,9.76
2020-10-08,9.76
2020-10-09,9.76
2020-10-10,9.76
2020-10-11,9.76
2020-10-12,9.76
2020-10-13,9.76
2020-10-14,9.76
2020-10-15,9.76
2020-10-16,9.76
2020-10-17,9.76
2020-10-18,9.76
2020-10-19,9.76
2020-10-20,9.76
2020-10-21,9.76
2020-10-22,9.76
2020-10-23,9.76
2020-10-24,9.76
2020-10-25,9.76
2020-10-26,9.76
2020-10-27,9.76
2020-10-28,9.76
2020-10-29,9.76
2020-10-30,9.76
2020-10-31,9.76
2020-11-01,9.76
2020-11-02,9.76
2020-11-03,9.76
2020-11-04,9.76
2020-11-05,9.76
2020-11-06,9.76
2020-11-07,9.76
2020-11-08,9.76
2020-11-09,9.76
2020-11-10,9.76
2020-11-11,9.76
2020-11-12,9.76
2020-11-13,9.76
2020-11-14,9.76
2020-11-15,9.76
2020-11-16,9.76
2020-11-17,9.76
2020-11-18,9.76
2020-11-19,9.76
2020-11-20,9.76
2020-11-21,9.76
2020-11-22,9.76
2020-11-23,9.76
2020-11-24,9.76
2020-11-25,9.76
2020-11-26,9.76
2020-11-27,9.76
2020-11-28,9.76
2020-11-29,9.76
2020-11-30,9.76
2020-12-01,9.76
2020-12-02,9.76
2020-12-03,9.76
2020-12-04,9.76
2020-12-05,9.76
2020-12-06,9.76
2020-12-07,9.76
2020-12-08,9.76
2020-12-09,9.76
2020-12-10,9.76
2020-12-11,9.76
2020-12-12,9.76
2020-12-13,9.76
2020-12-14,9.76
2020-12-15,9.76
2020-12-16,9.76
2020-12-17,9.76
2020-12-18,9.76
2020-12-19,9.76
2020-12-20,9.76
2020-12-21,9.76
2020-12-22,9.76
2020-12-23,9.76
2020-12-24,9.76
2020-12-25,9.76
2020-12-26,9.76
2020-12-27,9.76
2020-12-28,9.76
2020-12-29,9.76
2020-12-30,9.76
2020-12-31,9.76
2021-01-01,9.76
2021-01-02,9.76
2021-01-03,9.76
2021-01-04,9.76
2021-01-05,9.76
2021-01-06,9.76
2021-01-07,9.76
2021-01-08,9.76
2021-01-09,9.76
2021-01-10,9.76
2021-01-11,9.76
2021-01-12,9.76
2021-01-13,9.76
2021-01-14,9.76
2021-01-15,9.76
2021-01-16,9.76
2021-01-17,9.76
2021-01-18,9.76
2021-01-19,9.76
2021-01-20,9.76
2021-01-21,9.76
2021-01-22,9.76
2021-01-23,9.76
2021-01-24,9.76
2021-01-25,9.76
2021-01-26,9.76
2021-01-27,9.76
2021-01-28,9.76
2021-01-29,9.76
2021-01-30,9.76
2021-01-31,9.76
2021-02-01,9.76
2021-02-02,9.76
2021-02-03,9.76
2021-02-04,9.76
2021-02-05,9.76
2021-02-06,9.76
2021-02-07,9.76
2021-02-08,9.76
2021-02-09,9.76
2021-02-10,9.76
2021-02-11,9.76
2021-02-12,9.76
2021-02-13,9.76
2021-02-14,9.76
2021-02-15,9.76
2021-02-16,9.76
2021-02-17,9.76
2021-02-18,9.76
2021-02-19,9.76
2021-02-20,9.76
2021-02-21,9.76
2021-02-22,9.76
2021-02-23,9.76
2021-02-24,9.76
2021-02-25,9.76
2021-02-26,9.76
2021-02-27,9.76
2021-02-28,9.76
2021-03-01,9.76
2021-03-02,9.76
2021-03-03,9.76
2021-03-04,9.76
2021-03-05,9.76
2021-03-06,9.76
2021-03-07,9.76
2021-03-08,9.76
2021-03-09,9.76
2021-03-10,9.76
2021-03-11,9.76
2021-03-12,9.76
2021-03-13,9.76
2021-03-14,9.76
2021-03-15,9.76
2021-03-16,9.76
2021-03-17,9.76
2021-03-18,9.76
2021-03-19,9.76
2021-03-20,9.76
2021-03-21,9.76
2021-03-22,9.76
2021-03-23,9.76
2021-03-24,9.76
2021-03-25,9.76
2021-03-26,9.76
2021-03-27,9.76
2021-03-28,9.76
2021-03-29,9.76
2021-03-30,9.76
2021-03-31,9.76
2021-04-01,9.76
2021-04-02,9.76
2021-04-03,9.76
2021-04-04,9.76
2021-04-05,9.76
2021-04-06,9.76
2021-04-07,9.76
2021-04-08,9.76
2021-04-09,9.76
2021-04-10,9.76
2021-04-11,9.76
2021-04-12,9.76
2021-04-13,9.76
2021-04-14,9.76
2021-04-15,9.76
2021-04-16,9.76
2021-04-17,9.76
2021-04-18,9.76
2021-04-19,9.76
2021-04-20,9.76
2021-04-21,9.76
2021-04-22,9.76
2021-04-23,9.76
2021-04-24,9.76
2021-04-25,9.76
2021-04-26,9.76
2021-04-27,9.76
2021-04-28,9.76
2021-04-29,9.76
2021-04-30,9.76
2021-05-01,9.76
2021-05-02,9.76
2021-05-03,9.76
2021-05-04,9.76
2021-05-05,9.76
2021-05-06,9.76
2021-05-07,9.76
2021-05-08,9.76
2021-05-09,9.76
2021-05-10,9.76
2021-05-11,9.76
2021-05-12,9.76
2021-05-13,9.76
2021-05-14,9.76
2021-05-15,9.76
2021-05-16,9.76
2021-05-17,9.76
2021-05-18,9.76
2021-05-19,9.76
2021-05-20,9.76
2021-05-21,9.76
2021-05-22,9.76
2021-05-23,9.76
2021-05-24,9.76
2021-05-25,9.76
2021-05-26,9.76
2021-05-27,9.76
2021-05-28,9.76
2021-05-29,9.76
2021-05-30,9.76
2021-05-31,9.76
2021-06-01,9.76
2021-06-02,9.76
2021-06-03,9.76
2021-06-04,9.76
2021-06-05,9.76
2021-06-06,9.76
2021-06-07,9.76
2021-06-08,9.76
2021-06-09,9.76
2021-06-10,9.76
2021-06-11,9.76
2021-06-12,9.76
2021-06-13,9.76
2021-06-14,9.76
2021-06-15,9.76
2021-06-16,9.76
2021-06-17,9.76
2021-06-18,9.76
2021-06-19,9.76
2021-06-20,9.76
2021-06-21,9.76
2021-06-22,9.76
2021-06-23,9.76
2021-06-24,9.76
2021-06-25,9.76
2021-06-26,9.76
2021-06-27,9.76
2021-06-28,9.76
2021-06-29,9.76
2021-06-30,11.78
2021-07-01,11.78
2021-07-02,11.78
2021-07-03,11.78
2021-07-04,11.78
2021-07-05,11.78
2021-07-06,11.78
2021-07-07,11.78
2021-07-08,11.78
2021-07-09,11.78
2021-07-10,11.78
2021-07-11,11.78
2021-07-12,11.78
2021-07-13,11.78
2021-07-14,11.78
2021-07-15,11.78
2021-07-16,11.78
2021-07-17,11.78
2021-07-18,11.78
2021-07-19,11.78
2021-07-20,11.78
2021-07-21,11.78
2021-07-22,11.78
2021-07-23,11.78
2021-07-24,11.78
2021-07-25,11.78
2021-07-26,11.64
2021-07-27,11.64
2021-07-28,11.64
2021-07-29,11.64
2021-07-30,11.64
2021-07-31,11.64
2021-08-01,11.64
2021-08-02,11.64
2021-08-03,11.64
2021-08-04,11.64
2021-08-05,11.64
2021-08-06,11.64
2021-08-07,11.64
2021-08-08,11.64
2021-08-09,11.64
2021-08-10,11.64
2021-08-11,11.64
2021-08-12,11.64
2021-08-13,11.64
2021-08-14,11.64
2021-08-15,11.64
2021-08-16,11.64
2021-08-17,11.64
2021-08-18,11.64
2021-08-19,11.64
2021-08-20,11.64
2021-08-21,11.64
2021-08-22,11.64
2021-08-23,11.555
2021-08-24,11.555
2021-08-25,11.555
2021-08-26,11.555
2021-08-27,11.555
2021-08-28,11.555
2021-08-29,11.555
2021-08-30,11.555
2021-08-31,11.555
2021-09-01,11.555
2021-09-02,11.555
2021-09-03,11.555
2021-09-04,11.555
2021-09-05,11.555
2021-09-06,11.555
2021-09-07,11.555
2021-09-08,11.555
2021-09-09,11.555
2021-09-10,11.555
2021-09-11,11.555
2021-09-12,11.555
2021-09-13,11.555
2021-09-14,11.47
2021-09-15,11.47
2021-09-16,11.47
2021-09-17,11.47
2021-09-18,11.47
2021-09-19,11.47
2021-09-20,11.47
2021-09-21,11.47
2021-09-22,11.47
2021-09-23,11.47
2021-09-24,11.47
2021-09-25,11.47
2021-09-26,11.47
2021-09-27,11.47
2021-09-28,11.47
2021-09-29,11.47
2021-09-30,11.47
2021-10-01,11.47
2021-10-02,11.47
2021-10-03,11.47
2021-10-04,11.47
2021-10-05,11.47
2021-10-06,11.47
2021-10-07,11.47
2021-10-08,11.47
2021-10-09,11.47
2021-10-10,11.47
2021-10-11,11.47
2021-10-12,11.47
2021-10-13,11.47
2021-10-14,11.47
2021-10-15,11.47
2021-10-16,11.47
2021-10-17,11.47
2021-10-18,11.47
2021-10-19,11.47
2021-10-20,11.47
2021-10-21,11.47
2021-10-22,11.47
2021-10-23,11.47
2021-10-24,11.47
2021-10-25,11.47
2021-10-26,11.47
2021-10-27,11.47
2021-10-28,11.47
2021-10-29,11.47
2021-10-30,11.47
2021-10-31,12.62
2021-11-01,12.62
2021-11-02,12.62
2021-11-03,15.705
2021-11-04,15.705
2021-11-05,15.705
2021-11-06,15.705
2021-11-07,15.705
2021-11-08,15.705
2021-11-09,15.705
2021-11-10,15.705
2021-11-11,15.705
2021-11-12,15.705
2021-11-13,15.705
2021-11-14,15.705
2021-11-15,15.705
2021-11-16,15.705
2021-11-17,15.705
2021-11-18,15.705
2021-11-19,15.705
2021-11-20,15.705
2021-11-21,15.705
2021-11-22,15.705
2021-11-23,15.705
2021-11-24,15.705
2021-11-25,15.705
2021-11-26,15.705
2021-11-27,15.705
2021-11-28,15.705
2021-11-29,15.705
2021-11-30,15.705
2021-12-01,15.705
2021-12-02,15.705
2021-12-03,15.705
2021-12-04,15.705
2021-12-05,15.705
2021-12-06,15.705
2021-12-07,15.705
2021-12-08,15.705
2021-12-09,15.705
2021-12-10,15.705
2021-12-11,15.705
2021-12-12,15.705
2021-12-13,14.57
2021-12-14,14.57
2021-12-15,14.57
2021-12-16,14.57
2021-12-17,14.57
2021-12-18,14.57
2021-12-19,14.57
2021-12-20,14.57
2021-12-21,14.57
2021-12-22,14.57
2021-12-23,14.57
2021-12-24,14.57
2021-12-25,14.57
2021-12-26,14.57
2021-12-27,14.57
2021-12-28,14.57
2021-12-29,14.57
2021-12-30,14.57
2021-12-31,14.57
2022-01-01,14.57
2022-01-02,14.57
2022-01-03,14.57
2022-01-04,14.57
2022-01-05,14.57
2022-01-06,14.57
2022-01-07,14.57
2022-01-08,14.57
2022-01-09,14.57
2022-01-10,14.57
2022-01-11,14.57
2022-01-12,14.57
2022-01-13,14.57
2022-01-14,14.57
2022-01-15,14.57
2022-01-16,14.57
2022-01-17,14.57
2022-01-18,14.57
2022-01-19,14.57
2022-01-20,14.57
2022-01-21,14.57
2022-01-22,14.57
2022-01-23,14.57
2022-01-24,14.57
2022-01-25,14.57
2022-01-26,14.57
2022-01-27,14.57
2022-01-28,14.57
2022-01-29,14.57
2022-01-30,14.57
2022-01-31,14.57
2022-02-01,14.57
2022-02-02,14.57
2022-02-03,14.57
2022-02-04,14.57
2022-02-05,14.57
2022-02-06,14.57
2022-02-07,14.57
2022-02-08,14.57
2022-02-09,14.57
2022-02-10,14.57
2022-02-11,14.57
2022-02-12,14.57
2022-02-13,14.57
2022-02-14,14.57
2022-02-15,14.57
2022-02-16,14.57
2022-02-17,14.333
2022-02-18,14.333
2022-02-19,15.403
2022-02-20,15.403
2022-02-21,15.306
2022-02-22,15.306
2022-02-23,15.306
2022-02-24,15.306
2022-02-25,15.306
2022-02-26,15.306
2022-02-27,15.306
2022-02-28,15.306
2022-03-01,15.306
2022-03-02,15.306
2022-03-03,15.306
2022-03-04,15.306
2022-03-05,15.306
2022-03-06,15.306
2022-03-07,15.306
2022-03-08,15.306
2022-03-09,15.306
2022-03-10,15.39
2022-03-11,15.39
2022-03-12,15.39
2022-03-13,15.39
2022-03-14,15.39
2022-03-15,15.42
2022-03-16,15.42
2022-03-17,15.42
2022-03-18,15.42
2022-03-19,15.42
2022-03-20,15.42
2022-03-21,17.413
2022-03-22,17.413
2022-03-23,17.413
2022-03-24,17.413
2022-03-25,17.413
2022-03-26,17.413
2022-03-27,17.413
2022-03-28,17.413
2022-03-29,17.413
2022-03-30,17.413
2022-03-31,17.413
2022-04-01,17.413
2022-04-02,17.413
2022-04-03,17.413
2022-04-04,17.413
2022-04-05,17.413
2022-04-06,17.413
2022-04-07,17.413
2022-04-08,17.413
2022-04-09,17.413
2022-04-10,17.413
2022-04-11,17.413
2022-04-12,17.413
2022-04-13,17.4
2022-04-14,17.69
2022-04-15,17.69
2022-04-16,17.69
2022-04-17,17.69
2022-04-18,17.69
2022-04-19,18.59
2022-04-20,18.59
2022-04-21,18.59
2022-04-22,18.59
2022-04-23,18.59
2022-04-24,18.59
2022-04-25,18.59
2022-04-26,18.59
2022-04-27,18.59
2022-04-28,18.64
2022-04-29,19.57
2022-04-30,19.57
2022-05-01,19.57
2022-05-02,19.57
2022-05-03,19.57
2022-05-04,19.57
2022-05-05,19.57
2022-05-06,19.57
2022-05-07,19.57
2022-05-08,19.57
2022-05-09,19.57
2022-05-10,19.57
2022-05-11,19.57
2022-05-12,19.57
2022-05-13,19.57
2022-05-14,19.57
2022-05-15,19.57
2022-05-16,19.57
2022-05-17,19.57
2022-05-18,19.57
2022-05-19,19.57
2022-05-20,19.57
2022-05-21,19.57
2022-05-22,19.57
2022-05-23,20.256
2022-05-24,20.256
2022-05-25,20.256
2022-05-26,20.256
2022-05-27,20.256
2022-05-28,20.256
2022-05-29,20.256
2022-05-30,20.256
2022-05-31,20.015
2022-06-01,20.015
2022-06-02,20.015
2022-06-03,20.015
2022-06-04,20.015
2022-06-05,20.015
2022-06-06,20.015
2022-06-07,20.015
2022-06-08,20.015
2022-06-09,20.015
2022-06-10,20.015
2022-06-11,20.015
2022-06-12,20.015
2022-06-13,20.015
2022-06-14,20.015
2022-06-15,20.015
2022-06-16,20.015
2022-06-17,20.015
2022-06-18,20.015
2022-06-19,20.015
2022-06-20,20.8
2022-06-21,20.8
2022-06-22,20.8
2022-06-23,20.8
2022-06-24,20.8
2022-06-25,20.8
2022-06-26,20.8
2022-06-27,20.838
2022-06-28,20.838
2022-06-29,20.838
2022-06-30,20.838
2022-07-01,20.838
2022-07-02,20.838
2022-07-03,20.838
2022-07-04,20.838
2022-07-05,20.838
2022-07-06,20.838
2022-07-07,20.838
2022-07-08,20.838
2022-07-09,20.838
2022-07-10,20.838
2022-07-11,20.838
2022-07-12,20.743
2022-07-13,20.743
2022-07-14,20.743
2022-07-15,20.963
2022-07-16,20.963
2022-07-17,20.963
2022-07-18,20.963
2022-07-19,20.963
2022-07-20,20.963
2022-07-21,20.963
2022-07-22,20.963
2022-07-23,20.963
2022-07-24,20.963
2022-07-25,20.963
2022-07-26,20.963
2022-07-27,20.876
2022-07-28,20.738
2022-07-29,20.738
2022-07-30,20.492
2022-07-31,20.492
2022-08-01,20.7
2022-08-02,20.7
2022-08-03,20.7
2022-08-04,20.7
2022-08-05,20.7
2022-08-06,20.7
2022-08-07,20.7
2022-08-08,20.7
2022-08-09,20.7
2022-08-10,20.7
2022-08-11,19.522
2022-08-12,19.522
2022-08-13,19.522
2022-08-14,19.522
2022-08-15,19.138
2022-08-16,19.138
2022-08-17,19.138
2022-08-18,19.138
2022-08-19,19.138
2022-08-20,19.138
2022-08-21,19.138
2022-08-22,19.138
2022-08-23,19.138
2022-08-24,19.138
2022-08-25,19.138
2022-08-26,19.138
2022-08-27,19.138
2022-08-28,19.138
2022-08-29,19.138
2022-08-30,19.138
2022-08-31,19.138
2022-09-01,19.138
2022-09-02,19.138
2022-09-03,19.138
2022-09-04,19.138
2022-09-05,19.138
2022-09-06,19.138
2022-09-07,19.138
2022-09-08,19.138
2022-09-09,19.138
2022-09-10,19.138
2022-09-11,19.138
2022-09-12,19.13
2022-09-13,19.13
2022-09-14,19.13
2022-09-15,19.13
2022-09-16,19.13
2022-09-17,19.13
2022-09-18,19.13
2022-09-19,19.13
2022-09-20,19.13
2022-09-21,19.13
2022-09-22,19.13
2022-09-23,19.13
2022-09-24,19.13
2022-09-25,19.13
2022-09-26,19.13
2022-09-27,19.13
2022-09-28,19.13
2022-09-29,19.13
2022-09-30,19.13
2022-10-01,19.13
2022-10-02,19.13
2022-10-03,19.13
2022-10-04,19.13
2022-10-05,19.13
2022-10-06,19.092
2022-10-07,19.092
2022-10-08,19.092
2022-10-09,19.092
2022-10-10,19.092
2022-10-11,19.092
2022-10-12,19.092
2022-10-13,19.092
2022-10-14,19.092
2022-10-15,19.092
2022-10-16,19.092
2022-10-17,19.092
2022-10-18,18.952
2022-10-19,18.952
2022-10-20,18.952
2022-10-21,18.952
2022-10-22,18.952
2022-10-23,18.952
2022-10-24,18.952
2022-10-25,18.952
2022-10-26,18.978
2022-10-27,19.392
2022-10-28,19.418
2022-10-29,19.418
2022-10-30,19.418
2022-10-31,19.418
2022-11-01,19.418
2022-11-02,19.418
2022-11-03,19.418
2022-11-04,19.418
2022-11-05,19.418
2022-11-06,19.418
2022-11-07,19.418
2022-11-08,19.418
2022-11-09,19.418
2022-11-10,19.418
2022-11-11,19.418
2022-11-12,19.418
2022-11-13,19.418
2022-11-14,19.418
2022-11-15,19.418
2022-11-16,19.418
2022-11-17,19.418
2022-11-18,19.418
2022-11-19,19.418
2022-11-20,19.418
2022-11-21,19.418
2022-11-22,19.108
2022-11-23,19.108
2022-11-24,19.108
2022-11-25,19.108
2022-11-26,19.108
2022-11-27,19.108
2022-11-28,19.108
2022-11-29,19.108
2022-11-30,19.108
2022-12-01,19.108
2022-12-02,19.108
2022-12-03,19.108
2022-12-04,19.108
2022-12-05,19.108
2022-12-06,19.108
2022-12-07,19.108
2022-12-08,19.108
2022-12-09,19.108
2022-12-10,19.108
2022-12-11,19.108
2022-12-12,19.108
2022-12-13,18.768
2022-12-14,18.768
2022-12-15,18.768
2022-12-16,18.768
2022-12-17,18.768
2022-12-18,18.768
2022-12-19,18.768
2022-12-20,18.768
2022-12-21,18.768
2022-12-22,18.768
2022-12-23,18.768
2022-12-24,18.768
2022-12-25,18.768
2022-12-26,18.768
2022-12-27,18.768
2022-12-28,18.768
2022-12-29,18.768
2022-12-30,18.768
2022-12-31,18.768
2023-01-01,18.768
2023-01-02,18.768
2023-01-03,18.768
2023-01-04,18.768
2023-01-05,18.768
2023-01-06,18.768
2023-01-07,18.768
2023-01-08,18.768
2023-01-09,18.768
2023-01-10,18.768
2023-01-11,18.805
2023-01-12,18.805
2023-01-13,18.805
2023-01-14,18.805
2023-01-15,18.805
2023-01-16,18.805
2023-01-17,19.043
2023-01-18,19.043
2023-01-19,19.043
2023-01-20,19.043
2023-01-21,19.043
2023-01-22,19.043
2023-01-23,19.043
2023-01-24,19.043
2023-01-25,19.043
2023-01-26,19.043
2023-01-27,19.043
2023-01-28,19.043
2023-01-29,19.043
2023-01-30,19.043
2023-01-31,19.043
2023-02-01,19.043
2023-02-02,19.043
2023-02-03,19.043
2023-02-04,19.043
2023-02-05,19.043
2023-02-06,19.043
2023-02-07,19.043
2023-02-08,19.043
2023-02-09,19.043
2023-02-10,19.043
2023-02-11,19.043
2023-02-12,19.043
2023-02-13,19.043
2023-02-14,19.043
2023-02-15,19.043
2023-02-16,19.468
2023-02-17,20.164
2023-02-18,20.164
2023-02-19,20.164
2023-02-20,20.164
2023-02-21,20.164
2023-02-22,20.164
2023-02-23,20.164
2023-02-24,20.164
2023-02-25,20.164
2023-02-26,20.164
2023-02-27,20.164
2023-02-28,20.164
2023-03-01,20.232
2023-03-02,20.232
2023-03-03,20.232
2023-03-04,20.232
2023-03-05,20.232
2023-03-06,20.232
2023-03-07,20.232
2023-03-08,20.232
2023-03-09,20.232
2023-03-10,20.506
2023-03-11,20.506
2023-03-12,20.506
2023-03-13,20.506
2023-03-14,20.506
2023-03-15,20.506
2023-03-16,20.506
2023-03-17,20.506
2023-03-18,20.506
2023-03-19,20.506
2023-03-20,20.506
2023-03-21,20.506
2023-03-22,20.506
2023-03-23,20.506
2023-03-24,20.506
2023-03-25,20.506
2023-03-26,20.506
2023-03-27,20.506
2023-03-28,20.6
2023-03-29,20.6
2023-03-30,20.6
2023-03-31,20.867
2023-04-01,20.867
2023-04-02,20.867
2023-04-03,20.867
2023-04-04,20.863
2023-04-05,20.8
2023-04-06,20.8
2023-04-07,20.8
2023-04-08,20.8
2023-04-09,20.8
2023-04-10,20.8
2023-04-11,20.8
2023-04-12,20.8
2023-04-13,20.8
2023-04-14,20.8
2023-04-15,20.8
2023-04-16,20.8
2023-04-17,20.8
2023-04-18,19.886
2023-04-19,19.886
2023-04-20,19.886
2023-04-21,19.886
2023-04-22,19.886
2023-04-23,19.886
2023-04-24,19.886
2023-04-25,19.886
2023-04-26,19.886
2023-04-27,19.72
2023-04-28,19.72
2023-04-29,19.72
2023-04-30,19.799
2023-05-01,19.786
2023-05-02,19.786
2023-05-03,19.786
2023-05-04,19.786
2023-05-05,19.786
2023-05-06,19.786
2023-05-07,19.786
2023-05-08,19.786
2023-05-09,19.786
2023-05-10,19.786
2023-05-11,18.776
2023-05-12,18.776
2023-05-13,18.776
2023-05-14,18.776
2023-05-15,18.776
2023-05-16,18.776
2023-05-17,18.776
2023-05-18,18.776
2023-05-19,18.776
2023-05-20,18.776
2023-05-21,18.776
2023-05-22,18.776
2023-05-23,18.776
2023-05-24,18.776
2023-05-25,18.776
2023-05-26,18.776
2023-05-27,18.776
2023-05-28,18.776
2023-05-29,18.776
2023-05-30,18.776
2023-05-31,19.465
2023-06-01,19.465
2023-06-02,19.458
2023-06-03,19.458
2023-06-04,19.458
2023-06-05,19.458
2023-06-06,19.458
2023-06-07,19.422
2023-06-08,19.422
2023-06-09,19.422
2023-06-10,19.422
2023-06-11,19.442
2023-06-12,19.442
2023-06-13,19.442
2023-06-14,19.442
2023-06-15,19.415
2023-06-16,19.415
2023-06-17,19.415
2023-06-18,19.415
2023-06-19,19.415
2023-06-20,19.415
2023-06-21,18.767
2023-06-22,18.767
2023-06-23,18.767
