,MPC US Equity
2023-06-27,12.329
2023-06-28,12.329
2023-06-29,12.315
2023-06-30,12.429
2023-07-01,12.429
2023-07-02,12.429
2023-07-03,12.429
2023-07-04,12.429
2023-07-05,12.429
2023-07-06,12.429
2023-07-07,12.589
2023-07-08,12.589
2023-07-09,12.589
2023-07-10,12.562
2023-07-11,12.623
2023-07-12,12.616
2023-07-13,12.616
2023-07-14,12.879
2023-07-15,12.879
2023-07-16,12.879
2023-07-17,12.879
2023-07-18,12.805
2023-07-19,12.774
2023-07-20,12.774
2023-07-21,12.819
2023-07-22,12.819
2023-07-23,12.819
2023-07-24,12.819
2023-07-25,12.819
2023-07-26,12.819
2023-07-27,12.819
2023-07-28,12.819
2023-07-29,12.819
2023-07-30,12.819
2023-07-31,12.819
2023-08-01,12.881
2023-08-02,13.173
2023-08-03,13.174
2023-08-04,13.174
2023-08-05,13.174
2023-08-06,13.174
2023-08-07,13.454
2023-08-08,13.454
2023-08-09,14.052
2023-08-10,14.052
2023-08-11,14.052
2023-08-12,14.052
2023-08-13,14.052
2023-08-14,14.088
2023-08-15,14.184
2023-08-16,14.184
2023-08-17,14.184
2023-08-18,14.184
2023-08-19,14.184
2023-08-20,14.184
2023-08-21,14.208
2023-08-22,14.208
2023-08-23,14.208
2023-08-24,14.208
2023-08-25,14.517
2023-08-26,14.517
2023-08-27,14.514
2023-08-28,14.514
2023-08-29,14.627
2023-08-30,14.627
2023-08-31,14.56
2023-09-01,14.872
2023-09-02,14.872
2023-09-03,14.872
2023-09-04,14.921
2023-09-05,14.921
2023-09-06,14.921
2023-09-07,15.051
2023-09-08,14.939
2023-09-09,14.939
2023-09-10,14.939
2023-09-11,14.939
2023-09-12,14.939
2023-09-13,14.939
2023-09-14,14.939
2023-09-15,14.783
2023-09-16,14.783
2023-09-17,14.783
2023-09-18,15.154
2023-09-19,15.213
2023-09-20,15.213
2023-09-21,15.213
2023-09-22,15.213
2023-09-23,15.213
2023-09-24,15.213
2023-09-25,15.387
2023-09-26,15.658
2023-09-27,15.658
2023-09-28,15.658
2023-09-29,15.658
2023-09-30,15.865
2023-10-01,15.865
2023-10-02,15.865
2023-10-03,15.865
2023-10-04,16.01
2023-10-05,15.744
2023-10-06,15.744
2023-10-07,15.744
2023-10-08,15.744
2023-10-09,15.744
2023-10-10,15.744
2023-10-11,15.744
2023-10-12,15.377
2023-10-13,15.377
2023-10-14,15.377
2023-10-15,15.377
2023-10-16,15.288
2023-10-17,16.491
2023-10-18,16.491
2023-10-19,15.486
2023-10-20,15.486
2023-10-21,15.486
2023-10-22,15.486
2023-10-23,15.486
2023-10-24,15.486
2023-10-25,15.486
2023-10-26,15.486
2023-10-27,15.486
2023-10-28,15.486
2023-10-29,15.486
2023-10-30,15.486
2023-10-31,14.563
2023-11-01,15.107
2023-11-02,16.289
2023-11-03,16.289
2023-11-04,16.289
2023-11-05,16.289
2023-11-06,16.339
2023-11-07,16.339
2023-11-08,16.339
2023-11-09,16.184
2023-11-10,16.23
2023-11-11,15.906
2023-11-12,15.906
2023-11-13,15.906
2023-11-14,15.764
2023-11-15,15.764
2023-11-16,15.764
2023-11-17,15.764
2023-11-18,15.764
2023-11-19,15.764
2023-11-20,15.764
2023-11-21,15.748
2023-11-22,15.748
2023-11-23,15.748
2023-11-24,15.748
2023-11-25,15.748
2023-11-26,15.748
2023-11-27,15.748
2023-11-28,15.682
2023-11-29,15.682
2023-11-30,15.682
2023-12-01,15.682
2023-12-02,15.682
2023-12-03,15.682
2023-12-04,15.638
2023-12-05,15.638
2023-12-06,15.638
2023-12-07,15.711
2023-12-08,15.742
2023-12-09,15.742
2023-12-10,15.742
2023-12-11,15.806
2023-12-12,15.836
2023-12-13,15.642
2023-12-14,15.449
2023-12-15,15.449
2023-12-16,15.449
2023-12-17,15.449
2023-12-18,15.419
2023-12-19,15.419
2023-12-20,15.419
2023-12-21,15.776
2023-12-22,15.776
2023-12-23,15.776
2023-12-24,15.776
2023-12-25,15.776
2023-12-26,15.776
2023-12-27,15.776
2023-12-28,15.776
2023-12-29,15.776
2023-12-30,15.776
2023-12-31,15.776
2024-01-01,15.776
2024-01-02,15.771
2024-01-03,15.786
2024-01-04,15.786
2024-01-05,15.776
2024-01-06,15.776
2024-01-07,15.555
2024-01-08,15.541
2024-01-09,15.541
2024-01-10,15.482
2024-01-11,15.331
2024-01-12,15.221
2024-01-13,15.221
2024-01-14,15.221
2024-01-15,15.252
2024-01-16,14.892
2024-01-17,14.882
2024-01-18,14.882
2024-01-19,14.882
2024-01-20,14.882
2024-01-21,14.882
2024-01-22,14.882
2024-01-23,14.882
2024-01-24,14.922
2024-01-25,14.922
2024-01-26,14.922
2024-01-27,14.922
2024-01-28,14.922
2024-01-29,14.922
2024-01-30,14.975
2024-01-31,14.925
2024-02-01,14.925
2024-02-02,14.962
2024-02-03,14.962
2024-02-04,14.962
2024-02-05,14.894
2024-02-06,14.894
2024-02-07,14.894
2024-02-08,14.894
2024-02-09,14.952
2024-02-10,14.952
2024-02-11,14.952
2024-02-12,14.952
2024-02-13,14.952
2024-02-14,14.952
2024-02-15,14.962
2024-02-16,14.962
2024-02-17,14.962
2024-02-18,14.962
2024-02-19,14.962
2024-02-20,14.978
2024-02-21,14.978
2024-02-22,14.978
2024-02-23,14.978
2024-02-24,14.978
2024-02-25,14.942
2024-02-26,14.94
2024-02-27,14.94
2024-02-28,14.94
2024-02-29,14.94
2024-03-01,15.416
2024-03-02,15.416
2024-03-03,15.416
2024-03-04,15.416
2024-03-05,15.605
2024-03-06,15.605
2024-03-07,15.605
2024-03-08,15.615
2024-03-09,15.615
2024-03-10,15.615
2024-03-11,15.718
2024-03-12,15.718
2024-03-13,15.718
2024-03-14,15.718
2024-03-15,15.969
2024-03-16,15.969
2024-03-17,15.969
2024-03-18,15.746
2024-03-19,15.763
2024-03-20,15.763
2024-03-21,17.138
2024-03-22,17.588
2024-03-23,17.588
2024-03-24,17.588
2024-03-25,17.588
2024-03-26,17.588
2024-03-27,17.822
2024-03-28,17.822
2024-03-29,17.822
2024-03-30,17.822
2024-03-31,16.812
2024-04-01,17.055
2024-04-02,17.055
2024-04-03,17.109
2024-04-04,17.716
2024-04-05,17.787
2024-04-06,17.787
2024-04-07,17.787
2024-04-08,17.787
