,HZNP US Equity
2021-01-08,6.83
2021-01-09,6.83
2021-01-10,6.83
2021-01-11,6.767
2021-01-12,6.767
2021-01-13,6.767
2021-01-14,6.767
2021-01-15,6.767
2021-01-16,6.767
2021-01-17,6.767
2021-01-18,6.767
2021-01-19,6.767
2021-01-20,6.767
2021-01-21,6.684
2021-01-22,6.684
2021-01-23,6.684
2021-01-24,6.684
2021-01-25,6.684
2021-01-26,6.684
2021-01-27,6.684
2021-01-28,6.684
2021-01-29,6.684
2021-01-30,6.684
2021-01-31,6.684
2021-02-01,6.727
2021-02-02,6.756
2021-02-03,6.756
2021-02-04,6.681
2021-02-05,6.681
2021-02-06,6.681
2021-02-07,6.681
2021-02-08,6.681
2021-02-09,6.681
2021-02-10,6.681
2021-02-11,6.681
2021-02-12,6.681
2021-02-13,6.681
2021-02-14,6.681
2021-02-15,6.681
2021-02-16,6.681
2021-02-17,6.65
2021-02-18,6.65
2021-02-19,6.65
2021-02-20,6.65
2021-02-21,6.56
2021-02-22,6.513
2021-02-23,6.513
2021-02-24,6.475
2021-02-25,6.397
2021-02-26,6.397
2021-02-27,6.397
2021-02-28,6.397
2021-03-01,6.397
2021-03-02,6.397
2021-03-03,6.397
2021-03-04,6.397
2021-03-05,6.397
2021-03-06,6.397
2021-03-07,6.397
2021-03-08,6.397
2021-03-09,6.397
2021-03-10,6.397
2021-03-11,6.338
2021-03-12,6.338
2021-03-13,6.338
2021-03-14,6.338
2021-03-15,6.338
2021-03-16,6.279
2021-03-17,6.279
2021-03-18,6.297
2021-03-19,6.297
2021-03-20,6.297
2021-03-21,6.297
2021-03-22,6.159
2021-03-23,6.186
2021-03-24,6.186
2021-03-25,6.108
2021-03-26,6.108
2021-03-27,6.108
2021-03-28,6.108
2021-03-29,6.108
2021-03-30,6.094
2021-03-31,6.094
2021-04-01,6.094
2021-04-02,6.094
2021-04-03,6.094
2021-04-04,6.094
2021-04-05,6.094
2021-04-06,6.094
2021-04-07,6.094
2021-04-08,6.094
2021-04-09,6.094
2021-04-10,6.094
2021-04-11,6.089
2021-04-12,6.089
2021-04-13,6.089
2021-04-14,6.088
2021-04-15,6.088
2021-04-16,6.088
2021-04-17,6.088
2021-04-18,6.088
2021-04-19,6.088
2021-04-20,6.088
2021-04-21,6.088
2021-04-22,6.088
2021-04-23,6.088
2021-04-24,6.088
2021-04-25,6.088
2021-04-26,6.091
2021-04-27,6.101
2021-04-28,6.101
2021-04-29,6.101
2021-04-30,6.101
2021-05-01,6.101
2021-05-02,6.101
2021-05-03,6.101
2021-05-04,6.101
2021-05-05,6.333
2021-05-06,6.38
2021-05-07,6.38
2021-05-08,6.38
2021-05-09,6.38
2021-05-10,6.38
2021-05-11,6.366
2021-05-12,6.347
2021-05-13,6.347
2021-05-14,6.347
2021-05-15,6.347
2021-05-16,6.347
2021-05-17,6.347
2021-05-18,6.347
2021-05-19,6.347
2021-05-20,6.347
2021-05-21,6.347
2021-05-22,6.347
2021-05-23,6.347
2021-05-24,6.347
2021-05-25,6.347
2021-05-26,6.347
2021-05-27,6.347
2021-05-28,6.347
2021-05-29,6.347
2021-05-30,6.347
2021-05-31,6.347
2021-06-01,6.347
2021-06-02,6.347
2021-06-03,6.347
2021-06-04,6.347
2021-06-05,6.347
2021-06-06,6.347
2021-06-07,6.347
2021-06-08,6.347
2021-06-09,6.347
2021-06-10,6.347
2021-06-11,6.347
2021-06-12,6.347
2021-06-13,6.347
2021-06-14,6.347
2021-06-15,6.347
2021-06-16,6.347
2021-06-17,6.347
2021-06-18,6.347
2021-06-19,6.347
2021-06-20,6.347
2021-06-21,6.347
2021-06-22,6.347
2021-06-23,6.347
2021-06-24,6.347
2021-06-25,6.347
2021-06-26,6.347
2021-06-27,6.347
2021-06-28,6.347
2021-06-29,6.347
2021-06-30,6.347
2021-07-01,6.347
2021-07-02,6.347
2021-07-03,6.347
2021-07-04,6.347
2021-07-05,6.347
2021-07-06,6.347
2021-07-07,6.304
2021-07-08,6.304
2021-07-09,6.304
2021-07-10,6.304
2021-07-11,6.304
2021-07-12,6.304
2021-07-13,6.304
2021-07-14,6.304
2021-07-15,6.304
2021-07-16,6.304
2021-07-17,6.304
2021-07-18,6.304
2021-07-19,6.304
2021-07-20,6.304
2021-07-21,6.304
2021-07-22,6.304
2021-07-23,6.304
2021-07-24,6.304
2021-07-25,6.304
2021-07-26,6.304
2021-07-27,6.304
2021-07-28,6.246
2021-07-29,6.246
2021-07-30,6.246
2021-07-31,6.246
2021-08-01,6.246
2021-08-02,6.246
2021-08-03,6.246
2021-08-04,6.708
2021-08-05,6.728
2021-08-06,6.728
2021-08-07,6.728
2021-08-08,6.728
2021-08-09,6.728
2021-08-10,6.728
2021-08-11,6.728
2021-08-12,6.728
2021-08-13,6.728
2021-08-14,6.728
2021-08-15,6.728
2021-08-16,6.728
2021-08-17,6.728
2021-08-18,6.728
2021-08-19,6.728
2021-08-20,6.728
2021-08-21,6.728
2021-08-22,6.728
2021-08-23,6.813
2021-08-24,6.813
2021-08-25,6.813
2021-08-26,7.063
2021-08-27,7.063
2021-08-28,7.063
2021-08-29,7.063
2021-08-30,7.063
2021-08-31,7.063
2021-09-01,7.063
2021-09-02,7.063
2021-09-03,7.063
2021-09-04,7.063
2021-09-05,7.063
2021-09-06,7.063
2021-09-07,7.063
2021-09-08,7.063
2021-09-09,7.063
2021-09-10,7.063
2021-09-11,7.063
2021-09-12,7.063
2021-09-13,7.063
2021-09-14,7.063
2021-09-15,7.063
2021-09-16,7.063
2021-09-17,7.063
2021-09-18,7.063
2021-09-19,7.063
2021-09-20,7.063
2021-09-21,7.063
2021-09-22,7.063
2021-09-23,7.063
2021-09-24,7.063
2021-09-25,7.063
2021-09-26,7.063
2021-09-27,7.063
2021-09-28,7.063
2021-09-29,7.094
2021-09-30,7.094
2021-10-01,7.094
2021-10-02,7.094
2021-10-03,7.094
2021-10-04,7.094
2021-10-05,7.094
2021-10-06,7.094
2021-10-07,7.094
2021-10-08,7.094
2021-10-09,7.094
2021-10-10,7.094
2021-10-11,7.094
2021-10-12,7.094
2021-10-13,7.094
2021-10-14,7.094
2021-10-15,7.081
2021-10-16,7.081
2021-10-17,7.081
2021-10-18,7.081
2021-10-19,7.081
2021-10-20,7.081
2021-10-21,7.081
2021-10-22,7.081
2021-10-23,7.081
2021-10-24,7.081
2021-10-25,7.081
2021-10-26,7.081
2021-10-27,7.081
2021-10-28,7.081
2021-10-29,7.081
2021-10-30,7.081
2021-10-31,7.081
2021-11-01,7.081
2021-11-02,7.081
2021-11-03,7.296
2021-11-04,7.296
2021-11-05,7.355
2021-11-06,7.355
2021-11-07,7.355
2021-11-08,7.355
2021-11-09,7.355
2021-11-10,7.355
2021-11-11,7.355
2021-11-12,7.355
2021-11-13,7.355
2021-11-14,7.355
2021-11-15,7.355
2021-11-16,7.355
2021-11-17,7.355
2021-11-18,7.431
2021-11-19,7.431
2021-11-20,7.431
2021-11-21,7.431
2021-11-22,7.431
2021-11-23,7.431
2021-11-24,7.431
2021-11-25,7.431
2021-11-26,7.431
2021-11-27,7.431
2021-11-28,7.431
2021-11-29,7.431
2021-11-30,7.431
2021-12-01,7.431
2021-12-02,7.431
2021-12-03,7.431
2021-12-04,7.431
2021-12-05,7.431
2021-12-06,7.431
2021-12-07,7.401
2021-12-08,7.401
2021-12-09,7.401
2021-12-10,7.401
2021-12-11,7.401
2021-12-12,7.401
2021-12-13,7.401
2021-12-14,7.401
2021-12-15,7.401
2021-12-16,7.401
2021-12-17,7.401
2021-12-18,7.401
2021-12-19,7.401
2021-12-20,7.401
2021-12-21,7.401
2021-12-22,7.401
2021-12-23,7.401
2021-12-24,7.401
2021-12-25,7.401
2021-12-26,7.401
2021-12-27,7.401
2021-12-28,7.401
2021-12-29,7.401
2021-12-30,7.401
2021-12-31,7.393
2022-01-01,7.393
2022-01-02,7.393
2022-01-03,7.393
2022-01-04,7.393
2022-01-05,7.508
2022-01-06,7.508
2022-01-07,7.508
2022-01-08,7.508
2022-01-09,7.508
2022-01-10,7.508
2022-01-11,7.508
2022-01-12,7.508
2022-01-13,7.43
2022-01-14,7.43
2022-01-15,7.43
2022-01-16,7.43
2022-01-17,7.43
2022-01-18,7.353
2022-01-19,7.353
2022-01-20,7.353
2022-01-21,7.349
2022-01-22,7.349
2022-01-23,7.349
2022-01-24,7.349
2022-01-25,7.333
2022-01-26,7.333
2022-01-27,7.333
2022-01-28,7.333
2022-01-29,7.333
2022-01-30,7.333
2022-01-31,7.333
2022-02-01,7.333
2022-02-02,7.333
2022-02-03,7.333
2022-02-04,7.333
2022-02-05,7.333
2022-02-06,7.333
2022-02-07,7.333
2022-02-08,7.333
2022-02-09,7.333
2022-02-10,7.333
2022-02-11,7.338
2022-02-12,7.338
2022-02-13,7.338
2022-02-14,7.338
2022-02-15,7.338
2022-02-16,7.338
2022-02-17,7.338
2022-02-18,7.338
2022-02-19,7.338
2022-02-20,7.338
2022-02-21,7.338
2022-02-22,7.338
2022-02-23,7.338
2022-02-24,7.338
2022-02-25,7.338
2022-02-26,7.338
2022-02-27,7.338
2022-02-28,7.338
2022-03-01,7.099
2022-03-02,7.099
2022-03-03,7.099
2022-03-04,7.105
2022-03-05,7.105
2022-03-06,7.105
2022-03-07,7.105
2022-03-08,7.105
2022-03-09,7.105
2022-03-10,7.105
2022-03-11,7.105
2022-03-12,7.105
2022-03-13,7.105
2022-03-14,7.169
2022-03-15,7.169
2022-03-16,7.169
2022-03-17,7.169
2022-03-18,7.169
2022-03-19,7.169
2022-03-20,7.169
2022-03-21,7.169
2022-03-22,7.209
2022-03-23,7.209
2022-03-24,7.209
2022-03-25,7.209
2022-03-26,7.209
2022-03-27,7.209
2022-03-28,7.209
2022-03-29,7.209
2022-03-30,7.209
2022-03-31,7.209
2022-04-01,7.209
2022-04-02,7.209
2022-04-03,7.209
2022-04-04,7.209
2022-04-05,7.209
2022-04-06,7.209
2022-04-07,7.209
2022-04-08,7.209
2022-04-09,7.209
2022-04-10,7.209
2022-04-11,7.209
2022-04-12,7.209
2022-04-13,7.209
2022-04-14,7.209
2022-04-15,7.209
2022-04-16,7.209
2022-04-17,7.209
2022-04-18,7.209
2022-04-19,7.209
2022-04-20,7.209
2022-04-21,7.209
2022-04-22,7.209
2022-04-23,7.209
2022-04-24,7.209
2022-04-25,7.209
2022-04-26,7.209
2022-04-27,7.209
2022-04-28,7.209
2022-04-29,7.209
2022-04-30,7.209
2022-05-01,7.209
2022-05-02,7.076
2022-05-03,7.076
2022-05-04,7.091
2022-05-05,7.157
2022-05-06,7.078
2022-05-07,7.078
2022-05-08,7.078
2022-05-09,7.078
2022-05-10,7.078
2022-05-11,7.078
2022-05-12,7.078
2022-05-13,7.078
2022-05-14,7.078
2022-05-15,7.078
2022-05-16,7.078
2022-05-17,7.078
2022-05-18,7.078
2022-05-19,7.078
2022-05-20,7.078
2022-05-21,7.078
2022-05-22,7.057
2022-05-23,7.057
2022-05-24,7.057
2022-05-25,7.057
2022-05-26,7.057
2022-05-27,7.057
2022-05-28,7.057
2022-05-29,7.057
2022-05-30,7.057
2022-05-31,7.057
2022-06-01,7.129
2022-06-02,7.129
2022-06-03,7.129
2022-06-04,7.129
2022-06-05,7.129
2022-06-06,7.129
2022-06-07,7.129
2022-06-08,7.129
2022-06-09,7.129
2022-06-10,7.129
2022-06-11,7.129
2022-06-12,7.129
2022-06-13,7.129
2022-06-14,7.149
2022-06-15,7.149
2022-06-16,7.149
2022-06-17,7.149
2022-06-18,7.149
2022-06-19,7.149
2022-06-20,7.149
2022-06-21,7.149
2022-06-22,7.149
2022-06-23,7.149
2022-06-24,7.149
2022-06-25,7.149
2022-06-26,7.149
2022-06-27,7.149
2022-06-28,7.149
2022-06-29,7.149
2022-06-30,7.149
2022-07-01,7.149
2022-07-02,7.149
2022-07-03,7.149
2022-07-04,7.149
2022-07-05,7.137
2022-07-06,7.137
2022-07-07,7.137
2022-07-08,7.137
2022-07-09,7.137
2022-07-10,7.137
2022-07-11,7.132
2022-07-12,7.132
2022-07-13,7.132
2022-07-14,7.132
2022-07-15,7.132
2022-07-16,7.132
2022-07-17,7.132
2022-07-18,7.132
2022-07-19,7.132
2022-07-20,7.132
2022-07-21,7.132
2022-07-22,7.132
2022-07-23,7.132
2022-07-24,7.132
2022-07-25,7.132
2022-07-26,7.132
2022-07-27,7.132
2022-07-28,7.132
2022-07-29,7.132
2022-07-30,7.132
2022-07-31,7.132
2022-08-01,7.143
2022-08-02,7.102
2022-08-03,5.58
2022-08-04,5.326
2022-08-05,5.326
2022-08-06,5.326
2022-08-07,5.326
2022-08-08,5.326
2022-08-09,5.326
2022-08-10,5.326
2022-08-11,5.326
2022-08-12,5.326
2022-08-13,5.326
2022-08-14,5.326
2022-08-15,5.351
2022-08-16,5.351
2022-08-17,5.351
2022-08-18,5.351
2022-08-19,5.351
2022-08-20,5.351
2022-08-21,5.351
2022-08-22,5.351
2022-08-23,5.351
2022-08-24,5.351
2022-08-25,5.351
2022-08-26,5.347
2022-08-27,5.347
2022-08-28,5.347
2022-08-29,5.347
2022-08-30,5.347
2022-08-31,5.347
2022-09-01,5.347
2022-09-02,5.347
2022-09-03,5.347
2022-09-04,5.347
2022-09-05,5.347
2022-09-06,5.347
2022-09-07,5.347
2022-09-08,5.347
2022-09-09,5.347
2022-09-10,5.347
2022-09-11,5.347
2022-09-12,5.319
2022-09-13,5.319
2022-09-14,5.319
2022-09-15,5.319
2022-09-16,5.319
2022-09-17,5.319
2022-09-18,5.319
2022-09-19,5.319
2022-09-20,5.321
2022-09-21,5.321
2022-09-22,5.321
2022-09-23,5.321
2022-09-24,5.321
2022-09-25,5.279
2022-09-26,5.279
2022-09-27,5.279
2022-09-28,5.279
2022-09-29,5.279
2022-09-30,5.279
2022-10-01,5.279
2022-10-02,5.279
2022-10-03,5.279
2022-10-04,5.279
2022-10-05,5.279
2022-10-06,5.279
2022-10-07,5.269
2022-10-08,5.269
2022-10-09,5.269
2022-10-10,5.269
2022-10-11,5.269
2022-10-12,5.263
2022-10-13,5.254
2022-10-14,5.242
2022-10-15,5.242
2022-10-16,5.242
2022-10-17,5.242
2022-10-18,5.226
2022-10-19,5.184
2022-10-20,5.184
2022-10-21,5.184
2022-10-22,5.184
2022-10-23,5.184
2022-10-24,5.177
2022-10-25,5.177
2022-10-26,5.177
2022-10-27,5.177
2022-10-28,5.177
2022-10-29,5.177
2022-10-30,5.177
2022-10-31,5.177
2022-11-01,5.163
2022-11-02,5.221
2022-11-03,5.221
2022-11-04,5.237
2022-11-05,5.237
2022-11-06,5.237
2022-11-07,5.237
2022-11-08,5.237
2022-11-09,5.237
2022-11-10,5.237
2022-11-11,5.237
2022-11-12,5.237
2022-11-13,5.237
2022-11-14,5.237
2022-11-15,5.237
2022-11-16,5.237
2022-11-17,5.237
2022-11-18,5.237
2022-11-19,5.237
2022-11-20,5.237
2022-11-21,5.237
2022-11-22,5.237
2022-11-23,5.237
2022-11-24,5.237
2022-11-25,5.237
2022-11-26,5.237
2022-11-27,5.237
2022-11-28,5.237
2022-11-29,5.237
2022-11-30,5.382
2022-12-01,5.382
2022-12-02,5.382
2022-12-03,5.382
2022-12-04,5.382
2022-12-05,5.382
2022-12-06,5.374
2022-12-07,5.374
2022-12-08,5.374
2022-12-09,5.374
2022-12-10,5.374
2022-12-11,5.374
2022-12-12,5.374
2022-12-13,5.374
2022-12-14,5.374
2022-12-15,5.374
2022-12-16,5.374
2022-12-17,5.374
2022-12-18,5.374
2022-12-19,5.374
2022-12-20,5.374
2022-12-21,5.374
2022-12-22,5.374
2022-12-23,5.374
2022-12-24,5.374
2022-12-25,5.374
2022-12-26,5.374
2022-12-27,5.374
2022-12-28,5.374
2022-12-29,5.37
2022-12-30,5.37
2022-12-31,5.37
2023-01-01,5.37
2023-01-02,5.37
2023-01-03,5.37
2023-01-04,5.37
2023-01-05,5.37
2023-01-06,5.37
2023-01-07,5.37
2023-01-08,5.37
2023-01-09,5.37
2023-01-10,5.37
2023-01-11,5.37
2023-01-12,5.37
2023-01-13,5.37
2023-01-14,5.37
2023-01-15,5.37
2023-01-16,5.37
2023-01-17,5.37
2023-01-18,5.37
2023-01-19,5.37
2023-01-20,5.37
2023-01-21,5.37
2023-01-22,5.37
2023-01-23,5.37
2023-01-24,5.37
2023-01-25,5.37
2023-01-26,5.37
2023-01-27,5.37
2023-01-28,5.37
2023-01-29,5.37
2023-01-30,5.37
2023-01-31,5.37
2023-02-01,5.37
2023-02-02,5.37
2023-02-03,5.37
2023-02-04,5.37
2023-02-05,5.37
2023-02-06,5.37
2023-02-07,5.37
2023-02-08,5.37
2023-02-09,5.37
2023-02-10,5.37
2023-02-11,5.37
2023-02-12,5.37
2023-02-13,5.37
2023-02-14,5.37
2023-02-15,5.37
2023-02-16,5.37
2023-02-17,5.37
2023-02-18,5.37
2023-02-19,5.37
2023-02-20,5.37
2023-02-21,5.37
2023-02-22,5.37
2023-02-23,5.37
2023-02-24,5.37
2023-02-25,5.37
2023-02-26,5.37
2023-02-27,5.37
2023-02-28,5.37
2023-03-01,5.404
2023-03-02,5.431
2023-03-03,5.431
2023-03-04,5.431
2023-03-05,5.431
2023-03-06,5.431
2023-03-07,5.431
2023-03-08,5.431
2023-03-09,5.431
2023-03-10,5.431
2023-03-11,5.431
2023-03-12,5.431
2023-03-13,5.431
2023-03-14,5.431
2023-03-15,5.431
2023-03-16,5.431
2023-03-17,5.431
2023-03-18,5.431
2023-03-19,5.431
2023-03-20,5.418
2023-03-21,5.418
2023-03-22,5.418
2023-03-23,5.418
2023-03-24,5.418
2023-03-25,5.418
2023-03-26,5.418
2023-03-27,5.419
2023-03-28,5.419
2023-03-29,5.419
2023-03-30,5.419
2023-03-31,5.419
2023-04-01,5.419
2023-04-02,5.419
2023-04-03,5.419
2023-04-04,5.419
2023-04-05,5.419
2023-04-06,5.419
2023-04-07,5.419
2023-04-08,5.419
2023-04-09,5.419
2023-04-10,5.419
2023-04-11,5.593
2023-04-12,5.593
2023-04-13,5.593
2023-04-14,5.593
2023-04-15,5.593
2023-04-16,5.593
2023-04-17,5.593
2023-04-18,5.593
2023-04-19,5.593
2023-04-20,5.593
2023-04-21,5.593
2023-04-22,5.593
2023-04-23,5.593
2023-04-24,5.593
2023-04-25,5.593
2023-04-26,5.593
2023-04-27,5.593
2023-04-28,5.593
2023-04-29,5.593
2023-04-30,5.593
2023-05-01,5.593
2023-05-02,5.593
2023-05-03,4.948
2023-05-04,4.948
2023-05-05,4.833
2023-05-06,4.833
2023-05-07,4.833
2023-05-08,4.833
2023-05-09,4.833
2023-05-10,4.833
2023-05-11,4.833
2023-05-12,4.833
2023-05-13,4.833
2023-05-14,4.917
2023-05-15,4.917
2023-05-16,4.784
2023-05-17,4.784
2023-05-18,4.784
2023-05-19,4.784
2023-05-20,4.784
2023-05-21,4.784
2023-05-22,4.855
2023-05-23,4.855
2023-05-24,4.855
2023-05-25,4.855
2023-05-26,4.855
2023-05-27,4.855
2023-05-28,4.855
2023-05-29,4.855
2023-05-30,4.855
2023-05-31,4.855
2023-06-01,4.855
2023-06-02,4.855
2023-06-03,4.855
2023-06-04,4.855
2023-06-05,4.855
2023-06-06,4.884
2023-06-07,4.884
2023-06-08,4.884
2023-06-09,4.884
2023-06-10,4.884
2023-06-11,4.884
2023-06-12,4.884
2023-06-13,4.884
2023-06-14,4.884
2023-06-15,4.884
2023-06-16,4.884
2023-06-17,4.884
2023-06-18,4.884
2023-06-19,4.884
2023-06-20,4.884
2023-06-21,4.884
2023-06-22,4.884
2023-06-23,4.884
