,SPGI US Equity
2021-03-31,15.818
2021-04-01,15.842
2021-04-02,15.842
2021-04-03,15.842
2021-04-04,15.842
2021-04-05,15.842
2021-04-06,15.842
2021-04-07,15.842
2021-04-08,15.842
2021-04-09,15.88
2021-04-10,15.88
2021-04-11,15.88
2021-04-12,15.88
2021-04-13,15.88
2021-04-14,15.88
2021-04-15,15.88
2021-04-16,15.948
2021-04-17,15.948
2021-04-18,15.948
2021-04-19,15.948
2021-04-20,15.948
2021-04-21,15.948
2021-04-22,15.948
2021-04-23,15.948
2021-04-24,16.013
2021-04-25,16.013
2021-04-26,16.097
2021-04-27,16.097
2021-04-28,16.097
2021-04-29,16.16
2021-04-30,16.103
2021-05-01,16.103
2021-05-02,16.103
2021-05-03,16.103
2021-05-04,16.103
2021-05-05,16.103
2021-05-06,16.103
2021-05-07,16.103
2021-05-08,16.103
2021-05-09,16.103
2021-05-10,16.103
2021-05-11,16.103
2021-05-12,16.103
2021-05-13,16.103
2021-05-14,16.103
2021-05-15,16.103
2021-05-16,16.103
2021-05-17,16.103
2021-05-18,16.103
2021-05-19,16.103
2021-05-20,16.103
2021-05-21,16.103
2021-05-22,16.103
2021-05-23,16.103
2021-05-24,16.103
2021-05-25,16.103
2021-05-26,16.103
2021-05-27,16.103
2021-05-28,16.103
2021-05-29,16.103
2021-05-30,16.103
2021-05-31,16.103
2021-06-01,16.103
2021-06-02,16.103
2021-06-03,16.103
2021-06-04,16.103
2021-06-05,16.103
2021-06-06,16.103
2021-06-07,16.103
2021-06-08,16.103
2021-06-09,16.103
2021-06-10,16.103
2021-06-11,16.258
2021-06-12,16.258
2021-06-13,16.258
2021-06-14,16.258
2021-06-15,16.258
2021-06-16,16.258
2021-06-17,16.258
2021-06-18,16.258
2021-06-19,16.258
2021-06-20,16.258
2021-06-21,16.258
2021-06-22,16.258
2021-06-23,16.258
2021-06-24,16.258
2021-06-25,16.258
2021-06-26,16.258
2021-06-27,16.258
2021-06-28,16.288
2021-06-29,16.288
2021-06-30,16.288
2021-07-01,16.288
2021-07-02,16.288
2021-07-03,16.288
2021-07-04,16.288
2021-07-05,16.32
2021-07-06,16.32
2021-07-07,16.328
2021-07-08,16.328
2021-07-09,16.328
2021-07-10,16.328
2021-07-11,16.328
2021-07-12,16.35
2021-07-13,16.35
2021-07-14,16.35
2021-07-15,16.35
2021-07-16,16.35
2021-07-17,16.35
2021-07-18,16.35
2021-07-19,16.35
2021-07-20,16.363
2021-07-21,16.363
2021-07-22,16.363
2021-07-23,16.363
2021-07-24,16.363
2021-07-25,16.363
2021-07-26,16.363
2021-07-27,16.363
2021-07-28,16.363
2021-07-29,16.68
2021-07-30,16.762
2021-07-31,16.762
2021-08-01,16.762
2021-08-02,16.762
2021-08-03,16.762
2021-08-04,16.762
2021-08-05,16.762
2021-08-06,16.762
2021-08-07,16.762
2021-08-08,16.762
2021-08-09,16.762
2021-08-10,16.762
2021-08-11,16.762
2021-08-12,16.762
2021-08-13,16.762
2021-08-14,16.762
2021-08-15,16.762
2021-08-16,16.762
2021-08-17,16.762
2021-08-18,16.762
2021-08-19,16.762
2021-08-20,16.762
2021-08-21,16.762
2021-08-22,16.762
2021-08-23,16.762
2021-08-24,16.762
2021-08-25,16.762
2021-08-26,16.762
2021-08-27,16.762
2021-08-28,16.762
2021-08-29,16.762
2021-08-30,16.762
2021-08-31,16.762
2021-09-01,16.762
2021-09-02,16.762
2021-09-03,16.762
2021-09-04,16.762
2021-09-05,16.762
2021-09-06,16.762
2021-09-07,16.762
2021-09-08,16.762
2021-09-09,16.762
2021-09-10,16.79
2021-09-11,16.79
2021-09-12,16.79
2021-09-13,16.79
2021-09-14,16.79
2021-09-15,16.79
2021-09-16,16.79
2021-09-17,16.79
2021-09-18,16.79
2021-09-19,16.79
2021-09-20,16.79
2021-09-21,16.79
2021-09-22,16.79
2021-09-23,16.79
2021-09-24,16.79
2021-09-25,16.79
2021-09-26,16.79
2021-09-27,16.79
2021-09-28,16.79
2021-09-29,16.79
2021-09-30,16.83
2021-10-01,16.83
2021-10-02,16.83
2021-10-03,16.83
2021-10-04,16.83
2021-10-05,16.83
2021-10-06,16.83
2021-10-07,16.83
2021-10-08,16.83
2021-10-09,16.83
2021-10-10,16.83
2021-10-11,16.83
2021-10-12,16.83
2021-10-13,16.83
2021-10-14,16.83
2021-10-15,16.817
2021-10-16,16.817
2021-10-17,16.817
2021-10-18,16.817
2021-10-19,16.817
2021-10-20,16.817
2021-10-21,16.817
2021-10-22,16.817
2021-10-23,16.798
2021-10-24,16.798
2021-10-25,16.798
2021-10-26,17.022
2021-10-27,17.248
2021-10-28,17.248
2021-10-29,17.248
2021-10-30,17.248
2021-10-31,17.248
2021-11-01,17.248
2021-11-02,17.248
2021-11-03,17.248
2021-11-04,17.248
2021-11-05,17.248
2021-11-06,17.248
2021-11-07,17.248
2021-11-08,17.248
2021-11-09,17.341
2021-11-10,17.341
2021-11-11,17.341
2021-11-12,17.341
2021-11-13,17.341
2021-11-14,17.341
2021-11-15,17.341
2021-11-16,17.341
2021-11-17,17.343
2021-11-18,17.343
2021-11-19,17.343
2021-11-20,17.343
2021-11-21,17.343
2021-11-22,17.343
2021-11-23,17.343
2021-11-24,17.343
2021-11-25,17.343
2021-11-26,17.343
2021-11-27,17.343
2021-11-28,17.343
2021-11-29,17.343
2021-11-30,17.343
2021-12-01,17.343
2021-12-02,17.343
2021-12-03,17.343
2021-12-04,17.343
2021-12-05,17.343
2021-12-06,17.343
2021-12-07,17.343
2021-12-08,17.343
2021-12-09,17.343
2021-12-10,17.343
2021-12-11,17.343
2021-12-12,17.343
2021-12-13,17.343
2021-12-14,17.343
2021-12-15,17.343
2021-12-16,17.343
2021-12-17,17.343
2021-12-18,17.343
2021-12-19,17.343
2021-12-20,17.343
2021-12-21,17.343
2021-12-22,17.343
2021-12-23,17.343
2021-12-24,17.343
2021-12-25,17.343
2021-12-26,17.343
2021-12-27,17.343
2021-12-28,17.343
2021-12-29,17.343
2021-12-30,17.354
2021-12-31,17.354
2022-01-01,17.354
2022-01-02,17.354
2022-01-03,17.429
2022-01-04,17.429
2022-01-05,17.429
2022-01-06,17.429
2022-01-07,17.429
2022-01-08,17.429
2022-01-09,17.429
2022-01-10,17.429
2022-01-11,17.429
2022-01-12,17.429
2022-01-13,17.44
2022-01-14,17.493
2022-01-15,17.493
2022-01-16,17.493
2022-01-17,17.493
2022-01-18,17.493
2022-01-19,17.493
2022-01-20,17.493
2022-01-21,17.493
2022-01-22,17.493
2022-01-23,17.493
2022-01-24,17.493
2022-01-25,17.493
2022-01-26,17.493
2022-01-27,17.493
2022-01-28,17.493
2022-01-29,17.493
2022-01-30,17.493
2022-01-31,17.493
2022-02-01,17.493
2022-02-02,17.493
2022-02-03,17.493
2022-02-04,17.493
2022-02-05,17.493
2022-02-06,17.555
2022-02-07,17.555
2022-02-08,17.639
2022-02-09,17.632
2022-02-10,17.717
2022-02-11,17.717
2022-02-12,17.717
2022-02-13,17.717
2022-02-14,17.717
2022-02-15,17.717
2022-02-16,17.717
2022-02-17,17.717
2022-02-18,17.717
2022-02-19,17.717
2022-02-20,17.717
2022-02-21,17.717
2022-02-22,17.717
2022-02-23,17.717
2022-02-24,17.72
2022-02-25,17.72
2022-02-26,17.72
2022-02-27,17.72
2022-02-28,17.72
2022-03-01,18.028
2022-03-02,18.097
2022-03-03,18.097
2022-03-04,18.097
2022-03-05,18.097
2022-03-06,18.097
2022-03-07,18.167
2022-03-08,18.079
2022-03-09,18.079
2022-03-10,18.174
2022-03-11,18.127
2022-03-12,18.127
2022-03-13,18.127
2022-03-14,18.127
2022-03-15,18.139
2022-03-16,18.135
2022-03-17,18.135
2022-03-18,18.135
2022-03-19,18.135
2022-03-20,18.135
2022-03-21,18.135
2022-03-22,18.135
2022-03-23,18.079
2022-03-24,18.079
2022-03-25,18.079
2022-03-26,18.079
2022-03-27,18.079
2022-03-28,18.079
2022-03-29,18.031
2022-03-30,18.156
2022-03-31,18.066
2022-04-01,18.066
2022-04-02,18.066
2022-04-03,18.066
2022-04-04,18.066
2022-04-05,18.066
2022-04-06,18.049
2022-04-07,18.04
2022-04-08,18.04
2022-04-09,18.04
2022-04-10,18.04
2022-04-11,18.04
2022-04-12,18.04
2022-04-13,18.09
2022-04-14,18.094
2022-04-15,18.094
2022-04-16,18.094
2022-04-17,18.094
2022-04-18,18.106
2022-04-19,18.108
2022-04-20,18.108
2022-04-21,18.108
2022-04-22,18.108
2022-04-23,18.108
2022-04-24,18.108
2022-04-25,18.108
2022-04-26,18.108
2022-04-27,18.108
2022-04-28,18.108
2022-04-29,18.108
2022-04-30,18.108
2022-05-01,18.108
2022-05-02,18.108
2022-05-03,17.963
2022-05-04,17.676
2022-05-05,17.606
2022-05-06,17.609
2022-05-07,17.609
2022-05-08,17.609
2022-05-09,17.609
2022-05-10,17.609
2022-05-11,17.609
2022-05-12,17.609
2022-05-13,17.609
2022-05-14,17.609
2022-05-15,17.609
2022-05-16,17.501
2022-05-17,17.531
2022-05-18,17.531
2022-05-19,17.531
2022-05-20,17.531
2022-05-21,17.531
2022-05-22,17.531
2022-05-23,17.531
2022-05-24,17.531
2022-05-25,17.531
2022-05-26,17.531
2022-05-27,17.531
2022-05-28,17.531
2022-05-29,17.531
2022-05-30,17.531
2022-05-31,17.531
2022-06-01,17.184
2022-06-02,17.069
2022-06-03,17.091
2022-06-04,17.091
2022-06-05,17.091
2022-06-06,17.046
2022-06-07,17.046
2022-06-08,17.07
2022-06-09,17.07
2022-06-10,17.07
2022-06-11,17.07
2022-06-12,17.07
2022-06-13,17.07
2022-06-14,17.07
2022-06-15,17.07
2022-06-16,17.07
2022-06-17,17.07
2022-06-18,17.07
2022-06-19,17.07
2022-06-20,17.07
2022-06-21,17.052
2022-06-22,17.052
2022-06-23,17.052
2022-06-24,17.052
2022-06-25,17.052
2022-06-26,17.052
2022-06-27,17.052
2022-06-28,17.052
2022-06-29,17.052
2022-06-30,17.015
2022-07-01,17.015
2022-07-02,17.015
2022-07-03,17.015
2022-07-04,17.015
2022-07-05,17.002
2022-07-06,17.002
2022-07-07,16.989
2022-07-08,16.981
2022-07-09,16.981
2022-07-10,16.981
2022-07-11,16.922
2022-07-12,16.922
2022-07-13,16.922
2022-07-14,16.922
2022-07-15,16.922
2022-07-16,16.922
2022-07-17,16.922
2022-07-18,16.922
2022-07-19,16.915
2022-07-20,16.915
2022-07-21,16.915
2022-07-22,16.898
2022-07-23,16.898
2022-07-24,16.898
2022-07-25,16.898
2022-07-26,16.898
2022-07-27,16.898
2022-07-28,16.898
2022-07-29,16.898
2022-07-30,16.898
2022-07-31,16.898
2022-08-01,16.896
2022-08-02,16.489
2022-08-03,16.196
2022-08-04,16.08
2022-08-05,16.081
2022-08-06,16.081
2022-08-07,16.081
2022-08-08,16.125
2022-08-09,16.125
2022-08-10,16.125
2022-08-11,16.125
2022-08-12,16.125
2022-08-13,16.125
2022-08-14,16.125
2022-08-15,16.125
2022-08-16,16.125
2022-08-17,16.125
2022-08-18,16.125
2022-08-19,16.125
2022-08-20,16.125
2022-08-21,16.125
2022-08-22,16.125
2022-08-23,16.125
2022-08-24,16.125
2022-08-25,16.125
2022-08-26,16.126
2022-08-27,16.126
2022-08-28,16.126
2022-08-29,16.126
2022-08-30,16.126
2022-08-31,16.126
2022-09-01,16.041
2022-09-02,16.037
2022-09-03,16.037
2022-09-04,16.037
2022-09-05,16.037
2022-09-06,16.037
2022-09-07,16.037
2022-09-08,16.037
2022-09-09,16.037
2022-09-10,16.037
2022-09-11,16.037
2022-09-12,16.037
2022-09-13,16.037
2022-09-14,16.037
2022-09-15,16.037
2022-09-16,16.037
2022-09-17,16.037
2022-09-18,16.037
2022-09-19,16.037
2022-09-20,16.037
2022-09-21,16.022
2022-09-22,16.022
2022-09-23,16.022
2022-09-24,16.022
2022-09-25,16.022
2022-09-26,16.022
2022-09-27,15.999
2022-09-28,15.999
2022-09-29,15.966
2022-09-30,15.966
2022-10-01,15.966
2022-10-02,15.966
2022-10-03,15.95
2022-10-04,15.95
2022-10-05,15.95
2022-10-06,15.943
2022-10-07,15.943
2022-10-08,15.943
2022-10-09,15.943
2022-10-10,15.922
2022-10-11,15.898
2022-10-12,15.875
2022-10-13,15.875
2022-10-14,15.875
2022-10-15,15.875
2022-10-16,15.875
2022-10-17,15.875
2022-10-18,15.875
2022-10-19,15.906
2022-10-20,15.906
2022-10-21,15.886
2022-10-22,15.886
2022-10-23,15.886
2022-10-24,15.891
2022-10-25,15.891
2022-10-26,15.891
2022-10-27,15.478
2022-10-28,15.211
2022-10-29,15.211
2022-10-30,15.211
2022-10-31,15.186
2022-11-01,15.186
2022-11-02,15.186
2022-11-03,15.186
2022-11-04,15.186
2022-11-05,15.186
2022-11-06,15.187
2022-11-07,15.142
2022-11-08,15.142
2022-11-09,15.142
2022-11-10,15.142
2022-11-11,15.142
2022-11-12,15.142
2022-11-13,15.142
2022-11-14,15.142
2022-11-15,15.142
2022-11-16,15.142
2022-11-17,15.163
2022-11-18,15.163
2022-11-19,15.163
2022-11-20,15.163
2022-11-21,15.163
2022-11-22,15.163
2022-11-23,15.163
2022-11-24,15.163
2022-11-25,15.163
2022-11-26,15.163
2022-11-27,15.163
2022-11-28,15.163
2022-11-29,15.163
2022-11-30,15.163
2022-12-01,15.199
2022-12-02,15.028
2022-12-03,15.028
2022-12-04,14.93
2022-12-05,14.786
2022-12-06,14.786
2022-12-07,14.786
2022-12-08,14.809
2022-12-09,14.809
2022-12-10,14.809
2022-12-11,14.809
2022-12-12,14.809
2022-12-13,14.809
2022-12-14,14.809
2022-12-15,14.809
2022-12-16,14.809
2022-12-17,14.809
2022-12-18,14.809
2022-12-19,14.809
2022-12-20,14.809
2022-12-21,14.809
2022-12-22,14.809
2022-12-23,14.809
2022-12-24,14.809
2022-12-25,14.809
2022-12-26,14.809
2022-12-27,14.809
2022-12-28,14.809
2022-12-29,14.809
2022-12-30,14.787
2022-12-31,14.787
2023-01-01,14.787
2023-01-02,14.787
2023-01-03,14.759
2023-01-04,14.754
2023-01-05,14.754
2023-01-06,14.754
2023-01-07,14.754
2023-01-08,14.723
2023-01-09,14.643
2023-01-10,14.633
2023-01-11,14.619
2023-01-12,14.619
2023-01-13,14.619
2023-01-14,14.619
2023-01-15,14.619
2023-01-16,14.619
2023-01-17,14.619
2023-01-18,14.619
2023-01-19,14.598
2023-01-20,14.605
2023-01-21,14.605
2023-01-22,14.605
2023-01-23,14.607
2023-01-24,14.599
2023-01-25,14.606
2023-01-26,14.606
2023-01-27,14.606
2023-01-28,14.606
2023-01-29,14.606
2023-01-30,14.606
2023-01-31,14.606
2023-02-01,14.606
2023-02-02,14.606
2023-02-03,14.606
2023-02-04,14.606
2023-02-05,14.606
2023-02-06,14.606
2023-02-07,14.606
2023-02-08,14.606
2023-02-09,14.499
2023-02-10,14.384
2023-02-11,14.384
2023-02-12,14.384
2023-02-13,14.393
2023-02-14,14.393
2023-02-15,14.393
2023-02-16,14.393
2023-02-17,14.393
2023-02-18,14.393
2023-02-19,14.393
2023-02-20,14.393
2023-02-21,14.393
2023-02-22,14.393
2023-02-23,14.374
2023-02-24,14.374
2023-02-25,14.374
2023-02-26,14.374
2023-02-27,14.374
2023-02-28,14.374
2023-03-01,14.374
2023-03-02,14.374
2023-03-03,14.374
2023-03-04,14.374
2023-03-05,14.374
2023-03-06,14.374
2023-03-07,14.374
2023-03-08,14.362
2023-03-09,14.362
2023-03-10,14.362
2023-03-11,14.362
2023-03-12,14.362
2023-03-13,14.362
2023-03-14,14.364
2023-03-15,14.363
2023-03-16,14.363
2023-03-17,14.363
2023-03-18,14.363
2023-03-19,14.363
2023-03-20,14.363
2023-03-21,14.363
2023-03-22,14.363
2023-03-23,14.363
2023-03-24,14.363
2023-03-25,14.363
2023-03-26,14.363
2023-03-27,14.363
2023-03-28,14.363
2023-03-29,14.363
2023-03-30,14.363
2023-03-31,14.363
2023-04-01,14.363
2023-04-02,14.363
2023-04-03,14.37
2023-04-04,14.381
2023-04-05,14.378
2023-04-06,14.371
2023-04-07,14.371
2023-04-08,14.371
2023-04-09,14.371
2023-04-10,14.362
2023-04-11,14.377
2023-04-12,14.379
2023-04-13,14.379
2023-04-14,14.379
2023-04-15,14.379
2023-04-16,14.379
2023-04-17,14.383
2023-04-18,14.383
2023-04-19,14.383
2023-04-20,14.398
2023-04-21,14.398
2023-04-22,14.398
2023-04-23,14.398
2023-04-24,14.398
2023-04-25,14.398
2023-04-26,14.398
2023-04-27,14.397
2023-04-28,14.423
2023-04-29,14.423
2023-04-30,14.43
2023-05-01,14.423
2023-05-02,14.419
2023-05-03,14.419
2023-05-04,14.419
2023-05-05,14.419
2023-05-06,14.419
2023-05-07,14.419
2023-05-08,14.419
2023-05-09,14.437
2023-05-10,14.437
2023-05-11,14.423
2023-05-12,14.423
2023-05-13,14.423
2023-05-14,14.423
2023-05-15,14.423
2023-05-16,14.416
2023-05-17,14.416
2023-05-18,14.416
2023-05-19,14.416
2023-05-20,14.422
2023-05-21,14.422
2023-05-22,14.425
2023-05-23,14.425
2023-05-24,14.421
2023-05-25,14.421
2023-05-26,14.421
2023-05-27,14.421
2023-05-28,14.421
2023-05-29,14.421
2023-05-30,14.421
2023-05-31,14.421
2023-06-01,14.421
2023-06-02,14.421
2023-06-03,14.421
2023-06-04,14.421
2023-06-05,14.421
2023-06-06,14.421
2023-06-07,14.421
2023-06-08,14.421
2023-06-09,14.421
2023-06-10,14.421
2023-06-11,14.421
2023-06-12,14.435
2023-06-13,14.435
2023-06-14,14.435
2023-06-15,14.448
2023-06-16,14.456
2023-06-17,14.456
2023-06-18,14.456
2023-06-19,14.456
2023-06-20,14.456
2023-06-21,14.456
2023-06-22,14.456
2023-06-23,14.456
2023-06-24,14.456
2023-06-25,14.459
2023-06-26,14.459
2023-06-27,14.459
2023-06-28,14.46
2023-06-29,14.46
2023-06-30,14.46
2023-07-01,14.46
2023-07-02,14.46
