,ARCH US Equity
2023-06-24,27.337
2023-06-25,27.337
2023-06-26,27.263
2023-06-27,27.263
2023-06-28,27.263
2023-06-29,27.263
2023-06-30,27.263
2023-07-01,27.263
2023-07-02,27.263
2023-07-03,27.263
2023-07-04,27.553
2023-07-05,27.553
2023-07-06,27.553
2023-07-07,27.553
2023-07-08,27.553
2023-07-09,27.553
2023-07-10,27.553
2023-07-11,27.553
2023-07-12,27.553
2023-07-13,27.553
2023-07-14,27.553
2023-07-15,27.553
2023-07-16,27.553
2023-07-17,27.553
2023-07-18,27.312
2023-07-19,27.312
2023-07-20,27.312
2023-07-21,27.312
2023-07-22,27.312
2023-07-23,27.312
2023-07-24,27.312
2023-07-25,27.312
2023-07-26,27.312
2023-07-27,24.277
2023-07-28,24.952
2023-07-29,24.096
2023-07-30,24.096
2023-07-31,24.096
2023-08-01,24.096
2023-08-02,24.096
2023-08-03,24.096
2023-08-04,24.096
2023-08-05,24.096
2023-08-06,24.096
2023-08-07,24.096
2023-08-08,24.096
2023-08-09,24.096
2023-08-10,24.096
2023-08-11,24.096
2023-08-12,24.096
2023-08-13,24.096
2023-08-14,24.048
2023-08-15,24.048
2023-08-16,24.048
2023-08-17,24.048
2023-08-18,24.048
2023-08-19,24.048
2023-08-20,24.048
2023-08-21,24.048
2023-08-22,24.048
2023-08-23,24.048
2023-08-24,24.048
2023-08-25,24.048
2023-08-26,24.048
2023-08-27,24.048
2023-08-28,24.048
2023-08-29,24.048
2023-08-30,24.048
2023-08-31,24.048
2023-09-01,24.048
2023-09-02,24.048
2023-09-03,24.048
2023-09-04,24.048
2023-09-05,24.048
2023-09-06,24.048
2023-09-07,24.048
2023-09-08,24.048
2023-09-09,24.048
2023-09-10,24.048
2023-09-11,24.048
2023-09-12,24.048
2023-09-13,24.048
2023-09-14,24.048
2023-09-15,24.048
2023-09-16,24.048
2023-09-17,24.048
2023-09-18,24.048
2023-09-19,24.048
2023-09-20,24.048
2023-09-21,24.048
2023-09-22,24.048
2023-09-23,25.554
2023-09-24,25.554
2023-09-25,25.554
2023-09-26,27.514
2023-09-27,27.514
2023-09-28,27.514
2023-09-29,27.514
2023-09-30,27.514
2023-10-01,27.514
2023-10-02,25.442
2023-10-03,24.238
2023-10-04,24.238
2023-10-05,24.238
2023-10-06,24.238
2023-10-07,24.238
2023-10-08,24.238
2023-10-09,24.238
2023-10-10,24.072
2023-10-11,24.072
2023-10-12,24.072
2023-10-13,24.072
2023-10-14,24.072
2023-10-15,24.072
2023-10-16,24.072
2023-10-17,24.072
2023-10-18,24.072
2023-10-19,24.072
2023-10-20,24.072
2023-10-21,24.072
2023-10-22,24.072
2023-10-23,24.072
2023-10-24,24.072
2023-10-25,24.072
2023-10-26,23.537
2023-10-27,24.077
2023-10-28,24.077
2023-10-29,24.077
2023-10-30,24.077
2023-10-31,24.077
2023-11-01,24.077
2023-11-02,24.077
2023-11-03,24.077
2023-11-04,24.077
2023-11-05,24.077
2023-11-06,24.077
2023-11-07,24.077
2023-11-08,24.077
2023-11-09,24.077
2023-11-10,24.077
2023-11-11,24.077
2023-11-12,24.077
2023-11-13,24.077
2023-11-14,24.077
2023-11-15,24.077
2023-11-16,23.942
2023-11-17,23.825
2023-11-18,23.825
2023-11-19,23.825
2023-11-20,23.825
2023-11-21,23.825
2023-11-22,23.825
2023-11-23,23.825
2023-11-24,23.825
2023-11-25,23.825
2023-11-26,23.825
2023-11-27,23.825
2023-11-28,23.825
2023-11-29,23.825
2023-11-30,24.41
2023-12-01,24.41
2023-12-02,24.41
2023-12-03,24.41
2023-12-04,24.41
2023-12-05,24.41
2023-12-06,24.41
2023-12-07,24.41
2023-12-08,24.41
2023-12-09,24.41
2023-12-10,24.41
2023-12-11,24.41
2023-12-12,24.41
2023-12-13,25.477
2023-12-14,25.477
2023-12-15,25.477
2023-12-16,25.477
2023-12-17,25.477
2023-12-18,25.477
2023-12-19,25.477
2023-12-20,25.477
2023-12-21,25.477
2023-12-22,25.477
2023-12-23,25.477
2023-12-24,25.477
2023-12-25,25.477
2023-12-26,25.477
2023-12-27,25.477
2023-12-28,25.477
2023-12-29,25.477
2023-12-30,25.477
2023-12-31,25.477
2024-01-01,25.477
2024-01-02,25.477
2024-01-03,25.477
2024-01-04,25.538
2024-01-05,25.538
2024-01-06,25.538
2024-01-07,25.538
2024-01-08,25.538
2024-01-09,26.667
2024-01-10,26.667
2024-01-11,27.192
2024-01-12,27.192
2024-01-13,27.192
2024-01-14,27.192
2024-01-15,27.192
2024-01-16,27.192
2024-01-17,27.192
2024-01-18,27.192
2024-01-19,27.192
2024-01-20,27.192
2024-01-21,27.192
2024-01-22,27.192
2024-01-23,27.192
2024-01-24,27.192
2024-01-25,27.192
2024-01-26,27.192
2024-01-27,27.192
2024-01-28,27.192
2024-01-29,27.192
2024-01-30,27.192
2024-01-31,27.192
2024-02-01,27.192
2024-02-02,27.192
2024-02-03,27.192
2024-02-04,27.192
2024-02-05,27.192
2024-02-06,27.192
2024-02-07,27.192
2024-02-08,27.192
2024-02-09,27.192
2024-02-10,27.192
2024-02-11,27.192
2024-02-12,27.192
2024-02-13,27.192
2024-02-14,27.192
2024-02-15,22.33
2024-02-16,21.177
2024-02-17,21.177
2024-02-18,21.177
2024-02-19,21.177
2024-02-20,21.177
2024-02-21,21.177
2024-02-22,21.177
2024-02-23,21.177
2024-02-24,21.177
2024-02-25,21.177
2024-02-26,21.177
2024-02-27,21.177
2024-02-28,21.177
2024-02-29,21.177
2024-03-01,21.177
2024-03-02,21.177
2024-03-03,21.177
2024-03-04,23.34
2024-03-05,22.968
2024-03-06,22.968
2024-03-07,22.968
2024-03-08,22.968
2024-03-09,22.968
2024-03-10,22.968
2024-03-11,22.968
2024-03-12,21.954
2024-03-13,21.954
2024-03-14,21.954
2024-03-15,21.954
2024-03-16,21.954
2024-03-17,21.954
2024-03-18,21.172
2024-03-19,21.172
2024-03-20,21.172
2024-03-21,21.172
2024-03-22,21.172
2024-03-23,21.172
2024-03-24,21.172
2024-03-25,21.172
2024-03-26,20.816
2024-03-27,20.642
2024-03-28,20.642
2024-03-29,20.642
2024-03-30,20.642
2024-03-31,20.642
2024-04-01,20.77
2024-04-02,20.77
2024-04-03,20.77
2024-04-04,20.77
2024-04-05,20.77
2024-04-06,20.77
2024-04-07,20.77
2024-04-08,20.77
