,WTS US Equity
2023-06-24,7.33
2023-06-25,7.33
2023-06-26,7.33
2023-06-27,7.33
2023-06-28,7.33
2023-06-29,7.33
2023-06-30,7.33
2023-07-01,7.33
2023-07-02,7.33
2023-07-03,7.33
2023-07-04,7.33
2023-07-05,7.33
2023-07-06,7.33
2023-07-07,7.33
2023-07-08,7.33
2023-07-09,7.33
2023-07-10,7.33
2023-07-11,7.33
2023-07-12,7.33
2023-07-13,7.33
2023-07-14,7.33
2023-07-15,7.33
2023-07-16,7.33
2023-07-17,7.337
2023-07-18,7.337
2023-07-19,7.337
2023-07-20,7.337
2023-07-21,7.337
2023-07-22,7.337
2023-07-23,7.337
2023-07-24,7.337
2023-07-25,7.337
2023-07-26,7.337
2023-07-27,7.337
2023-07-28,7.337
2023-07-29,7.337
2023-07-30,7.337
2023-07-31,7.337
2023-08-01,7.337
2023-08-02,7.376
2023-08-03,7.61
2023-08-04,7.679
2023-08-05,7.761
2023-08-06,7.761
2023-08-07,7.761
2023-08-08,7.841
2023-08-09,7.841
2023-08-10,7.841
2023-08-11,7.841
2023-08-12,7.841
2023-08-13,7.841
2023-08-14,7.841
2023-08-15,7.841
2023-08-16,7.841
2023-08-17,7.841
2023-08-18,7.841
2023-08-19,7.841
2023-08-20,7.841
2023-08-21,7.841
2023-08-22,7.841
2023-08-23,7.841
2023-08-24,7.841
2023-08-25,7.841
2023-08-26,7.841
2023-08-27,7.841
2023-08-28,7.841
2023-08-29,7.841
2023-08-30,7.841
2023-08-31,7.881
2023-09-01,7.944
2023-09-02,7.944
2023-09-03,7.944
2023-09-04,7.944
2023-09-05,7.944
2023-09-06,7.944
2023-09-07,7.944
2023-09-08,7.944
2023-09-09,7.921
2023-09-10,7.921
2023-09-11,7.921
2023-09-12,7.921
2023-09-13,7.921
2023-09-14,7.921
2023-09-15,7.921
2023-09-16,7.921
2023-09-17,7.921
2023-09-18,7.921
2023-09-19,7.921
2023-09-20,7.921
2023-09-21,7.921
2023-09-22,7.921
2023-09-23,7.921
2023-09-24,7.921
2023-09-25,7.921
2023-09-26,7.921
2023-09-27,7.921
2023-09-28,7.921
2023-09-29,7.921
2023-09-30,7.921
2023-10-01,7.921
2023-10-02,7.921
2023-10-03,7.921
2023-10-04,7.921
2023-10-05,7.921
2023-10-06,7.921
2023-10-07,7.921
2023-10-08,7.921
2023-10-09,7.921
2023-10-10,7.921
2023-10-11,7.913
2023-10-12,7.913
2023-10-13,7.913
2023-10-14,7.913
2023-10-15,7.913
2023-10-16,7.913
2023-10-17,7.913
2023-10-18,7.913
2023-10-19,7.9
2023-10-20,7.9
2023-10-21,7.9
2023-10-22,7.9
2023-10-23,7.9
2023-10-24,7.9
2023-10-25,7.9
2023-10-26,7.9
2023-10-27,7.9
2023-10-28,7.9
2023-10-29,7.9
2023-10-30,7.9
2023-10-31,7.9
2023-11-01,7.928
2023-11-02,8.144
2023-11-03,8.247
2023-11-04,8.247
2023-11-05,8.261
2023-11-06,8.261
2023-11-07,8.338
2023-11-08,8.338
2023-11-09,8.338
2023-11-10,8.338
2023-11-11,8.338
2023-11-12,8.338
2023-11-13,8.338
2023-11-14,8.338
2023-11-15,8.338
2023-11-16,8.338
2023-11-17,8.338
2023-11-18,8.338
2023-11-19,8.338
2023-11-20,8.338
2023-11-21,8.338
2023-11-22,8.338
2023-11-23,8.338
2023-11-24,8.338
2023-11-25,8.338
2023-11-26,8.338
2023-11-27,8.338
2023-11-28,8.338
2023-11-29,8.338
2023-11-30,8.338
2023-12-01,8.338
2023-12-02,8.338
2023-12-03,8.338
2023-12-04,8.413
2023-12-05,8.413
2023-12-06,8.413
2023-12-07,8.413
2023-12-08,8.413
2023-12-09,8.413
2023-12-10,8.413
2023-12-11,8.419
2023-12-12,8.419
2023-12-13,8.419
2023-12-14,8.419
2023-12-15,8.419
2023-12-16,8.419
2023-12-17,8.419
2023-12-18,8.419
2023-12-19,8.419
2023-12-20,8.419
2023-12-21,8.419
2023-12-22,8.419
2023-12-23,8.419
2023-12-24,8.419
2023-12-25,8.419
2023-12-26,8.419
2023-12-27,8.419
2023-12-28,8.419
2023-12-29,8.419
2023-12-30,8.419
2023-12-31,8.419
2024-01-01,8.419
2024-01-02,8.419
2024-01-03,8.419
2024-01-04,8.419
2024-01-05,8.419
2024-01-06,8.419
2024-01-07,8.419
2024-01-08,8.419
2024-01-09,8.419
2024-01-10,8.419
2024-01-11,8.419
2024-01-12,8.419
2024-01-13,8.419
2024-01-14,8.419
2024-01-15,8.419
2024-01-16,8.419
2024-01-17,8.419
2024-01-18,8.423
2024-01-19,8.423
2024-01-20,8.423
2024-01-21,8.419
2024-01-22,8.423
2024-01-23,8.423
2024-01-24,8.423
2024-01-25,8.423
2024-01-26,8.434
2024-01-27,8.434
2024-01-28,8.434
2024-01-29,8.434
2024-01-30,8.434
2024-01-31,8.434
2024-02-01,8.434
2024-02-02,8.434
2024-02-03,8.434
2024-02-04,8.434
2024-02-05,8.434
2024-02-06,8.434
2024-02-07,8.434
2024-02-08,8.434
2024-02-09,8.434
2024-02-10,8.434
2024-02-11,8.434
2024-02-12,8.434
2024-02-13,8.501
2024-02-14,8.469
2024-02-15,8.469
2024-02-16,8.469
2024-02-17,8.469
2024-02-18,8.469
2024-02-19,8.469
2024-02-20,8.469
2024-02-21,8.463
2024-02-22,8.463
2024-02-23,8.463
2024-02-24,8.463
2024-02-25,8.463
2024-02-26,8.463
2024-02-27,8.463
2024-02-28,8.54
2024-02-29,8.54
2024-03-01,8.54
2024-03-02,8.54
2024-03-03,8.54
2024-03-04,8.54
2024-03-05,8.54
2024-03-06,8.54
2024-03-07,8.54
2024-03-08,8.54
2024-03-09,8.54
2024-03-10,8.54
2024-03-11,8.54
2024-03-12,8.54
2024-03-13,8.54
2024-03-14,8.54
2024-03-15,8.54
2024-03-16,8.54
2024-03-17,8.54
2024-03-18,8.54
2024-03-19,8.54
2024-03-20,8.54
2024-03-21,8.54
2024-03-22,8.54
2024-03-23,8.54
2024-03-24,8.54
2024-03-25,8.54
2024-03-26,8.54
2024-03-27,8.54
2024-03-28,8.54
2024-03-29,8.54
2024-03-30,8.54
2024-03-31,8.54
2024-04-01,8.54
2024-04-02,8.54
2024-04-03,8.54
2024-04-04,8.54
2024-04-05,8.511
2024-04-06,8.511
2024-04-07,8.511
2024-04-08,8.511
