,BLMN US Equity
2021-04-25,2.68
2021-04-26,2.68
2021-04-27,2.68
2021-04-28,2.68
2021-04-29,2.68
2021-04-30,3.1
2021-05-01,3.1
2021-05-02,3.1
2021-05-03,3.073
2021-05-04,3.073
2021-05-05,3.073
2021-05-06,3.073
2021-05-07,3.073
2021-05-08,3.073
2021-05-09,3.073
2021-05-10,3.073
2021-05-11,3.073
2021-05-12,3.073
2021-05-13,3.073
2021-05-14,3.073
2021-05-15,3.073
2021-05-16,3.073
2021-05-17,3.073
2021-05-18,3.073
2021-05-19,3.073
2021-05-20,3.073
2021-05-21,3.073
2021-05-22,3.073
2021-05-23,3.073
2021-05-24,3.073
2021-05-25,3.073
2021-05-26,3.073
2021-05-27,3.073
2021-05-28,3.073
2021-05-29,3.073
2021-05-30,3.073
2021-05-31,3.073
2021-06-01,3.073
2021-06-02,3.073
2021-06-03,3.073
2021-06-04,3.073
2021-06-05,3.073
2021-06-06,3.073
2021-06-07,3.073
2021-06-08,3.073
2021-06-09,3.073
2021-06-10,3.073
2021-06-11,3.073
2021-06-12,3.073
2021-06-13,3.073
2021-06-14,3.073
2021-06-15,3.073
2021-06-16,3.073
2021-06-17,3.073
2021-06-18,3.073
2021-06-19,3.073
2021-06-20,3.073
2021-06-21,3.073
2021-06-22,3.073
2021-06-23,3.073
2021-06-24,3.073
2021-06-25,3.073
2021-06-26,3.073
2021-06-27,3.073
2021-06-28,3.073
2021-06-29,3.073
2021-06-30,3.073
2021-07-01,3.073
2021-07-02,3.073
2021-07-03,3.073
2021-07-04,3.073
2021-07-05,3.073
2021-07-06,3.073
2021-07-07,3.073
2021-07-08,3.073
2021-07-09,3.073
2021-07-10,3.073
2021-07-11,3.073
2021-07-12,3.073
2021-07-13,3.073
2021-07-14,3.073
2021-07-15,3.073
2021-07-16,3.073
2021-07-17,3.073
2021-07-18,3.073
2021-07-19,3.1
2021-07-20,3.1
2021-07-21,3.193
2021-07-22,3.193
2021-07-23,3.193
2021-07-24,3.193
2021-07-25,3.193
2021-07-26,3.193
2021-07-27,3.193
2021-07-28,3.193
2021-07-29,3.193
2021-07-30,3.22
2021-07-31,3.22
2021-08-01,3.22
2021-08-02,3.37
2021-08-03,3.38
2021-08-04,3.38
2021-08-05,3.38
2021-08-06,3.38
2021-08-07,3.38
2021-08-08,3.38
2021-08-09,3.38
2021-08-10,3.38
2021-08-11,3.38
2021-08-12,3.38
2021-08-13,3.38
2021-08-14,3.38
2021-08-15,3.38
2021-08-16,3.38
2021-08-17,3.38
2021-08-18,3.38
2021-08-19,3.38
2021-08-20,3.38
2021-08-21,3.38
2021-08-22,3.38
2021-08-23,3.38
2021-08-24,3.395
2021-08-25,3.395
2021-08-26,3.395
2021-08-27,3.395
2021-08-28,3.395
2021-08-29,3.395
2021-08-30,3.395
2021-08-31,3.395
2021-09-01,3.395
2021-09-02,3.395
2021-09-03,3.395
2021-09-04,3.395
2021-09-05,3.395
2021-09-06,3.395
2021-09-07,3.395
2021-09-08,3.395
2021-09-09,3.395
2021-09-10,3.395
2021-09-11,3.395
2021-09-12,3.395
2021-09-13,3.395
2021-09-14,3.395
2021-09-15,3.395
2021-09-16,3.395
2021-09-17,3.395
2021-09-18,3.395
2021-09-19,3.395
2021-09-20,3.395
2021-09-21,3.395
2021-09-22,3.395
2021-09-23,3.395
2021-09-24,3.395
2021-09-25,3.395
2021-09-26,3.395
2021-09-27,3.395
2021-09-28,3.395
2021-09-29,3.395
2021-09-30,3.395
2021-10-01,3.395
2021-10-02,3.395
2021-10-03,3.395
2021-10-04,3.395
2021-10-05,3.395
2021-10-06,3.395
2021-10-07,3.395
2021-10-08,3.395
2021-10-09,3.395
2021-10-10,3.395
2021-10-11,3.395
2021-10-12,3.395
2021-10-13,3.395
2021-10-14,3.395
2021-10-15,3.395
2021-10-16,3.395
2021-10-17,3.395
2021-10-18,3.378
2021-10-19,3.378
2021-10-20,3.378
2021-10-21,3.378
2021-10-22,3.378
2021-10-23,3.378
2021-10-24,3.336
2021-10-25,3.336
2021-10-26,3.336
2021-10-27,3.336
2021-10-28,3.336
2021-10-29,3.336
2021-10-30,3.336
2021-10-31,3.336
2021-11-01,3.336
2021-11-02,3.268
2021-11-03,3.176
2021-11-04,3.176
2021-11-05,3.176
2021-11-06,3.176
2021-11-07,3.176
2021-11-08,3.176
2021-11-09,3.176
2021-11-10,3.176
2021-11-11,3.176
2021-11-12,3.205
2021-11-13,3.205
2021-11-14,3.205
2021-11-15,3.205
2021-11-16,3.213
2021-11-17,3.213
2021-11-18,3.213
2021-11-19,3.213
2021-11-20,3.213
2021-11-21,3.213
2021-11-22,3.213
2021-11-23,3.213
2021-11-24,3.213
2021-11-25,3.213
2021-11-26,3.213
2021-11-27,3.213
2021-11-28,3.213
2021-11-29,3.213
2021-11-30,3.213
2021-12-01,3.213
2021-12-02,3.213
2021-12-03,3.213
2021-12-04,3.213
2021-12-05,3.213
2021-12-06,3.213
2021-12-07,3.213
2021-12-08,3.213
2021-12-09,3.213
2021-12-10,3.213
2021-12-11,3.213
2021-12-12,3.213
2021-12-13,3.213
2021-12-14,3.213
2021-12-15,3.263
2021-12-16,3.263
2021-12-17,3.263
2021-12-18,3.263
2021-12-19,3.263
2021-12-20,3.263
2021-12-21,3.263
2021-12-22,3.263
2021-12-23,3.263
2021-12-24,3.263
2021-12-25,3.263
2021-12-26,3.263
2021-12-27,3.263
2021-12-28,3.263
2021-12-29,3.263
2021-12-30,3.263
2021-12-31,3.263
2022-01-01,3.263
2022-01-02,3.263
2022-01-03,3.263
2022-01-04,3.263
2022-01-05,3.263
2022-01-06,3.263
2022-01-07,3.263
2022-01-08,3.263
2022-01-09,3.263
2022-01-10,3.263
2022-01-11,3.263
2022-01-12,3.263
2022-01-13,3.263
2022-01-14,3.263
2022-01-15,3.263
2022-01-16,3.263
2022-01-17,3.263
2022-01-18,3.263
2022-01-19,3.263
2022-01-20,3.263
2022-01-21,3.263
2022-01-22,3.263
2022-01-23,3.263
2022-01-24,3.263
2022-01-25,3.247
2022-01-26,3.247
2022-01-27,3.247
2022-01-28,3.247
2022-01-29,3.247
2022-01-30,3.247
2022-01-31,3.247
2022-02-01,3.247
2022-02-02,3.247
2022-02-03,3.247
2022-02-04,3.247
2022-02-05,3.247
2022-02-06,3.247
2022-02-07,3.247
2022-02-08,3.247
2022-02-09,3.247
2022-02-10,3.247
2022-02-11,3.247
2022-02-12,3.247
2022-02-13,3.247
2022-02-14,3.247
2022-02-15,3.213
2022-02-16,3.213
2022-02-17,3.213
2022-02-18,3.062
2022-02-19,3.062
2022-02-20,3.062
2022-02-21,3.085
2022-02-22,3.085
2022-02-23,3.085
2022-02-24,3.085
2022-02-25,3.085
2022-02-26,3.085
2022-02-27,3.085
2022-02-28,3.085
2022-03-01,3.085
2022-03-02,3.085
2022-03-03,3.085
2022-03-04,3.085
2022-03-05,3.085
2022-03-06,3.085
2022-03-07,3.085
2022-03-08,3.085
2022-03-09,3.085
2022-03-10,3.085
2022-03-11,3.085
2022-03-12,3.085
2022-03-13,3.085
2022-03-14,3.085
2022-03-15,3.085
2022-03-16,3.085
2022-03-17,3.085
2022-03-18,3.085
2022-03-19,3.085
2022-03-20,3.085
2022-03-21,3.085
2022-03-22,3.085
2022-03-23,3.085
2022-03-24,3.085
2022-03-25,3.085
2022-03-26,3.085
2022-03-27,3.085
2022-03-28,3.085
2022-03-29,3.085
2022-03-30,3.085
2022-03-31,3.085
2022-04-01,3.085
2022-04-02,3.085
2022-04-03,3.085
2022-04-04,3.085
2022-04-05,3.085
2022-04-06,3.085
2022-04-07,3.085
2022-04-08,3.085
2022-04-09,3.085
2022-04-10,3.085
2022-04-11,3.085
2022-04-12,3.081
2022-04-13,3.081
2022-04-14,3.079
2022-04-15,3.079
2022-04-16,3.079
2022-04-17,3.079
2022-04-18,3.079
2022-04-19,3.079
2022-04-20,3.079
2022-04-21,3.08
2022-04-22,3.08
2022-04-23,3.08
2022-04-24,3.08
2022-04-25,3.08
2022-04-26,3.08
2022-04-27,3.08
2022-04-28,3.08
2022-04-29,3.174
2022-04-30,3.209
2022-05-01,3.209
2022-05-02,3.22
2022-05-03,3.22
2022-05-04,3.22
2022-05-05,3.22
2022-05-06,3.22
2022-05-07,3.22
2022-05-08,3.22
2022-05-09,3.22
2022-05-10,3.22
2022-05-11,3.22
2022-05-12,3.22
2022-05-13,3.22
2022-05-14,3.22
2022-05-15,3.22
2022-05-16,3.22
2022-05-17,3.22
2022-05-18,3.22
2022-05-19,3.22
2022-05-20,3.22
2022-05-21,3.22
2022-05-22,3.22
2022-05-23,3.22
2022-05-24,3.22
2022-05-25,3.22
2022-05-26,3.17
2022-05-27,3.17
2022-05-28,3.17
2022-05-29,3.17
2022-05-30,3.17
2022-05-31,3.17
2022-06-01,3.17
2022-06-02,3.17
2022-06-03,3.17
2022-06-04,3.17
2022-06-05,3.17
2022-06-06,3.17
2022-06-07,3.17
2022-06-08,3.17
2022-06-09,3.17
2022-06-10,3.17
2022-06-11,3.17
2022-06-12,3.17
2022-06-13,3.17
2022-06-14,3.17
2022-06-15,3.17
2022-06-16,3.071
2022-06-17,3.071
2022-06-18,3.071
2022-06-19,3.071
2022-06-20,3.071
2022-06-21,3.071
2022-06-22,3.071
2022-06-23,3.071
2022-06-24,3.071
2022-06-25,3.071
2022-06-26,3.071
2022-06-27,3.071
2022-06-28,3.071
2022-06-29,3.071
2022-06-30,3.071
2022-07-01,3.071
2022-07-02,3.071
2022-07-03,3.071
2022-07-04,3.071
2022-07-05,3.071
2022-07-06,3.071
2022-07-07,3.071
2022-07-08,3.071
2022-07-09,3.071
2022-07-10,3.071
2022-07-11,3.071
2022-07-12,3.071
2022-07-13,3.071
2022-07-14,3.08
2022-07-15,3.08
2022-07-16,3.08
2022-07-17,3.08
2022-07-18,2.983
2022-07-19,2.983
2022-07-20,2.983
2022-07-21,2.983
2022-07-22,2.983
2022-07-23,2.983
2022-07-24,2.983
2022-07-25,2.983
2022-07-26,2.983
2022-07-27,2.983
2022-07-28,2.983
2022-07-29,2.985
2022-07-30,3.024
2022-07-31,3.011
2022-08-01,3.02
2022-08-02,3.02
2022-08-03,3.02
2022-08-04,3.02
2022-08-05,3.02
2022-08-06,3.02
2022-08-07,3.02
2022-08-08,3.02
2022-08-09,3.02
2022-08-10,3.02
2022-08-11,3.02
2022-08-12,3.02
2022-08-13,3.02
2022-08-14,3.02
2022-08-15,3.02
2022-08-16,3.02
2022-08-17,3.02
2022-08-18,3.02
2022-08-19,3.02
2022-08-20,3.02
2022-08-21,3.02
2022-08-22,3.02
2022-08-23,3.02
2022-08-24,3.02
2022-08-25,3.02
2022-08-26,3.02
2022-08-27,3.02
2022-08-28,3.02
2022-08-29,3.02
2022-08-30,3.02
2022-08-31,3.02
2022-09-01,3.02
2022-09-02,3.02
2022-09-03,3.02
2022-09-04,3.02
2022-09-05,3.02
2022-09-06,3.02
2022-09-07,3.02
2022-09-08,3.02
2022-09-09,3.02
2022-09-10,3.02
2022-09-11,3.02
2022-09-12,3.02
2022-09-13,3.02
2022-09-14,3.02
2022-09-15,3.02
2022-09-16,3.02
2022-09-17,3.02
2022-09-18,3.02
2022-09-19,3.02
2022-09-20,3.02
2022-09-21,3.02
2022-09-22,3.02
2022-09-23,3.02
2022-09-24,3.02
2022-09-25,3.02
2022-09-26,3.02
2022-09-27,3.02
2022-09-28,3.02
2022-09-29,3.02
2022-09-30,3.02
2022-10-01,3.02
2022-10-02,3.02
2022-10-03,3.02
2022-10-04,3.02
2022-10-05,3.02
2022-10-06,3.02
2022-10-07,3.02
2022-10-08,3.02
2022-10-09,3.02
2022-10-10,3.02
2022-10-11,2.999
2022-10-12,3.004
2022-10-13,3.004
2022-10-14,3.004
2022-10-15,3.004
2022-10-16,3.004
2022-10-17,2.998
2022-10-18,2.998
2022-10-19,3.014
2022-10-20,3.014
2022-10-21,3.014
2022-10-22,3.014
2022-10-23,3.014
2022-10-24,3.023
2022-10-25,3.023
2022-10-26,3.023
2022-10-27,3.023
2022-10-28,3.011
2022-10-29,3.012
2022-10-30,3.012
2022-10-31,2.97
2022-11-01,2.97
2022-11-02,2.988
2022-11-03,2.988
2022-11-04,2.988
2022-11-05,2.988
2022-11-06,2.988
2022-11-07,2.988
2022-11-08,2.988
2022-11-09,2.988
2022-11-10,2.988
2022-11-11,2.988
2022-11-12,2.988
2022-11-13,2.988
2022-11-14,2.988
2022-11-15,2.988
2022-11-16,2.988
2022-11-17,2.988
2022-11-18,2.988
2022-11-19,2.988
2022-11-20,2.988
2022-11-21,2.988
2022-11-22,2.988
2022-11-23,2.988
2022-11-24,2.988
2022-11-25,2.988
2022-11-26,2.988
2022-11-27,2.988
2022-11-28,2.988
2022-11-29,2.988
2022-11-30,2.988
2022-12-01,2.988
2022-12-02,2.988
2022-12-03,2.988
2022-12-04,2.988
2022-12-05,2.988
2022-12-06,2.988
2022-12-07,2.988
2022-12-08,2.988
2022-12-09,2.988
2022-12-10,2.988
2022-12-11,2.988
2022-12-12,2.988
2022-12-13,2.988
2022-12-14,2.988
2022-12-15,2.988
2022-12-16,2.988
2022-12-17,2.988
2022-12-18,2.988
2022-12-19,2.988
2022-12-20,2.988
2022-12-21,2.988
2022-12-22,2.988
2022-12-23,2.988
2022-12-24,2.988
2022-12-25,2.988
2022-12-26,2.988
2022-12-27,2.988
2022-12-28,2.988
2022-12-29,2.988
2022-12-30,2.988
2022-12-31,2.988
2023-01-01,2.988
2023-01-02,2.988
2023-01-03,2.988
2023-01-04,2.988
2023-01-05,2.988
2023-01-06,2.96
2023-01-07,2.96
2023-01-08,2.96
2023-01-09,2.96
2023-01-10,2.96
2023-01-11,2.96
2023-01-12,2.96
2023-01-13,2.96
2023-01-14,2.96
2023-01-15,2.96
2023-01-16,2.96
2023-01-17,2.923
2023-01-18,2.923
2023-01-19,2.923
2023-01-20,2.923
2023-01-21,2.923
2023-01-22,2.923
2023-01-23,2.928
2023-01-24,2.928
2023-01-25,2.928
2023-01-26,2.927
2023-01-27,2.927
2023-01-28,2.927
2023-01-29,2.927
2023-01-30,2.9
2023-01-31,2.9
2023-02-01,2.9
2023-02-02,2.9
2023-02-03,2.9
2023-02-04,2.9
2023-02-05,2.9
2023-02-06,2.898
2023-02-07,2.898
2023-02-08,2.905
2023-02-09,2.905
2023-02-10,2.905
2023-02-11,2.905
2023-02-12,2.905
2023-02-13,2.905
2023-02-14,2.894
2023-02-15,2.894
2023-02-16,3.01
2023-02-17,3.055
2023-02-18,3.055
2023-02-19,3.055
2023-02-20,3.055
2023-02-21,3.082
2023-02-22,3.082
2023-02-23,3.082
2023-02-24,3.082
2023-02-25,3.082
2023-02-26,3.082
2023-02-27,3.082
2023-02-28,3.082
2023-03-01,3.082
2023-03-02,3.082
2023-03-03,3.082
2023-03-04,3.082
2023-03-05,3.082
2023-03-06,3.082
2023-03-07,3.082
2023-03-08,3.082
2023-03-09,3.082
2023-03-10,3.082
2023-03-11,3.082
2023-03-12,3.082
2023-03-13,3.082
2023-03-14,3.082
2023-03-15,3.082
2023-03-16,3.082
2023-03-17,3.082
2023-03-18,3.082
2023-03-19,3.082
2023-03-20,3.082
2023-03-21,3.082
2023-03-22,3.082
2023-03-23,3.082
2023-03-24,3.121
2023-03-25,3.121
2023-03-26,3.121
2023-03-27,3.121
2023-03-28,3.121
2023-03-29,3.121
2023-03-30,3.121
2023-03-31,3.121
2023-04-01,3.121
2023-04-02,3.121
2023-04-03,3.121
2023-04-04,3.121
2023-04-05,3.121
2023-04-06,3.121
2023-04-07,3.121
2023-04-08,3.121
2023-04-09,3.121
2023-04-10,3.121
2023-04-11,3.121
2023-04-12,3.121
2023-04-13,3.121
2023-04-14,3.121
2023-04-15,3.121
2023-04-16,3.121
2023-04-17,3.119
2023-04-18,3.119
2023-04-19,3.128
2023-04-20,3.132
2023-04-21,3.136
2023-04-22,3.136
2023-04-23,3.136
2023-04-24,3.134
2023-04-25,3.134
2023-04-26,3.134
2023-04-27,3.134
2023-04-28,3.121
2023-04-29,3.121
2023-04-30,3.121
2023-05-01,3.124
2023-05-02,3.124
2023-05-03,3.124
2023-05-04,3.124
2023-05-05,3.124
2023-05-06,3.124
2023-05-07,3.124
2023-05-08,3.124
2023-05-09,3.124
2023-05-10,3.124
2023-05-11,3.124
2023-05-12,3.124
2023-05-13,3.124
2023-05-14,3.124
2023-05-15,3.124
2023-05-16,3.124
2023-05-17,3.124
2023-05-18,3.124
2023-05-19,3.124
2023-05-20,3.124
2023-05-21,3.124
2023-05-22,3.124
2023-05-23,3.124
2023-05-24,3.124
2023-05-25,3.124
2023-05-26,3.124
2023-05-27,3.124
2023-05-28,3.124
2023-05-29,3.124
2023-05-30,3.124
2023-05-31,3.124
2023-06-01,3.124
2023-06-02,3.124
2023-06-03,3.124
2023-06-04,3.124
2023-06-05,3.124
2023-06-06,3.124
2023-06-07,3.124
2023-06-08,3.124
2023-06-09,3.124
2023-06-10,3.124
2023-06-11,3.124
2023-06-12,3.124
2023-06-13,3.124
2023-06-14,3.124
2023-06-15,3.124
2023-06-16,3.124
2023-06-17,3.124
2023-06-18,3.124
2023-06-19,3.124
2023-06-20,3.124
2023-06-21,3.124
2023-06-22,3.124
2023-06-23,3.124
2023-06-24,3.124
2023-06-25,3.124
2023-06-26,3.124
2023-06-27,3.124
2023-06-28,3.124
2023-06-29,3.124
2023-06-30,3.124
2023-07-01,3.124
2023-07-02,3.124
2023-07-03,3.124
2023-07-04,3.124
2023-07-05,3.124
2023-07-06,3.124
2023-07-07,3.124
2023-07-08,3.124
2023-07-09,3.124
2023-07-10,3.124
2023-07-11,3.124
2023-07-12,3.124
2023-07-13,3.124
2023-07-14,3.124
2023-07-15,3.124
2023-07-16,3.124
2023-07-17,3.075
2023-07-18,3.069
2023-07-19,3.069
2023-07-20,3.069
2023-07-21,3.075
2023-07-22,3.075
2023-07-23,3.075
2023-07-24,3.075
2023-07-25,3.075
2023-07-26,3.075
2023-07-27,3.075
2023-07-28,3.075
