,FTV US Equity
2021-04-23,3.288
2021-04-24,3.288
2021-04-25,3.288
2021-04-26,3.288
2021-04-27,3.288
2021-04-28,3.288
2021-04-29,3.288
2021-04-30,3.31
2021-05-01,3.335
2021-05-02,3.335
2021-05-03,3.335
2021-05-04,3.335
2021-05-05,3.335
2021-05-06,3.335
2021-05-07,3.335
2021-05-08,3.335
2021-05-09,3.335
2021-05-10,3.335
2021-05-11,3.335
2021-05-12,3.335
2021-05-13,3.335
2021-05-14,3.348
2021-05-15,3.348
2021-05-16,3.348
2021-05-17,3.348
2021-05-18,3.348
2021-05-19,3.396
2021-05-20,3.396
2021-05-21,3.406
2021-05-22,3.406
2021-05-23,3.406
2021-05-24,3.406
2021-05-25,3.406
2021-05-26,3.406
2021-05-27,3.406
2021-05-28,3.406
2021-05-29,3.406
2021-05-30,3.406
2021-05-31,3.406
2021-06-01,3.406
2021-06-02,3.406
2021-06-03,3.424
2021-06-04,3.424
2021-06-05,3.424
2021-06-06,3.424
2021-06-07,3.424
2021-06-08,3.424
2021-06-09,3.424
2021-06-10,3.424
2021-06-11,3.424
2021-06-12,3.424
2021-06-13,3.424
2021-06-14,3.424
2021-06-15,3.424
2021-06-16,3.424
2021-06-17,3.424
2021-06-18,3.424
2021-06-19,3.424
2021-06-20,3.424
2021-06-21,3.424
2021-06-22,3.424
2021-06-23,3.424
2021-06-24,3.424
2021-06-25,3.424
2021-06-26,3.424
2021-06-27,3.424
2021-06-28,3.424
2021-06-29,3.424
2021-06-30,3.424
2021-07-01,3.424
2021-07-02,3.424
2021-07-03,3.424
2021-07-04,3.424
2021-07-05,3.424
2021-07-06,3.424
2021-07-07,3.424
2021-07-08,3.448
2021-07-09,3.448
2021-07-10,3.448
2021-07-11,3.448
2021-07-12,3.49
2021-07-13,3.49
2021-07-14,3.49
2021-07-15,3.512
2021-07-16,3.512
2021-07-17,3.512
2021-07-18,3.512
2021-07-19,3.582
2021-07-20,3.582
2021-07-21,3.582
2021-07-22,3.582
2021-07-23,3.582
2021-07-24,3.582
2021-07-25,3.763
2021-07-26,3.763
2021-07-27,3.763
2021-07-28,3.763
2021-07-29,3.763
2021-07-30,3.795
2021-07-31,3.795
2021-08-01,3.795
2021-08-02,3.795
2021-08-03,3.795
2021-08-04,3.795
2021-08-05,3.795
2021-08-06,3.795
2021-08-07,3.795
2021-08-08,3.795
2021-08-09,3.795
2021-08-10,3.795
2021-08-11,3.795
2021-08-12,3.795
2021-08-13,3.795
2021-08-14,3.795
2021-08-15,3.795
2021-08-16,3.795
2021-08-17,3.795
2021-08-18,3.795
2021-08-19,3.795
2021-08-20,3.795
2021-08-21,3.795
2021-08-22,3.795
2021-08-23,3.795
2021-08-24,3.795
2021-08-25,3.795
2021-08-26,3.795
2021-08-27,3.795
2021-08-28,3.795
2021-08-29,3.795
2021-08-30,3.795
2021-08-31,3.795
2021-09-01,3.795
2021-09-02,3.795
2021-09-03,3.795
2021-09-04,3.795
2021-09-05,3.795
2021-09-06,3.795
2021-09-07,3.795
2021-09-08,3.795
2021-09-09,3.795
2021-09-10,3.795
2021-09-11,3.795
2021-09-12,3.795
2021-09-13,3.795
2021-09-14,3.795
2021-09-15,3.795
2021-09-16,3.795
2021-09-17,3.795
2021-09-18,3.795
2021-09-19,3.795
2021-09-20,3.795
2021-09-21,3.795
2021-09-22,3.795
2021-09-23,3.795
2021-09-24,3.795
2021-09-25,3.795
2021-09-26,3.795
2021-09-27,3.795
2021-09-28,3.795
2021-09-29,3.795
2021-09-30,3.795
2021-10-01,3.795
2021-10-02,3.795
2021-10-03,3.795
2021-10-04,3.778
2021-10-05,3.778
2021-10-06,3.773
2021-10-07,3.773
2021-10-08,3.773
2021-10-09,3.773
2021-10-10,3.773
2021-10-11,3.773
2021-10-12,3.773
2021-10-13,3.773
2021-10-14,3.773
2021-10-15,3.773
2021-10-16,3.773
2021-10-17,3.773
2021-10-18,3.793
2021-10-19,3.793
2021-10-20,3.793
2021-10-21,3.793
2021-10-22,3.793
2021-10-23,3.793
2021-10-24,3.793
2021-10-25,3.793
2021-10-26,3.793
2021-10-27,3.793
2021-10-28,3.805
2021-10-29,3.656
2021-10-30,3.68
2021-10-31,3.68
2021-11-01,3.68
2021-11-02,3.68
2021-11-03,3.68
2021-11-04,3.68
2021-11-05,3.68
2021-11-06,3.68
2021-11-07,3.68
2021-11-08,3.68
2021-11-09,3.68
2021-11-10,3.68
2021-11-11,3.68
2021-11-12,3.68
2021-11-13,3.68
2021-11-14,3.68
2021-11-15,3.68
2021-11-16,3.68
2021-11-17,3.7
2021-11-18,3.7
2021-11-19,3.7
2021-11-20,3.7
2021-11-21,3.7
2021-11-22,3.7
2021-11-23,3.7
2021-11-24,3.7
2021-11-25,3.7
2021-11-26,3.7
2021-11-27,3.7
2021-11-28,3.7
2021-11-29,3.662
2021-11-30,3.662
2021-12-01,3.662
2021-12-02,3.662
2021-12-03,3.662
2021-12-04,3.662
2021-12-05,3.662
2021-12-06,3.662
2021-12-07,3.662
2021-12-08,3.674
2021-12-09,3.674
2021-12-10,3.674
2021-12-11,3.674
2021-12-12,3.674
2021-12-13,3.856
2021-12-14,3.856
2021-12-15,3.856
2021-12-16,3.856
2021-12-17,3.815
2021-12-18,3.815
2021-12-19,3.815
2021-12-20,3.815
2021-12-21,3.815
2021-12-22,3.815
2021-12-23,3.815
2021-12-24,3.815
2021-12-25,3.815
2021-12-26,3.815
2021-12-27,3.815
2021-12-28,3.815
2021-12-29,3.815
2021-12-30,3.815
2021-12-31,3.815
2022-01-01,3.815
2022-01-02,3.815
2022-01-03,3.817
2022-01-04,3.835
2022-01-05,3.835
2022-01-06,3.835
2022-01-07,3.835
2022-01-08,3.835
2022-01-09,3.835
2022-01-10,3.835
2022-01-11,3.833
2022-01-12,3.833
2022-01-13,3.833
2022-01-14,3.833
2022-01-15,3.833
2022-01-16,3.833
2022-01-17,3.853
2022-01-18,3.845
2022-01-19,3.845
2022-01-20,3.845
2022-01-21,3.845
2022-01-22,3.845
2022-01-23,3.845
2022-01-24,3.845
2022-01-25,3.845
2022-01-26,3.845
2022-01-27,3.845
2022-01-28,3.845
2022-01-29,3.845
2022-01-30,3.845
2022-01-31,3.845
2022-02-01,3.845
2022-02-02,3.845
2022-02-03,3.853
2022-02-04,3.834
2022-02-05,3.834
2022-02-06,3.834
2022-02-07,3.834
2022-02-08,3.83
2022-02-09,3.83
2022-02-10,3.83
2022-02-11,3.83
2022-02-12,3.83
2022-02-13,3.83
2022-02-14,3.841
2022-02-15,3.841
2022-02-16,3.841
2022-02-17,3.841
2022-02-18,3.841
2022-02-19,3.841
2022-02-20,3.841
2022-02-21,3.841
2022-02-22,3.841
2022-02-23,3.841
2022-02-24,3.841
2022-02-25,3.841
2022-02-26,3.841
2022-02-27,3.841
2022-02-28,3.841
2022-03-01,3.841
2022-03-02,3.831
2022-03-03,3.831
2022-03-04,3.831
2022-03-05,3.831
2022-03-06,3.831
2022-03-07,3.869
2022-03-08,3.869
2022-03-09,3.869
2022-03-10,3.869
2022-03-11,3.869
2022-03-12,3.869
2022-03-13,3.869
2022-03-14,3.869
2022-03-15,3.869
2022-03-16,3.869
2022-03-17,3.869
2022-03-18,3.851
2022-03-19,3.851
2022-03-20,3.851
2022-03-21,3.851
2022-03-22,3.812
2022-03-23,3.812
2022-03-24,3.812
2022-03-25,3.812
2022-03-26,3.812
2022-03-27,3.812
2022-03-28,3.812
2022-03-29,3.812
2022-03-30,3.812
2022-03-31,3.812
2022-04-01,3.812
2022-04-02,3.812
2022-04-03,3.812
2022-04-04,3.812
2022-04-05,3.807
2022-04-06,3.807
2022-04-07,3.812
2022-04-08,3.812
2022-04-09,3.812
2022-04-10,3.812
2022-04-11,3.812
2022-04-12,3.812
2022-04-13,3.8
2022-04-14,3.8
2022-04-15,3.8
2022-04-16,3.8
2022-04-17,3.8
2022-04-18,3.8
2022-04-19,3.8
2022-04-20,3.8
2022-04-21,3.8
2022-04-22,3.8
2022-04-23,3.8
2022-04-24,3.8
2022-04-25,3.8
2022-04-26,3.8
2022-04-27,3.8
2022-04-28,3.783
2022-04-29,3.759
2022-04-30,3.759
2022-05-01,3.759
2022-05-02,3.759
2022-05-03,3.757
2022-05-04,3.757
2022-05-05,3.757
2022-05-06,3.757
2022-05-07,3.757
2022-05-08,3.757
2022-05-09,3.757
2022-05-10,3.757
2022-05-11,3.757
2022-05-12,3.757
2022-05-13,3.757
2022-05-14,3.757
2022-05-15,3.757
2022-05-16,3.757
2022-05-17,3.757
2022-05-18,3.757
2022-05-19,3.757
2022-05-20,3.757
2022-05-21,3.757
2022-05-22,3.757
2022-05-23,3.757
2022-05-24,3.757
2022-05-25,3.757
2022-05-26,3.757
2022-05-27,3.757
2022-05-28,3.757
2022-05-29,3.757
2022-05-30,3.757
2022-05-31,3.757
2022-06-01,3.757
2022-06-02,3.77
2022-06-03,3.77
2022-06-04,3.77
2022-06-05,3.77
2022-06-06,3.766
2022-06-07,3.766
2022-06-08,3.766
2022-06-09,3.766
2022-06-10,3.766
2022-06-11,3.766
2022-06-12,3.766
2022-06-13,3.766
2022-06-14,3.766
2022-06-15,3.766
2022-06-16,3.766
2022-06-17,3.766
2022-06-18,3.766
2022-06-19,3.766
2022-06-20,3.766
2022-06-21,3.766
2022-06-22,3.766
2022-06-23,3.766
2022-06-24,3.766
2022-06-25,3.766
2022-06-26,3.766
2022-06-27,3.766
2022-06-28,3.739
2022-06-29,3.739
2022-06-30,3.739
2022-07-01,3.739
2022-07-02,3.739
2022-07-03,3.739
2022-07-04,3.739
2022-07-05,3.739
2022-07-06,3.739
2022-07-07,3.739
2022-07-08,3.729
2022-07-09,3.729
2022-07-10,3.729
2022-07-11,3.729
2022-07-12,3.725
2022-07-13,3.735
2022-07-14,3.735
2022-07-15,3.742
2022-07-16,3.742
2022-07-17,3.742
2022-07-18,3.742
2022-07-19,3.742
2022-07-20,3.733
2022-07-21,3.733
2022-07-22,3.733
2022-07-23,3.733
2022-07-24,3.733
2022-07-25,3.733
2022-07-26,3.733
2022-07-27,3.733
2022-07-28,3.742
2022-07-29,3.641
2022-07-30,3.637
2022-07-31,3.632
2022-08-01,3.73
2022-08-02,3.73
2022-08-03,3.73
2022-08-04,3.73
2022-08-05,3.73
2022-08-06,3.73
2022-08-07,3.73
2022-08-08,3.73
2022-08-09,3.73
2022-08-10,3.73
2022-08-11,3.75
2022-08-12,3.75
2022-08-13,3.75
2022-08-14,3.75
2022-08-15,3.75
2022-08-16,3.75
2022-08-17,3.75
2022-08-18,3.75
2022-08-19,3.75
2022-08-20,3.757
2022-08-21,3.757
2022-08-22,3.757
2022-08-23,3.757
2022-08-24,3.757
2022-08-25,3.757
2022-08-26,3.757
2022-08-27,3.757
2022-08-28,3.757
2022-08-29,3.757
2022-08-30,3.757
2022-08-31,3.757
2022-09-01,3.767
2022-09-02,3.767
2022-09-03,3.767
2022-09-04,3.767
2022-09-05,3.767
2022-09-06,3.767
2022-09-07,3.767
2022-09-08,3.767
2022-09-09,3.767
2022-09-10,3.767
2022-09-11,3.767
2022-09-12,3.767
2022-09-13,3.767
2022-09-14,3.767
2022-09-15,3.767
2022-09-16,3.767
2022-09-17,3.767
2022-09-18,3.767
2022-09-19,3.767
2022-09-20,3.767
2022-09-21,3.767
2022-09-22,3.767
2022-09-23,3.767
2022-09-24,3.767
2022-09-25,3.767
2022-09-26,3.767
2022-09-27,3.767
2022-09-28,3.767
2022-09-29,3.759
2022-09-30,3.759
2022-10-01,3.759
2022-10-02,3.759
2022-10-03,3.759
2022-10-04,3.755
2022-10-05,3.755
2022-10-06,3.75
2022-10-07,3.75
2022-10-08,3.75
2022-10-09,3.75
2022-10-10,3.75
2022-10-11,3.735
2022-10-12,3.737
2022-10-13,3.737
2022-10-14,3.737
2022-10-15,3.737
2022-10-16,3.737
2022-10-17,3.653
2022-10-18,3.653
2022-10-19,3.653
2022-10-20,3.653
2022-10-21,3.653
2022-10-22,3.653
2022-10-23,3.653
2022-10-24,3.653
2022-10-25,3.653
2022-10-26,3.634
2022-10-27,3.654
2022-10-28,3.654
2022-10-29,3.654
2022-10-30,3.654
2022-10-31,3.654
2022-11-01,3.654
2022-11-02,3.648
2022-11-03,3.648
2022-11-04,3.648
2022-11-05,3.648
2022-11-06,3.648
2022-11-07,3.648
2022-11-08,3.648
2022-11-09,3.648
2022-11-10,3.677
2022-11-11,3.669
2022-11-12,3.669
2022-11-13,3.669
2022-11-14,3.683
2022-11-15,3.683
2022-11-16,3.683
2022-11-17,3.683
2022-11-18,3.683
2022-11-19,3.683
2022-11-20,3.683
2022-11-21,3.683
2022-11-22,3.683
2022-11-23,3.683
2022-11-24,3.683
2022-11-25,3.683
2022-11-26,3.683
2022-11-27,3.683
2022-11-28,3.683
2022-11-29,3.683
2022-11-30,3.683
2022-12-01,3.683
2022-12-02,3.714
2022-12-03,3.714
2022-12-04,3.714
2022-12-05,3.714
2022-12-06,3.714
2022-12-07,3.714
2022-12-08,3.714
2022-12-09,3.714
2022-12-10,3.714
2022-12-11,3.714
2022-12-12,3.714
2022-12-13,3.714
2022-12-14,3.714
2022-12-15,3.714
2022-12-16,3.714
2022-12-17,3.714
2022-12-18,3.714
2022-12-19,3.714
2022-12-20,3.714
2022-12-21,3.714
2022-12-22,3.706
2022-12-23,3.706
2022-12-24,3.706
2022-12-25,3.706
2022-12-26,3.706
2022-12-27,3.706
2022-12-28,3.706
2022-12-29,3.706
2022-12-30,3.706
2022-12-31,3.706
2023-01-01,3.706
2023-01-02,3.706
2023-01-03,3.711
2023-01-04,3.711
2023-01-05,3.697
2023-01-06,3.697
2023-01-07,3.697
2023-01-08,3.697
2023-01-09,3.697
2023-01-10,3.697
2023-01-11,3.697
2023-01-12,3.626
2023-01-13,3.628
2023-01-14,3.628
2023-01-15,3.628
2023-01-16,3.628
2023-01-17,3.616
2023-01-18,3.616
2023-01-19,3.616
2023-01-20,3.616
2023-01-21,3.62
2023-01-22,3.62
2023-01-23,3.619
2023-01-24,3.619
2023-01-25,3.619
2023-01-26,3.619
2023-01-27,3.619
2023-01-28,3.619
2023-01-29,3.619
2023-01-30,3.619
2023-01-31,3.619
2023-02-01,3.619
2023-02-02,3.619
2023-02-03,3.619
2023-02-04,3.619
2023-02-05,3.619
2023-02-06,3.619
2023-02-07,3.619
2023-02-08,3.619
2023-02-09,3.619
2023-02-10,3.619
2023-02-11,3.619
2023-02-12,3.619
2023-02-13,3.608
2023-02-14,3.608
2023-02-15,3.608
2023-02-16,3.608
2023-02-17,3.608
2023-02-18,3.608
2023-02-19,3.608
2023-02-20,3.608
2023-02-21,3.608
2023-02-22,3.608
2023-02-23,3.608
2023-02-24,3.608
2023-02-25,3.608
2023-02-26,3.608
2023-02-27,3.608
2023-02-28,3.608
2023-03-01,3.608
2023-03-02,3.608
2023-03-03,3.608
2023-03-04,3.608
2023-03-05,3.608
2023-03-06,3.608
2023-03-07,3.608
2023-03-08,3.562
2023-03-09,3.562
2023-03-10,3.562
2023-03-11,3.562
2023-03-12,3.562
2023-03-13,3.562
2023-03-14,3.562
2023-03-15,3.562
2023-03-16,3.562
2023-03-17,3.562
2023-03-18,3.562
2023-03-19,3.562
2023-03-20,3.562
2023-03-21,3.562
2023-03-22,3.562
2023-03-23,3.562
2023-03-24,3.562
2023-03-25,3.562
2023-03-26,3.562
2023-03-27,3.564
2023-03-28,3.564
2023-03-29,3.564
2023-03-30,3.564
2023-03-31,3.564
2023-04-01,3.565
2023-04-02,3.565
2023-04-03,3.565
2023-04-04,3.565
2023-04-05,3.564
2023-04-06,3.565
2023-04-07,3.565
2023-04-08,3.565
2023-04-09,3.565
2023-04-10,3.565
2023-04-11,3.566
2023-04-12,3.566
2023-04-13,3.566
2023-04-14,3.566
2023-04-15,3.566
2023-04-16,3.566
2023-04-17,3.566
2023-04-18,3.566
2023-04-19,3.565
2023-04-20,3.565
2023-04-21,3.565
2023-04-22,3.565
2023-04-23,3.565
2023-04-24,3.565
2023-04-25,3.565
2023-04-26,3.614
2023-04-27,3.626
2023-04-28,3.622
2023-04-29,3.622
2023-04-30,3.622
2023-05-01,3.675
2023-05-02,3.675
2023-05-03,3.675
2023-05-04,3.675
2023-05-05,3.675
2023-05-06,3.675
2023-05-07,3.675
2023-05-08,3.675
2023-05-09,3.675
2023-05-10,3.675
2023-05-11,3.619
2023-05-12,3.634
2023-05-13,3.634
2023-05-14,3.634
2023-05-15,3.634
2023-05-16,3.634
2023-05-17,3.634
2023-05-18,3.634
2023-05-19,3.634
2023-05-20,3.638
2023-05-21,3.638
2023-05-22,3.638
2023-05-23,3.638
2023-05-24,3.638
2023-05-25,3.641
2023-05-26,3.641
2023-05-27,3.642
2023-05-28,3.642
2023-05-29,3.642
2023-05-30,3.642
2023-05-31,3.642
2023-06-01,3.642
2023-06-02,3.642
2023-06-03,3.642
2023-06-04,3.642
2023-06-05,3.642
2023-06-06,3.642
2023-06-07,3.642
2023-06-08,3.642
2023-06-09,3.642
2023-06-10,3.642
2023-06-11,3.641
2023-06-12,3.641
2023-06-13,3.641
2023-06-14,3.641
2023-06-15,3.641
2023-06-16,3.641
2023-06-17,3.641
2023-06-18,3.641
2023-06-19,3.641
2023-06-20,3.641
2023-06-21,3.641
2023-06-22,3.641
2023-06-23,3.641
2023-06-24,3.641
2023-06-25,3.641
2023-06-26,3.641
2023-06-27,3.641
2023-06-28,3.641
2023-06-29,3.641
2023-06-30,3.641
2023-07-01,3.641
2023-07-02,3.641
2023-07-03,3.642
2023-07-04,3.642
2023-07-05,3.642
2023-07-06,3.642
2023-07-07,3.643
2023-07-08,3.643
2023-07-09,3.643
2023-07-10,3.644
2023-07-11,3.644
2023-07-12,3.64
2023-07-13,3.64
2023-07-14,3.64
2023-07-15,3.64
2023-07-16,3.642
2023-07-17,3.642
2023-07-18,3.642
2023-07-19,3.642
2023-07-20,3.642
2023-07-21,3.642
2023-07-22,3.642
2023-07-23,3.642
2023-07-24,3.642
2023-07-25,3.642
2023-07-26,3.653
