,HES US Equity
2020-05-31,4.44
2020-06-01,4.44
2020-06-02,4.44
2020-06-03,4.44
2020-06-04,4.44
2020-06-05,4.44
2020-06-06,4.44
2020-06-07,4.44
2020-06-08,4.44
2020-06-09,4.44
2020-06-10,4.44
2020-06-11,4.44
2020-06-12,4.44
2020-06-13,4.44
2020-06-14,4.44
2020-06-15,4.44
2020-06-16,4.44
2020-06-17,4.151
2020-06-18,4.151
2020-06-19,4.151
2020-06-20,4.151
2020-06-21,4.151
2020-06-22,4.151
2020-06-23,4.151
2020-06-24,4.151
2020-06-25,4.151
2020-06-26,4.151
2020-06-27,4.151
2020-06-28,4.151
2020-06-29,4.31
2020-06-30,3.954
2020-07-01,3.954
2020-07-02,3.954
2020-07-03,3.954
2020-07-04,3.954
2020-07-05,3.954
2020-07-06,3.954
2020-07-07,3.954
2020-07-08,3.954
2020-07-09,3.954
2020-07-10,3.954
2020-07-11,3.954
2020-07-12,3.954
2020-07-13,3.955
2020-07-14,3.91
2020-07-15,3.881
2020-07-16,3.881
2020-07-17,3.867
2020-07-18,3.867
2020-07-19,3.867
2020-07-20,3.867
2020-07-21,3.867
2020-07-22,3.867
2020-07-23,3.867
2020-07-24,3.849
2020-07-25,3.849
2020-07-26,3.849
2020-07-27,3.816
2020-07-28,3.816
2020-07-29,3.807
2020-07-30,3.901
2020-07-31,3.901
2020-08-01,3.901
2020-08-02,3.901
2020-08-03,3.738
2020-08-04,3.738
2020-08-05,3.738
2020-08-06,3.738
2020-08-07,3.738
2020-08-08,3.738
2020-08-09,3.738
2020-08-10,3.738
2020-08-11,3.738
2020-08-12,3.738
2020-08-13,3.738
2020-08-14,3.738
2020-08-15,3.738
2020-08-16,3.738
2020-08-17,3.738
2020-08-18,3.738
2020-08-19,3.819
2020-08-20,3.819
2020-08-21,3.819
2020-08-22,3.819
2020-08-23,3.819
2020-08-24,3.819
2020-08-25,3.819
2020-08-26,3.794
2020-08-27,3.794
2020-08-28,3.794
2020-08-29,3.794
2020-08-30,3.794
2020-08-31,3.794
2020-09-01,3.794
2020-09-02,3.794
2020-09-03,3.794
2020-09-04,3.951
2020-09-05,3.951
2020-09-06,3.951
2020-09-07,3.951
2020-09-08,3.951
2020-09-09,3.951
2020-09-10,3.951
2020-09-11,3.951
2020-09-12,3.951
2020-09-13,3.951
2020-09-14,3.951
2020-09-15,3.951
2020-09-16,3.927
2020-09-17,3.927
2020-09-18,3.927
2020-09-19,3.927
2020-09-20,3.927
2020-09-21,3.927
2020-09-22,3.927
2020-09-23,3.967
2020-09-24,3.967
2020-09-25,3.967
2020-09-26,3.967
2020-09-27,3.967
2020-09-28,3.967
2020-09-29,3.967
2020-09-30,3.967
2020-10-01,4.029
2020-10-02,4.029
2020-10-03,4.029
2020-10-04,4.029
2020-10-05,4.029
2020-10-06,3.873
2020-10-07,3.873
2020-10-08,4.153
2020-10-09,4.153
2020-10-10,4.153
2020-10-11,4.153
2020-10-12,4.153
2020-10-13,4.103
2020-10-14,4.103
2020-10-15,4.103
2020-10-16,4.103
2020-10-17,4.103
2020-10-18,4.103
2020-10-19,3.952
2020-10-20,3.982
2020-10-21,3.982
2020-10-22,3.982
2020-10-23,3.982
2020-10-24,3.982
2020-10-25,3.982
2020-10-26,3.982
2020-10-27,3.982
2020-10-28,3.929
2020-10-29,3.685
2020-10-30,3.593
2020-10-31,3.593
2020-11-01,3.593
2020-11-02,3.593
2020-11-03,3.593
2020-11-04,3.593
2020-11-05,3.593
2020-11-06,3.593
2020-11-07,3.593
2020-11-08,3.593
2020-11-09,3.593
2020-11-10,3.609
2020-11-11,3.609
2020-11-12,3.609
2020-11-13,3.609
2020-11-14,3.609
2020-11-15,3.609
2020-11-16,3.55
2020-11-17,3.55
2020-11-18,3.84
2020-11-19,3.84
2020-11-20,3.84
2020-11-21,3.84
2020-11-22,3.84
2020-11-23,3.84
2020-11-24,3.523
2020-11-25,3.523
2020-11-26,3.523
2020-11-27,3.523
2020-11-28,3.523
2020-11-29,3.523
2020-11-30,3.523
2020-12-01,3.523
2020-12-02,3.523
2020-12-03,3.523
2020-12-04,3.523
2020-12-05,3.523
2020-12-06,3.523
2020-12-07,3.523
2020-12-08,3.478
2020-12-09,3.478
2020-12-10,3.478
2020-12-11,3.478
2020-12-12,3.478
2020-12-13,3.478
2020-12-14,3.478
2020-12-15,3.478
2020-12-16,3.478
2020-12-17,3.471
2020-12-18,3.471
2020-12-19,3.471
2020-12-20,3.471
2020-12-21,3.471
2020-12-22,3.471
2020-12-23,3.658
2020-12-24,3.658
2020-12-25,3.658
2020-12-26,3.658
2020-12-27,3.658
2020-12-28,3.658
2020-12-29,3.658
2020-12-30,3.658
2020-12-31,3.658
2021-01-01,3.658
2021-01-02,3.658
2021-01-03,3.657
2021-01-04,3.657
2021-01-05,3.657
2021-01-06,3.657
2021-01-07,3.657
2021-01-08,3.657
2021-01-09,3.657
2021-01-10,3.657
2021-01-11,3.959
2021-01-12,3.959
2021-01-13,3.798
2021-01-14,3.731
2021-01-15,3.731
2021-01-16,3.731
2021-01-17,3.731
2021-01-18,3.731
2021-01-19,3.751
2021-01-20,3.76
2021-01-21,3.76
2021-01-22,4.125
2021-01-23,4.125
2021-01-24,4.125
2021-01-25,4.125
2021-01-26,4.125
2021-01-27,4.284
2021-01-28,4.321
2021-01-29,4.525
2021-01-30,4.525
2021-01-31,4.525
2021-02-01,4.525
2021-02-02,4.525
2021-02-03,4.525
2021-02-04,4.525
2021-02-05,4.525
2021-02-06,4.525
2021-02-07,4.525
2021-02-08,4.525
2021-02-09,4.525
2021-02-10,4.821
2021-02-11,4.821
2021-02-12,4.821
2021-02-13,4.821
2021-02-14,4.821
2021-02-15,4.821
2021-02-16,4.821
2021-02-17,4.821
2021-02-18,4.821
2021-02-19,4.821
2021-02-20,4.821
2021-02-21,4.821
2021-02-22,4.821
2021-02-23,4.821
2021-02-24,4.821
2021-02-25,4.821
2021-02-26,4.8
2021-02-27,4.8
2021-02-28,4.8
2021-03-01,4.8
2021-03-02,4.8
2021-03-03,4.802
2021-03-04,4.764
2021-03-05,4.764
2021-03-06,4.621
2021-03-07,4.621
2021-03-08,4.621
2021-03-09,4.621
2021-03-10,4.621
2021-03-11,4.621
2021-03-12,4.621
2021-03-13,4.621
2021-03-14,4.621
2021-03-15,4.768
2021-03-16,4.768
2021-03-17,4.768
2021-03-18,4.748
2021-03-19,4.766
2021-03-20,4.766
2021-03-21,4.766
2021-03-22,4.766
2021-03-23,4.766
2021-03-24,4.766
2021-03-25,4.766
2021-03-26,4.766
2021-03-27,4.766
2021-03-28,4.766
2021-03-29,4.766
2021-03-30,4.795
2021-03-31,4.745
2021-04-01,4.648
2021-04-02,4.648
2021-04-03,4.648
2021-04-04,4.648
2021-04-05,4.648
2021-04-06,4.747
2021-04-07,4.747
2021-04-08,5.23
2021-04-09,5.23
2021-04-10,5.23
2021-04-11,5.224
2021-04-12,5.22
2021-04-13,5.22
2021-04-14,5.237
2021-04-15,5.518
2021-04-16,5.518
2021-04-17,5.518
2021-04-18,5.518
2021-04-19,5.52
2021-04-20,5.54
2021-04-21,5.54
2021-04-22,5.54
2021-04-23,5.54
2021-04-24,5.54
2021-04-25,5.54
2021-04-26,5.54
2021-04-27,5.54
2021-04-28,5.508
2021-04-29,5.804
2021-04-30,6.013
2021-05-01,6.013
2021-05-02,6.013
2021-05-03,6.024
2021-05-04,6.024
2021-05-05,6.024
2021-05-06,6.024
2021-05-07,6.024
2021-05-08,6.024
2021-05-09,6.024
2021-05-10,6.024
2021-05-11,6.023
2021-05-12,6.023
2021-05-13,5.994
2021-05-14,6.099
2021-05-15,6.099
2021-05-16,6.099
2021-05-17,6.204
2021-05-18,6.204
2021-05-19,6.204
2021-05-20,6.204
2021-05-21,6.204
2021-05-22,6.204
2021-05-23,6.204
2021-05-24,6.204
2021-05-25,6.204
2021-05-26,6.417
2021-05-27,6.417
2021-05-28,6.417
2021-05-29,6.417
2021-05-30,6.417
2021-05-31,6.417
2021-06-01,6.417
2021-06-02,6.417
2021-06-03,6.408
2021-06-04,6.408
2021-06-05,6.408
2021-06-06,6.408
2021-06-07,6.408
2021-06-08,6.408
2021-06-09,6.408
2021-06-10,6.408
2021-06-11,6.58
2021-06-12,6.58
2021-06-13,6.58
2021-06-14,6.58
2021-06-15,6.58
2021-06-16,6.58
2021-06-17,6.605
2021-06-18,6.605
2021-06-19,6.605
2021-06-20,6.605
2021-06-21,6.763
2021-06-22,6.763
2021-06-23,6.763
2021-06-24,6.763
2021-06-25,6.763
2021-06-26,6.763
2021-06-27,6.763
2021-06-28,6.763
2021-06-29,6.763
2021-06-30,6.78
2021-07-01,6.78
2021-07-02,6.78
2021-07-03,6.78
2021-07-04,6.78
2021-07-05,6.78
2021-07-06,6.819
2021-07-07,6.819
2021-07-08,6.834
2021-07-09,6.834
2021-07-10,6.834
2021-07-11,6.834
2021-07-12,6.834
2021-07-13,6.834
2021-07-14,6.834
2021-07-15,6.962
2021-07-16,6.962
2021-07-17,6.962
2021-07-18,7.028
2021-07-19,7.028
2021-07-20,7.028
2021-07-21,7.028
2021-07-22,7.143
2021-07-23,7.183
2021-07-24,7.183
2021-07-25,7.183
2021-07-26,7.294
2021-07-27,7.294
2021-07-28,7.378
2021-07-29,6.653
2021-07-30,6.653
2021-07-31,6.653
2021-08-01,6.653
2021-08-02,6.627
2021-08-03,6.627
2021-08-04,6.627
2021-08-05,6.627
2021-08-06,6.627
2021-08-07,6.482
2021-08-08,6.568
2021-08-09,6.568
2021-08-10,6.566
2021-08-11,6.566
2021-08-12,6.557
2021-08-13,6.557
2021-08-14,6.557
2021-08-15,6.557
2021-08-16,6.557
2021-08-17,6.557
2021-08-18,6.557
2021-08-19,6.557
2021-08-20,6.557
2021-08-21,6.557
2021-08-22,6.557
2021-08-23,6.557
2021-08-24,6.557
2021-08-25,6.557
2021-08-26,6.535
2021-08-27,6.535
2021-08-28,6.535
2021-08-29,6.535
2021-08-30,6.535
2021-08-31,6.535
2021-09-01,6.535
2021-09-02,6.535
2021-09-03,6.535
2021-09-04,6.535
2021-09-05,6.535
2021-09-06,6.535
2021-09-07,6.535
2021-09-08,6.563
2021-09-09,6.527
2021-09-10,6.527
2021-09-11,6.527
2021-09-12,6.527
2021-09-13,6.527
2021-09-14,6.527
2021-09-15,6.519
2021-09-16,6.519
2021-09-17,6.519
2021-09-18,6.519
2021-09-19,6.519
2021-09-20,6.519
2021-09-21,6.519
2021-09-22,6.521
2021-09-23,6.521
2021-09-24,6.531
2021-09-25,6.531
2021-09-26,6.583
2021-09-27,6.583
2021-09-28,6.583
2021-09-29,6.583
2021-09-30,6.583
2021-10-01,6.583
2021-10-02,6.583
2021-10-03,6.583
2021-10-04,6.638
2021-10-05,6.638
2021-10-06,6.638
2021-10-07,6.638
2021-10-08,6.838
2021-10-09,6.838
2021-10-10,6.838
2021-10-11,6.834
2021-10-12,6.834
2021-10-13,6.713
2021-10-14,6.713
2021-10-15,6.711
2021-10-16,6.711
2021-10-17,6.711
2021-10-18,6.708
2021-10-19,6.708
2021-10-20,6.708
2021-10-21,6.905
2021-10-22,6.76
2021-10-23,6.76
2021-10-24,6.76
2021-10-25,6.791
2021-10-26,6.791
2021-10-27,6.7
2021-10-28,6.733
2021-10-29,6.731
2021-10-30,6.731
2021-10-31,6.731
2021-11-01,6.746
2021-11-02,6.746
2021-11-03,6.797
2021-11-04,6.797
2021-11-05,6.797
2021-11-06,6.797
2021-11-07,6.797
2021-11-08,7.002
2021-11-09,7.002
2021-11-10,7.002
2021-11-11,7.002
2021-11-12,7.002
2021-11-13,7.002
2021-11-14,7.002
2021-11-15,7.002
2021-11-16,7.023
2021-11-17,7.023
2021-11-18,7.023
2021-11-19,7.023
2021-11-20,7.023
2021-11-21,7.023
2021-11-22,6.585
2021-11-23,6.577
2021-11-24,6.577
2021-11-25,6.577
2021-11-26,6.577
2021-11-27,6.577
2021-11-28,6.736
2021-11-29,6.736
2021-11-30,6.736
2021-12-01,6.736
2021-12-02,6.736
2021-12-03,6.718
2021-12-04,6.718
2021-12-05,6.718
2021-12-06,6.718
2021-12-07,6.732
2021-12-08,6.732
2021-12-09,6.732
2021-12-10,6.732
2021-12-11,6.732
2021-12-12,6.732
2021-12-13,6.732
2021-12-14,6.838
2021-12-15,6.838
2021-12-16,6.838
2021-12-17,6.838
2021-12-18,6.838
2021-12-19,6.838
2021-12-20,6.838
2021-12-21,6.838
2021-12-22,6.838
2021-12-23,6.838
2021-12-24,6.838
2021-12-25,6.838
2021-12-26,6.838
2021-12-27,6.805
2021-12-28,6.805
2021-12-29,6.805
2021-12-30,6.805
2021-12-31,6.805
2022-01-01,6.805
2022-01-02,6.805
2022-01-03,6.805
2022-01-04,7.535
2022-01-05,7.552
2022-01-06,7.604
2022-01-07,7.604
2022-01-08,7.604
2022-01-09,7.604
2022-01-10,7.668
2022-01-11,7.668
2022-01-12,7.668
2022-01-13,7.584
2022-01-14,7.584
2022-01-15,7.584
2022-01-16,7.584
2022-01-17,7.584
2022-01-18,7.545
2022-01-19,7.545
2022-01-20,7.545
2022-01-21,7.545
2022-01-22,7.545
2022-01-23,7.522
2022-01-24,7.522
2022-01-25,7.613
2022-01-26,7.613
2022-01-27,7.176
2022-01-28,7.453
2022-01-29,7.453
2022-01-30,7.453
2022-01-31,7.453
2022-02-01,7.453
2022-02-02,7.453
2022-02-03,7.34
2022-02-04,7.34
2022-02-05,7.34
2022-02-06,7.223
2022-02-07,7.223
2022-02-08,7.223
2022-02-09,7.238
2022-02-10,7.238
2022-02-11,7.238
2022-02-12,6.986
2022-02-13,6.986
2022-02-14,6.874
2022-02-15,6.874
2022-02-16,6.874
2022-02-17,6.874
2022-02-18,6.874
2022-02-19,6.874
2022-02-20,6.874
2022-02-21,6.874
2022-02-22,6.874
2022-02-23,7.3
2022-02-24,7.3
2022-02-25,7.3
2022-02-26,7.3
2022-02-27,7.3
2022-02-28,7.295
2022-03-01,7.292
2022-03-02,7.124
2022-03-03,7.153
2022-03-04,7.153
2022-03-05,7.153
2022-03-06,7.153
2022-03-07,7.094
2022-03-08,7.094
2022-03-09,7.453
2022-03-10,7.628
2022-03-11,7.536
2022-03-12,7.536
2022-03-13,7.781
2022-03-14,7.898
2022-03-15,7.898
2022-03-16,7.898
2022-03-17,7.898
2022-03-18,8.067
2022-03-19,8.067
2022-03-20,8.067
2022-03-21,8.359
2022-03-22,8.58
2022-03-23,8.58
2022-03-24,8.588
2022-03-25,8.752
2022-03-26,8.752
2022-03-27,8.752
2022-03-28,9.016
2022-03-29,9.016
2022-03-30,9.016
2022-03-31,9.016
2022-04-01,9.016
2022-04-02,9.016
2022-04-03,9.016
2022-04-04,9.23
2022-04-05,9.517
2022-04-06,9.957
2022-04-07,9.957
2022-04-08,9.957
2022-04-09,9.899
2022-04-10,9.899
2022-04-11,9.899
2022-04-12,9.899
2022-04-13,9.899
2022-04-14,9.848
2022-04-15,9.916
2022-04-16,10.142
2022-04-17,10.145
2022-04-18,10.145
2022-04-19,10.145
2022-04-20,10.147
2022-04-21,10.147
2022-04-22,10.218
2022-04-23,10.382
2022-04-24,10.382
2022-04-25,10.378
2022-04-26,10.378
2022-04-27,10.695
2022-04-28,10.72
2022-04-29,10.721
2022-04-30,10.714
2022-05-01,10.714
2022-05-02,10.69
2022-05-03,10.69
2022-05-04,10.69
2022-05-05,10.69
2022-05-06,10.69
2022-05-07,10.69
2022-05-08,10.69
2022-05-09,10.582
2022-05-10,10.582
2022-05-11,10.835
2022-05-12,10.835
2022-05-13,10.835
2022-05-14,10.835
2022-05-15,10.835
2022-05-16,10.835
2022-05-17,11.043
2022-05-18,11.043
2022-05-19,11.043
2022-05-20,11.043
2022-05-21,11.043
2022-05-22,11.032
2022-05-23,11.11
2022-05-24,11.096
2022-05-25,11.2
2022-05-26,11.2
2022-05-27,11.43
2022-05-28,11.43
2022-05-29,11.43
2022-05-30,11.43
2022-05-31,11.43
2022-06-01,11.43
2022-06-02,11.43
2022-06-03,11.43
2022-06-04,11.43
2022-06-05,11.43
2022-06-06,11.523
2022-06-07,11.558
2022-06-08,11.567
2022-06-09,11.567
2022-06-10,11.567
2022-06-11,11.567
2022-06-12,11.567
2022-06-13,11.893
2022-06-14,11.893
2022-06-15,11.893
2022-06-16,11.893
2022-06-17,11.893
2022-06-18,11.893
2022-06-19,11.893
2022-06-20,11.893
2022-06-21,12.127
2022-06-22,12.127
2022-06-23,12.127
2022-06-24,12.127
2022-06-25,11.786
2022-06-26,11.786
2022-06-27,11.786
2022-06-28,11.798
2022-06-29,11.839
2022-06-30,11.839
2022-07-01,11.839
2022-07-02,11.839
2022-07-03,11.839
2022-07-04,11.846
2022-07-05,11.846
2022-07-06,11.648
2022-07-07,11.671
2022-07-08,11.657
2022-07-09,11.657
2022-07-10,11.657
2022-07-11,11.669
2022-07-12,11.669
2022-07-13,11.675
2022-07-14,11.529
2022-07-15,11.521
2022-07-16,11.521
2022-07-17,11.521
2022-07-18,11.497
2022-07-19,11.44
2022-07-20,11.401
2022-07-21,11.397
2022-07-22,11.297
2022-07-23,11.297
2022-07-24,11.297
2022-07-25,11.251
2022-07-26,11.251
2022-07-27,11.34
2022-07-28,11.352
2022-07-29,11.346
2022-07-30,11.346
2022-07-31,11.346
2022-08-01,11.314
2022-08-02,11.314
2022-08-03,11.314
2022-08-04,11.314
2022-08-05,11.314
2022-08-06,11.314
2022-08-07,11.314
2022-08-08,11.314
2022-08-09,11.35
2022-08-10,11.35
2022-08-11,11.089
2022-08-12,11.089
2022-08-13,11.089
2022-08-14,11.089
2022-08-15,11.135
2022-08-16,11.132
2022-08-17,11.132
2022-08-18,11.132
2022-08-19,11.132
2022-08-20,11.132
2022-08-21,11.132
2022-08-22,11.203
2022-08-23,11.203
2022-08-24,11.203
2022-08-25,11.203
2022-08-26,11.203
2022-08-27,11.203
2022-08-28,11.203
2022-08-29,11.303
2022-08-30,11.679
2022-08-31,11.851
2022-09-01,11.851
2022-09-02,11.851
2022-09-03,11.851
2022-09-04,11.851
2022-09-05,11.851
2022-09-06,11.851
2022-09-07,11.851
2022-09-08,11.851
2022-09-09,11.851
2022-09-10,11.851
2022-09-11,11.984
2022-09-12,11.984
2022-09-13,11.984
2022-09-14,12.14
2022-09-15,12.199
2022-09-16,12.199
2022-09-17,12.199
2022-09-18,12.199
2022-09-19,12.199
2022-09-20,12.199
2022-09-21,12.199
2022-09-22,11.756
2022-09-23,11.741
2022-09-24,11.741
2022-09-25,11.741
2022-09-26,11.741
2022-09-27,11.745
2022-09-28,11.745
2022-09-29,11.745
2022-09-30,11.745
2022-10-01,11.745
2022-10-02,11.745
2022-10-03,11.665
2022-10-04,11.439
2022-10-05,11.409
2022-10-06,11.373
2022-10-07,11.139
2022-10-08,11.139
2022-10-09,11.139
2022-10-10,11.139
2022-10-11,11.139
2022-10-12,11.282
2022-10-13,11.258
2022-10-14,10.965
2022-10-15,10.965
2022-10-16,10.965
2022-10-17,10.965
2022-10-18,11.179
2022-10-19,11.146
2022-10-20,11.134
2022-10-21,11.11
2022-10-22,11.11
2022-10-23,11.11
2022-10-24,11.11
2022-10-25,11.11
2022-10-26,11.102
2022-10-27,11.082
2022-10-28,11.077
2022-10-29,11.077
2022-10-30,11.077
2022-10-31,11.069
2022-11-01,11.069
2022-11-02,11.069
2022-11-03,11.069
2022-11-04,11.069
2022-11-05,11.069
2022-11-06,11.069
2022-11-07,11.067
2022-11-08,10.791
2022-11-09,10.791
2022-11-10,10.791
2022-11-11,10.817
2022-11-12,10.817
2022-11-13,10.817
2022-11-14,10.817
2022-11-15,10.817
2022-11-16,10.817
2022-11-17,10.817
2022-11-18,10.85
2022-11-19,10.85
2022-11-20,10.815
2022-11-21,10.822
2022-11-22,10.878
2022-11-23,10.854
2022-11-24,10.854
2022-11-25,10.854
2022-11-26,10.854
2022-11-27,10.213
2022-11-28,10.213
2022-11-29,10.213
2022-11-30,10.213
2022-12-01,10.213
2022-12-02,10.211
2022-12-03,10.211
2022-12-04,10.211
2022-12-05,10.222
2022-12-06,10.097
2022-12-07,10.097
2022-12-08,10.097
2022-12-09,10.078
2022-12-10,10.078
2022-12-11,10.354
2022-12-12,10.354
2022-12-13,10.352
2022-12-14,10.472
2022-12-15,10.472
2022-12-16,10.472
2022-12-17,10.472
2022-12-18,10.472
2022-12-19,10.472
2022-12-20,10.472
2022-12-21,10.472
2022-12-22,10.472
2022-12-23,10.472
2022-12-24,10.472
2022-12-25,10.472
2022-12-26,10.472
2022-12-27,10.472
2022-12-28,10.45
2022-12-29,10.45
2022-12-30,10.436
2022-12-31,10.436
2023-01-01,10.436
2023-01-02,10.436
2023-01-03,10.436
2023-01-04,10.436
2023-01-05,10.438
2023-01-06,10.438
2023-01-07,10.438
2023-01-08,10.383
2023-01-09,10.115
2023-01-10,10.402
2023-01-11,10.446
2023-01-12,10.435
2023-01-13,10.435
2023-01-14,10.435
2023-01-15,10.435
2023-01-16,10.452
2023-01-17,10.425
2023-01-18,10.472
2023-01-19,10.462
2023-01-20,10.542
2023-01-21,10.542
2023-01-22,10.538
2023-01-23,10.385
2023-01-24,10.37
2023-01-25,10.272
2023-01-26,10.174
2023-01-27,10.174
2023-01-28,10.157
2023-01-29,10.157
2023-01-30,10.094
2023-01-31,10.094
2023-02-01,10.13
2023-02-02,10.129
2023-02-03,10.129
2023-02-04,10.129
2023-02-05,10.129
2023-02-06,10.129
2023-02-07,10.131
2023-02-08,10.115
2023-02-09,10.115
2023-02-10,10.077
2023-02-11,10.077
2023-02-12,10.077
2023-02-13,10.075
2023-02-14,10.075
2023-02-15,10.075
2023-02-16,10.075
2023-02-17,10.075
2023-02-18,10.075
2023-02-19,10.075
2023-02-20,10.146
2023-02-21,10.146
2023-02-22,10.146
2023-02-23,10.146
2023-02-24,10.146
2023-02-25,10.146
2023-02-26,10.146
2023-02-27,9.884
2023-02-28,9.884
2023-03-01,9.884
2023-03-02,9.716
2023-03-03,9.716
2023-03-04,9.716
2023-03-05,9.716
2023-03-06,9.65
2023-03-07,9.649
2023-03-08,9.649
2023-03-09,9.479
2023-03-10,9.479
2023-03-11,9.479
2023-03-12,9.479
2023-03-13,9.524
2023-03-14,9.524
2023-03-15,9.55
2023-03-16,9.888
2023-03-17,9.844
2023-03-18,9.844
2023-03-19,9.844
2023-03-20,9.844
2023-03-21,9.844
2023-03-22,9.844
2023-03-23,9.7
2023-03-24,9.568
2023-03-25,9.568
2023-03-26,9.568
2023-03-27,9.724
2023-03-28,9.693
2023-03-29,9.693
2023-03-30,9.693
2023-03-31,9.693
2023-04-01,9.693
2023-04-02,9.693
2023-04-03,9.668
2023-04-04,9.348
2023-04-05,9.068
2023-04-06,9.104
2023-04-07,9.104
2023-04-08,9.104
2023-04-09,9.104
2023-04-10,9.062
2023-04-11,9.016
2023-04-12,9.014
2023-04-13,9.03
2023-04-14,8.867
2023-04-15,8.867
2023-04-16,8.867
2023-04-17,8.865
2023-04-18,8.865
2023-04-19,8.956
2023-04-20,9.023
2023-04-21,9.023
2023-04-22,9.023
2023-04-23,9.023
2023-04-24,9.023
2023-04-25,9.023
2023-04-26,9.103
2023-04-27,9.128
2023-04-28,9.032
2023-04-29,9.032
2023-04-30,9.032
2023-05-01,9.012
2023-05-02,9.011
2023-05-03,9.011
2023-05-04,8.997
2023-05-05,8.997
2023-05-06,8.997
2023-05-07,8.997
2023-05-08,8.803
2023-05-09,8.803
2023-05-10,8.803
2023-05-11,8.949
2023-05-12,8.94
2023-05-13,8.94
2023-05-14,8.94
2023-05-15,8.997
2023-05-16,8.91
2023-05-17,8.859
2023-05-18,8.859
2023-05-19,8.913
2023-05-20,8.913
2023-05-21,8.913
2023-05-22,8.698
2023-05-23,8.709
2023-05-24,8.709
2023-05-25,8.727
2023-05-26,8.727
2023-05-27,8.727
2023-05-28,8.727
2023-05-29,8.727
2023-05-30,8.727
2023-05-31,8.727
2023-06-01,8.726
2023-06-02,8.726
2023-06-03,8.726
2023-06-04,8.726
2023-06-05,8.767
2023-06-06,8.767
2023-06-07,8.767
2023-06-08,8.767
2023-06-09,8.579
2023-06-10,8.579
2023-06-11,8.579
2023-06-12,8.579
2023-06-13,8.623
2023-06-14,8.623
2023-06-15,8.623
2023-06-16,8.623
2023-06-17,8.623
2023-06-18,8.623
2023-06-19,8.623
2023-06-20,8.623
2023-06-21,8.614
2023-06-22,8.613
2023-06-23,8.613
