,EXEL US Equity
2020-04-02,1.63
2020-04-03,1.63
2020-04-04,1.63
2020-04-05,1.63
2020-04-06,1.63
2020-04-07,1.63
2020-04-08,1.63
2020-04-09,1.63
2020-04-10,1.63
2020-04-11,1.63
2020-04-12,1.63
2020-04-13,1.63
2020-04-14,1.63
2020-04-15,1.63
2020-04-16,1.63
2020-04-17,1.63
2020-04-18,1.63
2020-04-19,1.63
2020-04-20,1.63
2020-04-21,1.63
2020-04-22,1.63
2020-04-23,1.63
2020-04-24,1.63
2020-04-25,1.63
2020-04-26,1.63
2020-04-27,1.63
2020-04-28,1.63
2020-04-29,1.63
2020-04-30,1.63
2020-05-01,1.63
2020-05-02,1.63
2020-05-03,1.63
2020-05-04,1.63
2020-05-05,1.93
2020-05-06,1.977
2020-05-07,1.977
2020-05-08,1.977
2020-05-09,1.977
2020-05-10,1.977
2020-05-11,1.977
2020-05-12,1.977
2020-05-13,1.977
2020-05-14,1.977
2020-05-15,1.977
2020-05-16,1.977
2020-05-17,1.977
2020-05-18,1.977
2020-05-19,1.977
2020-05-20,1.977
2020-05-21,1.977
2020-05-22,1.977
2020-05-23,1.977
2020-05-24,1.977
2020-05-25,1.977
2020-05-26,1.977
2020-05-27,1.977
2020-05-28,1.977
2020-05-29,1.977
2020-05-30,1.977
2020-05-31,1.977
2020-06-01,2.043
2020-06-02,2.043
2020-06-03,2.043
2020-06-04,2.043
2020-06-05,2.043
2020-06-06,2.043
2020-06-07,2.043
2020-06-08,2.043
2020-06-09,2.043
2020-06-10,2.043
2020-06-11,2.043
2020-06-12,2.043
2020-06-13,2.043
2020-06-14,2.043
2020-06-15,2.043
2020-06-16,2.043
2020-06-17,2.043
2020-06-18,2.043
2020-06-19,2.043
2020-06-20,2.043
2020-06-21,2.043
2020-06-22,2.043
2020-06-23,2.043
2020-06-24,2.043
2020-06-25,2.043
2020-06-26,2.043
2020-06-27,2.043
2020-06-28,2.043
2020-06-29,2.043
2020-06-30,2.043
2020-07-01,2.043
2020-07-02,2.043
2020-07-03,2.043
2020-07-04,2.043
2020-07-05,2.043
2020-07-06,2.043
2020-07-07,2.043
2020-07-08,2.043
2020-07-09,2.043
2020-07-10,2.043
2020-07-11,2.043
2020-07-12,2.043
2020-07-13,2.043
2020-07-14,2.043
2020-07-15,2.043
2020-07-16,2.043
2020-07-17,2.043
2020-07-18,2.043
2020-07-19,2.043
2020-07-20,2.043
2020-07-21,2.043
2020-07-22,2.043
2020-07-23,2.043
2020-07-24,2.043
2020-07-25,2.043
2020-07-26,2.043
2020-07-27,2.043
2020-07-28,2.043
2020-07-29,2.043
2020-07-30,2.043
2020-07-31,2.043
2020-08-01,2.043
2020-08-02,2.043
2020-08-03,2.043
2020-08-04,2.043
2020-08-05,2.043
2020-08-06,2.043
2020-08-07,2.057
2020-08-08,2.057
2020-08-09,2.057
2020-08-10,2.057
2020-08-11,2.057
2020-08-12,2.057
2020-08-13,2.057
2020-08-14,2.057
2020-08-15,2.057
2020-08-16,2.057
2020-08-17,2.057
2020-08-18,2.057
2020-08-19,2.057
2020-08-20,2.057
2020-08-21,2.057
2020-08-22,2.057
2020-08-23,2.057
2020-08-24,2.057
2020-08-25,2.057
2020-08-26,2.057
2020-08-27,2.057
2020-08-28,2.057
2020-08-29,2.057
2020-08-30,2.057
2020-08-31,2.057
2020-09-01,2.057
2020-09-02,2.057
2020-09-03,2.057
2020-09-04,2.057
2020-09-05,2.057
2020-09-06,2.057
2020-09-07,2.057
2020-09-08,2.057
2020-09-09,2.057
2020-09-10,2.057
2020-09-11,2.057
2020-09-12,2.057
2020-09-13,2.057
2020-09-14,2.057
2020-09-15,2.057
2020-09-16,2.057
2020-09-17,2.057
2020-09-18,2.057
2020-09-19,2.057
2020-09-20,2.057
2020-09-21,2.163
2020-09-22,2.418
2020-09-23,2.418
2020-09-24,2.418
2020-09-25,2.418
2020-09-26,2.418
2020-09-27,2.418
2020-09-28,2.418
2020-09-29,2.418
2020-09-30,2.418
2020-10-01,2.423
2020-10-02,2.423
2020-10-03,2.423
2020-10-04,2.423
2020-10-05,2.423
2020-10-06,2.423
2020-10-07,2.423
2020-10-08,2.423
2020-10-09,2.423
2020-10-10,2.423
2020-10-11,2.423
2020-10-12,2.423
2020-10-13,2.423
2020-10-14,2.423
2020-10-15,2.423
2020-10-16,2.423
2020-10-17,2.423
2020-10-18,2.423
2020-10-19,2.423
2020-10-20,2.398
2020-10-21,2.398
2020-10-22,2.398
2020-10-23,2.398
2020-10-24,2.398
2020-10-25,2.556
2020-10-26,2.556
2020-10-27,2.556
2020-10-28,2.556
2020-10-29,2.556
2020-10-30,2.556
2020-10-31,2.556
2020-11-01,2.556
2020-11-02,2.556
2020-11-03,2.556
2020-11-04,2.556
2020-11-05,2.574
2020-11-06,2.443
2020-11-07,2.443
2020-11-08,2.443
2020-11-09,2.443
2020-11-10,2.443
2020-11-11,2.443
2020-11-12,2.443
2020-11-13,2.197
2020-11-14,2.197
2020-11-15,2.197
2020-11-16,2.197
2020-11-17,2.197
2020-11-18,2.197
2020-11-19,2.197
2020-11-20,2.197
2020-11-21,2.197
2020-11-22,2.197
2020-11-23,2.197
2020-11-24,2.197
2020-11-25,2.197
2020-11-26,2.197
2020-11-27,2.197
2020-11-28,2.197
2020-11-29,2.197
2020-11-30,2.197
2020-12-01,2.197
2020-12-02,2.197
2020-12-03,2.197
2020-12-04,2.197
2020-12-05,2.197
2020-12-06,2.197
2020-12-07,2.197
2020-12-08,2.197
2020-12-09,2.197
2020-12-10,2.197
2020-12-11,2.197
2020-12-12,2.197
2020-12-13,2.197
2020-12-14,2.197
2020-12-15,2.197
2020-12-16,2.197
2020-12-17,2.197
2020-12-18,2.197
2020-12-19,2.197
2020-12-20,2.197
2020-12-21,2.197
2020-12-22,2.197
2020-12-23,2.197
2020-12-24,2.197
2020-12-25,2.197
2020-12-26,2.197
2020-12-27,2.197
2020-12-28,2.197
2020-12-29,2.197
2020-12-30,2.197
2020-12-31,2.197
2021-01-01,2.197
2021-01-02,2.197
2021-01-03,2.615
2021-01-04,2.615
2021-01-05,2.615
2021-01-06,2.615
2021-01-07,2.615
2021-01-08,2.615
2021-01-09,2.615
2021-01-10,2.615
2021-01-11,2.615
2021-01-12,2.595
2021-01-13,2.595
2021-01-14,2.595
2021-01-15,2.595
2021-01-16,2.595
2021-01-17,2.595
2021-01-18,2.595
2021-01-19,2.595
2021-01-20,2.595
2021-01-21,2.595
2021-01-22,2.595
2021-01-23,2.595
2021-01-24,2.595
2021-01-25,2.595
2021-01-26,2.595
2021-01-27,2.595
2021-01-28,2.595
2021-01-29,2.595
2021-01-30,2.595
2021-01-31,2.595
2021-02-01,2.595
2021-02-02,2.595
2021-02-03,2.595
2021-02-04,2.595
2021-02-05,2.595
2021-02-06,2.595
2021-02-07,2.595
2021-02-08,2.595
2021-02-09,2.595
2021-02-10,2.595
2021-02-11,2.678
2021-02-12,2.678
2021-02-13,2.678
2021-02-14,2.678
2021-02-15,2.3
2021-02-16,2.335
2021-02-17,2.335
2021-02-18,2.335
2021-02-19,2.353
2021-02-20,2.353
2021-02-21,2.353
2021-02-22,2.353
2021-02-23,2.353
2021-02-24,2.353
2021-02-25,2.353
2021-02-26,2.353
2021-02-27,2.353
2021-02-28,2.353
2021-03-01,2.353
2021-03-02,2.353
2021-03-03,2.353
2021-03-04,2.353
2021-03-05,2.353
2021-03-06,2.353
2021-03-07,2.353
2021-03-08,2.353
2021-03-09,2.353
2021-03-10,2.353
2021-03-11,2.353
2021-03-12,2.353
2021-03-13,2.353
2021-03-14,2.353
2021-03-15,2.353
2021-03-16,2.353
2021-03-17,2.353
2021-03-18,2.353
2021-03-19,2.353
2021-03-20,2.353
2021-03-21,2.353
2021-03-22,2.353
2021-03-23,2.353
2021-03-24,2.353
2021-03-25,2.353
2021-03-26,2.353
2021-03-27,2.353
2021-03-28,2.353
2021-03-29,2.353
2021-03-30,2.353
2021-03-31,2.353
2021-04-01,2.353
2021-04-02,2.353
2021-04-03,2.353
2021-04-04,2.353
2021-04-05,2.353
2021-04-06,2.353
2021-04-07,2.353
2021-04-08,2.353
2021-04-09,2.287
2021-04-10,2.287
2021-04-11,2.287
2021-04-12,2.287
2021-04-13,2.287
2021-04-14,2.287
2021-04-15,2.258
2021-04-16,2.258
2021-04-17,2.258
2021-04-18,2.258
2021-04-19,2.353
2021-04-20,2.353
2021-04-21,2.353
2021-04-22,2.353
2021-04-23,2.353
2021-04-24,2.353
2021-04-25,2.353
2021-04-26,2.353
2021-04-27,2.353
2021-04-28,2.377
2021-04-29,2.377
2021-04-30,2.377
2021-05-01,2.377
2021-05-02,2.377
2021-05-03,2.377
2021-05-04,2.377
2021-05-05,2.377
2021-05-06,2.407
2021-05-07,2.407
2021-05-08,2.407
2021-05-09,2.39
2021-05-10,2.39
2021-05-11,2.39
2021-05-12,2.39
2021-05-13,2.39
2021-05-14,2.39
2021-05-15,2.39
2021-05-16,2.39
2021-05-17,2.39
2021-05-18,2.005
2021-05-19,2.005
2021-05-20,2.005
2021-05-21,2.005
2021-05-22,2.005
2021-05-23,2.005
2021-05-24,2.005
2021-05-25,2.005
2021-05-26,2.01
2021-05-27,2.01
2021-05-28,2.01
2021-05-29,2.01
2021-05-30,2.01
2021-05-31,2.01
2021-06-01,2.01
2021-06-02,2.01
2021-06-03,2.01
2021-06-04,2.01
2021-06-05,2.01
2021-06-06,2.01
2021-06-07,2.01
2021-06-08,2.01
2021-06-09,2.01
2021-06-10,2.01
2021-06-11,2.01
2021-06-12,2.01
2021-06-13,2.01
2021-06-14,2.01
2021-06-15,1.794
2021-06-16,1.794
2021-06-17,1.794
2021-06-18,1.794
2021-06-19,1.794
2021-06-20,1.794
2021-06-21,1.794
2021-06-22,1.794
2021-06-23,1.794
2021-06-24,1.794
2021-06-25,1.794
2021-06-26,1.794
2021-06-27,1.794
2021-06-28,1.62
2021-06-29,1.556
2021-06-30,1.556
2021-07-01,1.556
2021-07-02,1.556
2021-07-03,1.556
2021-07-04,1.556
2021-07-05,1.556
2021-07-06,1.556
2021-07-07,1.556
2021-07-08,1.556
2021-07-09,1.556
2021-07-10,1.556
2021-07-11,1.556
2021-07-12,1.556
2021-07-13,1.556
2021-07-14,1.556
2021-07-15,1.554
2021-07-16,1.554
2021-07-17,1.554
2021-07-18,1.554
2021-07-19,1.554
2021-07-20,1.554
2021-07-21,1.554
2021-07-22,1.554
2021-07-23,1.84
2021-07-24,1.84
2021-07-25,1.84
2021-07-26,1.84
2021-07-27,1.84
2021-07-28,1.84
2021-07-29,1.84
2021-07-30,1.84
2021-07-31,1.84
2021-08-01,1.84
2021-08-02,1.84
2021-08-03,1.84
2021-08-04,1.84
2021-08-05,1.55
2021-08-06,1.606
2021-08-07,1.606
2021-08-08,1.606
2021-08-09,1.606
2021-08-10,1.606
2021-08-11,1.606
2021-08-12,1.606
2021-08-13,1.606
2021-08-14,1.606
2021-08-15,1.606
2021-08-16,1.606
2021-08-17,1.606
2021-08-18,1.606
2021-08-19,1.606
2021-08-20,1.606
2021-08-21,1.606
2021-08-22,1.606
2021-08-23,1.606
2021-08-24,1.606
2021-08-25,1.606
2021-08-26,1.604
2021-08-27,1.604
2021-08-28,1.604
2021-08-29,1.604
2021-08-30,1.604
2021-08-31,1.604
2021-09-01,1.604
2021-09-02,1.604
2021-09-03,1.604
2021-09-04,1.604
2021-09-05,1.604
2021-09-06,1.604
2021-09-07,1.604
2021-09-08,1.604
2021-09-09,1.604
2021-09-10,1.604
2021-09-11,1.604
2021-09-12,1.604
2021-09-13,1.604
2021-09-14,1.604
2021-09-15,1.604
2021-09-16,1.604
2021-09-17,1.604
2021-09-18,1.604
2021-09-19,1.604
2021-09-20,1.59
2021-09-21,1.59
2021-09-22,1.59
2021-09-23,1.59
2021-09-24,1.59
2021-09-25,1.59
2021-09-26,1.59
2021-09-27,1.59
2021-09-28,1.59
2021-09-29,1.59
2021-09-30,1.59
2021-10-01,1.59
2021-10-02,1.59
2021-10-03,1.59
2021-10-04,1.59
2021-10-05,1.59
2021-10-06,1.633
2021-10-07,1.633
2021-10-08,1.633
2021-10-09,1.633
2021-10-10,1.633
2021-10-11,1.633
2021-10-12,1.633
2021-10-13,1.633
2021-10-14,1.633
2021-10-15,1.834
2021-10-16,1.834
2021-10-17,1.834
2021-10-18,1.834
2021-10-19,1.834
2021-10-20,1.834
2021-10-21,1.834
2021-10-22,1.834
2021-10-23,1.834
2021-10-24,1.834
2021-10-25,1.834
2021-10-26,1.834
2021-10-27,1.834
2021-10-28,1.834
2021-10-29,1.834
2021-10-30,1.834
2021-10-31,1.834
2021-11-01,1.839
2021-11-02,1.821
2021-11-03,1.84
2021-11-04,1.84
2021-11-05,1.84
2021-11-06,1.84
2021-11-07,1.84
2021-11-08,1.84
2021-11-09,1.84
2021-11-10,1.84
2021-11-11,1.84
2021-11-12,1.84
2021-11-13,1.84
2021-11-14,1.84
2021-11-15,1.84
2021-11-16,1.84
2021-11-17,1.836
2021-11-18,1.836
2021-11-19,1.836
2021-11-20,1.836
2021-11-21,1.959
2021-11-22,1.959
2021-11-23,1.959
2021-11-24,1.959
2021-11-25,1.959
2021-11-26,1.959
2021-11-27,1.959
2021-11-28,1.959
2021-11-29,1.959
2021-11-30,1.959
2021-12-01,1.959
2021-12-02,1.959
2021-12-03,1.959
2021-12-04,1.959
2021-12-05,1.959
2021-12-06,1.959
2021-12-07,1.959
2021-12-08,1.959
2021-12-09,1.959
2021-12-10,1.959
2021-12-11,1.959
2021-12-12,1.959
2021-12-13,1.959
2021-12-14,1.959
2021-12-15,1.959
2021-12-16,1.959
2021-12-17,1.959
2021-12-18,1.959
2021-12-19,1.959
2021-12-20,1.959
2021-12-21,1.959
2021-12-22,1.966
2021-12-23,1.966
2021-12-24,1.966
2021-12-25,1.966
2021-12-26,1.966
2021-12-27,1.966
2021-12-28,1.966
2021-12-29,1.966
2021-12-30,1.966
2021-12-31,1.966
2022-01-01,1.966
2022-01-02,1.966
2022-01-03,1.966
2022-01-04,1.966
2022-01-05,1.966
2022-01-06,1.966
2022-01-07,1.966
2022-01-08,1.966
2022-01-09,1.98
2022-01-10,1.98
2022-01-11,1.991
2022-01-12,1.991
2022-01-13,1.991
2022-01-14,1.991
2022-01-15,1.991
2022-01-16,1.991
2022-01-17,1.991
2022-01-18,1.973
2022-01-19,1.973
2022-01-20,1.973
2022-01-21,1.973
2022-01-22,1.973
2022-01-23,1.973
2022-01-24,1.973
2022-01-25,1.973
2022-01-26,1.973
2022-01-27,1.973
2022-01-28,1.973
2022-01-29,1.973
2022-01-30,1.973
2022-01-31,1.973
2022-02-01,1.973
2022-02-02,1.973
2022-02-03,1.979
2022-02-04,1.979
2022-02-05,1.979
2022-02-06,1.979
2022-02-07,1.979
2022-02-08,1.979
2022-02-09,1.979
2022-02-10,1.979
2022-02-11,1.979
2022-02-12,1.979
2022-02-13,1.979
2022-02-14,1.979
2022-02-15,1.979
2022-02-16,1.979
2022-02-17,1.722
2022-02-18,1.679
2022-02-19,1.679
2022-02-20,1.679
2022-02-21,1.679
2022-02-22,1.702
2022-02-23,1.686
2022-02-24,1.686
2022-02-25,1.691
2022-02-26,1.691
2022-02-27,1.691
2022-02-28,1.691
2022-03-01,1.691
2022-03-02,1.691
2022-03-03,1.691
2022-03-04,1.691
2022-03-05,1.691
2022-03-06,1.691
2022-03-07,1.691
2022-03-08,1.691
2022-03-09,1.691
2022-03-10,1.691
2022-03-11,1.691
2022-03-12,1.691
2022-03-13,1.691
2022-03-14,1.633
2022-03-15,1.633
2022-03-16,1.633
2022-03-17,1.633
2022-03-18,1.633
2022-03-19,1.633
2022-03-20,1.633
2022-03-21,1.633
2022-03-22,1.633
2022-03-23,1.633
2022-03-24,1.633
2022-03-25,1.633
2022-03-26,1.633
2022-03-27,1.633
2022-03-28,1.633
2022-03-29,1.633
2022-03-30,1.633
2022-03-31,1.633
2022-04-01,1.633
2022-04-02,1.633
2022-04-03,1.633
2022-04-04,1.633
2022-04-05,1.633
2022-04-06,1.633
2022-04-07,1.633
2022-04-08,1.633
2022-04-09,1.633
2022-04-10,1.633
2022-04-11,1.633
2022-04-12,1.633
2022-04-13,1.68
2022-04-14,1.68
2022-04-15,1.68
2022-04-16,1.68
2022-04-17,1.68
2022-04-18,1.739
2022-04-19,1.739
2022-04-20,1.739
2022-04-21,1.739
2022-04-22,1.739
2022-04-23,1.739
2022-04-24,1.739
2022-04-25,1.739
2022-04-26,1.778
2022-04-27,1.778
2022-04-28,1.778
2022-04-29,1.778
2022-04-30,1.778
2022-05-01,1.778
2022-05-02,1.778
2022-05-03,1.778
2022-05-04,1.778
2022-05-05,1.778
2022-05-06,1.778
2022-05-07,1.778
2022-05-08,1.778
2022-05-09,1.778
2022-05-10,1.817
2022-05-11,1.571
2022-05-12,1.571
2022-05-13,1.571
2022-05-14,1.571
2022-05-15,1.571
2022-05-16,1.47
2022-05-17,1.47
2022-05-18,1.47
2022-05-19,1.47
2022-05-20,1.47
2022-05-21,1.47
2022-05-22,1.47
2022-05-23,1.47
2022-05-24,1.47
2022-05-25,1.47
2022-05-26,1.47
2022-05-27,1.47
2022-05-28,1.47
2022-05-29,1.47
2022-05-30,1.47
2022-05-31,1.47
2022-06-01,1.47
2022-06-02,1.47
2022-06-03,1.47
2022-06-04,1.47
2022-06-05,1.47
2022-06-06,1.47
2022-06-07,1.47
2022-06-08,1.47
2022-06-09,1.47
2022-06-10,1.47
2022-06-11,1.47
2022-06-12,1.47
2022-06-13,1.47
2022-06-14,1.47
2022-06-15,1.47
2022-06-16,1.47
2022-06-17,1.47
2022-06-18,1.47
2022-06-19,1.47
2022-06-20,1.47
2022-06-21,1.47
2022-06-22,1.47
2022-06-23,1.591
2022-06-24,1.591
2022-06-25,1.591
2022-06-26,1.591
2022-06-27,1.591
2022-06-28,1.591
2022-06-29,1.591
2022-06-30,1.591
2022-07-01,1.591
2022-07-02,1.591
2022-07-03,1.591
2022-07-04,1.591
2022-07-05,1.591
2022-07-06,1.591
2022-07-07,1.591
2022-07-08,1.591
2022-07-09,1.591
2022-07-10,1.591
2022-07-11,1.591
2022-07-12,1.591
2022-07-13,1.591
2022-07-14,1.596
2022-07-15,1.596
2022-07-16,1.596
2022-07-17,1.596
2022-07-18,1.596
2022-07-19,1.596
2022-07-20,1.596
2022-07-21,1.596
2022-07-22,1.596
2022-07-23,1.596
2022-07-24,1.596
2022-07-25,1.596
2022-07-26,1.596
2022-07-27,1.644
2022-07-28,1.644
2022-07-29,1.644
2022-07-30,1.644
2022-07-31,1.644
2022-08-01,1.644
2022-08-02,1.644
2022-08-03,1.644
2022-08-04,1.644
2022-08-05,1.644
2022-08-06,1.644
2022-08-07,1.644
2022-08-08,1.644
2022-08-09,1.649
2022-08-10,1.649
2022-08-11,1.637
2022-08-12,1.637
2022-08-13,1.637
2022-08-14,1.637
2022-08-15,1.637
2022-08-16,1.637
2022-08-17,1.637
2022-08-18,1.637
2022-08-19,1.637
2022-08-20,1.637
2022-08-21,1.637
2022-08-22,1.637
2022-08-23,1.637
2022-08-24,1.637
2022-08-25,1.637
2022-08-26,1.637
2022-08-27,1.637
2022-08-28,1.637
2022-08-29,1.637
2022-08-30,1.637
2022-08-31,1.637
2022-09-01,1.637
2022-09-02,1.637
2022-09-03,1.637
2022-09-04,1.637
2022-09-05,1.637
2022-09-06,1.637
2022-09-07,1.637
2022-09-08,1.536
2022-09-09,1.536
2022-09-10,1.536
2022-09-11,1.536
2022-09-12,1.536
2022-09-13,1.536
2022-09-14,1.536
2022-09-15,1.536
2022-09-16,1.536
2022-09-17,1.536
2022-09-18,1.536
2022-09-19,1.536
2022-09-20,1.536
2022-09-21,1.536
2022-09-22,1.536
2022-09-23,1.536
2022-09-24,1.536
2022-09-25,1.536
2022-09-26,1.536
2022-09-27,1.536
2022-09-28,1.536
2022-09-29,1.536
2022-09-30,1.564
2022-10-01,1.564
2022-10-02,1.564
2022-10-03,1.564
2022-10-04,1.564
2022-10-05,1.564
2022-10-06,1.587
2022-10-07,1.587
2022-10-08,1.587
2022-10-09,1.587
2022-10-10,1.587
2022-10-11,1.587
2022-10-12,1.587
2022-10-13,1.587
2022-10-14,1.587
2022-10-15,1.587
2022-10-16,1.587
2022-10-17,1.587
2022-10-18,1.634
2022-10-19,1.634
2022-10-20,1.634
2022-10-21,1.634
2022-10-22,1.634
2022-10-23,1.634
2022-10-24,1.634
2022-10-25,1.634
2022-10-26,1.623
2022-10-27,1.654
2022-10-28,1.654
2022-10-29,1.654
2022-10-30,1.654
2022-10-31,1.607
2022-11-01,1.529
2022-11-02,1.522
2022-11-03,1.522
2022-11-04,1.522
2022-11-05,1.522
2022-11-06,1.522
2022-11-07,1.522
2022-11-08,1.522
2022-11-09,1.521
2022-11-10,1.521
2022-11-11,1.521
2022-11-12,1.521
2022-11-13,1.521
2022-11-14,1.502
2022-11-15,1.502
2022-11-16,1.502
2022-11-17,1.502
2022-11-18,1.502
2022-11-19,1.502
2022-11-20,1.502
2022-11-21,1.502
2022-11-22,1.502
2022-11-23,1.502
2022-11-24,1.502
2022-11-25,1.502
2022-11-26,1.388
2022-11-27,1.388
2022-11-28,1.388
2022-11-29,1.388
2022-11-30,1.388
2022-12-01,1.388
2022-12-02,1.388
2022-12-03,1.388
2022-12-04,1.388
2022-12-05,1.388
2022-12-06,1.388
2022-12-07,1.388
2022-12-08,1.388
2022-12-09,1.386
2022-12-10,1.386
2022-12-11,1.375
2022-12-12,1.375
2022-12-13,1.375
2022-12-14,1.375
2022-12-15,1.375
2022-12-16,1.375
2022-12-17,1.375
2022-12-18,1.375
2022-12-19,1.369
2022-12-20,1.369
2022-12-21,1.369
2022-12-22,1.369
2022-12-23,1.369
2022-12-24,1.369
2022-12-25,1.369
2022-12-26,1.369
2022-12-27,1.369
2022-12-28,1.369
2022-12-29,1.369
2022-12-30,1.369
2022-12-31,1.369
2023-01-01,1.369
2023-01-02,1.369
2023-01-03,1.369
2023-01-04,1.369
2023-01-05,1.366
2023-01-06,1.366
2023-01-07,1.366
2023-01-08,1.321
2023-01-09,1.304
2023-01-10,1.281
2023-01-11,1.281
2023-01-12,1.281
2023-01-13,1.281
2023-01-14,1.281
2023-01-15,1.281
2023-01-16,1.281
2023-01-17,1.281
2023-01-18,1.286
2023-01-19,1.286
2023-01-20,1.286
2023-01-21,1.286
2023-01-22,1.286
2023-01-23,1.286
2023-01-24,1.286
2023-01-25,1.286
2023-01-26,1.261
2023-01-27,1.261
2023-01-28,1.261
2023-01-29,1.261
2023-01-30,1.24
2023-01-31,1.24
2023-02-01,1.24
2023-02-02,1.24
2023-02-03,1.24
2023-02-04,1.24
2023-02-05,1.24
2023-02-06,1.24
2023-02-07,1.259
2023-02-08,1.204
2023-02-09,1.204
2023-02-10,1.182
2023-02-11,1.182
2023-02-12,1.182
2023-02-13,1.182
2023-02-14,1.182
2023-02-15,1.182
2023-02-16,1.182
2023-02-17,1.182
2023-02-18,1.182
2023-02-19,1.182
2023-02-20,1.182
2023-02-21,1.182
2023-02-22,1.182
2023-02-23,1.182
2023-02-24,1.182
2023-02-25,1.182
2023-02-26,1.182
2023-02-27,1.182
2023-02-28,1.182
2023-03-01,1.182
2023-03-02,1.182
2023-03-03,1.182
2023-03-04,1.182
2023-03-05,1.182
2023-03-06,1.184
2023-03-07,1.184
2023-03-08,1.184
2023-03-09,1.174
2023-03-10,1.174
2023-03-11,1.174
2023-03-12,1.174
2023-03-13,1.174
2023-03-14,1.174
2023-03-15,1.174
2023-03-16,1.174
2023-03-17,1.174
2023-03-18,1.174
2023-03-19,1.174
2023-03-20,1.174
2023-03-21,1.174
2023-03-22,1.174
2023-03-23,1.174
2023-03-24,1.174
2023-03-25,1.174
2023-03-26,1.174
2023-03-27,1.174
2023-03-28,1.174
2023-03-29,1.174
2023-03-30,1.174
2023-03-31,1.174
2023-04-01,1.174
2023-04-02,1.174
2023-04-03,1.174
2023-04-04,1.174
2023-04-05,1.174
2023-04-06,1.174
2023-04-07,1.174
2023-04-08,1.174
2023-04-09,1.174
2023-04-10,1.174
2023-04-11,1.179
2023-04-12,1.182
2023-04-13,1.182
2023-04-14,1.182
2023-04-15,1.182
2023-04-16,1.182
2023-04-17,1.21
2023-04-18,1.21
2023-04-19,1.21
2023-04-20,1.217
2023-04-21,1.217
2023-04-22,1.217
2023-04-23,1.217
2023-04-24,1.217
2023-04-25,1.217
2023-04-26,1.217
2023-04-27,1.217
2023-04-28,1.217
2023-04-29,1.217
2023-04-30,1.217
2023-05-01,1.217
2023-05-02,1.217
2023-05-03,1.215
2023-05-04,1.215
2023-05-05,1.215
2023-05-06,1.215
2023-05-07,1.215
2023-05-08,1.215
2023-05-09,1.292
2023-05-10,1.259
2023-05-11,1.259
2023-05-12,1.259
2023-05-13,1.259
2023-05-14,1.259
2023-05-15,1.259
2023-05-16,1.259
2023-05-17,1.259
2023-05-18,1.259
2023-05-19,1.259
2023-05-20,1.259
2023-05-21,1.259
2023-05-22,1.257
2023-05-23,1.257
2023-05-24,1.257
2023-05-25,1.288
2023-05-26,1.288
2023-05-27,1.288
2023-05-28,1.288
2023-05-29,1.288
2023-05-30,1.288
2023-05-31,1.288
2023-06-01,1.288
2023-06-02,1.288
2023-06-03,1.288
2023-06-04,1.288
2023-06-05,1.288
2023-06-06,1.288
2023-06-07,1.288
2023-06-08,1.288
2023-06-09,1.288
2023-06-10,1.288
2023-06-11,1.288
2023-06-12,1.288
2023-06-13,1.288
2023-06-14,1.288
2023-06-15,1.288
2023-06-16,1.288
2023-06-17,1.288
2023-06-18,1.288
2023-06-19,1.288
2023-06-20,1.288
2023-06-21,1.288
2023-06-22,1.288
2023-06-23,1.291
