,URI US Equity
,BEST_EPS
2023-06-15,42.37
2023-06-16,42.37
2023-06-17,42.37
2023-06-18,42.37
2023-06-19,42.37
2023-06-20,42.37
2023-06-21,42.37
2023-06-22,42.37
2023-06-23,42.394
2023-06-24,42.394
2023-06-25,42.394
2023-06-26,42.394
2023-06-27,42.394
2023-06-28,42.628
2023-06-29,42.233
2023-06-30,42.233
2023-07-01,42.233
2023-07-02,42.233
2023-07-03,42.233
2023-07-04,42.233
2023-07-05,42.233
2023-07-06,42.233
2023-07-07,42.233
2023-07-08,42.233
2023-07-09,42.233
2023-07-10,42.233
2023-07-11,42.233
2023-07-12,42.244
2023-07-13,42.246
2023-07-14,42.246
2023-07-15,42.246
2023-07-16,42.246
2023-07-17,42.246
2023-07-18,42.246
2023-07-19,42.246
2023-07-20,42.246
2023-07-21,42.258
2023-07-22,42.258
2023-07-23,42.258
2023-07-24,42.243
2023-07-25,42.243
2023-07-26,42.243
2023-07-27,42.483
2023-07-28,42.63
2023-07-29,42.63
2023-07-30,42.63
2023-07-31,42.711
2023-08-01,42.711
2023-08-02,42.711
2023-08-03,42.711
2023-08-04,42.711
2023-08-05,42.711
2023-08-06,42.711
2023-08-07,42.711
2023-08-08,42.711
2023-08-09,42.504
2023-08-10,42.504
2023-08-11,42.504
2023-08-12,42.504
2023-08-13,42.504
2023-08-14,42.504
2023-08-15,42.504
2023-08-16,42.613
2023-08-17,42.613
2023-08-18,42.613
2023-08-19,42.613
2023-08-20,42.613
2023-08-21,42.613
2023-08-22,42.61
2023-08-23,42.61
2023-08-24,42.61
2023-08-25,42.61
2023-08-26,42.61
2023-08-27,42.61
2023-08-28,42.61
2023-08-29,42.61
2023-08-30,42.61
2023-08-31,42.61
2023-09-01,42.692
2023-09-02,42.692
2023-09-03,42.692
2023-09-04,42.692
2023-09-05,42.692
2023-09-06,42.692
2023-09-07,42.666
2023-09-08,42.666
2023-09-09,42.666
2023-09-10,42.666
2023-09-11,42.666
2023-09-12,42.666
2023-09-13,42.666
2023-09-14,42.666
2023-09-15,42.666
2023-09-16,42.666
2023-09-17,42.666
2023-09-18,42.717
2023-09-19,42.717
2023-09-20,42.717
2023-09-21,42.717
2023-09-22,42.717
2023-09-23,42.717
2023-09-24,42.717
2023-09-25,42.717
2023-09-26,42.717
2023-09-27,42.738
2023-09-28,42.738
2023-09-29,42.738
2023-09-30,42.738
2023-10-01,42.738
2023-10-02,42.738
2023-10-03,42.76
2023-10-04,42.788
2023-10-05,42.788
2023-10-06,42.788
2023-10-07,42.788
2023-10-08,42.788
2023-10-09,42.788
2023-10-10,42.788
2023-10-11,42.788
2023-10-12,42.788
2023-10-13,42.788
2023-10-14,42.788
2023-10-15,42.788
2023-10-16,42.788
2023-10-17,42.788
2023-10-18,42.87
2023-10-19,42.87
2023-10-20,42.87
2023-10-21,42.87
2023-10-22,42.87
2023-10-23,42.87
2023-10-24,42.87
2023-10-25,42.87
2023-10-26,42.966
2023-10-27,42.929
2023-10-28,42.929
2023-10-29,42.929
2023-10-30,42.844
2023-10-31,42.844
2023-11-01,42.636
2023-11-02,42.636
2023-11-03,42.636
2023-11-04,42.636
2023-11-05,42.636
2023-11-06,42.746
2023-11-07,42.746
2023-11-08,42.746
2023-11-09,42.901
2023-11-10,42.946
2023-11-11,42.946
2023-11-12,42.946
2023-11-13,42.91
2023-11-14,42.91
2023-11-15,42.904
2023-11-16,42.904
2023-11-17,42.904
2023-11-18,42.904
2023-11-19,42.904
2023-11-20,42.904
2023-11-21,42.904
2023-11-22,42.904
2023-11-23,42.904
2023-11-24,42.904
2023-11-25,42.904
2023-11-26,42.904
2023-11-27,42.904
2023-11-28,42.904
2023-11-29,42.904
2023-11-30,42.904
2023-12-01,42.904
2023-12-02,42.904
2023-12-03,42.889
2023-12-04,42.889
2023-12-05,42.894
2023-12-06,42.895
2023-12-07,42.895
2023-12-08,42.895
2023-12-09,42.895
2023-12-10,42.895
2023-12-11,42.895
2023-12-12,42.905
2023-12-13,42.932
2023-12-14,42.932
2023-12-15,42.932
2023-12-16,42.932
2023-12-17,42.932
2023-12-18,42.932
2023-12-19,42.932
2023-12-20,42.978
2023-12-21,42.978
2023-12-22,42.978
2023-12-23,42.978
2023-12-24,42.978
2023-12-25,42.978
2023-12-26,42.978
2023-12-27,42.978
2023-12-28,42.978
2023-12-29,42.978
2023-12-30,42.978
2023-12-31,42.978
2024-01-01,42.978
2024-01-02,42.978
2024-01-03,42.978
2024-01-04,42.944
2024-01-05,42.795
2024-01-06,42.795
2024-01-07,42.902
2024-01-08,42.86
2024-01-09,42.86
2024-01-10,42.86
2024-01-11,42.86
2024-01-12,42.86
2024-01-13,42.86
2024-01-14,42.86
2024-01-15,42.86
2024-01-16,42.86
2024-01-17,42.86
2024-01-18,42.86
2024-01-19,42.923
2024-01-20,42.923
2024-01-21,42.933
2024-01-22,42.933
2024-01-23,42.933
2024-01-24,42.973
2024-01-25,42.868
2024-01-26,42.963
2024-01-27,42.963
2024-01-28,42.963
2024-01-29,42.954
2024-01-30,43.088
2024-01-31,42.963
2024-02-01,43.181
2024-02-02,43.181
2024-02-03,43.181
2024-02-04,43.181
2024-02-05,43.166
2024-02-06,43.166
2024-02-07,43.08
2024-02-08,43.022
2024-02-09,43.08
2024-02-10,43.08
2024-02-11,43.08
2024-02-12,43.08
2024-02-13,43.08
2024-02-14,43.08
2024-02-15,43.08
2024-02-16,43.022
2024-02-17,43.022
2024-02-18,43.022
2024-02-19,42.965
2024-02-20,42.965
2024-02-21,42.965
2024-02-22,42.965
2024-02-23,42.965
2024-02-24,42.965
2024-02-25,42.965
2024-02-26,43.087
2024-02-27,43.087
2024-02-28,43.087
2024-02-29,43.084
2024-03-01,43.084
2024-03-02,43.084
2024-03-03,43.084
2024-03-04,43.157
2024-03-05,43.157
2024-03-06,43.157
2024-03-07,43.157
2024-03-08,43.157
2024-03-09,43.157
2024-03-10,43.157
2024-03-11,43.157
2024-03-12,43.157
2024-03-13,43.169
2024-03-14,43.169
2024-03-15,43.193
2024-03-16,43.193
2024-03-17,43.193
2024-03-18,43.257
2024-03-19,43.298
2024-03-20,43.298
2024-03-21,43.298
2024-03-22,43.298
2024-03-23,43.298
2024-03-24,43.298
2024-03-25,43.298
2024-03-26,43.298
2024-03-27,43.298
2024-03-28,43.298
2024-03-29,43.298
2024-03-30,43.298
2024-03-31,43.298
2024-04-01,43.298
2024-04-02,43.365
2024-04-03,43.365
2024-04-04,43.366
2024-04-05,43.366
2024-04-06,43.366
2024-04-07,43.366
2024-04-08,43.366
