,TSLA US Equity
2023-06-24,4.781
2023-06-25,4.787
2023-06-26,4.788
2023-06-27,4.788
2023-06-28,4.788
2023-06-29,4.788
2023-06-30,4.788
2023-07-01,4.788
2023-07-02,4.792
2023-07-03,4.808
2023-07-04,4.808
2023-07-05,4.812
2023-07-06,4.812
2023-07-07,4.812
2023-07-08,4.812
2023-07-09,4.812
2023-07-10,4.815
2023-07-11,4.815
2023-07-12,4.753
2023-07-13,4.753
2023-07-14,4.755
2023-07-15,4.755
2023-07-16,4.755
2023-07-17,4.755
2023-07-18,4.755
2023-07-19,4.736
2023-07-20,4.669
2023-07-21,4.677
2023-07-22,4.677
2023-07-23,4.677
2023-07-24,4.757
2023-07-25,4.747
2023-07-26,4.747
2023-07-27,4.747
2023-07-28,4.749
2023-07-29,4.749
2023-07-30,4.749
2023-07-31,4.76
2023-08-01,4.76
2023-08-02,4.76
2023-08-03,4.76
2023-08-04,4.818
2023-08-05,4.818
2023-08-06,4.818
2023-08-07,4.808
2023-08-08,4.808
2023-08-09,4.808
2023-08-10,4.808
2023-08-11,4.808
2023-08-12,4.808
2023-08-13,4.808
2023-08-14,4.808
2023-08-15,4.808
2023-08-16,4.808
2023-08-17,4.808
2023-08-18,4.808
2023-08-19,4.808
2023-08-20,4.808
2023-08-21,4.808
2023-08-22,4.808
2023-08-23,4.808
2023-08-24,4.808
2023-08-25,4.8
2023-08-26,4.8
2023-08-27,4.8
2023-08-28,4.8
2023-08-29,4.795
2023-08-30,4.795
2023-08-31,4.795
2023-09-01,4.795
2023-09-02,4.795
2023-09-03,4.795
2023-09-04,4.795
2023-09-05,4.795
2023-09-06,4.773
2023-09-07,4.773
2023-09-08,4.773
2023-09-09,4.773
2023-09-10,4.769
2023-09-11,4.767
2023-09-12,4.767
2023-09-13,4.767
2023-09-14,4.761
2023-09-15,4.761
2023-09-16,4.761
2023-09-17,4.759
2023-09-18,4.759
2023-09-19,4.745
2023-09-20,4.745
2023-09-21,4.745
2023-09-22,4.739
2023-09-23,4.739
2023-09-24,4.738
2023-09-25,4.731
2023-09-26,4.719
2023-09-27,4.719
2023-09-28,4.717
2023-09-29,4.711
2023-09-30,4.711
2023-10-01,4.711
2023-10-02,4.677
2023-10-03,4.64
2023-10-04,4.64
2023-10-05,4.64
2023-10-06,4.632
2023-10-07,4.632
2023-10-08,4.625
2023-10-09,4.613
2023-10-10,4.595
2023-10-11,4.595
2023-10-12,4.595
2023-10-13,4.595
2023-10-14,4.571
2023-10-15,4.558
2023-10-16,4.54
2023-10-17,4.536
2023-10-18,4.41
2023-10-19,4.137
2023-10-20,4.074
2023-10-21,4.074
2023-10-22,4.058
2023-10-23,4.008
2023-10-24,4.008
2023-10-25,3.984
2023-10-26,3.984
2023-10-27,3.983
2023-10-28,3.983
2023-10-29,3.983
2023-10-30,3.983
2023-10-31,3.976
2023-11-01,3.968
2023-11-02,3.968
2023-11-03,3.968
2023-11-04,3.968
2023-11-05,3.968
2023-11-06,3.968
2023-11-07,3.968
2023-11-08,3.949
2023-11-09,3.949
2023-11-10,3.949
2023-11-11,3.949
2023-11-12,3.949
2023-11-13,3.949
2023-11-14,3.949
2023-11-15,3.949
2023-11-16,3.949
2023-11-17,3.878
2023-11-18,3.878
2023-11-19,3.878
2023-11-20,3.857
2023-11-21,3.857
2023-11-22,3.857
2023-11-23,3.849
2023-11-24,3.849
2023-11-25,3.849
2023-11-26,3.849
2023-11-27,3.849
2023-11-28,3.838
2023-11-29,3.838
2023-11-30,3.838
2023-12-01,3.838
2023-12-02,3.841
2023-12-03,3.841
2023-12-04,3.841
2023-12-05,3.841
2023-12-06,3.841
2023-12-07,3.841
2023-12-08,3.856
2023-12-09,3.856
2023-12-10,3.856
2023-12-11,3.856
2023-12-12,3.856
2023-12-13,3.856
2023-12-14,3.842
2023-12-15,3.844
2023-12-16,3.844
2023-12-17,3.844
2023-12-18,3.835
2023-12-19,3.827
2023-12-20,3.827
2023-12-21,3.827
2023-12-22,3.827
2023-12-23,3.827
2023-12-24,3.827
2023-12-25,3.827
2023-12-26,3.827
2023-12-27,3.827
2023-12-28,3.827
2023-12-29,3.827
2023-12-30,3.827
2023-12-31,3.827
2024-01-01,3.827
2024-01-02,3.777
2024-01-03,3.762
2024-01-04,3.773
2024-01-05,3.772
2024-01-06,3.772
2024-01-07,3.772
2024-01-08,3.768
2024-01-09,3.768
2024-01-10,3.777
2024-01-11,3.777
2024-01-12,3.745
2024-01-13,3.745
2024-01-14,3.745
2024-01-15,3.737
2024-01-16,3.761
2024-01-17,3.753
2024-01-18,3.753
2024-01-19,3.753
2024-01-20,3.732
2024-01-21,3.732
2024-01-22,3.708
2024-01-23,3.696
2024-01-24,3.533
2024-01-25,3.293
2024-01-26,3.223
2024-01-27,3.204
2024-01-28,3.174
2024-01-29,3.189
2024-01-30,3.189
2024-01-31,3.189
2024-02-01,3.189
2024-02-02,3.189
2024-02-03,3.189
2024-02-04,3.17
2024-02-05,3.112
2024-02-06,3.112
2024-02-07,3.112
2024-02-08,3.09
2024-02-09,3.093
2024-02-10,3.093
2024-02-11,3.093
2024-02-12,3.093
2024-02-13,3.054
2024-02-14,3.054
2024-02-15,3.054
2024-02-16,3.054
2024-02-17,3.054
2024-02-18,3.054
2024-02-19,3.054
2024-02-20,3.054
2024-02-21,3.054
2024-02-22,3.054
2024-02-23,3.054
2024-02-24,3.054
2024-02-25,3.075
2024-02-26,3.075
2024-02-27,3.075
2024-02-28,3.071
2024-02-29,3.071
2024-03-01,3.071
2024-03-02,3.071
2024-03-03,3.071
2024-03-04,3.066
2024-03-05,3.05
2024-03-06,3.043
2024-03-07,3.043
2024-03-08,3.043
2024-03-09,3.043
2024-03-10,3.043
2024-03-11,3.04
2024-03-12,3.027
2024-03-13,3.027
2024-03-14,3.027
2024-03-15,3.027
2024-03-16,3.027
2024-03-17,3.021
2024-03-18,3.02
2024-03-19,3.02
2024-03-20,3.02
2024-03-21,3.014
2024-03-22,3.009
2024-03-23,3.007
2024-03-24,3.007
2024-03-25,2.987
2024-03-26,2.962
2024-03-27,2.919
2024-03-28,2.915
2024-03-29,2.915
2024-03-30,2.915
2024-03-31,2.915
2024-04-01,2.915
2024-04-02,2.855
2024-04-03,2.852
2024-04-04,2.868
2024-04-05,2.868
2024-04-06,2.868
2024-04-07,2.885
2024-04-08,2.88
