,MOH US Equity
2023-06-26,23.034
2023-06-27,23.034
2023-06-28,23.034
2023-06-29,23.034
2023-06-30,23.091
2023-07-01,23.091
2023-07-02,23.091
2023-07-03,23.091
2023-07-04,23.091
2023-07-05,23.091
2023-07-06,23.088
2023-07-07,23.08
2023-07-08,23.08
2023-07-09,23.08
2023-07-10,23.08
2023-07-11,23.08
2023-07-12,23.077
2023-07-13,23.046
2023-07-14,23.046
2023-07-15,23.046
2023-07-16,23.046
2023-07-17,23.046
2023-07-18,23.046
2023-07-19,23.046
2023-07-20,23.046
2023-07-21,23.047
2023-07-22,23.047
2023-07-23,23.047
2023-07-24,23.047
2023-07-25,23.047
2023-07-26,23.047
2023-07-27,23.189
2023-07-28,23.246
2023-07-29,23.246
2023-07-30,23.246
2023-07-31,23.246
2023-08-01,23.246
2023-08-02,23.249
2023-08-03,23.249
2023-08-04,23.249
2023-08-05,23.249
2023-08-06,23.249
2023-08-07,23.249
2023-08-08,23.309
2023-08-09,23.309
2023-08-10,23.309
2023-08-11,23.309
2023-08-12,23.309
2023-08-13,23.309
2023-08-14,23.309
2023-08-15,23.309
2023-08-16,23.309
2023-08-17,23.309
2023-08-18,23.309
2023-08-19,23.309
2023-08-20,23.309
2023-08-21,23.309
2023-08-22,23.309
2023-08-23,23.309
2023-08-24,23.309
2023-08-25,23.309
2023-08-26,23.309
2023-08-27,23.309
2023-08-28,23.309
2023-08-29,23.309
2023-08-30,23.309
2023-08-31,23.309
2023-09-01,23.442
2023-09-02,23.442
2023-09-03,23.442
2023-09-04,23.442
2023-09-05,23.356
2023-09-06,23.356
2023-09-07,23.356
2023-09-08,23.356
2023-09-09,23.356
2023-09-10,23.356
2023-09-11,23.356
2023-09-12,23.356
2023-09-13,23.356
2023-09-14,23.356
2023-09-15,23.356
2023-09-16,23.356
2023-09-17,23.356
2023-09-18,23.349
2023-09-19,23.349
2023-09-20,23.349
2023-09-21,23.349
2023-09-22,23.349
2023-09-23,23.349
2023-09-24,23.349
2023-09-25,23.349
2023-09-26,23.349
2023-09-27,23.349
2023-09-28,23.349
2023-09-29,23.349
2023-09-30,23.349
2023-10-01,23.349
2023-10-02,23.349
2023-10-03,23.349
2023-10-04,23.349
2023-10-05,23.349
2023-10-06,23.372
2023-10-07,23.372
2023-10-08,23.372
2023-10-09,23.372
2023-10-10,23.372
2023-10-11,23.372
2023-10-12,23.372
2023-10-13,23.372
2023-10-14,23.372
2023-10-15,23.372
2023-10-16,23.372
2023-10-17,23.372
2023-10-18,23.372
2023-10-19,23.372
2023-10-20,23.372
2023-10-21,23.372
2023-10-22,23.372
2023-10-23,23.372
2023-10-24,23.372
2023-10-25,23.372
2023-10-26,23.488
2023-10-27,23.57
2023-10-28,23.57
2023-10-29,23.57
2023-10-30,23.57
2023-10-31,23.57
2023-11-01,23.57
2023-11-02,23.57
2023-11-03,23.57
2023-11-04,23.57
2023-11-05,23.57
2023-11-06,23.57
2023-11-07,23.57
2023-11-08,23.57
2023-11-09,23.57
2023-11-10,23.57
2023-11-11,23.57
2023-11-12,23.57
2023-11-13,23.57
2023-11-14,23.57
2023-11-15,23.57
2023-11-16,23.57
2023-11-17,23.686
2023-11-18,23.686
2023-11-19,23.686
2023-11-20,23.686
2023-11-21,23.686
2023-11-22,23.686
2023-11-23,23.686
2023-11-24,23.686
2023-11-25,23.686
2023-11-26,23.686
2023-11-27,23.686
2023-11-28,23.686
2023-11-29,23.686
2023-11-30,23.686
2023-12-01,23.686
2023-12-02,23.686
2023-12-03,23.686
2023-12-04,23.686
2023-12-05,23.686
2023-12-06,23.686
2023-12-07,23.686
2023-12-08,23.686
2023-12-09,23.686
2023-12-10,23.686
2023-12-11,23.686
2023-12-12,23.686
2023-12-13,23.686
2023-12-14,23.686
2023-12-15,23.686
2023-12-16,23.686
2023-12-17,23.686
2023-12-18,23.686
2023-12-19,23.686
2023-12-20,23.686
2023-12-21,23.686
2023-12-22,23.686
2023-12-23,23.686
2023-12-24,23.686
2023-12-25,23.686
2023-12-26,23.686
2023-12-27,23.686
2023-12-28,23.686
2023-12-29,23.686
2023-12-30,23.686
2023-12-31,23.686
2024-01-01,23.686
2024-01-02,23.686
2024-01-03,23.686
2024-01-04,23.709
2024-01-05,23.67
2024-01-06,23.67
2024-01-07,23.67
2024-01-08,23.67
2024-01-09,23.573
2024-01-10,23.573
2024-01-11,23.573
2024-01-12,23.573
2024-01-13,23.573
2024-01-14,23.573
2024-01-15,23.573
2024-01-16,23.573
2024-01-17,23.573
2024-01-18,23.573
2024-01-19,23.573
2024-01-20,23.573
2024-01-21,23.57
2024-01-22,23.57
2024-01-23,23.57
2024-01-24,23.57
2024-01-25,23.57
2024-01-26,23.57
2024-01-27,23.57
2024-01-28,23.57
2024-01-29,23.57
2024-01-30,23.57
2024-01-31,23.57
2024-02-01,23.57
2024-02-02,23.57
2024-02-03,23.57
2024-02-04,23.57
2024-02-05,23.667
2024-02-06,23.667
2024-02-07,23.667
2024-02-08,23.605
2024-02-09,23.589
2024-02-10,23.589
2024-02-11,23.581
2024-02-12,23.581
2024-02-13,23.581
2024-02-14,23.704
2024-02-15,23.704
2024-02-16,23.704
2024-02-17,23.704
2024-02-18,23.704
2024-02-19,23.704
2024-02-20,23.704
2024-02-21,23.704
2024-02-22,23.704
2024-02-23,23.704
2024-02-24,23.704
2024-02-25,23.704
2024-02-26,23.767
2024-02-27,23.767
2024-02-28,23.767
2024-02-29,23.683
2024-03-01,23.683
2024-03-02,23.683
2024-03-03,23.683
2024-03-04,23.683
2024-03-05,23.68
2024-03-06,23.68
2024-03-07,23.68
2024-03-08,23.68
2024-03-09,23.68
2024-03-10,23.68
2024-03-11,23.68
2024-03-12,23.68
2024-03-13,23.68
2024-03-14,23.68
2024-03-15,23.68
2024-03-16,23.68
2024-03-17,23.68
2024-03-18,23.68
2024-03-19,23.68
2024-03-20,23.68
2024-03-21,23.68
2024-03-22,23.68
2024-03-23,23.68
2024-03-24,23.68
2024-03-25,23.68
2024-03-26,23.68
2024-03-27,23.68
2024-03-28,23.68
2024-03-29,23.68
2024-03-30,23.68
2024-03-31,23.68
2024-04-01,23.68
2024-04-02,23.668
2024-04-03,23.668
2024-04-04,23.668
2024-04-05,23.668
2024-04-06,23.668
2024-04-07,23.668
2024-04-08,23.661
