,CTRA US Equity
2023-06-24,2.86
2023-06-25,2.855
2023-06-26,2.852
2023-06-27,2.841
2023-06-28,2.841
2023-06-29,2.841
2023-06-30,2.841
2023-07-01,2.827
2023-07-02,2.827
2023-07-03,2.832
2023-07-04,2.832
2023-07-05,2.829
2023-07-06,2.829
2023-07-07,2.829
2023-07-08,2.829
2023-07-09,2.829
2023-07-10,2.827
2023-07-11,2.825
2023-07-12,2.801
2023-07-13,2.786
2023-07-14,2.733
2023-07-15,2.733
2023-07-16,2.733
2023-07-17,2.767
2023-07-18,2.76
2023-07-19,2.737
2023-07-20,2.738
2023-07-21,2.729
2023-07-22,2.729
2023-07-23,2.714
2023-07-24,2.725
2023-07-25,2.725
2023-07-26,2.725
2023-07-27,2.725
2023-07-28,2.725
2023-07-29,2.725
2023-07-30,2.725
2023-07-31,2.725
2023-08-01,2.725
2023-08-02,2.725
2023-08-03,2.725
2023-08-04,2.725
2023-08-05,2.725
2023-08-06,2.725
2023-08-07,2.679
2023-08-08,2.71
2023-08-09,2.711
2023-08-10,2.713
2023-08-11,2.702
2023-08-12,2.702
2023-08-13,2.715
2023-08-14,2.729
2023-08-15,2.729
2023-08-16,2.723
2023-08-17,2.722
2023-08-18,2.765
2023-08-19,2.765
2023-08-20,2.764
2023-08-21,2.764
2023-08-22,2.764
2023-08-23,2.77
2023-08-24,2.77
2023-08-25,2.77
2023-08-26,2.77
2023-08-27,2.783
2023-08-28,2.784
2023-08-29,2.784
2023-08-30,2.784
2023-08-31,2.78
2023-09-01,2.78
2023-09-02,2.78
2023-09-03,2.779
2023-09-04,2.779
2023-09-05,2.779
2023-09-06,2.779
2023-09-07,2.779
2023-09-08,2.779
2023-09-09,2.779
2023-09-10,2.779
2023-09-11,2.779
2023-09-12,2.783
2023-09-13,2.783
2023-09-14,2.783
2023-09-15,2.793
2023-09-16,2.793
2023-09-17,2.793
2023-09-18,2.797
2023-09-19,2.797
2023-09-20,2.764
2023-09-21,2.764
2023-09-22,2.764
2023-09-23,2.764
2023-09-24,2.764
2023-09-25,2.764
2023-09-26,2.764
2023-09-27,2.783
2023-09-28,2.783
2023-09-29,2.78
2023-09-30,2.768
2023-10-01,2.768
2023-10-02,2.759
2023-10-03,2.765
2023-10-04,2.775
2023-10-05,2.774
2023-10-06,2.792
2023-10-07,2.792
2023-10-08,2.792
2023-10-09,2.804
2023-10-10,2.804
2023-10-11,2.792
2023-10-12,2.793
2023-10-13,2.793
2023-10-14,2.793
2023-10-15,2.799
2023-10-16,2.822
2023-10-17,2.816
2023-10-18,2.822
2023-10-19,2.834
2023-10-20,2.834
2023-10-21,2.834
2023-10-22,2.817
2023-10-23,2.837
2023-10-24,2.831
2023-10-25,2.831
2023-10-26,2.831
2023-10-27,2.831
2023-10-28,2.831
2023-10-29,2.831
2023-10-30,2.829
2023-10-31,2.844
2023-11-01,2.844
2023-11-02,2.844
2023-11-03,2.849
2023-11-04,2.849
2023-11-05,2.849
2023-11-06,2.873
2023-11-07,2.903
2023-11-08,2.888
2023-11-09,2.906
2023-11-10,2.911
2023-11-11,2.911
2023-11-12,2.911
2023-11-13,2.903
2023-11-14,2.9
2023-11-15,2.918
2023-11-16,2.918
2023-11-17,2.918
2023-11-18,2.918
2023-11-19,2.918
2023-11-20,2.918
2023-11-21,2.932
2023-11-22,2.912
2023-11-23,2.912
2023-11-24,2.912
2023-11-25,2.912
2023-11-26,2.911
2023-11-27,2.88
2023-11-28,2.88
2023-11-29,2.886
2023-11-30,2.886
2023-12-01,2.886
2023-12-02,2.886
2023-12-03,2.886
2023-12-04,2.886
2023-12-05,2.877
2023-12-06,2.854
2023-12-07,2.833
2023-12-08,2.833
2023-12-09,2.833
2023-12-10,2.833
2023-12-11,2.82
2023-12-12,2.82
2023-12-13,2.82
2023-12-14,2.788
2023-12-15,2.788
2023-12-16,2.788
2023-12-17,2.788
2023-12-18,2.731
2023-12-19,2.698
2023-12-20,2.698
2023-12-21,2.652
2023-12-22,2.623
2023-12-23,2.623
2023-12-24,2.623
2023-12-25,2.623
2023-12-26,2.623
2023-12-27,2.623
2023-12-28,2.623
2023-12-29,2.623
2023-12-30,2.623
2023-12-31,2.623
2024-01-01,2.623
2024-01-02,2.588
2024-01-03,2.62
2024-01-04,2.589
2024-01-05,2.532
2024-01-06,2.532
2024-01-07,2.509
2024-01-08,2.462
2024-01-09,2.479
2024-01-10,2.487
2024-01-11,2.487
2024-01-12,2.458
2024-01-13,2.458
2024-01-14,2.458
2024-01-15,2.429
2024-01-16,2.406
2024-01-17,2.409
2024-01-18,2.375
2024-01-19,2.383
2024-01-20,2.383
2024-01-21,2.382
2024-01-22,2.318
2024-01-23,2.308
2024-01-24,2.31
2024-01-25,2.31
2024-01-26,2.273
2024-01-27,2.273
2024-01-28,2.273
2024-01-29,2.188
2024-01-30,2.132
2024-01-31,2.132
2024-02-01,2.132
2024-02-02,2.213
2024-02-03,2.213
2024-02-04,2.213
2024-02-05,2.213
2024-02-06,2.209
2024-02-07,2.199
2024-02-08,2.149
2024-02-09,2.141
2024-02-10,2.141
2024-02-11,2.136
2024-02-12,2.141
2024-02-13,2.141
2024-02-14,2.141
2024-02-15,2.141
2024-02-16,2.141
2024-02-17,2.141
2024-02-18,2.141
2024-02-19,2.141
2024-02-20,2.141
2024-02-21,2.141
2024-02-22,2.066
2024-02-23,2.054
2024-02-24,2.054
2024-02-25,2.051
2024-02-26,2.021
2024-02-27,2.018
2024-02-28,2.018
2024-02-29,2.018
2024-03-01,2.002
2024-03-02,2.002
2024-03-03,2.002
2024-03-04,1.985
2024-03-05,1.985
2024-03-06,1.984
2024-03-07,1.984
2024-03-08,1.984
2024-03-09,1.984
2024-03-10,1.984
2024-03-11,1.966
2024-03-12,1.964
2024-03-13,1.964
2024-03-14,1.952
2024-03-15,1.952
2024-03-16,1.952
2024-03-17,1.962
2024-03-18,1.965
2024-03-19,1.982
2024-03-20,1.98
2024-03-21,1.979
2024-03-22,1.979
2024-03-23,1.979
2024-03-24,1.979
2024-03-25,1.979
2024-03-26,1.979
2024-03-27,1.979
2024-03-28,1.945
2024-03-29,1.945
2024-03-30,1.945
2024-03-31,1.945
2024-04-01,1.945
2024-04-02,1.942
2024-04-03,1.942
2024-04-04,1.948
2024-04-05,1.943
2024-04-06,1.943
2024-04-07,1.943
2024-04-08,1.942
