,SC US Equity
2021-02-06,3.203
2021-02-07,3.203
2021-02-08,3.203
2021-02-09,3.203
2021-02-10,3.241
2021-02-11,3.241
2021-02-12,3.241
2021-02-13,3.241
2021-02-14,3.241
2021-02-15,3.241
2021-02-16,3.241
2021-02-17,3.241
2021-02-18,3.241
2021-02-19,3.241
2021-02-20,3.241
2021-02-21,3.241
2021-02-22,3.241
2021-02-23,3.241
2021-02-24,3.241
2021-02-25,3.241
2021-02-26,3.241
2021-02-27,3.241
2021-02-28,3.241
2021-03-01,3.187
2021-03-02,3.187
2021-03-03,3.187
2021-03-04,3.187
2021-03-05,3.187
2021-03-06,3.187
2021-03-07,3.187
2021-03-08,3.187
2021-03-09,3.187
2021-03-10,3.187
2021-03-11,3.187
2021-03-12,3.187
2021-03-13,3.187
2021-03-14,3.187
2021-03-15,3.187
2021-03-16,3.196
2021-03-17,3.196
2021-03-18,3.196
2021-03-19,3.196
2021-03-20,3.196
2021-03-21,3.196
2021-03-22,3.196
2021-03-23,3.196
2021-03-24,3.196
2021-03-25,3.196
2021-03-26,3.196
2021-03-27,3.196
2021-03-28,3.196
2021-03-29,3.196
2021-03-30,3.196
2021-03-31,3.196
2021-04-01,3.236
2021-04-02,3.236
2021-04-03,3.236
2021-04-04,3.236
2021-04-05,3.236
2021-04-06,3.258
2021-04-07,3.309
2021-04-08,3.408
2021-04-09,3.408
2021-04-10,3.408
2021-04-11,3.408
2021-04-12,3.456
2021-04-13,3.456
2021-04-14,3.456
2021-04-15,3.518
2021-04-16,3.518
2021-04-17,3.518
2021-04-18,3.518
2021-04-19,3.573
2021-04-20,3.594
2021-04-21,3.594
2021-04-22,3.594
2021-04-23,3.594
2021-04-24,3.594
2021-04-25,3.594
2021-04-26,3.594
2021-04-27,3.594
2021-04-28,4.62
2021-04-29,5.69
2021-04-30,5.69
2021-05-01,5.911
2021-05-02,5.911
2021-05-03,6.176
2021-05-04,6.176
2021-05-05,6.353
2021-05-06,6.353
2021-05-07,6.353
2021-05-08,6.353
2021-05-09,6.353
2021-05-10,6.353
2021-05-11,6.353
2021-05-12,6.353
2021-05-13,6.353
2021-05-14,6.353
2021-05-15,6.353
2021-05-16,6.353
2021-05-17,6.364
2021-05-18,6.364
2021-05-19,6.442
2021-05-20,6.442
2021-05-21,6.442
2021-05-22,6.442
2021-05-23,6.442
2021-05-24,6.442
2021-05-25,6.442
2021-05-26,6.425
2021-05-27,6.425
2021-05-28,6.425
2021-05-29,6.425
2021-05-30,6.425
2021-05-31,6.425
2021-06-01,6.425
2021-06-02,6.425
2021-06-03,6.509
2021-06-04,6.509
2021-06-05,6.509
2021-06-06,6.509
2021-06-07,6.509
2021-06-08,6.434
2021-06-09,6.434
2021-06-10,6.434
2021-06-11,6.434
2021-06-12,6.434
2021-06-13,6.434
2021-06-14,6.434
2021-06-15,6.434
2021-06-16,6.434
2021-06-17,6.434
2021-06-18,6.434
2021-06-19,6.434
2021-06-20,6.434
2021-06-21,6.434
2021-06-22,6.434
2021-06-23,6.434
2021-06-24,6.434
2021-06-25,6.434
2021-06-26,6.434
2021-06-27,6.434
2021-06-28,6.434
2021-06-29,6.434
2021-06-30,6.444
2021-07-01,6.444
2021-07-02,6.441
2021-07-03,6.441
2021-07-04,6.441
2021-07-05,6.493
2021-07-06,6.597
2021-07-07,6.627
2021-07-08,6.627
2021-07-09,6.682
2021-07-10,6.682
2021-07-11,6.682
2021-07-12,6.717
2021-07-13,6.717
2021-07-14,6.717
2021-07-15,6.717
2021-07-16,6.717
2021-07-17,6.717
2021-07-18,6.717
2021-07-19,6.731
2021-07-20,6.731
2021-07-21,6.726
2021-07-22,6.726
2021-07-23,6.726
2021-07-24,6.726
2021-07-25,6.726
2021-07-26,6.726
2021-07-27,6.726
2021-07-28,8.234
2021-07-29,8.311
2021-07-30,8.311
2021-07-31,8.977
2021-08-01,8.977
2021-08-02,8.977
2021-08-03,8.977
2021-08-04,8.977
2021-08-05,8.977
2021-08-06,9.259
2021-08-07,9.259
2021-08-08,9.259
2021-08-09,9.259
2021-08-10,9.259
2021-08-11,9.259
2021-08-12,9.259
2021-08-13,9.259
2021-08-14,9.259
2021-08-15,9.259
2021-08-16,9.259
2021-08-17,9.259
2021-08-18,9.259
2021-08-19,9.259
2021-08-20,9.259
2021-08-21,9.259
2021-08-22,9.259
2021-08-23,9.259
2021-08-24,9.228
2021-08-25,9.228
2021-08-26,9.228
2021-08-27,9.228
2021-08-28,9.228
2021-08-29,9.228
2021-08-30,9.228
2021-08-31,9.228
2021-09-01,9.228
2021-09-02,9.228
2021-09-03,9.228
2021-09-04,9.228
2021-09-05,9.228
2021-09-06,9.228
2021-09-07,9.228
2021-09-08,9.228
2021-09-09,9.228
2021-09-10,9.228
2021-09-11,9.228
2021-09-12,9.228
2021-09-13,9.228
2021-09-14,9.228
2021-09-15,9.584
2021-09-16,9.584
2021-09-17,9.584
2021-09-18,9.584
2021-09-19,9.584
2021-09-20,9.584
2021-09-21,9.584
2021-09-22,9.584
2021-09-23,9.584
2021-09-24,9.584
2021-09-25,9.584
2021-09-26,9.584
2021-09-27,9.584
2021-09-28,9.584
2021-09-29,9.584
2021-09-30,9.584
2021-10-01,9.584
2021-10-02,9.584
2021-10-03,9.584
2021-10-04,9.584
2021-10-05,9.584
2021-10-06,9.599
2021-10-07,9.773
2021-10-08,10.009
2021-10-09,10.009
2021-10-10,10.009
2021-10-11,10.01
2021-10-12,10.01
2021-10-13,10.01
2021-10-14,10.01
2021-10-15,10.01
2021-10-16,10.01
2021-10-17,10.01
2021-10-18,10.01
2021-10-19,10.01
2021-10-20,10.01
2021-10-21,10.223
2021-10-22,10.223
2021-10-23,10.223
2021-10-24,10.223
2021-10-25,10.223
2021-10-26,10.223
2021-10-27,10.25
2021-10-28,10.343
2021-10-29,10.343
2021-10-30,10.343
2021-10-31,10.343
2021-11-01,10.343
2021-11-02,10.343
2021-11-03,10.343
2021-11-04,10.343
2021-11-05,10.343
2021-11-06,10.343
2021-11-07,10.343
2021-11-08,10.343
2021-11-09,10.343
2021-11-10,10.343
2021-11-11,10.343
2021-11-12,10.354
2021-11-13,10.354
2021-11-14,10.354
2021-11-15,10.354
2021-11-16,10.354
2021-11-17,10.354
2021-11-18,10.354
2021-11-19,10.354
2021-11-20,10.354
2021-11-21,10.354
2021-11-22,10.354
2021-11-23,10.354
2021-11-24,10.354
2021-11-25,10.354
2021-11-26,10.383
2021-11-27,10.383
2021-11-28,10.383
2021-11-29,10.383
2021-11-30,10.383
2021-12-01,10.383
2021-12-02,10.383
2021-12-03,10.383
2021-12-04,10.383
2021-12-05,10.383
2021-12-06,10.383
2021-12-07,10.383
2021-12-08,10.383
2021-12-09,10.383
2021-12-10,10.383
2021-12-11,10.383
2021-12-12,10.383
2021-12-13,10.383
2021-12-14,10.26
2021-12-15,10.26
2021-12-16,10.26
2021-12-17,10.26
2021-12-18,10.26
2021-12-19,10.26
2021-12-20,10.26
2021-12-21,10.26
2021-12-22,10.26
2021-12-23,10.26
2021-12-24,10.26
2021-12-25,10.26
2021-12-26,10.26
2021-12-27,10.26
2021-12-28,10.26
2021-12-29,10.26
2021-12-30,10.26
2021-12-31,10.26
2022-01-01,10.26
2022-01-02,10.26
2022-01-03,10.26
2022-01-04,10.26
2022-01-05,10.26
2022-01-06,10.26
2022-01-07,10.26
2022-01-08,10.26
2022-01-09,10.26
2022-01-10,10.51
2022-01-11,10.51
2022-01-12,10.51
2022-01-13,10.51
2022-01-14,10.51
2022-01-15,10.51
2022-01-16,10.51
2022-01-17,10.51
2022-01-18,10.51
2022-01-19,10.51
2022-01-20,10.51
2022-01-21,10.51
2022-01-22,10.51
2022-01-23,10.51
2022-01-24,10.51
2022-01-25,10.219
2022-01-26,10.219
2022-01-27,10.219
2022-01-28,10.219
2022-01-29,10.219
2022-01-30,10.219
2022-01-31,10.497
2022-02-01,9.85
2022-02-02,9.85
2022-02-03,9.85
2022-02-04,9.85
2022-02-05,9.85
2022-02-06,9.85
2022-02-07,9.85
2022-02-08,9.85
2022-02-09,9.85
2022-02-10,9.85
2022-02-11,9.85
2022-02-12,9.85
2022-02-13,9.85
2022-02-14,9.85
2022-02-15,9.85
2022-02-16,9.85
2022-02-17,9.85
2022-02-18,9.85
2022-02-19,9.85
2022-02-20,9.85
2022-02-21,9.85
2022-02-22,9.85
2022-02-23,9.85
2022-02-24,9.85
2022-02-25,9.85
2022-02-26,9.85
2022-02-27,9.85
2022-02-28,9.85
2022-03-01,9.85
2022-03-02,9.85
2022-03-03,9.85
2022-03-04,9.85
2022-03-05,9.85
2022-03-06,9.85
2022-03-07,9.85
2022-03-08,9.85
2022-03-09,9.85
2022-03-10,9.85
2022-03-11,9.85
2022-03-12,9.85
2022-03-13,9.85
2022-03-14,9.85
2022-03-15,9.85
2022-03-16,9.85
2022-03-17,9.85
2022-03-18,9.85
2022-03-19,9.85
2022-03-20,9.85
2022-03-21,9.85
2022-03-22,9.85
2022-03-23,9.85
2022-03-24,9.85
2022-03-25,9.85
2022-03-26,9.85
2022-03-27,9.85
2022-03-28,9.85
2022-03-29,9.85
2022-03-30,9.85
2022-03-31,9.85
2022-04-01,9.85
2022-04-02,9.85
2022-04-03,9.85
2022-04-04,9.85
2022-04-05,9.85
2022-04-06,9.85
2022-04-07,9.85
2022-04-08,9.85
2022-04-09,9.85
2022-04-10,9.85
2022-04-11,9.85
2022-04-12,9.85
2022-04-13,9.85
2022-04-14,9.85
2022-04-15,9.85
2022-04-16,9.85
2022-04-17,9.85
2022-04-18,9.85
2022-04-19,9.85
2022-04-20,9.85
2022-04-21,9.85
2022-04-22,9.85
2022-04-23,9.85
2022-04-24,9.85
2022-04-25,9.85
2022-04-26,9.85
2022-04-27,9.85
2022-04-28,9.85
2022-04-29,9.85
2022-04-30,9.85
2022-05-01,9.85
2022-05-02,9.85
2022-05-03,9.85
2022-05-04,9.85
2022-05-05,9.85
2022-05-06,9.85
2022-05-07,9.85
2022-05-08,9.85
2022-05-09,9.85
2022-05-10,9.85
2022-05-11,9.85
2022-05-12,9.85
2022-05-13,9.85
2022-05-14,9.85
2022-05-15,9.85
2022-05-16,9.85
2022-05-17,9.85
2022-05-18,9.85
2022-05-19,9.85
2022-05-20,9.85
2022-05-21,9.85
2022-05-22,9.85
2022-05-23,9.85
2022-05-24,9.85
2022-05-25,9.85
2022-05-26,9.85
2022-05-27,9.85
2022-05-28,9.85
2022-05-29,9.85
2022-05-30,9.85
2022-05-31,9.85
2022-06-01,9.85
2022-06-02,9.85
2022-06-03,9.85
2022-06-04,9.85
2022-06-05,9.85
2022-06-06,9.85
2022-06-07,9.85
2022-06-08,9.85
2022-06-09,9.85
2022-06-10,9.85
2022-06-11,9.85
2022-06-12,9.85
2022-06-13,9.85
2022-06-14,9.85
2022-06-15,9.85
2022-06-16,9.85
2022-06-17,9.85
2022-06-18,9.85
2022-06-19,9.85
2022-06-20,9.85
2022-06-21,9.85
2022-06-22,9.85
2022-06-23,9.85
2022-06-24,9.85
2022-06-25,9.85
2022-06-26,9.85
2022-06-27,9.85
2022-06-28,9.85
2022-06-29,9.85
2022-06-30,9.85
2022-07-01,9.85
2022-07-02,9.85
2022-07-03,9.85
2022-07-04,9.85
2022-07-05,9.85
2022-07-06,9.85
2022-07-07,9.85
2022-07-08,9.85
2022-07-09,9.85
2022-07-10,9.85
2022-07-11,9.85
2022-07-12,9.85
2022-07-13,9.85
2022-07-14,9.85
2022-07-15,9.85
2022-07-16,9.85
2022-07-17,9.85
2022-07-18,9.85
2022-07-19,9.85
2022-07-20,9.85
2022-07-21,9.85
2022-07-22,9.85
2022-07-23,9.85
2022-07-24,9.85
2022-07-25,9.85
2022-07-26,9.85
2022-07-27,9.85
2022-07-28,9.85
2022-07-29,9.85
2022-07-30,9.85
2022-07-31,9.85
2022-08-01,9.85
2022-08-02,9.85
2022-08-03,9.85
2022-08-04,9.85
2022-08-05,9.85
2022-08-06,9.85
2022-08-07,9.85
2022-08-08,9.85
2022-08-09,9.85
2022-08-10,9.85
2022-08-11,9.85
2022-08-12,9.85
2022-08-13,9.85
2022-08-14,9.85
2022-08-15,9.85
2022-08-16,9.85
2022-08-17,9.85
2022-08-18,9.85
2022-08-19,9.85
2022-08-20,9.85
2022-08-21,9.85
2022-08-22,9.85
2022-08-23,9.85
2022-08-24,9.85
2022-08-25,9.85
2022-08-26,9.85
2022-08-27,9.85
2022-08-28,9.85
2022-08-29,9.85
2022-08-30,9.85
2022-08-31,9.85
2022-09-01,9.85
2022-09-02,9.85
2022-09-03,9.85
2022-09-04,9.85
2022-09-05,9.85
2022-09-06,9.85
2022-09-07,9.85
2022-09-08,9.85
2022-09-09,9.85
2022-09-10,9.85
2022-09-11,9.85
2022-09-12,9.85
2022-09-13,9.85
2022-09-14,9.85
2022-09-15,9.85
2022-09-16,9.85
2022-09-17,9.85
2022-09-18,9.85
2022-09-19,9.85
2022-09-20,9.85
2022-09-21,9.85
2022-09-22,9.85
2022-09-23,9.85
2022-09-24,9.85
2022-09-25,9.85
2022-09-26,9.85
2022-09-27,9.85
2022-09-28,9.85
2022-09-29,9.85
2022-09-30,9.85
2022-10-01,9.85
2022-10-02,9.85
2022-10-03,9.85
2022-10-04,9.85
2022-10-05,9.85
2022-10-06,9.85
2022-10-07,9.85
2022-10-08,9.85
2022-10-09,9.85
2022-10-10,9.85
2022-10-11,9.85
2022-10-12,9.85
2022-10-13,9.85
2022-10-14,9.85
2022-10-15,9.85
2022-10-16,9.85
2022-10-17,9.85
2022-10-18,9.85
2022-10-19,9.85
2022-10-20,9.85
2022-10-21,9.85
2022-10-22,9.85
2022-10-23,9.85
2022-10-24,9.85
2022-10-25,9.85
2022-10-26,9.85
2022-10-27,9.85
2022-10-28,9.85
2022-10-29,9.85
2022-10-30,9.85
2022-10-31,9.85
2022-11-01,9.85
2022-11-02,9.85
2022-11-03,9.85
2022-11-04,9.85
2022-11-05,9.85
2022-11-06,9.85
2022-11-07,9.85
2022-11-08,9.85
2022-11-09,9.85
2022-11-10,9.85
2022-11-11,9.85
2022-11-12,9.85
2022-11-13,9.85
2022-11-14,9.85
2022-11-15,9.85
2022-11-16,9.85
2022-11-17,9.85
2022-11-18,9.85
2022-11-19,9.85
2022-11-20,9.85
2022-11-21,9.85
2022-11-22,9.85
2022-11-23,9.85
2022-11-24,9.85
2022-11-25,9.85
2022-11-26,9.85
2022-11-27,9.85
2022-11-28,9.85
2022-11-29,9.85
2022-11-30,9.85
2022-12-01,9.85
2022-12-02,9.85
2022-12-03,9.85
2022-12-04,9.85
2022-12-05,9.85
2022-12-06,9.85
2022-12-07,9.85
2022-12-08,9.85
2022-12-09,9.85
2022-12-10,9.85
2022-12-11,9.85
2022-12-12,9.85
2022-12-13,9.85
2022-12-14,9.85
2022-12-15,9.85
2022-12-16,9.85
2022-12-17,9.85
2022-12-18,9.85
2022-12-19,9.85
2022-12-20,9.85
2022-12-21,9.85
2022-12-22,9.85
2022-12-23,9.85
2022-12-24,9.85
2022-12-25,9.85
2022-12-26,9.85
2022-12-27,9.85
2022-12-28,9.85
2022-12-29,9.85
2022-12-30,9.85
2022-12-31,9.85
2023-01-01,9.85
2023-01-02,9.85
2023-01-03,9.85
2023-01-04,9.85
2023-01-05,9.85
2023-01-06,9.85
2023-01-07,9.85
2023-01-08,9.85
2023-01-09,9.85
2023-01-10,9.85
2023-01-11,9.85
2023-01-12,9.85
2023-01-13,9.85
2023-01-14,9.85
2023-01-15,9.85
2023-01-16,9.85
2023-01-17,9.85
2023-01-18,9.85
2023-01-19,9.85
2023-01-20,9.85
2023-01-21,9.85
2023-01-22,9.85
2023-01-23,9.85
2023-01-24,9.85
2023-01-25,9.85
2023-01-26,9.85
2023-01-27,9.85
2023-01-28,9.85
2023-01-29,9.85
2023-01-30,9.85
2023-01-31,9.85
2023-02-01,9.85
2023-02-02,9.85
2023-02-03,9.85
2023-02-04,9.85
2023-02-05,9.85
2023-02-06,9.85
2023-02-07,9.85
2023-02-08,9.85
2023-02-09,9.85
2023-02-10,9.85
2023-02-11,9.85
2023-02-12,9.85
2023-02-13,9.85
2023-02-14,9.85
2023-02-15,9.85
2023-02-16,9.85
2023-02-17,9.85
2023-02-18,9.85
2023-02-19,9.85
2023-02-20,9.85
2023-02-21,9.85
2023-02-22,9.85
2023-02-23,9.85
2023-02-24,9.85
2023-02-25,9.85
2023-02-26,9.85
2023-02-27,9.85
2023-02-28,9.85
2023-03-01,9.85
2023-03-02,9.85
2023-03-03,9.85
2023-03-04,9.85
2023-03-05,9.85
2023-03-06,9.85
2023-03-07,9.85
2023-03-08,9.85
2023-03-09,9.85
2023-03-10,9.85
2023-03-11,9.85
2023-03-12,9.85
2023-03-13,9.85
2023-03-14,9.85
2023-03-15,9.85
2023-03-16,9.85
2023-03-17,9.85
2023-03-18,9.85
2023-03-19,9.85
2023-03-20,9.85
2023-03-21,9.85
2023-03-22,9.85
2023-03-23,9.85
2023-03-24,9.85
2023-03-25,9.85
2023-03-26,9.85
2023-03-27,9.85
2023-03-28,9.85
2023-03-29,9.85
2023-03-30,9.85
2023-03-31,9.85
2023-04-01,9.85
2023-04-02,9.85
2023-04-03,9.85
2023-04-04,9.85
2023-04-05,9.85
2023-04-06,9.85
2023-04-07,9.85
2023-04-08,9.85
2023-04-09,9.85
2023-04-10,9.85
2023-04-11,9.85
2023-04-12,9.85
2023-04-13,9.85
2023-04-14,9.85
2023-04-15,9.85
2023-04-16,9.85
2023-04-17,9.85
2023-04-18,9.85
2023-04-19,9.85
2023-04-20,9.85
2023-04-21,9.85
2023-04-22,9.85
2023-04-23,9.85
2023-04-24,9.85
2023-04-25,9.85
2023-04-26,9.85
2023-04-27,9.85
2023-04-28,9.85
2023-04-29,9.85
2023-04-30,9.85
2023-05-01,9.85
2023-05-02,9.85
2023-05-03,9.85
2023-05-04,9.85
2023-05-05,9.85
2023-05-06,9.85
2023-05-07,9.85
2023-05-08,9.85
2023-05-09,9.85
2023-05-10,9.85
2023-05-11,9.85
2023-05-12,9.85
2023-05-13,9.85
2023-05-14,9.85
2023-05-15,9.85
2023-05-16,9.85
2023-05-17,9.85
2023-05-18,9.85
2023-05-19,9.85
2023-05-20,9.85
2023-05-21,9.85
2023-05-22,9.85
2023-05-23,9.85
2023-05-24,9.85
2023-05-25,9.85
2023-05-26,9.85
2023-05-27,9.85
2023-05-28,9.85
2023-05-29,9.85
2023-05-30,9.85
2023-05-31,9.85
2023-06-01,9.85
2023-06-02,9.85
2023-06-03,9.85
2023-06-04,9.85
2023-06-05,9.85
2023-06-06,9.85
2023-06-07,9.85
2023-06-08,9.85
2023-06-09,9.85
2023-06-10,9.85
2023-06-11,9.85
2023-06-12,9.85
2023-06-13,9.85
2023-06-14,9.85
2023-06-15,9.85
2023-06-16,9.85
2023-06-17,9.85
2023-06-18,9.85
2023-06-19,9.85
2023-06-20,9.85
2023-06-21,9.85
2023-06-22,9.85
2023-06-23,9.85
