,LLY US Equity
2021-03-05,11.729
2021-03-06,11.738
2021-03-07,11.738
2021-03-08,11.738
2021-03-09,11.738
2021-03-10,11.738
2021-03-11,11.738
2021-03-12,11.738
2021-03-13,11.738
2021-03-14,11.738
2021-03-15,11.738
2021-03-16,11.746
2021-03-17,11.716
2021-03-18,11.716
2021-03-19,11.716
2021-03-20,11.716
2021-03-21,11.716
2021-03-22,11.716
2021-03-23,11.716
2021-03-24,11.716
2021-03-25,11.716
2021-03-26,11.716
2021-03-27,11.716
2021-03-28,11.716
2021-03-29,11.716
2021-03-30,11.716
2021-03-31,11.716
2021-04-01,11.716
2021-04-02,11.716
2021-04-03,11.716
2021-04-04,11.716
2021-04-05,11.716
2021-04-06,11.719
2021-04-07,11.719
2021-04-08,11.709
2021-04-09,11.709
2021-04-10,11.709
2021-04-11,11.709
2021-04-12,11.709
2021-04-13,11.863
2021-04-14,11.762
2021-04-15,11.762
2021-04-16,11.797
2021-04-17,11.797
2021-04-18,11.797
2021-04-19,11.796
2021-04-20,11.796
2021-04-21,11.777
2021-04-22,11.777
2021-04-23,11.777
2021-04-24,11.777
2021-04-25,11.777
2021-04-26,11.73
2021-04-27,11.607
2021-04-28,11.566
2021-04-29,11.444
2021-04-30,11.369
2021-05-01,11.369
2021-05-02,11.369
2021-05-03,11.369
2021-05-04,11.369
2021-05-05,11.369
2021-05-06,11.369
2021-05-07,11.369
2021-05-08,11.369
2021-05-09,11.369
2021-05-10,11.369
2021-05-11,11.369
2021-05-12,11.369
2021-05-13,11.369
2021-05-14,11.369
2021-05-15,11.369
2021-05-16,11.369
2021-05-17,11.369
2021-05-18,11.369
2021-05-19,11.369
2021-05-20,11.369
2021-05-21,11.369
2021-05-22,11.393
2021-05-23,11.393
2021-05-24,11.393
2021-05-25,11.393
2021-05-26,11.393
2021-05-27,11.393
2021-05-28,11.393
2021-05-29,11.393
2021-05-30,11.393
2021-05-31,11.393
2021-06-01,11.393
2021-06-02,11.393
2021-06-03,11.393
2021-06-04,11.393
2021-06-05,11.393
2021-06-06,11.393
2021-06-07,11.467
2021-06-08,11.467
2021-06-09,11.467
2021-06-10,11.467
2021-06-11,11.467
2021-06-12,11.467
2021-06-13,11.467
2021-06-14,11.463
2021-06-15,11.463
2021-06-16,11.463
2021-06-17,11.463
2021-06-18,11.463
2021-06-19,11.46
2021-06-20,11.46
2021-06-21,11.46
2021-06-22,11.46
2021-06-23,11.46
2021-06-24,11.563
2021-06-25,11.757
2021-06-26,11.757
2021-06-27,11.757
2021-06-28,11.757
2021-06-29,11.757
2021-06-30,11.757
2021-07-01,11.894
2021-07-02,11.678
2021-07-03,11.678
2021-07-04,11.678
2021-07-05,11.678
2021-07-06,11.7
2021-07-07,11.7
2021-07-08,12.119
2021-07-09,12.119
2021-07-10,12.119
2021-07-11,12.119
2021-07-12,12.119
2021-07-13,12.12
2021-07-14,12.12
2021-07-15,12.135
2021-07-16,12.177
2021-07-17,12.177
2021-07-18,12.177
2021-07-19,12.2
2021-07-20,12.2
2021-07-21,12.2
2021-07-22,12.2
2021-07-23,12.2
2021-07-24,12.2
2021-07-25,12.2
2021-07-26,12.2
2021-07-27,12.2
2021-07-28,12.183
2021-07-29,12.183
2021-07-30,12.183
2021-07-31,12.183
2021-08-01,12.183
2021-08-02,12.183
2021-08-03,12.11
2021-08-04,12.405
2021-08-05,12.405
2021-08-06,12.405
2021-08-07,12.405
2021-08-08,12.405
2021-08-09,12.405
2021-08-10,12.405
2021-08-11,12.405
2021-08-12,12.405
2021-08-13,12.405
2021-08-14,12.405
2021-08-15,12.405
2021-08-16,12.405
2021-08-17,12.405
2021-08-18,12.405
2021-08-19,12.405
2021-08-20,12.405
2021-08-21,12.405
2021-08-22,12.405
2021-08-23,12.405
2021-08-24,12.405
2021-08-25,12.405
2021-08-26,12.405
2021-08-27,12.405
2021-08-28,12.405
2021-08-29,12.405
2021-08-30,12.266
2021-08-31,12.266
2021-09-01,12.266
2021-09-02,12.439
2021-09-03,12.439
2021-09-04,12.439
2021-09-05,12.439
2021-09-06,12.439
2021-09-07,12.439
2021-09-08,12.439
2021-09-09,12.439
2021-09-10,12.439
2021-09-11,12.439
2021-09-12,12.439
2021-09-13,12.439
2021-09-14,12.439
2021-09-15,12.439
2021-09-16,12.439
2021-09-17,12.439
2021-09-18,12.439
2021-09-19,12.439
2021-09-20,12.603
2021-09-21,12.603
2021-09-22,12.603
2021-09-23,12.603
2021-09-24,12.613
2021-09-25,12.613
2021-09-26,12.613
2021-09-27,12.613
2021-09-28,12.613
2021-09-29,12.613
2021-09-30,12.613
2021-10-01,12.613
2021-10-02,12.613
2021-10-03,12.613
2021-10-04,12.613
2021-10-05,12.613
2021-10-06,12.613
2021-10-07,12.555
2021-10-08,12.549
2021-10-09,12.549
2021-10-10,12.549
2021-10-11,12.549
2021-10-12,12.549
2021-10-13,12.549
2021-10-14,12.537
2021-10-15,12.537
2021-10-16,12.537
2021-10-17,12.537
2021-10-18,12.531
2021-10-19,12.669
2021-10-20,12.669
2021-10-21,12.669
2021-10-22,12.669
2021-10-23,12.669
2021-10-24,12.669
2021-10-25,12.669
2021-10-26,12.598
2021-10-27,12.653
2021-10-28,12.653
2021-10-29,12.653
2021-10-30,12.653
2021-10-31,12.653
2021-11-01,12.653
2021-11-02,12.653
2021-11-03,12.653
2021-11-04,12.653
2021-11-05,12.653
2021-11-06,12.653
2021-11-07,12.653
2021-11-08,12.653
2021-11-09,12.653
2021-11-10,12.653
2021-11-11,12.653
2021-11-12,12.653
2021-11-13,12.653
2021-11-14,12.653
2021-11-15,12.653
2021-11-16,12.653
2021-11-17,12.653
2021-11-18,12.653
2021-11-19,12.653
2021-11-20,12.653
2021-11-21,12.653
2021-11-22,12.653
2021-11-23,12.688
2021-11-24,12.688
2021-11-25,12.688
2021-11-26,12.688
2021-11-27,12.688
2021-11-28,12.688
2021-11-29,12.688
2021-11-30,12.688
2021-12-01,12.485
2021-12-02,12.485
2021-12-03,12.485
2021-12-04,12.485
2021-12-05,12.485
2021-12-06,12.47
2021-12-07,12.47
2021-12-08,12.421
2021-12-09,12.421
2021-12-10,12.421
2021-12-11,12.421
2021-12-12,12.421
2021-12-13,12.421
2021-12-14,12.277
2021-12-15,12.238
2021-12-16,12.346
2021-12-17,12.302
2021-12-18,12.302
2021-12-19,12.302
2021-12-20,12.291
2021-12-21,12.291
2021-12-22,12.291
2021-12-23,12.291
2021-12-24,12.291
2021-12-25,12.291
2021-12-26,12.291
2021-12-27,12.291
2021-12-28,12.291
2021-12-29,12.291
2021-12-30,12.291
2021-12-31,12.291
2022-01-01,12.291
2022-01-02,12.304
2022-01-03,12.345
2022-01-04,12.42
2022-01-05,12.42
2022-01-06,12.416
2022-01-07,12.416
2022-01-08,12.416
2022-01-09,12.416
2022-01-10,12.416
2022-01-11,12.416
2022-01-12,12.416
2022-01-13,12.416
2022-01-14,12.416
2022-01-15,12.416
2022-01-16,12.416
2022-01-17,12.416
2022-01-18,12.416
2022-01-19,12.416
2022-01-20,12.419
2022-01-21,12.419
2022-01-22,12.419
2022-01-23,12.419
2022-01-24,12.419
2022-01-25,12.427
2022-01-26,12.335
2022-01-27,12.335
2022-01-28,12.335
2022-01-29,12.335
2022-01-30,12.335
2022-01-31,12.333
2022-02-01,12.351
2022-02-02,12.351
2022-02-03,12.244
2022-02-04,12.196
2022-02-05,12.196
2022-02-06,12.196
2022-02-07,12.148
2022-02-08,12.148
2022-02-09,12.148
2022-02-10,12.148
2022-02-11,12.123
2022-02-12,12.123
2022-02-13,12.123
2022-02-14,12.123
2022-02-15,12.123
2022-02-16,12.123
2022-02-17,12.112
2022-02-18,12.112
2022-02-19,12.112
2022-02-20,12.112
2022-02-21,12.012
2022-02-22,12.012
2022-02-23,12.012
2022-02-24,12.001
2022-02-25,12.001
2022-02-26,12.001
2022-02-27,12.001
2022-02-28,12.001
2022-03-01,12.001
2022-03-02,12.001
2022-03-03,12.009
2022-03-04,12.009
2022-03-05,12.009
2022-03-06,12.009
2022-03-07,12.072
2022-03-08,12.072
2022-03-09,12.072
2022-03-10,12.072
2022-03-11,12.072
2022-03-12,12.072
2022-03-13,12.072
2022-03-14,12.072
2022-03-15,12.072
2022-03-16,12.072
2022-03-17,12.072
2022-03-18,12.134
2022-03-19,12.134
2022-03-20,12.134
2022-03-21,12.134
2022-03-22,12.133
2022-03-23,12.133
2022-03-24,12.133
2022-03-25,12.133
2022-03-26,12.133
2022-03-27,12.133
2022-03-28,12.133
2022-03-29,12.133
2022-03-30,12.133
2022-03-31,12.132
2022-04-01,12.237
2022-04-02,12.237
2022-04-03,12.237
2022-04-04,12.189
2022-04-05,12.189
2022-04-06,12.261
2022-04-07,12.256
2022-04-08,12.256
2022-04-09,12.256
2022-04-10,12.256
2022-04-11,12.256
2022-04-12,12.186
2022-04-13,12.188
2022-04-14,12.188
2022-04-15,12.188
2022-04-16,12.188
2022-04-17,12.188
2022-04-18,12.19
2022-04-19,12.19
2022-04-20,12.069
2022-04-21,12.069
2022-04-22,12.069
2022-04-23,12.069
2022-04-24,12.069
2022-04-25,12.069
2022-04-26,12.064
2022-04-27,12.039
2022-04-28,11.928
2022-04-29,11.933
2022-04-30,11.929
2022-05-01,11.91
2022-05-02,11.88
2022-05-03,11.847
2022-05-04,11.847
2022-05-05,11.868
2022-05-06,11.868
2022-05-07,11.868
2022-05-08,11.868
2022-05-09,11.868
2022-05-10,11.868
2022-05-11,11.928
2022-05-12,11.935
2022-05-13,11.935
2022-05-14,11.935
2022-05-15,11.935
2022-05-16,11.935
2022-05-17,11.935
2022-05-18,11.935
2022-05-19,11.935
2022-05-20,11.935
2022-05-21,11.935
2022-05-22,11.945
2022-05-23,11.945
2022-05-24,11.945
2022-05-25,11.945
2022-05-26,11.945
2022-05-27,11.945
2022-05-28,11.945
2022-05-29,11.945
2022-05-30,11.945
2022-05-31,11.945
2022-06-01,11.957
2022-06-02,11.949
2022-06-03,11.838
2022-06-04,11.838
2022-06-05,11.838
2022-06-06,11.842
2022-06-07,11.842
2022-06-08,11.758
2022-06-09,11.758
2022-06-10,11.758
2022-06-11,11.758
2022-06-12,11.758
2022-06-13,11.758
2022-06-14,11.758
2022-06-15,11.758
2022-06-16,11.758
2022-06-17,11.758
2022-06-18,11.758
2022-06-19,11.758
2022-06-20,11.758
2022-06-21,11.758
2022-06-22,11.774
2022-06-23,11.774
2022-06-24,11.774
2022-06-25,11.774
2022-06-26,11.774
2022-06-27,11.774
2022-06-28,11.774
2022-06-29,11.774
2022-06-30,11.774
2022-07-01,11.774
2022-07-02,11.774
2022-07-03,11.774
2022-07-04,11.774
2022-07-05,11.774
2022-07-06,11.774
2022-07-07,11.792
2022-07-08,11.853
2022-07-09,11.853
2022-07-10,11.853
2022-07-11,11.853
2022-07-12,11.854
2022-07-13,11.854
2022-07-14,11.854
2022-07-15,11.854
2022-07-16,11.854
2022-07-17,11.868
2022-07-18,11.843
2022-07-19,11.843
2022-07-20,11.843
2022-07-21,11.843
2022-07-22,11.876
2022-07-23,11.876
2022-07-24,11.876
2022-07-25,11.876
2022-07-26,11.876
2022-07-27,11.903
2022-07-28,11.903
2022-07-29,11.903
2022-07-30,11.903
2022-07-31,11.903
2022-08-01,11.894
2022-08-02,11.894
2022-08-03,11.894
2022-08-04,11.906
2022-08-05,11.863
2022-08-06,11.877
2022-08-07,11.877
2022-08-08,11.877
2022-08-09,11.893
2022-08-10,11.893
2022-08-11,11.893
2022-08-12,11.893
2022-08-13,11.893
2022-08-14,11.893
2022-08-15,11.893
2022-08-16,11.893
2022-08-17,11.935
2022-08-18,11.935
2022-08-19,11.935
2022-08-20,11.935
2022-08-21,11.935
2022-08-22,11.935
2022-08-23,11.935
2022-08-24,11.935
2022-08-25,12.003
2022-08-26,12.003
2022-08-27,12.003
2022-08-28,12.003
2022-08-29,12.003
2022-08-30,12.003
2022-08-31,12.003
2022-09-01,12.04
2022-09-02,12.04
2022-09-03,12.04
2022-09-04,12.04
2022-09-05,12.04
2022-09-06,12.04
2022-09-07,12.222
2022-09-08,12.222
2022-09-09,12.222
2022-09-10,12.222
2022-09-11,12.222
2022-09-12,12.222
2022-09-13,12.209
2022-09-14,12.209
2022-09-15,12.209
2022-09-16,12.209
2022-09-17,12.209
2022-09-18,12.209
2022-09-19,12.273
2022-09-20,12.273
2022-09-21,12.273
2022-09-22,12.282
2022-09-23,12.282
2022-09-24,12.282
2022-09-25,12.282
2022-09-26,12.282
2022-09-27,12.085
2022-09-28,12.085
2022-09-29,12.085
2022-09-30,12.085
2022-10-01,12.085
2022-10-02,12.085
2022-10-03,12.085
2022-10-04,12.085
2022-10-05,12.085
2022-10-06,12.085
2022-10-07,12.111
2022-10-08,12.111
2022-10-09,12.143
2022-10-10,12.143
2022-10-11,12.147
2022-10-12,12.152
2022-10-13,12.142
2022-10-14,12.205
2022-10-15,12.205
2022-10-16,12.205
2022-10-17,12.206
2022-10-18,12.199
2022-10-19,12.199
2022-10-20,12.235
2022-10-21,12.235
2022-10-22,12.235
2022-10-23,12.235
2022-10-24,12.307
2022-10-25,12.307
2022-10-26,12.315
2022-10-27,12.315
2022-10-28,12.315
2022-10-29,12.315
2022-10-30,12.315
2022-10-31,12.296
2022-11-01,12.392
2022-11-02,12.386
2022-11-03,12.386
2022-11-04,12.434
2022-11-05,12.434
2022-11-06,12.434
2022-11-07,12.454
2022-11-08,12.454
2022-11-09,12.454
2022-11-10,12.454
2022-11-11,12.454
2022-11-12,12.454
2022-11-13,12.454
2022-11-14,12.45
2022-11-15,12.372
2022-11-16,12.365
2022-11-17,12.379
2022-11-18,12.379
2022-11-19,12.379
2022-11-20,12.379
2022-11-21,12.369
2022-11-22,12.52
2022-11-23,12.515
2022-11-24,12.515
2022-11-25,12.515
2022-11-26,12.515
2022-11-27,12.515
2022-11-28,12.515
2022-11-29,12.515
2022-11-30,12.498
2022-12-01,12.498
2022-12-02,12.498
2022-12-03,12.498
2022-12-04,12.498
2022-12-05,12.412
2022-12-06,12.422
2022-12-07,12.477
2022-12-08,12.477
2022-12-09,12.392
2022-12-10,12.392
2022-12-11,12.392
2022-12-12,12.392
2022-12-13,12.034
2022-12-14,12.067
2022-12-15,11.998
2022-12-16,11.957
2022-12-17,11.957
2022-12-18,11.957
2022-12-19,11.897
2022-12-20,11.897
2022-12-21,11.897
2022-12-22,11.897
2022-12-23,11.897
2022-12-24,11.897
2022-12-25,11.897
2022-12-26,11.897
2022-12-27,11.897
2022-12-28,11.897
2022-12-29,11.897
2022-12-30,11.897
2022-12-31,11.897
2023-01-01,11.897
2023-01-02,11.897
2023-01-03,11.884
2023-01-04,11.884
2023-01-05,11.884
2023-01-06,11.829
2023-01-07,11.829
2023-01-08,11.829
2023-01-09,11.829
2023-01-10,11.829
2023-01-11,11.829
2023-01-12,11.853
2023-01-13,11.853
2023-01-14,11.853
2023-01-15,11.853
2023-01-16,11.853
2023-01-17,11.853
2023-01-18,11.875
2023-01-19,11.845
2023-01-20,11.845
2023-01-21,11.845
2023-01-22,11.845
2023-01-23,11.851
2023-01-24,11.851
2023-01-25,11.879
2023-01-26,11.891
2023-01-27,11.859
2023-01-28,11.859
2023-01-29,11.859
2023-01-30,11.859
2023-01-31,11.839
2023-02-01,11.839
2023-02-02,11.785
2023-02-03,11.826
2023-02-04,11.827
2023-02-05,11.827
2023-02-06,11.827
2023-02-07,11.827
2023-02-08,11.835
2023-02-09,11.835
2023-02-10,11.714
2023-02-11,11.714
2023-02-12,11.714
2023-02-13,11.687
2023-02-14,11.687
2023-02-15,11.687
2023-02-16,11.689
2023-02-17,11.689
2023-02-18,11.689
2023-02-19,11.689
2023-02-20,11.785
2023-02-21,11.785
2023-02-22,11.785
2023-02-23,11.785
2023-02-24,11.785
2023-02-25,11.785
2023-02-26,11.785
2023-02-27,11.785
2023-02-28,11.785
2023-03-01,11.77
2023-03-02,11.863
2023-03-03,11.863
2023-03-04,11.806
2023-03-05,11.806
2023-03-06,11.758
2023-03-07,11.758
2023-03-08,11.758
2023-03-09,11.758
2023-03-10,11.771
2023-03-11,11.771
2023-03-12,11.78
2023-03-13,11.78
2023-03-14,11.78
2023-03-15,11.78
2023-03-16,11.78
2023-03-17,11.78
2023-03-18,11.78
2023-03-19,11.78
2023-03-20,11.78
2023-03-21,11.78
2023-03-22,11.78
2023-03-23,11.78
2023-03-24,11.78
2023-03-25,11.78
2023-03-26,11.78
2023-03-27,11.78
2023-03-28,11.78
2023-03-29,11.78
2023-03-30,11.78
2023-03-31,11.787
2023-04-01,11.787
2023-04-02,11.74
2023-04-03,11.74
2023-04-04,11.73
2023-04-05,11.73
2023-04-06,11.73
2023-04-07,11.73
2023-04-08,11.73
2023-04-09,11.73
2023-04-10,11.754
2023-04-11,11.754
2023-04-12,11.756
2023-04-13,11.77
2023-04-14,11.795
2023-04-15,11.795
2023-04-16,11.773
2023-04-17,11.774
2023-04-18,11.776
2023-04-19,11.785
2023-04-20,11.785
2023-04-21,11.802
2023-04-22,11.802
2023-04-23,11.802
2023-04-24,11.802
2023-04-25,11.865
2023-04-26,11.865
2023-04-27,11.919
2023-04-28,12.02
2023-04-29,11.996
2023-04-30,11.996
2023-05-01,11.979
2023-05-02,11.979
2023-05-03,12.012
2023-05-04,12.013
2023-05-05,12.013
2023-05-06,12.013
2023-05-07,12.013
2023-05-08,12.027
2023-05-09,12.027
2023-05-10,12.027
2023-05-11,11.994
2023-05-12,12.031
2023-05-13,12.031
2023-05-14,12.032
2023-05-15,12.011
2023-05-16,12.011
2023-05-17,12.011
2023-05-18,12.011
2023-05-19,12.011
2023-05-20,12.011
2023-05-21,12.011
2023-05-22,12.011
2023-05-23,12.032
2023-05-24,12.07
2023-05-25,12.1
2023-05-26,12.1
2023-05-27,12.1
2023-05-28,12.1
2023-05-29,12.1
2023-05-30,12.066
2023-05-31,12.066
2023-06-01,12.077
2023-06-02,12.077
2023-06-03,12.077
2023-06-04,12.077
2023-06-05,12.077
2023-06-06,12.077
2023-06-07,12.077
2023-06-08,12.077
2023-06-09,12.077
2023-06-10,12.077
2023-06-11,12.077
2023-06-12,12.077
2023-06-13,12.077
2023-06-14,12.077
2023-06-15,12.077
2023-06-16,12.077
2023-06-17,12.077
2023-06-18,12.077
2023-06-19,12.117
2023-06-20,12.122
2023-06-21,12.117
2023-06-22,12.117
2023-06-23,12.117
