,MRO US Equity
2020-05-26,0.336
2020-05-27,0.336
2020-05-28,0.336
2020-05-29,0.336
2020-05-30,0.336
2020-05-31,0.336
2020-06-01,0.336
2020-06-02,0.336
2020-06-03,0.336
2020-06-04,0.336
2020-06-05,0.336
2020-06-06,0.336
2020-06-07,0.336
2020-06-08,0.336
2020-06-09,0.336
2020-06-10,0.336
2020-06-11,0.336
2020-06-12,0.336
2020-06-13,0.336
2020-06-14,0.336
2020-06-15,0.336
2020-06-16,0.336
2020-06-17,0.336
2020-06-18,0.336
2020-06-19,0.336
2020-06-20,0.336
2020-06-21,1.073
2020-06-22,1.073
2020-06-23,1.073
2020-06-24,1.073
2020-06-25,1.073
2020-06-26,1.073
2020-06-27,1.073
2020-06-28,1.073
2020-06-29,1.073
2020-06-30,1.073
2020-07-01,1.073
2020-07-02,1.073
2020-07-03,1.073
2020-07-04,1.073
2020-07-05,1.073
2020-07-06,1.073
2020-07-07,1.073
2020-07-08,1.073
2020-07-09,1.073
2020-07-10,1.073
2020-07-11,1.073
2020-07-12,1.073
2020-07-13,1.056
2020-07-14,1.063
2020-07-15,0.846
2020-07-16,0.846
2020-07-17,0.831
2020-07-18,0.831
2020-07-19,0.831
2020-07-20,0.831
2020-07-21,0.831
2020-07-22,0.831
2020-07-23,0.831
2020-07-24,0.836
2020-07-25,0.836
2020-07-26,0.836
2020-07-27,0.836
2020-07-28,0.836
2020-07-29,0.836
2020-07-30,0.836
2020-07-31,0.836
2020-08-01,0.836
2020-08-02,0.836
2020-08-03,0.836
2020-08-04,0.836
2020-08-05,0.836
2020-08-06,0.855
2020-08-07,0.844
2020-08-08,0.906
2020-08-09,0.906
2020-08-10,0.906
2020-08-11,0.906
2020-08-12,0.906
2020-08-13,0.904
2020-08-14,0.904
2020-08-15,0.904
2020-08-16,0.904
2020-08-17,0.904
2020-08-18,0.904
2020-08-19,0.904
2020-08-20,0.904
2020-08-21,0.904
2020-08-22,0.904
2020-08-23,0.904
2020-08-24,0.904
2020-08-25,0.904
2020-08-26,0.904
2020-08-27,0.904
2020-08-28,0.788
2020-08-29,0.788
2020-08-30,0.788
2020-08-31,0.788
2020-09-01,0.788
2020-09-02,0.788
2020-09-03,0.788
2020-09-04,0.788
2020-09-05,0.788
2020-09-06,0.788
2020-09-07,0.788
2020-09-08,0.788
2020-09-09,0.788
2020-09-10,0.788
2020-09-11,0.788
2020-09-12,0.788
2020-09-13,0.788
2020-09-14,0.788
2020-09-15,0.788
2020-09-16,0.741
2020-09-17,0.741
2020-09-18,0.741
2020-09-19,0.741
2020-09-20,0.741
2020-09-21,0.741
2020-09-22,0.741
2020-09-23,0.735
2020-09-24,0.735
2020-09-25,0.735
2020-09-26,0.735
2020-09-27,0.735
2020-09-28,0.735
2020-09-29,0.735
2020-09-30,0.735
2020-10-01,0.716
2020-10-02,0.732
2020-10-03,0.732
2020-10-04,0.732
2020-10-05,0.738
2020-10-06,0.738
2020-10-07,0.738
2020-10-08,0.767
2020-10-09,0.91
2020-10-10,0.91
2020-10-11,0.91
2020-10-12,0.91
2020-10-13,1.037
2020-10-14,1.037
2020-10-15,1.037
2020-10-16,1.037
2020-10-17,1.037
2020-10-18,1.037
2020-10-19,1.037
2020-10-20,1.036
2020-10-21,1.036
2020-10-22,1.036
2020-10-23,1.036
2020-10-24,1.036
2020-10-25,1.036
2020-10-26,1.036
2020-10-27,1.036
2020-10-28,1.065
2020-10-29,1.065
2020-10-30,1.065
2020-10-31,1.065
2020-11-01,1.065
2020-11-02,1.065
2020-11-03,1.065
2020-11-04,1.065
2020-11-05,1.04
2020-11-06,1.188
2020-11-07,1.188
2020-11-08,1.188
2020-11-09,1.188
2020-11-10,1.216
2020-11-11,1.216
2020-11-12,1.188
2020-11-13,1.188
2020-11-14,1.188
2020-11-15,1.188
2020-11-16,1.188
2020-11-17,1.188
2020-11-18,1.188
2020-11-19,1.188
2020-11-20,1.188
2020-11-21,1.188
2020-11-22,1.188
2020-11-23,1.188
2020-11-24,1.188
2020-11-25,1.188
2020-11-26,1.188
2020-11-27,1.188
2020-11-28,1.188
2020-11-29,1.188
2020-11-30,1.188
2020-12-01,1.188
2020-12-02,1.188
2020-12-03,1.188
2020-12-04,1.188
2020-12-05,1.188
2020-12-06,1.188
2020-12-07,1.178
2020-12-08,1.184
2020-12-09,1.184
2020-12-10,1.184
2020-12-11,1.184
2020-12-12,1.184
2020-12-13,1.184
2020-12-14,1.184
2020-12-15,1.184
2020-12-16,1.184
2020-12-17,1.196
2020-12-18,1.196
2020-12-19,1.196
2020-12-20,1.196
2020-12-21,1.196
2020-12-22,1.196
2020-12-23,0.928
2020-12-24,0.928
2020-12-25,0.928
2020-12-26,0.928
2020-12-27,0.928
2020-12-28,0.928
2020-12-29,0.928
2020-12-30,0.928
2020-12-31,0.928
2021-01-01,0.928
2021-01-02,0.928
2021-01-03,0.937
2021-01-04,0.894
2021-01-05,0.894
2021-01-06,0.894
2021-01-07,0.894
2021-01-08,0.894
2021-01-09,0.894
2021-01-10,0.894
2021-01-11,1.013
2021-01-12,1.031
2021-01-13,1.031
2021-01-14,1.133
2021-01-15,1.125
2021-01-16,1.125
2021-01-17,1.125
2021-01-18,1.125
2021-01-19,1.125
2021-01-20,1.125
2021-01-21,1.125
2021-01-22,1.125
2021-01-23,1.125
2021-01-24,1.125
2021-01-25,1.087
2021-01-26,1.087
2021-01-27,1.087
2021-01-28,1.087
2021-01-29,1.087
2021-01-30,1.087
2021-01-31,1.087
2021-02-01,1.087
2021-02-02,1.087
2021-02-03,1.087
2021-02-04,1.087
2021-02-05,1.087
2021-02-06,1.087
2021-02-07,1.087
2021-02-08,1.087
2021-02-09,1.087
2021-02-10,1.087
2021-02-11,1.087
2021-02-12,1.087
2021-02-13,1.087
2021-02-14,1.087
2021-02-15,1.087
2021-02-16,1.087
2021-02-17,1.087
2021-02-18,1.087
2021-02-19,1.087
2021-02-20,1.087
2021-02-21,1.087
2021-02-22,1.087
2021-02-23,1.018
2021-02-24,1.071
2021-02-25,1.071
2021-02-26,1.152
2021-02-27,1.152
2021-02-28,1.152
2021-03-01,1.152
2021-03-02,1.152
2021-03-03,1.152
2021-03-04,1.122
2021-03-05,1.122
2021-03-06,1.043
2021-03-07,1.043
2021-03-08,1.043
2021-03-09,1.043
2021-03-10,1.043
2021-03-11,1.043
2021-03-12,1.043
2021-03-13,1.043
2021-03-14,1.043
2021-03-15,1.103
2021-03-16,1.103
2021-03-17,1.097
2021-03-18,1.097
2021-03-19,1.097
2021-03-20,1.097
2021-03-21,1.097
2021-03-22,1.097
2021-03-23,1.097
2021-03-24,1.097
2021-03-25,1.097
2021-03-26,1.097
2021-03-27,1.097
2021-03-28,1.097
2021-03-29,1.097
2021-03-30,1.097
2021-03-31,1.097
2021-04-01,1.097
2021-04-02,1.097
2021-04-03,1.097
2021-04-04,1.097
2021-04-05,1.097
2021-04-06,1.097
2021-04-07,1.097
2021-04-08,1.097
2021-04-09,1.097
2021-04-10,1.097
2021-04-11,1.092
2021-04-12,1.059
2021-04-13,1.064
2021-04-14,1.081
2021-04-15,1.106
2021-04-16,1.106
2021-04-17,1.106
2021-04-18,1.106
2021-04-19,1.106
2021-04-20,1.106
2021-04-21,1.12
2021-04-22,1.129
2021-04-23,1.129
2021-04-24,1.129
2021-04-25,1.129
2021-04-26,1.119
2021-04-27,1.119
2021-04-28,1.119
2021-04-29,1.119
2021-04-30,1.119
2021-05-01,1.119
2021-05-02,1.119
2021-05-03,1.129
2021-05-04,1.129
2021-05-05,1.129
2021-05-06,1.139
2021-05-07,1.134
2021-05-08,1.214
2021-05-09,1.214
2021-05-10,1.214
2021-05-11,1.233
2021-05-12,1.248
2021-05-13,1.307
2021-05-14,1.307
2021-05-15,1.307
2021-05-16,1.307
2021-05-17,1.307
2021-05-18,1.307
2021-05-19,1.337
2021-05-20,1.337
2021-05-21,1.337
2021-05-22,1.337
2021-05-23,1.337
2021-05-24,1.334
2021-05-25,1.334
2021-05-26,1.394
2021-05-27,1.394
2021-05-28,1.394
2021-05-29,1.394
2021-05-30,1.394
2021-05-31,1.394
2021-06-01,1.394
2021-06-02,1.394
2021-06-03,1.372
2021-06-04,1.372
2021-06-05,1.372
2021-06-06,1.372
2021-06-07,1.372
2021-06-08,1.396
2021-06-09,1.396
2021-06-10,1.396
2021-06-11,1.396
2021-06-12,1.396
2021-06-13,1.396
2021-06-14,1.396
2021-06-15,1.396
2021-06-16,1.396
2021-06-17,1.412
2021-06-18,1.412
2021-06-19,1.412
2021-06-20,1.412
2021-06-21,1.412
2021-06-22,1.412
2021-06-23,1.412
2021-06-24,1.412
2021-06-25,1.412
2021-06-26,1.412
2021-06-27,1.412
2021-06-28,1.412
2021-06-29,1.412
2021-06-30,1.444
2021-07-01,1.444
2021-07-02,1.444
2021-07-03,1.444
2021-07-04,1.444
2021-07-05,1.444
2021-07-06,1.449
2021-07-07,1.449
2021-07-08,1.449
2021-07-09,1.449
2021-07-10,1.449
2021-07-11,1.449
2021-07-12,1.449
2021-07-13,1.448
2021-07-14,1.528
2021-07-15,1.517
2021-07-16,1.509
2021-07-17,1.509
2021-07-18,1.559
2021-07-19,1.559
2021-07-20,1.558
2021-07-21,1.558
2021-07-22,1.558
2021-07-23,1.558
2021-07-24,1.558
2021-07-25,1.558
2021-07-26,1.543
2021-07-27,1.554
2021-07-28,1.554
2021-07-29,1.554
2021-07-30,1.554
2021-07-31,1.554
2021-08-01,1.554
2021-08-02,1.554
2021-08-03,1.554
2021-08-04,1.554
2021-08-05,1.375
2021-08-06,1.385
2021-08-07,1.385
2021-08-08,1.378
2021-08-09,1.419
2021-08-10,1.385
2021-08-11,1.385
2021-08-12,1.378
2021-08-13,1.378
2021-08-14,1.378
2021-08-15,1.378
2021-08-16,1.378
2021-08-17,1.378
2021-08-18,1.378
2021-08-19,1.378
2021-08-20,1.378
2021-08-21,1.378
2021-08-22,1.378
2021-08-23,1.378
2021-08-24,1.378
2021-08-25,1.378
2021-08-26,1.378
2021-08-27,1.378
2021-08-28,1.378
2021-08-29,1.378
2021-08-30,1.378
2021-08-31,1.359
2021-09-01,1.359
2021-09-02,1.34
2021-09-03,1.34
2021-09-04,1.34
2021-09-05,1.34
2021-09-06,1.34
2021-09-07,1.354
2021-09-08,1.354
2021-09-09,1.354
2021-09-10,1.354
2021-09-11,1.354
2021-09-12,1.354
2021-09-13,1.354
2021-09-14,1.354
2021-09-15,1.356
2021-09-16,1.356
2021-09-17,1.356
2021-09-18,1.356
2021-09-19,1.356
2021-09-20,1.356
2021-09-21,1.356
2021-09-22,1.379
2021-09-23,1.379
2021-09-24,1.383
2021-09-25,1.383
2021-09-26,1.383
2021-09-27,1.397
2021-09-28,1.405
2021-09-29,1.405
2021-09-30,1.405
2021-10-01,1.405
2021-10-02,1.405
2021-10-03,1.405
2021-10-04,1.428
2021-10-05,1.428
2021-10-06,1.428
2021-10-07,1.428
2021-10-08,1.457
2021-10-09,1.457
2021-10-10,1.457
2021-10-11,1.457
2021-10-12,1.527
2021-10-13,1.525
2021-10-14,1.594
2021-10-15,1.586
2021-10-16,1.586
2021-10-17,1.586
2021-10-18,1.703
2021-10-19,1.781
2021-10-20,1.781
2021-10-21,1.781
2021-10-22,1.781
2021-10-23,1.781
2021-10-24,1.781
2021-10-25,1.822
2021-10-26,1.822
2021-10-27,1.822
2021-10-28,1.822
2021-10-29,1.822
2021-10-30,1.822
2021-10-31,1.822
2021-11-01,1.822
2021-11-02,1.822
2021-11-03,1.822
2021-11-04,1.881
2021-11-05,1.881
2021-11-06,1.881
2021-11-07,1.881
2021-11-08,1.91
2021-11-09,1.787
2021-11-10,1.737
2021-11-11,1.786
2021-11-12,1.796
2021-11-13,1.796
2021-11-14,1.796
2021-11-15,1.796
2021-11-16,1.796
2021-11-17,1.801
2021-11-18,1.801
2021-11-19,1.801
2021-11-20,1.801
2021-11-21,1.801
2021-11-22,1.801
2021-11-23,1.801
2021-11-24,1.801
2021-11-25,1.801
2021-11-26,1.801
2021-11-27,1.801
2021-11-28,1.845
2021-11-29,1.845
2021-11-30,1.845
2021-12-01,1.845
2021-12-02,1.879
2021-12-03,1.584
2021-12-04,1.584
2021-12-05,1.584
2021-12-06,1.584
2021-12-07,1.583
2021-12-08,1.583
2021-12-09,1.583
2021-12-10,1.583
2021-12-11,1.583
2021-12-12,1.583
2021-12-13,1.583
2021-12-14,1.583
2021-12-15,1.583
2021-12-16,1.583
2021-12-17,1.583
2021-12-18,1.583
2021-12-19,1.583
2021-12-20,1.583
2021-12-21,1.583
2021-12-22,1.583
2021-12-23,1.583
2021-12-24,1.583
2021-12-25,1.583
2021-12-26,1.583
2021-12-27,1.583
2021-12-28,1.57
2021-12-29,1.57
2021-12-30,1.57
2021-12-31,1.57
2022-01-01,1.57
2022-01-02,1.57
2022-01-03,1.57
2022-01-04,1.699
2022-01-05,1.694
2022-01-06,1.714
2022-01-07,1.714
2022-01-08,1.714
2022-01-09,1.714
2022-01-10,1.668
2022-01-11,1.668
2022-01-12,1.749
2022-01-13,1.722
2022-01-14,1.749
2022-01-15,1.749
2022-01-16,1.749
2022-01-17,1.749
2022-01-18,1.755
2022-01-19,1.755
2022-01-20,1.755
2022-01-21,1.741
2022-01-22,1.745
2022-01-23,1.745
2022-01-24,1.701
2022-01-25,1.59
2022-01-26,1.59
2022-01-27,1.59
2022-01-28,1.59
2022-01-29,1.59
2022-01-30,1.59
2022-01-31,1.59
2022-02-01,1.59
2022-02-02,1.66
2022-02-03,1.66
2022-02-04,1.66
2022-02-05,1.66
2022-02-06,1.66
2022-02-07,1.693
2022-02-08,1.693
2022-02-09,1.693
2022-02-10,1.693
2022-02-11,1.693
2022-02-12,1.693
2022-02-13,1.693
2022-02-14,1.693
2022-02-15,1.693
2022-02-16,1.693
2022-02-17,1.855
2022-02-18,1.886
2022-02-19,1.886
2022-02-20,1.886
2022-02-21,1.886
2022-02-22,1.965
2022-02-23,2.004
2022-02-24,2.004
2022-02-25,2.004
2022-02-26,2.004
2022-02-27,2.004
2022-02-28,1.981
2022-03-01,1.981
2022-03-02,1.981
2022-03-03,2.085
2022-03-04,2.085
2022-03-05,2.085
2022-03-06,2.085
2022-03-07,2.153
2022-03-08,2.153
2022-03-09,2.153
2022-03-10,2.229
2022-03-11,2.229
2022-03-12,2.229
2022-03-13,2.323
2022-03-14,2.391
2022-03-15,2.391
2022-03-16,2.391
2022-03-17,2.387
2022-03-18,2.551
2022-03-19,2.551
2022-03-20,2.551
2022-03-21,2.551
2022-03-22,2.629
2022-03-23,2.629
2022-03-24,2.629
2022-03-25,2.727
2022-03-26,2.727
2022-03-27,2.727
2022-03-28,2.77
2022-03-29,2.672
2022-03-30,2.672
2022-03-31,2.686
2022-04-01,2.686
2022-04-02,2.686
2022-04-03,2.686
2022-04-04,2.697
2022-04-05,2.697
2022-04-06,2.986
2022-04-07,2.986
2022-04-08,3.014
2022-04-09,3.014
2022-04-10,3.014
2022-04-11,2.987
2022-04-12,2.956
2022-04-13,2.956
2022-04-14,2.923
2022-04-15,2.923
2022-04-16,2.923
2022-04-17,2.928
2022-04-18,2.924
2022-04-19,2.924
2022-04-20,2.978
2022-04-21,2.849
2022-04-22,2.903
2022-04-23,2.903
2022-04-24,2.903
2022-04-25,2.929
2022-04-26,2.929
2022-04-27,2.929
2022-04-28,2.929
2022-04-29,2.929
2022-04-30,2.929
2022-05-01,2.929
2022-05-02,2.929
2022-05-03,2.93
2022-05-04,2.93
2022-05-05,2.953
2022-05-06,2.982
2022-05-07,2.982
2022-05-08,2.938
2022-05-09,2.938
2022-05-10,2.963
2022-05-11,2.977
2022-05-12,3.034
2022-05-13,3.034
2022-05-14,3.034
2022-05-15,3.034
2022-05-16,3.127
2022-05-17,3.195
2022-05-18,3.195
2022-05-19,3.195
2022-05-20,3.2
2022-05-21,3.2
2022-05-22,3.2
2022-05-23,3.247
2022-05-24,3.223
2022-05-25,3.4
2022-05-26,3.4
2022-05-27,3.4
2022-05-28,3.4
2022-05-29,3.4
2022-05-30,3.4
2022-05-31,3.4
2022-06-01,3.4
2022-06-02,3.4
2022-06-03,3.4
2022-06-04,3.4
2022-06-05,3.4
2022-06-06,3.695
2022-06-07,3.695
2022-06-08,3.695
2022-06-09,3.695
2022-06-10,3.695
2022-06-11,3.695
2022-06-12,3.695
2022-06-13,3.79
2022-06-14,3.79
2022-06-15,3.79
2022-06-16,3.79
2022-06-17,3.79
2022-06-18,3.79
2022-06-19,3.79
2022-06-20,3.79
2022-06-21,3.809
2022-06-22,3.809
2022-06-23,3.809
2022-06-24,3.809
2022-06-25,3.678
2022-06-26,3.678
2022-06-27,3.678
2022-06-28,3.678
2022-06-29,3.678
2022-06-30,3.678
2022-07-01,3.678
2022-07-02,3.678
2022-07-03,3.678
2022-07-04,3.709
2022-07-05,3.709
2022-07-06,3.724
2022-07-07,3.724
2022-07-08,3.725
2022-07-09,3.725
2022-07-10,3.725
2022-07-11,3.735
2022-07-12,3.766
2022-07-13,3.679
2022-07-14,3.679
2022-07-15,3.679
2022-07-16,3.671
2022-07-17,3.671
2022-07-18,3.738
2022-07-19,3.758
2022-07-20,3.758
2022-07-21,3.86
2022-07-22,3.807
2022-07-23,3.807
2022-07-24,3.807
2022-07-25,3.806
2022-07-26,3.806
2022-07-27,3.806
2022-07-28,3.806
2022-07-29,3.923
2022-07-30,3.923
2022-07-31,3.923
2022-08-01,3.923
2022-08-02,3.923
2022-08-03,3.904
2022-08-04,3.904
2022-08-05,3.969
2022-08-06,3.992
2022-08-07,3.992
2022-08-08,4.027
2022-08-09,4.078
2022-08-10,4.145
2022-08-11,4.145
2022-08-12,4.141
2022-08-13,4.141
2022-08-14,4.141
2022-08-15,3.942
2022-08-16,3.956
2022-08-17,3.956
2022-08-18,3.964
2022-08-19,3.964
2022-08-20,3.964
2022-08-21,3.964
2022-08-22,3.953
2022-08-23,3.953
2022-08-24,3.953
2022-08-25,3.953
2022-08-26,3.953
2022-08-27,3.953
2022-08-28,3.953
2022-08-29,4.014
2022-08-30,4.297
2022-08-31,4.399
2022-09-01,4.399
2022-09-02,4.598
2022-09-03,4.598
2022-09-04,4.598
2022-09-05,4.598
2022-09-06,4.598
2022-09-07,4.598
2022-09-08,4.598
2022-09-09,4.598
2022-09-10,4.598
2022-09-11,4.509
2022-09-12,4.509
2022-09-13,4.509
2022-09-14,4.56
2022-09-15,4.533
2022-09-16,4.533
2022-09-17,4.533
2022-09-18,4.533
2022-09-19,4.533
2022-09-20,4.533
2022-09-21,4.533
2022-09-22,4.362
2022-09-23,4.362
2022-09-24,4.362
2022-09-25,4.362
2022-09-26,4.362
2022-09-27,4.362
2022-09-28,4.362
2022-09-29,4.362
2022-09-30,4.362
2022-10-01,4.362
2022-10-02,4.362
2022-10-03,4.291
2022-10-04,4.291
2022-10-05,4.291
2022-10-06,4.292
2022-10-07,4.292
2022-10-08,4.292
2022-10-09,4.292
2022-10-10,4.292
2022-10-11,4.273
2022-10-12,4.319
2022-10-13,4.319
2022-10-14,4.305
2022-10-15,4.305
2022-10-16,4.305
2022-10-17,4.282
2022-10-18,4.143
2022-10-19,4.125
2022-10-20,4.126
2022-10-21,4.126
2022-10-22,4.126
2022-10-23,4.126
2022-10-24,4.156
2022-10-25,4.156
2022-10-26,4.156
2022-10-27,4.156
2022-10-28,4.103
2022-10-29,4.103
2022-10-30,4.103
2022-10-31,4.103
2022-11-01,4.103
2022-11-02,4.146
2022-11-03,4.155
2022-11-04,4.205
2022-11-05,4.205
2022-11-06,4.205
2022-11-07,4.261
2022-11-08,4.301
2022-11-09,4.301
2022-11-10,4.301
2022-11-11,4.304
2022-11-12,4.304
2022-11-13,4.304
2022-11-14,4.273
2022-11-15,4.273
2022-11-16,4.314
2022-11-17,4.314
2022-11-18,4.34
2022-11-19,4.34
2022-11-20,4.34
2022-11-21,4.313
2022-11-22,4.354
2022-11-23,4.461
2022-11-24,4.461
2022-11-25,4.461
2022-11-26,4.461
2022-11-27,4.461
2022-11-28,4.461
2022-11-29,4.461
2022-11-30,4.461
2022-12-01,4.461
2022-12-02,4.461
2022-12-03,4.461
2022-12-04,4.461
2022-12-05,4.517
2022-12-06,4.434
2022-12-07,4.434
2022-12-08,4.436
2022-12-09,4.467
2022-12-10,4.467
2022-12-11,4.467
2022-12-12,4.467
2022-12-13,4.467
2022-12-14,4.515
2022-12-15,4.568
2022-12-16,4.568
2022-12-17,4.568
2022-12-18,4.568
2022-12-19,4.568
2022-12-20,4.573
2022-12-21,4.573
2022-12-22,4.573
2022-12-23,4.573
2022-12-24,4.573
2022-12-25,4.573
2022-12-26,4.573
2022-12-27,4.573
2022-12-28,4.556
2022-12-29,4.556
2022-12-30,4.556
2022-12-31,4.556
2023-01-01,4.556
2023-01-02,4.556
2023-01-03,4.585
2023-01-04,4.585
2023-01-05,4.538
2023-01-06,4.538
2023-01-07,4.538
2023-01-08,4.538
2023-01-09,4.54
2023-01-10,4.567
2023-01-11,4.483
2023-01-12,4.44
2023-01-13,4.375
2023-01-14,4.375
2023-01-15,4.356
2023-01-16,4.356
2023-01-17,4.373
2023-01-18,4.379
2023-01-19,4.379
2023-01-20,4.322
2023-01-21,4.322
2023-01-22,4.322
2023-01-23,4.189
2023-01-24,4.147
2023-01-25,4.147
2023-01-26,4.147
2023-01-27,4.147
2023-01-28,4.147
2023-01-29,4.147
2023-01-30,4.156
2023-01-31,4.156
2023-02-01,4.163
2023-02-02,4.137
2023-02-03,4.137
2023-02-04,4.137
2023-02-05,4.137
2023-02-06,4.137
2023-02-07,4.137
2023-02-08,4.143
2023-02-09,4.121
2023-02-10,4.121
2023-02-11,4.121
2023-02-12,4.103
2023-02-13,4.103
2023-02-14,4.103
2023-02-15,4.103
2023-02-16,4.232
2023-02-17,4.405
2023-02-18,4.405
2023-02-19,4.405
2023-02-20,4.436
2023-02-21,4.424
2023-02-22,4.41
2023-02-23,4.41
2023-02-24,4.41
2023-02-25,4.41
2023-02-26,4.41
2023-02-27,4.359
2023-02-28,4.359
2023-03-01,4.365
2023-03-02,4.365
2023-03-03,4.363
2023-03-04,4.363
2023-03-05,4.363
2023-03-06,4.351
2023-03-07,4.356
2023-03-08,4.356
2023-03-09,4.39
2023-03-10,4.39
2023-03-11,4.39
2023-03-12,4.39
2023-03-13,4.39
2023-03-14,4.39
2023-03-15,4.396
2023-03-16,4.396
2023-03-17,4.271
2023-03-18,4.271
2023-03-19,4.271
2023-03-20,4.271
2023-03-21,4.341
2023-03-22,4.341
2023-03-23,4.237
2023-03-24,4.237
2023-03-25,4.237
2023-03-26,4.237
2023-03-27,4.221
2023-03-28,4.221
2023-03-29,4.153
2023-03-30,4.148
2023-03-31,4.148
2023-04-01,4.148
2023-04-02,4.148
2023-04-03,4.066
2023-04-04,3.999
2023-04-05,4.036
2023-04-06,4.036
2023-04-07,4.036
2023-04-08,4.036
2023-04-09,4.036
2023-04-10,4.038
2023-04-11,3.973
2023-04-12,3.947
2023-04-13,3.927
2023-04-14,3.91
2023-04-15,3.91
2023-04-16,3.96
2023-04-17,3.895
2023-04-18,3.885
2023-04-19,3.894
2023-04-20,3.999
2023-04-21,3.946
2023-04-22,3.946
2023-04-23,3.946
2023-04-24,3.946
2023-04-25,3.946
2023-04-26,3.941
2023-04-27,3.96
2023-04-28,3.96
2023-04-29,3.96
2023-04-30,3.96
2023-05-01,3.96
2023-05-02,3.96
2023-05-03,3.961
2023-05-04,3.943
2023-05-05,3.885
2023-05-06,3.885
2023-05-07,3.875
2023-05-08,3.805
2023-05-09,3.805
2023-05-10,3.805
2023-05-11,3.82
2023-05-12,3.8
2023-05-13,3.8
2023-05-14,3.8
2023-05-15,3.839
2023-05-16,3.842
2023-05-17,3.803
2023-05-18,3.803
2023-05-19,3.779
2023-05-20,3.779
2023-05-21,3.779
2023-05-22,3.678
2023-05-23,3.678
2023-05-24,3.679
2023-05-25,3.69
2023-05-26,3.69
2023-05-27,3.69
2023-05-28,3.592
2023-05-29,3.592
2023-05-30,3.62
2023-05-31,3.62
2023-06-01,3.62
2023-06-02,3.607
2023-06-03,3.607
2023-06-04,3.607
2023-06-05,3.607
2023-06-06,3.607
2023-06-07,3.607
2023-06-08,3.607
2023-06-09,3.607
2023-06-10,3.607
2023-06-11,3.607
2023-06-12,3.54
2023-06-13,3.557
2023-06-14,3.557
2023-06-15,3.557
2023-06-16,3.557
2023-06-17,3.557
2023-06-18,3.557
2023-06-19,3.557
2023-06-20,3.544
2023-06-21,3.544
2023-06-22,3.525
2023-06-23,3.525
