,EOG US Equity
2023-06-24,12.471
2023-06-25,12.471
2023-06-26,12.41
2023-06-27,12.41
2023-06-28,12.41
2023-06-29,12.418
2023-06-30,12.418
2023-07-01,12.377
2023-07-02,12.377
2023-07-03,12.377
2023-07-04,12.377
2023-07-05,12.367
2023-07-06,12.367
2023-07-07,12.416
2023-07-08,12.416
2023-07-09,12.416
2023-07-10,12.416
2023-07-11,12.337
2023-07-12,12.238
2023-07-13,12.196
2023-07-14,12.175
2023-07-15,12.175
2023-07-16,12.175
2023-07-17,12.115
2023-07-18,12.149
2023-07-19,12.085
2023-07-20,12.087
2023-07-21,11.995
2023-07-22,11.995
2023-07-23,11.979
2023-07-24,11.979
2023-07-25,11.979
2023-07-26,11.979
2023-07-27,11.979
2023-07-28,12.048
2023-07-29,12.048
2023-07-30,12.048
2023-07-31,11.994
2023-08-01,11.994
2023-08-02,11.994
2023-08-03,12.054
2023-08-04,12.06
2023-08-05,12.06
2023-08-06,12.048
2023-08-07,12.138
2023-08-08,12.143
2023-08-09,12.116
2023-08-10,12.116
2023-08-11,12.187
2023-08-12,12.187
2023-08-13,12.234
2023-08-14,12.234
2023-08-15,12.279
2023-08-16,12.279
2023-08-17,12.378
2023-08-18,12.362
2023-08-19,12.362
2023-08-20,12.356
2023-08-21,12.356
2023-08-22,12.356
2023-08-23,12.451
2023-08-24,12.451
2023-08-25,12.451
2023-08-26,12.451
2023-08-27,12.537
2023-08-28,12.564
2023-08-29,12.564
2023-08-30,12.564
2023-08-31,12.661
2023-09-01,12.661
2023-09-02,12.661
2023-09-03,12.658
2023-09-04,12.658
2023-09-05,12.658
2023-09-06,12.658
2023-09-07,12.658
2023-09-08,12.658
2023-09-09,12.658
2023-09-10,12.658
2023-09-11,12.707
2023-09-12,12.707
2023-09-13,12.707
2023-09-14,12.707
2023-09-15,12.763
2023-09-16,12.763
2023-09-17,12.763
2023-09-18,12.818
2023-09-19,12.818
2023-09-20,12.724
2023-09-21,12.724
2023-09-22,12.724
2023-09-23,12.731
2023-09-24,12.731
2023-09-25,12.734
2023-09-26,12.734
2023-09-27,12.87
2023-09-28,12.919
2023-09-29,12.93
2023-09-30,12.916
2023-10-01,12.916
2023-10-02,13.037
2023-10-03,13.074
2023-10-04,13.129
2023-10-05,13.129
2023-10-06,13.129
2023-10-07,13.129
2023-10-08,13.129
2023-10-09,13.031
2023-10-10,13.044
2023-10-11,13.044
2023-10-12,13.048
2023-10-13,13.041
2023-10-14,13.045
2023-10-15,13.061
2023-10-16,13.147
2023-10-17,13.149
2023-10-18,13.15
2023-10-19,13.152
2023-10-20,13.152
2023-10-21,13.152
2023-10-22,13.166
2023-10-23,13.196
2023-10-24,13.198
2023-10-25,13.198
2023-10-26,13.198
2023-10-27,13.198
2023-10-28,13.198
2023-10-29,13.198
2023-10-30,13.182
2023-10-31,13.182
2023-11-01,13.182
2023-11-02,13.201
2023-11-03,13.312
2023-11-04,13.312
2023-11-05,13.309
2023-11-06,13.356
2023-11-07,13.356
2023-11-08,13.356
2023-11-09,13.348
2023-11-10,13.348
2023-11-11,13.348
2023-11-12,13.348
2023-11-13,13.352
2023-11-14,13.364
2023-11-15,13.348
2023-11-16,13.378
2023-11-17,13.378
2023-11-18,13.378
2023-11-19,13.378
2023-11-20,13.378
2023-11-21,13.38
2023-11-22,13.334
2023-11-23,13.334
2023-11-24,13.334
2023-11-25,13.334
2023-11-26,13.334
2023-11-27,13.334
2023-11-28,13.352
2023-11-29,13.337
2023-11-30,13.397
2023-12-01,13.397
2023-12-02,13.397
2023-12-03,13.397
2023-12-04,13.363
2023-12-05,13.355
2023-12-06,13.301
2023-12-07,13.199
2023-12-08,13.199
2023-12-09,13.199
2023-12-10,13.199
2023-12-11,13.181
2023-12-12,12.996
2023-12-13,12.97
2023-12-14,12.922
2023-12-15,12.922
2023-12-16,12.922
2023-12-17,12.922
2023-12-18,12.945
2023-12-19,12.885
2023-12-20,12.814
2023-12-21,12.639
2023-12-22,12.637
2023-12-23,12.637
2023-12-24,12.637
2023-12-25,12.637
2023-12-26,12.637
2023-12-27,12.637
2023-12-28,12.637
2023-12-29,12.637
2023-12-30,12.637
2023-12-31,12.637
2024-01-01,12.637
2024-01-02,12.637
2024-01-03,12.686
2024-01-04,12.603
2024-01-05,12.494
2024-01-06,12.494
2024-01-07,12.431
2024-01-08,12.388
2024-01-09,12.355
2024-01-10,12.325
2024-01-11,12.323
2024-01-12,12.321
2024-01-13,12.321
2024-01-14,12.321
2024-01-15,12.342
2024-01-16,12.241
2024-01-17,12.21
2024-01-18,12.158
2024-01-19,12.162
2024-01-20,12.162
2024-01-21,12.162
2024-01-22,12.046
2024-01-23,11.972
2024-01-24,11.972
2024-01-25,11.975
2024-01-26,11.916
2024-01-27,11.916
2024-01-28,11.914
2024-01-29,11.914
2024-01-30,11.886
2024-01-31,11.886
2024-02-01,11.884
2024-02-02,11.884
2024-02-03,11.884
2024-02-04,11.884
2024-02-05,11.884
2024-02-06,11.884
2024-02-07,11.884
2024-02-08,11.884
2024-02-09,11.88
2024-02-10,11.88
2024-02-11,11.88
2024-02-12,11.864
2024-02-13,11.866
2024-02-14,11.866
2024-02-15,11.866
2024-02-16,11.866
2024-02-17,11.866
2024-02-18,11.866
2024-02-19,11.866
2024-02-20,11.866
2024-02-21,11.868
2024-02-22,11.79
2024-02-23,11.596
2024-02-24,11.596
2024-02-25,11.543
2024-02-26,11.456
2024-02-27,11.414
2024-02-28,11.414
2024-02-29,11.385
2024-03-01,11.362
2024-03-02,11.362
2024-03-03,11.362
2024-03-04,11.348
2024-03-05,11.348
2024-03-06,11.339
2024-03-07,11.289
2024-03-08,11.343
2024-03-09,11.343
2024-03-10,11.343
2024-03-11,11.321
2024-03-12,11.319
2024-03-13,11.319
2024-03-14,11.352
2024-03-15,11.338
2024-03-16,11.385
2024-03-17,11.385
2024-03-18,11.446
2024-03-19,11.445
2024-03-20,11.417
2024-03-21,11.423
2024-03-22,11.334
2024-03-23,11.334
2024-03-24,11.334
2024-03-25,11.334
2024-03-26,11.334
2024-03-27,11.381
2024-03-28,11.484
2024-03-29,11.484
2024-03-30,11.484
2024-03-31,11.484
2024-04-01,11.5
2024-04-02,11.57
2024-04-03,11.57
2024-04-04,11.501
2024-04-05,11.533
2024-04-06,11.533
2024-04-07,11.536
2024-04-08,11.546
