,PNC US Equity
2023-06-24,13.244
2023-06-25,13.244
2023-06-26,13.227
2023-06-27,13.174
2023-06-28,13.16
2023-06-29,13.188
2023-06-30,13.187
2023-07-01,13.187
2023-07-02,13.187
2023-07-03,13.187
2023-07-04,13.187
2023-07-05,13.158
2023-07-06,13.104
2023-07-07,13.104
2023-07-08,13.104
2023-07-09,13.11
2023-07-10,13.072
2023-07-11,13.076
2023-07-12,13.048
2023-07-13,13.05
2023-07-14,13.05
2023-07-15,13.05
2023-07-16,13.05
2023-07-17,13.05
2023-07-18,12.555
2023-07-19,12.522
2023-07-20,12.522
2023-07-21,12.438
2023-07-22,12.438
2023-07-23,12.438
2023-07-24,12.451
2023-07-25,12.455
2023-07-26,12.455
2023-07-27,12.455
2023-07-28,12.455
2023-07-29,12.455
2023-07-30,12.455
2023-07-31,12.433
2023-08-01,12.401
2023-08-02,12.401
2023-08-03,12.401
2023-08-04,12.401
2023-08-05,12.401
2023-08-06,12.399
2023-08-07,12.371
2023-08-08,12.371
2023-08-09,12.371
2023-08-10,12.371
2023-08-11,12.371
2023-08-12,12.371
2023-08-13,12.371
2023-08-14,12.371
2023-08-15,12.371
2023-08-16,12.371
2023-08-17,12.363
2023-08-18,12.363
2023-08-19,12.363
2023-08-20,12.363
2023-08-21,12.363
2023-08-22,12.363
2023-08-23,12.363
2023-08-24,12.363
2023-08-25,12.363
2023-08-26,12.363
2023-08-27,12.363
2023-08-28,12.363
2023-08-29,12.363
2023-08-30,12.363
2023-08-31,12.363
2023-09-01,12.393
2023-09-02,12.393
2023-09-03,12.393
2023-09-04,12.393
2023-09-05,12.392
2023-09-06,12.392
2023-09-07,12.338
2023-09-08,12.338
2023-09-09,12.338
2023-09-10,12.338
2023-09-11,12.338
2023-09-12,12.341
2023-09-13,12.341
2023-09-14,12.345
2023-09-15,12.353
2023-09-16,12.353
2023-09-17,12.353
2023-09-18,12.356
2023-09-19,12.356
2023-09-20,12.344
2023-09-21,12.344
2023-09-22,12.344
2023-09-23,12.344
2023-09-24,12.344
2023-09-25,12.344
2023-09-26,12.337
2023-09-27,12.303
2023-09-28,12.303
2023-09-29,12.303
2023-09-30,12.303
2023-10-01,12.308
2023-10-02,12.313
2023-10-03,12.348
2023-10-04,12.325
2023-10-05,12.338
2023-10-06,12.338
2023-10-07,12.338
2023-10-08,12.338
2023-10-09,12.473
2023-10-10,12.503
2023-10-11,12.503
2023-10-12,12.502
2023-10-13,12.548
2023-10-14,12.548
2023-10-15,12.575
2023-10-16,12.618
2023-10-17,12.616
2023-10-18,12.57
2023-10-19,12.572
2023-10-20,12.573
2023-10-21,12.573
2023-10-22,12.573
2023-10-23,12.573
2023-10-24,12.573
2023-10-25,12.573
2023-10-26,12.573
2023-10-27,12.573
2023-10-28,12.573
2023-10-29,12.573
2023-10-30,12.572
2023-10-31,12.572
2023-11-01,12.6
2023-11-02,12.6
2023-11-03,12.6
2023-11-04,12.6
2023-11-05,12.6
2023-11-06,12.6
2023-11-07,12.6
2023-11-08,12.6
2023-11-09,12.6
2023-11-10,12.6
2023-11-11,12.6
2023-11-12,12.6
2023-11-13,12.603
2023-11-14,12.565
2023-11-15,12.565
2023-11-16,12.455
2023-11-17,12.434
2023-11-18,12.434
2023-11-19,12.434
2023-11-20,12.434
2023-11-21,12.434
2023-11-22,12.434
2023-11-23,12.434
2023-11-24,12.434
2023-11-25,12.434
2023-11-26,12.434
2023-11-27,12.434
2023-11-28,12.434
2023-11-29,12.434
2023-11-30,12.455
2023-12-01,12.455
2023-12-02,12.455
2023-12-03,12.455
2023-12-04,12.455
2023-12-05,12.455
2023-12-06,12.455
2023-12-07,12.454
2023-12-08,12.43
2023-12-09,12.43
2023-12-10,12.427
2023-12-11,12.45
2023-12-12,12.477
2023-12-13,12.477
2023-12-14,12.477
2023-12-15,12.477
2023-12-16,12.477
2023-12-17,12.477
2023-12-18,12.478
2023-12-19,12.478
2023-12-20,12.482
2023-12-21,12.482
2023-12-22,12.482
2023-12-23,12.482
2023-12-24,12.482
2023-12-25,12.482
2023-12-26,12.482
2023-12-27,12.482
2023-12-28,12.482
2023-12-29,12.482
2023-12-30,12.482
2023-12-31,12.482
2024-01-01,12.482
2024-01-02,12.502
2024-01-03,12.495
2024-01-04,12.467
2024-01-05,12.47
2024-01-06,12.527
2024-01-07,12.527
2024-01-08,12.511
2024-01-09,12.521
2024-01-10,12.521
2024-01-11,12.521
2024-01-12,12.521
2024-01-13,12.521
2024-01-14,12.521
2024-01-15,12.521
2024-01-16,12.47
2024-01-17,12.461
2024-01-18,12.461
2024-01-19,12.436
2024-01-20,12.436
2024-01-21,12.439
2024-01-22,12.439
2024-01-23,12.439
2024-01-24,12.439
2024-01-25,12.439
2024-01-26,12.439
2024-01-27,12.439
2024-01-28,12.44
2024-01-29,12.44
2024-01-30,12.44
2024-01-31,12.44
2024-02-01,12.435
2024-02-02,12.435
2024-02-03,12.435
2024-02-04,12.434
2024-02-05,12.422
2024-02-06,12.422
2024-02-07,12.422
2024-02-08,12.425
2024-02-09,12.425
2024-02-10,12.425
2024-02-11,12.425
2024-02-12,12.425
2024-02-13,12.465
2024-02-14,12.465
2024-02-15,12.446
2024-02-16,12.446
2024-02-17,12.446
2024-02-18,12.446
2024-02-19,12.446
2024-02-20,12.446
2024-02-21,12.433
2024-02-22,12.433
2024-02-23,12.433
2024-02-24,12.433
2024-02-25,12.433
2024-02-26,12.443
2024-02-27,12.443
2024-02-28,12.443
2024-02-29,12.443
2024-03-01,12.445
2024-03-02,12.445
2024-03-03,12.445
2024-03-04,12.445
2024-03-05,12.445
2024-03-06,12.445
2024-03-07,12.44
2024-03-08,12.44
2024-03-09,12.44
2024-03-10,12.44
2024-03-11,12.442
2024-03-12,12.42
2024-03-13,12.42
2024-03-14,12.42
2024-03-15,12.42
2024-03-16,12.42
2024-03-17,12.42
2024-03-18,12.42
2024-03-19,12.413
2024-03-20,12.413
2024-03-21,12.413
2024-03-22,12.413
2024-03-23,12.413
2024-03-24,12.425
2024-03-25,12.43
2024-03-26,12.42
2024-03-27,12.399
2024-03-28,12.374
2024-03-29,12.374
2024-03-30,12.374
2024-03-31,12.369
2024-04-01,12.369
2024-04-02,12.363
2024-04-03,12.37
2024-04-04,12.37
2024-04-05,12.365
2024-04-06,12.365
2024-04-07,12.365
2024-04-08,12.352
