,HUM US Equity
2021-03-24,31.7
2021-03-25,31.7
2021-03-26,31.7
2021-03-27,31.7
2021-03-28,31.7
2021-03-29,31.7
2021-03-30,31.7
2021-03-31,31.7
2021-04-01,31.7
2021-04-02,31.7
2021-04-03,31.7
2021-04-04,31.7
2021-04-05,31.7
2021-04-06,31.7
2021-04-07,31.7
2021-04-08,31.7
2021-04-09,31.7
2021-04-10,31.7
2021-04-11,31.7
2021-04-12,31.7
2021-04-13,31.7
2021-04-14,31.7
2021-04-15,31.7
2021-04-16,31.7
2021-04-17,31.7
2021-04-18,31.7
2021-04-19,31.7
2021-04-20,31.7
2021-04-21,31.7
2021-04-22,31.7
2021-04-23,31.7
2021-04-24,31.7
2021-04-25,31.7
2021-04-26,31.7
2021-04-27,31.7
2021-04-28,31.7
2021-04-29,31.7
2021-04-30,31.7
2021-05-01,31.7
2021-05-02,31.7
2021-05-03,31.7
2021-05-04,31.7
2021-05-05,31.7
2021-05-06,31.7
2021-05-07,31.7
2021-05-08,31.7
2021-05-09,31.7
2021-05-10,31.7
2021-05-11,31.7
2021-05-12,31.7
2021-05-13,31.7
2021-05-14,31.7
2021-05-15,31.7
2021-05-16,31.7
2021-05-17,31.7
2021-05-18,31.7
2021-05-19,31.7
2021-05-20,31.7
2021-05-21,31.7
2021-05-22,31.7
2021-05-23,31.7
2021-05-24,31.7
2021-05-25,31.7
2021-05-26,31.7
2021-05-27,31.7
2021-05-28,31.7
2021-05-29,31.7
2021-05-30,31.7
2021-05-31,31.7
2021-06-01,31.7
2021-06-02,31.7
2021-06-03,31.7
2021-06-04,31.7
2021-06-05,31.7
2021-06-06,31.7
2021-06-07,31.7
2021-06-08,31.7
2021-06-09,31.7
2021-06-10,31.7
2021-06-11,31.7
2021-06-12,31.7
2021-06-13,31.7
2021-06-14,31.7
2021-06-15,31.7
2021-06-16,31.7
2021-06-17,31.7
2021-06-18,31.7
2021-06-19,31.7
2021-06-20,31.7
2021-06-21,31.7
2021-06-22,31.7
2021-06-23,31.7
2021-06-24,31.7
2021-06-25,31.7
2021-06-26,31.7
2021-06-27,31.7
2021-06-28,31.7
2021-06-29,31.7
2021-06-30,31.7
2021-07-01,31.7
2021-07-02,31.7
2021-07-03,31.7
2021-07-04,31.7
2021-07-05,31.7
2021-07-06,31.7
2021-07-07,31.7
2021-07-08,31.7
2021-07-09,31.7
2021-07-10,31.7
2021-07-11,31.7
2021-07-12,31.7
2021-07-13,31.7
2021-07-14,31.7
2021-07-15,31.7
2021-07-16,31.7
2021-07-17,31.7
2021-07-18,31.7
2021-07-19,31.7
2021-07-20,31.7
2021-07-21,31.7
2021-07-22,31.7
2021-07-23,31.7
2021-07-24,31.7
2021-07-25,31.7
2021-07-26,31.7
2021-07-27,31.7
2021-07-28,31.7
2021-07-29,31.7
2021-07-30,31.87
2021-07-31,31.87
2021-08-01,31.87
2021-08-02,31.87
2021-08-03,31.87
2021-08-04,31.87
2021-08-05,31.87
2021-08-06,31.87
2021-08-07,31.87
2021-08-08,31.87
2021-08-09,31.87
2021-08-10,31.87
2021-08-11,31.87
2021-08-12,31.87
2021-08-13,31.87
2021-08-14,31.87
2021-08-15,31.87
2021-08-16,31.87
2021-08-17,31.87
2021-08-18,31.87
2021-08-19,31.87
2021-08-20,31.87
2021-08-21,31.87
2021-08-22,31.87
2021-08-23,31.87
2021-08-24,31.87
2021-08-25,31.87
2021-08-26,31.87
2021-08-27,31.87
2021-08-28,31.87
2021-08-29,31.87
2021-08-30,31.87
2021-08-31,31.87
2021-09-01,31.87
2021-09-02,31.87
2021-09-03,31.87
2021-09-04,31.87
2021-09-05,31.87
2021-09-06,31.87
2021-09-07,31.87
2021-09-08,31.87
2021-09-09,31.87
2021-09-10,31.87
2021-09-11,31.87
2021-09-12,31.87
2021-09-13,31.445
2021-09-14,31.445
2021-09-15,31.445
2021-09-16,31.445
2021-09-17,31.445
2021-09-18,31.445
2021-09-19,31.445
2021-09-20,31.445
2021-09-21,31.445
2021-09-22,31.445
2021-09-23,31.445
2021-09-24,31.445
2021-09-25,31.445
2021-09-26,31.445
2021-09-27,31.477
2021-09-28,31.477
2021-09-29,31.477
2021-09-30,31.477
2021-10-01,31.477
2021-10-02,31.477
2021-10-03,31.477
2021-10-04,31.477
2021-10-05,31.477
2021-10-06,31.477
2021-10-07,31.477
2021-10-08,31.477
2021-10-09,31.477
2021-10-10,31.477
2021-10-11,31.705
2021-10-12,31.705
2021-10-13,31.705
2021-10-14,31.705
2021-10-15,31.705
2021-10-16,31.705
2021-10-17,31.705
2021-10-18,31.705
2021-10-19,31.705
2021-10-20,31.705
2021-10-21,31.705
2021-10-22,31.705
2021-10-23,31.705
2021-10-24,31.705
2021-10-25,31.705
2021-10-26,31.705
2021-10-27,31.705
2021-10-28,31.705
2021-10-29,31.705
2021-10-30,31.705
2021-10-31,31.705
2021-11-01,31.705
2021-11-02,31.705
2021-11-03,31.705
2021-11-04,31.635
2021-11-05,31.635
2021-11-06,31.635
2021-11-07,31.635
2021-11-08,32.14
2021-11-09,32.01
2021-11-10,32.01
2021-11-11,32.01
2021-11-12,32.01
2021-11-13,32.01
2021-11-14,32.01
2021-11-15,32.01
2021-11-16,32.01
2021-11-17,32.01
2021-11-18,32.01
2021-11-19,32.01
2021-11-20,32.01
2021-11-21,32.01
2021-11-22,32.01
2021-11-23,32.01
2021-11-24,32.01
2021-11-25,32.01
2021-11-26,32.01
2021-11-27,32.01
2021-11-28,32.01
2021-11-29,32.01
2021-11-30,32.01
2021-12-01,32.01
2021-12-02,32.01
2021-12-03,32.01
2021-12-04,32.01
2021-12-05,32.01
2021-12-06,32.01
2021-12-07,32.01
2021-12-08,32.01
2021-12-09,32.01
2021-12-10,31.257
2021-12-11,31.257
2021-12-12,31.257
2021-12-13,31.257
2021-12-14,31.218
2021-12-15,31.218
2021-12-16,31.218
2021-12-17,31.218
2021-12-18,31.218
2021-12-19,31.218
2021-12-20,31.218
2021-12-21,31.218
2021-12-22,31.218
2021-12-23,31.218
2021-12-24,31.36
2021-12-25,31.36
2021-12-26,31.36
2021-12-27,31.36
2021-12-28,31.36
2021-12-29,31.36
2021-12-30,31.36
2021-12-31,31.36
2022-01-01,31.36
2022-01-02,31.36
2022-01-03,31.36
2022-01-04,31.36
2022-01-05,31.36
2022-01-06,31.216
2022-01-07,30.567
2022-01-08,30.567
2022-01-09,30.567
2022-01-10,30.567
2022-01-11,30.567
2022-01-12,30.567
2022-01-13,30.567
2022-01-14,30.567
2022-01-15,30.567
2022-01-16,30.567
2022-01-17,30.567
2022-01-18,30.567
2022-01-19,30.418
2022-01-20,30.418
2022-01-21,30.418
2022-01-22,30.418
2022-01-23,30.418
2022-01-24,30.418
2022-01-25,30.418
2022-01-26,30.418
2022-01-27,30.418
2022-01-28,30.418
2022-01-29,30.418
2022-01-30,30.418
2022-01-31,30.418
2022-02-01,30.309
2022-02-02,30.128
2022-02-03,30.487
2022-02-04,30.487
2022-02-05,30.487
2022-02-06,30.487
2022-02-07,30.487
2022-02-08,30.495
2022-02-09,30.495
2022-02-10,30.495
2022-02-11,30.495
2022-02-12,30.495
2022-02-13,30.495
2022-02-14,30.495
2022-02-15,30.495
2022-02-16,30.495
2022-02-17,30.495
2022-02-18,30.495
2022-02-19,30.495
2022-02-20,30.495
2022-02-21,30.495
2022-02-22,30.495
2022-02-23,30.512
2022-02-24,30.512
2022-02-25,30.512
2022-02-26,30.512
2022-02-27,30.512
2022-02-28,30.512
2022-03-01,30.671
2022-03-02,30.671
2022-03-03,30.671
2022-03-04,30.671
2022-03-05,30.642
2022-03-06,30.642
2022-03-07,30.642
2022-03-08,30.681
2022-03-09,30.681
2022-03-10,30.681
2022-03-11,30.681
2022-03-12,30.681
2022-03-13,30.681
2022-03-14,30.681
2022-03-15,30.681
2022-03-16,30.681
2022-03-17,30.681
2022-03-18,30.681
2022-03-19,30.681
2022-03-20,30.681
2022-03-21,30.681
2022-03-22,30.681
2022-03-23,30.681
2022-03-24,30.681
2022-03-25,30.681
2022-03-26,30.681
2022-03-27,30.681
2022-03-28,30.681
2022-03-29,30.681
2022-03-30,30.71
2022-03-31,30.71
2022-04-01,30.71
2022-04-02,30.71
2022-04-03,30.71
2022-04-04,30.71
2022-04-05,30.668
2022-04-06,30.668
2022-04-07,30.667
2022-04-08,30.667
2022-04-09,30.667
2022-04-10,30.667
2022-04-11,30.667
2022-04-12,30.667
2022-04-13,30.736
2022-04-14,30.736
2022-04-15,30.736
2022-04-16,30.736
2022-04-17,30.736
2022-04-18,30.736
2022-04-19,30.736
2022-04-20,30.736
2022-04-21,30.736
2022-04-22,30.736
2022-04-23,30.736
2022-04-24,30.736
2022-04-25,30.736
2022-04-26,30.736
2022-04-27,30.975
2022-04-28,30.986
2022-04-29,31.235
2022-04-30,31.235
2022-05-01,31.235
2022-05-02,31.235
2022-05-03,31.235
2022-05-04,31.235
2022-05-05,31.235
2022-05-06,31.235
2022-05-07,31.235
2022-05-08,31.235
2022-05-09,31.235
2022-05-10,31.235
2022-05-11,31.235
2022-05-12,31.235
2022-05-13,31.235
2022-05-14,31.235
2022-05-15,31.235
2022-05-16,31.235
2022-05-17,31.235
2022-05-18,31.235
2022-05-19,31.235
2022-05-20,31.235
2022-05-21,31.235
2022-05-22,31.235
2022-05-23,31.235
2022-05-24,31.244
2022-05-25,31.328
2022-05-26,31.275
2022-05-27,31.275
2022-05-28,31.275
2022-05-29,31.275
2022-05-30,31.274
2022-05-31,31.274
2022-06-01,31.274
2022-06-02,31.274
2022-06-03,31.265
2022-06-04,31.265
2022-06-05,31.265
2022-06-06,31.265
2022-06-07,31.265
2022-06-08,31.265
2022-06-09,31.265
2022-06-10,31.265
2022-06-11,31.265
2022-06-12,31.265
2022-06-13,31.265
2022-06-14,31.265
2022-06-15,31.265
2022-06-16,31.265
2022-06-17,31.265
2022-06-18,31.265
2022-06-19,31.3
2022-06-20,31.3
2022-06-21,31.3
2022-06-22,31.3
2022-06-23,31.3
2022-06-24,31.3
2022-06-25,31.3
2022-06-26,31.3
2022-06-27,31.3
2022-06-28,31.3
2022-06-29,31.3
2022-06-30,31.3
2022-07-01,31.3
2022-07-02,31.3
2022-07-03,31.3
2022-07-04,31.3
2022-07-05,31.3
2022-07-06,31.3
2022-07-07,31.3
2022-07-08,31.3
2022-07-09,31.3
2022-07-10,31.3
2022-07-11,31.3
2022-07-12,31.3
2022-07-13,31.3
2022-07-14,31.296
2022-07-15,31.296
2022-07-16,31.296
2022-07-17,31.296
2022-07-18,31.296
2022-07-19,31.296
2022-07-20,31.296
2022-07-21,31.296
2022-07-22,31.296
2022-07-23,31.296
2022-07-24,31.296
2022-07-25,31.296
2022-07-26,31.296
2022-07-27,31.361
2022-07-28,31.143
2022-07-29,31.135
2022-07-30,31.135
2022-07-31,31.103
2022-08-01,31.171
2022-08-02,31.171
2022-08-03,31.171
2022-08-04,31.171
2022-08-05,31.171
2022-08-06,31.171
2022-08-07,31.171
2022-08-08,31.171
2022-08-09,31.171
2022-08-10,31.171
2022-08-11,31.171
2022-08-12,31.171
2022-08-13,31.171
2022-08-14,31.203
2022-08-15,31.203
2022-08-16,31.203
2022-08-17,31.182
2022-08-18,31.182
2022-08-19,31.182
2022-08-20,31.182
2022-08-21,31.182
2022-08-22,31.182
2022-08-23,31.182
2022-08-24,31.182
2022-08-25,31.182
2022-08-26,31.182
2022-08-27,31.182
2022-08-28,31.245
2022-08-29,31.245
2022-08-30,31.245
2022-08-31,31.245
2022-09-01,31.245
2022-09-02,31.245
2022-09-03,31.245
2022-09-04,31.245
2022-09-05,31.245
2022-09-06,31.245
2022-09-07,31.245
2022-09-08,31.177
2022-09-09,31.177
2022-09-10,31.177
2022-09-11,31.177
2022-09-12,31.177
2022-09-13,31.177
2022-09-14,31.177
2022-09-15,31.283
2022-09-16,31.313
2022-09-17,31.313
2022-09-18,31.327
2022-09-19,31.313
2022-09-20,31.416
2022-09-21,31.504
2022-09-22,31.56
2022-09-23,31.519
2022-09-24,31.519
2022-09-25,31.519
2022-09-26,31.519
2022-09-27,31.519
2022-09-28,31.519
2022-09-29,31.519
2022-09-30,31.522
2022-10-01,31.522
2022-10-02,31.522
2022-10-03,31.522
2022-10-04,31.522
2022-10-05,31.519
2022-10-06,31.519
2022-10-07,31.519
2022-10-08,31.519
2022-10-09,31.519
2022-10-10,31.519
2022-10-11,31.565
2022-10-12,31.562
2022-10-13,31.562
2022-10-14,31.562
2022-10-15,31.562
2022-10-16,31.562
2022-10-17,31.562
2022-10-18,31.562
2022-10-19,31.562
2022-10-20,31.562
2022-10-21,31.562
2022-10-22,31.562
2022-10-23,31.589
2022-10-24,31.589
2022-10-25,31.589
2022-10-26,31.722
2022-10-27,31.722
2022-10-28,31.722
2022-10-29,31.722
2022-10-30,31.722
2022-10-31,31.722
2022-11-01,31.799
2022-11-02,31.723
2022-11-03,31.819
2022-11-04,31.849
2022-11-05,31.849
2022-11-06,31.896
2022-11-07,31.924
2022-11-08,31.924
2022-11-09,31.931
2022-11-10,31.931
2022-11-11,31.931
2022-11-12,31.931
2022-11-13,31.931
2022-11-14,31.928
2022-11-15,31.913
2022-11-16,31.947
2022-11-17,31.947
2022-11-18,31.947
2022-11-19,31.947
2022-11-20,31.947
2022-11-21,31.947
2022-11-22,31.947
2022-11-23,31.947
2022-11-24,31.947
2022-11-25,31.947
2022-11-26,31.947
2022-11-27,31.947
2022-11-28,31.947
2022-11-29,31.947
2022-11-30,31.947
2022-12-01,31.947
2022-12-02,31.947
2022-12-03,31.947
2022-12-04,31.986
2022-12-05,31.986
2022-12-06,31.986
2022-12-07,31.986
2022-12-08,31.986
2022-12-09,31.986
2022-12-10,31.986
2022-12-11,31.986
2022-12-12,31.986
2022-12-13,32.042
2022-12-14,32.042
2022-12-15,32.042
2022-12-16,32.042
2022-12-17,32.042
2022-12-18,32.042
2022-12-19,32.01
2022-12-20,32.01
2022-12-21,32.01
2022-12-22,32.01
2022-12-23,32.01
2022-12-24,32.01
2022-12-25,32.01
2022-12-26,32.01
2022-12-27,32.01
2022-12-28,32.01
2022-12-29,32.01
2022-12-30,32.01
2022-12-31,32.01
2023-01-01,32.01
2023-01-02,32.01
2023-01-03,31.937
2023-01-04,32.01
2023-01-05,31.944
2023-01-06,31.944
2023-01-07,31.944
2023-01-08,31.944
2023-01-09,31.945
2023-01-10,31.945
2023-01-11,31.945
2023-01-12,31.945
2023-01-13,31.945
2023-01-14,31.945
2023-01-15,31.945
2023-01-16,31.945
2023-01-17,31.945
2023-01-18,31.945
2023-01-19,31.928
2023-01-20,31.928
2023-01-21,31.928
2023-01-22,31.928
2023-01-23,31.928
2023-01-24,31.928
2023-01-25,31.928
2023-01-26,31.928
2023-01-27,31.928
2023-01-28,31.928
2023-01-29,31.928
2023-01-30,31.928
2023-01-31,31.928
2023-02-01,31.947
2023-02-02,31.933
2023-02-03,31.961
2023-02-04,31.961
2023-02-05,31.907
2023-02-06,31.907
2023-02-07,31.913
2023-02-08,31.913
2023-02-09,31.913
2023-02-10,31.913
2023-02-11,31.913
2023-02-12,31.913
2023-02-13,31.913
2023-02-14,31.913
2023-02-15,31.876
2023-02-16,31.864
2023-02-17,31.864
2023-02-18,31.864
2023-02-19,31.864
2023-02-20,31.864
2023-02-21,31.864
2023-02-22,31.848
2023-02-23,31.872
2023-02-24,31.872
2023-02-25,31.872
2023-02-26,31.921
2023-02-27,31.935
2023-02-28,31.914
2023-03-01,31.914
2023-03-02,31.914
2023-03-03,31.914
2023-03-04,31.914
2023-03-05,31.896
2023-03-06,31.874
2023-03-07,31.874
2023-03-08,31.874
2023-03-09,31.887
2023-03-10,31.887
2023-03-11,31.887
2023-03-12,31.887
2023-03-13,31.887
2023-03-14,31.887
2023-03-15,31.887
2023-03-16,31.887
2023-03-17,31.887
2023-03-18,31.887
2023-03-19,31.905
2023-03-20,31.905
2023-03-21,31.905
2023-03-22,31.905
2023-03-23,31.905
2023-03-24,31.905
2023-03-25,31.905
2023-03-26,31.905
2023-03-27,31.905
2023-03-28,31.905
2023-03-29,31.905
2023-03-30,31.905
2023-03-31,31.905
2023-04-01,31.905
2023-04-02,31.905
2023-04-03,31.905
2023-04-04,31.945
2023-04-05,31.947
2023-04-06,31.955
2023-04-07,31.955
2023-04-08,31.955
2023-04-09,31.955
2023-04-10,31.955
2023-04-11,32.012
2023-04-12,31.97
2023-04-13,31.97
2023-04-14,31.987
2023-04-15,31.987
2023-04-16,31.987
2023-04-17,31.987
2023-04-18,31.97
2023-04-19,31.97
2023-04-20,31.971
2023-04-21,31.971
2023-04-22,31.971
2023-04-23,31.971
2023-04-24,31.971
2023-04-25,31.975
2023-04-26,32.023
2023-04-27,32.074
2023-04-28,32.074
2023-04-29,32.074
2023-04-30,32.074
2023-05-01,32.05
2023-05-02,32.05
2023-05-03,32.05
2023-05-04,32.05
2023-05-05,32.068
2023-05-06,32.068
2023-05-07,32.068
2023-05-08,32.068
2023-05-09,32.05
2023-05-10,32.05
2023-05-11,32.05
2023-05-12,32.05
2023-05-13,32.05
2023-05-14,32.05
2023-05-15,32.05
2023-05-16,32.05
2023-05-17,32.05
2023-05-18,32.05
2023-05-19,32.05
2023-05-20,32.05
2023-05-21,32.05
2023-05-22,32.05
2023-05-23,32.05
2023-05-24,32.02
2023-05-25,32.02
2023-05-26,32.02
2023-05-27,32.02
2023-05-28,32.02
2023-05-29,32.02
2023-05-30,32.029
2023-05-31,32.029
2023-06-01,32.029
2023-06-02,32.029
2023-06-03,32.029
2023-06-04,32.029
2023-06-05,32.029
2023-06-06,32.023
2023-06-07,32.023
2023-06-08,32.023
2023-06-09,32.023
2023-06-10,32.023
2023-06-11,32.023
2023-06-12,32.025
2023-06-13,32.025
2023-06-14,32.025
2023-06-15,32.025
2023-06-16,32.002
2023-06-17,32.002
2023-06-18,32.002
2023-06-19,32.002
2023-06-20,31.993
2023-06-21,31.993
2023-06-22,31.967
2023-06-23,31.963
2023-06-24,31.963
2023-06-25,31.963
