,MMM US Equity
2020-06-13,12.167
2020-06-14,12.167
2020-06-15,11.878
2020-06-16,11.878
2020-06-17,11.878
2020-06-18,11.878
2020-06-19,11.878
2020-06-20,11.878
2020-06-21,11.878
2020-06-22,11.878
2020-06-23,11.878
2020-06-24,11.878
2020-06-25,11.878
2020-06-26,11.878
2020-06-27,11.878
2020-06-28,11.878
2020-06-29,11.878
2020-06-30,11.878
2020-07-01,11.878
2020-07-02,11.878
2020-07-03,11.878
2020-07-04,11.878
2020-07-05,11.878
2020-07-06,11.878
2020-07-07,11.775
2020-07-08,11.775
2020-07-09,11.775
2020-07-10,11.775
2020-07-11,11.775
2020-07-12,11.775
2020-07-13,11.775
2020-07-14,11.775
2020-07-15,11.775
2020-07-16,11.775
2020-07-17,11.775
2020-07-18,11.775
2020-07-19,11.775
2020-07-20,11.775
2020-07-21,11.775
2020-07-22,11.775
2020-07-23,11.775
2020-07-24,11.775
2020-07-25,11.775
2020-07-26,11.775
2020-07-27,11.775
2020-07-28,11.833
2020-07-29,12.027
2020-07-30,12.027
2020-07-31,12.027
2020-08-01,12.027
2020-08-02,12.027
2020-08-03,12.027
2020-08-04,12.027
2020-08-05,12.027
2020-08-06,12.027
2020-08-07,12.027
2020-08-08,12.027
2020-08-09,12.027
2020-08-10,12.027
2020-08-11,12.027
2020-08-12,12.027
2020-08-13,12.027
2020-08-14,12.027
2020-08-15,12.027
2020-08-16,12.027
2020-08-17,12.027
2020-08-18,12.027
2020-08-19,12.027
2020-08-20,12.027
2020-08-21,11.943
2020-08-22,11.943
2020-08-23,11.943
2020-08-24,11.943
2020-08-25,11.943
2020-08-26,11.943
2020-08-27,11.943
2020-08-28,11.943
2020-08-29,11.943
2020-08-30,11.943
2020-08-31,11.943
2020-09-01,11.943
2020-09-02,11.943
2020-09-03,11.943
2020-09-04,11.943
2020-09-05,11.943
2020-09-06,11.943
2020-09-07,11.943
2020-09-08,11.943
2020-09-09,11.943
2020-09-10,11.943
2020-09-11,11.943
2020-09-12,11.943
2020-09-13,11.943
2020-09-14,11.943
2020-09-15,11.943
2020-09-16,11.943
2020-09-17,11.943
2020-09-18,11.943
2020-09-19,11.943
2020-09-20,11.943
2020-09-21,11.943
2020-09-22,11.943
2020-09-23,11.943
2020-09-24,11.943
2020-09-25,11.943
2020-09-26,11.943
2020-09-27,11.943
2020-09-28,11.943
2020-09-29,11.943
2020-09-30,11.943
2020-10-01,11.943
2020-10-02,11.943
2020-10-03,11.943
2020-10-04,11.943
2020-10-05,11.983
2020-10-06,11.983
2020-10-07,11.983
2020-10-08,11.983
2020-10-09,11.983
2020-10-10,11.983
2020-10-11,11.983
2020-10-12,11.658
2020-10-13,11.658
2020-10-14,11.658
2020-10-15,11.658
2020-10-16,11.658
2020-10-17,11.658
2020-10-18,11.658
2020-10-19,11.293
2020-10-20,11.293
2020-10-21,11.293
2020-10-22,11.293
2020-10-23,11.293
2020-10-24,11.293
2020-10-25,11.293
2020-10-26,11.293
2020-10-27,11.41
2020-10-28,11.485
2020-10-29,11.485
2020-10-30,11.485
2020-10-31,11.485
2020-11-01,11.485
2020-11-02,11.485
2020-11-03,11.485
2020-11-04,11.485
2020-11-05,11.485
2020-11-06,11.485
2020-11-07,11.485
2020-11-08,11.485
2020-11-09,11.485
2020-11-10,11.485
2020-11-11,11.485
2020-11-12,11.485
2020-11-13,11.485
2020-11-14,11.485
2020-11-15,11.485
2020-11-16,11.485
2020-11-17,11.485
2020-11-18,11.485
2020-11-19,11.485
2020-11-20,11.485
2020-11-21,11.485
2020-11-22,11.485
2020-11-23,11.485
2020-11-24,11.485
2020-11-25,11.485
2020-11-26,11.485
2020-11-27,11.485
2020-11-28,11.485
2020-11-29,11.485
2020-11-30,11.485
2020-12-01,11.485
2020-12-02,11.485
2020-12-03,11.565
2020-12-04,11.565
2020-12-05,11.565
2020-12-06,11.565
2020-12-07,11.565
2020-12-08,11.693
2020-12-09,11.693
2020-12-10,11.693
2020-12-11,11.693
2020-12-12,11.693
2020-12-13,11.693
2020-12-14,11.778
2020-12-15,11.778
2020-12-16,11.778
2020-12-17,11.778
2020-12-18,11.778
2020-12-19,11.778
2020-12-20,11.778
2020-12-21,11.778
2020-12-22,11.778
2020-12-23,11.778
2020-12-24,11.778
2020-12-25,11.778
2020-12-26,11.778
2020-12-27,11.778
2020-12-28,11.778
2020-12-29,11.778
2020-12-30,11.778
2020-12-31,11.778
2021-01-01,11.778
2021-01-02,11.778
2021-01-03,11.778
2021-01-04,11.778
2021-01-05,11.763
2021-01-06,11.763
2021-01-07,11.763
2021-01-08,11.763
2021-01-09,11.763
2021-01-10,11.763
2021-01-11,11.763
2021-01-12,11.813
2021-01-13,11.813
2021-01-14,11.813
2021-01-15,11.813
2021-01-16,11.813
2021-01-17,11.813
2021-01-18,11.813
2021-01-19,11.813
2021-01-20,11.813
2021-01-21,11.813
2021-01-22,11.813
2021-01-23,11.813
2021-01-24,11.813
2021-01-25,11.813
2021-01-26,11.813
2021-01-27,11.87
2021-01-28,11.873
2021-01-29,11.873
2021-01-30,11.873
2021-01-31,11.873
2021-02-01,11.873
2021-02-02,11.873
2021-02-03,11.873
2021-02-04,11.873
2021-02-05,11.873
2021-02-06,11.873
2021-02-07,11.873
2021-02-08,11.873
2021-02-09,11.873
2021-02-10,11.873
2021-02-11,11.873
2021-02-12,11.873
2021-02-13,11.873
2021-02-14,11.873
2021-02-15,11.873
2021-02-16,11.873
2021-02-17,11.873
2021-02-18,11.873
2021-02-19,11.873
2021-02-20,11.873
2021-02-21,11.873
2021-02-22,11.873
2021-02-23,11.743
2021-02-24,11.743
2021-02-25,11.743
2021-02-26,11.743
2021-02-27,11.743
2021-02-28,11.743
2021-03-01,11.743
2021-03-02,11.883
2021-03-03,11.883
2021-03-04,11.875
2021-03-05,11.875
2021-03-06,11.875
2021-03-07,11.875
2021-03-08,11.875
2021-03-09,11.875
2021-03-10,11.875
2021-03-11,11.875
2021-03-12,11.875
2021-03-13,11.875
2021-03-14,11.875
2021-03-15,11.875
2021-03-16,11.875
2021-03-17,11.875
2021-03-18,11.875
2021-03-19,11.875
2021-03-20,11.875
2021-03-21,11.875
2021-03-22,11.875
2021-03-23,11.875
2021-03-24,11.844
2021-03-25,11.844
2021-03-26,11.844
2021-03-27,11.844
2021-03-28,11.844
2021-03-29,11.844
2021-03-30,11.844
2021-03-31,11.812
2021-04-01,11.995
2021-04-02,11.995
2021-04-03,11.995
2021-04-04,11.995
2021-04-05,11.995
2021-04-06,12.065
2021-04-07,12.065
2021-04-08,12.065
2021-04-09,12.065
2021-04-10,12.065
2021-04-11,12.065
2021-04-12,12.055
2021-04-13,12.073
2021-04-14,12.073
2021-04-15,12.073
2021-04-16,12.073
2021-04-17,12.073
2021-04-18,12.073
2021-04-19,12.073
2021-04-20,12.073
2021-04-21,12.073
2021-04-22,12.073
2021-04-23,12.073
2021-04-24,12.073
2021-04-25,12.073
2021-04-26,12.073
2021-04-27,12.053
2021-04-28,12.065
2021-04-29,12.068
2021-04-30,12.068
2021-05-01,12.068
2021-05-02,12.068
2021-05-03,12.068
2021-05-04,12.068
2021-05-05,12.068
2021-05-06,12.068
2021-05-07,12.068
2021-05-08,12.068
2021-05-09,12.068
2021-05-10,12.068
2021-05-11,12.068
2021-05-12,12.068
2021-05-13,12.068
2021-05-14,12.128
2021-05-15,12.128
2021-05-16,12.128
2021-05-17,12.128
2021-05-18,12.128
2021-05-19,12.128
2021-05-20,12.128
2021-05-21,12.128
2021-05-22,12.128
2021-05-23,12.128
2021-05-24,12.128
2021-05-25,12.128
2021-05-26,12.128
2021-05-27,12.128
2021-05-28,12.128
2021-05-29,12.128
2021-05-30,12.128
2021-05-31,12.128
2021-06-01,12.128
2021-06-02,12.128
2021-06-03,12.117
2021-06-04,12.117
2021-06-05,12.117
2021-06-06,12.117
2021-06-07,12.117
2021-06-08,12.117
2021-06-09,12.117
2021-06-10,12.117
2021-06-11,12.117
2021-06-12,12.117
2021-06-13,12.117
2021-06-14,12.117
2021-06-15,12.117
2021-06-16,12.117
2021-06-17,12.117
2021-06-18,12.117
2021-06-19,12.117
2021-06-20,12.117
2021-06-21,12.117
2021-06-22,12.117
2021-06-23,12.117
2021-06-24,12.117
2021-06-25,12.117
2021-06-26,12.117
2021-06-27,12.117
2021-06-28,12.117
2021-06-29,12.117
2021-06-30,12.117
2021-07-01,12.117
2021-07-02,12.117
2021-07-03,12.117
2021-07-04,12.117
2021-07-05,12.117
2021-07-06,12.117
2021-07-07,12.117
2021-07-08,12.15
2021-07-09,12.15
2021-07-10,12.15
2021-07-11,12.15
2021-07-12,12.143
2021-07-13,12.143
2021-07-14,12.143
2021-07-15,12.143
2021-07-16,12.143
2021-07-17,12.143
2021-07-18,12.143
2021-07-19,12.142
2021-07-20,12.142
2021-07-21,12.142
2021-07-22,12.142
2021-07-23,12.142
2021-07-24,12.142
2021-07-25,12.143
2021-07-26,12.143
2021-07-27,12.222
2021-07-28,12.245
2021-07-29,12.17
2021-07-30,12.17
2021-07-31,12.17
2021-08-01,12.17
2021-08-02,12.187
2021-08-03,12.187
2021-08-04,12.187
2021-08-05,12.187
2021-08-06,12.187
2021-08-07,12.187
2021-08-08,12.187
2021-08-09,12.187
2021-08-10,12.187
2021-08-11,12.187
2021-08-12,12.187
2021-08-13,12.187
2021-08-14,12.187
2021-08-15,12.187
2021-08-16,12.187
2021-08-17,12.213
2021-08-18,12.213
2021-08-19,12.213
2021-08-20,12.213
2021-08-21,12.213
2021-08-22,12.213
2021-08-23,12.213
2021-08-24,12.213
2021-08-25,12.213
2021-08-26,12.213
2021-08-27,12.213
2021-08-28,12.213
2021-08-29,12.213
2021-08-30,12.213
2021-08-31,12.213
2021-09-01,12.213
2021-09-02,12.213
2021-09-03,12.213
2021-09-04,12.213
2021-09-05,12.213
2021-09-06,12.213
2021-09-07,12.213
2021-09-08,12.213
2021-09-09,12.213
2021-09-10,12.213
2021-09-11,12.213
2021-09-12,12.213
2021-09-13,12.213
2021-09-14,12.213
2021-09-15,12.213
2021-09-16,12.213
2021-09-17,12.21
2021-09-18,12.21
2021-09-19,12.21
2021-09-20,12.21
2021-09-21,12.21
2021-09-22,12.21
2021-09-23,12.21
2021-09-24,12.21
2021-09-25,12.21
2021-09-26,12.21
2021-09-27,12.21
2021-09-28,12.21
2021-09-29,12.21
2021-09-30,12.133
2021-10-01,12.133
2021-10-02,12.133
2021-10-03,12.133
2021-10-04,12.127
2021-10-05,12.127
2021-10-06,12.122
2021-10-07,12.122
2021-10-08,12.122
2021-10-09,12.122
2021-10-10,12.122
2021-10-11,12.122
2021-10-12,12.072
2021-10-13,12.072
2021-10-14,12.072
2021-10-15,12.072
2021-10-16,12.072
2021-10-17,12.072
2021-10-18,12.072
2021-10-19,12.072
2021-10-20,12.072
2021-10-21,12.072
2021-10-22,12.072
2021-10-23,12.072
2021-10-24,12.072
2021-10-25,12.072
2021-10-26,12.063
2021-10-27,12.078
2021-10-28,12.01
2021-10-29,12.01
2021-10-30,12.01
2021-10-31,12.01
2021-11-01,12.01
2021-11-02,12.01
2021-11-03,12.01
2021-11-04,12.01
2021-11-05,12.01
2021-11-06,12.01
2021-11-07,12.01
2021-11-08,12.01
2021-11-09,12.01
2021-11-10,12.01
2021-11-11,12.01
2021-11-12,12.01
2021-11-13,12.01
2021-11-14,12.01
2021-11-15,12.01
2021-11-16,12.01
2021-11-17,12.002
2021-11-18,12.002
2021-11-19,12.002
2021-11-20,12.002
2021-11-21,12.002
2021-11-22,12.002
2021-11-23,12.002
2021-11-24,12.002
2021-11-25,12.002
2021-11-26,12.002
2021-11-27,12.002
2021-11-28,12.002
2021-11-29,12.002
2021-11-30,12.002
2021-12-01,12.002
2021-12-02,12.002
2021-12-03,12.002
2021-12-04,12.002
2021-12-05,12.002
2021-12-06,12.002
2021-12-07,12.002
2021-12-08,12.002
2021-12-09,12.002
2021-12-10,11.947
2021-12-11,11.947
2021-12-12,11.947
2021-12-13,11.92
2021-12-14,11.92
2021-12-15,11.918
2021-12-16,11.918
2021-12-17,11.924
2021-12-18,11.924
2021-12-19,11.924
2021-12-20,11.924
2021-12-21,11.924
2021-12-22,11.924
2021-12-23,11.924
2021-12-24,11.924
2021-12-25,11.924
2021-12-26,11.924
2021-12-27,11.924
2021-12-28,11.924
2021-12-29,11.924
2021-12-30,11.924
2021-12-31,11.924
2022-01-01,11.924
2022-01-02,11.924
2022-01-03,11.924
2022-01-04,11.886
2022-01-05,11.886
2022-01-06,11.886
2022-01-07,11.886
2022-01-08,11.886
2022-01-09,11.959
2022-01-10,11.818
2022-01-11,11.789
2022-01-12,11.789
2022-01-13,11.789
2022-01-14,11.789
2022-01-15,11.789
2022-01-16,11.789
2022-01-17,11.789
2022-01-18,11.781
2022-01-19,11.781
2022-01-20,11.781
2022-01-21,11.781
2022-01-22,11.781
2022-01-23,11.781
2022-01-24,11.781
2022-01-25,11.923
2022-01-26,11.882
2022-01-27,11.915
2022-01-28,11.915
2022-01-29,11.915
2022-01-30,11.915
2022-01-31,11.915
2022-02-01,11.915
2022-02-02,11.915
2022-02-03,11.915
2022-02-04,11.915
2022-02-05,11.915
2022-02-06,11.915
2022-02-07,11.915
2022-02-08,11.915
2022-02-09,11.915
2022-02-10,11.915
2022-02-11,11.915
2022-02-12,11.915
2022-02-13,11.915
2022-02-14,11.913
2022-02-15,11.791
2022-02-16,11.74
2022-02-17,11.735
2022-02-18,11.735
2022-02-19,11.735
2022-02-20,11.735
2022-02-21,11.748
2022-02-22,11.748
2022-02-23,11.748
2022-02-24,11.748
2022-02-25,11.748
2022-02-26,11.748
2022-02-27,11.748
2022-02-28,11.748
2022-03-01,11.752
2022-03-02,11.752
2022-03-03,11.756
2022-03-04,11.756
2022-03-05,11.756
2022-03-06,11.756
2022-03-07,11.756
2022-03-08,11.756
2022-03-09,11.756
2022-03-10,11.756
2022-03-11,11.756
2022-03-12,11.756
2022-03-13,11.756
2022-03-14,11.756
2022-03-15,11.756
2022-03-16,11.756
2022-03-17,11.756
2022-03-18,11.755
2022-03-19,11.755
2022-03-20,11.755
2022-03-21,11.755
2022-03-22,11.755
2022-03-23,11.755
2022-03-24,11.755
2022-03-25,11.755
2022-03-26,11.755
2022-03-27,11.755
2022-03-28,11.755
2022-03-29,11.755
2022-03-30,11.755
2022-03-31,11.756
2022-04-01,11.756
2022-04-02,11.756
2022-04-03,11.756
2022-04-04,11.762
2022-04-05,11.759
2022-04-06,11.748
2022-04-07,11.734
2022-04-08,11.734
2022-04-09,11.734
2022-04-10,11.734
2022-04-11,11.734
2022-04-12,11.734
2022-04-13,11.716
2022-04-14,11.712
2022-04-15,11.712
2022-04-16,11.712
2022-04-17,11.712
2022-04-18,11.712
2022-04-19,11.712
2022-04-20,11.712
2022-04-21,11.712
2022-04-22,11.712
2022-04-23,11.712
2022-04-24,11.712
2022-04-25,11.712
2022-04-26,11.753
2022-04-27,11.866
2022-04-28,11.945
2022-04-29,11.945
2022-04-30,11.945
2022-05-01,11.945
2022-05-02,11.945
2022-05-03,11.945
2022-05-04,11.945
2022-05-05,11.965
2022-05-06,11.965
2022-05-07,11.965
2022-05-08,11.965
2022-05-09,11.965
2022-05-10,11.965
2022-05-11,11.965
2022-05-12,11.965
2022-05-13,12.004
2022-05-14,12.004
2022-05-15,12.004
2022-05-16,12.004
2022-05-17,12.004
2022-05-18,12.004
2022-05-19,12.004
2022-05-20,12.004
2022-05-21,12.004
2022-05-22,12.004
2022-05-23,12.004
2022-05-24,12.004
2022-05-25,12.004
2022-05-26,12.004
2022-05-27,12.004
2022-05-28,12.004
2022-05-29,12.004
2022-05-30,12.004
2022-05-31,11.985
2022-06-01,11.983
2022-06-02,11.983
2022-06-03,11.983
2022-06-04,11.983
2022-06-05,11.983
2022-06-06,11.962
2022-06-07,11.962
2022-06-08,11.962
2022-06-09,11.962
2022-06-10,11.998
2022-06-11,11.998
2022-06-12,11.998
2022-06-13,11.998
2022-06-14,11.998
2022-06-15,11.998
2022-06-16,11.93
2022-06-17,11.93
2022-06-18,11.93
2022-06-19,11.93
2022-06-20,11.93
2022-06-21,11.93
2022-06-22,11.93
2022-06-23,11.93
2022-06-24,11.93
2022-06-25,11.93
2022-06-26,11.93
2022-06-27,11.862
2022-06-28,11.862
2022-06-29,11.862
2022-06-30,11.862
2022-07-01,11.862
2022-07-02,11.862
2022-07-03,11.862
2022-07-04,11.862
2022-07-05,11.862
2022-07-06,11.855
2022-07-07,11.855
2022-07-08,11.855
2022-07-09,11.855
2022-07-10,11.855
2022-07-11,11.855
2022-07-12,11.776
2022-07-13,11.791
2022-07-14,11.791
2022-07-15,11.787
2022-07-16,11.787
2022-07-17,11.787
2022-07-18,11.787
2022-07-19,11.787
2022-07-20,11.71
2022-07-21,11.71
2022-07-22,11.71
2022-07-23,11.71
2022-07-24,11.688
2022-07-25,11.688
2022-07-26,11.653
2022-07-27,11.553
2022-07-28,11.52
2022-07-29,11.519
2022-07-30,11.519
2022-07-31,11.519
2022-08-01,11.519
2022-08-02,11.519
2022-08-03,11.519
2022-08-04,11.519
2022-08-05,11.593
2022-08-06,11.593
2022-08-07,11.593
2022-08-08,11.58
2022-08-09,11.58
2022-08-10,11.58
2022-08-11,11.58
2022-08-12,11.58
2022-08-13,11.58
2022-08-14,11.58
2022-08-15,11.58
2022-08-16,11.549
2022-08-17,11.549
2022-08-18,11.549
2022-08-19,11.549
2022-08-20,11.549
2022-08-21,11.549
2022-08-22,11.549
2022-08-23,11.549
2022-08-24,11.549
2022-08-25,11.523
2022-08-26,11.523
2022-08-27,11.523
2022-08-28,11.523
2022-08-29,11.523
2022-08-30,11.523
2022-08-31,11.523
2022-09-01,11.565
2022-09-02,11.565
2022-09-03,11.565
2022-09-04,11.565
2022-09-05,11.565
2022-09-06,11.565
2022-09-07,11.589
2022-09-08,11.619
2022-09-09,11.586
2022-09-10,11.586
2022-09-11,11.586
2022-09-12,11.586
2022-09-13,11.586
2022-09-14,11.586
2022-09-15,11.586
2022-09-16,11.586
2022-09-17,11.586
2022-09-18,11.586
2022-09-19,11.586
2022-09-20,11.586
2022-09-21,11.586
2022-09-22,11.582
2022-09-23,11.486
2022-09-24,11.486
2022-09-25,11.486
2022-09-26,11.486
2022-09-27,11.486
2022-09-28,11.486
2022-09-29,11.467
2022-09-30,11.467
2022-10-01,11.467
2022-10-02,11.456
2022-10-03,11.456
2022-10-04,11.456
2022-10-05,11.456
2022-10-06,11.427
2022-10-07,11.427
2022-10-08,11.427
2022-10-09,11.427
2022-10-10,11.424
2022-10-11,11.384
2022-10-12,11.362
2022-10-13,11.362
2022-10-14,11.362
2022-10-15,11.362
2022-10-16,11.362
2022-10-17,11.269
2022-10-18,11.262
2022-10-19,11.262
2022-10-20,11.262
2022-10-21,11.262
2022-10-22,11.262
2022-10-23,11.262
2022-10-24,11.262
2022-10-25,11.051
2022-10-26,11.045
2022-10-27,11.018
2022-10-28,11.018
2022-10-29,11.018
2022-10-30,11.018
2022-10-31,11.018
2022-11-01,11.018
2022-11-02,11.018
2022-11-03,11.018
2022-11-04,11.018
2022-11-05,11.018
2022-11-06,11.018
2022-11-07,11.018
2022-11-08,11.018
2022-11-09,11.018
2022-11-10,11.005
2022-11-11,10.962
2022-11-12,10.962
2022-11-13,10.962
2022-11-14,10.962
2022-11-15,10.962
2022-11-16,10.962
2022-11-17,10.962
2022-11-18,10.962
2022-11-19,10.962
2022-11-20,10.962
2022-11-21,10.962
2022-11-22,10.962
2022-11-23,10.962
2022-11-24,10.962
2022-11-25,10.962
2022-11-26,10.962
2022-11-27,10.962
2022-11-28,10.962
2022-11-29,10.962
2022-11-30,10.962
2022-12-01,10.962
2022-12-02,10.928
2022-12-03,10.928
2022-12-04,10.928
2022-12-05,10.928
2022-12-06,10.928
2022-12-07,10.928
2022-12-08,10.928
2022-12-09,10.928
2022-12-10,10.928
2022-12-11,10.928
2022-12-12,10.928
2022-12-13,10.928
2022-12-14,10.885
2022-12-15,10.885
2022-12-16,10.885
2022-12-17,10.885
2022-12-18,10.885
2022-12-19,10.885
2022-12-20,10.858
2022-12-21,10.858
2022-12-22,10.858
2022-12-23,10.858
2022-12-24,10.858
2022-12-25,10.858
2022-12-26,10.858
2022-12-27,10.858
2022-12-28,10.858
2022-12-29,10.856
2022-12-30,10.856
2022-12-31,10.856
2023-01-01,10.856
2023-01-02,10.856
2023-01-03,10.884
2023-01-04,10.884
2023-01-05,10.883
2023-01-06,10.883
2023-01-07,10.883
2023-01-08,10.804
2023-01-09,10.786
2023-01-10,10.786
2023-01-11,10.786
2023-01-12,10.759
2023-01-13,10.759
2023-01-14,10.759
2023-01-15,10.759
2023-01-16,10.738
2023-01-17,10.763
2023-01-18,10.763
2023-01-19,10.735
2023-01-20,10.73
2023-01-21,10.711
2023-01-22,10.711
2023-01-23,10.711
2023-01-24,10.312
2023-01-25,9.753
2023-01-26,9.753
2023-01-27,9.753
2023-01-28,9.753
2023-01-29,9.753
2023-01-30,9.714
2023-01-31,9.714
2023-02-01,9.714
2023-02-02,9.714
2023-02-03,9.714
2023-02-04,9.714
2023-02-05,9.714
2023-02-06,9.672
2023-02-07,9.672
2023-02-08,9.672
2023-02-09,9.672
2023-02-10,9.672
2023-02-11,9.672
2023-02-12,9.672
2023-02-13,9.675
2023-02-14,9.675
2023-02-15,9.675
2023-02-16,9.675
2023-02-17,9.675
2023-02-18,9.675
2023-02-19,9.675
2023-02-20,9.675
2023-02-21,9.675
2023-02-22,9.675
2023-02-23,9.675
2023-02-24,9.675
2023-02-25,9.675
2023-02-26,9.675
2023-02-27,9.542
2023-02-28,9.543
2023-03-01,9.543
2023-03-02,9.553
2023-03-03,9.535
2023-03-04,9.535
2023-03-05,9.535
2023-03-06,9.535
2023-03-07,9.541
2023-03-08,9.541
2023-03-09,9.541
2023-03-10,9.541
2023-03-11,9.541
2023-03-12,9.541
2023-03-13,9.538
2023-03-14,9.537
2023-03-15,9.537
2023-03-16,9.537
2023-03-17,9.537
2023-03-18,9.537
2023-03-19,9.537
2023-03-20,9.537
2023-03-21,9.542
2023-03-22,9.542
2023-03-23,9.542
2023-03-24,9.542
2023-03-25,9.542
2023-03-26,9.542
2023-03-27,9.542
2023-03-28,9.526
2023-03-29,9.526
2023-03-30,9.525
2023-03-31,9.525
2023-04-01,9.525
2023-04-02,9.525
2023-04-03,9.525
2023-04-04,9.525
2023-04-05,9.525
2023-04-06,9.513
2023-04-07,9.513
2023-04-08,9.513
2023-04-09,9.513
2023-04-10,9.513
2023-04-11,9.488
2023-04-12,9.488
2023-04-13,9.488
2023-04-14,9.488
2023-04-15,9.488
2023-04-16,9.488
2023-04-17,9.488
2023-04-18,9.466
2023-04-19,9.46
2023-04-20,9.46
2023-04-21,9.46
2023-04-22,9.46
2023-04-23,9.46
2023-04-24,9.46
2023-04-25,9.498
2023-04-26,9.505
2023-04-27,9.515
2023-04-28,9.517
2023-04-29,9.517
2023-04-30,9.517
2023-05-01,9.517
2023-05-02,9.517
2023-05-03,9.517
2023-05-04,9.524
2023-05-05,9.515
2023-05-06,9.515
2023-05-07,9.515
2023-05-08,9.515
2023-05-09,9.515
2023-05-10,9.515
2023-05-11,9.515
2023-05-12,9.556
2023-05-13,9.527
2023-05-14,9.527
2023-05-15,9.527
2023-05-16,9.527
2023-05-17,9.527
2023-05-18,9.527
2023-05-19,9.527
2023-05-20,9.527
2023-05-21,9.527
2023-05-22,9.527
2023-05-23,9.527
2023-05-24,9.527
2023-05-25,9.527
2023-05-26,9.527
2023-05-27,9.527
2023-05-28,9.527
2023-05-29,9.527
2023-05-30,9.527
2023-05-31,9.527
2023-06-01,9.521
2023-06-02,9.521
2023-06-03,9.521
2023-06-04,9.521
2023-06-05,9.521
2023-06-06,9.521
2023-06-07,9.521
2023-06-08,9.517
2023-06-09,9.517
2023-06-10,9.517
2023-06-11,9.517
2023-06-12,9.517
2023-06-13,9.517
2023-06-14,9.517
2023-06-15,9.517
2023-06-16,9.517
2023-06-17,9.517
2023-06-18,9.517
2023-06-19,9.517
2023-06-20,9.517
2023-06-21,9.517
2023-06-22,9.517
2023-06-23,9.501
