,IFF US Equity
2023-06-24,5.539
2023-06-25,5.539
2023-06-26,5.539
2023-06-27,5.546
2023-06-28,5.546
2023-06-29,5.541
2023-06-30,5.541
2023-07-01,5.541
2023-07-02,5.541
2023-07-03,5.539
2023-07-04,5.539
2023-07-05,5.539
2023-07-06,5.539
2023-07-07,5.539
2023-07-08,5.539
2023-07-09,5.539
2023-07-10,5.539
2023-07-11,5.557
2023-07-12,5.534
2023-07-13,5.534
2023-07-14,5.534
2023-07-15,5.534
2023-07-16,5.534
2023-07-17,5.521
2023-07-18,5.505
2023-07-19,5.492
2023-07-20,5.502
2023-07-21,5.502
2023-07-22,5.502
2023-07-23,5.502
2023-07-24,5.502
2023-07-25,5.502
2023-07-26,5.502
2023-07-27,5.502
2023-07-28,5.502
2023-07-29,5.502
2023-07-30,5.502
2023-07-31,5.502
2023-08-01,5.502
2023-08-02,5.502
2023-08-03,5.502
2023-08-04,5.502
2023-08-05,5.502
2023-08-06,5.502
2023-08-07,5.426
2023-08-08,5.228
2023-08-09,4.653
2023-08-10,4.653
2023-08-11,4.653
2023-08-12,4.653
2023-08-13,4.653
2023-08-14,4.653
2023-08-15,4.653
2023-08-16,4.692
2023-08-17,4.692
2023-08-18,4.692
2023-08-19,4.692
2023-08-20,4.692
2023-08-21,4.463
2023-08-22,4.463
2023-08-23,4.463
2023-08-24,4.45
2023-08-25,4.45
2023-08-26,4.45
2023-08-27,4.45
2023-08-28,4.45
2023-08-29,4.45
2023-08-30,4.45
2023-08-31,4.45
2023-09-01,4.45
2023-09-02,4.45
2023-09-03,4.45
2023-09-04,4.45
2023-09-05,4.45
2023-09-06,4.45
2023-09-07,4.45
2023-09-08,4.45
2023-09-09,4.45
2023-09-10,4.45
2023-09-11,4.45
2023-09-12,4.45
2023-09-13,4.45
2023-09-14,4.45
2023-09-15,4.45
2023-09-16,4.45
2023-09-17,4.45
2023-09-18,4.434
2023-09-19,4.434
2023-09-20,4.434
2023-09-21,4.434
2023-09-22,4.434
2023-09-23,4.434
2023-09-24,4.434
2023-09-25,4.434
2023-09-26,4.412
2023-09-27,4.412
2023-09-28,4.412
2023-09-29,4.401
2023-09-30,4.401
2023-10-01,4.401
2023-10-02,4.401
2023-10-03,4.401
2023-10-04,4.401
2023-10-05,4.364
2023-10-06,4.364
2023-10-07,4.364
2023-10-08,4.364
2023-10-09,4.359
2023-10-10,4.359
2023-10-11,4.338
2023-10-12,4.314
2023-10-13,4.31
2023-10-14,4.31
2023-10-15,4.31
2023-10-16,4.31
2023-10-17,4.32
2023-10-18,4.317
2023-10-19,4.317
2023-10-20,4.317
2023-10-21,4.317
2023-10-22,4.317
2023-10-23,4.317
2023-10-24,4.317
2023-10-25,4.317
2023-10-26,4.317
2023-10-27,4.317
2023-10-28,4.317
2023-10-29,4.317
2023-10-30,4.301
2023-10-31,4.301
2023-11-01,4.301
2023-11-02,4.301
2023-11-03,4.301
2023-11-04,4.301
2023-11-05,4.301
2023-11-06,4.331
2023-11-07,4.299
2023-11-08,4.228
2023-11-09,4.228
2023-11-10,4.228
2023-11-11,4.228
2023-11-12,4.228
2023-11-13,4.159
2023-11-14,4.159
2023-11-15,4.144
2023-11-16,4.144
2023-11-17,4.144
2023-11-18,4.144
2023-11-19,4.144
2023-11-20,4.142
2023-11-21,4.142
2023-11-22,4.109
2023-11-23,4.109
2023-11-24,4.109
2023-11-25,4.109
2023-11-26,4.109
2023-11-27,4.105
2023-11-28,4.066
2023-11-29,4.066
2023-11-30,4.066
2023-12-01,4.066
2023-12-02,4.066
2023-12-03,4.066
2023-12-04,4.06
2023-12-05,4.06
2023-12-06,4.08
2023-12-07,4.08
2023-12-08,4.078
2023-12-09,4.078
2023-12-10,4.078
2023-12-11,4.08
2023-12-12,4.08
2023-12-13,4.08
2023-12-14,4.08
2023-12-15,4.08
2023-12-16,4.08
2023-12-17,4.061
2023-12-18,4.047
2023-12-19,4.045
2023-12-20,4.045
2023-12-21,4.038
2023-12-22,4.038
2023-12-23,4.038
2023-12-24,4.038
2023-12-25,4.038
2023-12-26,4.038
2023-12-27,4.036
2023-12-28,4.036
2023-12-29,4.036
2023-12-30,4.036
2023-12-31,4.036
2024-01-01,4.036
2024-01-02,4.036
2024-01-03,4.036
2024-01-04,4.036
2024-01-05,4.04
2024-01-06,4.04
2024-01-07,4.04
2024-01-08,4.04
2024-01-09,4.04
2024-01-10,3.938
2024-01-11,4.035
2024-01-12,4.053
2024-01-13,4.053
2024-01-14,4.053
2024-01-15,4.053
2024-01-16,4.063
2024-01-17,4.063
2024-01-18,4.063
2024-01-19,4.065
2024-01-20,4.065
2024-01-21,4.065
2024-01-22,4.071
2024-01-23,4.071
2024-01-24,4.071
2024-01-25,4.071
2024-01-26,4.071
2024-01-27,4.071
2024-01-28,4.071
2024-01-29,4.071
2024-01-30,4.071
2024-01-31,4.029
2024-02-01,4.029
2024-02-02,4.029
2024-02-03,4.029
2024-02-04,4.029
2024-02-05,4.03
2024-02-06,4.03
2024-02-07,4.03
2024-02-08,4.03
2024-02-09,4.03
2024-02-10,4.03
2024-02-11,4.03
2024-02-12,4.03
2024-02-13,4.03
2024-02-14,4.016
2024-02-15,4.006
2024-02-16,4.006
2024-02-17,4.006
2024-02-18,4.006
2024-02-19,4.006
2024-02-20,3.943
2024-02-21,3.72
2024-02-22,3.631
2024-02-23,3.63
2024-02-24,3.63
2024-02-25,3.63
2024-02-26,3.591
2024-02-27,3.591
2024-02-28,3.593
2024-02-29,3.521
2024-03-01,3.521
2024-03-02,3.521
2024-03-03,3.55
2024-03-04,3.55
2024-03-05,3.556
2024-03-06,3.556
2024-03-07,3.556
2024-03-08,3.545
2024-03-09,3.545
2024-03-10,3.545
2024-03-11,3.456
2024-03-12,3.456
2024-03-13,3.545
2024-03-14,3.545
2024-03-15,3.545
2024-03-16,3.545
2024-03-17,3.545
2024-03-18,3.456
2024-03-19,3.427
2024-03-20,3.476
2024-03-21,3.476
2024-03-22,3.555
2024-03-23,3.555
2024-03-24,3.555
2024-03-25,3.555
2024-03-26,3.555
2024-03-27,3.557
2024-03-28,3.55
2024-03-29,3.55
2024-03-30,3.55
2024-03-31,3.55
2024-04-01,3.55
2024-04-02,3.55
2024-04-03,3.669
2024-04-04,3.669
2024-04-05,3.669
2024-04-06,3.669
2024-04-07,3.669
2024-04-08,3.678
