,GRA US Equity
2020-06-03,4.067
2020-06-04,4.067
2020-06-05,4.067
2020-06-06,4.067
2020-06-07,4.067
2020-06-08,4.067
2020-06-09,4.067
2020-06-10,4.067
2020-06-11,4.067
2020-06-12,4.067
2020-06-13,4.067
2020-06-14,4.067
2020-06-15,4.062
2020-06-16,4.062
2020-06-17,4.062
2020-06-18,4.062
2020-06-19,4.062
2020-06-20,4.062
2020-06-21,4.062
2020-06-22,4.062
2020-06-23,4.062
2020-06-24,4.062
2020-06-25,4.062
2020-06-26,4.062
2020-06-27,4.062
2020-06-28,4.062
2020-06-29,4.062
2020-06-30,4.062
2020-07-01,4.062
2020-07-02,4.062
2020-07-03,4.062
2020-07-04,4.062
2020-07-05,4.062
2020-07-06,4.062
2020-07-07,4.062
2020-07-08,4.062
2020-07-09,4.062
2020-07-10,4.062
2020-07-11,4.062
2020-07-12,4.062
2020-07-13,4.062
2020-07-14,4.062
2020-07-15,4.065
2020-07-16,4.065
2020-07-17,4.065
2020-07-18,4.065
2020-07-19,4.065
2020-07-20,4.065
2020-07-21,4.065
2020-07-22,4.065
2020-07-23,4.065
2020-07-24,4.065
2020-07-25,4.065
2020-07-26,4.065
2020-07-27,4.065
2020-07-28,4.065
2020-07-29,4.065
2020-07-30,4.051
2020-07-31,4.04
2020-08-01,4.04
2020-08-02,4.04
2020-08-03,4.008
2020-08-04,4.008
2020-08-05,4.013
2020-08-06,4.013
2020-08-07,4.0
2020-08-08,4.0
2020-08-09,4.0
2020-08-10,4.0
2020-08-11,4.0
2020-08-12,4.0
2020-08-13,4.0
2020-08-14,4.0
2020-08-15,4.0
2020-08-16,4.0
2020-08-17,4.0
2020-08-18,4.0
2020-08-19,4.0
2020-08-20,4.0
2020-08-21,4.0
2020-08-22,4.0
2020-08-23,4.0
2020-08-24,4.0
2020-08-25,4.0
2020-08-26,3.988
2020-08-27,3.988
2020-08-28,3.988
2020-08-29,3.988
2020-08-30,3.988
2020-08-31,3.988
2020-09-01,3.988
2020-09-02,3.988
2020-09-03,3.988
2020-09-04,3.988
2020-09-05,3.988
2020-09-06,3.988
2020-09-07,3.988
2020-09-08,3.988
2020-09-09,3.988
2020-09-10,3.988
2020-09-11,3.988
2020-09-12,3.988
2020-09-13,3.988
2020-09-14,3.988
2020-09-15,3.988
2020-09-16,3.988
2020-09-17,3.969
2020-09-18,3.969
2020-09-19,3.969
2020-09-20,3.969
2020-09-21,3.969
2020-09-22,3.969
2020-09-23,3.969
2020-09-24,3.963
2020-09-25,3.963
2020-09-26,3.963
2020-09-27,3.963
2020-09-28,3.963
2020-09-29,3.963
2020-09-30,3.966
2020-10-01,3.966
2020-10-02,3.966
2020-10-03,3.966
2020-10-04,3.966
2020-10-05,3.966
2020-10-06,3.945
2020-10-07,3.941
2020-10-08,3.941
2020-10-09,3.941
2020-10-10,3.941
2020-10-11,3.941
2020-10-12,3.941
2020-10-13,3.941
2020-10-14,3.941
2020-10-15,3.917
2020-10-16,3.917
2020-10-17,3.917
2020-10-18,3.917
2020-10-19,3.917
2020-10-20,3.917
2020-10-21,3.917
2020-10-22,3.918
2020-10-23,3.918
2020-10-24,3.918
2020-10-25,3.902
2020-10-26,3.902
2020-10-27,3.902
2020-10-28,3.817
2020-10-29,3.8
2020-10-30,3.788
2020-10-31,3.783
2020-11-01,3.783
2020-11-02,3.813
2020-11-03,3.813
2020-11-04,3.813
2020-11-05,3.813
2020-11-06,3.813
2020-11-07,3.813
2020-11-08,3.813
2020-11-09,3.812
2020-11-10,3.82
2020-11-11,3.82
2020-11-12,3.82
2020-11-13,3.82
2020-11-14,3.82
2020-11-15,3.82
2020-11-16,3.82
2020-11-17,3.82
2020-11-18,3.82
2020-11-19,3.82
2020-11-20,3.82
2020-11-21,3.82
2020-11-22,3.82
2020-11-23,3.82
2020-11-24,3.82
2020-11-25,3.82
2020-11-26,3.82
2020-11-27,3.82
2020-11-28,3.82
2020-11-29,3.82
2020-11-30,3.82
2020-12-01,3.82
2020-12-02,3.82
2020-12-03,3.82
2020-12-04,3.82
2020-12-05,3.82
2020-12-06,3.82
2020-12-07,3.82
2020-12-08,3.82
2020-12-09,3.82
2020-12-10,3.82
2020-12-11,3.82
2020-12-12,3.82
2020-12-13,3.82
2020-12-14,3.82
2020-12-15,3.82
2020-12-16,3.82
2020-12-17,3.82
2020-12-18,3.82
2020-12-19,3.82
2020-12-20,3.82
2020-12-21,3.82
2020-12-22,3.82
2020-12-23,3.82
2020-12-24,3.82
2020-12-25,3.82
2020-12-26,3.82
2020-12-27,3.82
2020-12-28,3.82
2020-12-29,3.82
2020-12-30,3.82
2020-12-31,3.82
2021-01-01,3.82
2021-01-02,3.82
2021-01-03,3.82
2021-01-04,3.82
2021-01-05,3.84
2021-01-06,3.84
2021-01-07,3.84
2021-01-08,3.84
2021-01-09,3.84
2021-01-10,3.84
2021-01-11,3.84
2021-01-12,3.84
2021-01-13,3.84
2021-01-14,3.848
2021-01-15,3.848
2021-01-16,3.848
2021-01-17,3.848
2021-01-18,3.848
2021-01-19,3.848
2021-01-20,3.848
2021-01-21,3.848
2021-01-22,3.848
2021-01-23,3.848
2021-01-24,3.848
2021-01-25,3.848
2021-01-26,3.848
2021-01-27,3.848
2021-01-28,3.848
2021-01-29,3.848
2021-01-30,3.848
2021-01-31,3.848
2021-02-01,3.848
2021-02-02,3.848
2021-02-03,3.848
2021-02-04,3.848
2021-02-05,3.848
2021-02-06,3.848
2021-02-07,3.848
2021-02-08,3.848
2021-02-09,3.859
2021-02-10,3.832
2021-02-11,3.836
2021-02-12,3.823
2021-02-13,3.823
2021-02-14,3.823
2021-02-15,3.823
2021-02-16,3.813
2021-02-17,3.813
2021-02-18,3.813
2021-02-19,3.794
2021-02-20,3.794
2021-02-21,3.794
2021-02-22,3.794
2021-02-23,3.794
2021-02-24,3.794
2021-02-25,3.798
2021-02-26,3.798
2021-02-27,3.798
2021-02-28,3.798
2021-03-01,3.798
2021-03-02,3.798
2021-03-03,3.798
2021-03-04,3.798
2021-03-05,3.798
2021-03-06,3.798
2021-03-07,3.798
2021-03-08,3.798
2021-03-09,3.798
2021-03-10,3.798
2021-03-11,3.798
2021-03-12,3.79
2021-03-13,3.79
2021-03-14,3.79
2021-03-15,3.79
2021-03-16,3.79
2021-03-17,3.79
2021-03-18,3.79
2021-03-19,3.79
2021-03-20,3.79
2021-03-21,3.79
2021-03-22,3.793
2021-03-23,3.793
2021-03-24,3.793
2021-03-25,3.793
2021-03-26,3.792
2021-03-27,3.792
2021-03-28,3.792
2021-03-29,3.792
2021-03-30,3.792
2021-03-31,3.792
2021-04-01,3.792
2021-04-02,3.792
2021-04-03,3.792
2021-04-04,3.792
2021-04-05,3.792
2021-04-06,3.792
2021-04-07,3.792
2021-04-08,3.792
2021-04-09,3.792
2021-04-10,3.792
2021-04-11,3.792
2021-04-12,3.789
2021-04-13,3.789
2021-04-14,3.789
2021-04-15,3.789
2021-04-16,3.789
2021-04-17,3.789
2021-04-18,3.789
2021-04-19,3.789
2021-04-20,3.789
2021-04-21,3.789
2021-04-22,3.789
2021-04-23,3.776
2021-04-24,3.776
2021-04-25,3.776
2021-04-26,3.759
2021-04-27,3.8
2021-04-28,3.8
2021-04-29,3.8
2021-04-30,3.8
2021-05-01,3.8
2021-05-02,3.8
2021-05-03,3.8
2021-05-04,3.8
2021-05-05,3.8
2021-05-06,3.8
2021-05-07,3.79
2021-05-08,3.79
2021-05-09,3.79
2021-05-10,3.79
2021-05-11,3.79
2021-05-12,3.79
2021-05-13,3.79
2021-05-14,3.785
2021-05-15,3.785
2021-05-16,3.785
2021-05-17,3.785
2021-05-18,3.785
2021-05-19,3.785
2021-05-20,3.785
2021-05-21,3.785
2021-05-22,3.785
2021-05-23,3.785
2021-05-24,3.785
2021-05-25,3.785
2021-05-26,3.785
2021-05-27,3.785
2021-05-28,3.76
2021-05-29,3.76
2021-05-30,3.76
2021-05-31,3.76
2021-06-01,3.76
2021-06-02,3.76
2021-06-03,3.76
2021-06-04,3.76
2021-06-05,3.76
2021-06-06,3.76
2021-06-07,3.76
2021-06-08,3.76
2021-06-09,3.76
2021-06-10,3.76
2021-06-11,3.76
2021-06-12,3.76
2021-06-13,3.76
2021-06-14,3.76
2021-06-15,3.76
2021-06-16,3.76
2021-06-17,3.76
2021-06-18,3.76
2021-06-19,3.76
2021-06-20,3.76
2021-06-21,3.76
2021-06-22,3.76
2021-06-23,3.76
2021-06-24,3.76
2021-06-25,3.76
2021-06-26,3.76
2021-06-27,3.76
2021-06-28,3.76
2021-06-29,3.76
2021-06-30,3.758
2021-07-01,3.758
2021-07-02,3.758
2021-07-03,3.78
2021-07-04,3.78
2021-07-05,3.78
2021-07-06,3.78
2021-07-07,3.813
2021-07-08,3.813
2021-07-09,3.813
2021-07-10,3.813
2021-07-11,3.813
2021-07-12,3.813
2021-07-13,3.813
2021-07-14,3.813
2021-07-15,3.813
2021-07-16,3.78
2021-07-17,3.78
2021-07-18,3.78
2021-07-19,3.78
2021-07-20,3.78
2021-07-21,3.78
2021-07-22,3.78
2021-07-23,3.78
2021-07-24,3.78
2021-07-25,3.78
2021-07-26,3.78
2021-07-27,3.78
2021-07-28,3.78
2021-07-29,3.78
2021-07-30,3.78
2021-07-31,3.78
2021-08-01,3.78
2021-08-02,3.78
2021-08-03,3.847
2021-08-04,3.847
2021-08-05,3.847
2021-08-06,3.847
2021-08-07,3.847
2021-08-08,3.847
2021-08-09,3.847
2021-08-10,3.847
2021-08-11,3.847
2021-08-12,3.847
2021-08-13,3.847
2021-08-14,3.847
2021-08-15,3.847
2021-08-16,3.847
2021-08-17,3.847
2021-08-18,3.847
2021-08-19,3.847
2021-08-20,3.847
2021-08-21,3.847
2021-08-22,3.847
2021-08-23,3.847
2021-08-24,3.847
2021-08-25,3.847
2021-08-26,3.847
2021-08-27,3.847
2021-08-28,3.847
2021-08-29,3.847
2021-08-30,3.85
2021-08-31,3.85
2021-09-01,3.85
2021-09-02,3.85
2021-09-03,3.85
2021-09-04,3.85
2021-09-05,3.85
2021-09-06,3.85
2021-09-07,3.85
2021-09-08,3.85
2021-09-09,3.85
2021-09-10,3.85
2021-09-11,3.85
2021-09-12,3.85
2021-09-13,3.85
2021-09-14,3.85
2021-09-15,3.85
2021-09-16,3.843
2021-09-17,3.843
2021-09-18,3.843
2021-09-19,3.843
2021-09-20,3.843
2021-09-21,3.843
2021-09-22,3.76
2021-09-23,3.76
2021-09-24,3.807
2021-09-25,3.807
2021-09-26,3.807
2021-09-27,3.807
2021-09-28,3.807
2021-09-29,3.807
2021-09-30,3.807
2021-10-01,3.807
2021-10-02,3.807
2021-10-03,3.807
2021-10-04,3.807
2021-10-05,3.807
2021-10-06,3.807
2021-10-07,3.807
2021-10-08,3.807
2021-10-09,3.807
2021-10-10,3.807
2021-10-11,3.807
2021-10-12,3.807
2021-10-13,3.807
2021-10-14,3.807
2021-10-15,3.807
2021-10-16,3.807
2021-10-17,3.807
2021-10-18,3.807
2021-10-19,3.808
2021-10-20,3.808
2021-10-21,3.808
2021-10-22,3.808
2021-10-23,3.808
2021-10-24,3.808
2021-10-25,3.808
2021-10-26,3.808
2021-10-27,3.808
2021-10-28,3.808
2021-10-29,3.808
2021-10-30,3.808
2021-10-31,3.808
2021-11-01,3.808
2021-11-02,3.808
2021-11-03,3.808
2021-11-04,3.808
2021-11-05,3.808
2021-11-06,3.808
2021-11-07,3.808
2021-11-08,3.808
2021-11-09,3.808
2021-11-10,3.808
2021-11-11,3.808
2021-11-12,3.808
2021-11-13,3.808
2021-11-14,3.808
2021-11-15,3.808
2021-11-16,3.808
2021-11-17,3.808
2021-11-18,3.808
2021-11-19,3.808
2021-11-20,3.808
2021-11-21,3.808
2021-11-22,3.808
2021-11-23,3.808
2021-11-24,3.808
2021-11-25,3.808
2021-11-26,3.808
2021-11-27,3.808
2021-11-28,3.808
2021-11-29,3.808
2021-11-30,3.808
2021-12-01,3.808
2021-12-02,3.808
2021-12-03,3.808
2021-12-04,3.808
2021-12-05,3.808
2021-12-06,3.808
2021-12-07,3.808
2021-12-08,3.808
2021-12-09,3.808
2021-12-10,3.808
2021-12-11,3.808
2021-12-12,3.808
2021-12-13,3.808
2021-12-14,3.808
2021-12-15,3.808
2021-12-16,3.808
2021-12-17,3.808
2021-12-18,3.808
2021-12-19,3.808
2021-12-20,3.808
2021-12-21,3.808
2021-12-22,3.808
2021-12-23,3.808
2021-12-24,3.808
2021-12-25,3.808
2021-12-26,3.808
2021-12-27,3.808
2021-12-28,3.808
2021-12-29,3.808
2021-12-30,3.808
2021-12-31,3.808
2022-01-01,3.808
2022-01-02,3.808
2022-01-03,3.808
2022-01-04,3.808
2022-01-05,3.808
2022-01-06,3.808
2022-01-07,3.808
2022-01-08,3.808
2022-01-09,3.808
2022-01-10,3.808
2022-01-11,3.808
2022-01-12,3.808
2022-01-13,3.808
2022-01-14,3.808
2022-01-15,3.808
2022-01-16,3.808
2022-01-17,3.808
2022-01-18,3.808
2022-01-19,3.808
2022-01-20,3.808
2022-01-21,3.808
2022-01-22,3.808
2022-01-23,3.808
2022-01-24,3.808
2022-01-25,3.808
2022-01-26,3.808
2022-01-27,3.808
2022-01-28,3.808
2022-01-29,3.808
2022-01-30,3.808
2022-01-31,3.808
2022-02-01,3.808
2022-02-02,3.808
2022-02-03,3.808
2022-02-04,3.808
2022-02-05,3.808
2022-02-06,3.808
2022-02-07,3.808
2022-02-08,3.808
2022-02-09,3.808
2022-02-10,3.808
2022-02-11,3.808
2022-02-12,3.808
2022-02-13,3.808
2022-02-14,3.808
2022-02-15,3.808
2022-02-16,3.808
2022-02-17,3.808
2022-02-18,3.808
2022-02-19,3.808
2022-02-20,3.808
2022-02-21,3.808
2022-02-22,3.808
2022-02-23,3.808
2022-02-24,3.808
2022-02-25,3.808
2022-02-26,3.808
2022-02-27,3.808
2022-02-28,3.808
2022-03-01,3.808
2022-03-02,3.808
2022-03-03,3.808
2022-03-04,3.808
2022-03-05,3.808
2022-03-06,3.808
2022-03-07,3.808
2022-03-08,3.808
2022-03-09,3.808
2022-03-10,3.808
2022-03-11,3.808
2022-03-12,3.808
2022-03-13,3.808
2022-03-14,3.808
2022-03-15,3.808
2022-03-16,3.808
2022-03-17,3.808
2022-03-18,3.808
2022-03-19,3.808
2022-03-20,3.808
2022-03-21,3.808
2022-03-22,3.808
2022-03-23,3.808
2022-03-24,3.808
2022-03-25,3.808
2022-03-26,3.808
2022-03-27,3.808
2022-03-28,3.808
2022-03-29,3.808
2022-03-30,3.808
2022-03-31,3.808
2022-04-01,3.808
2022-04-02,3.808
2022-04-03,3.808
2022-04-04,3.808
2022-04-05,3.808
2022-04-06,3.808
2022-04-07,3.808
2022-04-08,3.808
2022-04-09,3.808
2022-04-10,3.808
2022-04-11,3.808
2022-04-12,3.808
2022-04-13,3.808
2022-04-14,3.808
2022-04-15,3.808
2022-04-16,3.808
2022-04-17,3.808
2022-04-18,3.808
2022-04-19,3.808
2022-04-20,3.808
2022-04-21,3.808
2022-04-22,3.808
2022-04-23,3.808
2022-04-24,3.808
2022-04-25,3.808
2022-04-26,3.808
2022-04-27,3.808
2022-04-28,3.808
2022-04-29,3.808
2022-04-30,3.808
2022-05-01,3.808
2022-05-02,3.808
2022-05-03,3.808
2022-05-04,3.808
2022-05-05,3.808
2022-05-06,3.808
2022-05-07,3.808
2022-05-08,3.808
2022-05-09,3.808
2022-05-10,3.808
2022-05-11,3.808
2022-05-12,3.808
2022-05-13,3.808
2022-05-14,3.808
2022-05-15,3.808
2022-05-16,3.808
2022-05-17,3.808
2022-05-18,3.808
2022-05-19,3.808
2022-05-20,3.808
2022-05-21,3.808
2022-05-22,3.808
2022-05-23,3.808
2022-05-24,3.808
2022-05-25,3.808
2022-05-26,3.808
2022-05-27,3.808
2022-05-28,3.808
2022-05-29,3.808
2022-05-30,3.808
2022-05-31,3.808
2022-06-01,3.808
2022-06-02,3.808
2022-06-03,3.808
2022-06-04,3.808
2022-06-05,3.808
2022-06-06,3.808
2022-06-07,3.808
2022-06-08,3.808
2022-06-09,3.808
2022-06-10,3.808
2022-06-11,3.808
2022-06-12,3.808
2022-06-13,3.808
2022-06-14,3.808
2022-06-15,3.808
2022-06-16,3.808
2022-06-17,3.808
2022-06-18,3.808
2022-06-19,3.808
2022-06-20,3.808
2022-06-21,3.808
2022-06-22,3.808
2022-06-23,3.808
2022-06-24,3.808
2022-06-25,3.808
2022-06-26,3.808
2022-06-27,3.808
2022-06-28,3.808
2022-06-29,3.808
2022-06-30,3.808
2022-07-01,3.808
2022-07-02,3.808
2022-07-03,3.808
2022-07-04,3.808
2022-07-05,3.808
2022-07-06,3.808
2022-07-07,3.808
2022-07-08,3.808
2022-07-09,3.808
2022-07-10,3.808
2022-07-11,3.808
2022-07-12,3.808
2022-07-13,3.808
2022-07-14,3.808
2022-07-15,3.808
2022-07-16,3.808
2022-07-17,3.808
2022-07-18,3.808
2022-07-19,3.808
2022-07-20,3.808
2022-07-21,3.808
2022-07-22,3.808
2022-07-23,3.808
2022-07-24,3.808
2022-07-25,3.808
2022-07-26,3.808
2022-07-27,3.808
2022-07-28,3.808
2022-07-29,3.808
2022-07-30,3.808
2022-07-31,3.808
2022-08-01,3.808
2022-08-02,3.808
2022-08-03,3.808
2022-08-04,3.808
2022-08-05,3.808
2022-08-06,3.808
2022-08-07,3.808
2022-08-08,3.808
2022-08-09,3.808
2022-08-10,3.808
2022-08-11,3.808
2022-08-12,3.808
2022-08-13,3.808
2022-08-14,3.808
2022-08-15,3.808
2022-08-16,3.808
2022-08-17,3.808
2022-08-18,3.808
2022-08-19,3.808
2022-08-20,3.808
2022-08-21,3.808
2022-08-22,3.808
2022-08-23,3.808
2022-08-24,3.808
2022-08-25,3.808
2022-08-26,3.808
2022-08-27,3.808
2022-08-28,3.808
2022-08-29,3.808
2022-08-30,3.808
2022-08-31,3.808
2022-09-01,3.808
2022-09-02,3.808
2022-09-03,3.808
2022-09-04,3.808
2022-09-05,3.808
2022-09-06,3.808
2022-09-07,3.808
2022-09-08,3.808
2022-09-09,3.808
2022-09-10,3.808
2022-09-11,3.808
2022-09-12,3.808
2022-09-13,3.808
2022-09-14,3.808
2022-09-15,3.808
2022-09-16,3.808
2022-09-17,3.808
2022-09-18,3.808
2022-09-19,3.808
2022-09-20,3.808
2022-09-21,3.808
2022-09-22,3.808
2022-09-23,3.808
2022-09-24,3.808
2022-09-25,3.808
2022-09-26,3.808
2022-09-27,3.808
2022-09-28,3.808
2022-09-29,3.808
2022-09-30,3.808
2022-10-01,3.808
2022-10-02,3.808
2022-10-03,3.808
2022-10-04,3.808
2022-10-05,3.808
2022-10-06,3.808
2022-10-07,3.808
2022-10-08,3.808
2022-10-09,3.808
2022-10-10,3.808
2022-10-11,3.808
2022-10-12,3.808
2022-10-13,3.808
2022-10-14,3.808
2022-10-15,3.808
2022-10-16,3.808
2022-10-17,3.808
2022-10-18,3.808
2022-10-19,3.808
2022-10-20,3.808
2022-10-21,3.808
2022-10-22,3.808
2022-10-23,3.808
2022-10-24,3.808
2022-10-25,3.808
2022-10-26,3.808
2022-10-27,3.808
2022-10-28,3.808
2022-10-29,3.808
2022-10-30,3.808
2022-10-31,3.808
2022-11-01,3.808
2022-11-02,3.808
2022-11-03,3.808
2022-11-04,3.808
2022-11-05,3.808
2022-11-06,3.808
2022-11-07,3.808
2022-11-08,3.808
2022-11-09,3.808
2022-11-10,3.808
2022-11-11,3.808
2022-11-12,3.808
2022-11-13,3.808
2022-11-14,3.808
2022-11-15,3.808
2022-11-16,3.808
2022-11-17,3.808
2022-11-18,3.808
2022-11-19,3.808
2022-11-20,3.808
2022-11-21,3.808
2022-11-22,3.808
2022-11-23,3.808
2022-11-24,3.808
2022-11-25,3.808
2022-11-26,3.808
2022-11-27,3.808
2022-11-28,3.808
2022-11-29,3.808
2022-11-30,3.808
2022-12-01,3.808
2022-12-02,3.808
2022-12-03,3.808
2022-12-04,3.808
2022-12-05,3.808
2022-12-06,3.808
2022-12-07,3.808
2022-12-08,3.808
2022-12-09,3.808
2022-12-10,3.808
2022-12-11,3.808
2022-12-12,3.808
2022-12-13,3.808
2022-12-14,3.808
2022-12-15,3.808
2022-12-16,3.808
2022-12-17,3.808
2022-12-18,3.808
2022-12-19,3.808
2022-12-20,3.808
2022-12-21,3.808
2022-12-22,3.808
2022-12-23,3.808
2022-12-24,3.808
2022-12-25,3.808
2022-12-26,3.808
2022-12-27,3.808
2022-12-28,3.808
2022-12-29,3.808
2022-12-30,3.808
2022-12-31,3.808
2023-01-01,3.808
2023-01-02,3.808
2023-01-03,3.808
2023-01-04,3.808
2023-01-05,3.808
2023-01-06,3.808
2023-01-07,3.808
2023-01-08,3.808
2023-01-09,3.808
2023-01-10,3.808
2023-01-11,3.808
2023-01-12,3.808
2023-01-13,3.808
2023-01-14,3.808
2023-01-15,3.808
2023-01-16,3.808
2023-01-17,3.808
2023-01-18,3.808
2023-01-19,3.808
2023-01-20,3.808
2023-01-21,3.808
2023-01-22,3.808
2023-01-23,3.808
2023-01-24,3.808
2023-01-25,3.808
2023-01-26,3.808
2023-01-27,3.808
2023-01-28,3.808
2023-01-29,3.808
2023-01-30,3.808
2023-01-31,3.808
2023-02-01,3.808
2023-02-02,3.808
2023-02-03,3.808
2023-02-04,3.808
2023-02-05,3.808
2023-02-06,3.808
2023-02-07,3.808
2023-02-08,3.808
2023-02-09,3.808
2023-02-10,3.808
2023-02-11,3.808
2023-02-12,3.808
2023-02-13,3.808
2023-02-14,3.808
2023-02-15,3.808
2023-02-16,3.808
2023-02-17,3.808
2023-02-18,3.808
2023-02-19,3.808
2023-02-20,3.808
2023-02-21,3.808
2023-02-22,3.808
2023-02-23,3.808
2023-02-24,3.808
2023-02-25,3.808
2023-02-26,3.808
2023-02-27,3.808
2023-02-28,3.808
2023-03-01,3.808
2023-03-02,3.808
2023-03-03,3.808
2023-03-04,3.808
2023-03-05,3.808
2023-03-06,3.808
2023-03-07,3.808
2023-03-08,3.808
2023-03-09,3.808
2023-03-10,3.808
2023-03-11,3.808
2023-03-12,3.808
2023-03-13,3.808
2023-03-14,3.808
2023-03-15,3.808
2023-03-16,3.808
2023-03-17,3.808
2023-03-18,3.808
2023-03-19,3.808
2023-03-20,3.808
2023-03-21,3.808
2023-03-22,3.808
2023-03-23,3.808
2023-03-24,3.808
2023-03-25,3.808
2023-03-26,3.808
2023-03-27,3.808
2023-03-28,3.808
2023-03-29,3.808
2023-03-30,3.808
2023-03-31,3.808
2023-04-01,3.808
2023-04-02,3.808
2023-04-03,3.808
2023-04-04,3.808
2023-04-05,3.808
2023-04-06,3.808
2023-04-07,3.808
2023-04-08,3.808
2023-04-09,3.808
2023-04-10,3.808
2023-04-11,3.808
2023-04-12,3.808
2023-04-13,3.808
2023-04-14,3.808
2023-04-15,3.808
2023-04-16,3.808
2023-04-17,3.808
2023-04-18,3.808
2023-04-19,3.808
2023-04-20,3.808
2023-04-21,3.808
2023-04-22,3.808
2023-04-23,3.808
2023-04-24,3.808
2023-04-25,3.808
2023-04-26,3.808
2023-04-27,3.808
2023-04-28,3.808
2023-04-29,3.808
2023-04-30,3.808
2023-05-01,3.808
2023-05-02,3.808
2023-05-03,3.808
2023-05-04,3.808
2023-05-05,3.808
2023-05-06,3.808
2023-05-07,3.808
2023-05-08,3.808
2023-05-09,3.808
2023-05-10,3.808
2023-05-11,3.808
2023-05-12,3.808
2023-05-13,3.808
2023-05-14,3.808
2023-05-15,3.808
2023-05-16,3.808
2023-05-17,3.808
2023-05-18,3.808
2023-05-19,3.808
2023-05-20,3.808
2023-05-21,3.808
2023-05-22,3.808
2023-05-23,3.808
2023-05-24,3.808
2023-05-25,3.808
2023-05-26,3.808
2023-05-27,3.808
2023-05-28,3.808
2023-05-29,3.808
2023-05-30,3.808
2023-05-31,3.808
2023-06-01,3.808
2023-06-02,3.808
2023-06-03,3.808
2023-06-04,3.808
2023-06-05,3.808
2023-06-06,3.808
2023-06-07,3.808
2023-06-08,3.808
2023-06-09,3.808
2023-06-10,3.808
2023-06-11,3.808
2023-06-12,3.808
2023-06-13,3.808
2023-06-14,3.808
2023-06-15,3.808
2023-06-16,3.808
2023-06-17,3.808
2023-06-18,3.808
2023-06-19,3.808
2023-06-20,3.808
2023-06-21,3.808
2023-06-22,3.808
2023-06-23,3.808
