,JAZZ US Equity
,BEST_EPS
2020-01-01,18.508
2020-01-02,18.7
2020-01-03,18.7
2020-01-04,18.7
2020-01-05,18.7
2020-01-06,18.7
2020-01-07,18.7
2020-01-08,18.7
2020-01-09,18.503
2020-01-10,18.503
2020-01-11,18.503
2020-01-12,18.503
2020-01-13,18.503
2020-01-14,18.503
2020-01-15,18.503
2020-01-16,18.503
2020-01-17,18.503
2020-01-18,18.503
2020-01-19,18.503
2020-01-20,18.502
2020-01-21,18.502
2020-01-22,18.502
2020-01-23,18.502
2020-01-24,18.518
2020-01-25,18.518
2020-01-26,18.518
2020-01-27,18.518
2020-01-28,18.518
2020-01-29,19.338
2020-01-30,19.338
2020-01-31,19.508
2020-02-01,19.508
2020-02-02,19.508
2020-02-03,19.508
2020-02-04,19.508
2020-02-05,19.508
2020-02-06,19.508
2020-02-07,19.508
2020-02-08,19.508
2020-02-09,19.71
2020-02-10,19.71
2020-02-11,19.71
2020-02-12,19.71
2020-02-13,19.71
2020-02-14,19.71
2020-02-15,19.71
2020-02-16,19.71
2020-02-17,19.71
2020-02-18,19.71
2020-02-19,19.71
2020-02-20,19.71
2020-02-21,19.71
2020-02-22,19.71
2020-02-23,19.71
2020-02-24,19.71
2020-02-25,19.615
2020-02-26,20.07
2020-02-27,20.07
2020-02-28,20.07
2020-02-29,20.07
2020-03-01,20.07
2020-03-02,20.07
2020-03-03,20.07
2020-03-04,20.07
2020-03-05,20.07
2020-03-06,20.07
2020-03-07,20.07
2020-03-08,20.07
2020-03-09,20.07
2020-03-10,20.07
2020-03-11,20.02
2020-03-12,20.02
2020-03-13,20.02
2020-03-14,20.02
2020-03-15,20.02
2020-03-16,20.02
2020-03-17,20.02
2020-03-18,20.02
2020-03-19,20.02
2020-03-20,20.02
2020-03-21,20.02
2020-03-22,20.02
2020-03-23,19.7
2020-03-24,19.7
2020-03-25,19.7
2020-03-26,19.7
2020-03-27,19.7
2020-03-28,19.7
2020-03-29,19.7
2020-03-30,19.7
2020-03-31,19.7
2020-04-01,19.7
2020-04-02,19.7
2020-04-03,19.7
2020-04-04,19.7
2020-04-05,19.7
2020-04-06,19.7
2020-04-07,19.7
2020-04-08,19.7
2020-04-09,19.7
2020-04-10,19.7
2020-04-11,19.7
2020-04-12,19.7
2020-04-13,19.7
2020-04-14,19.7
2020-04-15,19.7
2020-04-16,19.377
2020-04-17,19.377
2020-04-18,19.377
2020-04-19,19.377
2020-04-20,19.377
2020-04-21,19.377
2020-04-22,19.377
2020-04-23,19.377
2020-04-24,19.377
2020-04-25,19.377
2020-04-26,19.377
2020-04-27,19.377
2020-04-28,19.377
2020-04-29,19.377
