,ROP US Equity
,BEST_EPS
2023-06-07,17.669
2023-06-08,17.691
2023-06-09,17.691
2023-06-10,17.691
2023-06-11,17.691
2023-06-12,17.691
2023-06-13,17.691
2023-06-14,17.691
2023-06-15,17.691
2023-06-16,17.691
2023-06-17,17.691
2023-06-18,17.691
2023-06-19,17.691
2023-06-20,17.691
2023-06-21,17.691
2023-06-22,17.691
2023-06-23,17.364
2023-06-24,17.364
2023-06-25,17.364
2023-06-26,17.364
2023-06-27,17.078
2023-06-28,17.078
2023-06-29,17.078
2023-06-30,17.078
2023-07-01,17.078
2023-07-02,17.078
2023-07-03,17.078
2023-07-04,17.078
2023-07-05,17.078
2023-07-06,17.078
2023-07-07,17.078
2023-07-08,17.078
2023-07-09,17.078
2023-07-10,17.091
2023-07-11,17.017
2023-07-12,17.017
2023-07-13,17.017
2023-07-14,17.017
2023-07-15,17.017
2023-07-16,17.017
2023-07-17,17.017
2023-07-18,17.017
2023-07-19,17.019
2023-07-20,17.019
2023-07-21,17.183
2023-07-22,17.183
2023-07-23,17.578
2023-07-24,17.612
2023-07-25,17.627
2023-07-26,17.627
2023-07-27,17.627
2023-07-28,17.627
2023-07-29,17.627
2023-07-30,17.367
2023-07-31,17.367
2023-08-01,17.367
2023-08-02,17.328
2023-08-03,17.328
2023-08-04,17.328
2023-08-05,17.328
2023-08-06,17.328
2023-08-07,17.328
2023-08-08,17.342
2023-08-09,17.342
2023-08-10,17.342
2023-08-11,17.342
2023-08-12,17.342
2023-08-13,17.342
2023-08-14,17.342
2023-08-15,17.342
2023-08-16,17.342
2023-08-17,17.342
2023-08-18,17.342
2023-08-19,17.342
2023-08-20,17.342
2023-08-21,17.342
2023-08-22,17.342
2023-08-23,17.342
2023-08-24,17.342
2023-08-25,17.342
2023-08-26,17.342
2023-08-27,17.342
2023-08-28,17.342
2023-08-29,17.345
2023-08-30,17.345
2023-08-31,17.345
2023-09-01,17.343
2023-09-02,17.343
2023-09-03,17.343
2023-09-04,17.343
2023-09-05,17.343
2023-09-06,17.343
2023-09-07,17.343
2023-09-08,17.343
2023-09-09,17.343
2023-09-10,17.343
2023-09-11,17.441
2023-09-12,17.441
2023-09-13,17.441
2023-09-14,17.441
2023-09-15,17.441
2023-09-16,17.441
2023-09-17,17.441
2023-09-18,17.459
2023-09-19,17.459
2023-09-20,17.459
2023-09-21,17.459
2023-09-22,17.459
2023-09-23,17.459
2023-09-24,17.459
2023-09-25,17.459
2023-09-26,17.459
2023-09-27,17.459
2023-09-28,17.459
2023-09-29,17.459
2023-09-30,17.459
2023-10-01,17.459
2023-10-02,17.459
2023-10-03,17.459
2023-10-04,17.492
2023-10-05,17.492
2023-10-06,17.516
2023-10-07,17.516
2023-10-08,17.516
2023-10-09,17.554
2023-10-10,17.554
2023-10-11,17.554
2023-10-12,17.554
2023-10-13,17.554
2023-10-14,17.554
2023-10-15,17.554
2023-10-16,17.554
2023-10-17,17.554
2023-10-18,17.578
2023-10-19,17.582
2023-10-20,17.582
2023-10-21,17.582
2023-10-22,17.582
2023-10-23,17.582
2023-10-24,17.582
2023-10-25,17.741
2023-10-26,17.81
2023-10-27,17.786
2023-10-28,17.786
2023-10-29,17.786
2023-10-30,18.089
2023-10-31,18.089
2023-11-01,18.089
2023-11-02,18.089
2023-11-03,18.089
2023-11-04,18.089
2023-11-05,18.089
2023-11-06,18.089
2023-11-07,18.089
2023-11-08,18.089
2023-11-09,18.089
2023-11-10,18.089
2023-11-11,18.089
2023-11-12,18.089
2023-11-13,18.089
2023-11-14,18.089
2023-11-15,18.089
2023-11-16,18.089
2023-11-17,18.089
2023-11-18,18.089
2023-11-19,18.089
2023-11-20,18.089
2023-11-21,18.089
2023-11-22,17.953
2023-11-23,18.089
2023-11-24,18.089
2023-11-25,18.089
2023-11-26,18.089
2023-11-27,18.089
2023-11-28,18.089
2023-11-29,18.089
2023-11-30,18.089
2023-12-01,18.089
2023-12-02,18.089
2023-12-03,18.089
2023-12-04,18.089
2023-12-05,18.089
2023-12-06,18.089
2023-12-07,18.089
2023-12-08,18.089
2023-12-09,18.089
2023-12-10,18.091
2023-12-11,18.091
2023-12-12,18.091
2023-12-13,18.091
2023-12-14,18.091
2023-12-15,18.091
2023-12-16,18.091
2023-12-17,18.091
2023-12-18,18.085
2023-12-19,18.085
2023-12-20,18.085
2023-12-21,18.085
2023-12-22,18.085
2023-12-23,18.085
2023-12-24,18.085
2023-12-25,18.085
2023-12-26,18.085
2023-12-27,18.085
2023-12-28,18.085
2023-12-29,18.085
2023-12-30,18.085
2023-12-31,18.085
2024-01-01,18.085
2024-01-02,18.085
2024-01-03,18.101
2024-01-04,18.101
2024-01-05,18.106
2024-01-06,18.106
2024-01-07,18.108
2024-01-08,18.39
2024-01-09,18.39
2024-01-10,18.39
2024-01-11,18.39
2024-01-12,18.39
2024-01-13,18.39
2024-01-14,18.39
2024-01-15,18.39
2024-01-16,18.39
2024-01-17,18.39
2024-01-18,18.39
2024-01-19,18.39
2024-01-20,18.39
2024-01-21,18.39
2024-01-22,18.351
2024-01-23,18.351
2024-01-24,18.351
2024-01-25,18.369
2024-01-26,18.369
2024-01-27,18.369
2024-01-28,18.369
2024-01-29,18.369
2024-01-30,18.369
2024-01-31,18.249
2024-02-01,18.101
2024-02-02,18.101
2024-02-03,18.101
2024-02-04,18.101
2024-02-05,18.103
2024-02-06,18.103
2024-02-07,18.112
2024-02-08,18.112
2024-02-09,18.112
2024-02-10,18.112
2024-02-11,18.112
2024-02-12,18.112
2024-02-13,18.112
2024-02-14,18.114
2024-02-15,18.114
2024-02-16,18.113
2024-02-17,18.113
2024-02-18,18.113
2024-02-19,18.113
2024-02-20,18.113
2024-02-21,18.113
2024-02-22,18.113
2024-02-23,18.113
2024-02-24,18.113
2024-02-25,18.113
2024-02-26,18.113
2024-02-27,18.113
2024-02-28,18.113
2024-02-29,18.113
2024-03-01,18.113
2024-03-02,18.113
2024-03-03,18.113
2024-03-04,18.11
2024-03-05,18.11
2024-03-06,18.11
2024-03-07,18.11
2024-03-08,18.11
2024-03-09,18.11
2024-03-10,18.11
2024-03-11,18.11
2024-03-12,18.11
2024-03-13,18.11
2024-03-14,18.11
2024-03-15,18.11
2024-03-16,18.11
2024-03-17,18.11
2024-03-18,18.11
2024-03-19,18.11
2024-03-20,18.11
2024-03-21,18.11
2024-03-22,18.11
2024-03-23,18.11
2024-03-24,18.11
2024-03-25,18.11
2024-03-26,18.11
2024-03-27,18.11
2024-03-28,18.11
2024-03-29,18.11
2024-03-30,18.11
2024-03-31,18.11
2024-04-01,18.11
2024-04-02,18.111
2024-04-03,18.111
2024-04-04,18.111
2024-04-05,18.111
2024-04-06,18.111
2024-04-07,18.112
2024-04-08,18.116
