,NOC US Equity
2023-07-02,24.69
2023-07-03,24.69
2023-07-04,24.69
2023-07-05,24.69
2023-07-06,24.69
2023-07-07,24.69
2023-07-08,24.697
2023-07-09,24.697
2023-07-10,24.697
2023-07-11,24.697
2023-07-12,24.696
2023-07-13,24.696
2023-07-14,24.696
2023-07-15,24.696
2023-07-16,24.696
2023-07-17,24.696
2023-07-18,24.696
2023-07-19,24.696
2023-07-20,24.696
2023-07-21,24.696
2023-07-22,24.696
2023-07-23,24.696
2023-07-24,24.696
2023-07-25,24.709
2023-07-26,24.709
2023-07-27,24.77
2023-07-28,24.586
2023-07-29,24.586
2023-07-30,24.596
2023-07-31,24.608
2023-08-01,24.608
2023-08-02,24.608
2023-08-03,24.608
2023-08-04,24.608
2023-08-05,24.608
2023-08-06,24.608
2023-08-07,24.608
2023-08-08,24.608
2023-08-09,24.608
2023-08-10,24.611
2023-08-11,24.611
2023-08-12,24.611
2023-08-13,24.611
2023-08-14,24.611
2023-08-15,24.611
2023-08-16,24.626
2023-08-17,24.626
2023-08-18,24.654
2023-08-19,24.657
2023-08-20,24.657
2023-08-21,24.657
2023-08-22,24.657
2023-08-23,24.657
2023-08-24,24.657
2023-08-25,24.657
2023-08-26,24.657
2023-08-27,24.657
2023-08-28,24.657
2023-08-29,24.657
2023-08-30,24.657
2023-08-31,24.657
2023-09-01,24.675
2023-09-02,24.675
2023-09-03,24.675
2023-09-04,24.675
2023-09-05,24.675
2023-09-06,24.675
2023-09-07,24.675
2023-09-08,24.675
2023-09-09,24.675
2023-09-10,24.675
2023-09-11,24.675
2023-09-12,24.675
2023-09-13,24.675
2023-09-14,24.675
2023-09-15,24.675
2023-09-16,24.675
2023-09-17,24.675
2023-09-18,24.675
2023-09-19,24.675
2023-09-20,24.675
2023-09-21,24.675
2023-09-22,24.675
2023-09-23,24.675
2023-09-24,24.675
2023-09-25,24.675
2023-09-26,24.675
2023-09-27,24.686
2023-09-28,24.686
2023-09-29,24.686
2023-09-30,24.686
2023-10-01,24.686
2023-10-02,24.686
2023-10-03,24.686
2023-10-04,24.686
2023-10-05,24.686
2023-10-06,24.686
2023-10-07,24.686
2023-10-08,24.686
2023-10-09,24.894
2023-10-10,24.894
2023-10-11,24.943
2023-10-12,24.943
2023-10-13,24.943
2023-10-14,24.943
2023-10-15,24.943
2023-10-16,24.944
2023-10-17,24.944
2023-10-18,24.944
2023-10-19,24.944
2023-10-20,24.944
2023-10-21,24.944
2023-10-22,24.944
2023-10-23,24.944
2023-10-24,24.944
2023-10-25,24.944
2023-10-26,24.64
2023-10-27,24.582
2023-10-28,24.582
2023-10-29,24.498
2023-10-30,24.319
2023-10-31,24.288
2023-11-01,24.288
2023-11-02,24.288
2023-11-03,24.288
2023-11-04,24.288
2023-11-05,24.288
2023-11-06,24.176
2023-11-07,24.172
2023-11-08,24.172
2023-11-09,24.172
2023-11-10,24.172
2023-11-11,24.192
2023-11-12,24.192
2023-11-13,24.192
2023-11-14,24.192
2023-11-15,24.192
2023-11-16,24.192
2023-11-17,24.192
2023-11-18,24.192
2023-11-19,24.192
2023-11-20,24.192
2023-11-21,24.192
2023-11-22,24.192
2023-11-23,24.192
2023-11-24,24.192
2023-11-25,24.192
2023-11-26,24.192
2023-11-27,24.192
2023-11-28,24.192
2023-11-29,24.192
2023-11-30,24.192
2023-12-01,24.192
2023-12-02,24.192
2023-12-03,24.192
2023-12-04,24.192
2023-12-05,24.192
2023-12-06,24.192
2023-12-07,24.192
2023-12-08,24.192
2023-12-09,24.192
2023-12-10,24.192
2023-12-11,24.192
2023-12-12,24.192
2023-12-13,24.2
2023-12-14,24.2
2023-12-15,24.192
2023-12-16,24.192
2023-12-17,24.192
2023-12-18,24.192
2023-12-19,24.192
2023-12-20,24.192
2023-12-21,24.192
2023-12-22,24.192
2023-12-23,24.192
2023-12-24,24.192
2023-12-25,24.192
2023-12-26,24.192
2023-12-27,24.192
2023-12-28,24.192
2023-12-29,24.192
2023-12-30,24.192
2023-12-31,24.192
2024-01-01,24.192
2024-01-02,24.192
2024-01-03,24.192
2024-01-04,24.192
2024-01-05,24.192
2024-01-06,24.192
2024-01-07,24.201
2024-01-08,24.197
2024-01-09,24.197
2024-01-10,24.198
2024-01-11,24.198
2024-01-12,24.198
2024-01-13,24.198
2024-01-14,24.198
2024-01-15,24.198
2024-01-16,24.2
2024-01-17,24.2
2024-01-18,24.234
2024-01-19,24.236
2024-01-20,24.236
2024-01-21,24.229
2024-01-22,24.225
2024-01-23,24.216
2024-01-24,24.216
2024-01-25,24.341
2024-01-26,24.432
2024-01-27,24.454
2024-01-28,24.534
2024-01-29,24.565
2024-01-30,24.565
2024-01-31,24.565
2024-02-01,24.565
2024-02-02,24.565
2024-02-03,24.565
2024-02-04,24.565
2024-02-05,24.607
2024-02-06,24.602
2024-02-07,24.602
2024-02-08,24.602
2024-02-09,24.602
2024-02-10,24.602
2024-02-11,24.602
2024-02-12,24.604
2024-02-13,24.604
2024-02-14,24.604
2024-02-15,24.604
2024-02-16,24.604
2024-02-17,24.604
2024-02-18,24.604
2024-02-19,24.604
2024-02-20,24.649
2024-02-21,24.649
2024-02-22,24.649
2024-02-23,24.649
2024-02-24,24.649
2024-02-25,24.649
2024-02-26,24.649
2024-02-27,24.649
2024-02-28,24.649
2024-02-29,24.649
2024-03-01,24.649
2024-03-02,24.649
2024-03-03,24.674
2024-03-04,24.674
2024-03-05,24.674
2024-03-06,24.674
2024-03-07,24.674
2024-03-08,24.674
2024-03-09,24.674
2024-03-10,24.697
2024-03-11,24.697
2024-03-12,24.697
2024-03-13,24.697
2024-03-14,24.697
2024-03-15,24.697
2024-03-16,24.697
2024-03-17,24.697
2024-03-18,24.697
2024-03-19,24.697
2024-03-20,24.697
2024-03-21,24.697
2024-03-22,24.697
2024-03-23,24.697
2024-03-24,24.697
2024-03-25,24.704
2024-03-26,24.704
2024-03-27,24.704
2024-03-28,24.704
2024-03-29,24.704
2024-03-30,24.704
2024-03-31,24.704
2024-04-01,24.704
2024-04-02,24.675
2024-04-03,24.675
2024-04-04,24.675
2024-04-05,24.675
2024-04-06,24.675
2024-04-07,24.675
2024-04-08,24.672
