,REGN US Equity
2020-08-01,39.874
2020-08-02,39.874
2020-08-03,39.874
2020-08-04,39.874
2020-08-05,40.491
2020-08-06,40.878
2020-08-07,40.191
2020-08-08,40.191
2020-08-09,40.364
2020-08-10,40.364
2020-08-11,40.641
2020-08-12,40.641
2020-08-13,40.641
2020-08-14,40.641
2020-08-15,40.641
2020-08-16,40.641
2020-08-17,40.641
2020-08-18,40.641
2020-08-19,40.641
2020-08-20,40.641
2020-08-21,40.641
2020-08-22,40.641
2020-08-23,40.641
2020-08-24,40.628
2020-08-25,40.628
2020-08-26,40.628
2020-08-27,40.628
2020-08-28,40.606
2020-08-29,40.606
2020-08-30,40.606
2020-08-31,40.606
2020-09-01,40.606
2020-09-02,40.606
2020-09-03,40.606
2020-09-04,40.606
2020-09-05,40.606
2020-09-06,40.606
2020-09-07,40.606
2020-09-08,40.606
2020-09-09,40.606
2020-09-10,40.606
2020-09-11,40.606
2020-09-12,40.606
2020-09-13,40.606
2020-09-14,40.606
2020-09-15,40.606
2020-09-16,40.606
2020-09-17,40.606
2020-09-18,40.606
2020-09-19,40.606
2020-09-20,40.606
2020-09-21,40.606
2020-09-22,40.606
2020-09-23,40.606
2020-09-24,40.606
2020-09-25,40.606
2020-09-26,40.606
2020-09-27,40.606
2020-09-28,40.479
2020-09-29,40.479
2020-09-30,40.789
2020-10-01,40.775
2020-10-02,40.775
2020-10-03,40.775
2020-10-04,40.553
2020-10-05,40.553
2020-10-06,40.696
2020-10-07,40.696
2020-10-08,41.476
2020-10-09,41.476
2020-10-10,41.476
2020-10-11,41.476
2020-10-12,41.476
2020-10-13,41.486
2020-10-14,41.595
2020-10-15,41.76
2020-10-16,41.76
2020-10-17,41.76
2020-10-18,41.76
2020-10-19,41.466
2020-10-20,41.464
2020-10-21,41.487
2020-10-22,41.487
2020-10-23,41.487
2020-10-24,41.487
2020-10-25,41.487
2020-10-26,41.487
2020-10-27,41.487
2020-10-28,41.487
2020-10-29,41.487
2020-10-30,40.706
2020-10-31,40.706
2020-11-01,40.706
2020-11-02,40.706
2020-11-03,40.706
2020-11-04,40.706
2020-11-05,41.073
2020-11-06,41.395
2020-11-07,41.395
2020-11-08,41.395
2020-11-09,41.395
2020-11-10,41.23
2020-11-11,41.23
2020-11-12,41.23
2020-11-13,41.23
2020-11-14,41.23
2020-11-15,41.23
2020-11-16,41.23
2020-11-17,41.23
2020-11-18,41.23
2020-11-19,41.23
2020-11-20,41.23
2020-11-21,41.23
2020-11-22,41.235
2020-11-23,41.861
2020-11-24,41.741
2020-11-25,41.741
2020-11-26,41.741
2020-11-27,41.741
2020-11-28,41.741
2020-11-29,41.741
2020-11-30,41.697
2020-12-01,41.697
2020-12-02,41.697
2020-12-03,41.697
2020-12-04,41.697
2020-12-05,41.697
2020-12-06,41.697
2020-12-07,41.697
2020-12-08,41.697
2020-12-09,41.697
2020-12-10,41.697
2020-12-11,41.697
2020-12-12,41.697
2020-12-13,41.697
2020-12-14,41.697
2020-12-15,41.697
2020-12-16,41.664
2020-12-17,41.664
2020-12-18,41.664
2020-12-19,41.664
2020-12-20,41.664
2020-12-21,41.664
2020-12-22,41.664
2020-12-23,41.664
2020-12-24,41.664
2020-12-25,41.664
2020-12-26,41.664
2020-12-27,41.664
2020-12-28,41.664
2020-12-29,41.664
2020-12-30,41.664
2020-12-31,41.664
2021-01-01,41.664
2021-01-02,41.664
2021-01-03,41.664
2021-01-04,41.579
2021-01-05,41.579
2021-01-06,41.579
2021-01-07,41.579
2021-01-08,41.573
2021-01-09,41.573
2021-01-10,41.573
2021-01-11,41.573
2021-01-12,41.224
2021-01-13,41.573
2021-01-14,41.573
2021-01-15,41.573
2021-01-16,41.573
2021-01-17,41.573
2021-01-18,41.573
2021-01-19,41.557
2021-01-20,41.557
2021-01-21,41.557
2021-01-22,41.534
2021-01-23,41.534
2021-01-24,41.534
2021-01-25,41.363
2021-01-26,41.363
2021-01-27,41.533
2021-01-28,41.533
2021-01-29,41.533
2021-01-30,41.533
2021-01-31,41.533
2021-02-01,42.209
2021-02-02,42.209
2021-02-03,42.209
2021-02-04,42.209
2021-02-05,41.238
2021-02-06,41.238
2021-02-07,40.584
2021-02-08,40.764
2021-02-09,40.764
2021-02-10,40.764
2021-02-11,40.4
2021-02-12,40.4
2021-02-13,40.4
2021-02-14,40.4
2021-02-15,40.4
2021-02-16,40.402
2021-02-17,40.402
2021-02-18,40.402
2021-02-19,40.354
2021-02-20,40.354
2021-02-21,40.354
2021-02-22,40.488
2021-02-23,40.488
2021-02-24,40.488
2021-02-25,40.488
2021-02-26,40.488
2021-02-27,40.488
2021-02-28,40.488
2021-03-01,40.488
2021-03-02,40.488
2021-03-03,40.488
2021-03-04,40.488
2021-03-05,40.488
2021-03-06,40.488
2021-03-07,40.488
2021-03-08,40.488
2021-03-09,40.488
2021-03-10,40.488
2021-03-11,40.488
2021-03-12,40.488
2021-03-13,40.488
2021-03-14,40.488
2021-03-15,40.535
2021-03-16,40.535
2021-03-17,40.535
2021-03-18,40.535
2021-03-19,40.535
2021-03-20,40.535
2021-03-21,40.535
2021-03-22,40.535
2021-03-23,40.535
2021-03-24,40.535
2021-03-25,40.535
2021-03-26,40.516
2021-03-27,40.516
2021-03-28,40.516
2021-03-29,40.516
2021-03-30,40.516
2021-03-31,40.516
2021-04-01,40.516
2021-04-02,40.516
2021-04-03,40.516
2021-04-04,40.516
2021-04-05,40.516
2021-04-06,40.516
2021-04-07,40.516
2021-04-08,40.975
2021-04-09,41.418
2021-04-10,41.418
2021-04-11,41.418
2021-04-12,41.418
2021-04-13,41.418
2021-04-14,41.418
2021-04-15,41.418
2021-04-16,41.376
2021-04-17,41.376
2021-04-18,41.376
2021-04-19,41.263
2021-04-20,41.108
2021-04-21,41.108
2021-04-22,41.108
2021-04-23,41.117
2021-04-24,41.117
2021-04-25,41.117
2021-04-26,41.117
2021-04-27,41.117
2021-04-28,41.117
2021-04-29,41.117
2021-04-30,41.117
2021-05-01,41.117
2021-05-02,41.117
2021-05-03,41.117
2021-05-04,41.078
2021-05-05,41.081
2021-05-06,40.361
2021-05-07,40.585
2021-05-08,40.585
2021-05-09,40.789
2021-05-10,40.777
2021-05-11,40.777
2021-05-12,40.777
2021-05-13,40.777
2021-05-14,40.777
2021-05-15,40.777
2021-05-16,40.777
2021-05-17,40.777
2021-05-18,40.777
2021-05-19,40.777
2021-05-20,40.777
2021-05-21,40.777
2021-05-22,40.777
2021-05-23,40.777
2021-05-24,40.777
2021-05-25,40.777
2021-05-26,40.777
2021-05-27,40.777
2021-05-28,40.777
2021-05-29,40.777
2021-05-30,40.777
2021-05-31,40.777
2021-06-01,40.777
2021-06-02,40.777
2021-06-03,40.777
2021-06-04,40.777
2021-06-05,40.777
2021-06-06,40.777
2021-06-07,40.823
2021-06-08,40.823
2021-06-09,40.823
2021-06-10,40.823
2021-06-11,40.823
2021-06-12,40.823
2021-06-13,40.823
2021-06-14,40.823
2021-06-15,40.823
2021-06-16,40.823
2021-06-17,40.823
2021-06-18,40.823
2021-06-19,41.214
2021-06-20,41.214
2021-06-21,41.214
2021-06-22,41.214
2021-06-23,41.214
2021-06-24,41.214
2021-06-25,41.214
2021-06-26,41.214
2021-06-27,41.214
2021-06-28,41.214
2021-06-29,41.214
2021-06-30,41.135
2021-07-01,41.135
2021-07-02,41.339
2021-07-03,41.339
2021-07-04,41.339
2021-07-05,41.339
2021-07-06,41.339
2021-07-07,41.531
2021-07-08,41.531
2021-07-09,41.615
2021-07-10,41.615
2021-07-11,41.615
2021-07-12,41.615
2021-07-13,41.615
2021-07-14,41.615
2021-07-15,41.641
2021-07-16,41.641
2021-07-17,41.641
2021-07-18,41.641
2021-07-19,41.732
2021-07-20,41.732
2021-07-21,41.513
2021-07-22,41.513
2021-07-23,41.513
2021-07-24,41.513
2021-07-25,41.513
2021-07-26,41.513
2021-07-27,41.513
2021-07-28,41.513
2021-07-29,41.513
2021-07-30,41.513
2021-07-31,41.513
2021-08-01,41.513
2021-08-02,41.513
2021-08-03,41.513
2021-08-04,41.513
2021-08-05,42.604
2021-08-06,43.876
2021-08-07,44.221
2021-08-08,44.221
2021-08-09,44.221
2021-08-10,44.221
2021-08-11,44.221
2021-08-12,44.221
2021-08-13,44.221
2021-08-14,44.221
2021-08-15,44.221
2021-08-16,44.221
2021-08-17,44.221
2021-08-18,44.221
2021-08-19,44.221
2021-08-20,44.221
2021-08-21,44.221
2021-08-22,44.221
2021-08-23,44.221
2021-08-24,44.221
2021-08-25,44.221
2021-08-26,44.221
2021-08-27,44.221
2021-08-28,44.221
2021-08-29,44.221
2021-08-30,44.221
2021-08-31,44.221
2021-09-01,44.221
2021-09-02,44.221
2021-09-03,44.221
2021-09-04,44.221
2021-09-05,44.221
2021-09-06,44.221
2021-09-07,44.221
2021-09-08,44.221
2021-09-09,44.221
2021-09-10,44.221
2021-09-11,44.221
2021-09-12,44.221
2021-09-13,44.221
2021-09-14,44.221
2021-09-15,45.651
2021-09-16,45.651
2021-09-17,45.651
2021-09-18,45.651
2021-09-19,45.651
2021-09-20,46.222
2021-09-21,46.222
2021-09-22,46.222
2021-09-23,46.222
2021-09-24,45.938
2021-09-25,45.938
2021-09-26,45.938
2021-09-27,45.938
2021-09-28,45.938
2021-09-29,45.938
2021-09-30,45.843
2021-10-01,45.843
2021-10-02,45.843
2021-10-03,45.843
2021-10-04,45.843
2021-10-05,46.336
2021-10-06,46.336
2021-10-07,46.335
2021-10-08,46.335
2021-10-09,46.335
2021-10-10,46.335
2021-10-11,46.335
2021-10-12,46.381
2021-10-13,46.381
2021-10-14,46.381
2021-10-15,46.94
2021-10-16,46.94
2021-10-17,46.94
2021-10-18,46.932
2021-10-19,46.932
2021-10-20,46.932
2021-10-21,46.932
2021-10-22,45.586
2021-10-23,45.586
2021-10-24,45.586
2021-10-25,45.586
2021-10-26,45.589
2021-10-27,45.589
2021-10-28,45.589
2021-10-29,45.626
2021-10-30,45.626
2021-10-31,45.626
2021-11-01,45.626
2021-11-02,45.626
2021-11-03,45.626
2021-11-04,46.678
2021-11-05,47.219
2021-11-06,47.349
2021-11-07,47.165
2021-11-08,47.245
2021-11-09,47.534
2021-11-10,47.752
2021-11-11,47.752
2021-11-12,47.752
2021-11-13,47.752
2021-11-14,47.752
2021-11-15,47.752
2021-11-16,47.752
2021-11-17,47.827
2021-11-18,47.827
2021-11-19,47.827
2021-11-20,47.827
2021-11-21,47.827
2021-11-22,47.827
2021-11-23,47.827
2021-11-24,47.827
2021-11-25,47.827
2021-11-26,47.827
2021-11-27,47.827
2021-11-28,47.827
2021-11-29,47.827
2021-11-30,47.827
2021-12-01,47.827
2021-12-02,47.827
2021-12-03,47.827
2021-12-04,47.827
2021-12-05,47.827
2021-12-06,47.574
2021-12-07,47.574
2021-12-08,47.479
2021-12-09,47.479
2021-12-10,47.479
2021-12-11,47.479
2021-12-12,47.479
2021-12-13,47.479
2021-12-14,47.479
2021-12-15,47.456
2021-12-16,47.456
2021-12-17,47.456
2021-12-18,47.456
2021-12-19,47.456
2021-12-20,47.456
2021-12-21,47.456
2021-12-22,47.456
2021-12-23,47.456
2021-12-24,47.456
2021-12-25,47.456
2021-12-26,47.456
2021-12-27,47.456
2021-12-28,47.456
2021-12-29,47.456
2021-12-30,47.456
2021-12-31,47.456
2022-01-01,47.456
2022-01-02,47.465
2022-01-03,47.572
2022-01-04,47.572
2022-01-05,47.572
2022-01-06,47.765
2022-01-07,46.629
2022-01-08,46.629
2022-01-09,46.629
2022-01-10,46.658
2022-01-11,46.658
2022-01-12,46.658
2022-01-13,46.658
2022-01-14,46.658
2022-01-15,46.658
2022-01-16,46.658
2022-01-17,46.658
2022-01-18,46.658
2022-01-19,46.658
2022-01-20,46.662
2022-01-21,46.662
2022-01-22,46.662
2022-01-23,46.662
2022-01-24,47.156
2022-01-25,47.156
2022-01-26,47.178
2022-01-27,47.239
2022-01-28,47.223
2022-01-29,47.223
2022-01-30,47.223
2022-01-31,47.223
2022-02-01,47.244
2022-02-02,47.244
2022-02-03,47.212
2022-02-04,46.913
2022-02-05,46.913
2022-02-06,47.143
2022-02-07,48.203
2022-02-08,48.203
2022-02-09,48.203
2022-02-10,48.203
2022-02-11,48.203
2022-02-12,47.804
2022-02-13,47.804
2022-02-14,47.804
2022-02-15,47.857
2022-02-16,47.857
2022-02-17,47.857
2022-02-18,47.713
2022-02-19,47.713
2022-02-20,47.713
2022-02-21,47.887
2022-02-22,47.887
2022-02-23,47.887
2022-02-24,47.887
2022-02-25,47.887
2022-02-26,47.887
2022-02-27,47.887
2022-02-28,47.887
2022-03-01,47.887
2022-03-02,47.712
2022-03-03,47.712
2022-03-04,47.712
2022-03-05,47.712
2022-03-06,47.712
2022-03-07,48.174
2022-03-08,48.174
2022-03-09,48.174
2022-03-10,48.174
2022-03-11,48.174
2022-03-12,48.174
2022-03-13,48.174
2022-03-14,48.174
2022-03-15,48.174
2022-03-16,48.174
2022-03-17,48.118
2022-03-18,48.118
2022-03-19,48.118
2022-03-20,48.089
2022-03-21,48.089
2022-03-22,48.089
2022-03-23,48.089
2022-03-24,48.089
2022-03-25,48.089
2022-03-26,48.089
2022-03-27,48.089
2022-03-28,48.089
2022-03-29,48.089
2022-03-30,48.089
2022-03-31,48.089
2022-04-01,48.146
2022-04-02,48.146
2022-04-03,48.146
2022-04-04,47.956
2022-04-05,47.956
2022-04-06,47.956
2022-04-07,47.956
2022-04-08,47.956
2022-04-09,47.956
2022-04-10,47.956
2022-04-11,47.956
2022-04-12,47.472
2022-04-13,47.472
2022-04-14,47.416
2022-04-15,47.416
2022-04-16,47.416
2022-04-17,47.416
2022-04-18,47.159
2022-04-19,47.159
2022-04-20,47.266
2022-04-21,47.266
2022-04-22,47.266
2022-04-23,47.266
2022-04-24,47.266
2022-04-25,47.266
2022-04-26,47.248
2022-04-27,47.248
2022-04-28,47.248
2022-04-29,47.248
2022-04-30,47.248
2022-05-01,47.248
2022-05-02,46.968
2022-05-03,46.968
2022-05-04,45.945
2022-05-05,45.887
2022-05-06,45.91
2022-05-07,45.681
2022-05-08,45.681
2022-05-09,45.657
2022-05-10,45.554
2022-05-11,45.554
2022-05-12,45.554
2022-05-13,45.554
2022-05-14,45.554
2022-05-15,45.554
2022-05-16,45.554
2022-05-17,45.554
2022-05-18,45.554
2022-05-19,45.554
2022-05-20,45.554
2022-05-21,45.554
2022-05-22,45.619
2022-05-23,45.619
2022-05-24,45.619
2022-05-25,45.619
2022-05-26,45.619
2022-05-27,45.619
2022-05-28,45.619
2022-05-29,45.619
2022-05-30,45.619
2022-05-31,45.619
2022-06-01,45.619
2022-06-02,45.47
2022-06-03,44.871
2022-06-04,44.871
2022-06-05,44.871
2022-06-06,44.373
2022-06-07,44.373
2022-06-08,44.373
2022-06-09,44.373
2022-06-10,44.373
2022-06-11,44.373
2022-06-12,44.373
2022-06-13,44.134
2022-06-14,44.125
2022-06-15,44.125
2022-06-16,44.125
2022-06-17,44.125
2022-06-18,44.125
2022-06-19,44.125
2022-06-20,44.125
2022-06-21,44.125
2022-06-22,43.961
2022-06-23,43.832
2022-06-24,43.832
2022-06-25,43.832
2022-06-26,43.832
2022-06-27,43.832
2022-06-28,43.832
2022-06-29,43.832
2022-06-30,43.832
2022-07-01,43.832
2022-07-02,43.832
2022-07-03,43.832
2022-07-04,43.832
2022-07-05,43.832
2022-07-06,43.832
2022-07-07,43.667
2022-07-08,43.667
2022-07-09,43.667
2022-07-10,43.667
2022-07-11,43.667
2022-07-12,43.698
2022-07-13,43.698
2022-07-14,43.57
2022-07-15,43.57
2022-07-16,43.57
2022-07-17,43.475
2022-07-18,43.383
2022-07-19,43.383
2022-07-20,43.44
2022-07-21,43.44
2022-07-22,43.44
2022-07-23,43.44
2022-07-24,43.44
2022-07-25,43.224
2022-07-26,43.224
2022-07-27,43.224
2022-07-28,43.224
2022-07-29,43.224
2022-07-30,43.224
2022-07-31,43.224
2022-08-01,43.224
2022-08-02,43.224
2022-08-03,43.821
2022-08-04,43.946
2022-08-05,43.735
2022-08-06,43.735
2022-08-07,43.735
2022-08-08,43.735
2022-08-09,43.735
2022-08-10,43.735
2022-08-11,43.663
2022-08-12,43.663
2022-08-13,43.663
2022-08-14,43.663
2022-08-15,43.663
2022-08-16,43.663
2022-08-17,43.663
2022-08-18,43.663
2022-08-19,43.663
2022-08-20,43.663
2022-08-21,43.663
2022-08-22,43.663
2022-08-23,43.663
2022-08-24,43.663
2022-08-25,43.663
2022-08-26,43.663
2022-08-27,43.663
2022-08-28,43.663
2022-08-29,43.663
2022-08-30,43.663
2022-08-31,43.663
2022-09-01,43.663
2022-09-02,43.617
2022-09-03,43.617
2022-09-04,43.617
2022-09-05,43.617
2022-09-06,43.617
2022-09-07,43.617
2022-09-08,43.771
2022-09-09,44.164
2022-09-10,44.286
2022-09-11,44.286
2022-09-12,44.923
2022-09-13,44.923
2022-09-14,45.209
2022-09-15,45.209
2022-09-16,45.209
2022-09-17,45.209
2022-09-18,45.209
2022-09-19,45.343
2022-09-20,45.343
2022-09-21,45.343
2022-09-22,45.343
2022-09-23,45.343
2022-09-24,45.343
2022-09-25,45.343
2022-09-26,45.343
2022-09-27,45.343
2022-09-28,45.343
2022-09-29,45.436
2022-09-30,45.436
2022-10-01,45.436
2022-10-02,45.436
2022-10-03,45.828
2022-10-04,45.828
2022-10-05,45.828
2022-10-06,45.828
2022-10-07,45.828
2022-10-08,45.828
2022-10-09,45.828
2022-10-10,45.828
2022-10-11,45.828
2022-10-12,45.828
2022-10-13,45.813
2022-10-14,45.615
2022-10-15,45.615
2022-10-16,45.589
2022-10-17,45.589
2022-10-18,45.589
2022-10-19,45.589
2022-10-20,45.447
2022-10-21,45.642
2022-10-22,45.642
2022-10-23,45.642
2022-10-24,46.271
2022-10-25,46.273
2022-10-26,46.273
2022-10-27,46.273
2022-10-28,46.273
2022-10-29,46.273
2022-10-30,46.273
2022-10-31,46.273
2022-11-01,46.273
2022-11-02,46.273
2022-11-03,46.496
2022-11-04,46.27
2022-11-05,46.27
2022-11-06,46.044
2022-11-07,45.902
2022-11-08,45.758
2022-11-09,45.758
2022-11-10,45.848
2022-11-11,45.621
2022-11-12,45.621
2022-11-13,45.621
2022-11-14,45.621
2022-11-15,45.622
2022-11-16,45.622
2022-11-17,45.622
2022-11-18,45.613
2022-11-19,45.613
2022-11-20,45.613
2022-11-21,45.613
2022-11-22,45.793
2022-11-23,45.793
2022-11-24,45.793
2022-11-25,45.793
2022-11-26,45.793
2022-11-27,45.793
2022-11-28,45.793
2022-11-29,45.793
2022-11-30,45.793
2022-12-01,45.793
2022-12-02,45.793
2022-12-03,45.793
2022-12-04,45.793
2022-12-05,45.793
2022-12-06,45.793
2022-12-07,45.793
2022-12-08,45.793
2022-12-09,45.793
2022-12-10,45.793
2022-12-11,45.793
2022-12-12,45.793
2022-12-13,45.793
2022-12-14,45.793
2022-12-15,45.793
2022-12-16,45.793
2022-12-17,45.793
2022-12-18,45.793
2022-12-19,45.793
2022-12-20,45.793
2022-12-21,45.793
2022-12-22,45.793
2022-12-23,45.793
2022-12-24,45.793
2022-12-25,45.793
2022-12-26,45.793
2022-12-27,45.793
2022-12-28,45.793
2022-12-29,45.793
2022-12-30,45.793
2022-12-31,45.793
2023-01-01,45.793
2023-01-02,45.793
2023-01-03,46.185
2023-01-04,46.185
2023-01-05,46.14
2023-01-06,46.14
2023-01-07,46.14
2023-01-08,46.14
2023-01-09,46.144
2023-01-10,46.144
2023-01-11,46.144
2023-01-12,46.144
2023-01-13,46.159
2023-01-14,46.159
2023-01-15,46.159
2023-01-16,46.159
2023-01-17,46.159
2023-01-18,46.123
2023-01-19,46.123
2023-01-20,46.039
2023-01-21,46.039
2023-01-22,46.039
2023-01-23,46.13
2023-01-24,45.887
2023-01-25,45.985
2023-01-26,45.985
2023-01-27,45.781
2023-01-28,45.781
2023-01-29,45.931
2023-01-30,46.055
2023-01-31,46.055
2023-02-01,46.055
2023-02-02,46.055
2023-02-03,46.247
2023-02-04,46.247
2023-02-05,45.566
2023-02-06,45.648
2023-02-07,45.452
2023-02-08,45.375
2023-02-09,45.375
2023-02-10,45.375
2023-02-11,45.375
2023-02-12,45.375
2023-02-13,45.375
2023-02-14,45.375
2023-02-15,45.375
2023-02-16,45.377
2023-02-17,45.377
2023-02-18,45.377
2023-02-19,45.377
2023-02-20,45.63
2023-02-21,45.63
2023-02-22,45.63
2023-02-23,45.281
2023-02-24,45.281
2023-02-25,45.281
2023-02-26,45.281
2023-02-27,45.281
2023-02-28,45.281
2023-03-01,45.281
2023-03-02,45.281
2023-03-03,44.841
2023-03-04,44.841
2023-03-05,44.841
2023-03-06,44.841
2023-03-07,44.841
2023-03-08,44.841
2023-03-09,44.636
2023-03-10,44.636
2023-03-11,44.636
2023-03-12,44.636
2023-03-13,45.372
2023-03-14,45.372
2023-03-15,45.372
2023-03-16,45.372
2023-03-17,45.372
2023-03-18,45.372
2023-03-19,45.372
2023-03-20,45.353
2023-03-21,45.353
2023-03-22,45.353
2023-03-23,44.892
2023-03-24,44.922
2023-03-25,44.922
2023-03-26,44.934
2023-03-27,45.037
2023-03-28,45.035
2023-03-29,45.035
2023-03-30,45.031
2023-03-31,45.031
2023-04-01,45.031
2023-04-02,45.031
2023-04-03,45.031
2023-04-04,45.031
2023-04-05,45.003
2023-04-06,44.997
2023-04-07,44.997
2023-04-08,44.997
2023-04-09,44.997
2023-04-10,44.997
2023-04-11,44.997
2023-04-12,45.049
2023-04-13,45.02
2023-04-14,45.026
2023-04-15,45.026
2023-04-16,45.026
2023-04-17,44.999
2023-04-18,44.999
2023-04-19,45.005
2023-04-20,45.005
2023-04-21,45.033
2023-04-22,45.033
2023-04-23,45.033
2023-04-24,45.033
2023-04-25,45.033
2023-04-26,45.033
2023-04-27,45.033
2023-04-28,45.033
2023-04-29,45.033
2023-04-30,45.033
2023-05-01,44.986
2023-05-02,44.892
2023-05-03,44.644
2023-05-04,44.217
2023-05-05,43.511
2023-05-06,43.553
2023-05-07,43.553
2023-05-08,43.468
2023-05-09,43.5
2023-05-10,43.5
2023-05-11,43.5
2023-05-12,43.22
2023-05-13,43.22
2023-05-14,43.22
2023-05-15,43.22
2023-05-16,43.22
2023-05-17,43.22
2023-05-18,43.22
2023-05-19,43.22
2023-05-20,43.22
2023-05-21,43.22
2023-05-22,43.22
2023-05-23,43.22
2023-05-24,43.349
2023-05-25,43.349
2023-05-26,43.349
2023-05-27,43.349
2023-05-28,43.349
2023-05-29,43.349
2023-05-30,43.49
2023-05-31,43.49
2023-06-01,43.49
2023-06-02,43.49
2023-06-03,43.49
2023-06-04,43.49
2023-06-05,43.49
2023-06-06,43.49
2023-06-07,43.49
2023-06-08,43.49
2023-06-09,43.49
2023-06-10,43.49
2023-06-11,43.49
2023-06-12,43.49
2023-06-13,43.49
2023-06-14,43.49
2023-06-15,43.472
2023-06-16,43.472
2023-06-17,43.472
2023-06-18,43.472
2023-06-19,43.472
2023-06-20,43.472
2023-06-21,43.472
2023-06-22,43.472
2023-06-23,43.472
