,DTE US Equity
2021-02-04,8.17
2021-02-05,8.17
2021-02-06,8.17
2021-02-07,8.17
2021-02-08,8.17
2021-02-09,8.17
2021-02-10,8.17
2021-02-11,8.17
2021-02-12,8.17
2021-02-13,8.17
2021-02-14,8.17
2021-02-15,8.17
2021-02-16,8.17
2021-02-17,8.17
2021-02-18,8.17
2021-02-19,8.17
2021-02-20,8.174
2021-02-21,8.228
2021-02-22,8.228
2021-02-23,8.228
2021-02-24,8.228
2021-02-25,8.228
2021-02-26,8.228
2021-02-27,8.228
2021-02-28,8.228
2021-03-01,8.228
2021-03-02,8.228
2021-03-03,8.228
2021-03-04,8.228
2021-03-05,8.228
2021-03-06,8.228
2021-03-07,8.228
2021-03-08,8.228
2021-03-09,8.228
2021-03-10,8.228
2021-03-11,8.228
2021-03-12,8.228
2021-03-13,8.228
2021-03-14,8.228
2021-03-15,8.228
2021-03-16,8.226
2021-03-17,8.226
2021-03-18,8.226
2021-03-19,8.226
2021-03-20,8.226
2021-03-21,8.226
2021-03-22,8.226
2021-03-23,8.226
2021-03-24,8.226
2021-03-25,8.226
2021-03-26,8.226
2021-03-27,8.226
2021-03-28,8.226
2021-03-29,8.226
2021-03-30,8.226
2021-03-31,8.226
2021-04-01,8.24
2021-04-02,8.24
2021-04-03,8.24
2021-04-04,8.24
2021-04-05,8.24
2021-04-06,8.24
2021-04-07,8.24
2021-04-08,8.24
2021-04-09,8.24
2021-04-10,8.24
2021-04-11,8.24
2021-04-12,8.244
2021-04-13,8.242
2021-04-14,8.242
2021-04-15,8.242
2021-04-16,8.242
2021-04-17,8.242
2021-04-18,8.242
2021-04-19,8.242
2021-04-20,8.242
2021-04-21,8.221
2021-04-22,8.221
2021-04-23,8.221
2021-04-24,8.221
2021-04-25,8.221
2021-04-26,8.221
2021-04-27,8.238
2021-04-28,8.219
2021-04-29,8.219
2021-04-30,8.219
2021-05-01,8.219
2021-05-02,8.219
2021-05-03,8.219
2021-05-04,8.219
2021-05-05,8.219
2021-05-06,8.219
2021-05-07,8.219
2021-05-08,8.219
2021-05-09,8.219
2021-05-10,8.219
2021-05-11,8.214
2021-05-12,8.214
2021-05-13,8.214
2021-05-14,8.214
2021-05-15,8.214
2021-05-16,8.214
2021-05-17,8.214
2021-05-18,8.214
2021-05-19,8.214
2021-05-20,8.214
2021-05-21,8.214
2021-05-22,8.214
2021-05-23,8.214
2021-05-24,8.214
2021-05-25,8.214
2021-05-26,8.214
2021-05-27,8.214
2021-05-28,8.214
2021-05-29,8.214
2021-05-30,8.214
2021-05-31,8.214
2021-06-01,8.214
2021-06-02,8.214
2021-06-03,8.214
2021-06-04,8.214
2021-06-05,8.214
2021-06-06,8.214
2021-06-07,8.214
2021-06-08,8.214
2021-06-09,8.017
2021-06-10,8.017
2021-06-11,8.017
2021-06-12,8.017
2021-06-13,8.017
2021-06-14,8.017
2021-06-15,8.017
2021-06-16,8.017
2021-06-17,8.017
2021-06-18,8.017
2021-06-19,8.017
2021-06-20,8.017
2021-06-21,8.017
2021-06-22,8.017
2021-06-23,7.943
2021-06-24,7.943
2021-06-25,7.943
2021-06-26,7.943
2021-06-27,7.943
2021-06-28,7.943
2021-06-29,7.628
2021-06-30,7.628
2021-07-01,7.424
2021-07-02,6.998
2021-07-03,6.998
2021-07-04,6.998
2021-07-05,6.998
2021-07-06,6.936
2021-07-07,6.936
2021-07-08,6.936
2021-07-09,6.936
2021-07-10,6.936
2021-07-11,6.934
2021-07-12,6.934
2021-07-13,6.934
2021-07-14,6.934
2021-07-15,6.934
2021-07-16,6.934
2021-07-17,6.934
2021-07-18,6.934
2021-07-19,6.934
2021-07-20,6.668
2021-07-21,6.668
2021-07-22,6.668
2021-07-23,6.668
2021-07-24,6.668
2021-07-25,6.668
2021-07-26,6.668
2021-07-27,6.684
2021-07-28,6.714
2021-07-29,6.714
2021-07-30,6.714
2021-07-31,6.714
2021-08-01,6.714
2021-08-02,6.714
2021-08-03,6.714
2021-08-04,6.711
2021-08-05,6.711
2021-08-06,6.711
2021-08-07,6.711
2021-08-08,6.711
2021-08-09,6.711
2021-08-10,6.721
2021-08-11,6.721
2021-08-12,6.721
2021-08-13,6.721
2021-08-14,6.721
2021-08-15,6.721
2021-08-16,6.721
2021-08-17,6.721
2021-08-18,6.721
2021-08-19,6.721
2021-08-20,6.719
2021-08-21,6.719
2021-08-22,6.719
2021-08-23,6.719
2021-08-24,6.719
2021-08-25,6.719
2021-08-26,6.719
2021-08-27,6.719
2021-08-28,6.719
2021-08-29,6.719
2021-08-30,6.719
2021-08-31,6.719
2021-09-01,6.719
2021-09-02,6.719
2021-09-03,6.719
2021-09-04,6.719
2021-09-05,6.719
2021-09-06,6.719
2021-09-07,6.719
2021-09-08,6.719
2021-09-09,6.719
2021-09-10,6.719
2021-09-11,6.719
2021-09-12,6.719
2021-09-13,6.719
2021-09-14,6.719
2021-09-15,6.719
2021-09-16,6.719
2021-09-17,6.719
2021-09-18,6.719
2021-09-19,6.719
2021-09-20,6.719
2021-09-21,6.719
2021-09-22,6.719
2021-09-23,6.719
2021-09-24,6.719
2021-09-25,6.719
2021-09-26,6.709
2021-09-27,6.709
2021-09-28,6.709
2021-09-29,6.709
2021-09-30,6.709
2021-10-01,6.709
2021-10-02,6.709
2021-10-03,6.709
2021-10-04,6.709
2021-10-05,6.709
2021-10-06,6.709
2021-10-07,6.709
2021-10-08,6.709
2021-10-09,6.709
2021-10-10,6.709
2021-10-11,6.71
2021-10-12,6.71
2021-10-13,6.71
2021-10-14,6.71
2021-10-15,6.709
2021-10-16,6.709
2021-10-17,6.709
2021-10-18,6.727
2021-10-19,6.701
2021-10-20,6.701
2021-10-21,6.701
2021-10-22,6.669
2021-10-23,6.669
2021-10-24,6.669
2021-10-25,6.669
2021-10-26,6.669
2021-10-27,6.684
2021-10-28,6.684
2021-10-29,6.684
2021-10-30,6.684
2021-10-31,6.684
2021-11-01,6.684
2021-11-02,6.684
2021-11-03,6.684
2021-11-04,6.684
2021-11-05,6.684
2021-11-06,6.684
2021-11-07,6.684
2021-11-08,6.684
2021-11-09,6.684
2021-11-10,6.684
2021-11-11,6.684
2021-11-12,6.684
2021-11-13,6.684
2021-11-14,6.684
2021-11-15,6.684
2021-11-16,6.684
2021-11-17,6.684
2021-11-18,6.684
2021-11-19,6.688
2021-11-20,6.688
2021-11-21,6.688
2021-11-22,6.688
2021-11-23,6.688
2021-11-24,6.688
2021-11-25,6.688
2021-11-26,6.688
2021-11-27,6.688
2021-11-28,6.688
2021-11-29,6.446
2021-11-30,6.68
2021-12-01,6.68
2021-12-02,6.68
2021-12-03,6.68
2021-12-04,6.68
2021-12-05,6.68
2021-12-06,6.68
2021-12-07,6.68
2021-12-08,6.68
2021-12-09,6.68
2021-12-10,6.68
2021-12-11,6.68
2021-12-12,6.68
2021-12-13,6.68
2021-12-14,6.68
2021-12-15,6.68
2021-12-16,6.68
2021-12-17,6.68
2021-12-18,6.68
2021-12-19,6.68
2021-12-20,6.68
2021-12-21,6.68
2021-12-22,6.68
2021-12-23,6.663
2021-12-24,6.663
2021-12-25,6.663
2021-12-26,6.663
2021-12-27,6.663
2021-12-28,6.663
2021-12-29,6.663
2021-12-30,6.663
2021-12-31,6.663
2022-01-01,6.663
2022-01-02,6.663
2022-01-03,6.663
2022-01-04,6.663
2022-01-05,6.663
2022-01-06,6.663
2022-01-07,6.663
2022-01-08,6.663
2022-01-09,6.663
2022-01-10,6.688
2022-01-11,6.688
2022-01-12,6.688
2022-01-13,6.688
2022-01-14,6.688
2022-01-15,6.688
2022-01-16,6.688
2022-01-17,6.688
2022-01-18,6.688
2022-01-19,6.698
2022-01-20,6.698
2022-01-21,6.698
2022-01-22,6.698
2022-01-23,6.698
2022-01-24,6.693
2022-01-25,6.688
2022-01-26,6.688
2022-01-27,6.688
2022-01-28,6.688
2022-01-29,6.688
2022-01-30,6.688
2022-01-31,6.688
2022-02-01,6.688
2022-02-02,6.688
2022-02-03,6.688
2022-02-04,6.688
2022-02-05,6.688
2022-02-06,6.688
2022-02-07,6.691
2022-02-08,6.691
2022-02-09,6.691
2022-02-10,6.691
2022-02-11,6.691
2022-02-12,6.691
2022-02-13,6.691
2022-02-14,6.691
2022-02-15,6.691
2022-02-16,6.691
2022-02-17,6.691
2022-02-18,6.691
2022-02-19,6.691
2022-02-20,6.691
2022-02-21,6.691
2022-02-22,6.691
2022-02-23,6.691
2022-02-24,6.707
2022-02-25,6.707
2022-02-26,6.707
2022-02-27,6.707
2022-02-28,6.707
2022-03-01,6.707
2022-03-02,6.707
2022-03-03,6.707
2022-03-04,6.707
2022-03-05,6.707
2022-03-06,6.707
2022-03-07,6.708
2022-03-08,6.708
2022-03-09,6.708
2022-03-10,6.708
2022-03-11,6.708
2022-03-12,6.708
2022-03-13,6.694
2022-03-14,6.687
2022-03-15,6.687
2022-03-16,6.687
2022-03-17,6.687
2022-03-18,6.687
2022-03-19,6.687
2022-03-20,6.687
2022-03-21,6.687
2022-03-22,6.687
2022-03-23,6.687
2022-03-24,6.687
2022-03-25,6.687
2022-03-26,6.687
2022-03-27,6.687
2022-03-28,6.687
2022-03-29,6.687
2022-03-30,6.687
2022-03-31,6.687
2022-04-01,6.687
2022-04-02,6.687
2022-04-03,6.687
2022-04-04,6.687
2022-04-05,6.687
2022-04-06,6.687
2022-04-07,6.687
2022-04-08,6.687
2022-04-09,6.687
2022-04-10,6.687
2022-04-11,6.686
2022-04-12,6.686
2022-04-13,6.682
2022-04-14,6.682
2022-04-15,6.682
2022-04-16,6.682
2022-04-17,6.682
2022-04-18,6.682
2022-04-19,6.694
2022-04-20,6.692
2022-04-21,6.692
2022-04-22,6.692
2022-04-23,6.692
2022-04-24,6.692
2022-04-25,6.688
2022-04-26,6.688
2022-04-27,6.688
2022-04-28,6.691
2022-04-29,6.691
2022-04-30,6.691
2022-05-01,6.691
2022-05-02,6.691
2022-05-03,6.691
2022-05-04,6.691
2022-05-05,6.691
2022-05-06,6.691
2022-05-07,6.691
2022-05-08,6.691
2022-05-09,6.691
2022-05-10,6.691
2022-05-11,6.691
2022-05-12,6.691
2022-05-13,6.688
2022-05-14,6.688
2022-05-15,6.688
2022-05-16,6.691
2022-05-17,6.691
2022-05-18,6.691
2022-05-19,6.691
2022-05-20,6.69
2022-05-21,6.69
2022-05-22,6.69
2022-05-23,6.695
2022-05-24,6.695
2022-05-25,6.695
2022-05-26,6.695
2022-05-27,6.695
2022-05-28,6.695
2022-05-29,6.695
2022-05-30,6.677
2022-05-31,6.677
2022-06-01,6.677
2022-06-02,6.677
2022-06-03,6.677
2022-06-04,6.677
2022-06-05,6.677
2022-06-06,6.677
2022-06-07,6.694
2022-06-08,6.694
2022-06-09,6.694
2022-06-10,6.694
2022-06-11,6.694
2022-06-12,6.694
2022-06-13,6.694
2022-06-14,6.694
2022-06-15,6.694
2022-06-16,6.694
2022-06-17,6.694
2022-06-18,6.694
2022-06-19,6.694
2022-06-20,6.694
2022-06-21,6.694
2022-06-22,6.694
2022-06-23,6.693
2022-06-24,6.693
2022-06-25,6.693
2022-06-26,6.693
2022-06-27,6.693
2022-06-28,6.693
2022-06-29,6.693
2022-06-30,6.693
2022-07-01,6.693
2022-07-02,6.693
2022-07-03,6.693
2022-07-04,6.693
2022-07-05,6.693
2022-07-06,6.693
2022-07-07,6.693
2022-07-08,6.693
2022-07-09,6.693
2022-07-10,6.697
2022-07-11,6.697
2022-07-12,6.697
2022-07-13,6.697
2022-07-14,6.697
2022-07-15,6.697
2022-07-16,6.697
2022-07-17,6.697
2022-07-18,6.699
2022-07-19,6.699
2022-07-20,6.699
2022-07-21,6.699
2022-07-22,6.699
2022-07-23,6.699
2022-07-24,6.699
2022-07-25,6.699
2022-07-26,6.699
2022-07-27,6.699
2022-07-28,6.704
2022-07-29,6.706
2022-07-30,6.706
2022-07-31,6.706
2022-08-01,6.712
2022-08-02,6.712
2022-08-03,6.712
2022-08-04,6.712
2022-08-05,6.712
2022-08-06,6.712
2022-08-07,6.712
2022-08-08,6.712
2022-08-09,6.712
2022-08-10,6.712
2022-08-11,6.713
2022-08-12,6.713
2022-08-13,6.713
2022-08-14,6.713
2022-08-15,6.713
2022-08-16,6.713
2022-08-17,6.713
2022-08-18,6.713
2022-08-19,6.713
2022-08-20,6.713
2022-08-21,6.713
2022-08-22,6.713
2022-08-23,6.711
2022-08-24,6.711
2022-08-25,6.711
2022-08-26,6.711
2022-08-27,6.711
2022-08-28,6.693
2022-08-29,6.693
2022-08-30,6.693
2022-08-31,6.693
2022-09-01,6.693
2022-09-02,6.693
2022-09-03,6.693
2022-09-04,6.693
2022-09-05,6.693
2022-09-06,6.693
2022-09-07,6.693
2022-09-08,6.693
2022-09-09,6.693
2022-09-10,6.693
2022-09-11,6.693
2022-09-12,6.693
2022-09-13,6.693
2022-09-14,6.693
2022-09-15,6.693
2022-09-16,6.693
2022-09-17,6.693
2022-09-18,6.693
2022-09-19,6.693
2022-09-20,6.693
2022-09-21,6.693
2022-09-22,6.69
2022-09-23,6.69
2022-09-24,6.69
2022-09-25,6.689
2022-09-26,6.689
2022-09-27,6.689
2022-09-28,6.689
2022-09-29,6.689
2022-09-30,6.689
2022-10-01,6.689
2022-10-02,6.689
2022-10-03,6.689
2022-10-04,6.689
2022-10-05,6.689
2022-10-06,6.689
2022-10-07,6.689
2022-10-08,6.689
2022-10-09,6.689
2022-10-10,6.689
2022-10-11,6.689
2022-10-12,6.689
2022-10-13,6.689
2022-10-14,6.689
2022-10-15,6.689
2022-10-16,6.689
2022-10-17,6.689
2022-10-18,6.679
2022-10-19,6.678
2022-10-20,6.697
2022-10-21,6.697
2022-10-22,6.697
2022-10-23,6.697
2022-10-24,6.7
2022-10-25,6.7
2022-10-26,6.7
2022-10-27,6.697
2022-10-28,6.697
2022-10-29,6.697
2022-10-30,6.697
2022-10-31,6.697
2022-11-01,6.697
2022-11-02,6.697
2022-11-03,6.697
2022-11-04,6.697
2022-11-05,6.697
2022-11-06,6.697
2022-11-07,6.697
2022-11-08,6.693
2022-11-09,6.693
2022-11-10,6.686
2022-11-11,6.636
2022-11-12,6.636
2022-11-13,6.636
2022-11-14,6.636
2022-11-15,6.636
2022-11-16,6.636
2022-11-17,6.636
2022-11-18,6.609
2022-11-19,6.609
2022-11-20,6.621
2022-11-21,6.62
2022-11-22,6.638
2022-11-23,6.684
2022-11-24,6.693
2022-11-25,6.693
2022-11-26,6.693
2022-11-27,6.693
2022-11-28,6.693
2022-11-29,6.693
2022-11-30,6.693
2022-12-01,6.693
2022-12-02,6.693
2022-12-03,6.693
2022-12-04,6.693
2022-12-05,6.693
2022-12-06,6.693
2022-12-07,6.693
2022-12-08,6.693
2022-12-09,6.693
2022-12-10,6.693
2022-12-11,6.693
2022-12-12,6.693
2022-12-13,6.693
2022-12-14,6.693
2022-12-15,6.693
2022-12-16,6.693
2022-12-17,6.693
2022-12-18,6.693
2022-12-19,6.693
2022-12-20,6.693
2022-12-21,6.693
2022-12-22,6.693
2022-12-23,6.693
2022-12-24,6.693
2022-12-25,6.693
2022-12-26,6.693
2022-12-27,6.693
2022-12-28,6.693
2022-12-29,6.693
2022-12-30,6.693
2022-12-31,6.693
2023-01-01,6.693
2023-01-02,6.693
2023-01-03,6.693
2023-01-04,6.686
2023-01-05,6.686
2023-01-06,6.686
2023-01-07,6.686
2023-01-08,6.686
2023-01-09,6.686
2023-01-10,6.686
2023-01-11,6.686
2023-01-12,6.686
2023-01-13,6.686
2023-01-14,6.686
2023-01-15,6.686
2023-01-16,6.685
2023-01-17,6.654
2023-01-18,6.654
2023-01-19,6.684
2023-01-20,6.684
2023-01-21,6.684
2023-01-22,6.684
2023-01-23,6.692
2023-01-24,6.699
2023-01-25,6.699
2023-01-26,6.699
2023-01-27,6.699
2023-01-28,6.699
2023-01-29,6.702
2023-01-30,6.702
2023-01-31,6.702
2023-02-01,6.702
2023-02-02,6.702
2023-02-03,6.707
2023-02-04,6.707
2023-02-05,6.699
2023-02-06,6.699
2023-02-07,6.699
2023-02-08,6.699
2023-02-09,6.699
2023-02-10,6.699
2023-02-11,6.699
2023-02-12,6.699
2023-02-13,6.699
2023-02-14,6.699
2023-02-15,6.699
2023-02-16,6.699
2023-02-17,6.699
2023-02-18,6.699
2023-02-19,6.699
2023-02-20,6.589
2023-02-21,6.589
2023-02-22,6.589
2023-02-23,6.594
2023-02-24,6.594
2023-02-25,6.594
2023-02-26,6.594
2023-02-27,6.594
2023-02-28,6.594
2023-03-01,6.594
2023-03-02,6.594
2023-03-03,6.594
2023-03-04,6.594
2023-03-05,6.594
2023-03-06,6.698
2023-03-07,6.694
2023-03-08,6.696
2023-03-09,6.696
2023-03-10,6.696
2023-03-11,6.696
2023-03-12,6.696
2023-03-13,6.696
2023-03-14,6.696
2023-03-15,6.696
2023-03-16,6.696
2023-03-17,6.696
2023-03-18,6.696
2023-03-19,6.696
2023-03-20,6.696
2023-03-21,6.695
2023-03-22,6.694
2023-03-23,6.694
2023-03-24,6.692
2023-03-25,6.696
2023-03-26,6.696
2023-03-27,6.696
2023-03-28,6.696
2023-03-29,6.696
2023-03-30,6.696
2023-03-31,6.696
2023-04-01,6.696
2023-04-02,6.696
2023-04-03,6.696
2023-04-04,6.696
2023-04-05,6.696
2023-04-06,6.693
2023-04-07,6.693
2023-04-08,6.693
2023-04-09,6.693
2023-04-10,6.693
2023-04-11,6.693
2023-04-12,6.691
2023-04-13,6.691
2023-04-14,6.639
2023-04-15,6.639
2023-04-16,6.639
2023-04-17,6.637
2023-04-18,6.637
2023-04-19,6.637
2023-04-20,6.637
2023-04-21,6.637
2023-04-22,6.637
2023-04-23,6.637
2023-04-24,6.637
2023-04-25,6.637
2023-04-26,6.637
2023-04-27,6.688
2023-04-28,6.688
2023-04-29,6.688
2023-04-30,6.688
2023-05-01,6.688
2023-05-02,6.688
2023-05-03,6.688
2023-05-04,6.668
2023-05-05,6.668
2023-05-06,6.668
2023-05-07,6.668
2023-05-08,6.669
2023-05-09,6.669
2023-05-10,6.669
2023-05-11,6.668
2023-05-12,6.668
2023-05-13,6.668
2023-05-14,6.668
2023-05-15,6.669
2023-05-16,6.669
2023-05-17,6.669
2023-05-18,6.669
2023-05-19,6.674
2023-05-20,6.674
2023-05-21,6.674
2023-05-22,6.674
2023-05-23,6.675
2023-05-24,6.675
2023-05-25,6.675
2023-05-26,6.675
2023-05-27,6.675
2023-05-28,6.675
2023-05-29,6.675
2023-05-30,6.675
2023-05-31,6.675
2023-06-01,6.675
2023-06-02,6.675
2023-06-03,6.675
2023-06-04,6.675
2023-06-05,6.667
2023-06-06,6.667
2023-06-07,6.667
2023-06-08,6.669
2023-06-09,6.669
2023-06-10,6.676
2023-06-11,6.676
2023-06-12,6.676
2023-06-13,6.676
2023-06-14,6.676
2023-06-15,6.676
2023-06-16,6.676
2023-06-17,6.676
2023-06-18,6.676
2023-06-19,6.676
2023-06-20,6.676
2023-06-21,6.676
2023-06-22,6.676
2023-06-23,6.676
