,MSM US Equity
2020-07-13,6.06
2020-07-14,6.06
2020-07-15,6.06
2020-07-16,6.06
2020-07-17,6.06
2020-07-18,6.06
2020-07-19,6.06
2020-07-20,6.06
2020-07-21,6.06
2020-07-22,6.06
2020-07-23,6.06
2020-07-24,6.06
2020-07-25,6.06
2020-07-26,6.06
2020-07-27,6.06
2020-07-28,6.06
2020-07-29,6.06
2020-07-30,6.06
2020-07-31,6.06
2020-08-01,6.06
2020-08-02,6.06
2020-08-03,6.06
2020-08-04,6.06
2020-08-05,6.06
2020-08-06,6.06
2020-08-07,6.06
2020-08-08,6.06
2020-08-09,6.06
2020-08-10,6.06
2020-08-11,6.06
2020-08-12,6.06
2020-08-13,6.06
2020-08-14,6.06
2020-08-15,6.06
2020-08-16,6.06
2020-08-17,6.06
2020-08-18,6.06
2020-08-19,6.06
2020-08-20,6.06
2020-08-21,6.06
2020-08-22,6.06
2020-08-23,6.06
2020-08-24,6.06
2020-08-25,6.06
2020-08-26,6.06
2020-08-27,6.06
2020-08-28,6.06
2020-08-29,6.06
2020-08-30,6.06
2020-08-31,6.06
2020-09-01,6.06
2020-09-02,6.06
2020-09-03,6.06
2020-09-04,6.06
2020-09-05,6.06
2020-09-06,6.06
2020-09-07,6.06
2020-09-08,6.06
2020-09-09,6.06
2020-09-10,6.06
2020-09-11,6.06
2020-09-12,6.06
2020-09-13,6.06
2020-09-14,6.06
2020-09-15,6.06
2020-09-16,6.06
2020-09-17,6.06
2020-09-18,6.06
2020-09-19,6.06
2020-09-20,6.06
2020-09-21,6.06
2020-09-22,6.06
2020-09-23,6.06
2020-09-24,6.06
2020-09-25,6.06
2020-09-26,6.06
2020-09-27,6.06
2020-09-28,6.06
2020-09-29,6.06
2020-09-30,6.06
2020-10-01,6.06
2020-10-02,6.06
2020-10-03,6.06
2020-10-04,6.06
2020-10-05,6.06
2020-10-06,6.06
2020-10-07,6.09
2020-10-08,6.09
2020-10-09,6.09
2020-10-10,6.09
2020-10-11,6.09
2020-10-12,6.09
2020-10-13,6.09
2020-10-14,6.09
2020-10-15,6.09
2020-10-16,6.09
2020-10-17,6.09
2020-10-18,6.09
2020-10-19,6.09
2020-10-20,6.09
2020-10-21,6.09
2020-10-22,6.09
2020-10-23,6.09
2020-10-24,6.09
2020-10-25,6.09
2020-10-26,6.09
2020-10-27,5.995
2020-10-28,5.935
2020-10-29,5.935
2020-10-30,5.935
2020-10-31,5.935
2020-11-01,5.935
2020-11-02,5.935
2020-11-03,5.935
2020-11-04,5.935
2020-11-05,5.935
2020-11-06,5.935
2020-11-07,5.935
2020-11-08,5.935
2020-11-09,5.935
2020-11-10,5.935
2020-11-11,5.935
2020-11-12,5.935
2020-11-13,5.935
2020-11-14,5.935
2020-11-15,5.935
2020-11-16,5.935
2020-11-17,5.935
2020-11-18,5.935
2020-11-19,5.935
2020-11-20,5.935
2020-11-21,5.935
2020-11-22,5.935
2020-11-23,5.935
2020-11-24,5.935
2020-11-25,5.935
2020-11-26,5.935
2020-11-27,5.935
2020-11-28,5.935
2020-11-29,5.935
2020-11-30,5.935
2020-12-01,5.935
2020-12-02,5.935
2020-12-03,5.935
2020-12-04,5.935
2020-12-05,5.935
2020-12-06,5.935
2020-12-07,5.935
2020-12-08,5.935
2020-12-09,5.935
2020-12-10,5.935
2020-12-11,5.935
2020-12-12,5.935
2020-12-13,5.935
2020-12-14,5.935
2020-12-15,5.935
2020-12-16,6.1
2020-12-17,6.1
2020-12-18,6.1
2020-12-19,6.1
2020-12-20,6.1
2020-12-21,6.1
2020-12-22,6.1
2020-12-23,6.1
2020-12-24,6.1
2020-12-25,6.1
2020-12-26,6.1
2020-12-27,6.1
2020-12-28,6.1
2020-12-29,6.1
2020-12-30,6.1
2020-12-31,6.083
2021-01-01,6.083
2021-01-02,6.083
2021-01-03,6.083
2021-01-04,6.083
2021-01-05,6.083
2021-01-06,6.17
2021-01-07,6.17
2021-01-08,6.17
2021-01-09,6.17
2021-01-10,6.17
2021-01-11,6.17
2021-01-12,6.17
2021-01-13,6.17
2021-01-14,6.17
2021-01-15,6.17
2021-01-16,6.17
2021-01-17,6.17
2021-01-18,6.17
2021-01-19,6.17
2021-01-20,6.17
2021-01-21,6.17
2021-01-22,6.17
2021-01-23,6.17
2021-01-24,6.17
2021-01-25,6.17
2021-01-26,6.17
2021-01-27,6.17
2021-01-28,6.17
2021-01-29,6.17
2021-01-30,6.17
2021-01-31,6.17
2021-02-01,6.17
2021-02-02,6.17
2021-02-03,6.17
2021-02-04,6.17
2021-02-05,6.17
2021-02-06,6.17
2021-02-07,6.17
2021-02-08,6.17
2021-02-09,6.17
2021-02-10,6.17
2021-02-11,6.153
2021-02-12,6.153
2021-02-13,6.153
2021-02-14,6.153
2021-02-15,6.153
2021-02-16,6.153
2021-02-17,6.153
2021-02-18,6.153
2021-02-19,6.153
2021-02-20,6.153
2021-02-21,6.153
2021-02-22,6.153
2021-02-23,6.153
2021-02-24,6.153
2021-02-25,6.153
2021-02-26,6.153
2021-02-27,6.153
2021-02-28,6.153
2021-03-01,6.153
2021-03-02,6.153
2021-03-03,6.153
2021-03-04,6.153
2021-03-05,6.153
2021-03-06,6.153
2021-03-07,6.153
2021-03-08,6.153
2021-03-09,6.153
2021-03-10,6.153
2021-03-11,6.153
2021-03-12,6.153
2021-03-13,6.153
2021-03-14,6.153
2021-03-15,6.153
2021-03-16,6.153
2021-03-17,6.153
2021-03-18,6.153
2021-03-19,6.153
2021-03-20,6.153
2021-03-21,6.153
2021-03-22,6.153
2021-03-23,6.153
2021-03-24,6.153
2021-03-25,6.153
2021-03-26,6.153
2021-03-27,6.153
2021-03-28,6.153
2021-03-29,6.153
2021-03-30,6.153
2021-03-31,6.153
2021-04-01,6.153
2021-04-02,6.153
2021-04-03,6.153
2021-04-04,6.133
2021-04-05,6.103
2021-04-06,6.103
2021-04-07,6.353
2021-04-08,6.33
2021-04-09,6.33
2021-04-10,6.33
2021-04-11,6.33
2021-04-12,6.33
2021-04-13,6.33
2021-04-14,6.253
2021-04-15,6.253
2021-04-16,6.253
2021-04-17,6.253
2021-04-18,6.253
2021-04-19,6.253
2021-04-20,6.253
2021-04-21,6.253
2021-04-22,6.253
2021-04-23,6.253
2021-04-24,6.253
2021-04-25,6.253
2021-04-26,6.253
2021-04-27,6.253
2021-04-28,6.253
2021-04-29,6.253
2021-04-30,6.253
2021-05-01,6.253
2021-05-02,6.253
2021-05-03,6.253
2021-05-04,6.25
2021-05-05,6.25
2021-05-06,6.25
2021-05-07,6.25
2021-05-08,6.25
2021-05-09,6.25
2021-05-10,6.25
2021-05-11,6.25
2021-05-12,6.25
2021-05-13,6.25
2021-05-14,6.25
2021-05-15,6.25
2021-05-16,6.25
2021-05-17,6.25
2021-05-18,6.25
2021-05-19,6.25
2021-05-20,6.25
2021-05-21,6.25
2021-05-22,6.25
2021-05-23,6.25
2021-05-24,6.25
2021-05-25,6.25
2021-05-26,6.25
2021-05-27,6.25
2021-05-28,6.25
2021-05-29,6.25
2021-05-30,6.25
2021-05-31,6.25
2021-06-01,6.25
2021-06-02,6.25
2021-06-03,6.25
2021-06-04,6.25
2021-06-05,6.25
2021-06-06,6.25
2021-06-07,6.25
2021-06-08,6.25
2021-06-09,6.25
2021-06-10,6.25
2021-06-11,6.25
2021-06-12,6.25
2021-06-13,6.25
2021-06-14,6.25
2021-06-15,6.25
2021-06-16,6.25
2021-06-17,6.25
2021-06-18,6.25
2021-06-19,6.25
2021-06-20,6.25
2021-06-21,6.25
2021-06-22,6.25
2021-06-23,6.25
2021-06-24,6.25
2021-06-25,6.25
2021-06-26,6.25
2021-06-27,6.25
2021-06-28,6.25
2021-06-29,6.25
2021-06-30,6.25
2021-07-01,6.303
2021-07-02,6.303
2021-07-03,6.303
2021-07-04,6.303
2021-07-05,6.303
2021-07-06,6.303
2021-07-07,6.45
2021-07-08,6.493
2021-07-09,6.52
2021-07-10,6.52
2021-07-11,6.52
2021-07-12,6.52
2021-07-13,6.52
2021-07-14,6.525
2021-07-15,6.525
2021-07-16,6.525
2021-07-17,6.525
2021-07-18,6.525
2021-07-19,6.525
2021-07-20,6.525
2021-07-21,6.525
2021-07-22,6.525
2021-07-23,6.525
2021-07-24,6.525
2021-07-25,6.525
2021-07-26,6.525
2021-07-27,6.525
2021-07-28,6.525
2021-07-29,6.525
2021-07-30,6.525
2021-07-31,6.525
2021-08-01,6.525
2021-08-02,6.525
2021-08-03,6.525
2021-08-04,6.525
2021-08-05,6.525
2021-08-06,6.525
2021-08-07,6.525
2021-08-08,6.525
2021-08-09,6.525
2021-08-10,6.525
2021-08-11,6.525
2021-08-12,6.525
2021-08-13,6.525
2021-08-14,6.525
2021-08-15,6.525
2021-08-16,6.525
2021-08-17,6.525
2021-08-18,6.525
2021-08-19,6.525
2021-08-20,6.525
2021-08-21,6.525
2021-08-22,6.525
2021-08-23,6.525
2021-08-24,6.525
2021-08-25,6.525
2021-08-26,6.525
2021-08-27,6.525
2021-08-28,6.525
2021-08-29,6.525
2021-08-30,6.525
2021-08-31,6.525
2021-09-01,6.525
2021-09-02,6.525
2021-09-03,6.525
2021-09-04,6.525
2021-09-05,6.525
2021-09-06,6.525
2021-09-07,6.525
2021-09-08,6.525
2021-09-09,6.525
2021-09-10,6.525
2021-09-11,6.525
2021-09-12,6.525
2021-09-13,6.525
2021-09-14,6.525
2021-09-15,6.525
2021-09-16,6.525
2021-09-17,6.525
2021-09-18,6.525
2021-09-19,6.525
2021-09-20,6.525
2021-09-21,6.525
2021-09-22,6.525
2021-09-23,6.525
2021-09-24,6.525
2021-09-25,6.525
2021-09-26,6.525
2021-09-27,6.525
2021-09-28,6.525
2021-09-29,6.525
2021-09-30,6.525
2021-10-01,6.525
2021-10-02,6.525
2021-10-03,6.525
2021-10-04,6.525
2021-10-05,6.443
2021-10-06,6.443
2021-10-07,6.443
2021-10-08,6.443
2021-10-09,6.443
2021-10-10,6.443
2021-10-11,6.443
2021-10-12,6.443
2021-10-13,6.443
2021-10-14,6.443
2021-10-15,6.443
2021-10-16,6.443
2021-10-17,6.443
2021-10-18,6.443
2021-10-19,6.443
2021-10-20,6.478
2021-10-21,6.456
2021-10-22,6.456
2021-10-23,6.456
2021-10-24,6.456
2021-10-25,6.456
2021-10-26,6.456
2021-10-27,6.456
2021-10-28,6.456
2021-10-29,6.456
2021-10-30,6.456
2021-10-31,6.456
2021-11-01,6.456
2021-11-02,6.456
2021-11-03,6.456
2021-11-04,6.456
2021-11-05,6.456
2021-11-06,6.456
2021-11-07,6.456
2021-11-08,6.456
2021-11-09,6.456
2021-11-10,6.456
2021-11-11,6.456
2021-11-12,6.456
2021-11-13,6.456
2021-11-14,6.456
2021-11-15,6.456
2021-11-16,6.456
2021-11-17,6.456
2021-11-18,6.456
2021-11-19,6.456
2021-11-20,6.456
2021-11-21,6.456
2021-11-22,6.456
2021-11-23,6.456
2021-11-24,6.456
2021-11-25,6.456
2021-11-26,6.456
2021-11-27,6.456
2021-11-28,6.456
2021-11-29,6.456
2021-11-30,6.456
2021-12-01,6.456
2021-12-02,6.456
2021-12-03,6.456
2021-12-04,6.456
2021-12-05,6.456
2021-12-06,6.456
2021-12-07,6.456
2021-12-08,6.456
2021-12-09,6.456
2021-12-10,6.456
2021-12-11,6.456
2021-12-12,6.456
2021-12-13,6.456
2021-12-14,6.456
2021-12-15,6.456
2021-12-16,6.456
2021-12-17,6.456
2021-12-18,6.456
2021-12-19,6.456
2021-12-20,6.456
2021-12-21,6.456
2021-12-22,6.606
2021-12-23,6.626
2021-12-24,6.626
2021-12-25,6.626
2021-12-26,6.626
2021-12-27,6.626
2021-12-28,6.626
2021-12-29,6.626
2021-12-30,6.626
2021-12-31,6.626
2022-01-01,6.626
2022-01-02,6.626
2022-01-03,6.626
2022-01-04,6.626
2022-01-05,6.626
2022-01-06,6.626
2022-01-07,6.626
2022-01-08,6.626
2022-01-09,6.626
2022-01-10,6.626
2022-01-11,6.626
2022-01-12,6.626
2022-01-13,6.626
2022-01-14,6.626
2022-01-15,6.626
2022-01-16,6.626
2022-01-17,6.626
2022-01-18,6.626
2022-01-19,6.626
2022-01-20,6.626
2022-01-21,6.626
2022-01-22,6.626
2022-01-23,6.626
2022-01-24,6.626
2022-01-25,6.626
2022-01-26,6.626
2022-01-27,6.626
2022-01-28,6.626
2022-01-29,6.626
2022-01-30,6.626
2022-01-31,6.626
2022-02-01,6.626
2022-02-02,6.626
2022-02-03,6.626
2022-02-04,6.626
2022-02-05,6.626
2022-02-06,6.626
2022-02-07,6.626
2022-02-08,6.694
2022-02-09,6.694
2022-02-10,6.694
2022-02-11,6.694
2022-02-12,6.694
2022-02-13,6.694
2022-02-14,6.694
2022-02-15,6.694
2022-02-16,6.694
2022-02-17,6.694
2022-02-18,6.694
2022-02-19,6.694
2022-02-20,6.694
2022-02-21,6.694
2022-02-22,6.694
2022-02-23,6.694
2022-02-24,6.694
2022-02-25,6.694
2022-02-26,6.694
2022-02-27,6.694
2022-02-28,6.694
2022-03-01,6.694
2022-03-02,6.694
2022-03-03,6.694
2022-03-04,6.694
2022-03-05,6.694
2022-03-06,6.694
2022-03-07,6.694
2022-03-08,6.694
2022-03-09,6.694
2022-03-10,6.694
2022-03-11,6.694
2022-03-12,6.694
2022-03-13,6.694
2022-03-14,6.694
2022-03-15,6.694
2022-03-16,6.694
2022-03-17,6.694
2022-03-18,6.694
2022-03-19,6.694
2022-03-20,6.694
2022-03-21,6.694
2022-03-22,6.694
2022-03-23,6.694
2022-03-24,6.694
2022-03-25,6.694
2022-03-26,6.694
2022-03-27,6.694
2022-03-28,6.694
2022-03-29,6.694
2022-03-30,6.86
2022-03-31,6.912
2022-04-01,6.912
2022-04-02,6.912
2022-04-03,6.912
2022-04-04,6.912
2022-04-05,6.912
2022-04-06,6.912
2022-04-07,6.912
2022-04-08,6.912
2022-04-09,6.912
2022-04-10,6.912
2022-04-11,6.912
2022-04-12,6.912
2022-04-13,6.912
2022-04-14,6.912
2022-04-15,6.912
2022-04-16,6.912
2022-04-17,6.912
2022-04-18,6.912
2022-04-19,6.912
2022-04-20,6.912
2022-04-21,6.912
2022-04-22,6.912
2022-04-23,6.912
2022-04-24,6.912
2022-04-25,6.912
2022-04-26,6.912
2022-04-27,6.912
2022-04-28,6.912
2022-04-29,6.912
2022-04-30,6.912
2022-05-01,6.912
2022-05-02,6.912
2022-05-03,6.912
2022-05-04,6.912
2022-05-05,6.912
2022-05-06,6.912
2022-05-07,6.912
2022-05-08,6.912
2022-05-09,6.912
2022-05-10,6.912
2022-05-11,6.912
2022-05-12,6.912
2022-05-13,6.912
2022-05-14,6.912
2022-05-15,6.912
2022-05-16,6.912
2022-05-17,6.912
2022-05-18,6.912
2022-05-19,6.912
2022-05-20,6.912
2022-05-21,6.912
2022-05-22,6.912
2022-05-23,6.912
2022-05-24,6.912
2022-05-25,6.912
2022-05-26,6.912
2022-05-27,6.912
2022-05-28,6.912
2022-05-29,6.912
2022-05-30,6.912
2022-05-31,6.912
2022-06-01,6.922
2022-06-02,6.922
2022-06-03,6.922
2022-06-04,6.922
2022-06-05,6.922
2022-06-06,6.922
2022-06-07,6.922
2022-06-08,6.922
2022-06-09,6.922
2022-06-10,6.922
2022-06-11,6.922
2022-06-12,6.922
2022-06-13,6.922
2022-06-14,6.922
2022-06-15,6.922
2022-06-16,6.922
2022-06-17,6.922
2022-06-18,6.922
2022-06-19,6.922
2022-06-20,6.922
2022-06-21,6.922
2022-06-22,6.922
2022-06-23,6.922
2022-06-24,6.922
2022-06-25,6.922
2022-06-26,6.922
2022-06-27,6.922
2022-06-28,6.922
2022-06-29,6.597
2022-06-30,6.6
2022-07-01,6.6
2022-07-02,6.6
2022-07-03,6.6
2022-07-04,6.6
2022-07-05,6.6
2022-07-06,6.6
2022-07-07,6.55
2022-07-08,6.55
2022-07-09,6.55
2022-07-10,6.55
2022-07-11,6.55
2022-07-12,6.55
2022-07-13,6.517
2022-07-14,6.402
2022-07-15,6.428
2022-07-16,6.428
2022-07-17,6.428
2022-07-18,6.428
2022-07-19,6.428
2022-07-20,6.41
2022-07-21,6.41
2022-07-22,6.41
2022-07-23,6.41
2022-07-24,6.41
2022-07-25,6.41
2022-07-26,6.41
2022-07-27,6.41
2022-07-28,6.41
2022-07-29,6.41
2022-07-30,6.41
2022-07-31,6.41
2022-08-01,6.41
2022-08-02,6.41
2022-08-03,6.41
2022-08-04,6.41
2022-08-05,6.41
2022-08-06,6.41
2022-08-07,6.41
2022-08-08,6.41
2022-08-09,6.41
2022-08-10,6.41
2022-08-11,6.41
2022-08-12,6.41
2022-08-13,6.41
2022-08-14,6.41
2022-08-15,6.41
2022-08-16,6.41
2022-08-17,6.41
2022-08-18,6.41
2022-08-19,6.41
2022-08-20,6.41
2022-08-21,6.41
2022-08-22,6.41
2022-08-23,6.41
2022-08-24,6.41
2022-08-25,6.41
2022-08-26,6.41
2022-08-27,6.41
2022-08-28,6.41
2022-08-29,6.41
2022-08-30,6.41
2022-08-31,6.41
2022-09-01,6.41
2022-09-02,6.41
2022-09-03,6.41
2022-09-04,6.41
2022-09-05,6.41
2022-09-06,6.41
2022-09-07,6.41
2022-09-08,6.41
2022-09-09,6.41
2022-09-10,6.41
2022-09-11,6.41
2022-09-12,6.41
2022-09-13,6.41
2022-09-14,6.41
2022-09-15,6.41
2022-09-16,6.41
2022-09-17,6.41
2022-09-18,6.41
2022-09-19,6.41
2022-09-20,6.41
2022-09-21,6.41
2022-09-22,6.41
2022-09-23,6.41
2022-09-24,6.41
2022-09-25,6.41
2022-09-26,6.41
2022-09-27,6.423
2022-09-28,6.423
2022-09-29,6.423
2022-09-30,6.423
2022-10-01,6.423
2022-10-02,6.423
2022-10-03,6.423
2022-10-04,6.423
2022-10-05,6.423
2022-10-06,6.423
2022-10-07,6.423
2022-10-08,6.423
2022-10-09,6.423
2022-10-10,6.423
2022-10-11,6.423
2022-10-12,6.423
2022-10-13,6.336
2022-10-14,6.361
2022-10-15,6.361
2022-10-16,6.361
2022-10-17,6.361
2022-10-18,6.361
2022-10-19,6.361
2022-10-20,6.259
2022-10-21,6.215
2022-10-22,6.215
2022-10-23,6.215
2022-10-24,6.171
2022-10-25,6.14
2022-10-26,6.14
2022-10-27,6.14
2022-10-28,6.14
2022-10-29,6.14
2022-10-30,6.14
2022-10-31,6.14
2022-11-01,6.14
2022-11-02,6.14
2022-11-03,6.134
2022-11-04,6.134
2022-11-05,6.134
2022-11-06,6.134
2022-11-07,6.134
2022-11-08,6.134
2022-11-09,6.134
2022-11-10,6.134
2022-11-11,6.134
2022-11-12,6.134
2022-11-13,6.134
2022-11-14,6.134
2022-11-15,6.134
2022-11-16,6.134
2022-11-17,6.134
2022-11-18,6.134
2022-11-19,6.134
2022-11-20,6.134
2022-11-21,6.134
2022-11-22,6.134
2022-11-23,6.134
2022-11-24,6.134
2022-11-25,6.134
2022-11-26,6.134
2022-11-27,6.134
2022-11-28,6.134
2022-11-29,6.134
2022-11-30,6.134
2022-12-01,6.134
2022-12-02,6.134
2022-12-03,6.134
2022-12-04,6.134
2022-12-05,6.165
2022-12-06,6.165
2022-12-07,6.165
2022-12-08,6.165
2022-12-09,6.165
2022-12-10,6.165
2022-12-11,6.165
2022-12-12,6.165
2022-12-13,6.165
2022-12-14,6.165
2022-12-15,6.165
2022-12-16,6.165
2022-12-17,6.165
2022-12-18,6.165
2022-12-19,6.165
2022-12-20,6.165
2022-12-21,6.165
2022-12-22,6.165
2022-12-23,6.165
2022-12-24,6.165
2022-12-25,6.165
2022-12-26,6.165
2022-12-27,6.165
2022-12-28,6.165
2022-12-29,6.165
2022-12-30,6.165
2022-12-31,6.165
2023-01-01,6.165
2023-01-02,6.165
2023-01-03,6.196
2023-01-04,6.196
2023-01-05,6.204
2023-01-06,6.182
2023-01-07,6.182
2023-01-08,6.182
2023-01-09,6.182
2023-01-10,6.182
2023-01-11,6.182
2023-01-12,6.182
2023-01-13,6.182
2023-01-14,6.182
2023-01-15,6.182
2023-01-16,6.182
2023-01-17,6.182
2023-01-18,6.182
2023-01-19,6.182
2023-01-20,6.182
2023-01-21,6.182
2023-01-22,6.182
2023-01-23,6.182
2023-01-24,6.182
2023-01-25,6.182
2023-01-26,6.182
2023-01-27,6.182
2023-01-28,6.182
2023-01-29,6.182
2023-01-30,6.182
2023-01-31,6.182
2023-02-01,6.182
2023-02-02,6.182
2023-02-03,6.182
2023-02-04,6.182
2023-02-05,6.182
2023-02-06,6.182
2023-02-07,6.182
2023-02-08,6.182
2023-02-09,6.182
2023-02-10,6.182
2023-02-11,6.182
2023-02-12,6.182
2023-02-13,6.182
2023-02-14,6.182
2023-02-15,6.182
2023-02-16,6.182
2023-02-17,6.182
2023-02-18,6.182
2023-02-19,6.182
2023-02-20,6.182
2023-02-21,6.182
2023-02-22,6.182
2023-02-23,6.182
2023-02-24,6.182
2023-02-25,6.182
2023-02-26,6.182
2023-02-27,6.182
2023-02-28,6.182
2023-03-01,6.182
2023-03-02,6.182
2023-03-03,6.182
2023-03-04,6.182
2023-03-05,6.182
2023-03-06,6.182
2023-03-07,6.182
2023-03-08,6.182
2023-03-09,6.182
2023-03-10,6.182
2023-03-11,6.182
2023-03-12,6.182
2023-03-13,6.182
2023-03-14,6.182
2023-03-15,6.182
2023-03-16,6.182
2023-03-17,6.182
2023-03-18,6.182
2023-03-19,6.182
2023-03-20,6.182
2023-03-21,6.182
2023-03-22,6.182
2023-03-23,6.182
2023-03-24,6.182
2023-03-25,6.182
2023-03-26,6.182
2023-03-27,6.182
2023-03-28,6.182
2023-03-29,6.182
2023-03-30,6.182
2023-03-31,6.182
2023-04-01,6.182
2023-04-02,6.182
2023-04-03,6.182
2023-04-04,6.317
2023-04-05,6.337
2023-04-06,6.337
2023-04-07,6.337
2023-04-08,6.337
2023-04-09,6.337
2023-04-10,6.337
2023-04-11,6.337
2023-04-12,6.337
2023-04-13,6.337
2023-04-14,6.337
2023-04-15,6.337
2023-04-16,6.337
2023-04-17,6.337
2023-04-18,6.337
2023-04-19,6.337
2023-04-20,6.337
2023-04-21,6.337
2023-04-22,6.337
2023-04-23,6.337
2023-04-24,6.337
2023-04-25,6.337
2023-04-26,6.337
2023-04-27,6.337
2023-04-28,6.337
2023-04-29,6.337
2023-04-30,6.337
2023-05-01,6.337
2023-05-02,6.337
2023-05-03,6.337
2023-05-04,6.337
2023-05-05,6.337
2023-05-06,6.337
2023-05-07,6.337
2023-05-08,6.337
2023-05-09,6.337
2023-05-10,6.337
2023-05-11,6.337
2023-05-12,6.337
2023-05-13,6.337
2023-05-14,6.337
2023-05-15,6.337
2023-05-16,6.337
2023-05-17,6.337
2023-05-18,6.337
2023-05-19,6.337
2023-05-20,6.337
2023-05-21,6.337
2023-05-22,6.337
2023-05-23,6.337
2023-05-24,6.337
2023-05-25,6.337
2023-05-26,6.337
2023-05-27,6.337
2023-05-28,6.337
2023-05-29,6.337
2023-05-30,6.337
2023-05-31,6.337
2023-06-01,6.337
2023-06-02,6.337
2023-06-03,6.337
2023-06-04,6.337
2023-06-05,6.337
2023-06-06,6.337
2023-06-07,6.337
2023-06-08,6.337
2023-06-09,6.337
2023-06-10,6.337
2023-06-11,6.337
2023-06-12,6.337
2023-06-13,6.337
2023-06-14,6.337
2023-06-15,6.337
2023-06-16,6.337
2023-06-17,6.337
2023-06-18,6.337
2023-06-19,6.337
2023-06-20,6.337
2023-06-21,6.33
2023-06-22,6.33
2023-06-23,6.33
