,CACC US Equity
2020-05-10,32.24
2020-05-11,32.24
2020-05-12,32.24
2020-05-13,32.24
2020-05-14,32.24
2020-05-15,32.24
2020-05-16,32.24
2020-05-17,32.24
2020-05-18,32.24
2020-05-19,32.24
2020-05-20,32.24
2020-05-21,32.24
2020-05-22,32.24
2020-05-23,32.24
2020-05-24,32.24
2020-05-25,32.24
2020-05-26,32.24
2020-05-27,32.24
2020-05-28,32.24
2020-05-29,32.24
2020-05-30,32.24
2020-05-31,32.24
2020-06-01,32.24
2020-06-02,32.24
2020-06-03,32.24
2020-06-04,32.24
2020-06-05,32.24
2020-06-06,32.24
2020-06-07,32.24
2020-06-08,32.24
2020-06-09,32.24
2020-06-10,32.24
2020-06-11,32.24
2020-06-12,32.24
2020-06-13,32.24
2020-06-14,32.24
2020-06-15,32.24
2020-06-16,32.24
2020-06-17,32.24
2020-06-18,32.24
2020-06-19,32.24
2020-06-20,32.24
2020-06-21,32.24
2020-06-22,32.24
2020-06-23,32.24
2020-06-24,32.24
2020-06-25,32.24
2020-06-26,32.24
2020-06-27,32.24
2020-06-28,32.24
2020-06-29,32.24
2020-06-30,32.24
2020-07-01,32.24
2020-07-02,32.24
2020-07-03,32.24
2020-07-04,32.24
2020-07-05,32.24
2020-07-06,32.24
2020-07-07,32.24
2020-07-08,32.24
2020-07-09,32.24
2020-07-10,32.24
2020-07-11,32.24
2020-07-12,32.24
2020-07-13,32.24
2020-07-14,32.24
2020-07-15,32.24
2020-07-16,32.24
2020-07-17,32.24
2020-07-18,32.24
2020-07-19,32.24
2020-07-20,32.24
2020-07-21,32.24
2020-07-22,32.24
2020-07-23,32.24
2020-07-24,32.24
2020-07-25,32.24
2020-07-26,32.24
2020-07-27,32.24
2020-07-28,32.24
2020-07-29,32.24
2020-07-30,32.24
2020-07-31,32.24
2020-08-01,32.24
2020-08-02,32.24
2020-08-03,32.24
2020-08-04,32.24
2020-08-05,32.24
2020-08-06,32.24
2020-08-07,32.24
2020-08-08,32.24
2020-08-09,32.24
2020-08-10,32.24
2020-08-11,32.24
2020-08-12,32.24
2020-08-13,32.24
2020-08-14,32.24
2020-08-15,32.24
2020-08-16,32.24
2020-08-17,32.24
2020-08-18,32.24
2020-08-19,32.24
2020-08-20,32.24
2020-08-21,32.24
2020-08-22,32.24
2020-08-23,32.24
2020-08-24,32.24
2020-08-25,32.24
2020-08-26,32.24
2020-08-27,32.24
2020-08-28,32.24
2020-08-29,32.24
2020-08-30,32.24
2020-08-31,32.24
2020-09-01,32.24
2020-09-02,32.24
2020-09-03,32.24
2020-09-04,32.24
2020-09-05,32.24
2020-09-06,32.24
2020-09-07,32.24
2020-09-08,32.24
2020-09-09,32.24
2020-09-10,32.24
2020-09-11,32.24
2020-09-12,32.24
2020-09-13,32.24
2020-09-14,32.24
2020-09-15,32.24
2020-09-16,32.24
2020-09-17,32.24
2020-09-18,32.24
2020-09-19,32.24
2020-09-20,32.24
2020-09-21,32.24
2020-09-22,32.24
2020-09-23,32.24
2020-09-24,32.24
2020-09-25,32.24
2020-09-26,32.24
2020-09-27,32.24
2020-09-28,32.24
2020-09-29,32.24
2020-09-30,32.24
2020-10-01,32.24
2020-10-02,32.24
2020-10-03,32.24
2020-10-04,32.24
2020-10-05,32.24
2020-10-06,32.24
2020-10-07,32.24
2020-10-08,32.24
2020-10-09,32.24
2020-10-10,32.24
2020-10-11,32.24
2020-10-12,32.24
2020-10-13,32.24
2020-10-14,32.24
2020-10-15,32.24
2020-10-16,32.24
2020-10-17,32.24
2020-10-18,32.24
2020-10-19,32.24
2020-10-20,32.24
2020-10-21,32.24
2020-10-22,32.24
2020-10-23,32.24
2020-10-24,32.24
2020-10-25,32.24
2020-10-26,32.24
2020-10-27,32.24
2020-10-28,32.24
2020-10-29,32.24
2020-10-30,32.24
2020-10-31,32.24
2020-11-01,32.24
2020-11-02,32.24
2020-11-03,32.24
2020-11-04,32.24
2020-11-05,32.24
2020-11-06,32.24
2020-11-07,32.24
2020-11-08,32.24
2020-11-09,32.24
2020-11-10,32.24
2020-11-11,32.24
2020-11-12,32.24
2020-11-13,32.24
2020-11-14,32.24
2020-11-15,32.24
2020-11-16,32.24
2020-11-17,32.24
2020-11-18,32.24
2020-11-19,32.24
2020-11-20,32.24
2020-11-21,32.24
2020-11-22,32.24
2020-11-23,32.24
2020-11-24,32.24
2020-11-25,32.24
2020-11-26,32.24
2020-11-27,32.24
2020-11-28,32.24
2020-11-29,32.24
2020-11-30,32.24
2020-12-01,32.24
2020-12-02,32.24
2020-12-03,32.24
2020-12-04,32.24
2020-12-05,32.24
2020-12-06,32.24
2020-12-07,32.24
2020-12-08,32.24
2020-12-09,32.24
2020-12-10,32.24
2020-12-11,32.24
2020-12-12,32.24
2020-12-13,32.24
2020-12-14,32.24
2020-12-15,32.24
2020-12-16,32.24
2020-12-17,32.24
2020-12-18,32.24
2020-12-19,32.24
2020-12-20,32.24
2020-12-21,32.24
2020-12-22,32.24
2020-12-23,32.24
2020-12-24,32.24
2020-12-25,32.24
2020-12-26,32.24
2020-12-27,32.24
2020-12-28,32.24
2020-12-29,32.24
2020-12-30,32.24
2020-12-31,32.24
2021-01-01,32.24
2021-01-02,32.24
2021-01-03,32.24
2021-01-04,32.24
2021-01-05,32.24
2021-01-06,32.24
2021-01-07,32.24
2021-01-08,32.24
2021-01-09,32.24
2021-01-10,32.24
2021-01-11,32.24
2021-01-12,32.24
2021-01-13,32.24
2021-01-14,32.24
2021-01-15,32.24
2021-01-16,32.24
2021-01-17,32.24
2021-01-18,32.24
2021-01-19,32.24
2021-01-20,32.24
2021-01-21,32.24
2021-01-22,32.24
2021-01-23,32.24
2021-01-24,32.24
2021-01-25,32.24
2021-01-26,32.24
2021-01-27,32.24
2021-01-28,32.24
2021-01-29,32.24
2021-01-30,32.24
2021-01-31,32.24
2021-02-01,32.24
2021-02-02,32.24
2021-02-03,32.24
2021-02-04,32.24
2021-02-05,32.24
2021-02-06,32.24
2021-02-07,32.24
2021-02-08,32.24
2021-02-09,32.24
2021-02-10,32.24
2021-02-11,32.24
2021-02-12,32.24
2021-02-13,32.24
2021-02-14,32.24
2021-02-15,32.24
2021-02-16,32.24
2021-02-17,32.24
2021-02-18,32.24
2021-02-19,32.24
2021-02-20,32.24
2021-02-21,32.24
2021-02-22,32.24
2021-02-23,32.24
2021-02-24,32.24
2021-02-25,32.24
2021-02-26,32.24
2021-02-27,32.24
2021-02-28,32.24
2021-03-01,32.24
2021-03-02,32.24
2021-03-03,32.24
2021-03-04,32.24
2021-03-05,32.24
2021-03-06,32.24
2021-03-07,32.24
2021-03-08,32.24
2021-03-09,32.24
2021-03-10,32.24
2021-03-11,32.24
2021-03-12,32.24
2021-03-13,32.24
2021-03-14,32.24
2021-03-15,32.24
2021-03-16,32.24
2021-03-17,32.24
2021-03-18,32.24
2021-03-19,32.24
2021-03-20,32.24
2021-03-21,32.24
2021-03-22,32.24
2021-03-23,32.24
2021-03-24,32.24
2021-03-25,32.24
2021-03-26,32.24
2021-03-27,32.24
2021-03-28,32.24
2021-03-29,32.24
2021-03-30,32.24
2021-03-31,32.24
2021-04-01,32.24
2021-04-02,32.24
2021-04-03,32.24
2021-04-04,32.24
2021-04-05,32.24
2021-04-06,32.24
2021-04-07,32.24
2021-04-08,32.24
2021-04-09,32.24
2021-04-10,32.24
2021-04-11,32.24
2021-04-12,32.24
2021-04-13,32.24
2021-04-14,32.24
2021-04-15,32.24
2021-04-16,32.24
2021-04-17,32.24
2021-04-18,32.24
2021-04-19,32.24
2021-04-20,32.24
2021-04-21,32.24
2021-04-22,32.24
2021-04-23,32.24
2021-04-24,32.24
2021-04-25,32.24
2021-04-26,32.24
2021-04-27,32.24
2021-04-28,32.24
2021-04-29,32.24
2021-04-30,32.24
2021-05-01,32.24
2021-05-02,32.24
2021-05-03,32.24
2021-05-04,32.24
2021-05-05,32.24
2021-05-06,32.24
2021-05-07,32.24
2021-05-08,32.24
2021-05-09,32.24
2021-05-10,32.24
2021-05-11,32.24
2021-05-12,32.24
2021-05-13,32.24
2021-05-14,32.24
2021-05-15,32.24
2021-05-16,32.24
2021-05-17,32.24
2021-05-18,32.24
2021-05-19,32.24
2021-05-20,32.24
2021-05-21,32.24
2021-05-22,32.24
2021-05-23,32.24
2021-05-24,32.24
2021-05-25,32.24
2021-05-26,32.24
2021-05-27,32.24
2021-05-28,32.24
2021-05-29,32.24
2021-05-30,32.24
2021-05-31,32.24
2021-06-01,32.24
2021-06-02,32.24
2021-06-03,32.24
2021-06-04,32.24
2021-06-05,32.24
2021-06-06,32.24
2021-06-07,32.24
2021-06-08,32.24
2021-06-09,32.24
2021-06-10,32.24
2021-06-11,32.24
2021-06-12,32.24
2021-06-13,32.24
2021-06-14,32.24
2021-06-15,32.24
2021-06-16,32.24
2021-06-17,32.24
2021-06-18,32.24
2021-06-19,32.24
2021-06-20,32.24
2021-06-21,32.24
2021-06-22,32.24
2021-06-23,32.24
2021-06-24,32.24
2021-06-25,32.24
2021-06-26,32.24
2021-06-27,32.24
2021-06-28,32.24
2021-06-29,32.24
2021-06-30,32.24
2021-07-01,32.24
2021-07-02,32.24
2021-07-03,32.24
2021-07-04,32.24
2021-07-05,32.24
2021-07-06,32.24
2021-07-07,32.24
2021-07-08,32.24
2021-07-09,32.24
2021-07-10,32.24
2021-07-11,32.24
2021-07-12,32.24
2021-07-13,32.24
2021-07-14,32.24
2021-07-15,32.24
2021-07-16,32.24
2021-07-17,32.24
2021-07-18,32.24
2021-07-19,32.24
2021-07-20,32.24
2021-07-21,32.24
2021-07-22,32.24
2021-07-23,32.24
2021-07-24,32.24
2021-07-25,32.24
2021-07-26,32.24
2021-07-27,32.24
2021-07-28,32.24
2021-07-29,32.24
2021-07-30,32.24
2021-07-31,32.24
2021-08-01,32.24
2021-08-02,32.24
2021-08-03,32.24
2021-08-04,32.24
2021-08-05,32.24
2021-08-06,32.24
2021-08-07,32.24
2021-08-08,32.24
2021-08-09,32.24
2021-08-10,32.24
2021-08-11,32.24
2021-08-12,32.24
2021-08-13,32.24
2021-08-14,32.24
2021-08-15,32.24
2021-08-16,32.24
2021-08-17,32.24
2021-08-18,32.24
2021-08-19,32.24
2021-08-20,32.24
2021-08-21,32.24
2021-08-22,32.24
2021-08-23,32.24
2021-08-24,32.24
2021-08-25,32.24
2021-08-26,32.24
2021-08-27,32.24
2021-08-28,32.24
2021-08-29,32.24
2021-08-30,32.24
2021-08-31,32.24
2021-09-01,32.24
2021-09-02,32.24
2021-09-03,32.24
2021-09-04,32.24
2021-09-05,32.24
2021-09-06,32.24
2021-09-07,32.24
2021-09-08,32.24
2021-09-09,32.24
2021-09-10,32.24
2021-09-11,32.24
2021-09-12,32.24
2021-09-13,32.24
2021-09-14,32.24
2021-09-15,32.24
2021-09-16,32.24
2021-09-17,32.24
2021-09-18,32.24
2021-09-19,32.24
2021-09-20,32.24
2021-09-21,32.24
2021-09-22,32.24
2021-09-23,32.24
2021-09-24,32.24
2021-09-25,32.24
2021-09-26,32.24
2021-09-27,32.24
2021-09-28,32.24
2021-09-29,32.24
2021-09-30,32.24
2021-10-01,32.24
2021-10-02,32.24
2021-10-03,32.24
2021-10-04,32.24
2021-10-05,32.24
2021-10-06,32.24
2021-10-07,32.24
2021-10-08,32.24
2021-10-09,32.24
2021-10-10,32.24
2021-10-11,32.24
2021-10-12,32.24
2021-10-13,32.24
2021-10-14,32.24
2021-10-15,32.24
2021-10-16,32.24
2021-10-17,32.24
2021-10-18,32.24
2021-10-19,32.24
2021-10-20,32.24
2021-10-21,32.24
2021-10-22,32.24
2021-10-23,32.24
2021-10-24,32.24
2021-10-25,32.24
2021-10-26,32.24
2021-10-27,32.24
2021-10-28,32.24
2021-10-29,32.24
2021-10-30,32.24
2021-10-31,32.24
2021-11-01,32.24
2021-11-02,32.24
2021-11-03,32.24
2021-11-04,32.24
2021-11-05,32.24
2021-11-06,32.24
2021-11-07,32.24
2021-11-08,32.24
2021-11-09,32.24
2021-11-10,32.24
2021-11-11,32.24
2021-11-12,32.24
2021-11-13,32.24
2021-11-14,32.24
2021-11-15,32.24
2021-11-16,32.24
2021-11-17,32.24
2021-11-18,32.24
2021-11-19,32.24
2021-11-20,32.24
2021-11-21,32.24
2021-11-22,32.24
2021-11-23,32.24
2021-11-24,32.24
2021-11-25,32.24
2021-11-26,32.24
2021-11-27,32.24
2021-11-28,32.24
2021-11-29,32.24
2021-11-30,32.24
2021-12-01,32.24
2021-12-02,32.24
2021-12-03,32.24
2021-12-04,32.24
2021-12-05,32.24
2021-12-06,32.24
2021-12-07,32.24
2021-12-08,32.24
2021-12-09,32.24
2021-12-10,32.24
2021-12-11,32.24
2021-12-12,32.24
2021-12-13,32.24
2021-12-14,32.24
2021-12-15,32.24
2021-12-16,32.24
2021-12-17,32.24
2021-12-18,32.24
2021-12-19,32.24
2021-12-20,32.24
2021-12-21,32.24
2021-12-22,32.24
2021-12-23,32.24
2021-12-24,32.24
2021-12-25,32.24
2021-12-26,32.24
2021-12-27,32.24
2021-12-28,32.24
2021-12-29,32.24
2021-12-30,32.24
2021-12-31,32.24
2022-01-01,32.24
2022-01-02,32.24
2022-01-03,32.24
2022-01-04,32.24
2022-01-05,32.24
2022-01-06,32.24
2022-01-07,32.24
2022-01-08,32.24
2022-01-09,32.24
2022-01-10,32.24
2022-01-11,32.24
2022-01-12,32.24
2022-01-13,32.24
2022-01-14,32.24
2022-01-15,32.24
2022-01-16,32.24
2022-01-17,32.24
2022-01-18,32.24
2022-01-19,32.24
2022-01-20,32.24
2022-01-21,32.24
2022-01-22,32.24
2022-01-23,32.24
2022-01-24,32.24
2022-01-25,32.24
2022-01-26,32.24
2022-01-27,32.24
2022-01-28,32.24
2022-01-29,32.24
2022-01-30,32.24
2022-01-31,32.24
2022-02-01,32.24
2022-02-02,32.24
2022-02-03,32.24
2022-02-04,32.24
2022-02-05,32.24
2022-02-06,32.24
2022-02-07,32.24
2022-02-08,32.24
2022-02-09,32.24
2022-02-10,32.24
2022-02-11,32.24
2022-02-12,32.24
2022-02-13,32.24
2022-02-14,32.24
2022-02-15,32.24
2022-02-16,32.24
2022-02-17,32.24
2022-02-18,32.24
2022-02-19,32.24
2022-02-20,32.24
2022-02-21,32.24
2022-02-22,32.24
2022-02-23,32.24
2022-02-24,32.24
2022-02-25,32.24
2022-02-26,32.24
2022-02-27,32.24
2022-02-28,32.24
2022-03-01,32.24
2022-03-02,32.24
2022-03-03,32.24
2022-03-04,32.24
2022-03-05,32.24
2022-03-06,32.24
2022-03-07,32.24
2022-03-08,32.24
2022-03-09,32.24
2022-03-10,32.24
2022-03-11,32.24
2022-03-12,32.24
2022-03-13,32.24
2022-03-14,32.24
2022-03-15,32.24
2022-03-16,32.24
2022-03-17,32.24
2022-03-18,32.24
2022-03-19,32.24
2022-03-20,32.24
2022-03-21,32.24
2022-03-22,32.24
2022-03-23,32.24
2022-03-24,32.24
2022-03-25,32.24
2022-03-26,32.24
2022-03-27,32.24
2022-03-28,32.24
2022-03-29,32.24
2022-03-30,32.24
2022-03-31,32.24
2022-04-01,32.24
2022-04-02,32.24
2022-04-03,32.24
2022-04-04,32.24
2022-04-05,32.24
2022-04-06,32.24
2022-04-07,32.24
2022-04-08,32.24
2022-04-09,32.24
2022-04-10,32.24
2022-04-11,50.42
2022-04-12,50.42
2022-04-13,50.42
2022-04-14,50.42
2022-04-15,50.42
2022-04-16,50.42
2022-04-17,50.42
2022-04-18,50.42
2022-04-19,50.42
2022-04-20,50.42
2022-04-21,50.42
2022-04-22,50.42
2022-04-23,50.42
2022-04-24,50.42
2022-04-25,50.42
2022-04-26,50.42
2022-04-27,50.42
2022-04-28,50.42
2022-04-29,50.42
2022-04-30,50.42
2022-05-01,50.42
2022-05-02,52.265
2022-05-03,52.265
2022-05-04,52.265
2022-05-05,52.265
2022-05-06,52.265
2022-05-07,52.265
2022-05-08,52.265
2022-05-09,52.89
2022-05-10,52.89
2022-05-11,52.89
2022-05-12,52.89
2022-05-13,52.89
2022-05-14,52.89
2022-05-15,52.89
2022-05-16,52.89
2022-05-17,52.89
2022-05-18,52.89
2022-05-19,52.89
2022-05-20,52.89
2022-05-21,52.89
2022-05-22,52.89
2022-05-23,52.89
2022-05-24,52.89
2022-05-25,52.89
2022-05-26,52.89
2022-05-27,52.89
2022-05-28,52.89
2022-05-29,52.89
2022-05-30,52.89
2022-05-31,52.89
2022-06-01,52.89
2022-06-02,52.89
2022-06-03,52.89
2022-06-04,52.89
2022-06-05,52.89
2022-06-06,52.89
2022-06-07,52.89
2022-06-08,52.89
2022-06-09,52.89
2022-06-10,52.89
2022-06-11,52.89
2022-06-12,52.89
2022-06-13,52.89
2022-06-14,52.89
2022-06-15,52.89
2022-06-16,52.89
2022-06-17,52.89
2022-06-18,52.89
2022-06-19,52.89
2022-06-20,52.89
2022-06-21,52.89
2022-06-22,52.89
2022-06-23,52.89
2022-06-24,52.89
2022-06-25,52.89
2022-06-26,52.89
2022-06-27,52.89
2022-06-28,52.89
2022-06-29,52.89
2022-06-30,52.89
2022-07-01,52.89
2022-07-02,52.89
2022-07-03,52.89
2022-07-04,52.89
2022-07-05,52.89
2022-07-06,52.89
2022-07-07,52.89
2022-07-08,52.89
2022-07-09,52.89
2022-07-10,52.89
2022-07-11,51.61
2022-07-12,51.61
2022-07-13,51.61
2022-07-14,51.61
2022-07-15,51.61
2022-07-16,51.61
2022-07-17,51.61
2022-07-18,51.61
2022-07-19,51.61
2022-07-20,51.61
2022-07-21,51.61
2022-07-22,51.61
2022-07-23,51.61
2022-07-24,51.61
2022-07-25,51.61
2022-07-26,51.61
2022-07-27,51.61
2022-07-28,51.61
2022-07-29,51.61
2022-07-30,51.61
2022-07-31,51.61
2022-08-01,52.363
2022-08-02,52.363
2022-08-03,52.363
2022-08-04,52.363
2022-08-05,52.363
2022-08-06,52.363
2022-08-07,52.363
2022-08-08,52.363
2022-08-09,52.363
2022-08-10,52.363
2022-08-11,52.363
2022-08-12,52.363
2022-08-13,52.363
2022-08-14,52.363
2022-08-15,52.363
2022-08-16,52.363
2022-08-17,52.363
2022-08-18,52.363
2022-08-19,52.363
2022-08-20,52.363
2022-08-21,52.363
2022-08-22,52.363
2022-08-23,52.363
2022-08-24,52.363
2022-08-25,52.363
2022-08-26,52.363
2022-08-27,52.363
2022-08-28,52.363
2022-08-29,52.363
2022-08-30,52.363
2022-08-31,52.363
2022-09-01,52.363
2022-09-02,52.363
2022-09-03,52.363
2022-09-04,52.363
2022-09-05,52.363
2022-09-06,52.363
2022-09-07,52.363
2022-09-08,52.363
2022-09-09,52.363
2022-09-10,52.363
2022-09-11,52.363
2022-09-12,52.363
2022-09-13,52.363
2022-09-14,52.363
2022-09-15,52.363
2022-09-16,52.363
2022-09-17,52.363
2022-09-18,52.363
2022-09-19,52.363
2022-09-20,52.363
2022-09-21,52.363
2022-09-22,52.363
2022-09-23,52.363
2022-09-24,52.363
2022-09-25,52.363
2022-09-26,52.363
2022-09-27,52.363
2022-09-28,52.363
2022-09-29,52.363
2022-09-30,52.363
2022-10-01,52.363
2022-10-02,52.363
2022-10-03,56.005
2022-10-04,56.005
2022-10-05,56.005
2022-10-06,56.005
2022-10-07,56.005
2022-10-08,56.005
2022-10-09,56.005
2022-10-10,56.005
2022-10-11,56.005
2022-10-12,56.78
2022-10-13,56.78
2022-10-14,56.78
2022-10-15,56.78
2022-10-16,56.78
2022-10-17,56.78
2022-10-18,56.78
2022-10-19,56.78
2022-10-20,56.78
2022-10-21,56.78
2022-10-22,56.78
2022-10-23,56.78
2022-10-24,56.78
2022-10-25,56.78
2022-10-26,56.78
2022-10-27,56.78
2022-10-28,56.78
2022-10-29,56.78
2022-10-30,56.78
2022-10-31,56.78
2022-11-01,52.25
2022-11-02,51.213
2022-11-03,51.213
2022-11-04,51.213
2022-11-05,51.213
2022-11-06,51.213
2022-11-07,51.213
2022-11-08,50.183
2022-11-09,50.183
2022-11-10,50.183
2022-11-11,50.183
2022-11-12,50.183
2022-11-13,50.183
2022-11-14,50.183
2022-11-15,50.183
2022-11-16,50.183
2022-11-17,50.183
2022-11-18,50.183
2022-11-19,50.183
2022-11-20,50.183
2022-11-21,50.183
2022-11-22,50.183
2022-11-23,50.183
2022-11-24,50.183
2022-11-25,50.183
2022-11-26,50.183
2022-11-27,50.183
2022-11-28,50.183
2022-11-29,50.183
2022-11-30,50.183
2022-12-01,50.183
2022-12-02,50.183
2022-12-03,50.183
2022-12-04,50.183
2022-12-05,50.183
2022-12-06,50.183
2022-12-07,50.183
2022-12-08,50.183
2022-12-09,50.183
2022-12-10,50.183
2022-12-11,50.183
2022-12-12,50.183
2022-12-13,50.183
2022-12-14,50.183
2022-12-15,50.183
2022-12-16,50.183
2022-12-17,50.183
2022-12-18,50.183
2022-12-19,50.183
2022-12-20,50.183
2022-12-21,50.183
2022-12-22,49.923
2022-12-23,49.923
2022-12-24,49.923
2022-12-25,49.923
2022-12-26,49.923
2022-12-27,49.923
2022-12-28,49.923
2022-12-29,49.923
2022-12-30,49.923
2022-12-31,49.923
2023-01-01,49.923
2023-01-02,49.923
2023-01-03,49.923
2023-01-04,49.923
2023-01-05,49.923
2023-01-06,49.923
2023-01-07,49.923
2023-01-08,49.923
2023-01-09,49.113
2023-01-10,49.113
2023-01-11,48.403
2023-01-12,48.403
2023-01-13,48.403
2023-01-14,48.403
2023-01-15,48.403
2023-01-16,48.403
2023-01-17,48.403
2023-01-18,48.403
2023-01-19,48.403
2023-01-20,48.403
2023-01-21,48.403
2023-01-22,48.403
2023-01-23,48.403
2023-01-24,48.403
2023-01-25,48.403
2023-01-26,48.403
2023-01-27,48.403
2023-01-28,48.403
2023-01-29,48.403
2023-01-30,48.403
2023-01-31,48.17
2023-02-01,48.202
2023-02-02,48.202
2023-02-03,48.588
2023-02-04,48.588
2023-02-05,48.588
2023-02-06,48.588
2023-02-07,48.588
2023-02-08,48.588
2023-02-09,48.588
2023-02-10,48.588
2023-02-11,48.588
2023-02-12,48.588
2023-02-13,48.562
2023-02-14,48.584
2023-02-15,48.584
2023-02-16,48.584
2023-02-17,48.584
2023-02-18,48.584
2023-02-19,48.584
2023-02-20,48.584
2023-02-21,48.584
2023-02-22,48.584
2023-02-23,48.584
2023-02-24,48.584
2023-02-25,48.584
2023-02-26,48.584
2023-02-27,48.584
2023-02-28,48.584
2023-03-01,48.584
2023-03-02,48.584
2023-03-03,48.584
2023-03-04,48.584
2023-03-05,48.584
2023-03-06,48.584
2023-03-07,48.584
2023-03-08,48.584
2023-03-09,48.584
2023-03-10,48.584
2023-03-11,48.584
2023-03-12,48.584
2023-03-13,48.584
2023-03-14,48.584
2023-03-15,48.584
2023-03-16,48.584
2023-03-17,48.584
2023-03-18,48.584
2023-03-19,48.584
2023-03-20,48.584
2023-03-21,48.584
2023-03-22,48.584
2023-03-23,48.584
2023-03-24,48.584
2023-03-25,48.584
2023-03-26,48.584
2023-03-27,48.584
2023-03-28,48.584
2023-03-29,48.584
2023-03-30,48.584
2023-03-31,48.584
2023-04-01,48.584
2023-04-02,48.584
2023-04-03,48.822
2023-04-04,48.822
2023-04-05,48.822
2023-04-06,48.822
2023-04-07,48.822
2023-04-08,48.822
2023-04-09,48.822
2023-04-10,48.822
2023-04-11,48.436
2023-04-12,48.436
2023-04-13,50.41
2023-04-14,50.41
2023-04-15,50.41
2023-04-16,50.41
2023-04-17,50.41
2023-04-18,50.41
2023-04-19,50.41
2023-04-20,50.41
2023-04-21,50.41
2023-04-22,50.41
2023-04-23,50.41
2023-04-24,50.41
2023-04-25,50.41
2023-04-26,50.41
2023-04-27,50.41
2023-04-28,50.41
2023-04-29,50.41
2023-04-30,50.41
2023-05-01,49.388
2023-05-02,48.706
2023-05-03,48.706
2023-05-04,48.152
2023-05-05,48.152
2023-05-06,48.152
2023-05-07,48.152
2023-05-08,48.152
2023-05-09,48.152
2023-05-10,48.152
2023-05-11,48.152
2023-05-12,48.152
2023-05-13,48.152
2023-05-14,48.152
2023-05-15,45.84
2023-05-16,45.84
2023-05-17,45.84
2023-05-18,45.84
2023-05-19,45.84
2023-05-20,45.84
2023-05-21,45.84
2023-05-22,45.84
2023-05-23,45.84
2023-05-24,45.84
2023-05-25,45.84
2023-05-26,45.84
2023-05-27,45.84
2023-05-28,45.84
2023-05-29,45.84
2023-05-30,45.84
2023-05-31,45.966
2023-06-01,45.966
2023-06-02,45.966
2023-06-03,45.966
2023-06-04,45.966
2023-06-05,45.966
2023-06-06,45.966
2023-06-07,45.966
2023-06-08,45.966
2023-06-09,45.966
2023-06-10,45.966
2023-06-11,45.966
2023-06-12,45.966
2023-06-13,45.966
2023-06-14,45.966
2023-06-15,45.966
2023-06-16,45.966
2023-06-17,45.966
2023-06-18,45.966
2023-06-19,45.966
2023-06-20,45.966
2023-06-21,45.966
2023-06-22,45.78
2023-06-23,45.78
