,UAL US Equity
2020-06-12,15.3
2020-06-13,15.3
2020-06-14,15.3
2020-06-15,15.3
2020-06-16,15.3
2020-06-17,15.3
2020-06-18,15.3
2020-06-19,15.3
2020-06-20,15.3
2020-06-21,15.3
2020-06-22,15.3
2020-06-23,15.3
2020-06-24,15.3
2020-06-25,15.3
2020-06-26,15.3
2020-06-27,15.3
2020-06-28,15.3
2020-06-29,15.3
2020-06-30,15.3
2020-07-01,15.3
2020-07-02,15.3
2020-07-03,15.3
2020-07-04,15.3
2020-07-05,15.3
2020-07-06,15.3
2020-07-07,15.3
2020-07-08,15.3
2020-07-09,15.3
2020-07-10,15.3
2020-07-11,15.3
2020-07-12,15.3
2020-07-13,15.3
2020-07-14,15.3
2020-07-15,15.3
2020-07-16,15.3
2020-07-17,15.3
2020-07-18,15.3
2020-07-19,15.3
2020-07-20,15.3
2020-07-21,15.3
2020-07-22,15.3
2020-07-23,15.3
2020-07-24,15.3
2020-07-25,15.3
2020-07-26,15.3
2020-07-27,15.3
2020-07-28,15.3
2020-07-29,15.3
2020-07-30,15.3
2020-07-31,15.3
2020-08-01,15.3
2020-08-02,15.3
2020-08-03,15.3
2020-08-04,15.3
2020-08-05,15.3
2020-08-06,15.3
2020-08-07,15.3
2020-08-08,15.3
2020-08-09,15.3
2020-08-10,15.3
2020-08-11,15.3
2020-08-12,15.3
2020-08-13,15.3
2020-08-14,15.3
2020-08-15,15.3
2020-08-16,15.3
2020-08-17,15.3
2020-08-18,15.3
2020-08-19,15.3
2020-08-20,15.3
2020-08-21,15.3
2020-08-22,15.3
2020-08-23,15.3
2020-08-24,15.3
2020-08-25,15.3
2020-08-26,15.3
2020-08-27,15.3
2020-08-28,15.3
2020-08-29,15.3
2020-08-30,15.3
2020-08-31,15.3
2020-09-01,15.3
2020-09-02,15.3
2020-09-03,15.3
2020-09-04,15.3
2020-09-05,15.3
2020-09-06,15.3
2020-09-07,15.3
2020-09-08,15.3
2020-09-09,15.3
2020-09-10,15.3
2020-09-11,15.3
2020-09-12,15.3
2020-09-13,15.3
2020-09-14,15.3
2020-09-15,15.3
2020-09-16,15.3
2020-09-17,15.3
2020-09-18,15.3
2020-09-19,15.3
2020-09-20,15.3
2020-09-21,15.3
2020-09-22,15.3
2020-09-23,15.3
2020-09-24,15.3
2020-09-25,15.3
2020-09-26,15.3
2020-09-27,15.3
2020-09-28,15.3
2020-09-29,15.3
2020-09-30,15.3
2020-10-01,15.3
2020-10-02,15.3
2020-10-03,15.3
2020-10-04,15.3
2020-10-05,15.3
2020-10-06,15.3
2020-10-07,15.3
2020-10-08,15.3
2020-10-09,15.3
2020-10-10,15.3
2020-10-11,15.3
2020-10-12,15.3
2020-10-13,15.3
2020-10-14,15.3
2020-10-15,15.3
2020-10-16,15.3
2020-10-17,15.3
2020-10-18,15.3
2020-10-19,15.3
2020-10-20,15.3
2020-10-21,15.3
2020-10-22,15.3
2020-10-23,15.3
2020-10-24,15.3
2020-10-25,15.3
2020-10-26,15.3
2020-10-27,15.3
2020-10-28,15.3
2020-10-29,15.3
2020-10-30,15.3
2020-10-31,15.3
2020-11-01,15.3
2020-11-02,15.3
2020-11-03,15.3
2020-11-04,15.3
2020-11-05,15.3
2020-11-06,15.3
2020-11-07,15.3
2020-11-08,15.3
2020-11-09,15.3
2020-11-10,15.3
2020-11-11,11.9
2020-11-12,11.9
2020-11-13,11.9
2020-11-14,11.9
2020-11-15,11.9
2020-11-16,11.9
2020-11-17,11.9
2020-11-18,11.9
2020-11-19,11.9
2020-11-20,11.9
2020-11-21,11.9
2020-11-22,11.9
2020-11-23,11.9
2020-11-24,11.9
2020-11-25,11.9
2020-11-26,11.9
2020-11-27,11.9
2020-11-28,11.9
2020-11-29,11.9
2020-11-30,11.9
2020-12-01,11.9
2020-12-02,11.9
2020-12-03,11.9
2020-12-04,11.9
2020-12-05,11.9
2020-12-06,11.9
2020-12-07,11.23
2020-12-08,11.23
2020-12-09,11.23
2020-12-10,11.23
2020-12-11,11.23
2020-12-12,11.23
2020-12-13,11.23
2020-12-14,11.23
2020-12-15,11.23
2020-12-16,11.23
2020-12-17,11.23
2020-12-18,11.23
2020-12-19,11.23
2020-12-20,11.23
2020-12-21,11.23
2020-12-22,11.23
2020-12-23,11.23
2020-12-24,11.23
2020-12-25,11.23
2020-12-26,11.23
2020-12-27,11.23
2020-12-28,11.23
2020-12-29,11.23
2020-12-30,11.23
2020-12-31,11.23
2021-01-01,11.23
2021-01-02,11.23
2021-01-03,11.23
2021-01-04,11.23
2021-01-05,11.23
2021-01-06,11.23
2021-01-07,11.23
2021-01-08,11.23
2021-01-09,11.23
2021-01-10,11.23
2021-01-11,11.23
2021-01-12,11.23
2021-01-13,11.263
2021-01-14,11.263
2021-01-15,11.263
2021-01-16,11.263
2021-01-17,11.263
2021-01-18,11.263
2021-01-19,11.263
2021-01-20,11.263
2021-01-21,11.263
2021-01-22,11.263
2021-01-23,11.263
2021-01-24,11.263
2021-01-25,11.263
2021-01-26,11.263
2021-01-27,11.263
2021-01-28,11.263
2021-01-29,11.263
2021-01-30,11.263
2021-01-31,11.263
2021-02-01,11.263
2021-02-02,11.263
2021-02-03,11.263
2021-02-04,11.263
2021-02-05,11.263
2021-02-06,11.263
2021-02-07,11.263
2021-02-08,11.263
2021-02-09,11.263
2021-02-10,11.263
2021-02-11,11.263
2021-02-12,11.263
2021-02-13,11.263
2021-02-14,11.263
2021-02-15,11.263
2021-02-16,11.237
2021-02-17,11.327
2021-02-18,11.327
2021-02-19,11.327
2021-02-20,11.327
2021-02-21,11.327
2021-02-22,11.327
2021-02-23,11.327
2021-02-24,11.327
2021-02-25,11.327
2021-02-26,11.327
2021-02-27,11.327
2021-02-28,11.327
2021-03-01,11.327
2021-03-02,11.327
2021-03-03,11.327
2021-03-04,12.085
2021-03-05,12.085
2021-03-06,12.085
2021-03-07,12.085
2021-03-08,12.085
2021-03-09,12.085
2021-03-10,12.085
2021-03-11,12.085
2021-03-12,12.085
2021-03-13,12.085
2021-03-14,12.085
2021-03-15,12.085
2021-03-16,12.085
2021-03-17,12.085
2021-03-18,12.085
2021-03-19,12.085
2021-03-20,12.085
2021-03-21,12.085
2021-03-22,12.085
2021-03-23,12.085
2021-03-24,12.085
2021-03-25,12.085
2021-03-26,12.085
2021-03-27,12.085
2021-03-28,12.085
2021-03-29,12.085
2021-03-30,12.085
2021-03-31,12.085
2021-04-01,12.085
2021-04-02,12.085
2021-04-03,12.085
2021-04-04,12.085
2021-04-05,12.085
2021-04-06,12.085
2021-04-07,12.085
2021-04-08,12.085
2021-04-09,12.085
2021-04-10,12.085
2021-04-11,12.085
2021-04-12,12.085
2021-04-13,12.085
2021-04-14,12.085
2021-04-15,15.3
2021-04-16,15.3
2021-04-17,15.3
2021-04-18,15.3
2021-04-19,15.3
2021-04-20,15.3
2021-04-21,15.3
2021-04-22,15.3
2021-04-23,15.3
2021-04-24,15.3
2021-04-25,15.3
2021-04-26,15.3
2021-04-27,15.3
2021-04-28,15.3
2021-04-29,15.3
2021-04-30,15.3
2021-05-01,15.3
2021-05-02,15.3
2021-05-03,15.3
2021-05-04,15.3
2021-05-05,15.3
2021-05-06,15.3
2021-05-07,15.3
2021-05-08,15.3
2021-05-09,15.3
2021-05-10,15.3
2021-05-11,15.3
2021-05-12,15.3
2021-05-13,10.08
2021-05-14,10.08
2021-05-15,10.08
2021-05-16,10.08
2021-05-17,10.08
2021-05-18,10.08
2021-05-19,10.08
2021-05-20,10.08
2021-05-21,10.08
2021-05-22,10.08
2021-05-23,10.08
2021-05-24,10.08
2021-05-25,10.08
2021-05-26,10.08
2021-05-27,10.095
2021-05-28,10.095
2021-05-29,10.095
2021-05-30,10.095
2021-05-31,10.095
2021-06-01,10.095
2021-06-02,10.095
2021-06-03,10.095
2021-06-04,10.095
2021-06-05,10.095
2021-06-06,10.095
2021-06-07,10.095
2021-06-08,10.095
2021-06-09,10.095
2021-06-10,10.095
2021-06-11,10.095
2021-06-12,10.095
2021-06-13,10.095
2021-06-14,10.095
2021-06-15,10.095
2021-06-16,10.095
2021-06-17,10.565
2021-06-18,10.565
2021-06-19,10.565
2021-06-20,10.565
2021-06-21,10.565
2021-06-22,10.565
2021-06-23,10.565
2021-06-24,10.565
2021-06-25,10.565
2021-06-26,10.565
2021-06-27,10.565
2021-06-28,10.565
2021-06-29,11.325
2021-06-30,11.325
2021-07-01,11.325
2021-07-02,11.325
2021-07-03,11.325
2021-07-04,11.325
2021-07-05,11.325
2021-07-06,11.325
2021-07-07,11.325
2021-07-08,11.325
2021-07-09,11.325
2021-07-10,11.325
2021-07-11,11.325
2021-07-12,10.947
2021-07-13,10.947
2021-07-14,10.947
2021-07-15,10.947
2021-07-16,10.947
2021-07-17,10.947
2021-07-18,10.947
2021-07-19,10.947
2021-07-20,10.973
2021-07-21,10.777
2021-07-22,10.777
2021-07-23,10.777
2021-07-24,10.777
2021-07-25,10.777
2021-07-26,10.777
2021-07-27,10.777
2021-07-28,10.777
2021-07-29,10.777
2021-07-30,10.777
2021-07-31,10.777
2021-08-01,10.777
2021-08-02,10.777
2021-08-03,10.777
2021-08-04,10.777
2021-08-05,10.777
2021-08-06,10.777
2021-08-07,10.777
2021-08-08,10.777
2021-08-09,10.777
2021-08-10,10.777
2021-08-11,10.048
2021-08-12,10.048
2021-08-13,10.048
2021-08-14,10.048
2021-08-15,10.048
2021-08-16,10.048
2021-08-17,10.048
2021-08-18,10.048
2021-08-19,10.048
2021-08-20,10.048
2021-08-21,10.048
2021-08-22,10.048
2021-08-23,10.048
2021-08-24,10.048
2021-08-25,10.048
2021-08-26,10.042
2021-08-27,10.042
2021-08-28,10.042
2021-08-29,10.042
2021-08-30,10.042
2021-08-31,10.042
2021-09-01,10.042
2021-09-02,10.042
2021-09-03,10.042
2021-09-04,10.042
2021-09-05,10.042
2021-09-06,10.042
2021-09-07,10.042
2021-09-08,10.042
2021-09-09,9.742
2021-09-10,9.742
2021-09-11,9.742
2021-09-12,9.742
2021-09-13,9.742
2021-09-14,9.742
2021-09-15,9.742
2021-09-16,9.742
2021-09-17,9.742
2021-09-18,9.742
2021-09-19,9.742
2021-09-20,9.742
2021-09-21,9.742
2021-09-22,9.742
2021-09-23,9.742
2021-09-24,9.742
2021-09-25,9.742
2021-09-26,9.742
2021-09-27,9.742
2021-09-28,9.742
2021-09-29,9.742
2021-09-30,9.742
2021-10-01,9.742
2021-10-02,9.742
2021-10-03,9.742
2021-10-04,9.754
2021-10-05,9.673
2021-10-06,9.563
2021-10-07,9.563
2021-10-08,9.563
2021-10-09,9.563
2021-10-10,9.563
2021-10-11,9.563
2021-10-12,9.593
2021-10-13,9.593
2021-10-14,9.593
2021-10-15,9.593
2021-10-16,9.593
2021-10-17,9.593
2021-10-18,9.593
2021-10-19,9.575
2021-10-20,9.703
2021-10-21,9.808
2021-10-22,9.808
2021-10-23,9.808
2021-10-24,9.808
2021-10-25,9.808
2021-10-26,9.808
2021-10-27,9.808
2021-10-28,10.015
2021-10-29,10.015
2021-10-30,10.015
2021-10-31,10.015
2021-11-01,10.015
2021-11-02,10.015
2021-11-03,10.015
2021-11-04,10.015
2021-11-05,10.015
2021-11-06,10.015
2021-11-07,10.015
2021-11-08,10.015
2021-11-09,10.015
2021-11-10,10.015
2021-11-11,10.015
2021-11-12,10.015
2021-11-13,10.015
2021-11-14,10.015
2021-11-15,10.015
2021-11-16,10.015
2021-11-17,9.656
2021-11-18,9.74
2021-11-19,9.74
2021-11-20,9.74
2021-11-21,9.74
2021-11-22,9.74
2021-11-23,9.74
2021-11-24,9.74
2021-11-25,9.74
2021-11-26,9.74
2021-11-27,9.74
2021-11-28,9.74
2021-11-29,9.74
2021-11-30,9.74
2021-12-01,9.74
2021-12-02,9.79
2021-12-03,9.408
2021-12-04,9.408
2021-12-05,9.408
2021-12-06,9.408
2021-12-07,9.408
2021-12-08,9.408
2021-12-09,9.408
2021-12-10,9.408
2021-12-11,9.408
2021-12-12,9.408
2021-12-13,9.408
2021-12-14,9.408
2021-12-15,9.408
2021-12-16,9.408
2021-12-17,9.408
2021-12-18,9.408
2021-12-19,9.408
2021-12-20,9.408
2021-12-21,9.36
2021-12-22,9.36
2021-12-23,9.36
2021-12-24,9.36
2021-12-25,9.36
2021-12-26,9.36
2021-12-27,9.36
2021-12-28,9.36
2021-12-29,9.36
2021-12-30,9.36
2021-12-31,9.36
2022-01-01,9.36
2022-01-02,9.36
2022-01-03,9.36
2022-01-04,9.36
2022-01-05,9.36
2022-01-06,9.36
2022-01-07,9.307
2022-01-08,9.307
2022-01-09,9.307
2022-01-10,9.307
2022-01-11,9.277
2022-01-12,9.277
2022-01-13,9.277
2022-01-14,9.277
2022-01-15,9.277
2022-01-16,9.277
2022-01-17,9.277
2022-01-18,9.277
2022-01-19,9.273
2022-01-20,8.997
2022-01-21,9.583
2022-01-22,9.583
2022-01-23,9.683
2022-01-24,9.567
2022-01-25,9.179
2022-01-26,9.179
2022-01-27,9.274
2022-01-28,9.274
2022-01-29,9.274
2022-01-30,9.274
2022-01-31,9.274
2022-02-01,9.274
2022-02-02,9.274
2022-02-03,9.274
2022-02-04,9.274
2022-02-05,9.274
2022-02-06,9.274
2022-02-07,9.274
2022-02-08,9.274
2022-02-09,9.274
2022-02-10,9.286
2022-02-11,9.286
2022-02-12,9.286
2022-02-13,9.286
2022-02-14,9.338
2022-02-15,9.338
2022-02-16,9.338
2022-02-17,9.338
2022-02-18,9.338
2022-02-19,9.338
2022-02-20,9.338
2022-02-21,9.338
2022-02-22,9.264
2022-02-23,9.264
2022-02-24,9.264
2022-02-25,9.243
2022-02-26,9.243
2022-02-27,9.243
2022-02-28,9.243
2022-03-01,9.243
2022-03-02,9.243
2022-03-03,9.189
2022-03-04,9.189
2022-03-05,9.189
2022-03-06,9.189
2022-03-07,9.189
2022-03-08,9.048
2022-03-09,9.048
2022-03-10,9.048
2022-03-11,9.048
2022-03-12,9.048
2022-03-13,9.048
2022-03-14,8.902
2022-03-15,8.943
2022-03-16,8.943
2022-03-17,8.873
2022-03-18,8.968
2022-03-19,8.968
2022-03-20,8.968
2022-03-21,9.048
2022-03-22,9.048
2022-03-23,9.048
2022-03-24,9.048
2022-03-25,9.048
2022-03-26,9.048
2022-03-27,9.048
2022-03-28,9.048
2022-03-29,9.048
2022-03-30,9.027
2022-03-31,9.027
2022-04-01,9.027
2022-04-02,9.027
2022-04-03,9.027
2022-04-04,9.016
2022-04-05,9.016
2022-04-06,9.016
2022-04-07,9.016
2022-04-08,9.027
2022-04-09,9.027
2022-04-10,9.046
2022-04-11,8.653
2022-04-12,8.752
2022-04-13,8.522
2022-04-14,8.522
2022-04-15,8.522
2022-04-16,8.522
2022-04-17,8.522
2022-04-18,8.513
2022-04-19,8.513
2022-04-20,8.513
2022-04-21,9.46
2022-04-22,9.511
2022-04-23,9.511
2022-04-24,9.511
2022-04-25,9.511
2022-04-26,9.727
2022-04-27,9.727
2022-04-28,9.727
2022-04-29,9.727
2022-04-30,9.727
2022-05-01,9.727
2022-05-02,9.727
2022-05-03,9.727
2022-05-04,9.553
2022-05-05,9.553
2022-05-06,9.553
2022-05-07,9.553
2022-05-08,9.553
2022-05-09,9.553
2022-05-10,9.553
2022-05-11,9.553
2022-05-12,9.553
2022-05-13,9.553
2022-05-14,9.553
2022-05-15,9.553
2022-05-16,9.615
2022-05-17,9.615
2022-05-18,9.615
2022-05-19,9.622
2022-05-20,9.622
2022-05-21,9.715
2022-05-22,9.715
2022-05-23,9.715
2022-05-24,9.715
2022-05-25,9.715
2022-05-26,9.768
2022-05-27,9.768
2022-05-28,9.768
2022-05-29,9.768
2022-05-30,9.768
2022-05-31,9.768
2022-06-01,9.768
2022-06-02,9.768
2022-06-03,9.768
2022-06-04,9.768
2022-06-05,9.768
2022-06-06,9.768
2022-06-07,9.768
2022-06-08,9.768
2022-06-09,9.971
2022-06-10,9.971
2022-06-11,9.971
2022-06-12,9.971
2022-06-13,9.971
2022-06-14,9.971
2022-06-15,9.971
2022-06-16,9.527
2022-06-17,9.527
2022-06-18,9.527
2022-06-19,9.527
2022-06-20,9.527
2022-06-21,9.527
2022-06-22,9.527
2022-06-23,9.527
2022-06-24,9.527
2022-06-25,9.527
2022-06-26,9.527
2022-06-27,9.62
2022-06-28,9.52
2022-06-29,9.52
2022-06-30,9.52
2022-07-01,9.52
2022-07-02,9.52
2022-07-03,9.52
2022-07-04,9.52
2022-07-05,9.52
2022-07-06,9.52
2022-07-07,9.399
2022-07-08,9.313
2022-07-09,9.313
2022-07-10,9.313
2022-07-11,9.313
2022-07-12,9.313
2022-07-13,9.313
2022-07-14,9.098
2022-07-15,9.098
2022-07-16,9.098
2022-07-17,9.098
2022-07-18,9.098
2022-07-19,9.098
2022-07-20,8.848
2022-07-21,8.868
2022-07-22,8.822
2022-07-23,8.822
2022-07-24,8.822
2022-07-25,8.797
2022-07-26,8.903
2022-07-27,8.903
2022-07-28,8.903
2022-07-29,8.903
2022-07-30,8.903
2022-07-31,8.903
2022-08-01,8.903
2022-08-02,8.832
2022-08-03,8.832
2022-08-04,8.832
2022-08-05,8.832
2022-08-06,8.832
2022-08-07,8.832
2022-08-08,8.832
2022-08-09,8.832
2022-08-10,8.832
2022-08-11,8.838
2022-08-12,8.838
2022-08-13,8.838
2022-08-14,8.838
2022-08-15,8.804
2022-08-16,8.804
2022-08-17,8.804
2022-08-18,8.804
2022-08-19,8.804
2022-08-20,8.804
2022-08-21,8.804
2022-08-22,8.804
2022-08-23,8.804
2022-08-24,8.804
2022-08-25,8.804
2022-08-26,8.804
2022-08-27,8.804
2022-08-28,8.804
2022-08-29,8.804
2022-08-30,8.804
2022-08-31,8.804
2022-09-01,8.804
2022-09-02,8.808
2022-09-03,8.808
2022-09-04,8.808
2022-09-05,8.808
2022-09-06,8.631
2022-09-07,8.631
2022-09-08,8.653
2022-09-09,8.653
2022-09-10,8.653
2022-09-11,8.653
2022-09-12,8.674
2022-09-13,8.674
2022-09-14,8.674
2022-09-15,8.674
2022-09-16,8.487
2022-09-17,8.487
2022-09-18,8.487
2022-09-19,8.487
2022-09-20,8.487
2022-09-21,8.487
2022-09-22,8.521
2022-09-23,8.521
2022-09-24,8.521
2022-09-25,8.521
2022-09-26,8.521
2022-09-27,8.521
2022-09-28,8.521
2022-09-29,8.521
2022-09-30,8.521
2022-10-01,8.521
2022-10-02,8.521
2022-10-03,8.469
2022-10-04,8.548
2022-10-05,8.548
2022-10-06,8.548
2022-10-07,8.548
2022-10-08,8.548
2022-10-09,8.548
2022-10-10,8.548
2022-10-11,8.548
2022-10-12,8.513
2022-10-13,8.513
2022-10-14,8.513
2022-10-15,8.513
2022-10-16,8.513
2022-10-17,8.513
2022-10-18,8.584
2022-10-19,8.715
2022-10-20,8.888
2022-10-21,8.888
2022-10-22,8.888
2022-10-23,8.834
2022-10-24,8.902
2022-10-25,8.902
2022-10-26,8.902
2022-10-27,8.902
2022-10-28,8.825
2022-10-29,8.825
2022-10-30,8.825
2022-10-31,8.825
2022-11-01,8.825
2022-11-02,8.825
2022-11-03,8.818
2022-11-04,8.818
2022-11-05,8.818
2022-11-06,8.818
2022-11-07,8.818
2022-11-08,8.818
2022-11-09,8.793
2022-11-10,8.793
2022-11-11,8.793
2022-11-12,8.793
2022-11-13,8.793
2022-11-14,8.793
2022-11-15,8.793
2022-11-16,8.793
2022-11-17,8.793
2022-11-18,8.793
2022-11-19,8.793
2022-11-20,8.793
2022-11-21,8.793
2022-11-22,8.793
2022-11-23,8.793
2022-11-24,8.818
2022-11-25,8.818
2022-11-26,8.818
2022-11-27,8.818
2022-11-28,8.818
2022-11-29,8.818
2022-11-30,8.818
2022-12-01,8.818
2022-12-02,8.818
2022-12-03,8.818
2022-12-04,8.818
2022-12-05,8.818
2022-12-06,8.818
2022-12-07,8.818
2022-12-08,8.818
2022-12-09,8.818
2022-12-10,8.818
2022-12-11,8.818
2022-12-12,8.818
2022-12-13,8.818
2022-12-14,8.818
2022-12-15,8.818
2022-12-16,8.954
2022-12-17,8.954
2022-12-18,8.954
2022-12-19,8.954
2022-12-20,9.001
2022-12-21,9.016
2022-12-22,8.865
2022-12-23,8.865
2022-12-24,8.865
2022-12-25,8.865
2022-12-26,8.865
2022-12-27,8.865
2022-12-28,8.865
2022-12-29,8.865
2022-12-30,8.865
2022-12-31,8.865
2023-01-01,8.865
2023-01-02,8.865
2023-01-03,9.011
2023-01-04,9.097
2023-01-05,9.037
2023-01-06,9.037
2023-01-07,9.037
2023-01-08,9.037
2023-01-09,8.892
2023-01-10,8.892
2023-01-11,8.884
2023-01-12,8.884
2023-01-13,8.884
2023-01-14,8.884
2023-01-15,8.884
2023-01-16,8.884
2023-01-17,9.134
2023-01-18,9.452
2023-01-19,9.099
2023-01-20,9.099
2023-01-21,9.099
2023-01-22,9.23
2023-01-23,9.474
2023-01-24,9.474
2023-01-25,9.474
2023-01-26,9.474
2023-01-27,9.518
2023-01-28,9.518
2023-01-29,9.518
2023-01-30,9.518
2023-01-31,9.571
2023-02-01,9.571
2023-02-02,9.571
2023-02-03,9.571
2023-02-04,9.571
2023-02-05,9.571
2023-02-06,9.93
2023-02-07,9.93
2023-02-08,9.93
2023-02-09,9.93
2023-02-10,9.93
2023-02-11,9.93
2023-02-12,9.93
2023-02-13,9.93
2023-02-14,9.893
2023-02-15,9.893
2023-02-16,10.222
2023-02-17,10.222
2023-02-18,10.222
2023-02-19,10.222
2023-02-20,10.222
2023-02-21,10.222
2023-02-22,10.222
2023-02-23,10.222
2023-02-24,10.222
2023-02-25,10.222
2023-02-26,10.222
2023-02-27,10.222
2023-02-28,10.067
2023-03-01,10.114
2023-03-02,10.114
2023-03-03,10.114
2023-03-04,10.114
2023-03-05,10.114
2023-03-06,10.114
2023-03-07,10.358
2023-03-08,10.528
2023-03-09,10.358
2023-03-10,10.647
2023-03-11,10.647
2023-03-12,10.647
2023-03-13,10.771
2023-03-14,10.415
2023-03-15,10.415
2023-03-16,10.365
2023-03-17,10.365
2023-03-18,10.365
2023-03-19,10.365
2023-03-20,10.365
2023-03-21,10.365
2023-03-22,10.365
2023-03-23,10.365
2023-03-24,10.65
2023-03-25,10.65
2023-03-26,10.65
2023-03-27,10.65
2023-03-28,10.65
2023-03-29,10.49
2023-03-30,10.49
2023-03-31,10.49
2023-04-01,10.49
2023-04-02,10.49
2023-04-03,10.414
2023-04-04,10.483
2023-04-05,10.483
2023-04-06,10.483
2023-04-07,10.483
2023-04-08,10.483
2023-04-09,10.483
2023-04-10,10.262
2023-04-11,10.419
2023-04-12,10.419
2023-04-13,10.419
2023-04-14,10.419
2023-04-15,10.419
2023-04-16,10.419
2023-04-17,10.419
2023-04-18,10.419
2023-04-19,10.542
2023-04-20,10.754
2023-04-21,10.754
2023-04-22,10.754
2023-04-23,10.794
2023-04-24,10.794
2023-04-25,10.794
2023-04-26,10.669
2023-04-27,10.669
2023-04-28,10.669
2023-04-29,10.629
2023-04-30,10.629
2023-05-01,10.629
2023-05-02,10.629
2023-05-03,10.629
2023-05-04,10.631
2023-05-05,10.631
2023-05-06,10.631
2023-05-07,10.743
2023-05-08,10.743
2023-05-09,10.743
2023-05-10,10.743
2023-05-11,10.641
2023-05-12,10.641
2023-05-13,10.641
2023-05-14,10.641
2023-05-15,10.665
2023-05-16,10.661
2023-05-17,10.661
2023-05-18,10.661
2023-05-19,10.738
2023-05-20,10.738
2023-05-21,10.738
2023-05-22,10.795
2023-05-23,10.795
2023-05-24,10.795
2023-05-25,10.795
2023-05-26,10.795
2023-05-27,10.795
2023-05-28,10.795
2023-05-29,10.795
2023-05-30,10.795
2023-05-31,10.795
2023-06-01,10.795
2023-06-02,10.786
2023-06-03,10.786
2023-06-04,10.786
2023-06-05,10.786
2023-06-06,10.786
2023-06-07,10.786
2023-06-08,10.786
2023-06-09,10.786
2023-06-10,10.623
2023-06-11,10.623
2023-06-12,10.623
2023-06-13,10.628
2023-06-14,10.628
2023-06-15,10.628
2023-06-16,10.628
2023-06-17,10.628
2023-06-18,10.628
2023-06-19,10.628
2023-06-20,10.628
2023-06-21,10.628
2023-06-22,10.69
2023-06-23,10.69
