,CLR US Equity
2020-05-27,1.91
2020-05-28,1.91
2020-05-29,1.91
2020-05-30,1.91
2020-05-31,1.91
2020-06-01,1.91
2020-06-02,1.91
2020-06-03,1.91
2020-06-04,1.91
2020-06-05,1.91
2020-06-06,1.91
2020-06-07,1.91
2020-06-08,1.91
2020-06-09,1.91
2020-06-10,1.91
2020-06-11,1.91
2020-06-12,1.91
2020-06-13,1.91
2020-06-14,1.91
2020-06-15,1.91
2020-06-16,1.91
2020-06-17,1.91
2020-06-18,1.91
2020-06-19,1.91
2020-06-20,1.91
2020-06-21,1.91
2020-06-22,1.91
2020-06-23,1.943
2020-06-24,1.943
2020-06-25,1.943
2020-06-26,1.943
2020-06-27,1.943
2020-06-28,1.943
2020-06-29,1.943
2020-06-30,1.943
2020-07-01,1.943
2020-07-02,1.943
2020-07-03,1.943
2020-07-04,1.943
2020-07-05,1.943
2020-07-06,1.943
2020-07-07,1.943
2020-07-08,1.943
2020-07-09,1.943
2020-07-10,1.943
2020-07-11,1.943
2020-07-12,1.943
2020-07-13,1.943
2020-07-14,1.943
2020-07-15,1.943
2020-07-16,1.943
2020-07-17,1.95
2020-07-18,1.95
2020-07-19,1.95
2020-07-20,1.95
2020-07-21,1.95
2020-07-22,1.95
2020-07-23,1.95
2020-07-24,1.95
2020-07-25,1.95
2020-07-26,1.95
2020-07-27,1.95
2020-07-28,1.95
2020-07-29,1.95
2020-07-30,1.688
2020-07-31,1.688
2020-08-01,1.688
2020-08-02,1.688
2020-08-03,1.688
2020-08-04,1.662
2020-08-05,1.452
2020-08-06,1.452
2020-08-07,1.452
2020-08-08,1.452
2020-08-09,1.452
2020-08-10,1.452
2020-08-11,1.452
2020-08-12,1.452
2020-08-13,1.452
2020-08-14,1.452
2020-08-15,1.452
2020-08-16,1.452
2020-08-17,1.452
2020-08-18,1.452
2020-08-19,1.476
2020-08-20,1.476
2020-08-21,1.476
2020-08-22,1.476
2020-08-23,1.476
2020-08-24,1.476
2020-08-25,1.476
2020-08-26,1.545
2020-08-27,1.545
2020-08-28,1.545
2020-08-29,1.545
2020-08-30,1.545
2020-08-31,1.545
2020-09-01,1.545
2020-09-02,1.545
2020-09-03,1.545
2020-09-04,1.545
2020-09-05,1.545
2020-09-06,1.545
2020-09-07,1.545
2020-09-08,1.545
2020-09-09,1.518
2020-09-10,1.518
2020-09-11,1.518
2020-09-12,1.518
2020-09-13,1.518
2020-09-14,1.518
2020-09-15,1.518
2020-09-16,1.518
2020-09-17,1.518
2020-09-18,1.518
2020-09-19,1.518
2020-09-20,1.518
2020-09-21,1.518
2020-09-22,1.518
2020-09-23,1.543
2020-09-24,1.543
2020-09-25,1.543
2020-09-26,1.543
2020-09-27,1.543
2020-09-28,1.543
2020-09-29,1.543
2020-09-30,1.543
2020-10-01,1.543
2020-10-02,1.543
2020-10-03,1.543
2020-10-04,1.543
2020-10-05,1.543
2020-10-06,1.543
2020-10-07,1.543
2020-10-08,1.543
2020-10-09,1.543
2020-10-10,1.543
2020-10-11,1.543
2020-10-12,1.543
2020-10-13,1.643
2020-10-14,1.643
2020-10-15,1.643
2020-10-16,1.643
2020-10-17,1.643
2020-10-18,1.643
2020-10-19,1.685
2020-10-20,1.685
2020-10-21,1.685
2020-10-22,1.685
2020-10-23,1.685
2020-10-24,1.685
2020-10-25,1.685
2020-10-26,1.685
2020-10-27,1.685
2020-10-28,1.685
2020-10-29,1.685
2020-10-30,1.685
2020-10-31,1.685
2020-11-01,1.685
2020-11-02,1.685
2020-11-03,1.685
2020-11-04,1.685
2020-11-05,1.685
2020-11-06,1.685
2020-11-07,1.685
2020-11-08,1.51
2020-11-09,1.51
2020-11-10,1.488
2020-11-11,1.488
2020-11-12,1.488
2020-11-13,1.276
2020-11-14,1.276
2020-11-15,1.276
2020-11-16,1.208
2020-11-17,1.208
2020-11-18,1.208
2020-11-19,1.208
2020-11-20,1.208
2020-11-21,1.208
2020-11-22,1.208
2020-11-23,1.208
2020-11-24,1.208
2020-11-25,1.208
2020-11-26,1.208
2020-11-27,1.208
2020-11-28,1.208
2020-11-29,1.208
2020-11-30,1.208
2020-12-01,1.208
2020-12-02,1.208
2020-12-03,1.208
2020-12-04,1.265
2020-12-05,1.265
2020-12-06,1.265
2020-12-07,1.099
2020-12-08,1.099
2020-12-09,1.058
2020-12-10,1.058
2020-12-11,1.058
2020-12-12,1.058
2020-12-13,1.058
2020-12-14,1.058
2020-12-15,1.058
2020-12-16,1.058
2020-12-17,1.058
2020-12-18,1.058
2020-12-19,1.058
2020-12-20,1.058
2020-12-21,1.058
2020-12-22,1.058
2020-12-23,1.058
2020-12-24,1.058
2020-12-25,1.058
2020-12-26,1.058
2020-12-27,1.058
2020-12-28,1.058
2020-12-29,1.058
2020-12-30,1.058
2020-12-31,1.058
2021-01-01,1.058
2021-01-02,1.058
2021-01-03,1.058
2021-01-04,1.058
2021-01-05,1.058
2021-01-06,1.058
2021-01-07,1.058
2021-01-08,1.058
2021-01-09,1.058
2021-01-10,1.058
2021-01-11,1.403
2021-01-12,1.444
2021-01-13,1.444
2021-01-14,1.451
2021-01-15,1.437
2021-01-16,1.437
2021-01-17,1.437
2021-01-18,1.437
2021-01-19,1.437
2021-01-20,1.473
2021-01-21,1.473
2021-01-22,1.618
2021-01-23,1.618
2021-01-24,1.618
2021-01-25,1.647
2021-01-26,1.647
2021-01-27,1.647
2021-01-28,1.647
2021-01-29,1.647
2021-01-30,1.647
2021-01-31,1.647
2021-02-01,1.647
2021-02-02,1.647
2021-02-03,1.647
2021-02-04,1.647
2021-02-05,1.647
2021-02-06,1.647
2021-02-07,1.647
2021-02-08,1.647
2021-02-09,1.647
2021-02-10,1.778
2021-02-11,1.778
2021-02-12,1.778
2021-02-13,1.778
2021-02-14,1.778
2021-02-15,1.778
2021-02-16,1.778
2021-02-17,1.745
2021-02-18,1.837
2021-02-19,1.785
2021-02-20,1.785
2021-02-21,1.785
2021-02-22,1.843
2021-02-23,1.947
2021-02-24,1.947
2021-02-25,1.947
2021-02-26,1.947
2021-02-27,1.947
2021-02-28,1.947
2021-03-01,1.947
2021-03-02,1.947
2021-03-03,1.947
2021-03-04,1.938
2021-03-05,1.872
2021-03-06,1.872
2021-03-07,1.872
2021-03-08,1.65
2021-03-09,1.65
2021-03-10,1.65
2021-03-11,1.65
2021-03-12,1.699
2021-03-13,1.699
2021-03-14,1.699
2021-03-15,1.803
2021-03-16,1.803
2021-03-17,1.803
2021-03-18,1.803
2021-03-19,1.803
2021-03-20,1.803
2021-03-21,1.803
2021-03-22,1.803
2021-03-23,1.803
2021-03-24,1.91
2021-03-25,1.91
2021-03-26,1.91
2021-03-27,1.91
2021-03-28,1.91
2021-03-29,1.91
2021-03-30,1.91
2021-03-31,1.91
2021-04-01,1.91
2021-04-02,1.91
2021-04-03,1.91
2021-04-04,1.91
2021-04-05,1.91
2021-04-06,1.91
2021-04-07,1.91
2021-04-08,1.91
2021-04-09,1.91
2021-04-10,1.91
2021-04-11,1.91
2021-04-12,1.91
2021-04-13,1.916
2021-04-14,1.923
2021-04-15,2.051
2021-04-16,2.051
2021-04-17,2.051
2021-04-18,2.051
2021-04-19,1.984
2021-04-20,2.078
2021-04-21,2.078
2021-04-22,2.078
2021-04-23,2.078
2021-04-24,2.078
2021-04-25,2.078
2021-04-26,2.078
2021-04-27,2.078
2021-04-28,1.923
2021-04-29,1.956
2021-04-30,1.875
2021-05-01,1.875
2021-05-02,1.875
2021-05-03,1.898
2021-05-04,1.898
2021-05-05,1.898
2021-05-06,1.898
2021-05-07,1.898
2021-05-08,1.898
2021-05-09,1.898
2021-05-10,1.898
2021-05-11,1.899
2021-05-12,1.899
2021-05-13,1.899
2021-05-14,1.899
2021-05-15,1.899
2021-05-16,1.899
2021-05-17,1.894
2021-05-18,1.894
2021-05-19,1.894
2021-05-20,1.894
2021-05-21,1.894
2021-05-22,1.894
2021-05-23,1.894
2021-05-24,1.894
2021-05-25,1.894
2021-05-26,1.996
2021-05-27,1.996
2021-05-28,1.996
2021-05-29,1.996
2021-05-30,1.996
2021-05-31,1.996
2021-06-01,1.996
2021-06-02,1.996
2021-06-03,2.001
2021-06-04,1.84
2021-06-05,1.84
2021-06-06,1.84
2021-06-07,1.84
2021-06-08,1.84
2021-06-09,1.84
2021-06-10,1.901
2021-06-11,1.901
2021-06-12,1.901
2021-06-13,1.901
2021-06-14,1.901
2021-06-15,1.901
2021-06-16,1.901
2021-06-17,1.59
2021-06-18,1.59
2021-06-19,1.59
2021-06-20,1.59
2021-06-21,1.59
2021-06-22,1.59
2021-06-23,1.59
2021-06-24,1.59
2021-06-25,1.74
2021-06-26,1.74
2021-06-27,1.74
2021-06-28,1.74
2021-06-29,1.74
2021-06-30,1.827
2021-07-01,1.829
2021-07-02,1.829
2021-07-03,1.829
2021-07-04,1.829
2021-07-05,1.829
2021-07-06,1.846
2021-07-07,1.846
2021-07-08,1.846
2021-07-09,1.846
2021-07-10,1.846
2021-07-11,1.846
2021-07-12,1.846
2021-07-13,1.822
2021-07-14,1.822
2021-07-15,2.249
2021-07-16,2.264
2021-07-17,2.264
2021-07-18,2.334
2021-07-19,2.333
2021-07-20,2.333
2021-07-21,2.333
2021-07-22,2.333
2021-07-23,2.333
2021-07-24,2.333
2021-07-25,2.333
2021-07-26,2.431
2021-07-27,2.431
2021-07-28,2.431
2021-07-29,2.431
2021-07-30,2.431
2021-07-31,2.431
2021-08-01,2.431
2021-08-02,2.431
2021-08-03,2.621
2021-08-04,2.704
2021-08-05,2.704
2021-08-06,2.704
2021-08-07,2.704
2021-08-08,2.704
2021-08-09,2.579
2021-08-10,2.631
2021-08-11,2.672
2021-08-12,2.987
2021-08-13,2.987
2021-08-14,2.987
2021-08-15,2.987
2021-08-16,2.987
2021-08-17,2.987
2021-08-18,2.987
2021-08-19,2.987
2021-08-20,2.987
2021-08-21,2.987
2021-08-22,2.987
2021-08-23,2.987
2021-08-24,2.987
2021-08-25,3.137
2021-08-26,3.137
2021-08-27,3.137
2021-08-28,3.137
2021-08-29,3.137
2021-08-30,3.137
2021-08-31,3.137
2021-09-01,3.137
2021-09-02,3.131
2021-09-03,3.131
2021-09-04,3.131
2021-09-05,3.131
2021-09-06,3.131
2021-09-07,3.051
2021-09-08,3.051
2021-09-09,3.051
2021-09-10,3.051
2021-09-11,3.051
2021-09-12,3.051
2021-09-13,3.051
2021-09-14,3.051
2021-09-15,3.102
2021-09-16,3.102
2021-09-17,3.102
2021-09-18,3.102
2021-09-19,3.102
2021-09-20,3.102
2021-09-21,3.102
2021-09-22,3.099
2021-09-23,3.099
2021-09-24,3.107
2021-09-25,3.107
2021-09-26,3.157
2021-09-27,3.157
2021-09-28,3.157
2021-09-29,3.157
2021-09-30,3.157
2021-10-01,3.157
2021-10-02,3.157
2021-10-03,3.157
2021-10-04,3.192
2021-10-05,3.208
2021-10-06,3.208
2021-10-07,3.208
2021-10-08,3.208
2021-10-09,3.208
2021-10-10,3.208
2021-10-11,3.208
2021-10-12,3.208
2021-10-13,3.406
2021-10-14,3.539
2021-10-15,3.616
2021-10-16,3.616
2021-10-17,3.616
2021-10-18,3.806
2021-10-19,3.806
2021-10-20,3.987
2021-10-21,3.987
2021-10-22,3.987
2021-10-23,3.987
2021-10-24,3.987
2021-10-25,3.987
2021-10-26,3.987
2021-10-27,4.018
2021-10-28,4.018
2021-10-29,4.018
2021-10-30,4.018
2021-10-31,4.018
2021-11-01,4.011
2021-11-02,4.011
2021-11-03,4.011
2021-11-04,4.383
2021-11-05,4.807
2021-11-06,4.807
2021-11-07,4.807
2021-11-08,4.913
2021-11-09,4.919
2021-11-10,4.919
2021-11-11,4.867
2021-11-12,5.037
2021-11-13,5.037
2021-11-14,5.037
2021-11-15,5.037
2021-11-16,5.037
2021-11-17,5.064
2021-11-18,5.064
2021-11-19,5.064
2021-11-20,5.064
2021-11-21,5.064
2021-11-22,5.064
2021-11-23,5.064
2021-11-24,5.064
2021-11-25,5.064
2021-11-26,5.064
2021-11-27,5.064
2021-11-28,5.064
2021-11-29,5.064
2021-11-30,5.06
2021-12-01,5.12
2021-12-02,5.12
2021-12-03,5.094
2021-12-04,5.094
2021-12-05,5.094
2021-12-06,5.094
2021-12-07,5.097
2021-12-08,5.097
2021-12-09,5.097
2021-12-10,5.097
2021-12-11,5.097
2021-12-12,5.097
2021-12-13,5.097
2021-12-14,5.097
2021-12-15,5.097
2021-12-16,5.097
2021-12-17,5.097
2021-12-18,5.097
2021-12-19,5.097
2021-12-20,5.097
2021-12-21,5.097
2021-12-22,5.102
2021-12-23,4.996
2021-12-24,4.996
2021-12-25,4.996
2021-12-26,4.996
2021-12-27,4.996
2021-12-28,4.996
2021-12-29,4.996
2021-12-30,4.996
2021-12-31,4.996
2022-01-01,4.996
2022-01-02,4.996
2022-01-03,4.996
2022-01-04,5.168
2022-01-05,5.168
2022-01-06,5.219
2022-01-07,5.219
2022-01-08,5.219
2022-01-09,5.279
2022-01-10,5.279
2022-01-11,5.279
2022-01-12,5.279
2022-01-13,5.204
2022-01-14,5.209
2022-01-15,5.209
2022-01-16,5.209
2022-01-17,5.408
2022-01-18,5.265
2022-01-19,5.265
2022-01-20,5.265
2022-01-21,5.265
2022-01-22,5.265
2022-01-23,5.265
2022-01-24,5.324
2022-01-25,5.406
2022-01-26,5.445
2022-01-27,5.459
2022-01-28,5.459
2022-01-29,5.459
2022-01-30,5.459
2022-01-31,5.598
2022-02-01,5.598
2022-02-02,5.598
2022-02-03,5.598
2022-02-04,5.598
2022-02-05,5.598
2022-02-06,5.654
2022-02-07,5.785
2022-02-08,5.785
2022-02-09,5.785
2022-02-10,5.791
2022-02-11,5.791
2022-02-12,5.791
2022-02-13,5.791
2022-02-14,5.764
2022-02-15,5.878
2022-02-16,5.711
2022-02-17,5.711
2022-02-18,5.738
2022-02-19,5.738
2022-02-20,5.738
2022-02-21,5.738
2022-02-22,5.738
2022-02-23,5.738
2022-02-24,5.738
2022-02-25,5.738
2022-02-26,5.738
2022-02-27,5.738
2022-02-28,5.716
2022-03-01,5.701
2022-03-02,5.868
2022-03-03,5.925
2022-03-04,5.925
2022-03-05,5.925
2022-03-06,6.066
2022-03-07,6.23
2022-03-08,6.123
2022-03-09,6.123
2022-03-10,6.283
2022-03-11,6.283
2022-03-12,6.283
2022-03-13,6.513
2022-03-14,6.476
2022-03-15,6.476
2022-03-16,6.476
2022-03-17,6.476
2022-03-18,6.774
2022-03-19,6.774
2022-03-20,6.774
2022-03-21,6.774
2022-03-22,6.732
2022-03-23,6.732
2022-03-24,6.732
2022-03-25,6.732
2022-03-26,6.732
2022-03-27,6.732
2022-03-28,6.732
2022-03-29,6.467
2022-03-30,6.467
2022-03-31,6.76
2022-04-01,6.76
2022-04-02,6.76
2022-04-03,6.76
2022-04-04,6.76
2022-04-05,6.76
2022-04-06,7.073
2022-04-07,7.071
2022-04-08,7.071
2022-04-09,7.071
2022-04-10,7.071
2022-04-11,7.112
2022-04-12,7.122
2022-04-13,7.297
2022-04-14,7.325
2022-04-15,7.325
2022-04-16,7.325
2022-04-17,7.325
2022-04-18,7.476
2022-04-19,7.463
2022-04-20,7.623
2022-04-21,7.621
2022-04-22,7.702
2022-04-23,7.717
2022-04-24,7.717
2022-04-25,7.726
2022-04-26,7.726
2022-04-27,7.802
2022-04-28,7.804
2022-04-29,7.804
2022-04-30,7.804
2022-05-01,7.804
2022-05-02,7.798
2022-05-03,7.815
2022-05-04,7.815
2022-05-05,8.065
2022-05-06,7.982
2022-05-07,7.982
2022-05-08,7.966
2022-05-09,7.966
2022-05-10,8.033
2022-05-11,8.061
2022-05-12,7.926
2022-05-13,7.926
2022-05-14,7.926
2022-05-15,7.926
2022-05-16,7.926
2022-05-17,8.062
2022-05-18,8.056
2022-05-19,8.056
2022-05-20,8.056
2022-05-21,8.056
2022-05-22,8.056
2022-05-23,8.056
2022-05-24,8.056
2022-05-25,8.103
2022-05-26,8.103
2022-05-27,8.103
2022-05-28,8.103
2022-05-29,8.103
2022-05-30,8.103
2022-05-31,8.103
2022-06-01,8.103
2022-06-02,8.12
2022-06-03,8.12
2022-06-04,8.12
2022-06-05,8.12
2022-06-06,8.517
2022-06-07,8.517
2022-06-08,8.517
2022-06-09,8.517
2022-06-10,8.517
2022-06-11,8.517
2022-06-12,8.517
2022-06-13,8.645
2022-06-14,8.893
2022-06-15,8.893
2022-06-16,8.893
2022-06-17,8.893
2022-06-18,8.893
2022-06-19,8.893
2022-06-20,8.893
2022-06-21,9.066
2022-06-22,9.066
2022-06-23,9.066
2022-06-24,9.066
2022-06-25,8.718
2022-06-26,8.718
2022-06-27,8.718
2022-06-28,8.718
2022-06-29,8.718
2022-06-30,8.508
2022-07-01,8.508
2022-07-02,8.508
2022-07-03,8.508
2022-07-04,8.508
2022-07-05,8.508
2022-07-06,8.551
2022-07-07,8.551
2022-07-08,8.534
2022-07-09,8.534
2022-07-10,8.534
2022-07-11,8.598
2022-07-12,8.598
2022-07-13,8.601
2022-07-14,8.597
2022-07-15,8.596
2022-07-16,8.596
2022-07-17,8.596
2022-07-18,8.579
2022-07-19,8.635
2022-07-20,8.609
2022-07-21,8.608
2022-07-22,8.632
2022-07-23,8.632
2022-07-24,8.632
2022-07-25,8.632
2022-07-26,8.632
2022-07-27,8.632
2022-07-28,8.779
2022-07-29,8.896
2022-07-30,8.896
2022-07-31,8.896
2022-08-01,8.934
2022-08-02,8.934
2022-08-03,8.934
2022-08-04,8.934
2022-08-05,8.934
2022-08-06,8.934
2022-08-07,9.058
2022-08-08,9.058
2022-08-09,9.06
2022-08-10,9.047
2022-08-11,9.047
2022-08-12,9.047
2022-08-13,9.047
2022-08-14,9.047
2022-08-15,9.103
2022-08-16,9.097
2022-08-17,9.097
2022-08-18,9.097
2022-08-19,9.097
2022-08-20,9.097
2022-08-21,9.097
2022-08-22,9.139
2022-08-23,9.139
2022-08-24,9.139
2022-08-25,9.139
2022-08-26,9.139
2022-08-27,9.139
2022-08-28,9.139
2022-08-29,9.758
2022-08-30,9.689
2022-08-31,9.911
2022-09-01,9.911
2022-09-02,9.997
2022-09-03,9.997
2022-09-04,9.997
2022-09-05,9.997
2022-09-06,9.997
2022-09-07,9.997
2022-09-08,9.997
2022-09-09,9.997
2022-09-10,9.997
2022-09-11,10.237
2022-09-12,10.237
2022-09-13,10.237
2022-09-14,10.353
2022-09-15,10.378
2022-09-16,10.378
2022-09-17,10.378
2022-09-18,10.378
2022-09-19,10.378
2022-09-20,10.378
2022-09-21,10.378
2022-09-22,9.832
2022-09-23,9.832
2022-09-24,9.832
2022-09-25,9.832
2022-09-26,9.832
2022-09-27,9.832
2022-09-28,9.832
2022-09-29,9.832
2022-09-30,9.832
2022-10-01,9.832
2022-10-02,9.832
2022-10-03,9.521
2022-10-04,9.521
2022-10-05,9.521
2022-10-06,9.511
2022-10-07,9.511
2022-10-08,9.511
2022-10-09,9.511
2022-10-10,9.511
2022-10-11,9.511
2022-10-12,9.595
2022-10-13,9.511
2022-10-14,9.511
2022-10-15,9.511
2022-10-16,9.511
2022-10-17,9.234
2022-10-18,9.236
2022-10-19,9.002
2022-10-20,9.002
2022-10-21,9.002
2022-10-22,9.002
2022-10-23,9.002
2022-10-24,9.359
2022-10-25,8.684
2022-10-26,9.359
2022-10-27,9.359
2022-10-28,9.359
2022-10-29,9.359
2022-10-30,9.359
2022-10-31,9.359
2022-11-01,9.359
2022-11-02,9.359
2022-11-03,9.319
2022-11-04,9.319
2022-11-05,9.319
2022-11-06,9.319
2022-11-07,9.24
2022-11-08,9.24
2022-11-09,9.253
2022-11-10,9.253
2022-11-11,9.266
2022-11-12,9.266
2022-11-13,9.266
2022-11-14,9.274
2022-11-15,9.783
2022-11-16,9.78
2022-11-17,9.78
2022-11-18,9.56
2022-11-19,9.56
2022-11-20,9.56
2022-11-21,9.56
2022-11-22,9.415
2022-11-23,9.415
2022-11-24,9.415
2022-11-25,9.415
2022-11-26,9.415
2022-11-27,9.415
2022-11-28,9.415
2022-11-29,9.415
2022-11-30,9.415
2022-12-01,9.415
2022-12-02,9.415
2022-12-03,9.415
2022-12-04,9.415
2022-12-05,9.415
2022-12-06,9.415
2022-12-07,9.415
2022-12-08,9.415
2022-12-09,9.415
2022-12-10,9.415
2022-12-11,9.415
2022-12-12,9.415
2022-12-13,9.415
2022-12-14,9.415
2022-12-15,9.415
2022-12-16,9.415
2022-12-17,9.415
2022-12-18,9.415
2022-12-19,9.415
2022-12-20,9.415
2022-12-21,9.415
2022-12-22,9.415
2022-12-23,9.415
2022-12-24,9.415
2022-12-25,9.415
2022-12-26,9.415
2022-12-27,9.415
2022-12-28,9.415
2022-12-29,9.415
2022-12-30,9.415
2022-12-31,9.415
2023-01-01,9.415
2023-01-02,9.415
2023-01-03,9.415
2023-01-04,9.415
2023-01-05,9.415
2023-01-06,9.415
2023-01-07,9.415
2023-01-08,9.415
2023-01-09,9.415
2023-01-10,9.415
2023-01-11,9.415
2023-01-12,9.415
2023-01-13,9.415
2023-01-14,9.415
2023-01-15,9.415
2023-01-16,9.415
2023-01-17,9.415
2023-01-18,9.415
2023-01-19,9.415
2023-01-20,9.415
2023-01-21,9.415
2023-01-22,9.415
2023-01-23,9.415
2023-01-24,9.415
2023-01-25,9.415
2023-01-26,9.415
2023-01-27,9.415
2023-01-28,9.415
2023-01-29,9.415
2023-01-30,9.415
2023-01-31,9.415
2023-02-01,9.415
2023-02-02,9.415
2023-02-03,9.415
2023-02-04,9.415
2023-02-05,9.415
2023-02-06,9.415
2023-02-07,9.415
2023-02-08,9.415
2023-02-09,9.415
2023-02-10,9.415
2023-02-11,9.415
2023-02-12,9.415
2023-02-13,9.415
2023-02-14,9.415
2023-02-15,9.415
2023-02-16,9.415
2023-02-17,9.415
2023-02-18,9.415
2023-02-19,9.415
2023-02-20,9.415
2023-02-21,9.415
2023-02-22,9.415
2023-02-23,9.415
2023-02-24,9.415
2023-02-25,9.415
2023-02-26,9.415
2023-02-27,9.415
2023-02-28,9.415
2023-03-01,9.415
2023-03-02,9.415
2023-03-03,9.415
2023-03-04,9.415
2023-03-05,9.415
2023-03-06,9.415
2023-03-07,9.415
2023-03-08,9.415
2023-03-09,9.415
2023-03-10,9.415
2023-03-11,9.415
2023-03-12,9.415
2023-03-13,9.415
2023-03-14,9.415
2023-03-15,9.415
2023-03-16,9.415
2023-03-17,9.415
2023-03-18,9.415
2023-03-19,9.415
2023-03-20,9.415
2023-03-21,9.415
2023-03-22,9.415
2023-03-23,9.415
2023-03-24,9.415
2023-03-25,9.415
2023-03-26,9.415
2023-03-27,9.415
2023-03-28,9.415
2023-03-29,9.415
2023-03-30,9.415
2023-03-31,9.415
2023-04-01,9.415
2023-04-02,9.415
2023-04-03,9.415
2023-04-04,9.415
2023-04-05,9.415
2023-04-06,9.415
2023-04-07,9.415
2023-04-08,9.415
2023-04-09,9.415
2023-04-10,9.415
2023-04-11,9.415
2023-04-12,9.415
2023-04-13,9.415
2023-04-14,9.415
2023-04-15,9.415
2023-04-16,9.415
2023-04-17,9.415
2023-04-18,9.415
2023-04-19,9.415
2023-04-20,9.415
2023-04-21,9.415
2023-04-22,9.415
2023-04-23,9.415
2023-04-24,9.415
2023-04-25,9.415
2023-04-26,9.415
2023-04-27,9.415
2023-04-28,9.415
2023-04-29,9.415
2023-04-30,9.415
2023-05-01,9.415
2023-05-02,9.415
2023-05-03,9.415
2023-05-04,9.415
2023-05-05,9.415
2023-05-06,9.415
2023-05-07,9.415
2023-05-08,9.415
2023-05-09,9.415
2023-05-10,9.415
2023-05-11,9.415
2023-05-12,9.415
2023-05-13,9.415
2023-05-14,9.415
2023-05-15,9.415
2023-05-16,9.415
2023-05-17,9.415
2023-05-18,9.415
2023-05-19,9.415
2023-05-20,9.415
2023-05-21,9.415
2023-05-22,9.415
2023-05-23,9.415
2023-05-24,9.415
2023-05-25,9.415
2023-05-26,9.415
2023-05-27,9.415
2023-05-28,9.415
2023-05-29,9.415
2023-05-30,9.415
2023-05-31,9.415
2023-06-01,9.415
2023-06-02,9.415
2023-06-03,9.415
2023-06-04,9.415
2023-06-05,9.415
2023-06-06,9.415
2023-06-07,9.415
2023-06-08,9.415
2023-06-09,9.415
2023-06-10,9.415
2023-06-11,9.415
2023-06-12,9.415
2023-06-13,9.415
2023-06-14,9.415
2023-06-15,9.415
2023-06-16,9.415
2023-06-17,9.415
2023-06-18,9.415
2023-06-19,9.415
2023-06-20,9.415
2023-06-21,9.415
2023-06-22,9.415
2023-06-23,9.415
