,LOW US Equity
2019-12-24,12.975
2019-12-25,12.975
2019-12-26,12.975
2019-12-27,12.975
2019-12-28,12.975
2019-12-29,12.975
2019-12-30,12.975
2019-12-31,12.975
2020-01-01,12.975
2020-01-02,12.975
2020-01-03,12.975
2020-01-04,12.975
2020-01-05,12.975
2020-01-06,12.975
2020-01-07,12.975
2020-01-08,12.975
2020-01-09,12.975
2020-01-10,12.975
2020-01-11,12.975
2020-01-12,12.975
2020-01-13,12.975
2020-01-14,12.975
2020-01-15,12.975
2020-01-16,12.975
2020-01-17,12.975
2020-01-18,12.975
2020-01-19,12.975
2020-01-20,12.975
2020-01-21,12.975
2020-01-22,12.975
2020-01-23,12.975
2020-01-24,12.975
2020-01-25,12.975
2020-01-26,12.975
2020-01-27,12.975
2020-01-28,12.975
2020-01-29,12.975
2020-01-30,12.975
2020-01-31,12.975
2020-02-01,12.975
2020-02-02,12.975
2020-02-03,12.975
2020-02-04,12.975
2020-02-05,12.975
2020-02-06,12.975
2020-02-07,12.975
2020-02-08,12.975
2020-02-09,12.975
2020-02-10,12.975
2020-02-11,12.975
2020-02-12,12.975
2020-02-13,12.975
2020-02-14,12.975
2020-02-15,12.975
2020-02-16,12.975
2020-02-17,12.975
2020-02-18,12.975
2020-02-19,12.975
2020-02-20,12.975
2020-02-21,12.975
2020-02-22,12.975
2020-02-23,12.975
2020-02-24,12.975
2020-02-25,12.975
2020-02-26,12.613
2020-02-27,12.613
2020-02-28,12.613
2020-02-29,12.613
2020-03-01,12.613
2020-03-02,12.613
2020-03-03,12.487
2020-03-04,12.487
2020-03-05,12.487
2020-03-06,12.487
2020-03-07,12.487
2020-03-08,12.487
2020-03-09,12.487
2020-03-10,12.487
2020-03-11,12.487
2020-03-12,12.487
2020-03-13,12.487
2020-03-14,12.487
2020-03-15,12.487
2020-03-16,12.487
2020-03-17,12.487
2020-03-18,12.487
2020-03-19,12.487
2020-03-20,12.487
2020-03-21,12.487
2020-03-22,12.487
2020-03-23,12.487
2020-03-24,12.487
2020-03-25,12.487
2020-03-26,12.487
2020-03-27,12.487
2020-03-28,12.487
2020-03-29,12.487
2020-03-30,12.487
2020-03-31,12.487
2020-04-01,12.487
2020-04-02,12.487
2020-04-03,12.487
2020-04-04,12.487
2020-04-05,12.487
2020-04-06,12.487
2020-04-07,12.18
2020-04-08,12.18
2020-04-09,12.18
2020-04-10,12.18
2020-04-11,12.18
2020-04-12,12.18
2020-04-13,12.18
2020-04-14,12.18
2020-04-15,12.18
2020-04-16,12.18
2020-04-17,12.18
2020-04-18,12.18
2020-04-19,12.18
2020-04-20,12.18
2020-04-21,12.18
2020-04-22,12.18
2020-04-23,12.18
2020-04-24,12.18
2020-04-25,12.18
2020-04-26,12.18
2020-04-27,12.18
2020-04-28,12.18
2020-04-29,12.18
2020-04-30,12.18
2020-05-01,12.18
2020-05-02,12.18
2020-05-03,12.18
2020-05-04,12.18
2020-05-05,12.18
2020-05-06,12.18
2020-05-07,12.18
2020-05-08,12.18
2020-05-09,12.18
2020-05-10,12.18
2020-05-11,12.18
2020-05-12,12.18
2020-05-13,12.18
2020-05-14,12.18
2020-05-15,12.18
2020-05-16,12.18
2020-05-17,12.18
2020-05-18,12.18
2020-05-19,12.18
2020-05-20,12.67
2020-05-21,12.67
2020-05-22,12.67
2020-05-23,12.67
2020-05-24,12.67
2020-05-25,12.67
2020-05-26,12.67
2020-05-27,12.667
2020-05-28,12.667
2020-05-29,12.667
2020-05-30,12.667
2020-05-31,12.667
2020-06-01,12.667
2020-06-02,12.667
2020-06-03,12.667
2020-06-04,12.667
2020-06-05,12.667
2020-06-06,12.667
2020-06-07,12.667
2020-06-08,12.667
2020-06-09,12.667
2020-06-10,12.667
2020-06-11,12.667
2020-06-12,12.667
2020-06-13,12.667
2020-06-14,12.667
2020-06-15,12.667
2020-06-16,12.667
2020-06-17,12.667
2020-06-18,12.667
2020-06-19,12.667
2020-06-20,12.667
2020-06-21,12.667
2020-06-22,12.667
2020-06-23,12.667
2020-06-24,12.903
2020-06-25,12.903
2020-06-26,12.903
2020-06-27,12.903
2020-06-28,12.903
2020-06-29,12.903
2020-06-30,12.903
2020-07-01,12.903
2020-07-02,12.903
2020-07-03,12.903
2020-07-04,12.903
2020-07-05,12.903
2020-07-06,12.903
2020-07-07,12.903
2020-07-08,12.903
2020-07-09,12.903
2020-07-10,12.903
2020-07-11,12.903
2020-07-12,12.903
2020-07-13,12.903
2020-07-14,12.903
2020-07-15,12.903
2020-07-16,12.903
2020-07-17,12.903
2020-07-18,12.903
2020-07-19,12.903
2020-07-20,12.903
2020-07-21,12.903
2020-07-22,12.903
2020-07-23,12.903
2020-07-24,12.903
2020-07-25,12.903
2020-07-26,12.903
2020-07-27,12.903
2020-07-28,12.903
2020-07-29,12.903
2020-07-30,12.903
2020-07-31,12.903
2020-08-01,12.903
2020-08-02,12.903
2020-08-03,12.903
2020-08-04,12.903
2020-08-05,12.903
2020-08-06,12.903
2020-08-07,12.903
2020-08-08,12.903
2020-08-09,12.903
2020-08-10,12.903
2020-08-11,12.903
2020-08-12,12.903
2020-08-13,12.903
2020-08-14,12.903
2020-08-15,12.903
2020-08-16,12.903
2020-08-17,12.903
2020-08-18,12.78
2020-08-19,12.78
2020-08-20,13.775
2020-08-21,13.775
2020-08-22,13.775
2020-08-23,13.775
2020-08-24,13.775
2020-08-25,13.775
2020-08-26,13.775
2020-08-27,13.775
2020-08-28,13.775
2020-08-29,13.775
2020-08-30,13.775
2020-08-31,13.775
2020-09-01,13.775
2020-09-02,13.775
2020-09-03,13.775
2020-09-04,13.775
2020-09-05,13.775
2020-09-06,13.775
2020-09-07,13.775
2020-09-08,13.775
2020-09-09,13.775
2020-09-10,13.775
2020-09-11,13.775
2020-09-12,13.775
2020-09-13,13.775
2020-09-14,13.775
2020-09-15,13.775
2020-09-16,13.775
2020-09-17,13.775
2020-09-18,13.775
2020-09-19,13.775
2020-09-20,13.775
2020-09-21,13.775
2020-09-22,13.775
2020-09-23,14.037
2020-09-24,14.037
2020-09-25,14.037
2020-09-26,14.037
2020-09-27,14.037
2020-09-28,14.037
2020-09-29,14.037
2020-09-30,14.037
2020-10-01,14.037
2020-10-02,14.037
2020-10-03,14.037
2020-10-04,14.037
2020-10-05,14.037
2020-10-06,14.037
2020-10-07,14.037
2020-10-08,13.578
2020-10-09,13.578
2020-10-10,13.578
2020-10-11,13.578
2020-10-12,13.578
2020-10-13,13.578
2020-10-14,13.578
2020-10-15,13.578
2020-10-16,13.578
2020-10-17,13.578
2020-10-18,13.578
2020-10-19,13.578
2020-10-20,13.578
2020-10-21,13.578
2020-10-22,13.578
2020-10-23,13.578
2020-10-24,13.578
2020-10-25,13.578
2020-10-26,13.578
2020-10-27,13.578
2020-10-28,13.578
2020-10-29,13.578
2020-10-30,13.578
2020-10-31,13.578
2020-11-01,13.578
2020-11-02,13.578
2020-11-03,13.578
2020-11-04,13.578
2020-11-05,13.578
2020-11-06,13.578
2020-11-07,13.578
2020-11-08,13.578
2020-11-09,13.578
2020-11-10,13.578
2020-11-11,13.578
2020-11-12,13.578
2020-11-13,13.578
2020-11-14,13.578
2020-11-15,13.578
2020-11-16,13.578
2020-11-17,13.578
2020-11-18,13.745
2020-11-19,13.815
2020-11-20,13.815
2020-11-21,13.83
2020-11-22,13.83
2020-11-23,13.83
2020-11-24,13.83
2020-11-25,13.83
2020-11-26,13.83
2020-11-27,13.83
2020-11-28,13.83
2020-11-29,13.83
2020-11-30,13.83
2020-12-01,13.83
2020-12-02,13.83
2020-12-03,13.83
2020-12-04,13.83
2020-12-05,13.83
2020-12-06,13.83
2020-12-07,13.83
2020-12-08,13.83
2020-12-09,14.466
2020-12-10,14.466
2020-12-11,14.466
2020-12-12,14.466
2020-12-13,14.466
2020-12-14,14.466
2020-12-15,14.782
2020-12-16,14.782
2020-12-17,14.782
2020-12-18,14.782
2020-12-19,14.782
2020-12-20,14.782
2020-12-21,14.782
2020-12-22,14.782
2020-12-23,14.782
2020-12-24,14.782
2020-12-25,14.782
2020-12-26,14.782
2020-12-27,14.782
2020-12-28,14.782
2020-12-29,14.782
2020-12-30,14.782
2020-12-31,14.782
2021-01-01,14.782
2021-01-02,14.782
2021-01-03,14.782
2021-01-04,14.782
2021-01-05,14.782
2021-01-06,14.782
2021-01-07,14.782
2021-01-08,14.782
2021-01-09,14.782
2021-01-10,14.782
2021-01-11,14.782
2021-01-12,14.782
2021-01-13,14.782
2021-01-14,14.782
2021-01-15,14.782
2021-01-16,14.782
2021-01-17,14.782
2021-01-18,14.782
2021-01-19,14.782
2021-01-20,14.782
2021-01-21,14.782
2021-01-22,14.782
2021-01-23,14.782
2021-01-24,14.782
2021-01-25,14.782
2021-01-26,14.782
2021-01-27,14.782
2021-01-28,14.782
2021-01-29,14.804
2021-01-30,14.804
2021-01-31,14.804
2021-02-01,14.804
2021-02-02,14.804
2021-02-03,14.804
2021-02-04,14.804
2021-02-05,14.804
2021-02-06,14.804
2021-02-07,14.804
2021-02-08,14.804
2021-02-09,14.804
2021-02-10,14.804
2021-02-11,14.804
2021-02-12,14.804
2021-02-13,14.804
2021-02-14,14.804
2021-02-15,14.804
2021-02-16,14.804
2021-02-17,14.804
2021-02-18,14.804
2021-02-19,14.976
2021-02-20,14.976
2021-02-21,14.976
2021-02-22,14.976
2021-02-23,14.976
2021-02-24,15.222
2021-02-25,15.222
2021-02-26,15.222
2021-02-27,15.222
2021-02-28,15.222
2021-03-01,15.222
2021-03-02,15.222
2021-03-03,15.222
2021-03-04,15.222
2021-03-05,15.222
2021-03-06,15.222
2021-03-07,15.222
2021-03-08,15.222
2021-03-09,15.222
2021-03-10,15.222
2021-03-11,15.222
2021-03-12,15.222
2021-03-13,15.222
2021-03-14,15.222
2021-03-15,15.222
2021-03-16,15.222
2021-03-17,15.374
2021-03-18,15.374
2021-03-19,15.374
2021-03-20,15.374
2021-03-21,15.374
2021-03-22,15.374
2021-03-23,15.374
2021-03-24,15.374
2021-03-25,15.374
2021-03-26,15.374
2021-03-27,15.374
2021-03-28,15.374
2021-03-29,15.374
2021-03-30,15.374
2021-03-31,15.374
2021-04-01,15.374
2021-04-02,15.374
2021-04-03,15.374
2021-04-04,15.374
2021-04-05,15.374
2021-04-06,15.374
2021-04-07,15.374
2021-04-08,15.374
2021-04-09,15.374
2021-04-10,15.374
2021-04-11,15.374
2021-04-12,15.358
2021-04-13,15.358
2021-04-14,15.358
2021-04-15,15.358
2021-04-16,15.846
2021-04-17,15.846
2021-04-18,15.846
2021-04-19,15.846
2021-04-20,15.846
2021-04-21,15.932
2021-04-22,15.932
2021-04-23,15.932
2021-04-24,15.932
2021-04-25,15.932
2021-04-26,15.932
2021-04-27,15.932
2021-04-28,15.932
2021-04-29,15.5
2021-04-30,15.5
2021-05-01,15.5
2021-05-02,15.5
2021-05-03,15.5
2021-05-04,15.5
2021-05-05,15.5
2021-05-06,15.5
2021-05-07,15.5
2021-05-08,15.5
2021-05-09,15.5
2021-05-10,15.5
2021-05-11,15.5
2021-05-12,15.5
2021-05-13,15.5
2021-05-14,15.5
2021-05-15,15.5
2021-05-16,15.534
2021-05-17,15.534
2021-05-18,15.534
2021-05-19,16.122
2021-05-20,16.357
2021-05-21,16.357
2021-05-22,16.437
2021-05-23,16.437
2021-05-24,16.437
2021-05-25,16.437
2021-05-26,16.437
2021-05-27,16.437
2021-05-28,16.437
2021-05-29,16.437
2021-05-30,16.437
2021-05-31,16.437
2021-06-01,16.437
2021-06-02,16.437
2021-06-03,16.437
2021-06-04,16.437
2021-06-05,16.437
2021-06-06,16.437
2021-06-07,16.437
2021-06-08,16.437
2021-06-09,16.437
2021-06-10,16.437
2021-06-11,16.437
2021-06-12,16.437
2021-06-13,16.437
2021-06-14,16.437
2021-06-15,16.437
2021-06-16,16.437
2021-06-17,16.437
2021-06-18,16.437
2021-06-19,16.437
2021-06-20,16.437
2021-06-21,16.437
2021-06-22,16.437
2021-06-23,16.437
2021-06-24,16.437
2021-06-25,16.437
2021-06-26,16.437
2021-06-27,16.437
2021-06-28,16.437
2021-06-29,16.437
2021-06-30,16.437
2021-07-01,16.437
2021-07-02,16.437
2021-07-03,16.437
2021-07-04,16.437
2021-07-05,16.437
2021-07-06,16.437
2021-07-07,16.437
2021-07-08,16.437
2021-07-09,16.437
2021-07-10,16.437
2021-07-11,16.437
2021-07-12,16.437
2021-07-13,16.437
2021-07-14,16.437
2021-07-15,16.437
2021-07-16,16.437
2021-07-17,16.437
2021-07-18,16.437
2021-07-19,16.437
2021-07-20,16.437
2021-07-21,16.437
2021-07-22,16.437
2021-07-23,16.437
2021-07-24,16.437
2021-07-25,16.437
2021-07-26,16.437
2021-07-27,16.437
2021-07-28,16.437
2021-07-29,16.437
2021-07-30,16.437
2021-07-31,16.437
2021-08-01,16.437
2021-08-02,16.437
2021-08-03,16.437
2021-08-04,16.437
2021-08-05,16.437
2021-08-06,16.437
2021-08-07,16.437
2021-08-08,16.437
2021-08-09,16.437
2021-08-10,16.437
2021-08-11,16.437
2021-08-12,16.437
2021-08-13,16.437
2021-08-14,16.437
2021-08-15,16.437
2021-08-16,16.437
2021-08-17,16.437
2021-08-18,16.347
2021-08-19,16.253
2021-08-20,16.253
2021-08-21,16.253
2021-08-22,16.253
2021-08-23,16.253
2021-08-24,16.253
2021-08-25,16.344
2021-08-26,16.344
2021-08-27,16.344
2021-08-28,16.344
2021-08-29,16.344
2021-08-30,16.344
2021-08-31,16.344
2021-09-01,16.344
2021-09-02,16.344
2021-09-03,16.344
2021-09-04,16.344
2021-09-05,16.344
2021-09-06,16.344
2021-09-07,16.344
2021-09-08,16.344
2021-09-09,16.344
2021-09-10,16.344
2021-09-11,16.344
2021-09-12,16.344
2021-09-13,16.085
2021-09-14,16.085
2021-09-15,16.085
2021-09-16,16.085
2021-09-17,16.085
2021-09-18,16.085
2021-09-19,16.085
2021-09-20,16.085
2021-09-21,16.085
2021-09-22,16.085
2021-09-23,16.085
2021-09-24,16.085
2021-09-25,16.085
2021-09-26,16.085
2021-09-27,16.085
2021-09-28,16.085
2021-09-29,16.085
2021-09-30,16.085
2021-10-01,16.085
2021-10-02,16.085
2021-10-03,16.085
2021-10-04,16.085
2021-10-05,16.085
2021-10-06,16.085
2021-10-07,16.085
2021-10-08,16.085
2021-10-09,16.085
2021-10-10,16.085
2021-10-11,16.085
2021-10-12,16.085
2021-10-13,16.085
2021-10-14,16.085
2021-10-15,16.085
2021-10-16,16.085
2021-10-17,16.085
2021-10-18,16.085
2021-10-19,16.085
2021-10-20,16.128
2021-10-21,16.128
2021-10-22,16.128
2021-10-23,16.128
2021-10-24,16.128
2021-10-25,16.128
2021-10-26,16.128
2021-10-27,16.128
2021-10-28,16.128
2021-10-29,16.128
2021-10-30,16.128
2021-10-31,16.128
2021-11-01,16.128
2021-11-02,16.128
2021-11-03,16.128
2021-11-04,16.128
2021-11-05,16.128
2021-11-06,16.128
2021-11-07,16.128
2021-11-08,16.128
2021-11-09,16.128
2021-11-10,16.128
2021-11-11,16.242
2021-11-12,16.242
2021-11-13,16.242
2021-11-14,16.242
2021-11-15,16.242
2021-11-16,16.242
2021-11-17,16.42
2021-11-18,16.484
2021-11-19,16.484
2021-11-20,16.484
2021-11-21,16.484
2021-11-22,16.526
2021-11-23,16.526
2021-11-24,16.645
2021-11-25,16.645
2021-11-26,16.645
2021-11-27,16.645
2021-11-28,16.645
2021-11-29,16.645
2021-11-30,16.645
2021-12-01,16.645
2021-12-02,16.645
2021-12-03,16.645
2021-12-04,16.645
2021-12-05,16.645
2021-12-06,16.478
2021-12-07,16.478
2021-12-08,16.478
2021-12-09,16.478
2021-12-10,16.478
2021-12-11,16.478
2021-12-12,16.478
2021-12-13,16.478
2021-12-14,16.478
2021-12-15,16.227
2021-12-16,16.237
2021-12-17,16.237
2021-12-18,16.279
2021-12-19,16.279
2021-12-20,16.279
2021-12-21,16.279
2021-12-22,16.279
2021-12-23,16.279
2021-12-24,16.279
2021-12-25,16.279
2021-12-26,16.279
2021-12-27,16.279
2021-12-28,16.279
2021-12-29,16.279
2021-12-30,16.279
2021-12-31,16.279
2022-01-01,16.279
2022-01-02,16.279
2022-01-03,16.279
2022-01-04,16.279
2022-01-05,16.279
2022-01-06,16.138
2022-01-07,16.138
2022-01-08,16.138
2022-01-09,16.138
2022-01-10,16.134
2022-01-11,16.134
2022-01-12,16.134
2022-01-13,16.134
2022-01-14,16.134
2022-01-15,16.134
2022-01-16,16.134
2022-01-17,16.134
2022-01-18,16.134
2022-01-19,16.134
2022-01-20,16.134
2022-01-21,16.134
2022-01-22,16.134
2022-01-23,16.134
2022-01-24,16.134
2022-01-25,16.134
2022-01-26,16.134
2022-01-27,16.134
2022-01-28,16.134
2022-01-29,16.134
2022-01-30,16.134
2022-01-31,16.134
2022-02-01,16.134
2022-02-02,16.134
2022-02-03,16.134
2022-02-04,16.134
2022-02-05,16.134
2022-02-06,16.134
2022-02-07,16.134
2022-02-08,16.134
2022-02-09,16.134
2022-02-10,16.134
2022-02-11,16.134
2022-02-12,16.134
2022-02-13,16.134
2022-02-14,16.134
2022-02-15,16.134
2022-02-16,16.134
2022-02-17,16.139
2022-02-18,16.139
2022-02-19,16.139
2022-02-20,16.2
2022-02-21,16.2
2022-02-22,16.2
2022-02-23,16.592
2022-02-24,16.729
2022-02-25,16.729
2022-02-26,16.729
2022-02-27,16.729
2022-02-28,16.741
2022-03-01,16.889
2022-03-02,16.889
2022-03-03,16.941
2022-03-04,16.941
2022-03-05,16.941
2022-03-06,16.941
2022-03-07,16.941
2022-03-08,16.941
2022-03-09,16.941
2022-03-10,16.941
2022-03-11,16.941
2022-03-12,16.941
2022-03-13,16.927
2022-03-14,16.927
2022-03-15,16.927
2022-03-16,16.927
2022-03-17,16.927
2022-03-18,16.927
2022-03-19,16.927
2022-03-20,16.927
2022-03-21,16.927
2022-03-22,16.927
2022-03-23,16.927
2022-03-24,16.927
2022-03-25,16.927
2022-03-26,16.927
2022-03-27,16.927
2022-03-28,16.927
2022-03-29,16.927
2022-03-30,16.927
2022-03-31,16.927
2022-04-01,16.927
2022-04-02,16.927
2022-04-03,16.927
2022-04-04,17.022
2022-04-05,17.022
2022-04-06,17.022
2022-04-07,17.022
2022-04-08,17.022
2022-04-09,17.022
2022-04-10,17.022
2022-04-11,17.022
2022-04-12,16.827
2022-04-13,16.827
2022-04-14,16.827
2022-04-15,16.827
2022-04-16,16.827
2022-04-17,16.827
2022-04-18,16.827
2022-04-19,16.827
2022-04-20,16.827
2022-04-21,16.827
2022-04-22,16.827
2022-04-23,16.827
2022-04-24,16.827
2022-04-25,16.827
2022-04-26,16.827
2022-04-27,16.827
2022-04-28,16.827
2022-04-29,16.827
2022-04-30,16.827
2022-05-01,16.819
2022-05-02,16.819
2022-05-03,16.819
2022-05-04,16.819
2022-05-05,16.819
2022-05-06,16.838
2022-05-07,16.838
2022-05-08,16.838
2022-05-09,16.829
2022-05-10,16.829
2022-05-11,16.829
2022-05-12,16.825
2022-05-13,16.788
2022-05-14,16.695
2022-05-15,16.695
2022-05-16,16.695
2022-05-17,16.695
2022-05-18,16.704
2022-05-19,16.724
2022-05-20,16.724
2022-05-21,16.719
2022-05-22,16.719
2022-05-23,16.719
2022-05-24,16.719
2022-05-25,16.719
2022-05-26,16.719
2022-05-27,16.719
2022-05-28,16.719
2022-05-29,16.719
2022-05-30,16.565
2022-05-31,16.565
2022-06-01,16.677
2022-06-02,16.677
2022-06-03,16.677
2022-06-04,16.677
2022-06-05,16.677
2022-06-06,16.677
2022-06-07,16.677
2022-06-08,16.677
2022-06-09,16.677
2022-06-10,16.677
2022-06-11,16.677
2022-06-12,16.677
2022-06-13,16.677
2022-06-14,16.677
2022-06-15,16.677
2022-06-16,16.677
2022-06-17,16.677
2022-06-18,16.677
2022-06-19,16.677
2022-06-20,16.639
2022-06-21,16.639
2022-06-22,16.608
2022-06-23,16.567
2022-06-24,16.567
2022-06-25,16.567
2022-06-26,16.567
2022-06-27,16.567
2022-06-28,16.567
2022-06-29,16.567
2022-06-30,16.551
2022-07-01,16.492
2022-07-02,16.492
2022-07-03,16.492
2022-07-04,16.492
2022-07-05,16.492
2022-07-06,16.449
2022-07-07,16.449
2022-07-08,16.449
2022-07-09,16.449
2022-07-10,16.449
2022-07-11,16.449
2022-07-12,16.449
2022-07-13,16.449
2022-07-14,16.449
2022-07-15,16.449
2022-07-16,16.449
2022-07-17,16.449
2022-07-18,16.449
2022-07-19,16.418
2022-07-20,16.398
2022-07-21,16.398
2022-07-22,16.398
2022-07-23,16.398
2022-07-24,16.398
2022-07-25,16.398
2022-07-26,16.398
2022-07-27,16.398
2022-07-28,16.398
2022-07-29,16.398
2022-07-30,16.398
2022-07-31,16.398
