,UPS US Equity
,BEST_EPS
2020-01-01,13.35
2020-01-02,13.35
2020-01-03,13.35
2020-01-04,13.35
2020-01-05,13.35
2020-01-06,13.35
2020-01-07,13.35
2020-01-08,13.35
2020-01-09,13.35
2020-01-10,13.35
2020-01-11,13.35
2020-01-12,13.35
2020-01-13,13.35
2020-01-14,13.35
2020-01-15,13.35
2020-01-16,13.35
2020-01-17,13.35
2020-01-18,13.35
2020-01-19,13.35
2020-01-20,13.35
2020-01-21,13.35
2020-01-22,13.35
2020-01-23,13.35
2020-01-24,13.35
2020-01-25,13.35
2020-01-26,13.35
2020-01-27,13.35
2020-01-28,13.35
2020-01-29,13.35
2020-01-30,11.583
2020-01-31,11.583
2020-02-01,11.583
2020-02-02,11.583
2020-02-03,11.583
2020-02-04,11.583
2020-02-05,11.583
2020-02-06,11.583
2020-02-07,11.583
2020-02-08,11.583
2020-02-09,11.583
2020-02-10,11.583
2020-02-11,11.583
2020-02-12,11.583
2020-02-13,11.583
2020-02-14,11.583
2020-02-15,11.583
2020-02-16,11.583
2020-02-17,11.583
2020-02-18,11.583
2020-02-19,11.583
2020-02-20,11.583
2020-02-21,11.583
2020-02-22,11.583
2020-02-23,11.583
2020-02-24,11.583
2020-02-25,11.583
2020-02-26,11.583
2020-02-27,11.583
2020-02-28,11.583
2020-02-29,11.583
2020-03-01,11.583
2020-03-02,11.583
2020-03-03,11.583
2020-03-04,11.583
2020-03-05,11.583
2020-03-06,11.583
2020-03-07,11.583
2020-03-08,11.513
2020-03-09,11.513
2020-03-10,11.513
2020-03-11,11.513
2020-03-12,11.513
2020-03-13,11.513
2020-03-14,11.513
2020-03-15,11.513
2020-03-16,11.513
2020-03-17,11.513
2020-03-18,11.513
2020-03-19,11.138
2020-03-20,11.138
2020-03-21,11.138
2020-03-22,11.138
2020-03-23,11.138
2020-03-24,11.138
2020-03-25,11.138
2020-03-26,11.138
2020-03-27,11.138
2020-03-28,11.138
2020-03-29,11.138
2020-03-30,11.083
2020-03-31,11.083
2020-04-01,11.083
2020-04-02,11.083
2020-04-03,11.083
2020-04-04,11.083
2020-04-05,10.968
2020-04-06,10.968
2020-04-07,10.968
2020-04-08,10.968
2020-04-09,10.968
2020-04-10,10.968
2020-04-11,10.968
2020-04-12,10.968
2020-04-13,10.968
2020-04-14,10.968
2020-04-15,10.968
2020-04-16,10.968
2020-04-17,10.968
2020-04-18,10.968
2020-04-19,10.968
2020-04-20,10.968
2020-04-21,10.968
2020-04-22,10.968
2020-04-23,10.968
2020-04-24,10.968
2020-04-25,10.968
2020-04-26,10.778
2020-04-27,10.778
2020-04-28,10.598
2020-04-29,10.598
2020-04-30,10.423
2020-05-01,10.423
2020-05-02,10.423
2020-05-03,10.423
2020-05-04,10.423
2020-05-05,10.423
2020-05-06,10.423
2020-05-07,10.423
2020-05-08,10.423
2020-05-09,10.423
2020-05-10,10.423
2020-05-11,10.423
2020-05-12,10.423
2020-05-13,10.423
2020-05-14,10.423
2020-05-15,10.423
2020-05-16,10.423
2020-05-17,10.423
2020-05-18,10.423
2020-05-19,10.423
2020-05-20,10.423
2020-05-21,10.423
2020-05-22,10.423
2020-05-23,10.423
2020-05-24,10.423
2020-05-25,10.423
2020-05-26,10.423
2020-05-27,10.423
2020-05-28,10.423
2020-05-29,10.423
2020-05-30,10.423
2020-05-31,10.423
2020-06-01,10.423
2020-06-02,10.423
2020-06-03,10.423
2020-06-04,10.423
2020-06-05,10.423
2020-06-06,10.423
2020-06-07,10.423
2020-06-08,10.423
2020-06-09,10.423
2020-06-10,10.423
2020-06-11,10.423
2020-06-12,10.423
2020-06-13,10.423
2020-06-14,10.423
2020-06-15,10.423
2020-06-16,10.423
2020-06-17,10.423
2020-06-18,10.423
2020-06-19,10.423
2020-06-20,10.423
2020-06-21,10.423
2020-06-22,10.423
2020-06-23,10.423
2020-06-24,10.423
2020-06-25,10.37
2020-06-26,10.37
2020-06-27,10.37
2020-06-28,10.37
2020-06-29,10.37
2020-06-30,10.37
2020-07-01,10.37
2020-07-02,10.37
2020-07-03,10.37
2020-07-04,10.37
2020-07-05,10.37
2020-07-06,10.37
2020-07-07,10.37
2020-07-08,10.37
2020-07-09,10.37
2020-07-10,10.37
2020-07-11,10.37
2020-07-12,10.37
2020-07-13,10.37
2020-07-14,10.37
2020-07-15,10.37
2020-07-16,10.37
2020-07-17,10.37
2020-07-18,10.37
2020-07-19,10.37
2020-07-20,10.575
2020-07-21,10.575
2020-07-22,10.575
2020-07-23,10.575
2020-07-24,10.575
2020-07-25,10.575
2020-07-26,10.575
2020-07-27,10.575
2020-07-28,10.575
2020-07-29,10.575
2020-07-30,10.695
2020-07-31,10.978
2020-08-01,10.978
2020-08-02,10.978
2020-08-03,10.978
2020-08-04,10.978
2020-08-05,10.978
2020-08-06,10.978
2020-08-07,10.978
2020-08-08,10.978
2020-08-09,10.978
2020-08-10,10.978
2020-08-11,10.978
2020-08-12,10.978
2020-08-13,10.978
2020-08-14,10.978
2020-08-15,10.978
2020-08-16,10.978
2020-08-17,10.978
2020-08-18,10.978
2020-08-19,10.978
2020-08-20,10.978
2020-08-21,10.978
2020-08-22,10.978
2020-08-23,10.978
2020-08-24,10.978
2020-08-25,10.978
2020-08-26,10.62
2020-08-27,10.843
2020-08-28,10.843
2020-08-29,10.843
2020-08-30,10.843
2020-08-31,10.843
2020-09-01,10.843
2020-09-02,10.843
2020-09-03,10.843
2020-09-04,10.843
2020-09-05,10.843
2020-09-06,10.843
2020-09-07,10.89
2020-09-08,10.89
2020-09-09,10.89
2020-09-10,10.89
2020-09-11,10.89
2020-09-12,10.89
2020-09-13,10.89
2020-09-14,10.89
2020-09-15,10.605
2020-09-16,10.605
2020-09-17,10.605
2020-09-18,10.605
2020-09-19,10.605
2020-09-20,10.605
2020-09-21,10.605
2020-09-22,10.603
2020-09-23,10.603
2020-09-24,10.603
2020-09-25,10.603
2020-09-26,10.603
2020-09-27,10.603
2020-09-28,10.603
2020-09-29,10.603
2020-09-30,10.603
2020-10-01,10.603
2020-10-02,10.603
2020-10-03,10.603
2020-10-04,10.603
2020-10-05,10.603
2020-10-06,10.603
2020-10-07,10.603
2020-10-08,10.603
2020-10-09,10.603
2020-10-10,10.603
2020-10-11,10.603
2020-10-12,10.603
2020-10-13,10.603
2020-10-14,10.603
2020-10-15,10.603
2020-10-16,10.603
2020-10-17,10.603
2020-10-18,10.603
2020-10-19,10.603
2020-10-20,10.603
2020-10-21,10.808
2020-10-22,10.808
2020-10-23,10.808
2020-10-24,10.808
