,CNP US Equity
2021-03-26,1.626
2021-03-27,1.626
2021-03-28,1.626
2021-03-29,1.626
2021-03-30,1.626
2021-03-31,1.626
2021-04-01,1.626
2021-04-02,1.626
2021-04-03,1.626
2021-04-04,1.626
2021-04-05,1.626
2021-04-06,1.626
2021-04-07,1.626
2021-04-08,1.626
2021-04-09,1.626
2021-04-10,1.626
2021-04-11,1.626
2021-04-12,1.626
2021-04-13,1.626
2021-04-14,1.626
2021-04-15,1.626
2021-04-16,1.642
2021-04-17,1.642
2021-04-18,1.642
2021-04-19,1.642
2021-04-20,1.642
2021-04-21,1.648
2021-04-22,1.648
2021-04-23,1.631
2021-04-24,1.631
2021-04-25,1.631
2021-04-26,1.617
2021-04-27,1.617
2021-04-28,1.617
2021-04-29,1.62
2021-04-30,1.62
2021-05-01,1.62
2021-05-02,1.62
2021-05-03,1.62
2021-05-04,1.62
2021-05-05,1.62
2021-05-06,1.62
2021-05-07,1.6
2021-05-08,1.603
2021-05-09,1.603
2021-05-10,1.603
2021-05-11,1.603
2021-05-12,1.603
2021-05-13,1.603
2021-05-14,1.603
2021-05-15,1.603
2021-05-16,1.603
2021-05-17,1.603
2021-05-18,1.603
2021-05-19,1.603
2021-05-20,1.603
2021-05-21,1.603
2021-05-22,1.603
2021-05-23,1.603
2021-05-24,1.603
2021-05-25,1.603
2021-05-26,1.603
2021-05-27,1.603
2021-05-28,1.603
2021-05-29,1.603
2021-05-30,1.603
2021-05-31,1.603
2021-06-01,1.603
2021-06-02,1.603
2021-06-03,1.603
2021-06-04,1.603
2021-06-05,1.603
2021-06-06,1.603
2021-06-07,1.603
2021-06-08,1.603
2021-06-09,1.603
2021-06-10,1.603
2021-06-11,1.603
2021-06-12,1.603
2021-06-13,1.603
2021-06-14,1.603
2021-06-15,1.603
2021-06-16,1.603
2021-06-17,1.603
2021-06-18,1.603
2021-06-19,1.603
2021-06-20,1.603
2021-06-21,1.603
2021-06-22,1.603
2021-06-23,1.603
2021-06-24,1.603
2021-06-25,1.603
2021-06-26,1.603
2021-06-27,1.603
2021-06-28,1.603
2021-06-29,1.603
2021-06-30,1.603
2021-07-01,1.603
2021-07-02,1.603
2021-07-03,1.603
2021-07-04,1.603
2021-07-05,1.603
2021-07-06,1.603
2021-07-07,1.603
2021-07-08,1.597
2021-07-09,1.597
2021-07-10,1.597
2021-07-11,1.597
2021-07-12,1.597
2021-07-13,1.575
2021-07-14,1.575
2021-07-15,1.575
2021-07-16,1.575
2021-07-17,1.575
2021-07-18,1.575
2021-07-19,1.575
2021-07-20,1.575
2021-07-21,1.575
2021-07-22,1.575
2021-07-23,1.575
2021-07-24,1.575
2021-07-25,1.575
2021-07-26,1.575
2021-07-27,1.575
2021-07-28,1.575
2021-07-29,1.575
2021-07-30,1.575
2021-07-31,1.575
2021-08-01,1.575
2021-08-02,1.575
2021-08-03,1.575
2021-08-04,1.575
2021-08-05,1.578
2021-08-06,1.578
2021-08-07,1.588
2021-08-08,1.588
2021-08-09,1.588
2021-08-10,1.588
2021-08-11,1.588
2021-08-12,1.588
2021-08-13,1.588
2021-08-14,1.588
2021-08-15,1.588
2021-08-16,1.588
2021-08-17,1.588
2021-08-18,1.588
2021-08-19,1.588
2021-08-20,1.588
2021-08-21,1.588
2021-08-22,1.588
2021-08-23,1.588
2021-08-24,1.59
2021-08-25,1.59
2021-08-26,1.59
2021-08-27,1.59
2021-08-28,1.59
2021-08-29,1.59
2021-08-30,1.59
2021-08-31,1.59
2021-09-01,1.592
2021-09-02,1.592
2021-09-03,1.592
2021-09-04,1.592
2021-09-05,1.592
2021-09-06,1.592
2021-09-07,1.592
2021-09-08,1.592
2021-09-09,1.592
2021-09-10,1.592
2021-09-11,1.592
2021-09-12,1.592
2021-09-13,1.592
2021-09-14,1.592
2021-09-15,1.592
2021-09-16,1.592
2021-09-17,1.592
2021-09-18,1.592
2021-09-19,1.592
2021-09-20,1.592
2021-09-21,1.563
2021-09-22,1.563
2021-09-23,1.58
2021-09-24,1.587
2021-09-25,1.587
2021-09-26,1.587
2021-09-27,1.587
2021-09-28,1.587
2021-09-29,1.587
2021-09-30,1.587
2021-10-01,1.587
2021-10-02,1.587
2021-10-03,1.587
2021-10-04,1.587
2021-10-05,1.587
2021-10-06,1.587
2021-10-07,1.587
2021-10-08,1.587
2021-10-09,1.587
2021-10-10,1.587
2021-10-11,1.587
2021-10-12,1.587
2021-10-13,1.587
2021-10-14,1.587
2021-10-15,1.587
2021-10-16,1.587
2021-10-17,1.587
2021-10-18,1.587
2021-10-19,1.592
2021-10-20,1.592
2021-10-21,1.592
2021-10-22,1.592
2021-10-23,1.592
2021-10-24,1.592
2021-10-25,1.592
2021-10-26,1.592
2021-10-27,1.592
2021-10-28,1.592
2021-10-29,1.592
2021-10-30,1.592
2021-10-31,1.592
2021-11-01,1.592
2021-11-02,1.592
2021-11-03,1.592
2021-11-04,1.593
2021-11-05,1.593
2021-11-06,1.593
2021-11-07,1.593
2021-11-08,1.593
2021-11-09,1.593
2021-11-10,1.593
2021-11-11,1.593
2021-11-12,1.593
2021-11-13,1.593
2021-11-14,1.593
2021-11-15,1.593
2021-11-16,1.593
2021-11-17,1.593
2021-11-18,1.593
2021-11-19,1.593
2021-11-20,1.593
2021-11-21,1.593
2021-11-22,1.593
2021-11-23,1.593
2021-11-24,1.593
2021-11-25,1.593
2021-11-26,1.593
2021-11-27,1.593
2021-11-28,1.593
2021-11-29,1.593
2021-11-30,1.593
2021-12-01,1.597
2021-12-02,1.597
2021-12-03,1.597
2021-12-04,1.597
2021-12-05,1.597
2021-12-06,1.597
2021-12-07,1.595
2021-12-08,1.595
2021-12-09,1.595
2021-12-10,1.595
2021-12-11,1.595
2021-12-12,1.594
2021-12-13,1.594
2021-12-14,1.594
2021-12-15,1.594
2021-12-16,1.594
2021-12-17,1.594
2021-12-18,1.594
2021-12-19,1.594
2021-12-20,1.594
2021-12-21,1.594
2021-12-22,1.594
2021-12-23,1.594
2021-12-24,1.594
2021-12-25,1.594
2021-12-26,1.594
2021-12-27,1.594
2021-12-28,1.594
2021-12-29,1.594
2021-12-30,1.594
2021-12-31,1.594
2022-01-01,1.594
2022-01-02,1.594
2022-01-03,1.594
2022-01-04,1.594
2022-01-05,1.594
2022-01-06,1.594
2022-01-07,1.594
2022-01-08,1.594
2022-01-09,1.594
2022-01-10,1.594
2022-01-11,1.594
2022-01-12,1.593
2022-01-13,1.593
2022-01-14,1.593
2022-01-15,1.593
2022-01-16,1.593
2022-01-17,1.593
2022-01-18,1.593
2022-01-19,1.596
2022-01-20,1.607
2022-01-21,1.607
2022-01-22,1.607
2022-01-23,1.607
2022-01-24,1.606
2022-01-25,1.606
2022-01-26,1.606
2022-01-27,1.606
2022-01-28,1.606
2022-01-29,1.606
2022-01-30,1.607
2022-01-31,1.607
2022-02-01,1.607
2022-02-02,1.607
2022-02-03,1.607
2022-02-04,1.607
2022-02-05,1.607
2022-02-06,1.607
2022-02-07,1.607
2022-02-08,1.607
2022-02-09,1.607
2022-02-10,1.607
2022-02-11,1.607
2022-02-12,1.607
2022-02-13,1.607
2022-02-14,1.607
2022-02-15,1.607
2022-02-16,1.607
2022-02-17,1.607
2022-02-18,1.607
2022-02-19,1.607
2022-02-20,1.607
2022-02-21,1.607
2022-02-22,1.607
2022-02-23,1.609
2022-02-24,1.608
2022-02-25,1.608
2022-02-26,1.608
2022-02-27,1.608
2022-02-28,1.608
2022-03-01,1.608
2022-03-02,1.608
2022-03-03,1.608
2022-03-04,1.608
2022-03-05,1.608
2022-03-06,1.608
2022-03-07,1.608
2022-03-08,1.608
2022-03-09,1.608
2022-03-10,1.608
2022-03-11,1.608
2022-03-12,1.608
2022-03-13,1.608
2022-03-14,1.608
2022-03-15,1.608
2022-03-16,1.608
2022-03-17,1.608
2022-03-18,1.608
2022-03-19,1.608
2022-03-20,1.608
2022-03-21,1.608
2022-03-22,1.608
2022-03-23,1.608
2022-03-24,1.603
2022-03-25,1.603
2022-03-26,1.603
2022-03-27,1.603
2022-03-28,1.603
2022-03-29,1.603
2022-03-30,1.603
2022-03-31,1.602
2022-04-01,1.602
2022-04-02,1.602
2022-04-03,1.602
2022-04-04,1.602
2022-04-05,1.602
2022-04-06,1.602
2022-04-07,1.602
2022-04-08,1.602
2022-04-09,1.602
2022-04-10,1.602
2022-04-11,1.602
2022-04-12,1.602
2022-04-13,1.602
2022-04-14,1.602
2022-04-15,1.602
2022-04-16,1.602
2022-04-17,1.602
2022-04-18,1.602
2022-04-19,1.602
2022-04-20,1.603
2022-04-21,1.602
2022-04-22,1.602
2022-04-23,1.602
2022-04-24,1.602
2022-04-25,1.602
2022-04-26,1.602
2022-04-27,1.602
2022-04-28,1.602
2022-04-29,1.602
2022-04-30,1.602
2022-05-01,1.602
2022-05-02,1.604
2022-05-03,1.605
2022-05-04,1.606
2022-05-05,1.606
2022-05-06,1.606
2022-05-07,1.606
2022-05-08,1.606
2022-05-09,1.606
2022-05-10,1.606
2022-05-11,1.606
2022-05-12,1.606
2022-05-13,1.607
2022-05-14,1.607
2022-05-15,1.607
2022-05-16,1.607
2022-05-17,1.607
2022-05-18,1.607
2022-05-19,1.607
2022-05-20,1.607
2022-05-21,1.607
2022-05-22,1.607
2022-05-23,1.607
2022-05-24,1.607
2022-05-25,1.606
2022-05-26,1.606
2022-05-27,1.606
2022-05-28,1.606
2022-05-29,1.606
2022-05-30,1.606
2022-05-31,1.606
2022-06-01,1.606
2022-06-02,1.606
2022-06-03,1.606
2022-06-04,1.606
2022-06-05,1.607
2022-06-06,1.607
2022-06-07,1.607
2022-06-08,1.607
2022-06-09,1.607
2022-06-10,1.607
2022-06-11,1.607
2022-06-12,1.607
2022-06-13,1.607
2022-06-14,1.607
2022-06-15,1.607
2022-06-16,1.607
2022-06-17,1.607
2022-06-18,1.607
2022-06-19,1.607
2022-06-20,1.607
2022-06-21,1.607
2022-06-22,1.607
2022-06-23,1.607
2022-06-24,1.607
2022-06-25,1.607
2022-06-26,1.607
2022-06-27,1.607
2022-06-28,1.607
2022-06-29,1.607
2022-06-30,1.607
2022-07-01,1.607
2022-07-02,1.607
2022-07-03,1.607
2022-07-04,1.607
2022-07-05,1.607
2022-07-06,1.607
2022-07-07,1.607
2022-07-08,1.607
2022-07-09,1.607
2022-07-10,1.607
2022-07-11,1.607
2022-07-12,1.607
2022-07-13,1.607
2022-07-14,1.607
2022-07-15,1.608
2022-07-16,1.608
2022-07-17,1.608
2022-07-18,1.608
2022-07-19,1.608
2022-07-20,1.607
2022-07-21,1.615
2022-07-22,1.615
2022-07-23,1.615
2022-07-24,1.615
2022-07-25,1.615
2022-07-26,1.615
2022-07-27,1.615
2022-07-28,1.615
2022-07-29,1.615
2022-07-30,1.615
2022-07-31,1.615
2022-08-01,1.615
2022-08-02,1.621
2022-08-03,1.623
2022-08-04,1.69
2022-08-05,1.69
2022-08-06,1.69
2022-08-07,1.696
2022-08-08,1.629
2022-08-09,1.629
2022-08-10,1.629
2022-08-11,1.629
2022-08-12,1.629
2022-08-13,1.629
2022-08-14,1.629
2022-08-15,1.627
2022-08-16,1.628
2022-08-17,1.628
2022-08-18,1.628
2022-08-19,1.628
2022-08-20,1.628
2022-08-21,1.628
2022-08-22,1.628
2022-08-23,1.628
2022-08-24,1.628
2022-08-25,1.628
2022-08-26,1.628
2022-08-27,1.628
2022-08-28,1.628
2022-08-29,1.628
2022-08-30,1.628
2022-08-31,1.628
2022-09-01,1.621
2022-09-02,1.621
2022-09-03,1.621
2022-09-04,1.621
2022-09-05,1.621
2022-09-06,1.631
2022-09-07,1.631
2022-09-08,1.631
2022-09-09,1.591
2022-09-10,1.591
2022-09-11,1.591
2022-09-12,1.591
2022-09-13,1.591
2022-09-14,1.591
2022-09-15,1.591
2022-09-16,1.591
2022-09-17,1.591
2022-09-18,1.591
2022-09-19,1.591
2022-09-20,1.591
2022-09-21,1.591
2022-09-22,1.591
2022-09-23,1.591
2022-09-24,1.591
2022-09-25,1.591
2022-09-26,1.591
2022-09-27,1.591
2022-09-28,1.591
2022-09-29,1.591
2022-09-30,1.591
2022-10-01,1.591
2022-10-02,1.591
2022-10-03,1.591
2022-10-04,1.591
2022-10-05,1.591
2022-10-06,1.591
2022-10-07,1.591
2022-10-08,1.591
2022-10-09,1.591
2022-10-10,1.591
2022-10-11,1.591
2022-10-12,1.591
2022-10-13,1.591
2022-10-14,1.591
2022-10-15,1.591
2022-10-16,1.591
2022-10-17,1.591
2022-10-18,1.591
2022-10-19,1.591
2022-10-20,1.581
2022-10-21,1.583
2022-10-22,1.583
2022-10-23,1.583
2022-10-24,1.583
2022-10-25,1.584
2022-10-26,1.584
2022-10-27,1.584
2022-10-28,1.584
2022-10-29,1.584
2022-10-30,1.584
2022-10-31,1.584
2022-11-01,1.582
2022-11-02,1.582
2022-11-03,1.582
2022-11-04,1.582
2022-11-05,1.582
2022-11-06,1.582
2022-11-07,1.582
2022-11-08,1.581
2022-11-09,1.581
2022-11-10,1.579
2022-11-11,1.579
2022-11-12,1.579
2022-11-13,1.579
2022-11-14,1.579
2022-11-15,1.579
2022-11-16,1.579
2022-11-17,1.579
2022-11-18,1.579
2022-11-19,1.579
2022-11-20,1.576
2022-11-21,1.576
2022-11-22,1.576
2022-11-23,1.576
2022-11-24,1.576
2022-11-25,1.576
2022-11-26,1.576
2022-11-27,1.576
2022-11-28,1.576
2022-11-29,1.576
2022-11-30,1.576
2022-12-01,1.576
2022-12-02,1.615
2022-12-03,1.615
2022-12-04,1.615
2022-12-05,1.615
2022-12-06,1.615
2022-12-07,1.615
2022-12-08,1.615
2022-12-09,1.615
2022-12-10,1.615
2022-12-11,1.615
2022-12-12,1.615
2022-12-13,1.615
2022-12-14,1.615
2022-12-15,1.615
2022-12-16,1.615
2022-12-17,1.615
2022-12-18,1.615
2022-12-19,1.615
2022-12-20,1.615
2022-12-21,1.615
2022-12-22,1.615
2022-12-23,1.615
2022-12-24,1.615
2022-12-25,1.615
2022-12-26,1.615
2022-12-27,1.615
2022-12-28,1.615
2022-12-29,1.615
2022-12-30,1.615
2022-12-31,1.615
2023-01-01,1.615
2023-01-02,1.615
2023-01-03,1.615
2023-01-04,1.615
2023-01-05,1.615
2023-01-06,1.614
2023-01-07,1.614
2023-01-08,1.614
2023-01-09,1.614
2023-01-10,1.614
2023-01-11,1.614
2023-01-12,1.614
2023-01-13,1.614
2023-01-14,1.614
2023-01-15,1.614
2023-01-16,1.614
2023-01-17,1.613
2023-01-18,1.613
2023-01-19,1.613
2023-01-20,1.613
2023-01-21,1.613
2023-01-22,1.612
2023-01-23,1.612
2023-01-24,1.612
2023-01-25,1.612
2023-01-26,1.612
2023-01-27,1.612
2023-01-28,1.612
2023-01-29,1.612
2023-01-30,1.612
2023-01-31,1.612
2023-02-01,1.612
2023-02-02,1.612
2023-02-03,1.612
2023-02-04,1.612
2023-02-05,1.612
2023-02-06,1.612
2023-02-07,1.612
2023-02-08,1.612
2023-02-09,1.612
2023-02-10,1.612
2023-02-11,1.612
2023-02-12,1.612
2023-02-13,1.612
2023-02-14,1.612
2023-02-15,1.612
2023-02-16,1.612
2023-02-17,1.612
2023-02-18,1.612
2023-02-19,1.611
2023-02-20,1.611
2023-02-21,1.611
2023-02-22,1.611
2023-02-23,1.611
2023-02-24,1.611
2023-02-25,1.611
2023-02-26,1.611
2023-02-27,1.611
2023-02-28,1.611
2023-03-01,1.612
2023-03-02,1.614
2023-03-03,1.615
2023-03-04,1.615
2023-03-05,1.615
2023-03-06,1.615
2023-03-07,1.615
2023-03-08,1.615
2023-03-09,1.615
2023-03-10,1.615
2023-03-11,1.615
2023-03-12,1.615
2023-03-13,1.615
2023-03-14,1.615
2023-03-15,1.615
2023-03-16,1.615
2023-03-17,1.615
2023-03-18,1.615
2023-03-19,1.615
2023-03-20,1.615
2023-03-21,1.615
2023-03-22,1.615
2023-03-23,1.615
2023-03-24,1.614
2023-03-25,1.614
2023-03-26,1.614
2023-03-27,1.614
2023-03-28,1.614
2023-03-29,1.616
2023-03-30,1.616
2023-03-31,1.616
2023-04-01,1.616
2023-04-02,1.616
2023-04-03,1.616
2023-04-04,1.616
2023-04-05,1.616
2023-04-06,1.616
2023-04-07,1.616
2023-04-08,1.616
2023-04-09,1.616
2023-04-10,1.616
2023-04-11,1.616
2023-04-12,1.616
2023-04-13,1.616
2023-04-14,1.616
2023-04-15,1.616
2023-04-16,1.616
2023-04-17,1.616
2023-04-18,1.616
2023-04-19,1.615
2023-04-20,1.615
2023-04-21,1.615
2023-04-22,1.615
2023-04-23,1.615
2023-04-24,1.615
2023-04-25,1.615
2023-04-26,1.615
2023-04-27,1.615
2023-04-28,1.615
2023-04-29,1.615
2023-04-30,1.615
2023-05-01,1.615
2023-05-02,1.614
2023-05-03,1.614
2023-05-04,1.614
2023-05-05,1.614
2023-05-06,1.614
2023-05-07,1.614
2023-05-08,1.614
2023-05-09,1.614
2023-05-10,1.614
2023-05-11,1.614
2023-05-12,1.614
2023-05-13,1.614
2023-05-14,1.614
2023-05-15,1.614
2023-05-16,1.614
2023-05-17,1.614
2023-05-18,1.614
2023-05-19,1.614
2023-05-20,1.614
2023-05-21,1.614
2023-05-22,1.614
2023-05-23,1.614
2023-05-24,1.614
2023-05-25,1.614
2023-05-26,1.614
2023-05-27,1.614
2023-05-28,1.614
2023-05-29,1.614
2023-05-30,1.614
2023-05-31,1.614
2023-06-01,1.614
2023-06-02,1.614
2023-06-03,1.614
2023-06-04,1.614
2023-06-05,1.614
2023-06-06,1.608
2023-06-07,1.609
2023-06-08,1.609
2023-06-09,1.609
2023-06-10,1.609
2023-06-11,1.608
2023-06-12,1.608
2023-06-13,1.608
2023-06-14,1.608
2023-06-15,1.608
2023-06-16,1.608
2023-06-17,1.608
2023-06-18,1.608
2023-06-19,1.608
2023-06-20,1.608
2023-06-21,1.608
2023-06-22,1.608
2023-06-23,1.608
2023-06-24,1.608
2023-06-25,1.608
2023-06-26,1.608
2023-06-27,1.609
