,ETN US Equity
2023-06-24,9.305
2023-06-25,9.305
2023-06-26,9.305
2023-06-27,9.311
2023-06-28,9.326
2023-06-29,9.326
2023-06-30,9.326
2023-07-01,9.326
2023-07-02,9.326
2023-07-03,9.326
2023-07-04,9.326
2023-07-05,9.326
2023-07-06,9.342
2023-07-07,9.352
2023-07-08,9.352
2023-07-09,9.352
2023-07-10,9.367
2023-07-11,9.367
2023-07-12,9.367
2023-07-13,9.373
2023-07-14,9.373
2023-07-15,9.373
2023-07-16,9.373
2023-07-17,9.388
2023-07-18,9.388
2023-07-19,9.387
2023-07-20,9.387
2023-07-21,9.387
2023-07-22,9.387
2023-07-23,9.387
2023-07-24,9.387
2023-07-25,9.387
2023-07-26,9.387
2023-07-27,9.387
2023-07-28,9.387
2023-07-29,9.387
2023-07-30,9.387
2023-07-31,9.387
2023-08-01,9.5
2023-08-02,9.607
2023-08-03,9.642
2023-08-04,9.667
2023-08-05,9.667
2023-08-06,9.667
2023-08-07,9.667
2023-08-08,9.667
2023-08-09,9.678
2023-08-10,9.678
2023-08-11,9.678
2023-08-12,9.678
2023-08-13,9.678
2023-08-14,9.723
2023-08-15,9.723
2023-08-16,9.723
2023-08-17,9.723
2023-08-18,9.723
2023-08-19,9.723
2023-08-20,9.723
2023-08-21,9.723
2023-08-22,9.723
2023-08-23,9.723
2023-08-24,9.723
2023-08-25,9.723
2023-08-26,9.723
2023-08-27,9.723
2023-08-28,9.723
2023-08-29,9.723
2023-08-30,9.724
2023-08-31,9.724
2023-09-01,9.724
2023-09-02,9.724
2023-09-03,9.724
2023-09-04,9.724
2023-09-05,9.724
2023-09-06,9.724
2023-09-07,9.724
2023-09-08,9.724
2023-09-09,9.724
2023-09-10,9.724
2023-09-11,9.726
2023-09-12,9.726
2023-09-13,9.726
2023-09-14,9.726
2023-09-15,9.726
2023-09-16,9.726
2023-09-17,9.726
2023-09-18,9.726
2023-09-19,9.728
2023-09-20,9.728
2023-09-21,9.728
2023-09-22,9.728
2023-09-23,9.728
2023-09-24,9.728
2023-09-25,9.732
2023-09-26,9.734
2023-09-27,9.729
2023-09-28,9.729
2023-09-29,9.73
2023-09-30,9.73
2023-10-01,9.73
2023-10-02,9.73
2023-10-03,9.74
2023-10-04,9.742
2023-10-05,9.742
2023-10-06,9.751
2023-10-07,9.751
2023-10-08,9.751
2023-10-09,9.767
2023-10-10,9.767
2023-10-11,9.767
2023-10-12,9.767
2023-10-13,9.767
2023-10-14,9.767
2023-10-15,9.767
2023-10-16,9.761
2023-10-17,9.761
2023-10-18,9.801
2023-10-19,9.801
2023-10-20,9.808
2023-10-21,9.808
2023-10-22,9.81
2023-10-23,9.81
2023-10-24,9.81
2023-10-25,9.81
2023-10-26,9.81
2023-10-27,9.81
2023-10-28,9.81
2023-10-29,9.81
2023-10-30,9.81
2023-10-31,9.835
2023-11-01,9.848
2023-11-02,9.855
2023-11-03,9.885
2023-11-04,9.885
2023-11-05,9.885
2023-11-06,9.891
2023-11-07,9.891
2023-11-08,9.907
2023-11-09,9.907
2023-11-10,9.92
2023-11-11,9.92
2023-11-12,9.931
2023-11-13,9.931
2023-11-14,9.929
2023-11-15,9.929
2023-11-16,9.945
2023-11-17,9.945
2023-11-18,9.945
2023-11-19,9.945
2023-11-20,9.945
2023-11-21,9.945
2023-11-22,9.945
2023-11-23,9.945
2023-11-24,9.945
2023-11-25,9.945
2023-11-26,9.945
2023-11-27,9.945
2023-11-28,9.945
2023-11-29,9.945
2023-11-30,9.945
2023-12-01,9.945
2023-12-02,9.945
2023-12-03,9.945
2023-12-04,9.945
2023-12-05,9.945
2023-12-06,9.945
2023-12-07,9.945
2023-12-08,9.944
2023-12-09,9.944
2023-12-10,9.959
2023-12-11,9.959
2023-12-12,9.959
2023-12-13,9.961
2023-12-14,9.961
2023-12-15,9.961
2023-12-16,9.961
2023-12-17,9.961
2023-12-18,9.961
2023-12-19,9.961
2023-12-20,9.961
2023-12-21,9.961
2023-12-22,9.964
2023-12-23,9.964
2023-12-24,9.964
2023-12-25,9.964
2023-12-26,9.964
2023-12-27,9.964
2023-12-28,9.964
2023-12-29,9.964
2023-12-30,9.964
2023-12-31,9.964
2024-01-01,9.964
2024-01-02,9.966
2024-01-03,9.97
2024-01-04,9.97
2024-01-05,9.973
2024-01-06,9.973
2024-01-07,9.98
2024-01-08,9.975
2024-01-09,9.967
2024-01-10,9.967
2024-01-11,9.967
2024-01-12,9.967
2024-01-13,9.967
2024-01-14,9.967
2024-01-15,9.967
2024-01-16,9.967
2024-01-17,9.967
2024-01-18,10.007
2024-01-19,10.007
2024-01-20,10.007
2024-01-21,10.007
2024-01-22,10.009
2024-01-23,10.009
2024-01-24,10.009
2024-01-25,10.009
2024-01-26,10.009
2024-01-27,10.009
2024-01-28,10.009
2024-01-29,10.009
2024-01-30,10.009
2024-01-31,10.01
2024-02-01,10.095
2024-02-02,10.076
2024-02-03,10.098
2024-02-04,10.098
2024-02-05,10.122
2024-02-06,10.123
2024-02-07,10.123
2024-02-08,10.123
2024-02-09,10.123
2024-02-10,10.123
2024-02-11,10.123
2024-02-12,10.123
2024-02-13,10.123
2024-02-14,10.123
2024-02-15,10.125
2024-02-16,10.127
2024-02-17,10.127
2024-02-18,10.127
2024-02-19,10.139
2024-02-20,10.139
2024-02-21,10.139
2024-02-22,10.139
2024-02-23,10.141
2024-02-24,10.141
2024-02-25,10.141
2024-02-26,10.137
2024-02-27,10.137
2024-02-28,10.137
2024-02-29,10.137
2024-03-01,10.137
2024-03-02,10.137
2024-03-03,10.137
2024-03-04,10.135
2024-03-05,10.191
2024-03-06,10.191
2024-03-07,10.191
2024-03-08,10.191
2024-03-09,10.191
2024-03-10,10.191
2024-03-11,10.191
2024-03-12,10.195
2024-03-13,10.195
2024-03-14,10.195
2024-03-15,10.195
2024-03-16,10.195
2024-03-17,10.195
2024-03-18,10.195
2024-03-19,10.198
2024-03-20,10.143
2024-03-21,10.143
2024-03-22,10.143
2024-03-23,10.143
2024-03-24,10.143
2024-03-25,10.143
2024-03-26,10.143
2024-03-27,10.143
2024-03-28,10.145
2024-03-29,10.145
2024-03-30,10.145
2024-03-31,10.145
2024-04-01,10.145
2024-04-02,10.148
2024-04-03,10.152
2024-04-04,10.186
2024-04-05,10.186
2024-04-06,10.186
2024-04-07,10.186
2024-04-08,10.186
