,MTZ US Equity
2023-06-24,6.228
2023-06-25,6.228
2023-06-26,6.228
2023-06-27,6.228
2023-06-28,6.228
2023-06-29,6.228
2023-06-30,6.228
2023-07-01,6.228
2023-07-02,6.228
2023-07-03,6.228
2023-07-04,6.228
2023-07-05,6.228
2023-07-06,6.228
2023-07-07,6.228
2023-07-08,6.228
2023-07-09,6.228
2023-07-10,6.228
2023-07-11,6.228
2023-07-12,6.228
2023-07-13,6.228
2023-07-14,6.228
2023-07-15,6.228
2023-07-16,6.228
2023-07-17,6.228
2023-07-18,6.228
2023-07-19,6.228
2023-07-20,6.228
2023-07-21,6.228
2023-07-22,6.228
2023-07-23,6.228
2023-07-24,6.228
2023-07-25,6.228
2023-07-26,6.228
2023-07-27,6.228
2023-07-28,6.228
2023-07-29,6.228
2023-07-30,6.228
2023-07-31,6.228
2023-08-01,6.228
2023-08-02,6.228
2023-08-03,6.228
2023-08-04,5.961
2023-08-05,5.961
2023-08-06,5.961
2023-08-07,5.61
2023-08-08,5.61
2023-08-09,5.61
2023-08-10,5.61
2023-08-11,5.61
2023-08-12,5.61
2023-08-13,5.61
2023-08-14,5.61
2023-08-15,5.61
2023-08-16,5.61
2023-08-17,5.546
2023-08-18,5.546
2023-08-19,5.546
2023-08-20,5.546
2023-08-21,5.565
2023-08-22,5.565
2023-08-23,5.565
2023-08-24,5.565
2023-08-25,5.565
2023-08-26,5.565
2023-08-27,5.565
2023-08-28,5.565
2023-08-29,5.659
2023-08-30,5.659
2023-08-31,5.659
2023-09-01,5.627
2023-09-02,5.627
2023-09-03,5.627
2023-09-04,5.627
2023-09-05,5.627
2023-09-06,5.627
2023-09-07,5.627
2023-09-08,5.627
2023-09-09,5.627
2023-09-10,5.627
2023-09-11,5.627
2023-09-12,5.627
2023-09-13,5.627
2023-09-14,5.627
2023-09-15,5.627
2023-09-16,5.627
2023-09-17,5.627
2023-09-18,5.54
2023-09-19,5.54
2023-09-20,5.54
2023-09-21,5.54
2023-09-22,5.54
2023-09-23,5.54
2023-09-24,5.519
2023-09-25,5.519
2023-09-26,5.519
2023-09-27,5.519
2023-09-28,5.519
2023-09-29,5.519
2023-09-30,5.519
2023-10-01,5.519
2023-10-02,5.519
2023-10-03,5.519
2023-10-04,5.519
2023-10-05,5.519
2023-10-06,5.519
2023-10-07,5.519
2023-10-08,5.519
2023-10-09,5.519
2023-10-10,5.519
2023-10-11,5.519
2023-10-12,5.363
2023-10-13,5.363
2023-10-14,5.363
2023-10-15,5.363
2023-10-16,5.326
2023-10-17,5.27
2023-10-18,5.27
2023-10-19,5.253
2023-10-20,5.253
2023-10-21,5.253
2023-10-22,5.253
2023-10-23,5.176
2023-10-24,5.176
2023-10-25,5.176
2023-10-26,5.176
2023-10-27,5.176
2023-10-28,5.176
2023-10-29,5.176
2023-10-30,5.176
2023-10-31,5.176
2023-11-01,3.322
2023-11-02,2.829
2023-11-03,2.829
2023-11-04,2.691
2023-11-05,2.691
2023-11-06,2.691
2023-11-07,2.691
2023-11-08,2.691
2023-11-09,2.691
2023-11-10,2.691
2023-11-11,2.691
2023-11-12,2.691
2023-11-13,2.691
2023-11-14,2.661
2023-11-15,2.525
2023-11-16,2.525
2023-11-17,2.525
2023-11-18,2.525
2023-11-19,2.525
2023-11-20,2.525
2023-11-21,2.525
2023-11-22,2.525
2023-11-23,2.525
2023-11-24,2.525
2023-11-25,2.525
2023-11-26,2.525
2023-11-27,2.525
2023-11-28,2.525
2023-11-29,2.525
2023-11-30,2.525
2023-12-01,2.525
2023-12-02,2.525
2023-12-03,2.525
2023-12-04,2.525
2023-12-05,2.525
2023-12-06,2.525
2023-12-07,2.525
2023-12-08,2.525
2023-12-09,2.525
2023-12-10,2.525
2023-12-11,2.525
2023-12-12,2.525
2023-12-13,2.525
2023-12-14,2.525
2023-12-15,2.525
2023-12-16,2.525
2023-12-17,2.525
2023-12-18,2.525
2023-12-19,2.525
2023-12-20,2.525
2023-12-21,2.525
2023-12-22,2.525
2023-12-23,2.525
2023-12-24,2.525
2023-12-25,2.525
2023-12-26,2.525
2023-12-27,2.525
2023-12-28,2.525
2023-12-29,2.525
2023-12-30,2.525
2023-12-31,2.525
2024-01-01,2.525
2024-01-02,2.525
2024-01-03,2.525
2024-01-04,2.525
2024-01-05,2.525
2024-01-06,2.525
2024-01-07,2.525
2024-01-08,2.525
2024-01-09,2.585
2024-01-10,2.585
2024-01-11,2.585
2024-01-12,2.585
2024-01-13,2.585
2024-01-14,2.585
2024-01-15,2.585
2024-01-16,2.577
2024-01-17,2.577
2024-01-18,2.577
2024-01-19,2.577
2024-01-20,2.577
2024-01-21,2.577
2024-01-22,2.577
2024-01-23,2.577
2024-01-24,2.577
2024-01-25,2.535
2024-01-26,2.535
2024-01-27,2.535
2024-01-28,2.535
2024-01-29,2.559
2024-01-30,2.559
2024-01-31,2.559
2024-02-01,2.559
2024-02-02,2.504
2024-02-03,2.504
2024-02-04,2.504
2024-02-05,2.504
2024-02-06,2.504
2024-02-07,2.504
2024-02-08,2.504
2024-02-09,2.504
2024-02-10,2.504
2024-02-11,2.504
2024-02-12,2.504
2024-02-13,2.504
2024-02-14,2.504
2024-02-15,2.504
2024-02-16,2.504
2024-02-17,2.504
2024-02-18,2.504
2024-02-19,2.504
2024-02-20,2.504
2024-02-21,2.504
2024-02-22,2.504
2024-02-23,2.504
2024-02-24,2.504
2024-02-25,2.504
2024-02-26,2.504
2024-02-27,2.504
2024-02-28,2.504
2024-02-29,2.504
2024-03-01,2.56
2024-03-02,2.486
2024-03-03,2.473
2024-03-04,2.61
2024-03-05,2.651
2024-03-06,2.651
2024-03-07,2.651
2024-03-08,2.651
2024-03-09,2.651
2024-03-10,2.651
2024-03-11,2.651
2024-03-12,2.651
2024-03-13,2.656
2024-03-14,2.656
2024-03-15,2.656
2024-03-16,2.641
2024-03-17,2.641
2024-03-18,2.641
2024-03-19,2.641
2024-03-20,2.641
2024-03-21,2.641
2024-03-22,2.641
2024-03-23,2.641
2024-03-24,2.641
2024-03-25,2.641
2024-03-26,2.641
2024-03-27,2.641
2024-03-28,2.641
2024-03-29,2.641
2024-03-30,2.641
2024-03-31,2.641
2024-04-01,2.641
2024-04-02,2.641
2024-04-03,2.641
2024-04-04,2.641
2024-04-05,2.641
2024-04-06,2.641
2024-04-07,2.641
2024-04-08,2.641
