,WHR US Equity
2021-04-16,26.57
2021-04-17,26.57
2021-04-18,26.57
2021-04-19,26.315
2021-04-20,26.315
2021-04-21,26.315
2021-04-22,25.385
2021-04-23,25.385
2021-04-24,25.385
2021-04-25,25.385
2021-04-26,25.385
2021-04-27,25.385
2021-04-28,25.385
2021-04-29,25.385
2021-04-30,25.385
2021-05-01,25.385
2021-05-02,25.385
2021-05-03,25.385
2021-05-04,25.385
2021-05-05,25.385
2021-05-06,25.385
2021-05-07,25.385
2021-05-08,25.385
2021-05-09,25.385
2021-05-10,25.385
2021-05-11,25.385
2021-05-12,25.385
2021-05-13,25.385
2021-05-14,25.385
2021-05-15,25.385
2021-05-16,25.385
2021-05-17,25.385
2021-05-18,25.385
2021-05-19,25.385
2021-05-20,25.385
2021-05-21,25.385
2021-05-22,25.385
2021-05-23,25.385
2021-05-24,25.385
2021-05-25,25.385
2021-05-26,25.385
2021-05-27,25.385
2021-05-28,25.385
2021-05-29,25.385
2021-05-30,25.385
2021-05-31,25.385
2021-06-01,25.385
2021-06-02,25.385
2021-06-03,25.385
2021-06-04,25.385
2021-06-05,25.385
2021-06-06,25.385
2021-06-07,25.385
2021-06-08,25.385
2021-06-09,25.385
2021-06-10,25.385
2021-06-11,25.385
2021-06-12,25.385
2021-06-13,25.385
2021-06-14,25.385
2021-06-15,25.385
2021-06-16,25.385
2021-06-17,25.385
2021-06-18,25.385
2021-06-19,25.385
2021-06-20,25.385
2021-06-21,25.385
2021-06-22,25.385
2021-06-23,25.385
2021-06-24,25.385
2021-06-25,25.385
2021-06-26,25.385
2021-06-27,25.385
2021-06-28,25.385
2021-06-29,25.385
2021-06-30,25.385
2021-07-01,25.385
2021-07-02,25.385
2021-07-03,25.385
2021-07-04,25.385
2021-07-05,25.385
2021-07-06,25.385
2021-07-07,25.385
2021-07-08,25.385
2021-07-09,25.385
2021-07-10,25.385
2021-07-11,25.385
2021-07-12,25.385
2021-07-13,25.385
2021-07-14,25.385
2021-07-15,25.385
2021-07-16,25.385
2021-07-17,25.385
2021-07-18,25.385
2021-07-19,25.38
2021-07-20,25.38
2021-07-21,25.38
2021-07-22,25.59
2021-07-23,25.59
2021-07-24,25.59
2021-07-25,25.59
2021-07-26,25.59
2021-07-27,25.59
2021-07-28,25.59
2021-07-29,25.59
2021-07-30,25.59
2021-07-31,25.59
2021-08-01,25.59
2021-08-02,25.59
2021-08-03,25.59
2021-08-04,25.59
2021-08-05,25.59
2021-08-06,25.59
2021-08-07,25.59
2021-08-08,25.59
2021-08-09,25.59
2021-08-10,25.59
2021-08-11,25.59
2021-08-12,25.59
2021-08-13,25.59
2021-08-14,25.59
2021-08-15,25.59
2021-08-16,25.59
2021-08-17,25.59
2021-08-18,25.59
2021-08-19,25.59
2021-08-20,25.59
2021-08-21,25.59
2021-08-22,25.59
2021-08-23,25.59
2021-08-24,25.59
2021-08-25,25.59
2021-08-26,25.59
2021-08-27,25.59
2021-08-28,25.59
2021-08-29,25.59
2021-08-30,25.59
2021-08-31,25.59
2021-09-01,25.59
2021-09-02,25.59
2021-09-03,25.59
2021-09-04,25.59
2021-09-05,25.59
2021-09-06,25.59
2021-09-07,25.59
2021-09-08,25.59
2021-09-09,25.59
2021-09-10,25.59
2021-09-11,25.59
2021-09-12,25.59
2021-09-13,25.59
2021-09-14,25.59
2021-09-15,25.59
2021-09-16,25.59
2021-09-17,25.59
2021-09-18,25.59
2021-09-19,25.59
2021-09-20,25.59
2021-09-21,25.59
2021-09-22,25.59
2021-09-23,25.59
2021-09-24,25.59
2021-09-25,25.59
2021-09-26,25.59
2021-09-27,25.59
2021-09-28,25.59
2021-09-29,25.59
2021-09-30,25.59
2021-10-01,25.59
2021-10-02,25.59
2021-10-03,25.59
2021-10-04,25.59
2021-10-05,25.59
2021-10-06,25.59
2021-10-07,25.59
2021-10-08,25.59
2021-10-09,25.59
2021-10-10,25.59
2021-10-11,25.59
2021-10-12,25.59
2021-10-13,25.59
2021-10-14,25.59
2021-10-15,25.59
2021-10-16,25.59
2021-10-17,25.59
2021-10-18,25.59
2021-10-19,25.61
2021-10-20,25.61
2021-10-21,25.61
2021-10-22,25.61
2021-10-23,25.61
2021-10-24,25.61
2021-10-25,25.325
2021-10-26,25.325
2021-10-27,25.325
2021-10-28,25.325
2021-10-29,25.325
2021-10-30,25.325
2021-10-31,25.325
2021-11-01,25.325
2021-11-02,25.325
2021-11-03,25.325
2021-11-04,25.325
2021-11-05,25.325
2021-11-06,25.325
2021-11-07,25.325
2021-11-08,25.325
2021-11-09,25.325
2021-11-10,25.325
2021-11-11,25.325
2021-11-12,25.325
2021-11-13,25.325
2021-11-14,25.325
2021-11-15,25.325
2021-11-16,25.325
2021-11-17,25.325
2021-11-18,25.325
2021-11-19,25.325
2021-11-20,25.325
2021-11-21,25.325
2021-11-22,25.325
2021-11-23,25.325
2021-11-24,25.325
2021-11-25,25.325
2021-11-26,25.325
2021-11-27,25.325
2021-11-28,25.325
2021-11-29,25.325
2021-11-30,25.325
2021-12-01,25.325
2021-12-02,25.325
2021-12-03,25.325
2021-12-04,25.325
2021-12-05,25.325
2021-12-06,25.325
2021-12-07,25.325
2021-12-08,25.325
2021-12-09,25.325
2021-12-10,25.325
2021-12-11,25.325
2021-12-12,25.325
2021-12-13,25.325
2021-12-14,25.325
2021-12-15,25.325
2021-12-16,25.325
2021-12-17,25.325
2021-12-18,25.325
2021-12-19,25.325
2021-12-20,25.325
2021-12-21,25.325
2021-12-22,25.325
2021-12-23,25.325
2021-12-24,25.325
2021-12-25,25.325
2021-12-26,25.325
2021-12-27,25.325
2021-12-28,25.325
2021-12-29,25.325
2021-12-30,25.325
2021-12-31,25.325
2022-01-01,25.325
2022-01-02,25.325
2022-01-03,25.325
2022-01-04,25.325
2022-01-05,25.325
2022-01-06,25.325
2022-01-07,25.325
2022-01-08,25.325
2022-01-09,25.325
2022-01-10,25.325
2022-01-11,25.325
2022-01-12,25.325
2022-01-13,25.325
2022-01-14,25.325
2022-01-15,25.325
2022-01-16,25.325
2022-01-17,25.325
2022-01-18,25.325
2022-01-19,25.325
2022-01-20,25.325
2022-01-21,22.15
2022-01-22,22.15
2022-01-23,22.15
2022-01-24,22.15
2022-01-25,22.15
2022-01-26,22.15
2022-01-27,26.7
2022-01-28,26.7
2022-01-29,26.7
2022-01-30,26.7
2022-01-31,26.7
2022-02-01,26.7
2022-02-02,26.7
2022-02-03,26.7
2022-02-04,26.7
2022-02-05,26.7
2022-02-06,26.7
2022-02-07,26.7
2022-02-08,27.633
2022-02-09,27.633
2022-02-10,27.633
2022-02-11,27.633
2022-02-12,27.633
2022-02-13,27.633
2022-02-14,27.633
2022-02-15,27.633
2022-02-16,27.633
2022-02-17,27.633
2022-02-18,27.633
2022-02-19,27.633
2022-02-20,27.633
2022-02-21,27.633
2022-02-22,27.633
2022-02-23,27.633
2022-02-24,27.633
2022-02-25,27.633
2022-02-26,27.633
2022-02-27,27.633
2022-02-28,27.633
2022-03-01,27.633
2022-03-02,27.633
2022-03-03,27.633
2022-03-04,27.633
2022-03-05,27.633
2022-03-06,27.633
2022-03-07,27.633
2022-03-08,27.633
2022-03-09,27.633
2022-03-10,27.633
2022-03-11,27.633
2022-03-12,27.633
2022-03-13,27.633
2022-03-14,27.633
2022-03-15,27.633
2022-03-16,27.633
2022-03-17,27.633
2022-03-18,27.217
2022-03-19,27.217
2022-03-20,27.217
2022-03-21,27.217
2022-03-22,27.217
2022-03-23,27.217
2022-03-24,27.217
2022-03-25,27.217
2022-03-26,27.217
2022-03-27,27.217
2022-03-28,27.217
2022-03-29,27.217
2022-03-30,27.217
2022-03-31,27.217
2022-04-01,27.217
2022-04-02,27.217
2022-04-03,27.217
2022-04-04,27.217
2022-04-05,27.323
2022-04-06,27.323
2022-04-07,27.323
2022-04-08,27.323
2022-04-09,27.323
2022-04-10,27.323
2022-04-11,27.318
2022-04-12,27.318
2022-04-13,27.318
2022-04-14,27.318
2022-04-15,27.318
2022-04-16,27.318
2022-04-17,27.318
2022-04-18,27.318
2022-04-19,27.318
2022-04-20,27.843
2022-04-21,27.843
2022-04-22,27.843
2022-04-23,27.843
2022-04-24,27.843
2022-04-25,27.843
2022-04-26,27.843
2022-04-27,27.348
2022-04-28,27.348
2022-04-29,27.348
2022-04-30,27.348
2022-05-01,27.348
2022-05-02,27.348
2022-05-03,27.348
2022-05-04,27.348
2022-05-05,27.348
2022-05-06,27.34
2022-05-07,27.34
2022-05-08,27.34
2022-05-09,27.34
2022-05-10,27.34
2022-05-11,27.34
2022-05-12,27.34
2022-05-13,27.34
2022-05-14,27.34
2022-05-15,27.34
2022-05-16,27.34
2022-05-17,27.34
2022-05-18,27.34
2022-05-19,27.34
2022-05-20,27.34
2022-05-21,27.34
2022-05-22,27.34
2022-05-23,27.34
2022-05-24,27.34
2022-05-25,27.34
2022-05-26,27.34
2022-05-27,27.34
2022-05-28,27.34
2022-05-29,27.34
2022-05-30,27.34
2022-05-31,27.34
2022-06-01,27.34
2022-06-02,27.34
2022-06-03,27.34
2022-06-04,27.34
2022-06-05,27.34
2022-06-06,27.34
2022-06-07,27.34
2022-06-08,27.34
2022-06-09,27.34
2022-06-10,27.34
2022-06-11,27.34
2022-06-12,27.34
2022-06-13,27.34
2022-06-14,27.34
2022-06-15,27.34
2022-06-16,27.34
2022-06-17,27.037
2022-06-18,27.037
2022-06-19,27.037
2022-06-20,27.037
2022-06-21,27.037
2022-06-22,27.037
2022-06-23,27.037
2022-06-24,27.037
2022-06-25,27.037
2022-06-26,27.037
2022-06-27,27.037
2022-06-28,27.037
2022-06-29,27.037
2022-06-30,27.037
2022-07-01,27.037
2022-07-02,27.037
2022-07-03,27.037
2022-07-04,27.037
2022-07-05,27.037
2022-07-06,27.037
2022-07-07,27.037
2022-07-08,27.037
2022-07-09,27.037
2022-07-10,27.037
2022-07-11,27.037
2022-07-12,27.037
2022-07-13,27.037
2022-07-14,27.037
2022-07-15,27.037
2022-07-16,27.037
2022-07-17,27.037
2022-07-18,26.92
2022-07-19,26.92
2022-07-20,26.92
2022-07-21,26.92
2022-07-22,26.92
2022-07-23,26.92
2022-07-24,26.92
2022-07-25,26.92
2022-07-26,23.417
2022-07-27,23.417
2022-07-28,23.417
2022-07-29,23.417
2022-07-30,23.417
2022-07-31,23.417
2022-08-01,23.417
2022-08-02,23.417
2022-08-03,23.417
2022-08-04,23.417
2022-08-05,23.417
2022-08-06,23.417
2022-08-07,23.417
2022-08-08,23.417
2022-08-09,23.417
2022-08-10,23.417
2022-08-11,23.417
2022-08-12,23.417
2022-08-13,23.417
2022-08-14,23.417
2022-08-15,23.417
2022-08-16,23.417
2022-08-17,23.417
2022-08-18,23.417
2022-08-19,23.417
2022-08-20,23.417
2022-08-21,23.417
2022-08-22,23.417
2022-08-23,23.417
2022-08-24,23.417
2022-08-25,23.417
2022-08-26,23.417
2022-08-27,23.417
2022-08-28,23.417
2022-08-29,23.417
2022-08-30,23.417
2022-08-31,23.417
2022-09-01,23.417
2022-09-02,23.417
2022-09-03,23.417
2022-09-04,23.417
2022-09-05,23.417
2022-09-06,23.417
2022-09-07,23.417
2022-09-08,23.417
2022-09-09,23.417
2022-09-10,23.417
2022-09-11,23.417
2022-09-12,23.417
2022-09-13,23.417
2022-09-14,23.417
2022-09-15,23.417
2022-09-16,23.417
2022-09-17,23.417
2022-09-18,23.417
2022-09-19,23.417
2022-09-20,23.417
2022-09-21,23.417
2022-09-22,23.417
2022-09-23,23.417
2022-09-24,23.417
2022-09-25,23.417
2022-09-26,23.417
2022-09-27,23.417
2022-09-28,23.417
2022-09-29,23.417
2022-09-30,23.417
2022-10-01,23.417
2022-10-02,23.417
2022-10-03,23.417
2022-10-04,23.417
2022-10-05,23.417
2022-10-06,23.417
2022-10-07,23.417
2022-10-08,23.417
2022-10-09,23.417
2022-10-10,23.417
2022-10-11,23.417
2022-10-12,21.833
2022-10-13,21.833
2022-10-14,21.78
2022-10-15,21.78
2022-10-16,21.78
2022-10-17,21.78
2022-10-18,21.447
2022-10-19,21.447
2022-10-20,21.447
2022-10-21,20.013
2022-10-22,20.013
2022-10-23,18.883
2022-10-24,18.217
2022-10-25,18.217
2022-10-26,18.217
2022-10-27,18.217
2022-10-28,18.217
2022-10-29,18.217
2022-10-30,18.217
2022-10-31,18.217
2022-11-01,18.217
2022-11-02,18.217
2022-11-03,18.217
2022-11-04,18.217
2022-11-05,18.217
2022-11-06,18.217
2022-11-07,18.217
2022-11-08,18.217
2022-11-09,18.217
2022-11-10,18.217
2022-11-11,18.217
2022-11-12,18.217
2022-11-13,18.217
2022-11-14,18.217
2022-11-15,18.217
2022-11-16,18.217
2022-11-17,18.15
2022-11-18,18.15
2022-11-19,18.15
2022-11-20,18.15
2022-11-21,18.15
2022-11-22,18.15
2022-11-23,18.15
2022-11-24,18.15
2022-11-25,18.15
2022-11-26,18.15
2022-11-27,18.15
2022-11-28,18.15
2022-11-29,18.15
2022-11-30,18.15
2022-12-01,18.15
2022-12-02,18.15
2022-12-03,18.15
2022-12-04,18.15
2022-12-05,18.15
2022-12-06,18.15
2022-12-07,18.15
2022-12-08,18.15
2022-12-09,18.15
2022-12-10,18.15
2022-12-11,18.15
2022-12-12,18.15
2022-12-13,18.15
2022-12-14,18.15
2022-12-15,18.15
2022-12-16,18.15
2022-12-17,18.15
2022-12-18,18.15
2022-12-19,18.09
2022-12-20,18.09
2022-12-21,18.09
2022-12-22,18.09
2022-12-23,18.09
2022-12-24,18.09
2022-12-25,18.09
2022-12-26,18.09
2022-12-27,18.09
2022-12-28,18.09
2022-12-29,18.09
2022-12-30,18.09
2022-12-31,18.09
2023-01-01,18.09
2023-01-02,18.09
2023-01-03,18.09
2023-01-04,18.09
2023-01-05,18.09
2023-01-06,18.09
2023-01-07,18.09
2023-01-08,18.09
2023-01-09,18.09
2023-01-10,18.09
2023-01-11,18.078
2023-01-12,18.078
2023-01-13,17.364
2023-01-14,17.364
2023-01-15,17.364
2023-01-16,17.364
2023-01-17,16.89
2023-01-18,16.89
2023-01-19,16.89
2023-01-20,16.792
2023-01-21,16.792
2023-01-22,16.792
2023-01-23,16.792
2023-01-24,16.792
2023-01-25,16.832
2023-01-26,16.832
2023-01-27,16.832
2023-01-28,16.832
2023-01-29,16.832
2023-01-30,16.756
2023-01-31,16.839
2023-02-01,16.893
2023-02-02,17.46
2023-02-03,17.46
2023-02-04,17.46
2023-02-05,17.46
2023-02-06,17.462
2023-02-07,17.564
2023-02-08,17.564
2023-02-09,18.007
2023-02-10,18.007
2023-02-11,18.007
2023-02-12,18.007
2023-02-13,17.775
2023-02-14,17.775
2023-02-15,17.775
2023-02-16,17.775
2023-02-17,17.775
2023-02-18,17.775
2023-02-19,17.775
2023-02-20,17.805
2023-02-21,17.805
2023-02-22,17.805
2023-02-23,17.805
2023-02-24,17.805
2023-02-25,17.805
2023-02-26,17.805
2023-02-27,17.805
2023-02-28,17.805
2023-03-01,17.805
2023-03-02,17.805
2023-03-03,17.9
2023-03-04,17.9
2023-03-05,17.9
2023-03-06,17.9
2023-03-07,17.9
2023-03-08,17.9
2023-03-09,17.9
2023-03-10,17.9
2023-03-11,17.9
2023-03-12,17.9
2023-03-13,17.9
2023-03-14,17.9
2023-03-15,17.9
2023-03-16,17.9
2023-03-17,17.9
2023-03-18,17.9
2023-03-19,17.9
2023-03-20,17.9
2023-03-21,17.9
2023-03-22,17.9
2023-03-23,17.9
2023-03-24,17.9
2023-03-25,17.9
2023-03-26,17.9
2023-03-27,17.9
2023-03-28,17.9
2023-03-29,17.9
2023-03-30,17.9
2023-03-31,17.9
2023-04-01,17.9
2023-04-02,17.9
2023-04-03,17.9
2023-04-04,17.9
2023-04-05,17.9
2023-04-06,17.9
2023-04-07,17.9
2023-04-08,17.9
2023-04-09,17.9
2023-04-10,17.9
2023-04-11,17.8
2023-04-12,17.8
2023-04-13,17.8
2023-04-14,17.8
2023-04-15,17.8
2023-04-16,17.8
2023-04-17,17.75
2023-04-18,17.75
2023-04-19,17.74
2023-04-20,17.74
2023-04-21,17.74
2023-04-22,17.74
2023-04-23,17.74
2023-04-24,17.74
2023-04-25,17.566
2023-04-26,17.566
2023-04-27,17.566
2023-04-28,17.566
2023-04-29,17.566
2023-04-30,17.566
2023-05-01,17.566
2023-05-02,17.566
2023-05-03,17.566
2023-05-04,17.566
2023-05-05,17.566
2023-05-06,17.566
2023-05-07,17.566
2023-05-08,17.527
2023-05-09,17.527
2023-05-10,17.527
2023-05-11,17.527
2023-05-12,17.527
2023-05-13,17.527
2023-05-14,17.527
2023-05-15,17.527
2023-05-16,17.527
2023-05-17,17.527
2023-05-18,17.527
2023-05-19,17.527
2023-05-20,17.527
2023-05-21,17.527
2023-05-22,17.527
2023-05-23,17.527
2023-05-24,17.527
2023-05-25,17.527
2023-05-26,17.527
2023-05-27,17.527
2023-05-28,17.527
2023-05-29,17.527
2023-05-30,17.527
2023-05-31,17.527
2023-06-01,17.527
2023-06-02,17.527
2023-06-03,17.527
2023-06-04,17.527
2023-06-05,17.527
2023-06-06,17.527
2023-06-07,17.527
2023-06-08,17.527
2023-06-09,17.527
2023-06-10,17.527
2023-06-11,17.527
2023-06-12,17.527
2023-06-13,17.527
2023-06-14,17.527
2023-06-15,17.527
2023-06-16,17.527
2023-06-17,17.527
2023-06-18,17.527
2023-06-19,17.527
2023-06-20,17.527
2023-06-21,17.527
2023-06-22,17.527
2023-06-23,17.527
