,DRI US Equity
2021-03-23,8.441
2021-03-24,8.441
2021-03-25,8.591
2021-03-26,8.591
2021-03-27,8.591
2021-03-28,8.591
2021-03-29,8.591
2021-03-30,8.591
2021-03-31,8.591
2021-04-01,8.591
2021-04-02,8.591
2021-04-03,8.591
2021-04-04,8.591
2021-04-05,8.591
2021-04-06,8.591
2021-04-07,8.591
2021-04-08,8.591
2021-04-09,8.591
2021-04-10,8.591
2021-04-11,8.591
2021-04-12,8.586
2021-04-13,8.586
2021-04-14,8.586
2021-04-15,8.586
2021-04-16,8.586
2021-04-17,8.586
2021-04-18,8.586
2021-04-19,8.586
2021-04-20,8.586
2021-04-21,8.586
2021-04-22,8.586
2021-04-23,8.586
2021-04-24,8.586
2021-04-25,8.586
2021-04-26,8.586
2021-04-27,8.586
2021-04-28,8.586
2021-04-29,8.586
2021-04-30,8.586
2021-05-01,8.586
2021-05-02,8.586
2021-05-03,8.586
2021-05-04,8.586
2021-05-05,8.586
2021-05-06,8.734
2021-05-07,8.734
2021-05-08,8.734
2021-05-09,8.734
2021-05-10,8.734
2021-05-11,8.734
2021-05-12,8.734
2021-05-13,8.734
2021-05-14,8.734
2021-05-15,8.734
2021-05-16,8.734
2021-05-17,8.734
2021-05-18,8.734
2021-05-19,8.734
2021-05-20,8.734
2021-05-21,8.734
2021-05-22,8.734
2021-05-23,8.734
2021-05-24,8.734
2021-05-25,8.734
2021-05-26,8.734
2021-05-27,8.734
2021-05-28,8.734
2021-05-29,8.734
2021-05-30,8.734
2021-05-31,8.734
2021-06-01,8.734
2021-06-02,8.734
2021-06-03,8.734
2021-06-04,8.734
2021-06-05,8.734
2021-06-06,8.734
2021-06-07,8.734
2021-06-08,8.734
2021-06-09,8.734
2021-06-10,8.734
2021-06-11,8.734
2021-06-12,8.734
2021-06-13,8.734
2021-06-14,8.734
2021-06-15,8.778
2021-06-16,8.778
2021-06-17,8.782
2021-06-18,8.782
2021-06-19,8.782
2021-06-20,8.782
2021-06-21,8.782
2021-06-22,8.782
2021-06-23,8.782
2021-06-24,9.066
2021-06-25,9.113
2021-06-26,9.113
2021-06-27,9.113
2021-06-28,9.113
2021-06-29,9.113
2021-06-30,9.113
2021-07-01,9.113
2021-07-02,9.113
2021-07-03,9.113
2021-07-04,9.113
2021-07-05,9.113
2021-07-06,9.113
2021-07-07,9.113
2021-07-08,9.113
2021-07-09,9.113
2021-07-10,9.113
2021-07-11,9.113
2021-07-12,9.113
2021-07-13,9.113
2021-07-14,9.113
2021-07-15,9.113
2021-07-16,9.113
2021-07-17,9.113
2021-07-18,9.113
2021-07-19,9.113
2021-07-20,9.113
2021-07-21,9.113
2021-07-22,9.113
2021-07-23,9.113
2021-07-24,9.113
2021-07-25,9.113
2021-07-26,9.113
2021-07-27,9.113
2021-07-28,9.113
2021-07-29,9.113
2021-07-30,9.113
2021-07-31,9.113
2021-08-01,9.113
2021-08-02,9.113
2021-08-03,9.113
2021-08-04,9.113
2021-08-05,9.113
2021-08-06,9.113
2021-08-07,9.113
2021-08-08,9.113
2021-08-09,9.113
2021-08-10,9.113
2021-08-11,9.113
2021-08-12,9.113
2021-08-13,9.113
2021-08-14,9.113
2021-08-15,9.113
2021-08-16,9.113
2021-08-17,9.113
2021-08-18,9.113
2021-08-19,9.113
2021-08-20,9.113
2021-08-21,9.113
2021-08-22,9.113
2021-08-23,9.113
2021-08-24,9.113
2021-08-25,9.113
2021-08-26,9.113
2021-08-27,9.113
2021-08-28,9.113
2021-08-29,9.085
2021-08-30,9.085
2021-08-31,9.085
2021-09-01,9.085
2021-09-02,9.085
2021-09-03,9.085
2021-09-04,9.085
2021-09-05,9.085
2021-09-06,9.085
2021-09-07,9.085
2021-09-08,9.085
2021-09-09,9.085
2021-09-10,9.085
2021-09-11,9.085
2021-09-12,9.085
2021-09-13,9.085
2021-09-14,9.105
2021-09-15,9.096
2021-09-16,9.096
2021-09-17,9.077
2021-09-18,9.077
2021-09-19,9.077
2021-09-20,9.077
2021-09-21,9.079
2021-09-22,9.079
2021-09-23,9.214
2021-09-24,9.278
2021-09-25,9.278
2021-09-26,9.278
2021-09-27,9.278
2021-09-28,9.278
2021-09-29,9.278
2021-09-30,9.278
2021-10-01,9.278
2021-10-02,9.278
2021-10-03,9.277
2021-10-04,9.277
2021-10-05,9.277
2021-10-06,9.277
2021-10-07,9.277
2021-10-08,9.277
2021-10-09,9.277
2021-10-10,9.277
2021-10-11,9.277
2021-10-12,9.277
2021-10-13,9.278
2021-10-14,9.278
2021-10-15,9.278
2021-10-16,9.278
2021-10-17,9.278
2021-10-18,9.278
2021-10-19,9.278
2021-10-20,9.278
2021-10-21,9.278
2021-10-22,9.278
2021-10-23,9.278
2021-10-24,9.278
2021-10-25,9.278
2021-10-26,9.278
2021-10-27,9.278
2021-10-28,9.278
2021-10-29,9.278
2021-10-30,9.278
2021-10-31,9.278
2021-11-01,9.278
2021-11-02,9.278
2021-11-03,9.278
2021-11-04,9.278
2021-11-05,9.278
2021-11-06,9.278
2021-11-07,9.278
2021-11-08,9.278
2021-11-09,9.278
2021-11-10,9.278
2021-11-11,9.278
2021-11-12,9.193
2021-11-13,9.193
2021-11-14,9.193
2021-11-15,9.195
2021-11-16,9.195
2021-11-17,9.195
2021-11-18,9.195
2021-11-19,9.195
2021-11-20,9.195
2021-11-21,9.195
2021-11-22,9.195
2021-11-23,9.195
2021-11-24,9.195
2021-11-25,9.195
2021-11-26,9.195
2021-11-27,9.195
2021-11-28,9.195
2021-11-29,9.195
2021-11-30,9.195
2021-12-01,9.195
2021-12-02,9.195
2021-12-03,9.195
2021-12-04,9.195
2021-12-05,9.195
2021-12-06,9.221
2021-12-07,9.221
2021-12-08,9.221
2021-12-09,9.24
2021-12-10,9.235
2021-12-11,9.235
2021-12-12,9.235
2021-12-13,9.243
2021-12-14,9.243
2021-12-15,9.243
2021-12-16,9.243
2021-12-17,9.281
2021-12-18,9.281
2021-12-19,9.281
2021-12-20,9.292
2021-12-21,9.293
2021-12-22,9.293
2021-12-23,9.29
2021-12-24,9.29
2021-12-25,9.29
2021-12-26,9.29
2021-12-27,9.29
2021-12-28,9.29
2021-12-29,9.29
2021-12-30,9.29
2021-12-31,9.29
2022-01-01,9.29
2022-01-02,9.29
2022-01-03,9.29
2022-01-04,9.29
2022-01-05,9.303
2022-01-06,9.303
2022-01-07,9.326
2022-01-08,9.326
2022-01-09,9.326
2022-01-10,9.326
2022-01-11,9.327
2022-01-12,9.327
2022-01-13,9.327
2022-01-14,9.327
2022-01-15,9.327
2022-01-16,9.327
2022-01-17,9.327
2022-01-18,9.327
2022-01-19,9.327
2022-01-20,9.327
2022-01-21,9.327
2022-01-22,9.327
2022-01-23,9.327
2022-01-24,9.327
2022-01-25,9.327
2022-01-26,9.327
2022-01-27,9.327
2022-01-28,9.327
2022-01-29,9.327
2022-01-30,9.327
2022-01-31,9.327
2022-02-01,9.327
2022-02-02,9.327
2022-02-03,9.327
2022-02-04,9.327
2022-02-05,9.327
2022-02-06,9.327
2022-02-07,9.327
2022-02-08,9.327
2022-02-09,9.327
2022-02-10,9.327
2022-02-11,9.314
2022-02-12,9.314
2022-02-13,9.314
2022-02-14,9.314
2022-02-15,9.314
2022-02-16,9.314
2022-02-17,9.314
2022-02-18,9.314
2022-02-19,9.314
2022-02-20,9.314
2022-02-21,9.314
2022-02-22,9.314
2022-02-23,9.314
2022-02-24,9.314
2022-02-25,9.314
2022-02-26,9.314
2022-02-27,9.314
2022-02-28,9.314
2022-03-01,9.314
2022-03-02,9.314
2022-03-03,9.314
2022-03-04,9.314
2022-03-05,9.314
2022-03-06,9.314
2022-03-07,9.314
2022-03-08,9.314
2022-03-09,9.314
2022-03-10,9.314
2022-03-11,9.314
2022-03-12,9.314
2022-03-13,9.314
2022-03-14,9.314
2022-03-15,9.289
2022-03-16,9.289
2022-03-17,9.284
2022-03-18,9.291
2022-03-19,9.291
2022-03-20,9.291
2022-03-21,9.291
2022-03-22,9.257
2022-03-23,9.257
2022-03-24,9.057
2022-03-25,9.012
2022-03-26,9.012
2022-03-27,9.012
2022-03-28,9.012
2022-03-29,9.005
2022-03-30,9.016
2022-03-31,9.016
2022-04-01,9.016
2022-04-02,9.016
2022-04-03,9.016
2022-04-04,9.016
2022-04-05,9.016
2022-04-06,9.016
2022-04-07,9.016
2022-04-08,9.016
2022-04-09,9.016
2022-04-10,9.016
2022-04-11,9.016
2022-04-12,9.029
2022-04-13,9.029
2022-04-14,9.029
2022-04-15,9.029
2022-04-16,9.029
2022-04-17,9.029
2022-04-18,9.029
2022-04-19,9.029
2022-04-20,9.029
2022-04-21,9.029
2022-04-22,9.029
2022-04-23,9.029
2022-04-24,9.029
2022-04-25,9.029
2022-04-26,9.029
2022-04-27,9.029
2022-04-28,9.029
2022-04-29,9.029
2022-04-30,9.029
2022-05-01,9.029
2022-05-02,9.036
2022-05-03,9.036
2022-05-04,9.036
2022-05-05,9.036
2022-05-06,9.036
2022-05-07,9.036
2022-05-08,9.036
2022-05-09,9.036
2022-05-10,9.036
2022-05-11,9.036
2022-05-12,9.036
2022-05-13,9.036
2022-05-14,9.036
2022-05-15,9.036
2022-05-16,9.036
2022-05-17,9.036
2022-05-18,9.036
2022-05-19,9.053
2022-05-20,9.053
2022-05-21,9.053
2022-05-22,9.053
2022-05-23,9.053
2022-05-24,9.053
2022-05-25,9.053
2022-05-26,9.032
2022-05-27,9.032
2022-05-28,9.032
2022-05-29,9.032
2022-05-30,9.032
2022-05-31,9.032
2022-06-01,9.032
2022-06-02,9.032
2022-06-03,9.032
2022-06-04,9.032
2022-06-05,9.032
2022-06-06,9.032
2022-06-07,9.032
2022-06-08,9.032
2022-06-09,9.032
2022-06-10,9.032
2022-06-11,9.032
2022-06-12,9.032
2022-06-13,9.032
2022-06-14,8.984
2022-06-15,8.967
2022-06-16,8.955
2022-06-17,8.928
2022-06-18,8.928
2022-06-19,8.928
2022-06-20,8.928
2022-06-21,8.932
2022-06-22,8.932
2022-06-23,8.728
2022-06-24,8.651
2022-06-25,8.651
2022-06-26,8.651
2022-06-27,8.622
2022-06-28,8.622
2022-06-29,8.622
2022-06-30,8.622
2022-07-01,8.608
2022-07-02,8.608
2022-07-03,8.608
2022-07-04,8.608
2022-07-05,8.608
2022-07-06,8.608
2022-07-07,8.608
2022-07-08,8.608
2022-07-09,8.608
2022-07-10,8.608
2022-07-11,8.608
2022-07-12,8.608
2022-07-13,8.608
2022-07-14,8.588
2022-07-15,8.588
2022-07-16,8.588
2022-07-17,8.588
2022-07-18,8.588
2022-07-19,8.588
2022-07-20,8.588
2022-07-21,8.588
2022-07-22,8.588
2022-07-23,8.588
2022-07-24,8.588
2022-07-25,8.559
2022-07-26,8.559
2022-07-27,8.559
2022-07-28,8.559
2022-07-29,8.559
2022-07-30,8.559
2022-07-31,8.559
2022-08-01,8.559
2022-08-02,8.559
2022-08-03,8.559
2022-08-04,8.559
2022-08-05,8.559
2022-08-06,8.559
2022-08-07,8.559
2022-08-08,8.559
2022-08-09,8.559
2022-08-10,8.559
2022-08-11,8.559
2022-08-12,8.559
2022-08-13,8.559
2022-08-14,8.559
2022-08-15,8.559
2022-08-16,8.559
2022-08-17,8.559
2022-08-18,8.559
2022-08-19,8.559
2022-08-20,8.559
2022-08-21,8.559
2022-08-22,8.559
2022-08-23,8.559
2022-08-24,8.559
2022-08-25,8.559
2022-08-26,8.559
2022-08-27,8.559
2022-08-28,8.559
2022-08-29,8.559
2022-08-30,8.559
2022-08-31,8.559
2022-09-01,8.559
2022-09-02,8.559
2022-09-03,8.559
2022-09-04,8.559
2022-09-05,8.559
2022-09-06,8.559
2022-09-07,8.582
2022-09-08,8.582
2022-09-09,8.582
2022-09-10,8.582
2022-09-11,8.582
2022-09-12,8.582
2022-09-13,8.587
2022-09-14,8.587
2022-09-15,8.586
2022-09-16,8.593
2022-09-17,8.593
2022-09-18,8.593
2022-09-19,8.593
2022-09-20,8.593
2022-09-21,8.593
2022-09-22,8.564
2022-09-23,8.579
2022-09-24,8.579
2022-09-25,8.579
2022-09-26,8.579
2022-09-27,8.579
2022-09-28,8.586
2022-09-29,8.586
2022-09-30,8.584
2022-10-01,8.584
2022-10-02,8.584
2022-10-03,8.605
2022-10-04,8.605
2022-10-05,8.614
2022-10-06,8.614
2022-10-07,8.614
2022-10-08,8.614
2022-10-09,8.614
2022-10-10,8.614
2022-10-11,8.614
2022-10-12,8.612
2022-10-13,8.612
2022-10-14,8.612
2022-10-15,8.612
2022-10-16,8.612
2022-10-17,8.612
2022-10-18,8.612
2022-10-19,8.612
2022-10-20,8.612
2022-10-21,8.612
2022-10-22,8.612
2022-10-23,8.612
2022-10-24,8.612
2022-10-25,8.612
2022-10-26,8.612
2022-10-27,8.612
2022-10-28,8.612
2022-10-29,8.612
2022-10-30,8.612
2022-10-31,8.612
2022-11-01,8.612
2022-11-02,8.612
2022-11-03,8.612
2022-11-04,8.612
2022-11-05,8.612
2022-11-06,8.612
2022-11-07,8.612
2022-11-08,8.612
2022-11-09,8.612
2022-11-10,8.612
2022-11-11,8.612
2022-11-12,8.612
2022-11-13,8.612
2022-11-14,8.612
2022-11-15,8.612
2022-11-16,8.612
2022-11-17,8.612
2022-11-18,8.612
2022-11-19,8.612
2022-11-20,8.612
2022-11-21,8.612
2022-11-22,8.61
2022-11-23,8.61
2022-11-24,8.61
2022-11-25,8.61
2022-11-26,8.61
2022-11-27,8.61
2022-11-28,8.61
2022-11-29,8.61
2022-11-30,8.61
2022-12-01,8.618
2022-12-02,8.618
2022-12-03,8.618
2022-12-04,8.618
2022-12-05,8.618
2022-12-06,8.618
2022-12-07,8.618
2022-12-08,8.618
2022-12-09,8.622
2022-12-10,8.622
2022-12-11,8.635
2022-12-12,8.641
2022-12-13,8.643
2022-12-14,8.643
2022-12-15,8.643
2022-12-16,8.641
2022-12-17,8.641
2022-12-18,8.652
2022-12-19,8.689
2022-12-20,8.697
2022-12-21,8.669
2022-12-22,8.669
2022-12-23,8.669
2022-12-24,8.669
2022-12-25,8.669
2022-12-26,8.669
2022-12-27,8.655
2022-12-28,8.655
2022-12-29,8.655
2022-12-30,8.655
2022-12-31,8.655
2023-01-01,8.655
2023-01-02,8.691
2023-01-03,8.691
2023-01-04,8.691
2023-01-05,8.696
2023-01-06,8.696
2023-01-07,8.696
2023-01-08,8.696
2023-01-09,8.696
2023-01-10,8.696
2023-01-11,8.696
2023-01-12,8.696
2023-01-13,8.696
2023-01-14,8.696
2023-01-15,8.696
2023-01-16,8.696
2023-01-17,8.681
2023-01-18,8.681
2023-01-19,8.681
2023-01-20,8.679
2023-01-21,8.679
2023-01-22,8.679
2023-01-23,8.679
2023-01-24,8.679
2023-01-25,8.679
2023-01-26,8.679
2023-01-27,8.681
2023-01-28,8.681
2023-01-29,8.681
2023-01-30,8.672
2023-01-31,8.672
2023-02-01,8.672
2023-02-02,8.678
2023-02-03,8.678
2023-02-04,8.678
2023-02-05,8.678
2023-02-06,8.678
2023-02-07,8.678
2023-02-08,8.678
2023-02-09,8.678
2023-02-10,8.678
2023-02-11,8.678
2023-02-12,8.678
2023-02-13,8.678
2023-02-14,8.678
2023-02-15,8.678
2023-02-16,8.678
2023-02-17,8.678
2023-02-18,8.678
2023-02-19,8.678
2023-02-20,8.678
2023-02-21,8.678
2023-02-22,8.678
2023-02-23,8.678
2023-02-24,8.678
2023-02-25,8.678
2023-02-26,8.678
2023-02-27,8.678
2023-02-28,8.678
2023-03-01,8.678
2023-03-02,8.678
2023-03-03,8.678
2023-03-04,8.678
2023-03-05,8.678
2023-03-06,8.678
2023-03-07,8.678
2023-03-08,8.678
2023-03-09,8.691
2023-03-10,8.691
2023-03-11,8.691
2023-03-12,8.691
2023-03-13,8.691
2023-03-14,8.697
2023-03-15,8.695
2023-03-16,8.696
2023-03-17,8.699
2023-03-18,8.699
2023-03-19,8.699
2023-03-20,8.713
2023-03-21,8.718
2023-03-22,8.718
2023-03-23,8.785
2023-03-24,8.799
2023-03-25,8.799
2023-03-26,8.799
2023-03-27,8.802
2023-03-28,8.802
2023-03-29,8.802
2023-03-30,8.802
2023-03-31,8.802
2023-04-01,8.802
2023-04-02,8.802
2023-04-03,8.802
2023-04-04,8.802
2023-04-05,8.808
2023-04-06,8.808
2023-04-07,8.808
2023-04-08,8.808
2023-04-09,8.808
2023-04-10,8.808
2023-04-11,8.808
2023-04-12,8.808
2023-04-13,8.808
2023-04-14,8.812
2023-04-15,8.812
2023-04-16,8.812
2023-04-17,8.819
2023-04-18,8.819
2023-04-19,8.819
2023-04-20,8.819
2023-04-21,8.819
2023-04-22,8.819
2023-04-23,8.819
2023-04-24,8.819
2023-04-25,8.819
2023-04-26,8.819
2023-04-27,8.819
2023-04-28,8.809
2023-04-29,8.809
2023-04-30,8.809
2023-05-01,8.809
2023-05-02,8.809
2023-05-03,8.814
2023-05-04,8.806
2023-05-05,8.806
2023-05-06,8.806
2023-05-07,8.806
2023-05-08,8.806
2023-05-09,8.806
2023-05-10,8.806
2023-05-11,8.806
2023-05-12,8.806
2023-05-13,8.806
2023-05-14,8.806
2023-05-15,8.806
2023-05-16,8.803
2023-05-17,8.803
2023-05-18,8.803
2023-05-19,8.803
2023-05-20,8.803
2023-05-21,8.803
2023-05-22,8.795
2023-05-23,8.795
2023-05-24,8.795
2023-05-25,8.795
2023-05-26,8.795
2023-05-27,8.795
2023-05-28,8.795
2023-05-29,8.795
2023-05-30,8.795
2023-05-31,8.796
2023-06-01,8.801
2023-06-02,8.808
2023-06-03,8.808
2023-06-04,8.808
2023-06-05,8.808
2023-06-06,8.808
2023-06-07,8.808
2023-06-08,8.808
2023-06-09,8.808
2023-06-10,8.808
2023-06-11,8.808
2023-06-12,8.808
2023-06-13,8.808
2023-06-14,8.808
2023-06-15,8.804
2023-06-16,8.81
2023-06-17,8.81
2023-06-18,8.81
2023-06-19,8.81
2023-06-20,8.811
2023-06-21,8.811
2023-06-22,8.798
2023-06-23,8.76
2023-06-24,8.76
2023-06-25,8.76
