,ZBH US Equity
2023-06-15,7.932
2023-06-16,7.932
2023-06-17,7.932
2023-06-18,7.932
2023-06-19,7.932
2023-06-20,7.932
2023-06-21,7.932
2023-06-22,7.932
2023-06-23,7.932
2023-06-24,7.932
2023-06-25,7.932
2023-06-26,7.932
2023-06-27,7.932
2023-06-28,7.916
2023-06-29,7.916
2023-06-30,7.916
2023-07-01,7.916
2023-07-02,7.916
2023-07-03,7.917
2023-07-04,7.917
2023-07-05,7.917
2023-07-06,7.917
2023-07-07,7.917
2023-07-08,7.917
2023-07-09,7.917
2023-07-10,7.917
2023-07-11,7.917
2023-07-12,7.917
2023-07-13,7.917
2023-07-14,7.917
2023-07-15,7.917
2023-07-16,7.917
2023-07-17,7.917
2023-07-18,7.921
2023-07-19,7.925
2023-07-20,7.925
2023-07-21,7.942
2023-07-22,7.942
2023-07-23,7.942
2023-07-24,7.942
2023-07-25,7.942
2023-07-26,7.942
2023-07-27,7.942
2023-07-28,7.942
2023-07-29,7.942
2023-07-30,7.942
2023-07-31,7.942
2023-08-01,7.995
2023-08-02,8.007
2023-08-03,8.007
2023-08-04,8.021
2023-08-05,8.021
2023-08-06,8.021
2023-08-07,8.021
2023-08-08,8.021
2023-08-09,8.021
2023-08-10,8.021
2023-08-11,8.021
2023-08-12,8.021
2023-08-13,8.021
2023-08-14,8.017
2023-08-15,8.017
2023-08-16,8.017
2023-08-17,8.017
2023-08-18,8.017
2023-08-19,8.017
2023-08-20,8.017
2023-08-21,8.017
2023-08-22,8.017
2023-08-23,8.017
2023-08-24,8.017
2023-08-25,8.017
2023-08-26,8.017
2023-08-27,8.017
2023-08-28,8.017
2023-08-29,8.017
2023-08-30,8.02
2023-08-31,8.02
2023-09-01,8.021
2023-09-02,8.021
2023-09-03,8.021
2023-09-04,8.021
2023-09-05,8.021
2023-09-06,8.021
2023-09-07,8.021
2023-09-08,8.021
2023-09-09,8.021
2023-09-10,8.021
2023-09-11,8.021
2023-09-12,8.021
2023-09-13,8.021
2023-09-14,8.021
2023-09-15,8.021
2023-09-16,8.021
2023-09-17,8.021
2023-09-18,8.021
2023-09-19,8.021
2023-09-20,8.021
2023-09-21,8.021
2023-09-22,8.021
2023-09-23,8.021
2023-09-24,8.021
2023-09-25,8.021
2023-09-26,8.021
2023-09-27,8.021
2023-09-28,8.022
2023-09-29,8.02
2023-09-30,8.02
2023-10-01,8.02
2023-10-02,8.02
2023-10-03,8.02
2023-10-04,8.02
2023-10-05,8.02
2023-10-06,8.02
2023-10-07,8.02
2023-10-08,8.02
2023-10-09,8.02
2023-10-10,8.02
2023-10-11,8.02
2023-10-12,8.02
2023-10-13,8.02
2023-10-14,8.02
2023-10-15,8.02
2023-10-16,8.02
2023-10-17,8.02
2023-10-18,8.022
2023-10-19,8.022
2023-10-20,8.022
2023-10-21,8.022
2023-10-22,8.022
2023-10-23,8.025
2023-10-24,8.025
2023-10-25,8.025
2023-10-26,8.025
2023-10-27,8.025
2023-10-28,8.025
2023-10-29,8.025
2023-10-30,8.025
2023-10-31,8.025
2023-11-01,8.025
2023-11-02,8.025
2023-11-03,8.025
2023-11-04,8.025
2023-11-05,8.025
2023-11-06,8.025
2023-11-07,7.979
2023-11-08,7.96
2023-11-09,7.96
2023-11-10,7.929
2023-11-11,7.929
2023-11-12,7.929
2023-11-13,7.928
2023-11-14,7.928
2023-11-15,7.928
2023-11-16,7.928
2023-11-17,7.928
2023-11-18,7.928
2023-11-19,7.928
2023-11-20,7.928
2023-11-21,7.928
2023-11-22,7.928
2023-11-23,7.928
2023-11-24,7.928
2023-11-25,7.928
2023-11-26,7.928
2023-11-27,7.93
2023-11-28,7.93
2023-11-29,7.93
2023-11-30,7.93
2023-12-01,7.93
2023-12-02,7.93
2023-12-03,7.93
2023-12-04,7.93
2023-12-05,7.93
2023-12-06,7.93
2023-12-07,7.931
2023-12-08,7.931
2023-12-09,7.931
2023-12-10,7.931
2023-12-11,7.931
2023-12-12,7.931
2023-12-13,7.931
2023-12-14,7.931
2023-12-15,7.931
2023-12-16,7.931
2023-12-17,7.931
2023-12-18,7.929
2023-12-19,7.929
2023-12-20,7.929
2023-12-21,7.929
2023-12-22,7.929
2023-12-23,7.929
2023-12-24,7.929
2023-12-25,7.929
2023-12-26,7.929
2023-12-27,7.929
2023-12-28,7.929
2023-12-29,7.929
2023-12-30,7.929
2023-12-31,7.929
2024-01-01,7.929
2024-01-02,7.933
2024-01-03,7.933
2024-01-04,7.933
2024-01-05,7.933
2024-01-06,7.933
2024-01-07,7.933
2024-01-08,7.933
2024-01-09,7.933
2024-01-10,7.933
2024-01-11,7.935
2024-01-12,7.935
2024-01-13,7.935
2024-01-14,7.935
2024-01-15,7.935
2024-01-16,7.94
2024-01-17,7.94
2024-01-18,7.94
2024-01-19,7.94
2024-01-20,7.94
2024-01-21,7.94
2024-01-22,7.94
2024-01-23,7.94
2024-01-24,7.94
2024-01-25,7.94
2024-01-26,7.94
2024-01-27,7.94
2024-01-28,7.94
2024-01-29,7.94
2024-01-30,7.94
2024-01-31,7.94
2024-02-01,7.94
2024-02-02,7.94
2024-02-03,7.94
2024-02-04,7.94
2024-02-05,7.94
2024-02-06,7.94
2024-02-07,7.94
2024-02-08,8.03
2024-02-09,8.056
2024-02-10,8.056
2024-02-11,8.056
2024-02-12,8.056
2024-02-13,8.053
2024-02-14,8.055
2024-02-15,8.055
2024-02-16,8.055
2024-02-17,8.055
2024-02-18,8.055
2024-02-19,8.055
2024-02-20,8.055
2024-02-21,8.055
2024-02-22,8.054
2024-02-23,8.054
2024-02-24,8.054
2024-02-25,8.054
2024-02-26,8.054
2024-02-27,8.054
2024-02-28,8.054
2024-02-29,8.054
2024-03-01,8.055
2024-03-02,8.055
2024-03-03,8.055
2024-03-04,8.055
2024-03-05,8.055
2024-03-06,8.055
2024-03-07,8.055
2024-03-08,8.055
2024-03-09,8.055
2024-03-10,8.055
2024-03-11,8.055
2024-03-12,8.055
2024-03-13,8.055
2024-03-14,8.055
2024-03-15,8.055
2024-03-16,8.055
2024-03-17,8.055
2024-03-18,8.055
2024-03-19,8.055
2024-03-20,8.055
2024-03-21,8.055
2024-03-22,8.055
2024-03-23,8.055
2024-03-24,8.055
2024-03-25,8.055
2024-03-26,8.055
2024-03-27,8.055
2024-03-28,8.055
2024-03-29,8.055
2024-03-30,8.055
2024-03-31,8.055
2024-04-01,8.054
2024-04-02,8.054
2024-04-03,8.054
2024-04-04,8.055
2024-04-05,8.055
2024-04-06,8.055
2024-04-07,8.055
2024-04-08,8.055
