,ZBH US Equity
,BEST_EPS
2020-01-01,10.85
2020-01-02,10.85
2020-01-03,10.85
2020-01-04,10.85
2020-01-05,10.85
2020-01-06,10.85
2020-01-07,10.85
2020-01-08,10.85
2020-01-09,10.85
2020-01-10,10.85
2020-01-11,10.85
2020-01-12,10.85
2020-01-13,10.85
2020-01-14,10.85
2020-01-15,10.85
2020-01-16,10.85
2020-01-17,10.85
2020-01-18,10.85
2020-01-19,10.85
2020-01-20,10.85
2020-01-21,10.85
2020-01-22,10.85
2020-01-23,10.85
2020-01-24,10.85
2020-01-25,10.85
2020-01-26,10.85
2020-01-27,10.85
2020-01-28,10.85
2020-01-29,10.85
2020-01-30,10.85
2020-01-31,10.85
2020-02-01,10.85
2020-02-02,10.85
2020-02-03,10.85
2020-02-04,11.117
2020-02-05,11.117
2020-02-06,11.117
2020-02-07,11.117
2020-02-08,11.117
2020-02-09,11.117
2020-02-10,11.117
2020-02-11,11.117
2020-02-12,10.418
2020-02-13,10.418
2020-02-14,10.418
2020-02-15,10.418
2020-02-16,10.418
2020-02-17,10.418
2020-02-18,10.418
2020-02-19,10.418
2020-02-20,10.418
2020-02-21,10.418
2020-02-22,10.418
2020-02-23,10.418
2020-02-24,10.418
2020-02-25,10.418
2020-02-26,10.418
2020-02-27,10.418
2020-02-28,10.418
2020-02-29,10.418
2020-03-01,10.418
2020-03-02,10.418
2020-03-03,10.418
2020-03-04,10.418
2020-03-05,10.418
2020-03-06,10.418
2020-03-07,10.418
2020-03-08,10.418
2020-03-09,10.418
2020-03-10,10.418
2020-03-11,10.418
2020-03-12,10.418
2020-03-13,10.418
2020-03-14,10.418
2020-03-15,10.418
2020-03-16,10.418
2020-03-17,10.418
2020-03-18,10.418
2020-03-19,10.418
2020-03-20,10.418
2020-03-21,10.418
2020-03-22,10.418
2020-03-23,10.418
2020-03-24,9.783
2020-03-25,9.783
2020-03-26,9.783
2020-03-27,9.783
2020-03-28,9.783
2020-03-29,9.783
2020-03-30,9.783
2020-03-31,9.565
2020-04-01,9.565
2020-04-02,9.565
2020-04-03,9.565
2020-04-04,9.565
2020-04-05,9.565
2020-04-06,9.838
2020-04-07,9.868
2020-04-08,9.838
2020-04-09,9.838
2020-04-10,9.838
2020-04-11,9.838
2020-04-12,9.838
2020-04-13,9.838
2020-04-14,9.838
2020-04-15,9.838
2020-04-16,9.427
2020-04-17,9.427
2020-04-18,9.427
2020-04-19,9.427
2020-04-20,9.427
2020-04-21,9.427
2020-04-22,9.427
2020-04-23,9.427
2020-04-24,9.427
2020-04-25,9.427
2020-04-26,9.427
2020-04-27,9.427
2020-04-28,9.427
2020-04-29,9.427
2020-04-30,9.427
2020-05-01,9.427
2020-05-02,9.427
2020-05-03,9.427
2020-05-04,9.427
2020-05-05,9.427
2020-05-06,9.427
2020-05-07,9.427
2020-05-08,9.427
2020-05-09,9.427
2020-05-10,9.427
2020-05-11,9.787
2020-05-12,9.787
2020-05-13,9.787
2020-05-14,9.787
2020-05-15,9.787
2020-05-16,9.787
2020-05-17,9.787
2020-05-18,9.787
2020-05-19,9.787
2020-05-20,9.787
2020-05-21,9.787
2020-05-22,9.787
2020-05-23,9.787
2020-05-24,9.787
2020-05-25,9.787
2020-05-26,9.787
2020-05-27,9.787
2020-05-28,9.787
2020-05-29,9.787
2020-05-30,9.787
2020-05-31,9.787
2020-06-01,9.787
2020-06-02,9.787
2020-06-03,9.787
2020-06-04,9.787
2020-06-05,9.787
2020-06-06,9.787
2020-06-07,9.787
2020-06-08,9.787
2020-06-09,9.787
2020-06-10,9.787
2020-06-11,9.787
2020-06-12,9.787
2020-06-13,9.787
2020-06-14,9.787
2020-06-15,9.787
2020-06-16,9.787
2020-06-17,9.787
2020-06-18,9.787
2020-06-19,9.787
2020-06-20,9.787
2020-06-21,9.787
2020-06-22,9.787
2020-06-23,9.787
2020-06-24,9.787
2020-06-25,9.787
2020-06-26,9.787
2020-06-27,9.787
2020-06-28,9.787
2020-06-29,9.787
2020-06-30,9.787
2020-07-01,9.787
2020-07-02,9.787
2020-07-03,9.787
2020-07-04,9.787
2020-07-05,9.787
2020-07-06,9.787
2020-07-07,9.787
2020-07-08,9.787
2020-07-09,9.787
2020-07-10,9.787
2020-07-11,9.563
2020-07-12,9.563
2020-07-13,9.563
2020-07-14,9.563
2020-07-15,9.563
2020-07-16,9.563
2020-07-17,9.563
2020-07-18,9.563
2020-07-19,9.563
2020-07-20,9.563
2020-07-21,9.563
2020-07-22,9.563
2020-07-23,9.563
2020-07-24,9.563
2020-07-25,9.563
2020-07-26,9.563
2020-07-27,9.563
2020-07-28,9.563
2020-07-29,9.563
2020-07-30,9.563
2020-07-31,9.563
2020-08-01,9.563
2020-08-02,9.563
2020-08-03,9.563
2020-08-04,9.724
2020-08-05,9.73
2020-08-06,9.73
2020-08-07,9.73
2020-08-08,9.73
2020-08-09,9.73
2020-08-10,9.73
2020-08-11,9.73
2020-08-12,9.73
2020-08-13,9.73
2020-08-14,9.73
2020-08-15,9.73
2020-08-16,9.73
2020-08-17,9.73
2020-08-18,9.73
2020-08-19,9.73
2020-08-20,9.73
2020-08-21,9.73
2020-08-22,9.73
2020-08-23,9.73
2020-08-24,9.73
2020-08-25,9.73
2020-08-26,9.73
2020-08-27,9.73
2020-08-28,9.73
2020-08-29,9.73
2020-08-30,9.73
2020-08-31,9.73
2020-09-01,9.73
2020-09-02,9.73
2020-09-03,9.73
2020-09-04,9.73
2020-09-05,9.73
2020-09-06,9.73
2020-09-07,9.73
2020-09-08,9.73
2020-09-09,9.73
2020-09-10,9.73
2020-09-11,9.73
2020-09-12,9.73
2020-09-13,9.73
2020-09-14,9.73
2020-09-15,9.73
2020-09-16,9.73
2020-09-17,9.73
2020-09-18,9.724
2020-09-19,9.724
2020-09-20,9.724
2020-09-21,9.724
2020-09-22,9.724
2020-09-23,9.724
2020-09-24,9.724
2020-09-25,9.724
2020-09-26,9.724
2020-09-27,9.724
2020-09-28,9.724
2020-09-29,9.724
2020-09-30,9.724
2020-10-01,9.724
2020-10-02,9.724
2020-10-03,9.724
2020-10-04,9.724
2020-10-05,9.724
2020-10-06,9.724
2020-10-07,9.724
2020-10-08,9.724
2020-10-09,9.724
2020-10-10,9.724
2020-10-11,9.724
2020-10-12,9.724
2020-10-13,9.724
2020-10-14,9.724
2020-10-15,9.724
2020-10-16,9.724
2020-10-17,9.724
2020-10-18,9.724
2020-10-19,9.724
2020-10-20,9.95
2020-10-21,9.95
2020-10-22,9.95
2020-10-23,9.95
2020-10-24,9.95
2020-10-25,9.95
2020-10-26,9.95
2020-10-27,9.95
2020-10-28,9.95
2020-10-29,9.95
2020-10-30,9.95
2020-10-31,9.95
2020-11-01,9.95
2020-11-02,9.95
2020-11-03,9.95
2020-11-04,9.95
2020-11-05,9.95
2020-11-06,9.955
2020-11-07,9.955
2020-11-08,9.902
2020-11-09,10.034
2020-11-10,10.034
2020-11-11,10.034
2020-11-12,10.034
2020-11-13,10.034
2020-11-14,10.034
2020-11-15,10.034
2020-11-16,10.034
2020-11-17,10.034
2020-11-18,10.034
2020-11-19,10.034
2020-11-20,10.034
2020-11-21,10.034
2020-11-22,10.034
2020-11-23,10.034
2020-11-24,10.034
2020-11-25,10.034
2020-11-26,10.034
2020-11-27,10.034
2020-11-28,10.034
2020-11-29,10.034
2020-11-30,10.034
2020-12-01,10.034
2020-12-02,10.034
2020-12-03,10.034
2020-12-04,10.034
2020-12-05,10.034
2020-12-06,10.034
2020-12-07,10.036
2020-12-08,10.036
2020-12-09,10.036
2020-12-10,10.036
2020-12-11,10.036
2020-12-12,10.036
2020-12-13,10.036
2020-12-14,10.036
2020-12-15,10.036
2020-12-16,10.036
2020-12-17,10.037
2020-12-18,10.037
2020-12-19,10.037
2020-12-20,10.037
2020-12-21,10.037
2020-12-22,10.037
2020-12-23,10.037
2020-12-24,10.037
2020-12-25,10.037
2020-12-26,10.037
2020-12-27,10.037
2020-12-28,10.037
2020-12-29,10.037
2020-12-30,10.037
2020-12-31,10.037
2021-01-01,10.037
2021-01-02,10.037
2021-01-03,10.037
2021-01-04,10.079
2021-01-05,10.079
2021-01-06,10.079
2021-01-07,10.079
2021-01-08,10.079
2021-01-09,10.079
2021-01-10,10.079
2021-01-11,10.079
2021-01-12,10.079
2021-01-13,10.079
2021-01-14,10.079
2021-01-15,10.079
2021-01-16,10.079
2021-01-17,10.079
2021-01-18,10.079
2021-01-19,10.079
2021-01-20,10.079
2021-01-21,10.079
2021-01-22,10.079
2021-01-23,10.079
2021-01-24,10.079
2021-01-25,10.079
2021-01-26,10.079
2021-01-27,10.079
2021-01-28,10.079
2021-01-29,10.079
2021-01-30,10.079
2021-01-31,10.079
2021-02-01,10.079
2021-02-02,10.079
2021-02-03,10.063
2021-02-04,10.063
2021-02-05,9.769
2021-02-06,9.769
2021-02-07,9.739
2021-02-08,10.055
2021-02-09,10.055
2021-02-10,10.055
2021-02-11,10.055
2021-02-12,10.055
2021-02-13,10.055
2021-02-14,10.055
2021-02-15,10.055
2021-02-16,10.055
2021-02-17,10.055
2021-02-18,10.055
2021-02-19,10.055
2021-02-20,10.055
2021-02-21,10.055
2021-02-22,10.055
2021-02-23,10.055
2021-02-24,10.055
2021-02-25,10.055
2021-02-26,10.055
2021-02-27,10.055
2021-02-28,10.055
2021-03-01,10.055
2021-03-02,10.055
2021-03-03,10.055
2021-03-04,10.055
2021-03-05,10.055
2021-03-06,10.055
2021-03-07,10.055
2021-03-08,10.055
2021-03-09,10.055
2021-03-10,10.055
2021-03-11,10.055
2021-03-12,9.941
2021-03-13,9.941
2021-03-14,9.941
2021-03-15,9.941
2021-03-16,9.941
2021-03-17,9.941
2021-03-18,9.941
2021-03-19,9.941
2021-03-20,9.941
2021-03-21,9.941
2021-03-22,9.941
2021-03-23,9.941
2021-03-24,9.941
2021-03-25,9.941
2021-03-26,9.941
2021-03-27,9.941
2021-03-28,9.941
2021-03-29,9.941
2021-03-30,9.941
2021-03-31,9.941
2021-04-01,9.941
2021-04-02,9.941
2021-04-03,9.941
2021-04-04,9.941
2021-04-05,9.941
2021-04-06,9.941
2021-04-07,9.941
2021-04-08,9.941
2021-04-09,9.932
2021-04-10,9.932
2021-04-11,9.932
2021-04-12,9.932
2021-04-13,9.932
2021-04-14,9.932
2021-04-15,9.932
2021-04-16,9.932
2021-04-17,9.932
2021-04-18,9.932
2021-04-19,9.932
2021-04-20,9.932
2021-04-21,9.932
2021-04-22,9.932
2021-04-23,9.932
2021-04-24,9.932
2021-04-25,9.932
2021-04-26,9.932
2021-04-27,9.932
2021-04-28,9.932
2021-04-29,9.932
2021-04-30,9.932
2021-05-01,9.932
2021-05-02,9.932
2021-05-03,9.932
2021-05-04,10.135
2021-05-05,10.218
2021-05-06,10.218
2021-05-07,10.218
2021-05-08,10.218
2021-05-09,10.218
2021-05-10,10.218
2021-05-11,10.218
2021-05-12,10.218
2021-05-13,10.218
2021-05-14,10.218
2021-05-15,10.218
2021-05-16,10.218
2021-05-17,10.218
2021-05-18,10.218
2021-05-19,10.021
2021-05-20,10.021
2021-05-21,10.021
2021-05-22,10.021
2021-05-23,10.021
2021-05-24,10.028
2021-05-25,10.028
2021-05-26,10.028
2021-05-27,10.028
2021-05-28,10.028
2021-05-29,10.028
2021-05-30,10.028
2021-05-31,10.028
2021-06-01,10.028
2021-06-02,10.028
2021-06-03,10.028
2021-06-04,10.028
2021-06-05,10.028
2021-06-06,10.028
2021-06-07,10.028
2021-06-08,10.028
2021-06-09,10.028
2021-06-10,10.028
2021-06-11,10.028
2021-06-12,10.028
2021-06-13,10.028
2021-06-14,10.028
2021-06-15,10.028
2021-06-16,10.028
2021-06-17,10.028
2021-06-18,10.028
2021-06-19,10.028
2021-06-20,10.028
2021-06-21,10.028
2021-06-22,10.028
2021-06-23,10.028
2021-06-24,10.028
2021-06-25,10.028
2021-06-26,10.028
2021-06-27,10.028
2021-06-28,10.028
2021-06-29,10.028
2021-06-30,10.028
2021-07-01,10.028
2021-07-02,10.028
2021-07-03,10.028
2021-07-04,10.028
2021-07-05,10.028
2021-07-06,10.028
2021-07-07,10.028
2021-07-08,10.028
2021-07-09,10.028
2021-07-10,10.028
2021-07-11,10.028
2021-07-12,10.028
2021-07-13,10.028
2021-07-14,10.028
2021-07-15,10.028
2021-07-16,10.028
2021-07-17,10.028
2021-07-18,10.028
2021-07-19,10.028
2021-07-20,10.028
2021-07-21,10.028
2021-07-22,10.028
2021-07-23,10.028
2021-07-24,10.028
2021-07-25,10.028
2021-07-26,10.028
2021-07-27,10.028
2021-07-28,10.028
2021-07-29,10.028
2021-07-30,10.028
2021-07-31,10.028
2021-08-01,10.028
2021-08-02,10.028
2021-08-03,9.981
2021-08-04,10.003
2021-08-05,10.003
2021-08-06,10.003
2021-08-07,10.003
2021-08-08,10.003
2021-08-09,10.003
2021-08-10,10.003
2021-08-11,10.003
2021-08-12,10.003
2021-08-13,10.003
2021-08-14,10.003
2021-08-15,10.003
2021-08-16,10.003
2021-08-17,10.003
2021-08-18,10.003
2021-08-19,10.003
2021-08-20,10.003
2021-08-21,10.003
2021-08-22,10.003
2021-08-23,10.003
2021-08-24,10.003
2021-08-25,10.003
2021-08-26,10.003
2021-08-27,10.003
2021-08-28,10.003
2021-08-29,10.003
2021-08-30,10.005
2021-08-31,10.005
2021-09-01,10.005
2021-09-02,10.005
2021-09-03,10.005
2021-09-04,10.005
2021-09-05,10.005
2021-09-06,10.005
2021-09-07,10.005
2021-09-08,9.991
2021-09-09,9.991
2021-09-10,9.989
2021-09-11,9.989
2021-09-12,9.989
2021-09-13,9.989
2021-09-14,9.969
2021-09-15,9.969
2021-09-16,9.969
2021-09-17,9.975
2021-09-18,9.975
2021-09-19,9.975
2021-09-20,9.975
2021-09-21,9.975
2021-09-22,9.938
2021-09-23,9.938
2021-09-24,9.938
2021-09-25,9.938
2021-09-26,9.938
2021-09-27,9.938
2021-09-28,9.938
2021-09-29,9.938
2021-09-30,9.938
2021-10-01,9.938
2021-10-02,9.938
2021-10-03,9.938
2021-10-04,9.938
2021-10-05,9.893
2021-10-06,9.893
2021-10-07,9.893
2021-10-08,9.893
2021-10-09,9.893
2021-10-10,9.893
2021-10-11,9.893
2021-10-12,9.893
2021-10-13,9.893
2021-10-14,9.893
2021-10-15,9.893
2021-10-16,9.893
2021-10-17,9.893
2021-10-18,9.893
2021-10-19,9.893
2021-10-20,9.893
2021-10-21,9.893
2021-10-22,9.864
2021-10-23,9.864
2021-10-24,9.864
2021-10-25,9.864
2021-10-26,9.864
2021-10-27,9.864
2021-10-28,9.864
2021-10-29,9.864
2021-10-30,9.864
2021-10-31,9.8
2021-11-01,9.784
2021-11-02,9.784
2021-11-03,9.784
2021-11-04,9.503
2021-11-05,9.343
2021-11-06,9.343
2021-11-07,9.343
2021-11-08,9.343
2021-11-09,9.343
2021-11-10,9.334
2021-11-11,9.334
2021-11-12,9.306
2021-11-13,9.306
2021-11-14,9.306
2021-11-15,9.306
2021-11-16,9.306
2021-11-17,9.306
2021-11-18,9.306
2021-11-19,9.306
2021-11-20,9.306
2021-11-21,9.306
2021-11-22,9.306
2021-11-23,9.181
2021-11-24,9.181
2021-11-25,9.181
2021-11-26,9.181
2021-11-27,9.181
2021-11-28,9.181
2021-11-29,9.181
2021-11-30,9.181
2021-12-01,9.181
2021-12-02,9.181
2021-12-03,9.181
2021-12-04,9.181
2021-12-05,9.181
2021-12-06,9.282
2021-12-07,9.282
2021-12-08,9.282
2021-12-09,9.304
2021-12-10,9.304
2021-12-11,9.304
2021-12-12,9.304
2021-12-13,9.304
2021-12-14,9.304
2021-12-15,9.304
2021-12-16,9.304
2021-12-17,9.304
2021-12-18,9.304
2021-12-19,9.304
2021-12-20,9.304
2021-12-21,9.304
2021-12-22,9.304
2021-12-23,9.304
2021-12-24,9.304
2021-12-25,9.304
2021-12-26,9.304
2021-12-27,9.304
2021-12-28,9.304
2021-12-29,9.304
2021-12-30,9.304
2021-12-31,9.304
2022-01-01,9.304
2022-01-02,9.304
2022-01-03,9.304
2022-01-04,9.304
2022-01-05,9.304
2022-01-06,9.304
2022-01-07,9.304
2022-01-08,9.304
2022-01-09,9.304
2022-01-10,9.304
2022-01-11,9.304
2022-01-12,9.304
2022-01-13,9.304
2022-01-14,9.3
2022-01-15,9.3
2022-01-16,9.3
2022-01-17,9.3
2022-01-18,9.3
2022-01-19,9.3
2022-01-20,9.3
2022-01-21,9.251
2022-01-22,9.251
2022-01-23,9.251
2022-01-24,9.251
2022-01-25,9.251
2022-01-26,9.251
2022-01-27,9.251
2022-01-28,9.251
2022-01-29,9.251
2022-01-30,9.251
2022-01-31,9.251
2022-02-01,9.251
2022-02-02,9.251
2022-02-03,9.251
2022-02-04,9.251
2022-02-05,9.251
2022-02-06,9.251
2022-02-07,8.823
2022-02-08,8.151
2022-02-09,8.151
2022-02-10,8.196
2022-02-11,8.196
2022-02-12,8.196
2022-02-13,8.196
2022-02-14,8.196
2022-02-15,8.196
2022-02-16,8.196
2022-02-17,8.196
2022-02-18,8.196
2022-02-19,8.196
2022-02-20,8.196
2022-02-21,8.196
2022-02-22,8.196
2022-02-23,8.196
2022-02-24,8.196
2022-02-25,8.196
2022-02-26,8.196
2022-02-27,8.196
2022-02-28,8.196
2022-03-01,8.196
2022-03-02,7.93
2022-03-03,7.93
2022-03-04,7.93
2022-03-05,7.93
2022-03-06,7.93
2022-03-07,7.93
2022-03-08,7.93
2022-03-09,7.93
2022-03-10,7.93
2022-03-11,7.93
2022-03-12,7.93
2022-03-13,7.93
2022-03-14,7.93
2022-03-15,7.93
2022-03-16,7.758
2022-03-17,7.771
2022-03-18,7.83
2022-03-19,7.83
2022-03-20,7.83
2022-03-21,7.83
2022-03-22,7.83
2022-03-23,7.83
2022-03-24,7.975
2022-03-25,7.975
2022-03-26,7.975
2022-03-27,7.975
2022-03-28,7.975
2022-03-29,7.975
2022-03-30,7.975
2022-03-31,7.975
2022-04-01,7.87
2022-04-02,7.87
2022-04-03,7.876
2022-04-04,7.876
2022-04-05,7.876
2022-04-06,7.876
2022-04-07,7.876
2022-04-08,7.858
2022-04-09,7.858
2022-04-10,7.858
2022-04-11,7.823
2022-04-12,7.823
2022-04-13,7.823
2022-04-14,7.815
2022-04-15,7.815
2022-04-16,7.815
2022-04-17,7.815
2022-04-18,7.815
2022-04-19,7.815
2022-04-20,7.814
2022-04-21,7.813
2022-04-22,7.813
2022-04-23,7.813
2022-04-24,7.813
2022-04-25,7.805
2022-04-26,7.775
2022-04-27,7.775
2022-04-28,7.776
2022-04-29,7.776
2022-04-30,7.776
2022-05-01,7.776
2022-05-02,7.776
2022-05-03,7.701
2022-05-04,7.689
2022-05-05,7.695
2022-05-06,7.689
2022-05-07,7.689
2022-05-08,7.689
2022-05-09,7.689
2022-05-10,7.689
2022-05-11,7.689
2022-05-12,7.719
2022-05-13,7.719
2022-05-14,7.719
2022-05-15,7.719
2022-05-16,7.699
2022-05-17,7.699
2022-05-18,7.699
2022-05-19,7.699
2022-05-20,7.699
2022-05-21,7.699
2022-05-22,7.699
2022-05-23,7.699
2022-05-24,7.699
2022-05-25,7.699
2022-05-26,7.699
2022-05-27,7.699
2022-05-28,7.699
2022-05-29,7.699
2022-05-30,7.699
2022-05-31,7.699
2022-06-01,7.699
2022-06-02,7.699
2022-06-03,7.699
2022-06-04,7.699
2022-06-05,7.699
2022-06-06,7.699
2022-06-07,7.699
2022-06-08,7.699
2022-06-09,7.699
2022-06-10,7.699
2022-06-11,7.699
2022-06-12,7.699
2022-06-13,7.699
2022-06-14,7.699
2022-06-15,7.699
2022-06-16,7.699
2022-06-17,7.699
2022-06-18,7.699
2022-06-19,7.699
2022-06-20,7.699
2022-06-21,7.699
2022-06-22,7.699
2022-06-23,7.699
2022-06-24,7.699
2022-06-25,7.699
2022-06-26,7.699
2022-06-27,7.697
2022-06-28,7.697
2022-06-29,7.697
2022-06-30,7.697
2022-07-01,7.697
2022-07-02,7.697
2022-07-03,7.697
2022-07-04,7.697
2022-07-05,7.697
2022-07-06,7.697
2022-07-07,7.697
2022-07-08,7.697
2022-07-09,7.697
2022-07-10,7.697
2022-07-11,7.674
2022-07-12,7.674
2022-07-13,7.674
2022-07-14,7.674
2022-07-15,7.674
2022-07-16,7.674
2022-07-17,7.674
2022-07-18,7.672
2022-07-19,7.672
2022-07-20,7.653
2022-07-21,7.631
2022-07-22,7.631
2022-07-23,7.631
2022-07-24,7.631
2022-07-25,7.631
2022-07-26,7.631
2022-07-27,7.631
2022-07-28,7.631
2022-07-29,7.623
2022-07-30,7.623
2022-07-31,7.623
2022-08-01,7.621
2022-08-02,7.544
2022-08-03,7.581
2022-08-04,7.581
2022-08-05,7.581
2022-08-06,7.581
2022-08-07,7.581
2022-08-08,7.581
2022-08-09,7.581
2022-08-10,7.581
2022-08-11,7.581
2022-08-12,7.591
2022-08-13,7.591
2022-08-14,7.591
2022-08-15,7.576
2022-08-16,7.576
2022-08-17,7.576
2022-08-18,7.576
2022-08-19,7.576
2022-08-20,7.576
2022-08-21,7.576
2022-08-22,7.576
2022-08-23,7.576
2022-08-24,7.576
2022-08-25,7.576
2022-08-26,7.576
2022-08-27,7.576
2022-08-28,7.576
2022-08-29,7.576
2022-08-30,7.576
2022-08-31,7.576
2022-09-01,7.576
2022-09-02,7.576
2022-09-03,7.576
2022-09-04,7.576
2022-09-05,7.576
2022-09-06,7.576
2022-09-07,7.576
2022-09-08,7.576
2022-09-09,7.576
2022-09-10,7.576
2022-09-11,7.576
2022-09-12,7.576
2022-09-13,7.576
2022-09-14,7.576
2022-09-15,7.576
2022-09-16,7.576
2022-09-17,7.576
2022-09-18,7.576
2022-09-19,7.576
2022-09-20,7.566
2022-09-21,7.566
2022-09-22,7.566
2022-09-23,7.566
2022-09-24,7.566
2022-09-25,7.566
2022-09-26,7.566
2022-09-27,7.566
2022-09-28,7.566
2022-09-29,7.566
2022-09-30,7.566
2022-10-01,7.566
2022-10-02,7.566
2022-10-03,7.566
2022-10-04,7.566
2022-10-05,7.566
2022-10-06,7.566
2022-10-07,7.566
2022-10-08,7.566
2022-10-09,7.561
2022-10-10,7.557
2022-10-11,7.554
2022-10-12,7.554
2022-10-13,7.554
2022-10-14,7.554
2022-10-15,7.554
2022-10-16,7.554
2022-10-17,7.554
2022-10-18,7.554
2022-10-19,7.554
2022-10-20,7.547
2022-10-21,7.547
2022-10-22,7.547
2022-10-23,7.547
2022-10-24,7.547
2022-10-25,7.547
2022-10-26,7.547
2022-10-27,7.547
2022-10-28,7.547
2022-10-29,7.547
2022-10-30,7.547
2022-10-31,7.542
2022-11-01,7.542
2022-11-02,7.414
2022-11-03,7.413
2022-11-04,7.414
2022-11-05,7.414
2022-11-06,7.414
2022-11-07,7.414
2022-11-08,7.414
2022-11-09,7.414
2022-11-10,7.39
2022-11-11,7.39
2022-11-12,7.39
2022-11-13,7.39
2022-11-14,7.39
2022-11-15,7.39
2022-11-16,7.387
2022-11-17,7.387
2022-11-18,7.387
2022-11-19,7.387
2022-11-20,7.387
2022-11-21,7.387
2022-11-22,7.387
2022-11-23,7.387
2022-11-24,7.387
2022-11-25,7.387
2022-11-26,7.387
2022-11-27,7.387
2022-11-28,7.387
2022-11-29,7.387
2022-11-30,7.387
2022-12-01,7.387
2022-12-02,7.387
2022-12-03,7.387
2022-12-04,7.388
2022-12-05,7.388
2022-12-06,7.388
2022-12-07,7.389
2022-12-08,7.389
2022-12-09,7.389
2022-12-10,7.389
2022-12-11,7.389
2022-12-12,7.389
2022-12-13,7.389
2022-12-14,7.389
2022-12-15,7.389
2022-12-16,7.389
2022-12-17,7.389
2022-12-18,7.389
2022-12-19,7.389
2022-12-20,7.495
2022-12-21,7.495
2022-12-22,7.495
2022-12-23,7.495
2022-12-24,7.495
2022-12-25,7.495
2022-12-26,7.495
2022-12-27,7.495
2022-12-28,7.495
2022-12-29,7.495
2022-12-30,7.495
2022-12-31,7.495
2023-01-01,7.495
2023-01-02,7.495
2023-01-03,7.492
2023-01-04,7.486
2023-01-05,7.467
2023-01-06,7.467
2023-01-07,7.467
2023-01-08,7.467
2023-01-09,7.469
2023-01-10,7.469
2023-01-11,7.469
2023-01-12,7.469
2023-01-13,7.469
2023-01-14,7.469
2023-01-15,7.469
2023-01-16,7.469
2023-01-17,7.469
2023-01-18,7.469
2023-01-19,7.469
2023-01-20,7.469
2023-01-21,7.469
2023-01-22,7.469
2023-01-23,7.469
2023-01-24,7.47
2023-01-25,7.47
2023-01-26,7.485
2023-01-27,7.485
2023-01-28,7.485
2023-01-29,7.485
2023-01-30,7.485
2023-01-31,7.485
2023-02-01,7.485
2023-02-02,7.485
2023-02-03,7.547
2023-02-04,7.549
2023-02-05,7.58
2023-02-06,7.579
2023-02-07,7.579
2023-02-08,7.579
2023-02-09,7.579
2023-02-10,7.579
2023-02-11,7.579
2023-02-12,7.579
2023-02-13,7.579
2023-02-14,7.579
2023-02-15,7.579
2023-02-16,7.579
2023-02-17,7.573
2023-02-18,7.573
2023-02-19,7.573
2023-02-20,7.573
2023-02-21,7.573
2023-02-22,7.573
2023-02-23,7.573
2023-02-24,7.573
2023-02-25,7.573
2023-02-26,7.573
2023-02-27,7.573
2023-02-28,7.573
2023-03-01,7.573
2023-03-02,7.573
2023-03-03,7.573
2023-03-04,7.573
2023-03-05,7.573
2023-03-06,7.573
2023-03-07,7.573
2023-03-08,7.573
2023-03-09,7.573
2023-03-10,7.573
2023-03-11,7.573
2023-03-12,7.573
2023-03-13,7.573
2023-03-14,7.573
2023-03-15,7.573
2023-03-16,7.573
2023-03-17,7.573
2023-03-18,7.573
2023-03-19,7.573
2023-03-20,7.573
2023-03-21,7.573
2023-03-22,7.573
2023-03-23,7.57
2023-03-24,7.57
2023-03-25,7.57
2023-03-26,7.573
2023-03-27,7.573
2023-03-28,7.573
2023-03-29,7.568
2023-03-30,7.571
2023-03-31,7.571
2023-04-01,7.571
2023-04-02,7.571
2023-04-03,7.571
2023-04-04,7.571
2023-04-05,7.571
2023-04-06,7.571
2023-04-07,7.571
2023-04-08,7.571
2023-04-09,7.571
2023-04-10,7.571
2023-04-11,7.571
2023-04-12,7.571
2023-04-13,7.571
2023-04-14,7.571
2023-04-15,7.571
2023-04-16,7.571
2023-04-17,7.657
2023-04-18,7.657
2023-04-19,7.657
2023-04-20,7.657
2023-04-21,7.657
2023-04-22,7.657
2023-04-23,7.657
2023-04-24,7.657
2023-04-25,7.657
2023-04-26,7.657
2023-04-27,7.657
2023-04-28,7.564
2023-04-29,7.564
2023-04-30,7.564
2023-05-01,7.564
2023-05-02,7.856
2023-05-03,7.894
2023-05-04,7.894
2023-05-05,7.94
2023-05-06,7.94
2023-05-07,7.94
2023-05-08,7.94
2023-05-09,7.94
2023-05-10,7.94
2023-05-11,7.94
2023-05-12,7.94
2023-05-13,7.94
2023-05-14,7.94
2023-05-15,7.94
2023-05-16,7.924
2023-05-17,7.924
2023-05-18,7.924
2023-05-19,7.924
2023-05-20,7.924
2023-05-21,7.924
2023-05-22,7.928
2023-05-23,7.928
2023-05-24,7.928
2023-05-25,7.928
2023-05-26,7.928
2023-05-27,7.928
2023-05-28,7.928
2023-05-29,7.928
2023-05-30,7.93
2023-05-31,7.93
2023-06-01,7.93
2023-06-02,7.93
2023-06-03,7.93
2023-06-04,7.93
2023-06-05,7.93
2023-06-06,7.93
2023-06-07,7.933
2023-06-08,7.933
2023-06-09,7.933
2023-06-10,7.933
2023-06-11,7.933
2023-06-12,7.933
2023-06-13,7.933
2023-06-14,7.933
