,LRCX US Equity
2020-07-16,30.335
2020-07-17,30.335
2020-07-18,30.335
2020-07-19,30.335
2020-07-20,30.335
2020-07-21,30.335
2020-07-22,30.335
2020-07-23,30.335
2020-07-24,30.335
2020-07-25,30.335
2020-07-26,30.335
2020-07-27,30.335
2020-07-28,30.335
2020-07-29,30.335
2020-07-30,30.335
2020-07-31,32.275
2020-08-01,32.275
2020-08-02,32.275
2020-08-03,32.275
2020-08-04,32.275
2020-08-05,32.275
2020-08-06,32.275
2020-08-07,32.275
2020-08-08,32.275
2020-08-09,32.275
2020-08-10,32.275
2020-08-11,32.275
2020-08-12,32.275
2020-08-13,32.275
2020-08-14,32.275
2020-08-15,32.275
2020-08-16,32.275
2020-08-17,32.275
2020-08-18,32.275
2020-08-19,32.275
2020-08-20,32.275
2020-08-21,32.275
2020-08-22,32.275
2020-08-23,32.275
2020-08-24,32.275
2020-08-25,32.275
2020-08-26,32.275
2020-08-27,32.275
2020-08-28,32.275
2020-08-29,32.275
2020-08-30,32.275
2020-08-31,32.275
2020-09-01,32.275
2020-09-02,32.275
2020-09-03,32.275
2020-09-04,32.275
2020-09-05,32.275
2020-09-06,32.275
2020-09-07,32.275
2020-09-08,32.275
2020-09-09,32.275
2020-09-10,32.275
2020-09-11,32.275
2020-09-12,32.275
2020-09-13,32.275
2020-09-14,32.275
2020-09-15,32.275
2020-09-16,32.275
2020-09-17,32.275
2020-09-18,32.275
2020-09-19,32.275
2020-09-20,32.275
2020-09-21,32.275
2020-09-22,32.275
2020-09-23,32.275
2020-09-24,32.275
2020-09-25,32.275
2020-09-26,32.275
2020-09-27,32.275
2020-09-28,32.275
2020-09-29,32.275
2020-09-30,32.275
2020-10-01,32.275
2020-10-02,32.275
2020-10-03,32.275
2020-10-04,32.275
2020-10-05,32.275
2020-10-06,32.275
2020-10-07,32.275
2020-10-08,32.275
2020-10-09,32.275
2020-10-10,32.275
2020-10-11,32.275
2020-10-12,32.275
2020-10-13,32.275
2020-10-14,32.275
2020-10-15,32.275
2020-10-16,32.275
2020-10-17,32.275
2020-10-18,32.275
2020-10-19,32.275
2020-10-20,32.275
2020-10-21,32.275
2020-10-22,32.94
2020-10-23,32.94
2020-10-24,32.94
2020-10-25,32.94
2020-10-26,32.94
2020-10-27,32.94
2020-10-28,32.94
2020-10-29,32.94
2020-10-30,32.94
2020-10-31,32.94
2020-11-01,32.94
2020-11-02,32.94
2020-11-03,32.94
2020-11-04,32.94
2020-11-05,32.94
2020-11-06,32.94
2020-11-07,32.94
2020-11-08,32.94
2020-11-09,32.94
2020-11-10,32.94
2020-11-11,32.94
2020-11-12,32.94
2020-11-13,32.94
2020-11-14,32.94
2020-11-15,32.94
2020-11-16,32.94
2020-11-17,32.94
2020-11-18,32.94
2020-11-19,32.94
2020-11-20,32.94
2020-11-21,32.94
2020-11-22,32.94
2020-11-23,32.94
2020-11-24,32.94
2020-11-25,32.94
2020-11-26,32.94
2020-11-27,32.94
2020-11-28,32.94
2020-11-29,32.94
2020-11-30,32.94
2020-12-01,32.94
2020-12-02,32.94
2020-12-03,32.94
2020-12-04,32.94
2020-12-05,32.94
2020-12-06,32.94
2020-12-07,32.94
2020-12-08,32.94
2020-12-09,32.94
2020-12-10,32.94
2020-12-11,32.94
2020-12-12,32.94
2020-12-13,32.94
2020-12-14,32.94
2020-12-15,32.94
2020-12-16,32.94
2020-12-17,32.94
2020-12-18,32.94
2020-12-19,32.94
2020-12-20,32.94
2020-12-21,32.94
2020-12-22,32.94
2020-12-23,32.94
2020-12-24,32.94
2020-12-25,32.94
2020-12-26,32.94
2020-12-27,32.94
2020-12-28,32.94
2020-12-29,32.94
2020-12-30,32.94
2020-12-31,32.94
2021-01-01,32.94
2021-01-02,32.94
2021-01-03,32.94
2021-01-04,32.94
2021-01-05,32.94
2021-01-06,32.94
2021-01-07,32.94
2021-01-08,32.94
2021-01-09,32.94
2021-01-10,32.94
2021-01-11,32.94
2021-01-12,32.94
2021-01-13,32.94
2021-01-14,32.94
2021-01-15,32.94
2021-01-16,32.94
2021-01-17,32.94
2021-01-18,32.94
2021-01-19,32.94
2021-01-20,32.94
2021-01-21,32.94
2021-01-22,32.94
2021-01-23,32.94
2021-01-24,32.94
2021-01-25,32.94
2021-01-26,32.94
2021-01-27,31.727
2021-01-28,31.727
2021-01-29,33.177
2021-01-30,33.177
2021-01-31,33.177
2021-02-01,33.177
2021-02-02,33.177
2021-02-03,33.177
2021-02-04,33.177
2021-02-05,33.177
2021-02-06,33.177
2021-02-07,33.177
2021-02-08,33.177
2021-02-09,33.177
2021-02-10,33.177
2021-02-11,33.177
2021-02-12,33.177
2021-02-13,33.177
2021-02-14,33.177
2021-02-15,33.177
2021-02-16,33.177
2021-02-17,33.177
2021-02-18,33.177
2021-02-19,33.177
2021-02-20,33.177
2021-02-21,33.177
2021-02-22,33.177
2021-02-23,33.177
2021-02-24,33.177
2021-02-25,33.177
2021-02-26,33.177
2021-02-27,33.177
2021-02-28,33.177
2021-03-01,33.177
2021-03-02,33.177
2021-03-03,33.177
2021-03-04,33.177
2021-03-05,33.177
2021-03-06,33.177
2021-03-07,33.177
2021-03-08,33.177
2021-03-09,33.177
2021-03-10,33.177
2021-03-11,33.177
2021-03-12,33.177
2021-03-13,33.177
2021-03-14,33.177
2021-03-15,33.177
2021-03-16,33.177
2021-03-17,33.177
2021-03-18,33.177
2021-03-19,33.177
2021-03-20,33.177
2021-03-21,33.177
2021-03-22,33.177
2021-03-23,33.177
2021-03-24,33.177
2021-03-25,33.177
2021-03-26,33.177
2021-03-27,33.177
2021-03-28,33.177
2021-03-29,33.177
2021-03-30,33.177
2021-03-31,33.177
2021-04-01,33.177
2021-04-02,33.177
2021-04-03,33.177
2021-04-04,33.177
2021-04-05,33.177
2021-04-06,33.177
2021-04-07,33.177
2021-04-08,33.177
2021-04-09,33.177
2021-04-10,33.177
2021-04-11,33.177
2021-04-12,33.177
2021-04-13,33.177
2021-04-14,33.177
2021-04-15,33.177
2021-04-16,33.177
2021-04-17,33.177
2021-04-18,33.177
2021-04-19,33.177
2021-04-20,33.177
2021-04-21,36.077
2021-04-22,38.25
2021-04-23,38.25
2021-04-24,38.25
2021-04-25,38.25
2021-04-26,38.25
2021-04-27,38.25
2021-04-28,38.25
2021-04-29,38.25
2021-04-30,38.25
2021-05-01,38.25
2021-05-02,38.25
2021-05-03,38.25
2021-05-04,38.25
2021-05-05,38.25
2021-05-06,38.25
2021-05-07,38.25
2021-05-08,38.25
2021-05-09,38.25
2021-05-10,38.25
2021-05-11,38.25
2021-05-12,38.25
2021-05-13,38.25
2021-05-14,38.25
2021-05-15,38.25
2021-05-16,38.25
2021-05-17,38.25
2021-05-18,38.25
2021-05-19,38.25
2021-05-20,38.25
2021-05-21,38.25
2021-05-22,38.25
2021-05-23,38.25
2021-05-24,38.25
2021-05-25,38.25
2021-05-26,38.25
2021-05-27,38.25
2021-05-28,38.25
2021-05-29,38.25
2021-05-30,38.25
2021-05-31,38.25
2021-06-01,38.25
2021-06-02,38.25
2021-06-03,38.25
2021-06-04,38.25
2021-06-05,38.25
2021-06-06,38.25
2021-06-07,38.25
2021-06-08,38.25
2021-06-09,38.25
2021-06-10,38.25
2021-06-11,38.25
2021-06-12,38.25
2021-06-13,38.25
2021-06-14,38.25
2021-06-15,38.25
2021-06-16,38.25
2021-06-17,38.25
2021-06-18,38.25
2021-06-19,38.25
2021-06-20,38.25
2021-06-21,38.25
2021-06-22,38.25
2021-06-23,38.25
2021-06-24,38.25
2021-06-25,38.25
2021-06-26,38.25
2021-06-27,38.25
2021-06-28,38.25
2021-06-29,38.25
2021-06-30,38.25
2021-07-01,38.25
2021-07-02,38.25
2021-07-03,38.25
2021-07-04,38.25
2021-07-05,38.25
2021-07-06,38.25
2021-07-07,38.25
2021-07-08,38.25
2021-07-09,38.25
2021-07-10,38.25
2021-07-11,38.25
2021-07-12,38.25
2021-07-13,38.25
2021-07-14,38.25
2021-07-15,38.25
2021-07-16,38.25
2021-07-17,38.25
2021-07-18,38.25
2021-07-19,38.25
2021-07-20,38.25
2021-07-21,38.25
2021-07-22,38.25
2021-07-23,38.25
2021-07-24,38.25
2021-07-25,38.25
2021-07-26,38.25
2021-07-27,38.25
2021-07-28,38.933
2021-07-29,40.013
2021-07-30,40.36
2021-07-31,40.36
2021-08-01,40.36
2021-08-02,40.176
2021-08-03,40.176
2021-08-04,40.176
2021-08-05,40.176
2021-08-06,40.176
2021-08-07,40.176
2021-08-08,40.176
2021-08-09,40.176
2021-08-10,40.176
2021-08-11,40.176
2021-08-12,40.176
2021-08-13,40.176
2021-08-14,40.176
2021-08-15,40.176
2021-08-16,40.176
2021-08-17,40.176
2021-08-18,40.176
2021-08-19,40.176
2021-08-20,40.176
2021-08-21,40.176
2021-08-22,40.176
2021-08-23,40.176
2021-08-24,40.176
2021-08-25,40.176
2021-08-26,40.176
2021-08-27,40.175
2021-08-28,40.175
2021-08-29,40.175
2021-08-30,40.606
2021-08-31,40.605
2021-09-01,40.605
2021-09-02,40.605
2021-09-03,40.605
2021-09-04,40.605
2021-09-05,40.605
2021-09-06,39.877
2021-09-07,39.877
2021-09-08,39.877
2021-09-09,39.877
2021-09-10,39.877
2021-09-11,39.877
2021-09-12,39.877
2021-09-13,39.877
2021-09-14,39.877
2021-09-15,41.146
2021-09-16,41.146
2021-09-17,41.146
2021-09-18,41.146
2021-09-19,41.146
2021-09-20,41.146
2021-09-21,41.124
2021-09-22,41.124
2021-09-23,41.124
2021-09-24,41.124
2021-09-25,41.124
2021-09-26,41.124
2021-09-27,41.124
2021-09-28,41.124
2021-09-29,41.124
2021-09-30,41.124
2021-10-01,41.124
2021-10-02,41.124
2021-10-03,41.124
2021-10-04,41.124
2021-10-05,41.124
2021-10-06,41.124
2021-10-07,41.124
2021-10-08,41.124
2021-10-09,41.124
2021-10-10,41.124
2021-10-11,41.124
2021-10-12,41.124
2021-10-13,41.124
2021-10-14,41.124
2021-10-15,41.124
2021-10-16,41.124
2021-10-17,41.124
2021-10-18,41.124
2021-10-19,41.124
2021-10-20,41.233
2021-10-21,39.957
2021-10-22,39.092
2021-10-23,39.092
2021-10-24,39.092
2021-10-25,39.092
2021-10-26,39.092
2021-10-27,39.092
2021-10-28,39.092
2021-10-29,39.092
2021-10-30,39.092
2021-10-31,39.092
2021-11-01,39.092
2021-11-02,39.092
2021-11-03,39.092
2021-11-04,39.092
2021-11-05,39.092
2021-11-06,39.092
2021-11-07,39.092
2021-11-08,39.092
2021-11-09,39.092
2021-11-10,39.092
2021-11-11,39.392
2021-11-12,39.392
2021-11-13,39.392
2021-11-14,39.392
2021-11-15,39.392
2021-11-16,38.829
2021-11-17,38.829
2021-11-18,38.829
2021-11-19,38.829
2021-11-20,38.829
2021-11-21,38.829
2021-11-22,38.822
2021-11-23,38.769
2021-11-24,38.769
2021-11-25,38.769
2021-11-26,38.769
2021-11-27,38.769
2021-11-28,38.769
2021-11-29,38.769
2021-11-30,38.769
2021-12-01,38.769
2021-12-02,38.769
2021-12-03,38.769
2021-12-04,38.769
2021-12-05,38.769
2021-12-06,38.769
2021-12-07,38.769
2021-12-08,38.769
2021-12-09,38.769
2021-12-10,38.769
2021-12-11,38.769
2021-12-12,38.769
2021-12-13,38.769
2021-12-14,38.743
2021-12-15,38.743
2021-12-16,38.726
2021-12-17,38.726
2021-12-18,38.726
2021-12-19,38.726
2021-12-20,38.726
2021-12-21,38.726
2021-12-22,38.726
2021-12-23,38.726
2021-12-24,38.726
2021-12-25,38.726
2021-12-26,38.726
2021-12-27,38.726
2021-12-28,38.726
2021-12-29,38.726
2021-12-30,38.726
2021-12-31,38.726
2022-01-01,38.726
2022-01-02,38.726
2022-01-03,38.726
2022-01-04,38.726
2022-01-05,39.148
2022-01-06,39.148
2022-01-07,39.148
2022-01-08,39.148
2022-01-09,39.148
2022-01-10,39.148
2022-01-11,39.148
2022-01-12,39.148
2022-01-13,39.148
2022-01-14,39.155
2022-01-15,39.155
2022-01-16,39.155
2022-01-17,39.363
2022-01-18,39.363
2022-01-19,39.363
2022-01-20,39.179
2022-01-21,39.179
2022-01-22,39.179
2022-01-23,39.179
2022-01-24,39.179
2022-01-25,39.179
2022-01-26,39.501
2022-01-27,38.815
2022-01-28,38.815
2022-01-29,38.773
2022-01-30,38.773
2022-01-31,38.963
2022-02-01,38.963
2022-02-02,38.963
2022-02-03,38.963
2022-02-04,38.963
2022-02-05,38.963
2022-02-06,38.963
2022-02-07,38.963
2022-02-08,38.963
2022-02-09,38.963
2022-02-10,38.963
2022-02-11,39.07
2022-02-12,39.07
2022-02-13,39.07
2022-02-14,39.07
2022-02-15,39.07
2022-02-16,39.07
2022-02-17,39.07
2022-02-18,39.07
2022-02-19,39.07
2022-02-20,39.07
2022-02-21,39.07
2022-02-22,39.07
2022-02-23,39.07
2022-02-24,39.07
2022-02-25,39.07
2022-02-26,39.07
2022-02-27,39.07
2022-02-28,39.07
2022-03-01,39.07
2022-03-02,39.07
2022-03-03,39.07
2022-03-04,39.07
2022-03-05,39.07
2022-03-06,39.07
2022-03-07,39.07
2022-03-08,39.07
2022-03-09,39.07
2022-03-10,39.07
2022-03-11,39.07
2022-03-12,39.07
2022-03-13,39.07
2022-03-14,39.07
2022-03-15,39.07
2022-03-16,39.07
2022-03-17,39.07
2022-03-18,39.07
2022-03-19,39.07
2022-03-20,39.07
2022-03-21,39.07
2022-03-22,39.07
2022-03-23,39.07
2022-03-24,39.07
2022-03-25,39.07
2022-03-26,39.07
2022-03-27,38.48
2022-03-28,38.48
2022-03-29,38.48
2022-03-30,38.48
2022-03-31,38.48
2022-04-01,38.48
2022-04-02,38.48
2022-04-03,38.48
2022-04-04,38.48
2022-04-05,38.48
2022-04-06,38.48
2022-04-07,38.48
2022-04-08,38.48
2022-04-09,38.48
2022-04-10,38.48
2022-04-11,38.48
2022-04-12,38.479
2022-04-13,38.479
2022-04-14,38.479
2022-04-15,38.479
2022-04-16,38.479
2022-04-17,38.479
2022-04-18,38.404
2022-04-19,38.404
2022-04-20,38.931
2022-04-21,38.43
2022-04-22,38.371
2022-04-23,38.371
2022-04-24,38.371
2022-04-25,38.496
2022-04-26,38.496
2022-04-27,38.496
2022-04-28,38.496
2022-04-29,38.496
2022-04-30,38.496
2022-05-01,38.496
2022-05-02,38.496
2022-05-03,38.729
2022-05-04,38.789
2022-05-05,38.789
2022-05-06,38.789
2022-05-07,38.789
2022-05-08,38.789
2022-05-09,38.789
2022-05-10,38.789
2022-05-11,38.789
2022-05-12,38.789
2022-05-13,38.789
2022-05-14,38.789
2022-05-15,38.789
2022-05-16,38.789
2022-05-17,38.789
2022-05-18,38.789
2022-05-19,38.789
2022-05-20,38.789
2022-05-21,38.789
2022-05-22,38.789
2022-05-23,38.789
2022-05-24,38.789
2022-05-25,38.726
2022-05-26,38.598
2022-05-27,38.598
2022-05-28,38.598
2022-05-29,38.598
2022-05-30,38.598
2022-05-31,38.598
2022-06-01,38.598
2022-06-02,38.598
2022-06-03,38.598
2022-06-04,38.598
2022-06-05,38.598
2022-06-06,38.598
2022-06-07,38.598
2022-06-08,38.598
2022-06-09,38.598
2022-06-10,38.598
2022-06-11,38.598
2022-06-12,38.598
2022-06-13,38.598
2022-06-14,38.598
2022-06-15,38.598
2022-06-16,38.598
2022-06-17,38.598
2022-06-18,38.598
2022-06-19,38.598
2022-06-20,38.598
2022-06-21,38.598
2022-06-22,38.598
2022-06-23,38.598
2022-06-24,38.598
2022-06-25,38.598
2022-06-26,38.598
2022-06-27,38.598
2022-06-28,38.545
2022-06-29,38.545
2022-06-30,38.545
2022-07-01,38.792
2022-07-02,38.792
2022-07-03,38.792
2022-07-04,38.792
2022-07-05,38.792
2022-07-06,38.792
2022-07-07,38.792
2022-07-08,38.792
2022-07-09,38.792
2022-07-10,38.792
2022-07-11,38.792
2022-07-12,38.434
2022-07-13,38.434
2022-07-14,38.434
2022-07-15,37.8
2022-07-16,37.8
2022-07-17,37.278
2022-07-18,37.034
2022-07-19,36.618
2022-07-20,36.618
2022-07-21,36.618
2022-07-22,36.618
2022-07-23,36.618
2022-07-24,36.618
2022-07-25,35.879
2022-07-26,35.879
2022-07-27,35.212
2022-07-28,35.563
2022-07-29,36.277
2022-07-30,36.277
2022-07-31,36.277
2022-08-01,36.277
2022-08-02,36.277
2022-08-03,36.26
2022-08-04,36.26
2022-08-05,36.26
2022-08-06,36.26
2022-08-07,36.26
2022-08-08,36.26
2022-08-09,36.26
2022-08-10,36.26
2022-08-11,36.26
2022-08-12,36.26
2022-08-13,36.26
2022-08-14,36.26
2022-08-15,36.26
2022-08-16,36.26
2022-08-17,36.26
2022-08-18,36.26
2022-08-19,36.26
2022-08-20,36.26
2022-08-21,36.26
2022-08-22,36.168
2022-08-23,36.168
2022-08-24,36.168
2022-08-25,36.168
2022-08-26,36.168
2022-08-27,36.168
2022-08-28,36.168
2022-08-29,36.168
2022-08-30,35.832
2022-08-31,35.682
2022-09-01,35.682
2022-09-02,35.668
2022-09-03,35.668
2022-09-04,35.668
2022-09-05,35.668
2022-09-06,35.666
2022-09-07,35.668
2022-09-08,35.668
2022-09-09,35.668
2022-09-10,35.668
2022-09-11,35.668
2022-09-12,35.668
2022-09-13,35.668
2022-09-14,35.668
2022-09-15,35.668
2022-09-16,35.668
2022-09-17,35.668
2022-09-18,35.668
2022-09-19,35.668
2022-09-20,35.668
2022-09-21,35.668
2022-09-22,35.668
2022-09-23,35.668
2022-09-24,35.668
2022-09-25,35.668
2022-09-26,35.668
2022-09-27,35.668
2022-09-28,35.698
2022-09-29,35.698
2022-09-30,35.698
2022-10-01,35.698
2022-10-02,35.698
2022-10-03,35.698
2022-10-04,35.534
2022-10-05,35.534
2022-10-06,35.023
2022-10-07,35.023
2022-10-08,35.023
2022-10-09,34.8
2022-10-10,34.113
2022-10-11,34.113
2022-10-12,33.9
2022-10-13,32.54
2022-10-14,31.968
2022-10-15,31.968
2022-10-16,31.673
2022-10-17,30.651
2022-10-18,30.129
2022-10-19,28.816
2022-10-20,28.318
2022-10-21,28.329
2022-10-22,28.329
2022-10-23,28.329
2022-10-24,27.644
2022-10-25,27.644
2022-10-26,27.644
2022-10-27,27.644
2022-10-28,27.644
2022-10-29,27.644
2022-10-30,27.644
2022-10-31,27.644
2022-11-01,27.644
2022-11-02,27.38
2022-11-03,27.38
2022-11-04,27.38
2022-11-05,27.38
2022-11-06,27.38
2022-11-07,27.38
2022-11-08,27.38
2022-11-09,27.38
2022-11-10,27.38
2022-11-11,27.38
2022-11-12,27.38
2022-11-13,27.38
2022-11-14,27.38
2022-11-15,27.38
2022-11-16,27.38
2022-11-17,27.38
2022-11-18,27.38
2022-11-19,27.38
2022-11-20,27.38
2022-11-21,27.38
2022-11-22,27.38
2022-11-23,27.38
2022-11-24,27.38
2022-11-25,27.38
2022-11-26,27.38
2022-11-27,27.38
2022-11-28,27.38
2022-11-29,27.38
2022-11-30,27.445
2022-12-01,27.445
2022-12-02,27.445
2022-12-03,27.445
2022-12-04,27.445
2022-12-05,27.445
2022-12-06,27.445
2022-12-07,27.445
2022-12-08,27.445
2022-12-09,27.445
2022-12-10,27.445
2022-12-11,27.493
2022-12-12,27.493
2022-12-13,27.493
2022-12-14,27.493
2022-12-15,27.493
2022-12-16,27.408
2022-12-17,27.408
2022-12-18,27.408
2022-12-19,27.408
2022-12-20,27.408
2022-12-21,27.408
2022-12-22,27.408
2022-12-23,27.408
2022-12-24,27.408
2022-12-25,27.408
2022-12-26,27.408
2022-12-27,27.408
2022-12-28,27.408
2022-12-29,27.408
2022-12-30,27.408
2022-12-31,27.408
2023-01-01,27.408
2023-01-02,27.408
2023-01-03,27.408
2023-01-04,27.408
2023-01-05,27.408
2023-01-06,27.408
2023-01-07,27.408
2023-01-08,27.408
2023-01-09,27.397
2023-01-10,27.397
2023-01-11,27.397
2023-01-12,27.357
2023-01-13,27.357
2023-01-14,27.357
2023-01-15,27.357
2023-01-16,27.313
2023-01-17,27.312
2023-01-18,27.312
2023-01-19,27.312
2023-01-20,27.327
2023-01-21,27.327
2023-01-22,27.327
2023-01-23,26.823
2023-01-24,26.823
2023-01-25,26.768
2023-01-26,27.64
2023-01-27,27.64
2023-01-28,27.64
2023-01-29,27.64
2023-01-30,27.884
2023-01-31,27.876
2023-02-01,28.138
2023-02-02,28.138
2023-02-03,28.138
2023-02-04,28.138
2023-02-05,28.138
2023-02-06,28.138
2023-02-07,28.138
2023-02-08,27.89
2023-02-09,27.89
2023-02-10,27.89
2023-02-11,27.89
2023-02-12,27.89
2023-02-13,27.89
2023-02-14,27.89
2023-02-15,27.89
2023-02-16,27.89
2023-02-17,27.89
2023-02-18,27.89
2023-02-19,27.89
2023-02-20,27.89
2023-02-21,27.89
2023-02-22,27.89
2023-02-23,27.89
2023-02-24,27.89
2023-02-25,27.89
2023-02-26,27.89
2023-02-27,27.89
2023-02-28,27.89
2023-03-01,27.89
2023-03-02,27.89
2023-03-03,27.89
2023-03-04,27.89
2023-03-05,27.89
2023-03-06,27.89
2023-03-07,27.89
2023-03-08,27.89
2023-03-09,27.89
2023-03-10,27.933
2023-03-11,27.933
2023-03-12,27.933
2023-03-13,27.933
2023-03-14,27.933
2023-03-15,27.933
2023-03-16,27.933
2023-03-17,27.933
2023-03-18,27.933
2023-03-19,27.933
2023-03-20,27.933
2023-03-21,27.933
2023-03-22,27.933
2023-03-23,27.933
2023-03-24,27.933
2023-03-25,27.933
2023-03-26,27.933
2023-03-27,27.933
2023-03-28,27.933
2023-03-29,27.933
2023-03-30,27.933
2023-03-31,27.933
2023-04-01,27.933
2023-04-02,27.933
2023-04-03,27.933
2023-04-04,27.933
2023-04-05,27.933
2023-04-06,27.947
2023-04-07,27.947
2023-04-08,27.947
2023-04-09,27.947
2023-04-10,27.947
2023-04-11,27.947
2023-04-12,27.947
2023-04-13,27.947
2023-04-14,27.917
2023-04-15,27.69
2023-04-16,27.673
2023-04-17,27.055
2023-04-18,27.055
2023-04-19,26.843
2023-04-20,26.58
2023-04-21,25.91
2023-04-22,25.91
2023-04-23,25.91
2023-04-24,26.005
2023-04-25,26.004
2023-04-26,26.004
2023-04-27,26.004
2023-04-28,26.004
2023-04-29,26.004
2023-04-30,26.004
2023-05-01,26.004
2023-05-02,26.004
2023-05-03,25.833
2023-05-04,25.833
2023-05-05,25.833
2023-05-06,25.833
2023-05-07,25.833
2023-05-08,25.833
2023-05-09,25.833
2023-05-10,25.833
2023-05-11,25.833
2023-05-12,25.833
2023-05-13,25.833
2023-05-14,25.833
2023-05-15,25.833
2023-05-16,25.833
2023-05-17,25.833
2023-05-18,25.833
2023-05-19,25.833
2023-05-20,25.833
2023-05-21,25.833
2023-05-22,25.833
2023-05-23,25.833
2023-05-24,25.833
2023-05-25,25.833
2023-05-26,25.826
2023-05-27,25.826
2023-05-28,25.826
2023-05-29,25.826
2023-05-30,25.826
2023-05-31,25.826
2023-06-01,25.826
2023-06-02,25.826
2023-06-03,25.826
2023-06-04,25.826
2023-06-05,25.774
2023-06-06,25.774
2023-06-07,25.774
2023-06-08,25.595
2023-06-09,25.595
2023-06-10,25.595
2023-06-11,25.595
2023-06-12,25.595
2023-06-13,25.589
2023-06-14,25.589
2023-06-15,25.589
2023-06-16,25.589
2023-06-17,25.589
2023-06-18,25.589
2023-06-19,25.589
2023-06-20,25.589
2023-06-21,25.589
2023-06-22,25.589
2023-06-23,25.589
