,DE US Equity
,BEST_EPS
2020-01-01,28.06
2020-01-02,28.06
2020-01-03,28.06
2020-01-04,28.06
2020-01-05,28.06
2020-01-06,28.06
2020-01-07,28.06
2020-01-08,28.06
2020-01-09,28.06
2020-01-10,28.06
2020-01-11,28.06
2020-01-12,28.06
2020-01-13,28.06
2020-01-14,28.06
2020-01-15,28.06
2020-01-16,28.06
2020-01-17,28.06
2020-01-18,28.06
2020-01-19,28.06
2020-01-20,28.06
2020-01-21,28.06
2020-01-22,28.06
2020-01-23,28.06
2020-01-24,28.06
2020-01-25,28.06
2020-01-26,28.06
2020-01-27,28.06
2020-01-28,28.06
2020-01-29,28.06
2020-01-30,28.06
2020-01-31,28.06
2020-02-01,28.06
2020-02-02,28.06
2020-02-03,28.06
2020-02-04,28.06
2020-02-05,28.06
2020-02-06,28.06
2020-02-07,28.06
2020-02-08,28.06
2020-02-09,28.06
2020-02-10,28.06
2020-02-11,28.06
2020-02-12,28.06
2020-02-13,28.06
2020-02-14,28.06
2020-02-15,28.06
2020-02-16,28.06
2020-02-17,28.06
2020-02-18,28.06
2020-02-19,28.06
2020-02-20,28.06
2020-02-21,28.06
2020-02-22,28.06
2020-02-23,28.06
2020-02-24,28.06
2020-02-25,28.06
2020-02-26,28.06
2020-02-27,28.06
2020-02-28,28.06
2020-02-29,28.06
2020-03-01,28.06
2020-03-02,28.06
2020-03-03,28.06
2020-03-04,28.06
2020-03-05,28.06
2020-03-06,28.06
2020-03-07,28.06
2020-03-08,28.06
2020-03-09,28.06
2020-03-10,28.06
2020-03-11,28.06
2020-03-12,28.06
2020-03-13,28.06
2020-03-14,28.06
2020-03-15,28.06
2020-03-16,28.06
2020-03-17,28.06
2020-03-18,28.06
2020-03-19,28.06
2020-03-20,28.06
2020-03-21,28.06
2020-03-22,28.06
2020-03-23,28.06
2020-03-24,28.06
2020-03-25,28.06
2020-03-26,28.06
2020-03-27,28.06
2020-03-28,28.06
2020-03-29,28.06
2020-03-30,28.06
2020-03-31,28.06
2020-04-01,28.06
2020-04-02,28.06
2020-04-03,28.06
2020-04-04,28.06
2020-04-05,28.06
2020-04-06,28.06
2020-04-07,28.06
2020-04-08,28.06
2020-04-09,28.06
2020-04-10,28.06
2020-04-11,28.06
2020-04-12,28.06
2020-04-13,28.06
2020-04-14,28.06
2020-04-15,28.06
2020-04-16,28.06
2020-04-17,28.06
2020-04-18,28.06
2020-04-19,28.06
2020-04-20,28.06
2020-04-21,28.06
2020-04-22,28.06
2020-04-23,28.06
2020-04-24,28.06
2020-04-25,28.06
2020-04-26,28.06
2020-04-27,28.06
2020-04-28,28.06
2020-04-29,28.06
