,ITW US Equity
2021-04-14,10.191
2021-04-15,10.203
2021-04-16,10.203
2021-04-17,10.203
2021-04-18,10.203
2021-04-19,10.203
2021-04-20,10.203
2021-04-21,10.203
2021-04-22,10.203
2021-04-23,10.203
2021-04-24,10.203
2021-04-25,10.203
2021-04-26,10.203
2021-04-27,10.203
2021-04-28,10.203
2021-04-29,10.203
2021-04-30,10.432
2021-05-01,10.583
2021-05-02,10.653
2021-05-03,10.653
2021-05-04,10.653
2021-05-05,10.653
2021-05-06,10.653
2021-05-07,10.653
2021-05-08,10.653
2021-05-09,10.653
2021-05-10,10.653
2021-05-11,10.653
2021-05-12,10.653
2021-05-13,10.654
2021-05-14,10.727
2021-05-15,10.727
2021-05-16,10.727
2021-05-17,10.727
2021-05-18,10.727
2021-05-19,10.727
2021-05-20,10.727
2021-05-21,10.727
2021-05-22,10.727
2021-05-23,10.727
2021-05-24,10.727
2021-05-25,10.727
2021-05-26,10.727
2021-05-27,10.727
2021-05-28,10.727
2021-05-29,10.727
2021-05-30,10.727
2021-05-31,10.727
2021-06-01,10.727
2021-06-02,10.727
2021-06-03,10.727
2021-06-04,10.727
2021-06-05,10.727
2021-06-06,10.727
2021-06-07,10.727
2021-06-08,10.727
2021-06-09,10.727
2021-06-10,10.727
2021-06-11,10.727
2021-06-12,10.727
2021-06-13,10.727
2021-06-14,10.727
2021-06-15,10.727
2021-06-16,10.727
2021-06-17,10.727
2021-06-18,10.727
2021-06-19,10.727
2021-06-20,10.727
2021-06-21,10.727
2021-06-22,10.727
2021-06-23,10.727
2021-06-24,10.727
2021-06-25,10.727
2021-06-26,10.727
2021-06-27,10.727
2021-06-28,10.727
2021-06-29,10.727
2021-06-30,10.727
2021-07-01,10.727
2021-07-02,10.727
2021-07-03,10.727
2021-07-04,10.727
2021-07-05,10.727
2021-07-06,10.727
2021-07-07,10.727
2021-07-08,10.713
2021-07-09,10.724
2021-07-10,10.724
2021-07-11,10.724
2021-07-12,10.758
2021-07-13,10.801
2021-07-14,10.801
2021-07-15,10.801
2021-07-16,10.801
2021-07-17,10.801
2021-07-18,10.801
2021-07-19,10.84
2021-07-20,10.84
2021-07-21,10.84
2021-07-22,10.84
2021-07-23,10.84
2021-07-24,10.84
2021-07-25,10.861
2021-07-26,10.861
2021-07-27,10.861
2021-07-28,10.861
2021-07-29,10.861
2021-07-30,10.756
2021-07-31,10.716
2021-08-01,10.68
2021-08-02,10.68
2021-08-03,10.68
2021-08-04,10.68
2021-08-05,10.68
2021-08-06,10.68
2021-08-07,10.68
2021-08-08,10.68
2021-08-09,10.68
2021-08-10,10.68
2021-08-11,10.68
2021-08-12,10.68
2021-08-13,10.68
2021-08-14,10.68
2021-08-15,10.68
2021-08-16,10.68
2021-08-17,10.68
2021-08-18,10.68
2021-08-19,10.68
2021-08-20,10.68
2021-08-21,10.68
2021-08-22,10.68
2021-08-23,10.68
2021-08-24,10.68
2021-08-25,10.68
2021-08-26,10.68
2021-08-27,10.68
2021-08-28,10.68
2021-08-29,10.68
2021-08-30,10.68
2021-08-31,10.68
2021-09-01,10.68
2021-09-02,10.68
2021-09-03,10.68
2021-09-04,10.68
2021-09-05,10.68
2021-09-06,10.68
2021-09-07,10.68
2021-09-08,10.68
2021-09-09,10.68
2021-09-10,10.68
2021-09-11,10.68
2021-09-12,10.68
2021-09-13,10.68
2021-09-14,10.68
2021-09-15,10.68
2021-09-16,10.68
2021-09-17,10.74
2021-09-18,10.74
2021-09-19,10.74
2021-09-20,10.74
2021-09-21,10.74
2021-09-22,10.74
2021-09-23,10.74
2021-09-24,10.74
2021-09-25,10.74
2021-09-26,10.74
2021-09-27,10.742
2021-09-28,10.742
2021-09-29,10.742
2021-09-30,10.742
2021-10-01,10.742
2021-10-02,10.742
2021-10-03,10.742
2021-10-04,10.731
2021-10-05,10.731
2021-10-06,10.717
2021-10-07,10.703
2021-10-08,10.703
2021-10-09,10.703
2021-10-10,10.703
2021-10-11,10.703
2021-10-12,10.729
2021-10-13,10.729
2021-10-14,10.729
2021-10-15,10.729
2021-10-16,10.729
2021-10-17,10.729
2021-10-18,10.729
2021-10-19,10.729
2021-10-20,10.729
2021-10-21,10.729
2021-10-22,10.729
2021-10-23,10.729
2021-10-24,10.729
2021-10-25,10.73
2021-10-26,10.73
2021-10-27,10.73
2021-10-28,10.724
2021-10-29,10.665
2021-10-30,10.665
2021-10-31,10.665
2021-11-01,10.723
2021-11-02,10.723
2021-11-03,10.723
2021-11-04,10.723
2021-11-05,10.723
2021-11-06,10.723
2021-11-07,10.723
2021-11-08,10.723
2021-11-09,10.723
2021-11-10,10.723
2021-11-11,10.723
2021-11-12,10.723
2021-11-13,10.723
2021-11-14,10.723
2021-11-15,10.712
2021-11-16,10.712
2021-11-17,10.682
2021-11-18,10.682
2021-11-19,10.682
2021-11-20,10.682
2021-11-21,10.682
2021-11-22,10.682
2021-11-23,10.682
2021-11-24,10.682
2021-11-25,10.682
2021-11-26,10.682
2021-11-27,10.682
2021-11-28,10.682
2021-11-29,10.682
2021-11-30,10.682
2021-12-01,10.682
2021-12-02,10.682
2021-12-03,10.682
2021-12-04,10.682
2021-12-05,10.682
2021-12-06,10.682
2021-12-07,10.682
2021-12-08,10.682
2021-12-09,10.674
2021-12-10,10.674
2021-12-11,10.674
2021-12-12,10.674
2021-12-13,10.696
2021-12-14,10.696
2021-12-15,10.716
2021-12-16,10.716
2021-12-17,10.703
2021-12-18,10.703
2021-12-19,10.703
2021-12-20,10.703
2021-12-21,10.703
2021-12-22,10.703
2021-12-23,10.703
2021-12-24,10.703
2021-12-25,10.703
2021-12-26,10.703
2021-12-27,10.703
2021-12-28,10.703
2021-12-29,10.703
2021-12-30,10.703
2021-12-31,10.703
2022-01-01,10.703
2022-01-02,10.703
2022-01-03,10.703
2022-01-04,10.747
2022-01-05,10.747
2022-01-06,10.747
2022-01-07,10.747
2022-01-08,10.747
2022-01-09,10.808
2022-01-10,10.808
2022-01-11,10.806
2022-01-12,10.806
2022-01-13,10.835
2022-01-14,10.835
2022-01-15,10.835
2022-01-16,10.835
2022-01-17,10.835
2022-01-18,10.834
2022-01-19,10.834
2022-01-20,10.834
2022-01-21,10.834
2022-01-22,10.834
2022-01-23,10.83
2022-01-24,10.83
2022-01-25,10.83
2022-01-26,10.83
2022-01-27,10.83
2022-01-28,10.83
2022-01-29,10.83
2022-01-30,10.83
2022-01-31,10.83
2022-02-01,10.83
2022-02-02,10.83
2022-02-03,10.795
2022-02-04,10.878
2022-02-05,10.822
2022-02-06,10.802
2022-02-07,10.794
2022-02-08,10.794
2022-02-09,10.794
2022-02-10,10.794
2022-02-11,10.794
2022-02-12,10.794
2022-02-13,10.794
2022-02-14,10.777
2022-02-15,10.777
2022-02-16,10.777
2022-02-17,10.777
2022-02-18,10.777
2022-02-19,10.777
2022-02-20,10.777
2022-02-21,10.777
2022-02-22,10.777
2022-02-23,10.777
2022-02-24,10.777
2022-02-25,10.777
2022-02-26,10.777
2022-02-27,10.777
2022-02-28,10.777
2022-03-01,10.777
2022-03-02,10.788
2022-03-03,10.788
2022-03-04,10.788
2022-03-05,10.788
2022-03-06,10.788
2022-03-07,10.788
2022-03-08,10.788
2022-03-09,10.788
2022-03-10,10.788
2022-03-11,10.788
2022-03-12,10.788
2022-03-13,10.788
2022-03-14,10.788
2022-03-15,10.788
2022-03-16,10.788
2022-03-17,10.774
2022-03-18,10.754
2022-03-19,10.754
2022-03-20,10.754
2022-03-21,10.754
2022-03-22,10.751
2022-03-23,10.751
2022-03-24,10.751
2022-03-25,10.751
2022-03-26,10.751
2022-03-27,10.751
2022-03-28,10.751
2022-03-29,10.751
2022-03-30,10.751
2022-03-31,10.751
2022-04-01,10.739
2022-04-02,10.752
2022-04-03,10.752
2022-04-04,10.748
2022-04-05,10.742
2022-04-06,10.736
2022-04-07,10.706
2022-04-08,10.706
2022-04-09,10.706
2022-04-10,10.706
2022-04-11,10.706
2022-04-12,10.706
2022-04-13,10.7
2022-04-14,10.7
2022-04-15,10.7
2022-04-16,10.7
2022-04-17,10.7
2022-04-18,10.7
2022-04-19,10.7
2022-04-20,10.7
2022-04-21,10.7
2022-04-22,10.7
2022-04-23,10.7
2022-04-24,10.685
2022-04-25,10.685
2022-04-26,10.685
2022-04-27,10.685
2022-04-28,10.685
2022-04-29,10.685
2022-04-30,10.685
2022-05-01,10.685
2022-05-02,10.685
2022-05-03,10.724
2022-05-04,10.642
2022-05-05,10.642
2022-05-06,10.642
2022-05-07,10.642
2022-05-08,10.642
2022-05-09,10.642
2022-05-10,10.642
2022-05-11,10.651
2022-05-12,10.651
2022-05-13,10.651
2022-05-14,10.651
2022-05-15,10.651
2022-05-16,10.673
2022-05-17,10.673
2022-05-18,10.711
2022-05-19,10.711
2022-05-20,10.711
2022-05-21,10.711
2022-05-22,10.711
2022-05-23,10.711
2022-05-24,10.711
2022-05-25,10.711
2022-05-26,10.711
2022-05-27,10.711
2022-05-28,10.711
2022-05-29,10.711
2022-05-30,10.711
2022-05-31,10.68
2022-06-01,10.68
2022-06-02,10.68
2022-06-03,10.68
2022-06-04,10.68
2022-06-05,10.68
2022-06-06,10.677
2022-06-07,10.677
2022-06-08,10.677
2022-06-09,10.677
2022-06-10,10.677
2022-06-11,10.677
2022-06-12,10.677
2022-06-13,10.677
2022-06-14,10.677
2022-06-15,10.677
2022-06-16,10.677
2022-06-17,10.677
2022-06-18,10.677
2022-06-19,10.677
2022-06-20,10.677
2022-06-21,10.677
2022-06-22,10.677
2022-06-23,10.677
2022-06-24,10.677
2022-06-25,10.677
2022-06-26,10.677
2022-06-27,10.649
2022-06-28,10.649
2022-06-29,10.649
2022-06-30,10.649
2022-07-01,10.649
2022-07-02,10.649
2022-07-03,10.649
2022-07-04,10.649
2022-07-05,10.649
2022-07-06,10.641
2022-07-07,10.641
2022-07-08,10.566
2022-07-09,10.566
2022-07-10,10.566
2022-07-11,10.566
2022-07-12,10.539
2022-07-13,10.539
2022-07-14,10.46
2022-07-15,10.372
2022-07-16,10.372
2022-07-17,10.372
2022-07-18,10.272
2022-07-19,10.272
2022-07-20,10.174
2022-07-21,10.174
2022-07-22,10.151
2022-07-23,10.151
2022-07-24,10.151
2022-07-25,10.151
2022-07-26,10.151
2022-07-27,10.151
2022-07-28,10.151
2022-07-29,10.151
2022-07-30,10.151
2022-07-31,10.151
2022-08-01,10.151
2022-08-02,10.068
2022-08-03,10.081
2022-08-04,10.198
2022-08-05,10.198
2022-08-06,10.198
2022-08-07,10.198
2022-08-08,10.198
2022-08-09,10.198
2022-08-10,10.211
2022-08-11,10.188
2022-08-12,10.188
2022-08-13,10.188
2022-08-14,10.188
2022-08-15,10.188
2022-08-16,10.188
2022-08-17,10.188
2022-08-18,10.188
2022-08-19,10.188
2022-08-20,10.188
2022-08-21,10.188
2022-08-22,10.188
2022-08-23,10.188
2022-08-24,10.212
2022-08-25,10.212
2022-08-26,10.212
2022-08-27,10.212
2022-08-28,10.212
2022-08-29,10.212
2022-08-30,10.212
2022-08-31,10.212
2022-09-01,10.275
2022-09-02,10.275
2022-09-03,10.275
2022-09-04,10.275
2022-09-05,10.275
2022-09-06,10.275
2022-09-07,10.275
2022-09-08,10.275
2022-09-09,10.248
2022-09-10,10.248
2022-09-11,10.248
2022-09-12,10.248
2022-09-13,10.248
2022-09-14,10.248
2022-09-15,10.248
2022-09-16,10.248
2022-09-17,10.248
2022-09-18,10.248
2022-09-19,10.248
2022-09-20,10.248
2022-09-21,10.248
2022-09-22,10.248
2022-09-23,10.248
2022-09-24,10.248
2022-09-25,10.248
2022-09-26,10.248
2022-09-27,10.248
2022-09-28,10.248
2022-09-29,10.242
2022-09-30,10.242
2022-10-01,10.242
2022-10-02,10.234
2022-10-03,10.234
2022-10-04,10.234
2022-10-05,10.234
2022-10-06,10.229
2022-10-07,10.219
2022-10-08,10.219
2022-10-09,10.219
2022-10-10,10.219
2022-10-11,10.212
2022-10-12,10.158
2022-10-13,10.138
2022-10-14,10.112
2022-10-15,10.112
2022-10-16,10.112
2022-10-17,10.096
2022-10-18,10.096
2022-10-19,10.096
2022-10-20,10.096
2022-10-21,10.096
2022-10-22,10.096
2022-10-23,10.096
2022-10-24,10.096
2022-10-25,10.034
2022-10-26,9.931
2022-10-27,9.894
2022-10-28,9.894
2022-10-29,9.894
2022-10-30,9.894
2022-10-31,9.894
2022-11-01,9.894
2022-11-02,9.894
2022-11-03,9.884
2022-11-04,9.884
2022-11-05,9.884
2022-11-06,9.884
2022-11-07,9.884
2022-11-08,9.884
2022-11-09,9.884
2022-11-10,9.887
2022-11-11,9.86
2022-11-12,9.86
2022-11-13,9.86
2022-11-14,9.86
2022-11-15,9.859
2022-11-16,9.859
2022-11-17,9.859
2022-11-18,9.859
2022-11-19,9.859
2022-11-20,9.859
2022-11-21,9.859
2022-11-22,9.859
2022-11-23,9.859
2022-11-24,9.859
2022-11-25,9.859
2022-11-26,9.859
2022-11-27,9.859
2022-11-28,9.859
2022-11-29,9.859
2022-11-30,9.859
2022-12-01,9.862
2022-12-02,9.862
2022-12-03,9.862
2022-12-04,9.862
2022-12-05,9.862
2022-12-06,9.862
2022-12-07,9.862
2022-12-08,9.862
2022-12-09,9.862
2022-12-10,9.862
2022-12-11,9.862
2022-12-12,9.862
2022-12-13,9.862
2022-12-14,9.862
2022-12-15,9.862
2022-12-16,9.862
2022-12-17,9.862
2022-12-18,9.862
2022-12-19,9.872
2022-12-20,9.872
2022-12-21,9.872
2022-12-22,9.872
2022-12-23,9.872
2022-12-24,9.872
2022-12-25,9.872
2022-12-26,9.872
2022-12-27,9.872
2022-12-28,9.872
2022-12-29,9.872
2022-12-30,9.872
2022-12-31,9.872
2023-01-01,9.872
2023-01-02,9.872
2023-01-03,9.844
2023-01-04,9.844
2023-01-05,9.847
2023-01-06,9.852
2023-01-07,9.852
2023-01-08,9.847
2023-01-09,9.847
2023-01-10,9.847
2023-01-11,9.847
2023-01-12,9.883
2023-01-13,9.883
2023-01-14,9.883
2023-01-15,9.883
2023-01-16,9.883
2023-01-17,9.878
2023-01-18,9.883
2023-01-19,9.883
2023-01-20,9.883
2023-01-21,9.883
2023-01-22,9.883
2023-01-23,9.902
2023-01-24,9.902
2023-01-25,9.902
2023-01-26,9.902
2023-01-27,9.902
2023-01-28,9.902
2023-01-29,9.902
2023-01-30,9.902
2023-01-31,9.907
2023-02-01,9.907
2023-02-02,10.063
2023-02-03,10.186
2023-02-04,10.186
2023-02-05,10.186
2023-02-06,10.186
2023-02-07,10.215
2023-02-08,10.215
2023-02-09,10.229
2023-02-10,10.229
2023-02-11,10.229
2023-02-12,10.229
2023-02-13,10.229
2023-02-14,10.229
2023-02-15,10.233
2023-02-16,10.233
2023-02-17,10.231
2023-02-18,10.231
2023-02-19,10.231
2023-02-20,10.231
2023-02-21,10.231
2023-02-22,10.231
2023-02-23,10.231
2023-02-24,10.231
2023-02-25,10.231
2023-02-26,10.231
2023-02-27,10.256
2023-02-28,10.256
2023-03-01,10.256
2023-03-02,10.256
2023-03-03,10.256
2023-03-04,10.256
2023-03-05,10.256
2023-03-06,10.277
2023-03-07,10.277
2023-03-08,10.277
2023-03-09,10.277
2023-03-10,10.277
2023-03-11,10.277
2023-03-12,10.277
2023-03-13,10.277
2023-03-14,10.277
2023-03-15,10.277
2023-03-16,10.277
2023-03-17,10.277
2023-03-18,10.277
2023-03-19,10.277
2023-03-20,10.277
2023-03-21,10.277
2023-03-22,10.277
2023-03-23,10.277
2023-03-24,10.277
2023-03-25,10.277
2023-03-26,10.277
2023-03-27,10.277
2023-03-28,10.265
2023-03-29,10.265
2023-03-30,10.265
2023-03-31,10.265
2023-04-01,10.265
2023-04-02,10.265
2023-04-03,10.265
2023-04-04,10.265
2023-04-05,10.265
2023-04-06,10.254
2023-04-07,10.254
2023-04-08,10.254
2023-04-09,10.254
2023-04-10,10.254
2023-04-11,10.251
2023-04-12,10.249
2023-04-13,10.24
2023-04-14,10.242
2023-04-15,10.242
2023-04-16,10.242
2023-04-17,10.242
2023-04-18,10.24
2023-04-19,10.24
2023-04-20,10.246
2023-04-21,10.246
2023-04-22,10.246
2023-04-23,10.246
2023-04-24,10.246
2023-04-25,10.245
2023-04-26,10.242
2023-04-27,10.242
2023-04-28,10.242
2023-04-29,10.242
2023-04-30,10.242
2023-05-01,10.242
2023-05-02,10.264
2023-05-03,10.298
2023-05-04,10.298
2023-05-05,10.298
2023-05-06,10.298
2023-05-07,10.298
2023-05-08,10.298
2023-05-09,10.294
2023-05-10,10.293
2023-05-11,10.293
2023-05-12,10.293
2023-05-13,10.293
2023-05-14,10.293
2023-05-15,10.293
2023-05-16,10.301
2023-05-17,10.301
2023-05-18,10.302
2023-05-19,10.302
2023-05-20,10.302
2023-05-21,10.302
2023-05-22,10.302
2023-05-23,10.304
2023-05-24,10.304
2023-05-25,10.304
2023-05-26,10.304
2023-05-27,10.304
2023-05-28,10.306
2023-05-29,10.306
2023-05-30,10.306
2023-05-31,10.306
2023-06-01,10.306
2023-06-02,10.306
2023-06-03,10.306
2023-06-04,10.306
2023-06-05,10.306
2023-06-06,10.306
2023-06-07,10.328
2023-06-08,10.328
2023-06-09,10.328
2023-06-10,10.328
2023-06-11,10.328
2023-06-12,10.341
2023-06-13,10.343
2023-06-14,10.343
2023-06-15,10.343
2023-06-16,10.343
2023-06-17,10.343
2023-06-18,10.343
2023-06-19,10.343
2023-06-20,10.343
2023-06-21,10.343
2023-06-22,10.343
2023-06-23,10.343
