,CHRW US Equity
2023-07-01,4.746
2023-07-02,4.746
2023-07-03,4.746
2023-07-04,4.746
2023-07-05,4.746
2023-07-06,4.744
2023-07-07,4.754
2023-07-08,4.754
2023-07-09,4.754
2023-07-10,4.754
2023-07-11,4.748
2023-07-12,4.725
2023-07-13,4.725
2023-07-14,4.725
2023-07-15,4.725
2023-07-16,4.725
2023-07-17,4.713
2023-07-18,4.693
2023-07-19,4.688
2023-07-20,4.688
2023-07-21,4.688
2023-07-22,4.688
2023-07-23,4.688
2023-07-24,4.688
2023-07-25,4.688
2023-07-26,4.688
2023-07-27,4.688
2023-07-28,4.688
2023-07-29,4.688
2023-07-30,4.688
2023-07-31,4.669
2023-08-01,4.669
2023-08-02,4.548
2023-08-03,4.492
2023-08-04,4.486
2023-08-05,4.486
2023-08-06,4.486
2023-08-07,4.486
2023-08-08,4.486
2023-08-09,4.486
2023-08-10,4.486
2023-08-11,4.486
2023-08-12,4.486
2023-08-13,4.472
2023-08-14,4.472
2023-08-15,4.46
2023-08-16,4.435
2023-08-17,4.434
2023-08-18,4.439
2023-08-19,4.439
2023-08-20,4.439
2023-08-21,4.433
2023-08-22,4.433
2023-08-23,4.433
2023-08-24,4.433
2023-08-25,4.433
2023-08-26,4.433
2023-08-27,4.433
2023-08-28,4.433
2023-08-29,4.433
2023-08-30,4.4
2023-08-31,4.4
2023-09-01,4.407
2023-09-02,4.407
2023-09-03,4.407
2023-09-04,4.407
2023-09-05,4.407
2023-09-06,4.407
2023-09-07,4.407
2023-09-08,4.407
2023-09-09,4.407
2023-09-10,4.407
2023-09-11,4.407
2023-09-12,4.407
2023-09-13,4.407
2023-09-14,4.407
2023-09-15,4.407
2023-09-16,4.407
2023-09-17,4.407
2023-09-18,4.387
2023-09-19,4.387
2023-09-20,4.387
2023-09-21,4.387
2023-09-22,4.387
2023-09-23,4.387
2023-09-24,4.387
2023-09-25,4.387
2023-09-26,4.387
2023-09-27,4.364
2023-09-28,4.362
2023-09-29,4.362
2023-09-30,4.362
2023-10-01,4.362
2023-10-02,4.327
2023-10-03,4.299
2023-10-04,4.288
2023-10-05,4.288
2023-10-06,4.288
2023-10-07,4.288
2023-10-08,4.288
2023-10-09,4.284
2023-10-10,4.264
2023-10-11,4.224
2023-10-12,4.2
2023-10-13,4.191
2023-10-14,4.191
2023-10-15,4.191
2023-10-16,4.183
2023-10-17,4.177
2023-10-18,4.177
2023-10-19,4.177
2023-10-20,4.177
2023-10-21,4.177
2023-10-22,4.177
2023-10-23,4.177
2023-10-24,4.177
2023-10-25,4.177
2023-10-26,4.177
2023-10-27,4.177
2023-10-28,4.177
2023-10-29,4.177
2023-10-30,4.177
2023-10-31,4.177
2023-11-01,4.101
2023-11-02,4.041
2023-11-03,4.02
2023-11-04,4.02
2023-11-05,4.02
2023-11-06,4.0
2023-11-07,4.0
2023-11-08,3.982
2023-11-09,3.982
2023-11-10,3.982
2023-11-11,3.982
2023-11-12,3.982
2023-11-13,3.976
2023-11-14,3.976
2023-11-15,3.976
2023-11-16,3.976
2023-11-17,3.976
2023-11-18,3.976
2023-11-19,3.976
2023-11-20,3.976
2023-11-21,3.976
2023-11-22,3.976
2023-11-23,3.976
2023-11-24,3.976
2023-11-25,3.976
2023-11-26,3.976
2023-11-27,3.976
2023-11-28,3.976
2023-11-29,3.969
2023-11-30,3.969
2023-12-01,3.969
2023-12-02,3.969
2023-12-03,3.969
2023-12-04,3.969
2023-12-05,3.969
2023-12-06,3.969
2023-12-07,3.969
2023-12-08,3.969
2023-12-09,3.969
2023-12-10,3.969
2023-12-11,3.969
2023-12-12,3.969
2023-12-13,3.969
2023-12-14,3.963
2023-12-15,3.963
2023-12-16,3.963
2023-12-17,3.963
2023-12-18,3.963
2023-12-19,3.963
2023-12-20,3.963
2023-12-21,3.963
2023-12-22,3.963
2023-12-23,3.963
2023-12-24,3.963
2023-12-25,3.963
2023-12-26,3.963
2023-12-27,3.963
2023-12-28,3.963
2023-12-29,3.963
2023-12-30,3.963
2023-12-31,3.963
2024-01-01,3.963
2024-01-02,3.963
2024-01-03,3.955
2024-01-04,3.934
2024-01-05,3.934
2024-01-06,3.934
2024-01-07,3.934
2024-01-08,3.909
2024-01-09,3.887
2024-01-10,3.874
2024-01-11,3.859
2024-01-12,3.859
2024-01-13,3.859
2024-01-14,3.859
2024-01-15,3.859
2024-01-16,3.862
2024-01-17,3.862
2024-01-18,3.862
2024-01-19,3.858
2024-01-20,3.858
2024-01-21,3.858
2024-01-22,3.858
2024-01-23,3.858
2024-01-24,3.858
2024-01-25,3.858
2024-01-26,3.858
2024-01-27,3.858
2024-01-28,3.858
2024-01-29,3.86
2024-01-30,3.85
2024-01-31,3.634
2024-02-01,3.398
2024-02-02,3.368
2024-02-03,3.368
2024-02-04,3.368
2024-02-05,3.368
2024-02-06,3.368
2024-02-07,3.368
2024-02-08,3.34
2024-02-09,3.244
2024-02-10,3.244
2024-02-11,3.244
2024-02-12,3.244
2024-02-13,3.244
2024-02-14,3.244
2024-02-15,3.244
2024-02-16,3.244
2024-02-17,3.244
2024-02-18,3.244
2024-02-19,3.244
2024-02-20,3.244
2024-02-21,3.244
2024-02-22,3.244
2024-02-23,3.244
2024-02-24,3.244
2024-02-25,3.218
2024-02-26,3.247
2024-02-27,3.247
2024-02-28,3.247
2024-02-29,3.247
2024-03-01,3.247
2024-03-02,3.247
2024-03-03,3.247
2024-03-04,3.249
2024-03-05,3.249
2024-03-06,3.256
2024-03-07,3.256
2024-03-08,3.256
2024-03-09,3.256
2024-03-10,3.286
2024-03-11,3.286
2024-03-12,3.286
2024-03-13,3.286
2024-03-14,3.286
2024-03-15,3.286
2024-03-16,3.286
2024-03-17,3.286
2024-03-18,3.286
2024-03-19,3.287
2024-03-20,3.287
2024-03-21,3.287
2024-03-22,3.287
2024-03-23,3.287
2024-03-24,3.287
2024-03-25,3.29
2024-03-26,3.29
2024-03-27,3.3
2024-03-28,3.3
2024-03-29,3.3
2024-03-30,3.3
2024-03-31,3.3
2024-04-01,3.278
2024-04-02,3.278
2024-04-03,3.278
2024-04-04,3.277
2024-04-05,3.267
2024-04-06,3.267
2024-04-07,3.241
2024-04-08,3.225
