,NFG US Equity
2020-08-14,4.33
2020-08-15,4.33
2020-08-16,4.33
2020-08-17,4.33
2020-08-18,4.33
2020-08-19,4.33
2020-08-20,4.33
2020-08-21,4.33
2020-08-22,4.33
2020-08-23,4.33
2020-08-24,4.33
2020-08-25,4.33
2020-08-26,4.33
2020-08-27,4.33
2020-08-28,4.33
2020-08-29,4.33
2020-08-30,4.33
2020-08-31,4.33
2020-09-01,4.33
2020-09-02,4.33
2020-09-03,4.33
2020-09-04,4.33
2020-09-05,4.33
2020-09-06,4.33
2020-09-07,4.33
2020-09-08,4.33
2020-09-09,4.33
2020-09-10,4.33
2020-09-11,4.33
2020-09-12,4.33
2020-09-13,4.33
2020-09-14,4.33
2020-09-15,4.33
2020-09-16,4.33
2020-09-17,4.33
2020-09-18,4.33
2020-09-19,4.33
2020-09-20,4.33
2020-09-21,4.33
2020-09-22,4.33
2020-09-23,6.06
2020-09-24,6.06
2020-09-25,6.06
2020-09-26,6.06
2020-09-27,6.06
2020-09-28,6.06
2020-09-29,6.06
2020-09-30,6.06
2020-10-01,6.06
2020-10-02,6.06
2020-10-03,6.06
2020-10-04,6.06
2020-10-05,6.06
2020-10-06,6.06
2020-10-07,6.06
2020-10-08,6.06
2020-10-09,6.06
2020-10-10,6.06
2020-10-11,6.06
2020-10-12,6.06
2020-10-13,6.06
2020-10-14,6.06
2020-10-15,6.06
2020-10-16,6.06
2020-10-17,6.06
2020-10-18,6.06
2020-10-19,6.06
2020-10-20,6.06
2020-10-21,6.06
2020-10-22,6.06
2020-10-23,6.06
2020-10-24,6.06
2020-10-25,6.06
2020-10-26,6.06
2020-10-27,6.06
2020-10-28,6.06
2020-10-29,6.06
2020-10-30,6.06
2020-10-31,6.06
2020-11-01,6.06
2020-11-02,6.06
2020-11-03,6.06
2020-11-04,6.06
2020-11-05,6.06
2020-11-06,6.06
2020-11-07,6.06
2020-11-08,6.06
2020-11-09,6.06
2020-11-10,6.06
2020-11-11,6.06
2020-11-12,6.06
2020-11-13,6.06
2020-11-14,6.06
2020-11-15,6.06
2020-11-16,6.06
2020-11-17,6.06
2020-11-18,6.06
2020-11-19,6.06
2020-11-20,6.06
2020-11-21,6.06
2020-11-22,6.06
2020-11-23,6.06
2020-11-24,6.06
2020-11-25,6.06
2020-11-26,6.06
2020-11-27,6.06
2020-11-28,6.06
2020-11-29,6.06
2020-11-30,6.06
2020-12-01,6.06
2020-12-02,6.06
2020-12-03,6.06
2020-12-04,6.06
2020-12-05,6.06
2020-12-06,6.06
2020-12-07,6.06
2020-12-08,6.06
2020-12-09,6.06
2020-12-10,6.06
2020-12-11,6.06
2020-12-12,6.06
2020-12-13,6.06
2020-12-14,6.06
2020-12-15,6.06
2020-12-16,6.06
2020-12-17,6.06
2020-12-18,6.06
2020-12-19,6.06
2020-12-20,6.06
2020-12-21,6.06
2020-12-22,6.06
2020-12-23,6.06
2020-12-24,6.06
2020-12-25,6.06
2020-12-26,6.06
2020-12-27,6.06
2020-12-28,6.06
2020-12-29,6.06
2020-12-30,6.06
2020-12-31,6.06
2021-01-01,6.06
2021-01-02,6.06
2021-01-03,6.06
2021-01-04,6.06
2021-01-05,6.06
2021-01-06,6.06
2021-01-07,6.06
2021-01-08,6.06
2021-01-09,6.06
2021-01-10,6.06
2021-01-11,6.06
2021-01-12,6.06
2021-01-13,6.06
2021-01-14,6.06
2021-01-15,6.06
2021-01-16,6.06
2021-01-17,6.06
2021-01-18,6.06
2021-01-19,6.06
2021-01-20,6.06
2021-01-21,6.06
2021-01-22,6.06
2021-01-23,6.06
2021-01-24,6.06
2021-01-25,6.06
2021-01-26,6.06
2021-01-27,6.06
2021-01-28,6.06
2021-01-29,6.06
2021-01-30,6.06
2021-01-31,6.06
2021-02-01,6.06
2021-02-02,6.06
2021-02-03,6.06
2021-02-04,6.06
2021-02-05,6.06
2021-02-06,6.06
2021-02-07,6.06
2021-02-08,6.06
2021-02-09,6.06
2021-02-10,6.06
2021-02-11,6.06
2021-02-12,6.06
2021-02-13,6.06
2021-02-14,6.06
2021-02-15,6.06
2021-02-16,6.06
2021-02-17,6.06
2021-02-18,6.06
2021-02-19,6.06
2021-02-20,6.06
2021-02-21,6.06
2021-02-22,6.06
2021-02-23,6.06
2021-02-24,6.06
2021-02-25,6.06
2021-02-26,6.06
2021-02-27,6.06
2021-02-28,6.06
2021-03-01,6.06
2021-03-02,6.06
2021-03-03,6.06
2021-03-04,6.06
2021-03-05,6.06
2021-03-06,6.06
2021-03-07,6.06
2021-03-08,6.06
2021-03-09,6.06
2021-03-10,6.06
2021-03-11,6.06
2021-03-12,6.06
2021-03-13,6.06
2021-03-14,6.06
2021-03-15,6.06
2021-03-16,6.06
2021-03-17,6.06
2021-03-18,6.06
2021-03-19,6.06
2021-03-20,6.06
2021-03-21,6.06
2021-03-22,6.06
2021-03-23,6.06
2021-03-24,6.06
2021-03-25,6.06
2021-03-26,6.06
2021-03-27,6.06
2021-03-28,6.06
2021-03-29,6.06
2021-03-30,6.06
2021-03-31,6.06
2021-04-01,6.06
2021-04-02,6.06
2021-04-03,6.06
2021-04-04,6.06
2021-04-05,6.06
2021-04-06,6.06
2021-04-07,6.06
2021-04-08,6.06
2021-04-09,6.06
2021-04-10,6.06
2021-04-11,6.06
2021-04-12,6.06
2021-04-13,6.06
2021-04-14,6.06
2021-04-15,6.06
2021-04-16,6.06
2021-04-17,6.06
2021-04-18,6.06
2021-04-19,6.06
2021-04-20,6.06
2021-04-21,6.06
2021-04-22,6.06
2021-04-23,6.06
2021-04-24,6.06
2021-04-25,6.06
2021-04-26,6.06
2021-04-27,6.06
2021-04-28,6.06
2021-04-29,6.06
2021-04-30,6.06
2021-05-01,6.06
2021-05-02,6.06
2021-05-03,6.06
2021-05-04,6.06
2021-05-05,6.06
2021-05-06,6.06
2021-05-07,6.06
2021-05-08,6.06
2021-05-09,6.06
2021-05-10,6.06
2021-05-11,6.06
2021-05-12,6.06
2021-05-13,6.06
2021-05-14,6.06
2021-05-15,6.06
2021-05-16,6.06
2021-05-17,6.06
2021-05-18,6.06
2021-05-19,6.06
2021-05-20,6.06
2021-05-21,6.06
2021-05-22,6.06
2021-05-23,6.06
2021-05-24,6.06
2021-05-25,6.06
2021-05-26,6.06
2021-05-27,6.06
2021-05-28,6.06
2021-05-29,6.06
2021-05-30,6.06
2021-05-31,6.06
2021-06-01,6.06
2021-06-02,6.06
2021-06-03,6.06
2021-06-04,6.06
2021-06-05,6.06
2021-06-06,6.06
2021-06-07,6.06
2021-06-08,6.06
2021-06-09,6.06
2021-06-10,6.06
2021-06-11,6.06
2021-06-12,6.06
2021-06-13,6.06
2021-06-14,6.06
2021-06-15,6.06
2021-06-16,6.06
2021-06-17,6.06
2021-06-18,6.06
2021-06-19,6.06
2021-06-20,6.06
2021-06-21,6.06
2021-06-22,6.06
2021-06-23,6.06
2021-06-24,6.06
2021-06-25,6.06
2021-06-26,6.06
2021-06-27,6.06
2021-06-28,6.06
2021-06-29,6.06
2021-06-30,6.06
2021-07-01,6.06
2021-07-02,6.06
2021-07-03,6.06
2021-07-04,6.06
2021-07-05,6.06
2021-07-06,6.06
2021-07-07,6.06
2021-07-08,6.06
2021-07-09,6.06
2021-07-10,6.06
2021-07-11,6.06
2021-07-12,6.06
2021-07-13,6.06
2021-07-14,6.06
2021-07-15,6.06
2021-07-16,6.06
2021-07-17,6.06
2021-07-18,6.06
2021-07-19,6.06
2021-07-20,6.06
2021-07-21,6.06
2021-07-22,6.06
2021-07-23,6.06
2021-07-24,6.06
2021-07-25,6.06
2021-07-26,6.06
2021-07-27,6.06
2021-07-28,6.06
2021-07-29,6.06
2021-07-30,6.06
2021-07-31,6.06
2021-08-01,6.06
2021-08-02,6.06
2021-08-03,6.06
2021-08-04,6.06
2021-08-05,6.06
2021-08-06,6.06
2021-08-07,6.06
2021-08-08,6.06
2021-08-09,6.06
2021-08-10,6.06
2021-08-11,6.06
2021-08-12,6.06
2021-08-13,6.06
2021-08-14,6.06
2021-08-15,6.06
2021-08-16,6.06
2021-08-17,6.06
2021-08-18,6.06
2021-08-19,6.06
2021-08-20,6.06
2021-08-21,6.06
2021-08-22,6.06
2021-08-23,6.06
2021-08-24,6.06
2021-08-25,6.06
2021-08-26,6.06
2021-08-27,6.06
2021-08-28,6.06
2021-08-29,6.06
2021-08-30,6.06
2021-08-31,6.06
2021-09-01,6.06
2021-09-02,6.06
2021-09-03,6.06
2021-09-04,6.06
2021-09-05,6.06
2021-09-06,6.06
2021-09-07,6.06
2021-09-08,6.06
2021-09-09,6.06
2021-09-10,6.06
2021-09-11,6.06
2021-09-12,6.06
2021-09-13,6.06
2021-09-14,6.06
2021-09-15,6.06
2021-09-16,6.06
2021-09-17,6.06
2021-09-18,6.06
2021-09-19,6.06
2021-09-20,6.06
2021-09-21,6.06
2021-09-22,6.06
2021-09-23,6.06
2021-09-24,6.06
2021-09-25,6.06
2021-09-26,6.06
2021-09-27,6.06
2021-09-28,6.06
2021-09-29,6.06
2021-09-30,6.06
2021-10-01,6.06
2021-10-02,6.06
2021-10-03,6.06
2021-10-04,6.06
2021-10-05,6.06
2021-10-06,6.06
2021-10-07,6.06
2021-10-08,6.06
2021-10-09,6.06
2021-10-10,6.06
2021-10-11,6.06
2021-10-12,6.06
2021-10-13,6.06
2021-10-14,6.06
2021-10-15,6.06
2021-10-16,6.06
2021-10-17,6.06
2021-10-18,6.06
2021-10-19,6.06
2021-10-20,6.06
2021-10-21,6.06
2021-10-22,6.06
2021-10-23,6.06
2021-10-24,6.06
2021-10-25,6.06
2021-10-26,6.06
2021-10-27,6.06
2021-10-28,6.06
2021-10-29,6.06
2021-10-30,6.06
2021-10-31,6.06
2021-11-01,6.06
2021-11-02,6.06
2021-11-03,6.06
2021-11-04,6.06
2021-11-05,6.06
2021-11-06,6.06
2021-11-07,6.06
2021-11-08,6.06
2021-11-09,6.06
2021-11-10,6.06
2021-11-11,5.73
2021-11-12,5.573
2021-11-13,5.573
2021-11-14,5.573
2021-11-15,5.573
2021-11-16,5.573
2021-11-17,5.573
2021-11-18,5.123
2021-11-19,5.123
2021-11-20,5.123
2021-11-21,5.123
2021-11-22,5.123
2021-11-23,5.123
2021-11-24,5.123
2021-11-25,5.123
2021-11-26,5.123
2021-11-27,5.123
2021-11-28,5.123
2021-11-29,5.123
2021-11-30,5.123
2021-12-01,5.123
2021-12-02,5.123
2021-12-03,5.123
2021-12-04,5.123
2021-12-05,5.123
2021-12-06,5.123
2021-12-07,5.143
2021-12-08,5.143
2021-12-09,5.143
2021-12-10,5.143
2021-12-11,5.143
2021-12-12,5.143
2021-12-13,5.143
2021-12-14,5.143
2021-12-15,5.143
2021-12-16,5.143
2021-12-17,5.143
2021-12-18,5.143
2021-12-19,5.143
2021-12-20,5.143
2021-12-21,5.143
2021-12-22,5.143
2021-12-23,5.143
2021-12-24,5.143
2021-12-25,5.143
2021-12-26,5.143
2021-12-27,5.143
2021-12-28,5.143
2021-12-29,5.143
2021-12-30,5.143
2021-12-31,5.143
2022-01-01,5.143
2022-01-02,5.143
2022-01-03,5.143
2022-01-04,5.143
2022-01-05,5.143
2022-01-06,5.143
2022-01-07,5.143
2022-01-08,5.143
2022-01-09,5.143
2022-01-10,5.143
2022-01-11,5.027
2022-01-12,5.013
2022-01-13,5.013
2022-01-14,5.013
2022-01-15,5.013
2022-01-16,5.013
2022-01-17,5.013
2022-01-18,5.013
2022-01-19,5.013
2022-01-20,5.197
2022-01-21,5.197
2022-01-22,5.197
2022-01-23,5.197
2022-01-24,5.197
2022-01-25,5.197
2022-01-26,5.197
2022-01-27,5.197
2022-01-28,5.197
2022-01-29,5.197
2022-01-30,5.197
2022-01-31,5.197
2022-02-01,5.197
2022-02-02,5.197
2022-02-03,5.197
2022-02-04,5.21
2022-02-05,5.21
2022-02-06,5.21
2022-02-07,5.21
2022-02-08,5.303
2022-02-09,5.303
2022-02-10,5.303
2022-02-11,5.303
2022-02-12,5.303
2022-02-13,5.303
2022-02-14,5.303
2022-02-15,5.303
2022-02-16,5.303
2022-02-17,5.303
2022-02-18,5.303
2022-02-19,5.303
2022-02-20,5.303
2022-02-21,5.303
2022-02-22,5.303
2022-02-23,5.303
2022-02-24,5.303
2022-02-25,5.303
2022-02-26,5.303
2022-02-27,5.303
2022-02-28,5.303
2022-03-01,5.48
2022-03-02,5.48
2022-03-03,5.48
2022-03-04,5.48
2022-03-05,5.48
2022-03-06,5.48
2022-03-07,5.48
2022-03-08,5.48
2022-03-09,5.48
2022-03-10,5.48
2022-03-11,5.48
2022-03-12,5.48
2022-03-13,5.48
2022-03-14,5.705
2022-03-15,5.705
2022-03-16,5.705
2022-03-17,5.705
2022-03-18,5.705
2022-03-19,5.705
2022-03-20,5.705
2022-03-21,5.705
2022-03-22,5.705
2022-03-23,5.705
2022-03-24,5.705
2022-03-25,5.705
2022-03-26,5.705
2022-03-27,5.705
2022-03-28,5.705
2022-03-29,5.705
2022-03-30,5.705
2022-03-31,5.705
2022-04-01,6.405
2022-04-02,6.405
2022-04-03,6.405
2022-04-04,6.405
2022-04-05,6.405
2022-04-06,6.405
2022-04-07,6.405
2022-04-08,6.405
2022-04-09,6.405
2022-04-10,6.405
2022-04-11,6.405
2022-04-12,6.405
2022-04-13,6.405
2022-04-14,6.82
2022-04-15,6.82
2022-04-16,6.82
2022-04-17,6.82
2022-04-18,6.82
2022-04-19,6.82
2022-04-20,6.985
2022-04-21,6.985
2022-04-22,6.985
2022-04-23,6.985
2022-04-24,6.985
2022-04-25,6.985
2022-04-26,6.985
2022-04-27,6.985
2022-04-28,6.985
2022-04-29,6.985
2022-04-30,6.985
2022-05-01,6.985
2022-05-02,6.985
2022-05-03,6.985
2022-05-04,6.985
2022-05-05,6.985
2022-05-06,6.985
2022-05-07,6.985
2022-05-08,6.985
2022-05-09,6.985
2022-05-10,6.985
2022-05-11,6.985
2022-05-12,6.985
2022-05-13,6.985
2022-05-14,6.985
2022-05-15,6.84
2022-05-16,6.84
2022-05-17,6.435
2022-05-18,6.435
2022-05-19,6.435
2022-05-20,6.435
2022-05-21,6.435
2022-05-22,6.435
2022-05-23,6.435
2022-05-24,6.435
2022-05-25,6.435
2022-05-26,6.435
2022-05-27,6.435
2022-05-28,6.435
2022-05-29,6.435
2022-05-30,6.435
2022-05-31,6.435
2022-06-01,6.435
2022-06-02,6.435
2022-06-03,6.435
2022-06-04,6.435
2022-06-05,6.435
2022-06-06,6.435
2022-06-07,6.435
2022-06-08,6.435
2022-06-09,6.435
2022-06-10,6.435
2022-06-11,6.435
2022-06-12,6.435
2022-06-13,6.435
2022-06-14,6.435
2022-06-15,6.435
2022-06-16,6.435
2022-06-17,6.435
2022-06-18,6.435
2022-06-19,6.435
2022-06-20,6.435
2022-06-21,6.435
2022-06-22,6.435
2022-06-23,6.435
2022-06-24,6.435
2022-06-25,6.435
2022-06-26,6.435
2022-06-27,6.435
2022-06-28,6.435
2022-06-29,6.435
2022-06-30,6.435
2022-07-01,6.435
2022-07-02,6.435
2022-07-03,6.435
2022-07-04,6.44
2022-07-05,6.44
2022-07-06,6.44
2022-07-07,6.44
2022-07-08,6.44
2022-07-09,6.44
2022-07-10,6.44
2022-07-11,7.27
2022-07-12,7.27
2022-07-13,7.27
2022-07-14,7.27
2022-07-15,7.27
2022-07-16,7.27
2022-07-17,7.27
2022-07-18,7.34
2022-07-19,7.34
2022-07-20,7.34
2022-07-21,7.34
2022-07-22,7.34
2022-07-23,7.34
2022-07-24,7.34
2022-07-25,8.193
2022-07-26,8.193
2022-07-27,8.193
2022-07-28,8.193
2022-07-29,8.193
2022-07-30,8.193
2022-07-31,8.193
2022-08-01,8.193
2022-08-02,8.193
2022-08-03,8.193
2022-08-04,8.193
2022-08-05,8.193
2022-08-06,8.193
2022-08-07,8.193
2022-08-08,8.193
2022-08-09,8.193
2022-08-10,8.193
2022-08-11,8.193
2022-08-12,8.193
2022-08-13,8.193
2022-08-14,8.193
2022-08-15,8.193
2022-08-16,8.117
2022-08-17,8.117
2022-08-18,8.117
2022-08-19,8.117
2022-08-20,8.117
2022-08-21,8.117
2022-08-22,8.127
2022-08-23,8.127
2022-08-24,8.127
2022-08-25,8.127
2022-08-26,8.127
2022-08-27,8.127
2022-08-28,8.127
2022-08-29,8.127
2022-08-30,8.127
2022-08-31,8.127
2022-09-01,8.127
2022-09-02,8.127
2022-09-03,8.127
2022-09-04,8.127
2022-09-05,8.127
2022-09-06,8.127
2022-09-07,8.127
2022-09-08,8.127
2022-09-09,8.127
2022-09-10,8.127
2022-09-11,8.127
2022-09-12,8.127
2022-09-13,8.127
2022-09-14,8.127
2022-09-15,7.72
2022-09-16,7.72
2022-09-17,7.72
2022-09-18,6.813
2022-09-19,6.813
2022-09-20,6.813
2022-09-21,6.813
2022-09-22,6.813
2022-09-23,6.813
2022-09-24,6.813
2022-09-25,6.813
2022-09-26,6.813
2022-09-27,6.813
2022-09-28,6.813
2022-09-29,6.813
2022-09-30,6.813
2022-10-01,6.813
2022-10-02,6.813
2022-10-03,6.813
2022-10-04,6.813
2022-10-05,6.813
2022-10-06,6.813
2022-10-07,6.813
2022-10-08,7.777
2022-10-09,7.777
2022-10-10,7.777
2022-10-11,7.777
2022-10-12,7.66
2022-10-13,7.66
2022-10-14,7.66
2022-10-15,7.66
2022-10-16,7.66
2022-10-17,7.66
2022-10-18,7.803
2022-10-19,7.803
2022-10-20,7.803
2022-10-21,7.803
2022-10-22,7.803
2022-10-23,7.803
2022-10-24,7.803
2022-10-25,7.803
2022-10-26,7.803
2022-10-27,7.803
2022-10-28,7.803
2022-10-29,7.803
2022-10-30,7.803
2022-10-31,7.803
2022-11-01,7.803
2022-11-02,7.803
2022-11-03,7.803
2022-11-04,7.803
2022-11-05,7.803
2022-11-06,7.82
2022-11-07,7.82
2022-11-08,7.82
2022-11-09,7.82
2022-11-10,7.82
2022-11-11,7.578
2022-11-12,7.578
2022-11-13,7.578
2022-11-14,7.578
2022-11-15,7.578
2022-11-16,7.578
2022-11-17,7.578
2022-11-18,7.578
2022-11-19,7.578
2022-11-20,7.578
2022-11-21,7.578
2022-11-22,7.578
2022-11-23,7.568
2022-11-24,7.568
2022-11-25,7.568
2022-11-26,7.568
2022-11-27,7.568
2022-11-28,7.568
2022-11-29,7.568
2022-11-30,7.568
2022-12-01,7.568
2022-12-02,7.568
2022-12-03,7.568
2022-12-04,7.568
2022-12-05,7.64
2022-12-06,7.64
2022-12-07,7.64
2022-12-08,7.64
2022-12-09,7.64
2022-12-10,7.64
2022-12-11,7.64
2022-12-12,7.64
2022-12-13,7.64
2022-12-14,7.64
2022-12-15,7.64
2022-12-16,7.64
2022-12-17,7.64
2022-12-18,7.64
2022-12-19,7.64
2022-12-20,7.64
2022-12-21,7.64
2022-12-22,7.64
2022-12-23,7.64
2022-12-24,7.64
2022-12-25,7.64
2022-12-26,7.64
2022-12-27,7.64
2022-12-28,7.723
2022-12-29,7.723
2022-12-30,7.723
2022-12-31,7.723
2023-01-01,7.723
2023-01-02,7.723
2023-01-03,7.723
2023-01-04,7.723
2023-01-05,7.723
2023-01-06,7.633
2023-01-07,7.633
2023-01-08,7.633
2023-01-09,7.633
2023-01-10,7.633
2023-01-11,7.633
2023-01-12,7.455
2023-01-13,7.455
2023-01-14,7.455
2023-01-15,7.455
2023-01-16,7.455
2023-01-17,7.455
2023-01-18,7.455
2023-01-19,7.455
2023-01-20,7.088
2023-01-21,7.088
2023-01-22,7.088
2023-01-23,7.088
2023-01-24,7.063
2023-01-25,6.882
2023-01-26,6.882
2023-01-27,6.882
2023-01-28,6.882
2023-01-29,6.882
2023-01-30,6.882
2023-01-31,6.792
2023-02-01,6.792
2023-02-02,6.95
2023-02-03,6.778
2023-02-04,6.778
2023-02-05,6.778
2023-02-06,6.778
2023-02-07,6.778
2023-02-08,6.41
2023-02-09,6.498
2023-02-10,6.455
2023-02-11,6.455
2023-02-12,6.455
2023-02-13,6.455
2023-02-14,6.455
2023-02-15,6.455
2023-02-16,6.455
2023-02-17,6.455
2023-02-18,6.455
2023-02-19,6.455
2023-02-20,6.455
2023-02-21,6.455
2023-02-22,6.455
2023-02-23,6.455
2023-02-24,6.455
2023-02-25,6.455
2023-02-26,6.455
2023-02-27,6.455
2023-02-28,6.455
2023-03-01,6.455
2023-03-02,6.455
2023-03-03,6.455
2023-03-04,6.455
2023-03-05,6.455
2023-03-06,6.455
2023-03-07,6.455
2023-03-08,6.455
2023-03-09,6.455
2023-03-10,6.273
2023-03-11,6.273
2023-03-12,6.273
2023-03-13,6.273
2023-03-14,6.273
2023-03-15,6.353
2023-03-16,6.353
2023-03-17,6.353
2023-03-18,6.353
2023-03-19,6.353
2023-03-20,6.353
2023-03-21,6.353
2023-03-22,6.353
2023-03-23,6.353
2023-03-24,6.353
2023-03-25,6.353
2023-03-26,6.353
2023-03-27,6.353
2023-03-28,6.353
2023-03-29,6.353
2023-03-30,6.353
2023-03-31,6.353
2023-04-01,6.353
2023-04-02,6.353
2023-04-03,6.353
2023-04-04,6.198
2023-04-05,6.198
2023-04-06,6.198
2023-04-07,6.198
2023-04-08,6.198
2023-04-09,6.198
2023-04-10,6.198
2023-04-11,6.198
2023-04-12,6.198
2023-04-13,6.013
2023-04-14,6.013
2023-04-15,6.013
2023-04-16,6.013
2023-04-17,6.013
2023-04-18,5.673
2023-04-19,5.673
2023-04-20,5.617
2023-04-21,5.617
2023-04-22,5.617
2023-04-23,5.617
2023-04-24,5.617
2023-04-25,5.617
2023-04-26,5.617
2023-04-27,5.617
2023-04-28,5.617
2023-04-29,5.617
2023-04-30,5.617
2023-05-01,5.617
2023-05-02,5.617
2023-05-03,5.617
2023-05-04,5.597
2023-05-05,5.597
2023-05-06,5.597
2023-05-07,5.597
2023-05-08,5.597
2023-05-09,5.597
2023-05-10,5.652
2023-05-11,5.652
2023-05-12,5.652
2023-05-13,5.652
2023-05-14,5.652
2023-05-15,5.652
2023-05-16,5.552
2023-05-17,5.552
2023-05-18,5.552
2023-05-19,5.552
2023-05-20,5.552
2023-05-21,5.552
2023-05-22,5.558
2023-05-23,5.558
2023-05-24,5.548
2023-05-25,5.548
2023-05-26,5.548
2023-05-27,5.548
2023-05-28,5.548
2023-05-29,5.548
2023-05-30,5.548
2023-05-31,5.548
2023-06-01,5.548
2023-06-02,5.548
2023-06-03,5.548
2023-06-04,5.548
2023-06-05,5.548
2023-06-06,5.548
2023-06-07,5.548
2023-06-08,5.548
2023-06-09,5.548
2023-06-10,5.548
2023-06-11,5.548
2023-06-12,5.548
2023-06-13,5.526
2023-06-14,5.526
2023-06-15,5.526
2023-06-16,5.526
2023-06-17,5.526
2023-06-18,5.526
2023-06-19,5.526
2023-06-20,5.526
2023-06-21,5.526
2023-06-22,5.526
2023-06-23,5.526
