,OMF US Equity
2023-06-24,7.561
2023-06-25,7.561
2023-06-26,7.561
2023-06-27,7.561
2023-06-28,7.561
2023-06-29,7.561
2023-06-30,7.561
2023-07-01,7.561
2023-07-02,7.561
2023-07-03,7.561
2023-07-04,7.561
2023-07-05,7.563
2023-07-06,7.563
2023-07-07,7.562
2023-07-08,7.562
2023-07-09,7.562
2023-07-10,7.562
2023-07-11,7.563
2023-07-12,7.563
2023-07-13,7.563
2023-07-14,7.561
2023-07-15,7.561
2023-07-16,7.561
2023-07-17,7.561
2023-07-18,7.561
2023-07-19,7.561
2023-07-20,7.561
2023-07-21,7.561
2023-07-22,7.561
2023-07-23,7.561
2023-07-24,7.561
2023-07-25,7.561
2023-07-26,7.577
2023-07-27,7.571
2023-07-28,7.571
2023-07-29,7.571
2023-07-30,7.571
2023-07-31,7.569
2023-08-01,7.569
2023-08-02,7.554
2023-08-03,7.554
2023-08-04,7.561
2023-08-05,7.561
2023-08-06,7.561
2023-08-07,7.516
2023-08-08,7.516
2023-08-09,7.516
2023-08-10,7.516
2023-08-11,7.516
2023-08-12,7.516
2023-08-13,7.516
2023-08-14,7.516
2023-08-15,7.516
2023-08-16,7.516
2023-08-17,7.492
2023-08-18,7.492
2023-08-19,7.492
2023-08-20,7.492
2023-08-21,7.492
2023-08-22,7.492
2023-08-23,7.492
2023-08-24,7.492
2023-08-25,7.492
2023-08-26,7.492
2023-08-27,7.492
2023-08-28,7.492
2023-08-29,7.492
2023-08-30,7.492
2023-08-31,7.492
2023-09-01,7.492
2023-09-02,7.492
2023-09-03,7.492
2023-09-04,7.492
2023-09-05,7.492
2023-09-06,7.492
2023-09-07,7.492
2023-09-08,7.492
2023-09-09,7.492
2023-09-10,7.492
2023-09-11,7.492
2023-09-12,7.492
2023-09-13,7.492
2023-09-14,7.459
2023-09-15,7.459
2023-09-16,7.459
2023-09-17,7.459
2023-09-18,7.459
2023-09-19,7.459
2023-09-20,7.459
2023-09-21,7.459
2023-09-22,7.459
2023-09-23,7.459
2023-09-24,7.459
2023-09-25,7.435
2023-09-26,7.435
2023-09-27,7.462
2023-09-28,7.462
2023-09-29,7.462
2023-09-30,7.462
2023-10-01,7.462
2023-10-02,7.462
2023-10-03,7.462
2023-10-04,7.462
2023-10-05,7.464
2023-10-06,7.443
2023-10-07,7.443
2023-10-08,7.443
2023-10-09,7.431
2023-10-10,7.431
2023-10-11,7.431
2023-10-12,7.431
2023-10-13,7.431
2023-10-14,7.431
2023-10-15,7.426
2023-10-16,7.426
2023-10-17,7.421
2023-10-18,7.421
2023-10-19,7.421
2023-10-20,7.421
2023-10-21,7.421
2023-10-22,7.421
2023-10-23,7.421
2023-10-24,7.421
2023-10-25,7.151
2023-10-26,7.155
2023-10-27,7.155
2023-10-28,7.041
2023-10-29,7.041
2023-10-30,6.981
2023-10-31,6.957
2023-11-01,6.957
2023-11-02,6.957
2023-11-03,6.957
2023-11-04,6.957
2023-11-05,6.957
2023-11-06,6.869
2023-11-07,6.869
2023-11-08,6.869
2023-11-09,6.869
2023-11-10,6.869
2023-11-11,6.869
2023-11-12,6.869
2023-11-13,6.869
2023-11-14,6.893
2023-11-15,6.893
2023-11-16,6.893
2023-11-17,6.893
2023-11-18,6.893
2023-11-19,6.893
2023-11-20,6.843
2023-11-21,6.843
2023-11-22,6.843
2023-11-23,6.843
2023-11-24,6.843
2023-11-25,6.843
2023-11-26,6.843
2023-11-27,6.843
2023-11-28,6.843
2023-11-29,6.855
2023-11-30,6.855
2023-12-01,6.855
2023-12-02,6.855
2023-12-03,6.855
2023-12-04,6.855
2023-12-05,6.855
2023-12-06,6.847
2023-12-07,6.844
2023-12-08,6.844
2023-12-09,6.844
2023-12-10,6.844
2023-12-11,6.844
2023-12-12,6.844
2023-12-13,6.844
2023-12-14,6.844
2023-12-15,6.844
2023-12-16,6.844
2023-12-17,6.844
2023-12-18,6.844
2023-12-19,6.844
2023-12-20,6.844
2023-12-21,6.844
2023-12-22,6.844
2023-12-23,6.844
2023-12-24,6.844
2023-12-25,6.844
2023-12-26,6.844
2023-12-27,6.844
2023-12-28,6.844
2023-12-29,6.844
2023-12-30,6.844
2023-12-31,6.844
2024-01-01,6.844
2024-01-02,6.837
2024-01-03,6.837
2024-01-04,6.817
2024-01-05,6.814
2024-01-06,6.814
2024-01-07,6.847
2024-01-08,6.847
2024-01-09,6.862
2024-01-10,6.832
2024-01-11,6.832
2024-01-12,6.832
2024-01-13,6.832
2024-01-14,6.832
2024-01-15,6.794
2024-01-16,6.774
2024-01-17,6.774
2024-01-18,6.774
2024-01-19,6.774
2024-01-20,6.774
2024-01-21,6.774
2024-01-22,6.774
2024-01-23,6.774
2024-01-24,6.774
2024-01-25,6.774
2024-01-26,6.774
2024-01-27,6.774
2024-01-28,6.774
2024-01-29,6.774
2024-01-30,6.774
2024-01-31,6.774
2024-02-01,6.774
2024-02-02,6.774
2024-02-03,6.774
2024-02-04,6.774
2024-02-05,6.774
2024-02-06,6.774
2024-02-07,5.966
2024-02-08,5.884
2024-02-09,5.884
2024-02-10,5.884
2024-02-11,5.884
2024-02-12,5.866
2024-02-13,5.866
2024-02-14,5.889
2024-02-15,5.866
2024-02-16,5.866
2024-02-17,5.866
2024-02-18,5.866
2024-02-19,5.866
2024-02-20,5.866
2024-02-21,5.866
2024-02-22,5.866
2024-02-23,5.866
2024-02-24,5.866
2024-02-25,5.866
2024-02-26,5.948
2024-02-27,5.948
2024-02-28,5.948
2024-02-29,5.948
2024-03-01,5.948
2024-03-02,5.948
2024-03-03,5.948
2024-03-04,5.927
2024-03-05,5.927
2024-03-06,5.878
2024-03-07,5.878
2024-03-08,5.878
2024-03-09,5.878
2024-03-10,5.878
2024-03-11,5.878
2024-03-12,5.878
2024-03-13,5.878
2024-03-14,5.878
2024-03-15,5.878
2024-03-16,5.878
2024-03-17,5.903
2024-03-18,5.903
2024-03-19,5.903
2024-03-20,5.903
2024-03-21,5.903
2024-03-22,5.903
2024-03-23,5.903
2024-03-24,5.903
2024-03-25,5.902
2024-03-26,5.902
2024-03-27,5.902
2024-03-28,5.835
2024-03-29,5.835
2024-03-30,5.835
2024-03-31,5.835
2024-04-01,5.797
2024-04-02,5.797
2024-04-03,5.809
2024-04-04,5.809
2024-04-05,5.809
2024-04-06,5.809
2024-04-07,5.806
2024-04-08,5.805
