,OXY US Equity
2023-06-19,5.188
2023-06-20,5.188
2023-06-21,5.188
2023-06-22,5.189
2023-06-23,5.189
2023-06-24,5.189
2023-06-25,5.189
2023-06-26,5.18
2023-06-27,5.18
2023-06-28,5.18
2023-06-29,5.154
2023-06-30,5.154
2023-07-01,5.122
2023-07-02,5.122
2023-07-03,5.122
2023-07-04,5.122
2023-07-05,5.123
2023-07-06,5.135
2023-07-07,5.135
2023-07-08,5.135
2023-07-09,5.179
2023-07-10,5.174
2023-07-11,5.16
2023-07-12,5.12
2023-07-13,5.066
2023-07-14,5.066
2023-07-15,5.066
2023-07-16,5.066
2023-07-17,4.989
2023-07-18,4.965
2023-07-19,4.827
2023-07-20,4.809
2023-07-21,4.757
2023-07-22,4.756
2023-07-23,4.713
2023-07-24,4.713
2023-07-25,4.713
2023-07-26,4.713
2023-07-27,4.713
2023-07-28,4.713
2023-07-29,4.713
2023-07-30,4.713
2023-07-31,4.728
2023-08-01,4.728
2023-08-02,4.73
2023-08-03,4.718
2023-08-04,4.685
2023-08-05,4.685
2023-08-06,4.685
2023-08-07,4.681
2023-08-08,4.681
2023-08-09,4.689
2023-08-10,4.689
2023-08-11,4.689
2023-08-12,4.689
2023-08-13,4.742
2023-08-14,4.742
2023-08-15,4.742
2023-08-16,4.774
2023-08-17,4.763
2023-08-18,4.76
2023-08-19,4.76
2023-08-20,4.753
2023-08-21,4.753
2023-08-22,4.75
2023-08-23,4.726
2023-08-24,4.808
2023-08-25,4.76
2023-08-26,4.76
2023-08-27,4.845
2023-08-28,4.877
2023-08-29,4.877
2023-08-30,4.877
2023-08-31,4.937
2023-09-01,4.936
2023-09-02,4.936
2023-09-03,4.928
2023-09-04,4.928
2023-09-05,4.928
2023-09-06,4.932
2023-09-07,4.932
2023-09-08,4.932
2023-09-09,4.932
2023-09-10,4.932
2023-09-11,4.98
2023-09-12,4.98
2023-09-13,5.021
2023-09-14,5.021
2023-09-15,5.021
2023-09-16,5.021
2023-09-17,5.021
2023-09-18,5.122
2023-09-19,5.111
2023-09-20,5.079
2023-09-21,5.079
2023-09-22,5.081
2023-09-23,5.081
2023-09-24,5.081
2023-09-25,5.081
2023-09-26,5.081
2023-09-27,5.183
2023-09-28,5.183
2023-09-29,5.183
2023-09-30,5.15
2023-10-01,5.143
2023-10-02,5.141
2023-10-03,5.085
2023-10-04,5.135
2023-10-05,5.135
2023-10-06,5.135
2023-10-07,5.135
2023-10-08,5.135
2023-10-09,5.135
2023-10-10,5.08
2023-10-11,5.16
2023-10-12,5.168
2023-10-13,5.168
2023-10-14,5.166
2023-10-15,5.186
2023-10-16,5.174
2023-10-17,5.117
2023-10-18,5.105
2023-10-19,5.057
2023-10-20,5.073
2023-10-21,5.073
2023-10-22,5.073
2023-10-23,5.012
2023-10-24,5.013
2023-10-25,5.013
2023-10-26,5.085
2023-10-27,5.085
2023-10-28,5.085
2023-10-29,5.085
2023-10-30,5.067
2023-10-31,5.067
2023-11-01,5.067
2023-11-02,5.067
2023-11-03,5.067
2023-11-04,5.067
2023-11-05,5.067
2023-11-06,5.067
2023-11-07,5.1
2023-11-08,5.097
2023-11-09,5.098
2023-11-10,5.104
2023-11-11,5.104
2023-11-12,5.21
2023-11-13,5.208
2023-11-14,5.225
2023-11-15,5.215
2023-11-16,5.215
2023-11-17,5.215
2023-11-18,5.215
2023-11-19,5.215
2023-11-20,5.215
2023-11-21,5.188
2023-11-22,5.13
2023-11-23,5.13
2023-11-24,5.13
2023-11-25,5.13
2023-11-26,5.13
2023-11-27,5.13
2023-11-28,5.062
2023-11-29,5.105
2023-11-30,5.105
2023-12-01,5.105
2023-12-02,5.105
2023-12-03,5.105
2023-12-04,5.074
2023-12-05,5.061
2023-12-06,5.084
2023-12-07,4.969
2023-12-08,4.866
2023-12-09,4.866
2023-12-10,4.794
2023-12-11,4.99
2023-12-12,4.739
2023-12-13,4.944
2023-12-14,4.985
2023-12-15,4.989
2023-12-16,4.989
2023-12-17,4.989
2023-12-18,5.002
2023-12-19,5.111
2023-12-20,5.111
2023-12-21,5.062
2023-12-22,5.182
2023-12-23,5.182
2023-12-24,5.182
2023-12-25,5.182
2023-12-26,5.182
2023-12-27,5.182
2023-12-28,5.182
2023-12-29,5.182
2023-12-30,5.182
2023-12-31,5.182
2024-01-01,5.182
2024-01-02,5.182
2024-01-03,4.988
2024-01-04,4.988
2024-01-05,4.653
2024-01-06,4.653
2024-01-07,4.547
2024-01-08,4.355
2024-01-09,4.339
2024-01-10,4.343
2024-01-11,4.309
2024-01-12,4.164
2024-01-13,4.164
2024-01-14,4.164
2024-01-15,4.134
2024-01-16,3.994
2024-01-17,3.996
2024-01-18,3.996
2024-01-19,3.994
2024-01-20,3.994
2024-01-21,3.994
2024-01-22,3.818
2024-01-23,3.846
2024-01-24,3.846
2024-01-25,3.828
2024-01-26,3.855
2024-01-27,3.855
2024-01-28,3.855
2024-01-29,3.862
2024-01-30,3.825
2024-01-31,3.825
2024-02-01,3.825
2024-02-02,3.825
2024-02-03,3.825
2024-02-04,3.824
2024-02-05,3.824
2024-02-06,3.824
2024-02-07,3.824
2024-02-08,3.824
2024-02-09,3.824
2024-02-10,3.824
2024-02-11,3.824
2024-02-12,3.8
2024-02-13,3.8
2024-02-14,3.829
2024-02-15,3.615
2024-02-16,3.605
2024-02-17,3.605
2024-02-18,3.605
2024-02-19,3.605
2024-02-20,3.499
2024-02-21,3.455
2024-02-22,3.455
2024-02-23,3.368
2024-02-24,3.368
2024-02-25,3.368
2024-02-26,3.368
2024-02-27,3.368
2024-02-28,3.368
2024-02-29,3.387
2024-03-01,3.389
2024-03-02,3.389
2024-03-03,3.389
2024-03-04,3.367
2024-03-05,3.367
2024-03-06,3.367
2024-03-07,3.367
2024-03-08,3.333
2024-03-09,3.333
2024-03-10,3.333
2024-03-11,3.382
2024-03-12,3.372
2024-03-13,3.311
2024-03-14,3.311
2024-03-15,3.311
2024-03-16,3.311
2024-03-17,3.312
2024-03-18,3.309
2024-03-19,3.309
2024-03-20,3.309
2024-03-21,3.336
2024-03-22,3.33
2024-03-23,3.33
2024-03-24,3.33
2024-03-25,3.33
2024-03-26,3.33
2024-03-27,3.318
2024-03-28,3.33
2024-03-29,3.322
2024-03-30,3.322
2024-03-31,3.322
2024-04-01,3.321
2024-04-02,3.321
2024-04-03,3.388
2024-04-04,3.388
2024-04-05,3.435
2024-04-06,3.435
2024-04-07,3.435
2024-04-08,3.468
