,RRX US Equity
2020-10-25,13.35
2020-10-26,13.35
2020-10-27,13.35
2020-10-28,13.35
2020-10-29,13.35
2020-10-30,13.35
2020-10-31,13.35
2020-11-01,13.35
2020-11-02,13.35
2020-11-03,13.35
2020-11-04,13.35
2020-11-05,13.35
2020-11-06,13.35
2020-11-07,13.35
2020-11-08,13.35
2020-11-09,13.35
2020-11-10,13.35
2020-11-11,13.35
2020-11-12,13.35
2020-11-13,13.35
2020-11-14,13.35
2020-11-15,13.35
2020-11-16,13.35
2020-11-17,13.35
2020-11-18,13.35
2020-11-19,13.35
2020-11-20,13.35
2020-11-21,13.35
2020-11-22,13.35
2020-11-23,13.35
2020-11-24,13.35
2020-11-25,13.35
2020-11-26,13.35
2020-11-27,13.35
2020-11-28,13.35
2020-11-29,13.35
2020-11-30,13.35
2020-12-01,13.35
2020-12-02,13.35
2020-12-03,13.35
2020-12-04,13.35
2020-12-05,13.35
2020-12-06,13.35
2020-12-07,13.35
2020-12-08,13.35
2020-12-09,13.35
2020-12-10,13.35
2020-12-11,13.35
2020-12-12,13.35
2020-12-13,13.35
2020-12-14,13.35
2020-12-15,13.35
2020-12-16,13.35
2020-12-17,13.35
2020-12-18,13.35
2020-12-19,13.35
2020-12-20,13.35
2020-12-21,13.35
2020-12-22,13.35
2020-12-23,13.35
2020-12-24,13.35
2020-12-25,13.35
2020-12-26,13.35
2020-12-27,13.35
2020-12-28,13.35
2020-12-29,13.35
2020-12-30,13.35
2020-12-31,13.35
2021-01-01,13.35
2021-01-02,13.35
2021-01-03,13.35
2021-01-04,13.35
2021-01-05,13.35
2021-01-06,13.35
2021-01-07,13.35
2021-01-08,13.35
2021-01-09,13.35
2021-01-10,13.35
2021-01-11,13.35
2021-01-12,13.35
2021-01-13,13.35
2021-01-14,13.35
2021-01-15,13.35
2021-01-16,13.35
2021-01-17,13.35
2021-01-18,13.35
2021-01-19,13.35
2021-01-20,13.35
2021-01-21,13.35
2021-01-22,13.35
2021-01-23,13.35
2021-01-24,13.35
2021-01-25,13.35
2021-01-26,13.35
2021-01-27,13.35
2021-01-28,13.35
2021-01-29,13.35
2021-01-30,13.35
2021-01-31,13.35
2021-02-01,13.35
2021-02-02,13.35
2021-02-03,13.35
2021-02-04,13.35
2021-02-05,13.35
2021-02-06,13.35
2021-02-07,13.35
2021-02-08,13.35
2021-02-09,13.35
2021-02-10,13.35
2021-02-11,13.35
2021-02-12,13.35
2021-02-13,13.35
2021-02-14,13.35
2021-02-15,13.35
2021-02-16,13.35
2021-02-17,13.35
2021-02-18,13.35
2021-02-19,13.35
2021-02-20,13.35
2021-02-21,13.35
2021-02-22,13.35
2021-02-23,13.35
2021-02-24,13.35
2021-02-25,13.35
2021-02-26,13.35
2021-02-27,13.35
2021-02-28,13.35
2021-03-01,13.35
2021-03-02,13.35
2021-03-03,13.35
2021-03-04,13.35
2021-03-05,13.35
2021-03-06,13.35
2021-03-07,13.35
2021-03-08,13.35
2021-03-09,13.35
2021-03-10,13.35
2021-03-11,13.35
2021-03-12,13.35
2021-03-13,13.35
2021-03-14,13.35
2021-03-15,13.35
2021-03-16,13.35
2021-03-17,13.35
2021-03-18,13.35
2021-03-19,13.35
2021-03-20,13.35
2021-03-21,13.35
2021-03-22,13.35
2021-03-23,13.35
2021-03-24,13.35
2021-03-25,13.35
2021-03-26,13.35
2021-03-27,13.35
2021-03-28,13.35
2021-03-29,13.35
2021-03-30,13.35
2021-03-31,13.35
2021-04-01,13.35
2021-04-02,13.35
2021-04-03,13.35
2021-04-04,13.35
2021-04-05,13.35
2021-04-06,13.35
2021-04-07,13.35
2021-04-08,13.35
2021-04-09,13.35
2021-04-10,13.35
2021-04-11,13.35
2021-04-12,13.35
2021-04-13,13.35
2021-04-14,13.35
2021-04-15,13.35
2021-04-16,13.35
2021-04-17,13.35
2021-04-18,13.35
2021-04-19,13.35
2021-04-20,13.35
2021-04-21,13.35
2021-04-22,13.35
2021-04-23,13.35
2021-04-24,13.35
2021-04-25,13.35
2021-04-26,13.35
2021-04-27,13.35
2021-04-28,13.35
2021-04-29,13.35
2021-04-30,13.35
2021-05-01,13.35
2021-05-02,13.35
2021-05-03,13.35
2021-05-04,13.35
2021-05-05,13.35
2021-05-06,13.35
2021-05-07,13.35
2021-05-08,13.35
2021-05-09,13.35
2021-05-10,13.35
2021-05-11,13.35
2021-05-12,13.35
2021-05-13,13.35
2021-05-14,13.35
2021-05-15,13.35
2021-05-16,13.35
2021-05-17,13.35
2021-05-18,13.35
2021-05-19,13.35
2021-05-20,13.35
2021-05-21,13.35
2021-05-22,13.35
2021-05-23,13.35
2021-05-24,13.35
2021-05-25,13.35
2021-05-26,13.35
2021-05-27,13.35
2021-05-28,13.35
2021-05-29,13.35
2021-05-30,13.35
2021-05-31,13.35
2021-06-01,13.35
2021-06-02,13.35
2021-06-03,13.35
2021-06-04,13.35
2021-06-05,13.35
2021-06-06,13.35
2021-06-07,13.35
2021-06-08,13.35
2021-06-09,13.35
2021-06-10,13.35
2021-06-11,13.35
2021-06-12,13.35
2021-06-13,13.35
2021-06-14,13.35
2021-06-15,13.35
2021-06-16,13.35
2021-06-17,13.35
2021-06-18,13.35
2021-06-19,13.35
2021-06-20,13.35
2021-06-21,13.35
2021-06-22,13.35
2021-06-23,13.35
2021-06-24,13.35
2021-06-25,13.35
2021-06-26,13.35
2021-06-27,13.35
2021-06-28,13.35
2021-06-29,13.35
2021-06-30,13.35
2021-07-01,13.35
2021-07-02,13.35
2021-07-03,13.35
2021-07-04,13.35
2021-07-05,13.35
2021-07-06,13.35
2021-07-07,13.35
2021-07-08,13.35
2021-07-09,13.35
2021-07-10,13.35
2021-07-11,13.35
2021-07-12,13.35
2021-07-13,13.35
2021-07-14,13.35
2021-07-15,13.35
2021-07-16,13.35
2021-07-17,13.35
2021-07-18,13.35
2021-07-19,13.35
2021-07-20,13.35
2021-07-21,13.35
2021-07-22,13.35
2021-07-23,13.35
2021-07-24,13.35
2021-07-25,13.35
2021-07-26,13.35
2021-07-27,13.35
2021-07-28,13.35
2021-07-29,13.35
2021-07-30,13.35
2021-07-31,13.35
2021-08-01,13.35
2021-08-02,13.35
2021-08-03,13.35
2021-08-04,13.35
2021-08-05,13.35
2021-08-06,13.35
2021-08-07,13.35
2021-08-08,13.35
2021-08-09,13.35
2021-08-10,13.35
2021-08-11,13.35
2021-08-12,13.35
2021-08-13,13.35
2021-08-14,13.35
2021-08-15,13.35
2021-08-16,13.35
2021-08-17,13.35
2021-08-18,13.35
2021-08-19,13.35
2021-08-20,13.35
2021-08-21,13.35
2021-08-22,13.35
2021-08-23,13.35
2021-08-24,13.35
2021-08-25,13.35
2021-08-26,13.35
2021-08-27,13.35
2021-08-28,13.35
2021-08-29,13.35
2021-08-30,13.35
2021-08-31,13.35
2021-09-01,13.35
2021-09-02,13.35
2021-09-03,13.35
2021-09-04,13.35
2021-09-05,13.35
2021-09-06,13.35
2021-09-07,13.35
2021-09-08,13.35
2021-09-09,13.35
2021-09-10,13.35
2021-09-11,13.35
2021-09-12,13.35
2021-09-13,13.35
2021-09-14,13.35
2021-09-15,13.35
2021-09-16,13.35
2021-09-17,13.35
2021-09-18,13.35
2021-09-19,13.35
2021-09-20,13.35
2021-09-21,13.35
2021-09-22,13.35
2021-09-23,13.35
2021-09-24,13.35
2021-09-25,13.35
2021-09-26,13.35
2021-09-27,13.35
2021-09-28,13.35
2021-09-29,13.35
2021-09-30,13.35
2021-10-01,13.35
2021-10-02,13.35
2021-10-03,13.35
2021-10-04,13.35
2021-10-05,13.35
2021-10-06,13.35
2021-10-07,13.35
2021-10-08,13.35
2021-10-09,13.35
2021-10-10,13.35
2021-10-11,13.35
2021-10-12,13.35
2021-10-13,13.35
2021-10-14,13.35
2021-10-15,13.35
2021-10-16,13.35
2021-10-17,13.35
2021-10-18,13.35
2021-10-19,13.35
2021-10-20,13.35
2021-10-21,13.35
2021-10-22,13.35
2021-10-23,13.35
2021-10-24,13.35
2021-10-25,13.35
2021-10-26,13.35
2021-10-27,13.35
2021-10-28,13.35
2021-10-29,13.35
2021-10-30,13.35
2021-10-31,13.35
2021-11-01,13.35
2021-11-02,13.35
2021-11-03,13.35
2021-11-04,13.35
2021-11-05,13.35
2021-11-06,13.35
2021-11-07,13.35
2021-11-08,13.35
2021-11-09,13.35
2021-11-10,13.35
2021-11-11,13.35
2021-11-12,13.35
2021-11-13,13.35
2021-11-14,13.35
2021-11-15,13.35
2021-11-16,13.35
2021-11-17,13.35
2021-11-18,13.35
2021-11-19,13.35
2021-11-20,13.35
2021-11-21,13.35
2021-11-22,13.35
2021-11-23,13.35
2021-11-24,13.35
2021-11-25,13.35
2021-11-26,13.35
2021-11-27,13.35
2021-11-28,13.35
2021-11-29,13.35
2021-11-30,13.35
2021-12-01,13.35
2021-12-02,13.35
2021-12-03,13.35
2021-12-04,13.35
2021-12-05,13.35
2021-12-06,13.35
2021-12-07,13.35
2021-12-08,13.35
2021-12-09,13.35
2021-12-10,13.35
2021-12-11,13.35
2021-12-12,13.35
2021-12-13,13.35
2021-12-14,13.35
2021-12-15,13.35
2021-12-16,13.35
2021-12-17,13.35
2021-12-18,13.35
2021-12-19,13.35
2021-12-20,13.35
2021-12-21,13.35
2021-12-22,13.35
2021-12-23,13.35
2021-12-24,13.35
2021-12-25,13.35
2021-12-26,13.35
2021-12-27,13.35
2021-12-28,13.35
2021-12-29,13.35
2021-12-30,13.35
2021-12-31,13.35
2022-01-01,13.35
2022-01-02,13.35
2022-01-03,13.35
2022-01-04,13.35
2022-01-05,13.35
2022-01-06,13.35
2022-01-07,13.35
2022-01-08,13.35
2022-01-09,13.35
2022-01-10,13.35
2022-01-11,13.35
2022-01-12,13.35
2022-01-13,13.35
2022-01-14,13.35
2022-01-15,13.35
2022-01-16,13.35
2022-01-17,13.35
2022-01-18,13.35
2022-01-19,13.35
2022-01-20,13.35
2022-01-21,13.35
2022-01-22,13.35
2022-01-23,13.35
2022-01-24,13.35
2022-01-25,13.35
2022-01-26,13.35
2022-01-27,13.35
2022-01-28,13.35
2022-01-29,13.35
2022-01-30,13.35
2022-01-31,13.35
2022-02-01,13.35
2022-02-02,13.35
2022-02-03,13.35
2022-02-04,12.59
2022-02-05,12.59
2022-02-06,12.59
2022-02-07,12.59
2022-02-08,12.59
2022-02-09,12.59
2022-02-10,12.59
2022-02-11,12.59
2022-02-12,12.59
2022-02-13,12.59
2022-02-14,12.59
2022-02-15,12.59
2022-02-16,12.59
2022-02-17,12.59
2022-02-18,12.59
2022-02-19,12.59
2022-02-20,12.59
2022-02-21,12.59
2022-02-22,12.59
2022-02-23,12.59
2022-02-24,12.59
2022-02-25,12.59
2022-02-26,12.59
2022-02-27,12.59
2022-02-28,12.59
2022-03-01,12.59
2022-03-02,12.59
2022-03-03,12.59
2022-03-04,12.59
2022-03-05,12.59
2022-03-06,12.59
2022-03-07,12.59
2022-03-08,12.59
2022-03-09,12.59
2022-03-10,12.59
2022-03-11,12.59
2022-03-12,12.59
2022-03-13,12.59
2022-03-14,12.59
2022-03-15,12.59
2022-03-16,12.59
2022-03-17,12.59
2022-03-18,12.543
2022-03-19,12.543
2022-03-20,12.543
2022-03-21,12.543
2022-03-22,12.543
2022-03-23,12.543
2022-03-24,12.543
2022-03-25,12.543
2022-03-26,12.543
2022-03-27,12.543
2022-03-28,12.543
2022-03-29,12.543
2022-03-30,12.543
2022-03-31,12.543
2022-04-01,12.543
2022-04-02,12.543
2022-04-03,12.543
2022-04-04,12.52
2022-04-05,12.618
2022-04-06,12.618
2022-04-07,12.618
2022-04-08,12.618
2022-04-09,12.618
2022-04-10,12.618
2022-04-11,12.618
2022-04-12,12.618
2022-04-13,12.618
2022-04-14,12.618
2022-04-15,12.618
2022-04-16,12.618
2022-04-17,12.618
2022-04-18,12.618
2022-04-19,12.618
2022-04-20,12.618
2022-04-21,12.618
2022-04-22,12.616
2022-04-23,12.616
2022-04-24,12.616
2022-04-25,12.616
2022-04-26,12.616
2022-04-27,12.616
2022-04-28,12.714
2022-04-29,12.62
2022-04-30,12.62
2022-05-01,12.62
2022-05-02,12.62
2022-05-03,12.62
2022-05-04,12.62
2022-05-05,12.62
2022-05-06,12.62
2022-05-07,12.62
2022-05-08,12.62
2022-05-09,12.62
2022-05-10,12.62
2022-05-11,12.62
2022-05-12,12.663
2022-05-13,12.663
2022-05-14,12.663
2022-05-15,12.663
2022-05-16,12.663
2022-05-17,12.663
2022-05-18,12.663
2022-05-19,12.663
2022-05-20,12.663
2022-05-21,12.663
2022-05-22,12.663
2022-05-23,12.663
2022-05-24,12.663
2022-05-25,12.663
2022-05-26,12.663
2022-05-27,12.663
2022-05-28,12.663
2022-05-29,12.663
2022-05-30,12.663
2022-05-31,12.663
2022-06-01,12.663
2022-06-02,12.663
2022-06-03,12.663
2022-06-04,12.663
2022-06-05,12.663
2022-06-06,12.663
2022-06-07,12.655
2022-06-08,12.655
2022-06-09,12.655
2022-06-10,12.655
2022-06-11,12.655
2022-06-12,12.655
2022-06-13,12.655
2022-06-14,12.655
2022-06-15,12.655
2022-06-16,12.655
2022-06-17,12.655
2022-06-18,12.655
2022-06-19,12.655
2022-06-20,12.655
2022-06-21,12.655
2022-06-22,12.655
2022-06-23,12.655
2022-06-24,12.655
2022-06-25,12.655
2022-06-26,12.655
2022-06-27,12.505
2022-06-28,12.505
2022-06-29,12.505
2022-06-30,12.505
2022-07-01,12.505
2022-07-02,12.505
2022-07-03,12.505
2022-07-04,12.505
2022-07-05,12.505
2022-07-06,12.505
2022-07-07,12.505
2022-07-08,12.423
2022-07-09,12.423
2022-07-10,12.423
2022-07-11,12.423
2022-07-12,12.423
2022-07-13,12.423
2022-07-14,12.423
2022-07-15,12.423
2022-07-16,12.423
2022-07-17,12.423
2022-07-18,12.423
2022-07-19,12.423
2022-07-20,12.423
2022-07-21,12.423
2022-07-22,12.423
2022-07-23,12.423
2022-07-24,12.423
2022-07-25,12.423
2022-07-26,12.423
2022-07-27,12.423
2022-07-28,12.423
2022-07-29,12.423
2022-07-30,12.423
2022-07-31,12.423
2022-08-01,12.423
2022-08-02,12.388
2022-08-03,12.573
2022-08-04,12.573
2022-08-05,12.573
2022-08-06,12.573
2022-08-07,12.573
2022-08-08,12.573
2022-08-09,12.573
2022-08-10,12.573
2022-08-11,12.573
2022-08-12,12.573
2022-08-13,12.573
2022-08-14,12.573
2022-08-15,12.573
2022-08-16,12.573
2022-08-17,12.573
2022-08-18,12.573
2022-08-19,12.573
2022-08-20,12.573
2022-08-21,12.573
2022-08-22,12.573
2022-08-23,12.573
2022-08-24,12.573
2022-08-25,12.573
2022-08-26,12.573
2022-08-27,12.573
2022-08-28,12.573
2022-08-29,12.573
2022-08-30,12.573
2022-08-31,12.573
2022-09-01,12.573
2022-09-02,12.573
2022-09-03,12.573
2022-09-04,12.573
2022-09-05,12.573
2022-09-06,12.573
2022-09-07,12.573
2022-09-08,12.573
2022-09-09,12.573
2022-09-10,12.573
2022-09-11,12.573
2022-09-12,12.573
2022-09-13,12.573
2022-09-14,12.723
2022-09-15,12.845
2022-09-16,12.845
2022-09-17,12.845
2022-09-18,12.845
2022-09-19,12.845
2022-09-20,12.845
2022-09-21,12.845
2022-09-22,12.845
2022-09-23,12.845
2022-09-24,12.845
2022-09-25,12.845
2022-09-26,12.845
2022-09-27,12.845
2022-09-28,12.845
2022-09-29,12.845
2022-09-30,12.845
2022-10-01,12.845
2022-10-02,12.94
2022-10-03,12.642
2022-10-04,12.642
2022-10-05,12.642
2022-10-06,12.672
2022-10-07,12.672
2022-10-08,12.672
2022-10-09,12.672
2022-10-10,12.672
2022-10-11,12.672
2022-10-12,12.672
2022-10-13,12.672
2022-10-14,12.672
2022-10-15,12.672
2022-10-16,12.672
2022-10-17,12.672
2022-10-18,12.672
2022-10-19,12.672
2022-10-20,12.672
2022-10-21,12.672
2022-10-22,12.672
2022-10-23,12.672
2022-10-24,12.672
2022-10-25,12.672
2022-10-26,12.672
2022-10-27,12.083
2022-10-28,12.008
2022-10-29,12.008
2022-10-30,12.008
2022-10-31,12.008
2022-11-01,12.126
2022-11-02,11.998
2022-11-03,11.998
2022-11-04,11.998
2022-11-05,11.998
2022-11-06,11.998
2022-11-07,11.998
2022-11-08,11.998
2022-11-09,11.998
2022-11-10,11.998
2022-11-11,11.998
2022-11-12,11.998
2022-11-13,11.998
2022-11-14,11.998
2022-11-15,11.998
2022-11-16,11.998
2022-11-17,11.998
2022-11-18,11.998
2022-11-19,11.998
2022-11-20,11.998
2022-11-21,11.998
2022-11-22,11.998
2022-11-23,12.281
2022-11-24,12.281
2022-11-25,12.281
2022-11-26,12.281
2022-11-27,12.281
2022-11-28,12.281
2022-11-29,12.281
2022-11-30,12.281
2022-12-01,12.083
2022-12-02,12.083
2022-12-03,12.083
2022-12-04,12.083
2022-12-05,12.083
2022-12-06,12.083
2022-12-07,12.083
2022-12-08,12.083
2022-12-09,12.083
2022-12-10,12.083
2022-12-11,12.083
2022-12-12,12.083
2022-12-13,12.054
2022-12-14,12.054
2022-12-15,12.054
2022-12-16,12.054
2022-12-17,12.054
2022-12-18,12.054
2022-12-19,12.054
2022-12-20,12.054
2022-12-21,12.054
2022-12-22,12.054
2022-12-23,12.054
2022-12-24,12.054
2022-12-25,12.054
2022-12-26,12.054
2022-12-27,12.054
2022-12-28,12.054
2022-12-29,12.054
2022-12-30,12.054
2022-12-31,12.054
2023-01-01,12.054
2023-01-02,12.054
2023-01-03,12.054
2023-01-04,12.054
2023-01-05,12.036
2023-01-06,12.036
2023-01-07,12.036
2023-01-08,12.036
2023-01-09,12.036
2023-01-10,12.036
2023-01-11,12.036
2023-01-12,12.089
2023-01-13,12.089
2023-01-14,12.089
2023-01-15,12.089
2023-01-16,12.089
2023-01-17,12.089
2023-01-18,12.089
2023-01-19,12.089
2023-01-20,12.089
2023-01-21,12.089
2023-01-22,12.089
2023-01-23,12.089
2023-01-24,12.089
2023-01-25,12.089
2023-01-26,12.089
2023-01-27,12.089
2023-01-28,12.089
2023-01-29,12.089
2023-01-30,11.989
2023-01-31,11.989
2023-02-01,11.953
2023-02-02,12.06
2023-02-03,11.984
2023-02-04,11.971
2023-02-05,11.891
2023-02-06,11.766
2023-02-07,11.766
2023-02-08,11.766
2023-02-09,11.766
2023-02-10,11.766
2023-02-11,11.766
2023-02-12,11.766
2023-02-13,11.766
2023-02-14,11.766
2023-02-15,11.766
2023-02-16,11.766
2023-02-17,11.766
2023-02-18,11.766
2023-02-19,11.766
2023-02-20,11.766
2023-02-21,11.766
2023-02-22,11.766
2023-02-23,11.766
2023-02-24,11.766
2023-02-25,11.766
2023-02-26,11.766
2023-02-27,11.766
2023-02-28,11.766
2023-03-01,11.766
2023-03-02,11.766
2023-03-03,11.766
2023-03-04,11.766
2023-03-05,11.766
2023-03-06,11.766
2023-03-07,11.766
2023-03-08,11.766
2023-03-09,11.766
2023-03-10,11.766
2023-03-11,11.766
2023-03-12,11.766
2023-03-13,11.766
2023-03-14,11.766
2023-03-15,11.766
2023-03-16,11.895
2023-03-17,11.895
2023-03-18,11.895
2023-03-19,11.895
2023-03-20,11.895
2023-03-21,11.895
2023-03-22,11.895
2023-03-23,11.895
2023-03-24,11.895
2023-03-25,11.895
2023-03-26,11.895
2023-03-27,11.895
2023-03-28,12.121
2023-03-29,12.121
2023-03-30,12.121
2023-03-31,12.121
2023-04-01,12.121
2023-04-02,12.121
2023-04-03,12.121
2023-04-04,12.121
2023-04-05,12.11
2023-04-06,12.126
2023-04-07,12.126
2023-04-08,12.126
2023-04-09,12.126
2023-04-10,12.126
2023-04-11,12.126
2023-04-12,12.126
2023-04-13,12.126
2023-04-14,12.126
2023-04-15,12.126
2023-04-16,12.126
2023-04-17,12.126
2023-04-18,12.126
2023-04-19,12.126
2023-04-20,12.126
2023-04-21,12.126
2023-04-22,12.126
2023-04-23,12.126
2023-04-24,12.126
2023-04-25,12.126
2023-04-26,12.126
2023-04-27,12.126
2023-04-28,12.126
2023-04-29,12.126
2023-04-30,12.126
2023-05-01,12.126
2023-05-02,12.126
2023-05-03,12.126
2023-05-04,12.126
2023-05-05,12.226
2023-05-06,12.226
2023-05-07,12.314
2023-05-08,12.314
2023-05-09,12.273
2023-05-10,12.273
2023-05-11,12.273
2023-05-12,12.273
2023-05-13,12.273
2023-05-14,12.273
2023-05-15,12.273
2023-05-16,12.273
2023-05-17,12.273
2023-05-18,12.498
2023-05-19,12.715
2023-05-20,12.715
2023-05-21,12.715
2023-05-22,12.715
2023-05-23,12.715
2023-05-24,12.613
2023-05-25,12.613
2023-05-26,12.613
2023-05-27,12.613
2023-05-28,12.613
2023-05-29,12.613
2023-05-30,12.613
2023-05-31,12.613
2023-06-01,12.613
2023-06-02,12.613
2023-06-03,12.613
2023-06-04,12.613
2023-06-05,12.67
2023-06-06,12.67
2023-06-07,12.67
2023-06-08,12.67
2023-06-09,12.67
2023-06-10,12.67
2023-06-11,12.67
2023-06-12,12.67
2023-06-13,12.67
2023-06-14,12.67
2023-06-15,12.67
2023-06-16,12.67
2023-06-17,12.67
2023-06-18,12.67
2023-06-19,12.67
2023-06-20,12.67
2023-06-21,12.67
2023-06-22,12.67
2023-06-23,12.67
