,RRX US Equity
2023-06-24,12.67
2023-06-25,12.67
2023-06-26,12.67
2023-06-27,12.67
2023-06-28,12.67
2023-06-29,12.67
2023-06-30,12.67
2023-07-01,12.67
2023-07-02,12.67
2023-07-03,12.67
2023-07-04,12.67
2023-07-05,12.67
2023-07-06,12.67
2023-07-07,12.67
2023-07-08,12.67
2023-07-09,12.67
2023-07-10,12.67
2023-07-11,12.603
2023-07-12,12.603
2023-07-13,12.603
2023-07-14,12.603
2023-07-15,12.603
2023-07-16,12.603
2023-07-17,12.603
2023-07-18,12.603
2023-07-19,12.603
2023-07-20,12.603
2023-07-21,12.603
2023-07-22,12.609
2023-07-23,12.609
2023-07-24,12.609
2023-07-25,12.609
2023-07-26,12.609
2023-07-27,12.609
2023-07-28,12.609
2023-07-29,12.609
2023-07-30,12.609
2023-07-31,12.58
2023-08-01,12.649
2023-08-02,12.715
2023-08-03,12.716
2023-08-04,12.716
2023-08-05,12.716
2023-08-06,12.716
2023-08-07,12.716
2023-08-08,12.716
2023-08-09,12.716
2023-08-10,12.685
2023-08-11,12.685
2023-08-12,12.685
2023-08-13,12.685
2023-08-14,12.685
2023-08-15,12.685
2023-08-16,12.79
2023-08-17,12.79
2023-08-18,12.79
2023-08-19,12.79
2023-08-20,12.79
2023-08-21,12.79
2023-08-22,12.79
2023-08-23,12.79
2023-08-24,12.79
2023-08-25,12.79
2023-08-26,12.79
2023-08-27,12.79
2023-08-28,12.691
2023-08-29,12.691
2023-08-30,12.691
2023-08-31,12.691
2023-09-01,12.691
2023-09-02,12.691
2023-09-03,12.691
2023-09-04,12.691
2023-09-05,12.691
2023-09-06,12.691
2023-09-07,12.691
2023-09-08,12.691
2023-09-09,12.691
2023-09-10,12.691
2023-09-11,12.691
2023-09-12,12.691
2023-09-13,12.691
2023-09-14,12.691
2023-09-15,12.691
2023-09-16,12.691
2023-09-17,12.691
2023-09-18,12.691
2023-09-19,12.691
2023-09-20,12.691
2023-09-21,12.691
2023-09-22,12.691
2023-09-23,12.691
2023-09-24,12.691
2023-09-25,12.568
2023-09-26,12.568
2023-09-27,12.499
2023-09-28,12.503
2023-09-29,12.503
2023-09-30,12.503
2023-10-01,12.503
2023-10-02,12.503
2023-10-03,12.378
2023-10-04,12.346
2023-10-05,12.346
2023-10-06,12.346
2023-10-07,12.346
2023-10-08,12.346
2023-10-09,12.346
2023-10-10,12.346
2023-10-11,12.346
2023-10-12,12.143
2023-10-13,12.143
2023-10-14,12.143
2023-10-15,12.143
2023-10-16,12.143
2023-10-17,12.143
2023-10-18,12.143
2023-10-19,12.143
2023-10-20,12.143
2023-10-21,12.143
2023-10-22,12.143
2023-10-23,12.143
2023-10-24,12.143
2023-10-25,12.143
2023-10-26,12.143
2023-10-27,12.143
2023-10-28,12.143
2023-10-29,12.143
2023-10-30,12.143
2023-10-31,12.143
2023-11-01,12.143
2023-11-02,11.36
2023-11-03,11.186
2023-11-04,11.186
2023-11-05,10.684
2023-11-06,10.546
2023-11-07,10.539
2023-11-08,10.539
2023-11-09,10.539
2023-11-10,10.539
2023-11-11,10.539
2023-11-12,10.539
2023-11-13,10.539
2023-11-14,10.539
2023-11-15,10.534
2023-11-16,10.534
2023-11-17,10.534
2023-11-18,10.534
2023-11-19,10.534
2023-11-20,10.534
2023-11-21,10.534
2023-11-22,10.534
2023-11-23,10.534
2023-11-24,10.534
2023-11-25,10.534
2023-11-26,10.534
2023-11-27,10.534
2023-11-28,10.534
2023-11-29,10.534
2023-11-30,10.534
2023-12-01,10.534
2023-12-02,10.534
2023-12-03,10.718
2023-12-04,10.718
2023-12-05,10.718
2023-12-06,10.718
2023-12-07,10.718
2023-12-08,10.718
2023-12-09,10.718
2023-12-10,10.725
2023-12-11,10.725
2023-12-12,10.725
2023-12-13,10.55
2023-12-14,10.55
2023-12-15,10.55
2023-12-16,10.55
2023-12-17,10.55
2023-12-18,10.55
2023-12-19,10.55
2023-12-20,10.55
2023-12-21,10.55
2023-12-22,10.55
2023-12-23,10.55
2023-12-24,10.55
2023-12-25,10.55
2023-12-26,10.55
2023-12-27,10.55
2023-12-28,10.55
2023-12-29,10.55
2023-12-30,10.55
2023-12-31,10.55
2024-01-01,10.55
2024-01-02,10.55
2024-01-03,10.55
2024-01-04,10.55
2024-01-05,10.555
2024-01-06,10.555
2024-01-07,10.561
2024-01-08,10.561
2024-01-09,10.561
2024-01-10,10.561
2024-01-11,10.499
2024-01-12,10.499
2024-01-13,10.499
2024-01-14,10.499
2024-01-15,10.499
2024-01-16,10.468
2024-01-17,10.468
2024-01-18,10.468
2024-01-19,10.468
2024-01-20,10.468
2024-01-21,10.468
2024-01-22,10.468
2024-01-23,10.468
2024-01-24,10.468
2024-01-25,10.468
2024-01-26,10.468
2024-01-27,10.468
2024-01-28,10.468
2024-01-29,10.468
2024-01-30,10.468
2024-01-31,10.468
2024-02-01,10.468
2024-02-02,10.468
2024-02-03,10.468
2024-02-04,10.468
2024-02-05,10.468
2024-02-06,10.468
2024-02-07,10.443
2024-02-08,10.275
2024-02-09,10.275
2024-02-10,10.144
2024-02-11,10.275
2024-02-12,10.156
2024-02-13,10.156
2024-02-14,10.156
2024-02-15,10.156
2024-02-16,10.156
2024-02-17,10.156
2024-02-18,10.156
2024-02-19,10.156
2024-02-20,10.156
2024-02-21,10.156
2024-02-22,10.156
2024-02-23,10.156
2024-02-24,10.156
2024-02-25,10.156
2024-02-26,10.156
2024-02-27,10.156
2024-02-28,10.156
2024-02-29,10.156
2024-03-01,10.156
2024-03-02,10.156
2024-03-03,10.156
2024-03-04,10.156
2024-03-05,10.156
2024-03-06,10.156
2024-03-07,10.156
2024-03-08,10.17
2024-03-09,10.17
2024-03-10,10.17
2024-03-11,10.17
2024-03-12,10.17
2024-03-13,10.17
2024-03-14,10.17
2024-03-15,10.17
2024-03-16,10.17
2024-03-17,10.17
2024-03-18,10.17
2024-03-19,10.17
2024-03-20,10.17
2024-03-21,10.17
2024-03-22,10.17
2024-03-23,10.17
2024-03-24,10.17
2024-03-25,10.17
2024-03-26,10.17
2024-03-27,10.17
2024-03-28,10.17
2024-03-29,10.17
2024-03-30,10.17
2024-03-31,10.17
2024-04-01,10.17
2024-04-02,10.169
2024-04-03,10.169
2024-04-04,10.15
2024-04-05,10.15
2024-04-06,10.15
2024-04-07,10.135
2024-04-08,10.135
