,MA US Equity
2021-03-24,14.948
2021-03-25,14.948
2021-03-26,14.948
2021-03-27,14.948
2021-03-28,14.948
2021-03-29,14.948
2021-03-30,14.948
2021-03-31,14.948
2021-04-01,14.948
2021-04-02,14.948
2021-04-03,14.948
2021-04-04,14.948
2021-04-05,14.948
2021-04-06,14.948
2021-04-07,14.948
2021-04-08,14.948
2021-04-09,14.948
2021-04-10,14.948
2021-04-11,14.948
2021-04-12,14.948
2021-04-13,14.948
2021-04-14,14.948
2021-04-15,14.948
2021-04-16,14.948
2021-04-17,14.948
2021-04-18,14.948
2021-04-19,14.948
2021-04-20,14.948
2021-04-21,14.948
2021-04-22,14.948
2021-04-23,14.948
2021-04-24,14.948
2021-04-25,14.948
2021-04-26,14.935
2021-04-27,14.935
2021-04-28,14.935
2021-04-29,14.9
2021-04-30,15.45
2021-05-01,15.45
2021-05-02,15.45
2021-05-03,15.45
2021-05-04,15.45
2021-05-05,15.45
2021-05-06,15.45
2021-05-07,15.45
2021-05-08,15.45
2021-05-09,15.45
2021-05-10,15.45
2021-05-11,15.45
2021-05-12,15.45
2021-05-13,15.45
2021-05-14,15.45
2021-05-15,15.45
2021-05-16,15.45
2021-05-17,15.45
2021-05-18,15.45
2021-05-19,15.45
2021-05-20,15.45
2021-05-21,15.45
2021-05-22,15.45
2021-05-23,15.45
2021-05-24,15.45
2021-05-25,15.45
2021-05-26,15.45
2021-05-27,15.45
2021-05-28,15.45
2021-05-29,15.45
2021-05-30,15.45
2021-05-31,15.373
2021-06-01,15.373
2021-06-02,15.36
2021-06-03,15.36
2021-06-04,15.36
2021-06-05,15.36
2021-06-06,15.36
2021-06-07,15.36
2021-06-08,15.36
2021-06-09,15.36
2021-06-10,15.36
2021-06-11,15.36
2021-06-12,15.36
2021-06-13,15.36
2021-06-14,15.36
2021-06-15,15.36
2021-06-16,15.36
2021-06-17,15.36
2021-06-18,15.36
2021-06-19,15.36
2021-06-20,15.36
2021-06-21,15.36
2021-06-22,15.36
2021-06-23,15.36
2021-06-24,15.36
2021-06-25,15.36
2021-06-26,15.36
2021-06-27,15.36
2021-06-28,15.36
2021-06-29,15.36
2021-06-30,15.36
2021-07-01,15.36
2021-07-02,15.36
2021-07-03,15.36
2021-07-04,15.36
2021-07-05,15.36
2021-07-06,15.36
2021-07-07,15.36
2021-07-08,15.36
2021-07-09,15.36
2021-07-10,15.36
2021-07-11,15.36
2021-07-12,15.36
2021-07-13,15.36
2021-07-14,15.48
2021-07-15,15.48
2021-07-16,15.48
2021-07-17,15.48
2021-07-18,15.48
2021-07-19,15.48
2021-07-20,15.48
2021-07-21,15.48
2021-07-22,15.48
2021-07-23,15.48
2021-07-24,15.48
2021-07-25,15.48
2021-07-26,15.48
2021-07-27,15.48
2021-07-28,15.48
2021-07-29,15.56
2021-07-30,15.957
2021-07-31,15.957
2021-08-01,15.957
2021-08-02,15.957
2021-08-03,15.645
2021-08-04,15.645
2021-08-05,15.645
2021-08-06,15.645
2021-08-07,15.645
2021-08-08,15.645
2021-08-09,15.645
2021-08-10,15.645
2021-08-11,15.645
2021-08-12,15.645
2021-08-13,15.645
2021-08-14,15.645
2021-08-15,15.645
2021-08-16,15.645
2021-08-17,15.645
2021-08-18,15.645
2021-08-19,15.645
2021-08-20,15.645
2021-08-21,15.645
2021-08-22,15.645
2021-08-23,15.645
2021-08-24,15.645
2021-08-25,15.645
2021-08-26,15.645
2021-08-27,15.645
2021-08-28,15.47
2021-08-29,15.47
2021-08-30,15.47
2021-08-31,15.47
2021-09-01,15.47
2021-09-02,15.47
2021-09-03,15.47
2021-09-04,15.47
2021-09-05,15.47
2021-09-06,15.47
2021-09-07,15.47
2021-09-08,15.47
2021-09-09,15.47
2021-09-10,15.47
2021-09-11,15.47
2021-09-12,15.47
2021-09-13,15.47
2021-09-14,15.47
2021-09-15,15.47
2021-09-16,15.47
2021-09-17,15.545
2021-09-18,15.545
2021-09-19,15.545
2021-09-20,15.545
2021-09-21,15.545
2021-09-22,15.545
2021-09-23,15.545
2021-09-24,15.545
2021-09-25,15.545
2021-09-26,15.545
2021-09-27,15.545
2021-09-28,15.545
2021-09-29,15.545
2021-09-30,15.545
2021-10-01,15.545
2021-10-02,15.545
2021-10-03,15.545
2021-10-04,15.545
2021-10-05,15.545
2021-10-06,15.552
2021-10-07,15.552
2021-10-08,15.552
2021-10-09,15.552
2021-10-10,15.552
2021-10-11,15.552
2021-10-12,15.552
2021-10-13,15.552
2021-10-14,15.552
2021-10-15,15.552
2021-10-16,15.552
2021-10-17,15.552
2021-10-18,15.552
2021-10-19,15.552
2021-10-20,15.552
2021-10-21,15.552
2021-10-22,15.552
2021-10-23,15.552
2021-10-24,15.552
2021-10-25,15.552
2021-10-26,15.552
2021-10-27,15.552
2021-10-28,15.552
2021-10-29,15.53
2021-10-30,15.53
2021-10-31,15.53
2021-11-01,15.53
2021-11-02,15.538
2021-11-03,15.514
2021-11-04,15.545
2021-11-05,15.545
2021-11-06,15.563
2021-11-07,15.563
2021-11-08,15.563
2021-11-09,15.563
2021-11-10,15.48
2021-11-11,15.48
2021-11-12,15.48
2021-11-13,15.48
2021-11-14,15.48
2021-11-15,15.48
2021-11-16,15.48
2021-11-17,15.48
2021-11-18,15.48
2021-11-19,15.48
2021-11-20,15.48
2021-11-21,15.48
2021-11-22,15.517
2021-11-23,15.517
2021-11-24,15.517
2021-11-25,15.517
2021-11-26,15.517
2021-11-27,15.517
2021-11-28,15.517
2021-11-29,15.517
2021-11-30,15.517
2021-12-01,15.517
2021-12-02,15.517
2021-12-03,15.517
2021-12-04,15.517
2021-12-05,15.517
2021-12-06,15.517
2021-12-07,15.517
2021-12-08,15.517
2021-12-09,15.517
2021-12-10,15.517
2021-12-11,15.517
2021-12-12,15.517
2021-12-13,15.517
2021-12-14,15.517
2021-12-15,15.517
2021-12-16,15.522
2021-12-17,15.522
2021-12-18,15.522
2021-12-19,15.522
2021-12-20,15.522
2021-12-21,15.522
2021-12-22,15.522
2021-12-23,15.522
2021-12-24,15.522
2021-12-25,15.522
2021-12-26,15.522
2021-12-27,15.522
2021-12-28,15.522
2021-12-29,15.522
2021-12-30,15.522
2021-12-31,15.522
2022-01-01,15.522
2022-01-02,15.522
2022-01-03,15.522
2022-01-04,15.522
2022-01-05,15.522
2022-01-06,15.49
2022-01-07,15.49
2022-01-08,15.49
2022-01-09,15.49
2022-01-10,15.518
2022-01-11,15.518
2022-01-12,15.518
2022-01-13,15.518
2022-01-14,15.518
2022-01-15,15.518
2022-01-16,15.518
2022-01-17,15.525
2022-01-18,15.525
2022-01-19,15.566
2022-01-20,15.566
2022-01-21,15.566
2022-01-22,15.566
2022-01-23,15.566
2022-01-24,15.56
2022-01-25,15.56
2022-01-26,15.56
2022-01-27,15.651
2022-01-28,15.683
2022-01-29,15.663
2022-01-30,15.663
2022-01-31,15.663
2022-02-01,15.695
2022-02-02,15.698
2022-02-03,15.698
2022-02-04,15.706
2022-02-05,15.706
2022-02-06,15.706
2022-02-07,15.706
2022-02-08,15.706
2022-02-09,15.706
2022-02-10,15.706
2022-02-11,15.706
2022-02-12,15.706
2022-02-13,15.706
2022-02-14,15.708
2022-02-15,15.712
2022-02-16,15.712
2022-02-17,15.712
2022-02-18,15.712
2022-02-19,15.712
2022-02-20,15.712
2022-02-21,15.712
2022-02-22,15.712
2022-02-23,15.712
2022-02-24,15.712
2022-02-25,15.712
2022-02-26,15.712
2022-02-27,15.712
2022-02-28,15.712
2022-03-01,15.735
2022-03-02,15.735
2022-03-03,15.735
2022-03-04,15.735
2022-03-05,15.735
2022-03-06,15.735
2022-03-07,15.735
2022-03-08,15.702
2022-03-09,15.702
2022-03-10,15.702
2022-03-11,15.702
2022-03-12,15.702
2022-03-13,15.702
2022-03-14,15.702
2022-03-15,15.702
2022-03-16,15.702
2022-03-17,15.702
2022-03-18,15.702
2022-03-19,15.702
2022-03-20,15.702
2022-03-21,15.702
2022-03-22,15.702
2022-03-23,15.702
2022-03-24,15.673
2022-03-25,15.673
2022-03-26,15.673
2022-03-27,15.673
2022-03-28,15.642
2022-03-29,15.642
2022-03-30,15.642
2022-03-31,15.642
2022-04-01,15.631
2022-04-02,15.631
2022-04-03,15.631
2022-04-04,15.609
2022-04-05,15.562
2022-04-06,15.562
2022-04-07,15.578
2022-04-08,15.578
2022-04-09,15.578
2022-04-10,15.578
2022-04-11,15.578
2022-04-12,15.57
2022-04-13,15.55
2022-04-14,15.552
2022-04-15,15.552
2022-04-16,15.552
2022-04-17,15.552
2022-04-18,15.552
2022-04-19,15.552
2022-04-20,15.552
2022-04-21,15.536
2022-04-22,15.536
2022-04-23,15.529
2022-04-24,15.496
2022-04-25,15.496
2022-04-26,15.496
2022-04-27,15.496
2022-04-28,15.479
2022-04-29,15.522
2022-04-30,15.536
2022-05-01,15.536
2022-05-02,15.556
2022-05-03,15.567
2022-05-04,15.556
2022-05-05,15.556
2022-05-06,15.556
2022-05-07,15.556
2022-05-08,15.556
2022-05-09,15.556
2022-05-10,15.556
2022-05-11,15.532
2022-05-12,15.532
2022-05-13,15.532
2022-05-14,15.532
2022-05-15,15.532
2022-05-16,15.532
2022-05-17,15.543
2022-05-18,15.543
2022-05-19,15.543
2022-05-20,15.543
2022-05-21,15.543
2022-05-22,15.543
2022-05-23,15.543
2022-05-24,15.543
2022-05-25,15.543
2022-05-26,15.543
2022-05-27,15.543
2022-05-28,15.543
2022-05-29,15.543
2022-05-30,15.543
2022-05-31,15.566
2022-06-01,15.566
2022-06-02,15.566
2022-06-03,15.566
2022-06-04,15.566
2022-06-05,15.566
2022-06-06,15.566
2022-06-07,15.566
2022-06-08,15.566
2022-06-09,15.566
2022-06-10,15.566
2022-06-11,15.566
2022-06-12,15.566
2022-06-13,15.566
2022-06-14,15.566
2022-06-15,15.571
2022-06-16,15.571
2022-06-17,15.571
2022-06-18,15.571
2022-06-19,15.571
2022-06-20,15.571
2022-06-21,15.571
2022-06-22,15.571
2022-06-23,15.571
2022-06-24,15.571
2022-06-25,15.571
2022-06-26,15.571
2022-06-27,15.571
2022-06-28,15.571
2022-06-29,15.571
2022-06-30,15.569
2022-07-01,15.566
2022-07-02,15.566
2022-07-03,15.566
2022-07-04,15.566
2022-07-05,15.566
2022-07-06,15.566
2022-07-07,15.566
2022-07-08,15.568
2022-07-09,15.568
2022-07-10,15.568
2022-07-11,15.566
2022-07-12,15.564
2022-07-13,15.564
2022-07-14,15.574
2022-07-15,15.574
2022-07-16,15.574
2022-07-17,15.574
2022-07-18,15.574
2022-07-19,15.574
2022-07-20,15.516
2022-07-21,15.492
2022-07-22,15.439
2022-07-23,15.408
2022-07-24,15.408
2022-07-25,15.408
2022-07-26,15.405
2022-07-27,15.405
2022-07-28,15.449
2022-07-29,15.405
2022-07-30,15.405
2022-07-31,15.405
2022-08-01,15.434
2022-08-02,15.434
2022-08-03,15.434
2022-08-04,15.434
2022-08-05,15.434
2022-08-06,15.434
2022-08-07,15.434
2022-08-08,15.434
2022-08-09,15.434
2022-08-10,15.434
2022-08-11,15.426
2022-08-12,15.426
2022-08-13,15.426
2022-08-14,15.426
2022-08-15,15.416
2022-08-16,15.416
2022-08-17,15.416
2022-08-18,15.416
2022-08-19,15.416
2022-08-20,15.416
2022-08-21,15.416
2022-08-22,15.416
2022-08-23,15.416
2022-08-24,15.416
2022-08-25,15.416
2022-08-26,15.416
2022-08-27,15.416
2022-08-28,15.416
2022-08-29,15.416
2022-08-30,15.435
2022-08-31,15.435
2022-09-01,15.435
2022-09-02,15.435
2022-09-03,15.435
2022-09-04,15.435
2022-09-05,15.435
2022-09-06,15.435
2022-09-07,15.435
2022-09-08,15.435
2022-09-09,15.435
2022-09-10,15.435
2022-09-11,15.435
2022-09-12,15.435
2022-09-13,15.435
2022-09-14,15.435
2022-09-15,15.435
2022-09-16,15.435
2022-09-17,15.435
2022-09-18,15.435
2022-09-19,15.435
2022-09-20,15.435
2022-09-21,15.435
2022-09-22,15.434
2022-09-23,15.434
2022-09-24,15.434
2022-09-25,15.434
2022-09-26,15.434
2022-09-27,15.434
2022-09-28,15.434
2022-09-29,15.434
2022-09-30,15.368
2022-10-01,15.368
2022-10-02,15.368
2022-10-03,15.348
2022-10-04,15.313
2022-10-05,15.313
2022-10-06,15.313
2022-10-07,15.313
2022-10-08,15.313
2022-10-09,15.301
2022-10-10,15.269
2022-10-11,15.269
2022-10-12,15.208
2022-10-13,15.17
2022-10-14,15.17
2022-10-15,15.17
2022-10-16,15.17
2022-10-17,15.149
2022-10-18,15.056
2022-10-19,15.049
2022-10-20,15.049
2022-10-21,15.022
2022-10-22,15.022
2022-10-23,15.022
2022-10-24,15.022
2022-10-25,15.022
2022-10-26,15.022
2022-10-27,14.897
2022-10-28,14.873
2022-10-29,14.864
2022-10-30,14.87
2022-10-31,14.891
2022-11-01,14.881
2022-11-02,14.881
2022-11-03,14.881
2022-11-04,14.881
2022-11-05,14.881
2022-11-06,14.881
2022-11-07,14.881
2022-11-08,14.881
2022-11-09,14.881
2022-11-10,14.852
2022-11-11,14.852
2022-11-12,14.852
2022-11-13,14.852
2022-11-14,14.832
2022-11-15,14.832
2022-11-16,14.796
2022-11-17,14.796
2022-11-18,14.796
2022-11-19,14.796
2022-11-20,14.796
2022-11-21,14.796
2022-11-22,14.796
2022-11-23,14.796
2022-11-24,14.787
2022-11-25,14.787
2022-11-26,14.787
2022-11-27,14.787
2022-11-28,14.787
2022-11-29,14.772
2022-11-30,14.764
2022-12-01,14.764
2022-12-02,14.764
2022-12-03,14.764
2022-12-04,14.764
2022-12-05,14.764
2022-12-06,14.764
2022-12-07,14.764
2022-12-08,14.726
2022-12-09,14.726
2022-12-10,14.726
2022-12-11,14.726
2022-12-12,14.718
2022-12-13,14.718
2022-12-14,14.718
2022-12-15,14.718
2022-12-16,14.692
2022-12-17,14.692
2022-12-18,14.692
2022-12-19,14.688
2022-12-20,14.675
2022-12-21,14.675
2022-12-22,14.675
2022-12-23,14.675
2022-12-24,14.675
2022-12-25,14.675
2022-12-26,14.675
2022-12-27,14.675
2022-12-28,14.675
2022-12-29,14.675
2022-12-30,14.675
2022-12-31,14.675
2023-01-01,14.675
2023-01-02,14.675
2023-01-03,14.675
2023-01-04,14.667
2023-01-05,14.658
2023-01-06,14.658
2023-01-07,14.658
2023-01-08,14.642
2023-01-09,14.645
2023-01-10,14.618
2023-01-11,14.618
2023-01-12,14.618
2023-01-13,14.618
2023-01-14,14.618
2023-01-15,14.618
2023-01-16,14.618
2023-01-17,14.618
2023-01-18,14.632
2023-01-19,14.618
2023-01-20,14.593
2023-01-21,14.584
2023-01-22,14.584
2023-01-23,14.556
2023-01-24,14.556
2023-01-25,14.556
2023-01-26,14.519
2023-01-27,14.481
2023-01-28,14.481
2023-01-29,14.479
2023-01-30,14.492
2023-01-31,14.488
2023-02-01,14.486
2023-02-02,14.484
2023-02-03,14.477
2023-02-04,14.477
2023-02-05,14.477
2023-02-06,14.477
2023-02-07,14.485
2023-02-08,14.483
2023-02-09,14.469
2023-02-10,14.469
2023-02-11,14.469
2023-02-12,14.469
2023-02-13,14.469
2023-02-14,14.47
2023-02-15,14.47
2023-02-16,14.477
2023-02-17,14.475
2023-02-18,14.475
2023-02-19,14.475
2023-02-20,14.475
2023-02-21,14.475
2023-02-22,14.475
2023-02-23,14.475
2023-02-24,14.475
2023-02-25,14.475
2023-02-26,14.475
2023-02-27,14.475
2023-02-28,14.475
2023-03-01,14.475
2023-03-02,14.475
2023-03-03,14.477
2023-03-04,14.477
2023-03-05,14.477
2023-03-06,14.477
2023-03-07,14.477
2023-03-08,14.477
2023-03-09,14.477
2023-03-10,14.477
2023-03-11,14.477
2023-03-12,14.477
2023-03-13,14.477
2023-03-14,14.477
2023-03-15,14.477
2023-03-16,14.477
2023-03-17,14.477
2023-03-18,14.477
2023-03-19,14.477
2023-03-20,14.477
2023-03-21,14.482
2023-03-22,14.482
2023-03-23,14.482
2023-03-24,14.482
2023-03-25,14.482
2023-03-26,14.482
2023-03-27,14.482
2023-03-28,14.482
2023-03-29,14.482
2023-03-30,14.468
2023-03-31,14.467
2023-04-01,14.467
2023-04-02,14.467
2023-04-03,14.467
2023-04-04,14.467
2023-04-05,14.467
2023-04-06,14.467
2023-04-07,14.467
2023-04-08,14.467
2023-04-09,14.467
2023-04-10,14.467
2023-04-11,14.467
2023-04-12,14.47
2023-04-13,14.47
2023-04-14,14.467
2023-04-15,14.467
2023-04-16,14.467
2023-04-17,14.467
2023-04-18,14.481
2023-04-19,14.499
2023-04-20,14.498
2023-04-21,14.498
2023-04-22,14.498
2023-04-23,14.487
2023-04-24,14.487
2023-04-25,14.487
2023-04-26,14.498
2023-04-27,14.528
2023-04-28,14.55
2023-04-29,14.55
2023-04-30,14.55
2023-05-01,14.547
2023-05-02,14.539
2023-05-03,14.539
2023-05-04,14.539
2023-05-05,14.539
2023-05-06,14.539
2023-05-07,14.539
2023-05-08,14.539
2023-05-09,14.539
2023-05-10,14.539
2023-05-11,14.539
2023-05-12,14.539
2023-05-13,14.539
2023-05-14,14.539
2023-05-15,14.539
2023-05-16,14.542
2023-05-17,14.561
2023-05-18,14.561
2023-05-19,14.561
2023-05-20,14.561
2023-05-21,14.561
2023-05-22,14.561
2023-05-23,14.556
2023-05-24,14.556
2023-05-25,14.557
2023-05-26,14.555
2023-05-27,14.555
2023-05-28,14.555
2023-05-29,14.555
2023-05-30,14.554
2023-05-31,14.554
2023-06-01,14.554
2023-06-02,14.552
2023-06-03,14.552
2023-06-04,14.552
2023-06-05,14.552
2023-06-06,14.552
2023-06-07,14.552
2023-06-08,14.552
2023-06-09,14.552
2023-06-10,14.552
2023-06-11,14.552
2023-06-12,14.552
2023-06-13,14.553
2023-06-14,14.553
2023-06-15,14.553
2023-06-16,14.553
2023-06-17,14.553
2023-06-18,14.553
2023-06-19,14.553
2023-06-20,14.553
2023-06-21,14.553
2023-06-22,14.552
2023-06-23,14.553
2023-06-24,14.553
2023-06-25,14.553
